clade_name	NCBI_tax_id	SAMEA4031752	SAMEA4031753	SAMEA4031754	SAMEA4031755	SAMEA4031756	SAMEA4031758	SAMEA4031759	SAMEA4031760	SAMEA4031761	SAMEA4031762	SAMEA4031763	SAMEA4031764	SAMEA4031765	SAMEA4031766	SAMEA4031767	SAMEA4031768	SAMEA4031769	SAMEA4031770	SAMEA4031771	SAMEA4031772	SAMEA4031773	SAMEA4031774	SAMEA4031775
s__Solobacterium_moorei	0	0.00796	0.13227	0.07037	0.36741	0.05131	0.01661	0.03209	0.05854	0.0	0.03137	0.25191	0.0	0.04377	0.10091	0.10942	0.1762	0.09854	0.08956	0.38874	0.13425	0.02898	0.08947	0.07072
s__Actinomyces_naeslundii	0	0.00774	0.01891	0.0	0.00348	0.00848	0.02727	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.16	0.20243	0.12838	0.0135	0.05802	0.0	0.0817
s__Prevotella_salivae	0	0.00737	0.40182	0.0	0.87528	2.20439	1.42612	0.10555	0.38679	0.50314	0.0	1.81535	0.47124	4.00486	0.38349	1.86765	0.65463	0.37981	0.67856	0.52213	1.04779	0.26774	4.12217	0.42396
s__Streptococcus_vestibularis	0	0.00619	0.0	0.0	0.0	0.00135	0.01465	0.00406	0.15558	0.0	0.0	0.0	0.0	0.02946	0.1077	0.0	0.00782	0.0	0.0	0.06497	0.0	0.0	0.01979	0.0
s__Selenomonas_sputigena	0	0.00617	0.02342	0.07162	0.06383	0.04547	0.01448	0.01635	0.04424	0.0	0.0	0.00602	0.0	0.03064	0.0	0.01039	0.17425	0.01455	0.10202	0.67063	0.12905	0.01041	0.05746	0.01441
s__Catonella_morbi	0	0.00603	0.01707	0.02565	0.00968	0.00194	0.0	0.0	0.0	0.0	0.00927	0.02082	0.0	0.0	0.0103	0.02793	0.05772	0.01957	0.01426	0.06426	0.03012	0.00613	0.0	0.00402
s__Streptococcus_anginosus_group	0	0.00576	0.04836	0.0	0.00271	0.04204	0.01514	0.03361	0.17678	0.0	0.0	0.02331	0.07248	0.02464	0.13261	0.08213	0.04387	0.09731	0.06472	0.14377	0.23502	0.01046	0.02267	0.02763
s__Atopobium_parvulum	0	0.00493	0.08495	0.0219	0.50337	0.5388	1.07978	0.02995	0.26466	0.0	0.10404	0.4107	0.01313	0.89638	0.11799	0.30085	0.46575	0.19231	0.19289	0.46821	0.18014	0.06152	0.44037	0.17775
s__Alloprevotella_rava	0	0.00486	0.03134	0.00557	0.17983	0.00373	0.09266	0.04181	0.12457	0.0	0.0	0.04101	0.05392	0.3979	0.08658	0.11924	0.0558	0.28956	0.17819	0.24526	0.19121	0.00402	0.04259	0.1557
s__Aggregatibacter_actinomycetemcomitans	0	0.00483	0.1078	0.01139	0.35329	0.0	0.0	0.00657	0.0	0.12175	0.0	0.11087	0.13008	0.0317	0.0432	0.01426	0.011	0.42466	0.10755	0.01516	0.05172	0.0	0.0	0.0
s__Dialister_invisus	0	0.00421	0.01425	0.02912	0.04385	0.0	0.00073	0.00172	0.04162	0.0	0.0	0.0144	0.0	0.0	0.0	0.00918	0.11616	0.00796	0.01777	0.07577	0.05092	0.00624	0.00535	0.01313
s__Parvimonas_micra	0	0.00363	0.15044	0.08485	0.23862	0.02942	0.04395	0.01216	0.10333	0.0	0.27857	0.04247	0.0	0.04583	0.0	0.06355	0.07992	0.07018	0.03372	0.0542	0.12318	0.01425	0.05142	0.06506
s__Treponema_vincentii	0	0.00363	0.00653	0.07089	0.04133	0.0047	0.00153	0.08471	0.03984	0.00852	0.0	0.02937	0.0	0.02714	0.0436	0.19771	0.00899	0.11736	0.03427	0.25162	0.09328	0.0026	0.00346	0.04365
s__Parvimonas_sp_oral_taxon_393	0	0.00342	0.02366	0.04817	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.02246	0.0	0.0	0.0	0.0639	0.04691	0.0	0.05474	0.04845	0.0	0.0	0.0	0.09248
s__Treponema_sp_OMZ_838	0	0.0034	0.03084	0.24653	0.04084	0.01033	0.0	0.03799	0.02544	0.02059	0.0	0.04053	0.01277	0.03051	0.01825	0.08465	0.0225	0.09379	0.05201	0.10899	0.05061	0.00453	0.00834	0.0475
s__Actinomyces_sp_oral_taxon_414	0	0.00325	0.0	0.0	0.0	0.01518	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133	0.07927	0.0526	0.26909	0.017	0.00368	0.0	0.00797
s__Actinomyces_sp_HMSC035G02	0	0.00324	0.11547	0.03429	0.16994	0.12547	0.55239	0.08047	0.0	0.02307	0.0	0.15807	0.0	0.03101	0.0078	0.12892	0.43809	0.36379	0.95069	0.25004	0.13496	0.27147	0.14377	0.11395
s__Fretibacterium_fastidiosum	0	0.00282	0.0	0.05642	0.03654	0.02715	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.00709	0.00229	0.09231	0.01488	0.03721	0.10521	0.09581	0.008	0.00214	0.03291
s__Tannerella_sp_oral_taxon_808	0	0.00278	0.0	0.0209	0.01754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01417	0.01488	0.01438	0.24935	0.00195	0.0	0.00264	0.00264
s__Dialister_pneumosintes	0	0.00261	0.04303	0.21235	0.46541	0.07854	0.01241	0.05955	0.22902	0.00521	0.04158	0.0035	0.01036	0.10984	0.03028	0.13638	0.10766	0.05057	0.05975	0.26621	0.25742	0.02747	0.02743	0.06698
s__Cardiobacterium_valvarum	0	0.00248	0.02096	0.03286	0.01012	0.00986	0.00623	0.05745	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.06901	0.03084	0.05287	0.01571	0.0	0.04448	0.00287	0.03185
s__Selenomonas_sp_FOBRC6	0	0.00191	0.00185	0.01446	0.01626	0.00314	0.0001	0.00078	0.0	0.0	0.0	0.00248	0.0	0.0	0.0	0.00654	0.07446	0.0	0.04608	0.20395	0.04806	0.00044	0.00471	0.00828
s__Bacteroidetes_bacterium_oral_taxon_272	0	0.00129	0.0	0.03893	0.03205	0.0	0.0	0.0	0.0252	0.0	0.04171	0.0	0.0	0.0	0.03158	0.00488	0.01619	0.0	0.02964	0.22781	0.01474	0.0	0.0011	0.08966
s__Prevotella_histicola	0	0.0	1.12946	0.0	2.02301	8.48839	22.25322	0.2059	0.87174	1.23705	1.46284	2.73017	1.60515	13.36249	0.94614	7.10993	0.0	0.0	1.06859	0.77323	2.86284	1.77157	10.9939	3.03638
s__Megasphaera_micronuciformis	0	0.0	0.23939	0.00702	2.78001	3.22029	3.23401	0.08071	0.87336	0.71431	0.20284	3.10873	0.28527	5.14235	0.38817	3.68131	0.61022	0.18834	0.27921	0.52582	1.12215	0.28935	5.92328	1.48216
s__Porphyromonas_catoniae	0	0.0	0.19197	0.00347	0.03811	0.00374	0.00484	0.09144	0.0	0.0	0.0	0.02726	0.02584	0.0	0.0	0.0	0.01371	0.0	0.02109	0.0	0.0	0.01846	0.00437	0.01496
s__Prevotella_multiformis	0	0.0	0.18464	0.52498	0.19661	0.0	0.0	0.02284	1.65957	0.0	0.05761	0.0	0.00597	0.27687	0.0	0.0555	0.21298	0.0	0.58403	0.54344	0.34913	0.01108	0.21829	0.13402
s__Fusobacterium_hwasookii	0	0.0	0.16715	0.36385	0.06551	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01891	0.00992	0.0	0.0	0.01125	0.01321	0.00388	0.0	0.02215
s__Actinomyces_sp_oral_taxon_181	0	0.0	0.13412	0.0	0.84811	0.22049	0.2864	0.02602	0.0	0.0	0.0	0.08082	0.0	0.62395	0.12787	0.01297	0.44844	0.16405	0.5456	0.12538	0.14177	0.53328	0.2705	0.02217
s__Fusobacterium_sp_oral_taxon_370	0	0.0	0.07836	0.08754	0.08182	0.09269	0.0	0.0	0.0	0.0	0.0	0.02442	0.0	0.07797	0.0	0.02072	0.00894	0.23471	0.0451	0.07743	0.07725	0.00405	0.005	0.00379
s__Neisseria_sp_oral_taxon_014	0	0.0	0.07208	0.25008	0.32292	0.02814	0.0	0.04987	0.0	0.0	0.0	0.01107	0.0	0.0	0.23787	0.0	0.00286	0.24943	0.14548	0.2816	0.02183	0.03228	0.11782	0.2946
s__Prevotella_fusca	0	0.0	0.06753	0.06358	0.06651	0.01691	0.0	0.14813	0.0541	0.0	0.01104	0.04158	0.0	0.07671	0.23203	0.11281	0.0	0.08229	0.21642	0.50828	0.0	0.05008	0.0	0.08891
s__Cardiobacterium_hominis	0	0.0	0.06045	0.01862	0.0	0.019	0.01354	0.16192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00823	0.0	0.0253	0.0	0.0	0.13247	0.0	0.06761
s__Actinomyces_sp_S6_Spd3	0	0.0	0.05246	0.00451	0.10569	0.05804	0.08764	0.02166	0.0	0.0	0.0	0.22808	0.0	0.01251	0.04589	0.0	0.39371	0.03683	0.14948	0.09557	0.05999	0.01176	0.01428	0.03882
s__Mogibacterium_diversum	0	0.0	0.04329	0.02107	0.65392	0.1366	0.08421	0.00443	0.22058	0.0	0.00973	0.19534	0.0	0.16017	0.00495	0.26343	0.15249	0.03228	0.01596	0.06946	0.07987	0.05147	0.13752	0.29515
s__Actinomyces_sp_oral_taxon_180	0	0.0	0.03893	0.0	0.0	0.02267	0.05601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293	0.01152	0.0	0.0	0.01194	0.02526	0.00029	0.00448	0.00088
s__Oribacterium_asaccharolyticum	0	0.0	0.03313	0.0	0.0085	0.00674	0.01184	0.00098	0.0	0.0	0.0	0.01243	0.0	0.0	0.0	0.00249	0.06766	0.02391	0.00139	0.00267	0.02673	0.05597	0.0	0.02273
s__Parvimonas_sp_oral_taxon_110	0	0.0	0.02828	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02067	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kingella_oralis	0	0.0	0.02616	0.0	0.0	0.01972	0.01557	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02815	0.12229	0.05363	0.0
s__Prevotella_saccharolytica	0	0.0	0.0254	0.01828	0.02972	0.0	0.0	0.0026	0.0	0.0	0.0	0.01225	0.0	0.0	0.00659	0.03818	0.01614	0.06585	0.0	0.09426	0.03914	0.00287	0.0	0.01914
s__Prevotella_marshii	0	0.0	0.02264	0.00703	0.04368	0.0	0.0	0.01199	0.0	0.0	0.0	0.00144	0.0	0.0	0.05563	0.07056	0.01177	0.0	0.0177	0.26121	0.02322	0.0031	0.0	0.0058
s__Stomatobaculum_longum	0	0.0	0.01898	0.0	0.13593	0.09365	0.04891	0.0	0.17544	0.0	0.0717	0.0575	0.00345	0.12401	0.0	0.09801	0.0258	0.0	0.03261	0.24605	0.04019	0.01327	0.07433	0.02637
s__Streptococcus_sp_NLAE_zl_C503	0	0.0	0.01805	0.09972	0.0	0.00722	0.0	0.0193	0.17238	0.0	0.0	0.03556	0.16102	0.0	0.0	0.01241	0.04027	0.0	0.17889	0.19589	0.0	0.05754	0.0	0.00492
s__Prevotella_micans	0	0.0	0.01798	0.0	0.08905	0.0009	0.00712	0.01239	0.0	0.0	0.0	0.05057	0.0	0.0	0.12237	0.06095	0.03918	0.14338	0.0287	0.39049	0.08295	0.00577	0.01522	0.01712
s__Streptococcus_peroris	0	0.0	0.0152	0.0	0.0	0.44895	0.0	0.03447	0.0	0.12161	0.0	0.0	0.05533	0.0	0.0	0.0	0.00877	0.0	0.07162	0.03207	0.039	0.0	0.14938	0.0
s__Lachnoanaerobaculum_saburreum	0	0.0	0.01424	0.0	0.08256	0.10776	0.06699	0.0	0.01947	0.0	0.05962	0.16109	0.0	0.08002	0.042	0.12799	0.0205	0.0202	0.14157	0.10171	0.07793	0.04119	0.07743	0.06209
s__Pseudopropionibacterium_propionicum	0	0.0	0.01337	0.00216	0.01563	0.00269	0.0009	0.02829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01002	0.03174	0.02094	0.02105	0.0	0.00464	0.00025	0.03203
s__Neisseria_perflava	0	0.0	0.01208	0.0	0.0	0.0	0.0	0.01352	0.0	0.0	0.0	0.09548	0.0461	0.0	0.0	0.0	0.01025	0.0	0.0263	0.05045	0.0	0.05143	0.0	0.0
s__Actinomyces_johnsonii	0	0.0	0.01156	0.0	0.0	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.01458	0.00697	0.0	0.01733	0.00421	0.00607
s__Eubacterium_yurii	0	0.0	0.01129	0.18405	0.04116	0.0	0.0	0.0	0.0	0.0	0.00375	0.00796	0.0	0.0	0.0	0.0	0.04922	0.0	0.0	0.0051	0.00493	0.01318	0.0	0.00275
s__Streptococcus_sp_oral_taxon_056	0	0.0	0.00988	0.00164	0.0	0.00908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.01345	0.0	0.0	0.0	0.0	0.03518	0.01105	0.00521
s__Streptococcus_sp_HPH0090	0	0.0	0.00979	0.00999	0.00889	1.083	0.02708	0.03216	0.0	0.0	0.0	0.06231	0.1893	1.0973	0.06494	0.38366	0.04619	0.0	0.05518	0.14396	0.01924	0.00742	0.12833	0.0
s__Actinomyces_sp_HPA0247	0	0.0	0.0082	0.00655	0.03518	0.0202	0.07014	0.00459	0.0	0.0	0.0	0.02402	0.0	0.30761	0.0475	0.00743	0.04005	0.01101	0.06262	0.06019	0.18325	0.03036	0.22947	0.0549
s__Actinomyces_meyeri	0	0.0	0.00667	0.0	0.04237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669	0.0	0.0	0.0	0.0	0.00388	0.00328	0.0
s__Selenomonas_sp_oral_taxon_892	0	0.0	0.00643	0.05227	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02214	0.0	0.00056	0.02278	0.00649	0.0	0.0005	0.00202
s__Selenomonas_flueggei	0	0.0	0.00587	0.00361	0.05259	0.07601	0.01913	0.0	0.0	0.05365	0.0	0.04637	0.0	0.02	0.00541	0.01529	0.07815	0.00546	0.03203	0.12083	0.07077	0.0011	0.07338	0.01043
s__Selenomonas_infelix	0	0.0	0.005	0.02635	0.00308	0.00188	0.00054	0.00069	0.0	0.0	0.0	0.00751	0.0	0.0	0.0	0.00793	0.02115	0.0	0.05415	0.0707	0.01834	0.0	0.00388	0.00608
s__Veillonella_denticariosi	0	0.0	0.00453	0.0	0.0	0.0	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.02401	0.0	0.0	0.02105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Johnsonella_ignava	0	0.0	0.00411	0.0	0.06618	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.00511	0.0	0.0	0.00076	0.0	0.00506	0.0	0.0
s__Actinomyces_georgiae	0	0.0	0.00395	0.0	0.0	0.00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.00142	0.00428	0.00036
s__Actinomyces_massiliensis	0	0.0	0.00356	0.0	0.0	0.0066	0.0	0.0068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0	0.0	0.01986	0.00551	0.00476
s__Mogibacterium_pumilum	0	0.0	0.00344	0.02716	0.02558	0.0	0.0	0.0	0.02259	0.0	0.0	0.00594	0.0	0.0	0.0	0.02517	0.03543	0.0	0.0	0.00965	0.0	0.00218	0.00788	0.01555
s__Lachnoanaerobaculum_umeaense	0	0.0	0.00309	0.01294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03338	0.0	0.0	0.0	0.0	0.0	0.0	0.0052
s__Treponema_putidum	0	0.0	0.00305	0.00976	0.01582	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.08368	0.00613	0.0	0.05039	0.05016	0.0	0.0	0.0	0.02089
s__Bacteroides_heparinolyticus	0	0.0	0.00257	0.0	0.23994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10722	0.0	0.03661	0.08296	0.0	0.14909	0.39115	0.0	0.0	0.0	0.0083
s__Veillonella_rodentium	0	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00586	0.0	0.0	0.0	0.0	0.04799	0.0	0.02848	0.03753	0.0	0.0	0.0007	0.0
s__Selenomonas_artemidis	0	0.0	0.00122	0.0	0.0	0.0017	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.0	0.0	0.0	0.0	0.00325	0.0041	0.0
s__Capnocytophaga_sp_oral_taxon_338	0	0.0	0.00119	0.01435	0.01835	0.00292	0.00031	0.00908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0042	0.00438	0.00351	0.00608
s__Capnocytophaga_sp_oral_taxon_878	0	0.0	0.00115	0.04655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_hongkongensis	0	0.0	0.00079	0.0	0.0	0.01428	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.00377	0.0	0.0	0.00198	0.00596	0.00162
s__Centipeda_periodontii	0	0.0	0.00064	0.00563	0.01175	0.00161	0.0006	0.0	0.0	0.0	0.0	0.01073	0.0	0.0	0.0	0.00607	0.02227	0.0	0.0122	0.08018	0.03304	0.00049	0.00521	0.00369
s__Mogibacterium_timidum	0	0.0	0.0	0.14938	0.02486	0.00271	0.0	0.02357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01309	0.0	0.00796	0.0	0.0	0.0	0.01307	0.00148
s__Kingella_negevensis	0	0.0	0.0	0.14012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03221	0.0	0.0	0.0	0.0
s__Neisseria_gonorrhoeae	0	0.0	0.0	0.08742	0.0	0.0	0.00207	0.01032	0.0	0.0	0.05197	0.0	0.07254	0.26687	0.04835	0.0	0.0	0.09396	0.0	0.0	0.0	0.00075	0.0	0.0
s__Ottowia_sp_oral_taxon_894	0	0.0	0.0	0.08051	0.0	0.00735	0.0	0.02577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00637	0.07492	0.07011	0.0	0.00626	0.0	0.0	0.00314
s__Neisseria_meningitidis	0	0.0	0.0	0.07835	0.04139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21864	0.0	0.0	0.0	0.0	0.0	0.00465
s__Neisseria_polysaccharea	0	0.0	0.0	0.0494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Treponema_maltophilum	0	0.0	0.0	0.04085	0.02179	0.006	0.0	0.0127	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.05318	0.0064	0.03125	0.01032	0.115	0.007	0.0	0.00263	0.01942
s__Desulfobulbus_oralis	0	0.0	0.0	0.02796	0.05175	0.00828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02032	0.01293	0.00303	0.0	0.01148	0.0	0.0	0.00884
s__Prevotella_baroniae	0	0.0	0.0	0.02796	0.03478	0.0	0.0126	0.07145	0.01427	0.0	0.0	0.0	0.0	0.0031	0.0	0.07829	0.00612	0.00531	0.0007	0.15174	0.10781	0.00328	0.00301	0.03098
s__Haemophilus_aegyptius	0	0.0	0.0	0.02782	0.00911	0.01176	0.00742	0.01807	0.0	0.0	0.44214	0.0	0.0	0.721	0.0	0.0	0.01433	0.0	0.0	0.0	0.0	0.0	0.00328	0.0
s__Selenomonas_sp_oral_taxon_126	0	0.0	0.0	0.02112	0.03252	0.00328	0.00091	0.01302	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.01435	0.03176	0.0	0.0183	0.20662	0.0647	0.0	0.00669	0.0045
s__Pyramidobacter_piscolens	0	0.0	0.0	0.01581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00761	0.0	0.0	0.00555	0.0	0.0	0.0	0.02608
s__Haemophilus_sp_C1	0	0.0	0.0	0.01196	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00838	0.00315	0.0	0.0	0.0	0.01711	0.00403
s__Selenomonas_sp_oral_taxon_138	0	0.0	0.0	0.00842	0.00455	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00313	0.04316	0.0	0.02859	0.15296	0.05183	0.0	0.00228	0.00073
s__Selenomonas_sp_oral_taxon_920	0	0.0	0.0	0.00771	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.05739	0.0	0.0269	0.08416	0.01736	0.0	0.00865	0.00513
s__Peptoanaerobacter_stomatis	0	0.0	0.0	0.0074	0.0	0.00174	0.0	0.0007	0.0	0.0	0.0	0.01821	0.0	0.0	0.0	0.04433	0.03556	0.0	0.0	0.06661	0.00963	0.0	0.0	0.00492
s__Treponema_lecithinolyticum	0	0.0	0.0	0.006	0.09697	0.00204	0.0	0.00292	0.0	0.0	0.0	0.01327	0.0	0.0	0.00195	0.0	0.00505	0.10539	0.00809	0.0	0.10286	0.01233	0.00859	0.00301
s__Eikenella_sp_NML130454	0	0.0	0.0	0.00592	0.0	0.01181	0.0	0.01066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.01479	0.0	0.0	0.0153	0.0	0.00127
s__Prevotella_sp_oral_taxon_820	0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.00415	0.00353	0.0	0.0	0.0	0.00251
s__Prevotella_enoeca	0	0.0	0.0	0.00109	0.02131	0.0	0.0	0.0	0.0	0.0	0.0	0.02475	0.0	0.0	0.0	0.00077	0.00897	0.0	0.00087	0.04636	0.00249	0.0	0.0	0.01489
s__Shuttleworthia_satelles	0	0.0	0.0	0.00098	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.02594	0.05444	0.00832	0.03342	0.0	0.0	0.0	0.0
s__Leptotrichia_goodfellowii	0	0.0	0.0	0.0	0.04419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.01927	0.00133	0.00745
s__Neisseria_canis	0	0.0	0.0	0.0	0.03646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_bacterium_oral_taxon_096	0	0.0	0.0	0.0	0.02723	0.07317	0.05691	0.0	0.0	0.0	0.0	0.05638	0.02631	0.27951	0.02424	0.02338	0.04389	0.04037	0.02861	0.35427	0.04247	0.02448	0.19187	0.06027
s__Moraxella_catarrhalis	0	0.0	0.0	0.0	0.00661	0.07595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leptotrichia_sp_oral_taxon_847	0	0.0	0.0	0.0	0.00566	0.00258	0.00172	0.0	0.0	0.0	0.0	0.00843	0.0	0.0	0.00701	0.00348	0.02227	0.00491	0.03646	0.06071	0.00449	0.00055	0.0064	0.00091
s__Slackia_exigua	0	0.0	0.0	0.0	0.00517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01888	0.0	0.0	0.01896	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_448	0	0.0	0.0	0.0	0.0	0.08863	0.03287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01918	0.0	0.03506	0.0	0.00825	0.0
s__Dialister_micraerophilus	0	0.0	0.0	0.0	0.0	0.05898	0.02158	0.0	0.0	0.0	0.0	0.0	0.0	0.01283	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.02721	0.0
s__Streptococcus_mutans	0	0.0	0.0	0.0	0.0	0.04492	0.13159	0.0	0.0	0.0	0.0	0.0	0.00488	0.10527	0.0	0.0	0.0	0.0	0.0	0.0	0.02964	0.0	0.02868	0.0
s__Neisseria_bacilliformis	0	0.0	0.0	0.0	0.0	0.04315	0.01457	0.00694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01123	0.08924	0.01552	0.00611
s__Propionibacterium_acidifaciens	0	0.0	0.0	0.0	0.0	0.0198	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00811	0.0	0.00171	0.0	0.03072	0.00016	0.0	0.0
s__Actinobaculum_sp_oral_taxon_183	0	0.0	0.0	0.0	0.0	0.01364	0.00309	0.01131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0105	0.01149	0.0046	0.00939	0.00761	0.0
s__Lactobacillus_salivarius	0	0.0	0.0	0.0	0.0	0.00864	0.03745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.0
s__Bifidobacterium_longum	0	0.0	0.0	0.0	0.0	0.00731	0.02329	0.0	0.0	0.0	0.0	0.0	0.0	0.15221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sobrinus	0	0.0	0.0	0.0	0.0	0.00692	0.01528	0.0	0.0	0.0	0.0	0.0	0.0	0.04669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_viscosus	0	0.0	0.0	0.0	0.0	0.00641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01512	0.0
s__Alloscardovia_omnicolens	0	0.0	0.0	0.0	0.0	0.0054	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10862	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.19833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mitsuokella_sp_oral_taxon_131	0	0.0	0.0	0.0	0.0	0.00288	0.02631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00514	0.0	0.0	0.0
s__Campylobacter_mucosalis	0	0.0	0.0	0.0	0.0	0.0026	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Propionibacterium_humerusii	0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Scardovia_wiggsiae	0	0.0	0.0	0.0	0.0	0.00091	0.08537	0.0	0.12619	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0582	0.0121	0.09302	0.20007	0.06768	0.0	0.00399	0.0
