clade_name	NCBI_tax_id	EGAR00001763367_1000IBD00001	EGAR00001763368_1000IBD00004	EGAR00001763370_1000IBD00006	EGAR00001763372_1000IBD00010	EGAR00001763374_1000IBD00014	EGAR00001763375_1000IBD00016	EGAR00001763376_1000IBD00017	EGAR00001763377_1000IBD00025	EGAR00001763379_1000IBD00027	EGAR00001763380_1000IBD00028	EGAR00001763382_1000IBD00030	EGAR00001763383_1000IBD00031	EGAR00001763384_1000IBD00032	EGAR00001763385_1000IBD00033	EGAR00001763386_1000IBD00035	EGAR00001763387_1000IBD00036	EGAR00001763388_1000IBD00037	EGAR00001763389_1000IBD00039	EGAR00001763390_1000IBD00041	EGAR00001763391_1000IBD00042	EGAR00001763392_1000IBD00043	EGAR00001763393_1000IBD00044	EGAR00001763394_1000IBD00046	EGAR00001763396_1000IBD00048	EGAR00001763397_1000IBD00049	EGAR00001763398_1000IBD00050	EGAR00001763399_1000IBD00053	EGAR00001763400_1000IBD00054	EGAR00001763401_1000IBD00058	EGAR00001763402_1000IBD00059	EGAR00001763403_1000IBD00060	EGAR00001763404_1000IBD00063	EGAR00001763405_1000IBD00064	EGAR00001763406_1000IBD00066	EGAR00001763407_1000IBD00067	EGAR00001763408_1000IBD00068	EGAR00001763409_1000IBD00069	EGAR00001763410_1000IBD00072	EGAR00001763411_1000IBD00074	EGAR00001763412_1000IBD00076	EGAR00001763413_1000IBD00077	EGAR00001763414_1000IBD00078	EGAR00001763415_1000IBD00082	EGAR00001763416_1000IBD00084	EGAR00001763417_1000IBD00086	EGAR00001763418_1000IBD00087	EGAR00001763419_1000IBD00088	EGAR00001763420_1000IBD00095	EGAR00001763421_1000IBD00097	EGAR00001763422_1000IBD00099	EGAR00001763423_1000IBD00100	EGAR00001763424_1000IBD00103	EGAR00001763425_1000IBD00105	EGAR00001763426_1000IBD00106	EGAR00001763427_1000IBD00107	EGAR00001763428_1000IBD00108	EGAR00001763429_1000IBD00109	EGAR00001763431_1000IBD00111	EGAR00001763432_1000IBD00112	EGAR00001763433_1000IBD00114	EGAR00001763434_1000IBD00119	EGAR00001763435_1000IBD00121	EGAR00001763436_1000IBD00122	EGAR00001763437_1000IBD00123	EGAR00001763439_1000IBD00125	EGAR00001763440_1000IBD00126	EGAR00001763441_1000IBD00128	EGAR00001763443_1000IBD00134	EGAR00001763444_1000IBD00135	EGAR00001763445_1000IBD00137	EGAR00001763446_1000IBD00141	EGAR00001763448_1000IBD00145	EGAR00001763449_1000IBD00146	EGAR00001763450_1000IBD00147	EGAR00001763452_1000IBD00149	EGAR00001763453_1000IBD00150	EGAR00001763454_1000IBD00154	EGAR00001763455_1000IBD00155	EGAR00001763456_1000IBD00156	EGAR00001763457_1000IBD00157	EGAR00001763458_1000IBD00161	EGAR00001763459_1000IBD00167	EGAR00001763460_1000IBD00171	EGAR00001763461_1000IBD00172	EGAR00001763462_1000IBD00173	EGAR00001763464_1000IBD00184	EGAR00001763465_1000IBD00185	EGAR00001763466_1000IBD00187	EGAR00001763467_1000IBD00188	EGAR00001763469_1000IBD00192	EGAR00001763470_1000IBD00193	EGAR00001763471_1000IBD00194	EGAR00001763472_1000IBD00195	EGAR00001763473_1000IBD00197	EGAR00001763474_1000IBD00198	EGAR00001763475_1000IBD00200	EGAR00001763476_1000IBD00202	EGAR00001763477_1000IBD00204	EGAR00001763478_1000IBD00205	EGAR00001763479_1000IBD00206	EGAR00001763480_1000IBD00208	EGAR00001763482_1000IBD00215	EGAR00001763483_1000IBD00219	EGAR00001763484_1000IBD00224	EGAR00001763485_1000IBD00225	EGAR00001763486_1000IBD00228	EGAR00001763487_1000IBD00229	EGAR00001763488_1000IBD00230	EGAR00001763489_1000IBD00232	EGAR00001763490_1000IBD00234	EGAR00001763491_1000IBD00235	EGAR00001763492_1000IBD00236	EGAR00001763493_1000IBD00237	EGAR00001763495_1000IBD00239	EGAR00001763496_1000IBD00248	EGAR00001763497_1000IBD00249	EGAR00001763498_1000IBD00250	EGAR00001763499_1000IBD00252	EGAR00001763500_1000IBD00253	EGAR00001763502_1000IBD00255	EGAR00001763503_1000IBD00256	EGAR00001763505_1000IBD00264	EGAR00001763506_1000IBD00265	EGAR00001763507_1000IBD00266	EGAR00001763508_1000IBD00269	EGAR00001763509_1000IBD00273	EGAR00001763510_1000IBD00275	EGAR00001763511_1000IBD00277	EGAR00001763512_1000IBD00281	EGAR00001763513_1000IBD00286	EGAR00001763514_1000IBD00287	EGAR00001763515_1000IBD00293	EGAR00001763516_1000IBD00295	EGAR00001763517_1000IBD00296	EGAR00001763519_1000IBD00301	EGAR00001763520_1000IBD00304	EGAR00001763521_1000IBD00308	EGAR00001763522_1000IBD00309	EGAR00001763523_1000IBD00310	EGAR00001763524_1000IBD00311	EGAR00001763526_1000IBD00313	EGAR00001763527_1000IBD00322	EGAR00001763528_1000IBD00326	EGAR00001763529_1000IBD00327	EGAR00001763530_1000IBD00328	EGAR00001763531_1000IBD00329	EGAR00001763532_1000IBD00332	EGAR00001763533_1000IBD00334	EGAR00001763534_1000IBD00339	EGAR00001763535_1000IBD00341	EGAR00001763536_1000IBD00342	EGAR00001763537_1000IBD00343	EGAR00001763539_1000IBD00345	EGAR00001763540_1000IBD00347	EGAR00001763541_1000IBD00349	EGAR00001763544_1000IBD00357	EGAR00001763545_1000IBD00358	EGAR00001763547_1000IBD00360	EGAR00001763548_1000IBD00361	EGAR00001763549_1000IBD00364	EGAR00001763550_1000IBD00365	EGAR00001763552_1000IBD00367	EGAR00001763553_1000IBD00370	EGAR00001763554_1000IBD00371	EGAR00001763555_1000IBD00374	EGAR00001763556_1000IBD00375	EGAR00001763557_1000IBD00379	EGAR00001763558_1000IBD00384	EGAR00001763559_1000IBD00386	EGAR00001763560_1000IBD00389	EGAR00001763561_1000IBD00390	EGAR00001763562_1000IBD00393	EGAR00001763563_1000IBD00395	EGAR00001763565_1000IBD00398	EGAR00001763566_1000IBD00401	EGAR00001763567_1000IBD00403	EGAR00001763569_1000IBD00407	EGAR00001763570_1000IBD00408	EGAR00001763571_1000IBD00410	EGAR00001763572_1000IBD00412	EGAR00001763573_1000IBD00416	EGAR00001763574_1000IBD00419	EGAR00001763575_1000IBD00421	EGAR00001763576_1000IBD00423	EGAR00001763577_1000IBD00426	EGAR00001763578_1000IBD00427	EGAR00001763579_1000IBD00431	EGAR00001763580_1000IBD00433	EGAR00001763581_1000IBD00438	EGAR00001763582_1000IBD00442	EGAR00001763583_1000IBD00444	EGAR00001763584_1000IBD00448	EGAR00001763586_1000IBD00450	EGAR00001763587_1000IBD00453	EGAR00001763588_1000IBD00458	EGAR00001763591_1000IBD00467	EGAR00001763592_1000IBD00469	EGAR00001763593_1000IBD00470	EGAR00001763594_1000IBD00474	EGAR00001763595_1000IBD00475	EGAR00001763596_1000IBD00477	EGAR00001763597_1000IBD00479	EGAR00001763598_1000IBD00485	EGAR00001763599_1000IBD00486	EGAR00001763600_1000IBD00492	EGAR00001763601_1000IBD00494	EGAR00001763602_1000IBD00495	EGAR00001763605_1000IBD00502	EGAR00001763607_1000IBD00505	EGAR00001763608_1000IBD00508	EGAR00001763609_1000IBD00509	EGAR00001763610_1000IBD00510	EGAR00001763611_1000IBD00511	EGAR00001763612_1000IBD00512	EGAR00001763613_1000IBD00514	EGAR00001763615_1000IBD00526	EGAR00001763617_1000IBD00529	EGAR00001763619_1000IBD00531	EGAR00001763620_1000IBD00534	EGAR00001763621_1000IBD00535	EGAR00001763622_1000IBD00536	EGAR00001763623_1000IBD00538	EGAR00001763624_1000IBD00539	EGAR00001763625_1000IBD00540	EGAR00001763626_1000IBD00541	EGAR00001763627_1000IBD00545	EGAR00001763628_1000IBD00546	EGAR00001763629_1000IBD00548	EGAR00001763630_1000IBD00550	EGAR00001763631_1000IBD00556	EGAR00001763632_1000IBD00559	EGAR00001763633_1000IBD00563	EGAR00001763634_1000IBD00565	EGAR00001763635_1000IBD00566	EGAR00001763636_1000IBD00567	EGAR00001763637_1000IBD00569	EGAR00001763639_1000IBD00577	EGAR00001763640_1000IBD00579	EGAR00001763641_1000IBD00580	EGAR00001763642_1000IBD00583	EGAR00001763643_1000IBD00586	EGAR00001763644_1000IBD00588	EGAR00001763645_1000IBD00590	EGAR00001763646_1000IBD00593	EGAR00001763647_1000IBD00594	EGAR00001763648_1000IBD00596	EGAR00001763649_1000IBD00597	EGAR00001763650_1000IBD00598	EGAR00001763651_1000IBD00599	EGAR00001763652_1000IBD00600	EGAR00001763653_1000IBD00604	EGAR00001763654_1000IBD00606	EGAR00001763655_1000IBD00607	EGAR00001763656_1000IBD00610	EGAR00001763657_1000IBD00611	EGAR00001763658_1000IBD00612	EGAR00001763659_1000IBD00613	EGAR00001763661_1000IBD00616	EGAR00001763662_1000IBD00621	EGAR00001763663_1000IBD00624	EGAR00001763664_1000IBD00625	EGAR00001763665_1000IBD00626	EGAR00001763666_1000IBD00627	EGAR00001763667_1000IBD00628	EGAR00001763668_1000IBD00629	EGAR00001763669_1000IBD00630	EGAR00001763670_1000IBD00631	EGAR00001763671_1000IBD00633	EGAR00001763672_1000IBD00639	EGAR00001763673_1000IBD00640	EGAR00001763674_1000IBD00643	EGAR00001763675_1000IBD00644	EGAR00001763676_1000IBD00645	EGAR00001763677_1000IBD00646	EGAR00001763678_1000IBD00649	EGAR00001763679_1000IBD00652	EGAR00001763680_1000IBD00654	EGAR00001763681_1000IBD00655	EGAR00001763682_1000IBD00663	EGAR00001763683_1000IBD00666	EGAR00001763684_1000IBD00670	EGAR00001763685_1000IBD00671	EGAR00001763686_1000IBD00672	EGAR00001763687_1000IBD00673	EGAR00001763688_1000IBD00676	EGAR00001763689_1000IBD00682	EGAR00001763690_1000IBD00684	EGAR00001763692_1000IBD00686	EGAR00001763693_1000IBD00688	EGAR00001763694_1000IBD00689	EGAR00001763695_1000IBD00690	EGAR00001763696_1000IBD00692	EGAR00001763697_1000IBD00693	EGAR00001763699_1000IBD00695	EGAR00001763701_1000IBD00698	EGAR00001763703_1000IBD00700	EGAR00001763704_1000IBD00701	EGAR00001763705_1000IBD00703	EGAR00001763706_1000IBD00710	EGAR00001763707_1000IBD00713	EGAR00001763708_1000IBD00726	EGAR00001763710_1000IBD00976	EGAR00001763711_1000IBD01011	EGAR00001773296_1000IBD00018	EGAR00001773297_1000IBD00040	EGAR00001773298_1000IBD00098	EGAR00001773299_1000IBD00132	EGAR00001773300_1000IBD00174	EGAR00001773301_1000IBD00177	EGAR00001773302_1000IBD00196	EGAR00001773303_1000IBD00216	EGAR00001773304_1000IBD00278	EGAR00001773305_1000IBD00331	EGAR00001773306_1000IBD00363	EGAR00001773307_1000IBD00385	EGAR00001773308_1000IBD00387	EGAR00001773309_1000IBD00394	EGAR00001773310_1000IBD00409	EGAR00001773311_1000IBD00428	EGAR00001773312_1000IBD00435	EGAR00001773313_1000IBD00476	EGAR00001773314_1000IBD00480	EGAR00001773315_1000IBD00487	EGAR00001773316_1000IBD00490	EGAR00001773317_1000IBD00497	EGAR00001773318_1000IBD00560	EGAR00001773319_1000IBD00571	EGAR00001773320_1000IBD00581	EGAR00001773321_1000IBD00605	EGAR00001773322_1000IBD00614	EGAR00001773323_1000IBD00637	EGAR00001773324_1000IBD00641	EGAR00001773325_1000IBD00653	EGAR00001773326_1000IBD00662	EGAR00001773327_1000IBD00664	EGAR00001773328_1000IBD00667	EGAR00001773329_1000IBD00669	EGAR00001773330_1000IBD00675	EGAR00001773331_1000IBD00679	EGAR00001773332_1000IBD00680	EGAR00001773333_1000IBD00681	EGAR00001773334_1000IBD00683	EGAR00001773335_1000IBD00691	EGAR00001773336_1000IBD00702	EGAR00001773337_1000IBD00705	EGAR00001773338_1000IBD00708	EGAR00001773339_1000IBD00711	EGAR00001773340_1000IBD00715	EGAR00001773341_1000IBD00720	EGAR00001773342_1000IBD00722	EGAR00001773343_1000IBD00723	EGAR00001773344_1000IBD01328	EGAR00001773345_1000IBD01329	EGAR00001773346_1000IBD01330	EGAR00001773347_1000IBD01332
s__Bifidobacterium_adolescentis	0	22.17313	2.1945	0.0	7.47317	0.00969	2.93723	25.04965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74872	0.0	0.0	8.11326	0.0	2.45654	4.20924	3.65672	8.06034	0.0	16.43102	7.0288	8.43652	0.0	4.88218	10.03676	0.0	9.0766	26.10613	3.24277	12.03086	23.90847	0.0	18.11506	0.161	19.87121	0.0	9.19654	9.39297	12.23315	25.64714	21.83337	0.0	3.65945	0.0	0.0	0.0	0.0	17.06898	0.0	18.03856	0.0	12.51709	0.0	0.0	10.49563	1.82018	2.11604	2.18841	0.0	0.0	1.8814	5.27616	2.15338	0.0	0.0	0.0	7.41398	33.60932	0.0	9.76947	0.0	0.0	16.10094	0.09316	6.24552	0.01989	9.7513	5.66026	13.42851	0.47886	0.0	24.57235	4.7322	1.40327	0.0	0.0	4.87989	26.72443	0.0	0.0	0.0	0.0	10.28533	0.0	0.00067	2.79023	0.0	0.0	0.0	2.61438	0.0	7.07978	6.16679	0.0	0.0	19.38452	0.0	5.28298	0.0	0.0	10.56745	10.36218	0.0	0.28926	0.0	0.0	28.88571	16.10887	0.0	0.0	0.0	0.0	0.28138	0.0	0.0	0.0	0.0	0.21719	23.34136	0.0	0.0	23.62962	30.53629	11.47384	0.0	7.59269	1.09923	0.0	0.95885	7.17105	0.0	11.1513	26.25655	0.0	1.379	17.13564	13.78265	14.65081	0.0	1.20375	0.0	0.0	0.0	12.22473	5.27993	0.0	0.0	0.0	17.46908	5.75064	7.29182	0.0	13.67938	0.0	0.0	14.89877	29.14768	0.0	14.50873	6.27411	0.0	0.0	3.39933	0.0	0.0	6.95702	0.0	23.84055	0.97878	8.37456	31.20792	11.78719	21.03925	8.3171	0.0	0.0	20.71138	8.07294	13.77037	8.13318	0.0	3.8178	0.0	0.0	0.01879	0.0	1.04474	28.00995	3.30528	0.0	0.0	0.0	11.11676	0.0	6.22598	2.46405	0.0	3.63735	12.01884	0.0	1.32739	0.0	0.0	0.0	21.94728	15.06328	22.59902	0.0	0.33043	3.08936	0.0	0.0	8.9864	0.0	0.0	0.0	7.61138	0.0	0.0	8.40489	3.99592	7.40364	0.0	0.0	2.96574	0.0	18.47481	0.00563	19.17752	0.77421	0.0	0.0	14.73162	0.0	0.0	8.09395	1.15082	0.0	0.0	3.64035	0.0	0.40801	0.0	3.12557	0.0	0.0	9.20142	0.0	0.0	16.89407	0.0	30.47599	0.0	0.0	0.0	0.0	1.23328	0.0	1.79078	0.0	0.0	31.65144	8.76797	13.78089	3.41256	8.98555	0.0	0.0	0.44933	11.04682	2.90417	11.91785	0.2711	23.33036	0.0	0.0	0.0	6.44807	5.95756	0.0	10.30921	46.42102	0.0	0.0	24.67174	5.39007	9.19257	11.02639	0.0	6.38331	9.37449	0.0	14.3753	16.18421	0.0	0.0	15.22183	0.0	2.80754	0.0	0.65539	0.0	0.0	6.41516	13.69403	0.0	0.0	8.87685	2.79953	0.0	0.0	5.04397	0.0	11.62555	2.59218	4.61068	7.21001	10.32948	0.0	0.0	0.0	0.0	6.12321	3.33309	6.14742	12.52553	20.63409	8.69889	4.18419	0.0	0.0	3.73384	8.61024	0.0	0.0	10.74712	11.0784	0.0
s__Collinsella_aerofaciens	0	9.56616	5.70077	1.97946	6.56595	9.97738	14.30088	0.05068	5.06502	0.0	0.0	0.0	0.0	0.0	6.32562	0.0	5.10384	14.19167	0.0	0.0	5.00001	0.00238	3.77988	0.04406	7.36801	8.01312	2.52775	0.0	7.84564	9.15807	2.51915	5.17378	0.00178	0.0	4.21617	3.73126	9.57684	0.0	11.31116	14.52581	3.77576	6.63841	7.46693	10.02523	7.5208	10.84972	6.66968	5.61848	3.77982	0.84985	2.39917	0.0	0.0	3.34041	0.0	0.0	0.0	4.59544	0.0	3.54724	0.00222	0.14548	3.75552	13.77081	5.58017	6.73441	0.0	12.6858	2.66551	0.00221	2.6636	0.0	0.00318	9.80709	26.68439	7.2207	1.51802	5.46646	0.0	0.0	4.96179	7.5019	7.34943	1.183	6.89899	4.88861	9.07204	6.24096	0.0	2.25042	0.08646	8.54676	2.80459	5.19797	0.0	3.61888	0.0	1.68244	0.0	0.0	4.90663	0.0	0.0	7.41326	0.0	1.59404	13.47523	6.61419	0.15439	2.59662	11.41739	0.0	0.0	0.00311	2.2738	0.0	11.72961	0.01439	7.4354	6.24252	0.0	4.56267	4.39544	0.0	12.68519	19.21357	0.0	0.0	0.0	0.0	6.9082	0.0	9.75369	0.0	0.00304	5.78768	9.86867	4.78559	0.0	3.85339	0.04494	7.31264	6.50726	8.64304	3.38412	11.77266	4.76341	5.17832	2.76203	11.66624	0.00459	2.15862	7.42219	5.73746	0.0	6.10092	0.98078	4.40381	7.10779	1.92231	3.63309	4.02914	0.0	6.16699	6.99988	0.00443	7.35347	0.0	9.88541	4.07156	8.38474	0.0	0.00678	5.17927	9.69157	2.09512	6.33203	4.30449	1.81873	0.0	4.86427	3.99466	5.20226	0.01075	5.48727	14.60699	2.99512	3.81476	4.09355	2.64985	4.44517	8.59176	0.0	18.6596	0.00153	17.82642	4.56909	9.44851	0.15937	7.46212	11.63568	0.05716	0.0	0.0	0.66937	4.62201	4.39806	0.0	0.0	0.00429	14.53066	0.0	6.30694	2.8251	0.0	3.63724	12.55756	8.29255	4.89977	12.25944	0.00253	7.69596	1.50446	0.0	5.72989	0.0	6.34809	6.94797	0.0	0.0	8.15831	4.94769	0.00193	0.0	2.4103	14.20641	7.34853	6.15981	5.79763	13.87038	0.0	0.0	9.20363	0.0	22.65721	0.0	5.25331	6.53629	0.00776	0.0	5.15528	10.07483	0.0	7.51009	0.0	0.0	4.39911	4.71995	0.02729	1.6469	0.0	6.4129	13.3282	6.30581	3.78187	0.0	0.0	13.98145	0.0	5.8771	11.21786	11.46038	0.00529	0.97148	5.03949	0.0	11.48128	0.0	3.87552	5.37246	6.39183	10.61147	1.23142	3.08082	0.00151	0.0	8.20993	18.31352	3.63123	2.00123	12.03309	5.19173	0.01142	6.36916	3.00688	5.68148	0.0	3.41141	10.51559	0.0	2.17412	0.0	5.46364	7.76619	4.53539	3.27969	7.03191	1.40364	4.24098	11.2274	8.36302	5.37679	0.0	0.0	5.58245	0.0	7.8702	3.3291	2.86943	12.05527	8.81987	9.33636	4.25128	4.43853	0.0	13.1883	4.75096	0.0226	0.0	10.96345	0.0	12.02132	3.22084	7.19353	6.8365	10.4741	8.01465	15.21831	0.00672	0.00249	3.42498	5.98118	6.29058	16.81605	3.63836	0.0	3.58018	17.32557	0.0	0.00298	3.4425	0.0	1.8739	6.60415	9.94575	0.0
s__Faecalibacterium_prausnitzii	0	8.75363	15.1439	8.09109	0.0	0.00096	0.0	4.33374	5.98274	4.30941	0.0	0.0	18.86697	3.05666	11.14558	0.0	0.0	6.91874	0.2723	0.22904	0.0	4.65584	2.8254	4.31939	15.68076	6.36709	0.0	4.04084	6.33446	6.71092	2.56419	19.12647	0.0	0.0	8.3485	2.70621	7.13419	0.0	0.28208	6.94267	2.7531	0.0	4.76355	0.0	4.01249	3.24777	0.81501	5.72075	6.13751	4.17836	7.78354	0.0	0.0	10.84486	0.0	0.12685	0.0	4.42218	0.0	2.43303	0.0	0.0	7.07767	7.03858	6.71167	6.76815	0.0	6.18698	6.65616	4.6843	4.83039	14.48296	0.0	0.0	6.08038	5.29067	0.0	5.55885	0.0	0.0	7.29879	7.6844	5.17373	7.18088	11.08783	5.74851	8.7444	4.08306	0.0	0.0	0.0	5.27679	5.5909	1.43454	4.61593	2.33531	0.0	13.08956	1.55818	0.0	9.511	1.81358	0.0	3.43351	0.0	0.0	0.00787	0.1961	2.18509	9.71422	2.70975	1.2901	5.25508	6.65926	10.39604	0.0	5.25857	13.97096	10.47391	4.67935	0.0	4.3587	2.94706	0.0	7.93078	1.20993	0.0	0.0	0.0	2.08229	0.62393	1.13685	8.5497	0.0	2.82773	0.0	1.54099	7.53203	15.42654	6.01998	11.31462	3.77563	0.63126	7.03108	11.18442	6.05089	17.40559	15.42135	0.09583	7.27268	1.69004	7.00116	3.11458	4.7511	3.27177	10.42255	4.76744	6.6969	0.07684	5.17147	0.0	26.12933	2.8443	8.12848	5.76084	0.0	6.298	11.21246	19.24326	9.29618	3.48248	7.83712	0.09066	0.0	7.40161	0.0	6.67886	0.94041	0.46215	0.0	3.12843	0.0	0.05191	3.98332	1.83364	0.7945	6.83929	10.76163	4.41914	11.41421	5.2842	9.40965	0.0	3.48557	4.13552	0.00872	9.43117	1.52353	20.47962	8.11802	4.12413	0.0	0.0033	0.0	5.20087	6.0652	9.96912	0.0	15.93502	0.59344	4.369	0.0	3.66903	9.92204	0.0	10.40615	3.60231	5.80589	6.58893	0.00427	0.0	6.83622	1.22386	5.53815	4.87285	6.09309	13.70961	17.89129	7.35169	0.0	3.58032	12.66332	5.27827	1.61633	0.0	2.17369	0.0	10.97779	8.14908	10.49379	0.0	13.91067	6.93827	5.89261	11.40043	1.11085	3.21163	6.18484	0.0	10.20651	11.87902	1.10455	6.14089	8.09297	11.43095	0.0	8.34223	10.25966	5.99342	7.68781	0.0	11.30493	1.32351	0.02866	0.31678	9.85339	3.18752	1.11766	0.0	2.26258	4.13621	0.03732	4.66042	1.15521	8.47877	0.0	1.88335	0.0	9.28152	2.97195	11.96587	4.28479	6.61312	5.09747	6.48455	0.0	6.97695	0.26395	10.96191	8.0193	2.4221	9.24538	5.62938	6.02517	0.0	14.91584	6.66468	0.83423	8.99991	10.0598	11.7146	5.58153	1.6723	3.49778	4.40326	4.64151	12.153	13.05961	4.78287	18.03735	3.77214	10.78231	1.7111	0.0	4.78507	0.0	6.75707	12.74607	13.39657	4.08572	0.0	7.99813	6.98603	0.0	0.0	12.03117	13.77582	0.56417	0.0	12.94653	3.46915	3.7815	0.39153	8.92689	11.34789	8.44272	19.92821	0.0	0.20737	0.35561	7.50778	10.98068	6.82498	4.57337	0.0	2.29722	5.17046	0.0	14.95325	14.48073	9.97864	0.0	0.04147	6.48074	2.60227	0.0
s__Bifidobacterium_longum	0	8.53233	2.54105	3.83295	4.82165	1.29361	0.16741	12.64737	28.74613	0.0	0.0	0.0	12.38333	1.46404	0.04254	0.0	0.0	4.45992	0.0	0.0	1.46031	0.0	1.54455	4.56065	9.9931	3.91557	4.58114	12.48481	2.77801	3.8588	4.04522	11.92126	4.49733	0.00993	7.46057	22.95716	2.35994	0.0	8.64321	8.94441	6.94335	0.64008	0.0	2.31405	5.19609	4.80301	6.66646	9.64868	4.18519	1.50192	1.98367	0.15851	0.0	0.99688	0.0	12.63411	0.0	4.84701	0.04019	0.20465	0.16432	0.0	11.63246	1.09625	2.06155	0.0	35.0891	6.94888	2.33181	2.91101	0.66578	0.25042	4.20119	3.36286	0.0	16.04921	0.03326	15.5724	0.0	4.41354	2.77711	3.38677	1.73971	0.4871	15.10604	1.91864	1.57343	0.46776	0.0	3.93167	0.17339	1.02036	3.86525	16.12454	0.74091	3.02209	1.40482	2.91117	0.0	0.0	2.79553	0.0	0.0	0.34292	4.30007	0.30569	18.54389	0.46631	0.0	1.22834	0.83484	9.19765	5.99974	10.41876	0.0	2.3433	7.06636	3.24863	1.54386	4.17291	0.0	0.52409	7.27864	1.59921	3.42257	18.07459	0.0	1.30389	7.8243	0.0	0.25247	23.20642	8.9336	0.0	0.0	0.78765	4.17865	7.57973	0.0	3.17085	8.72036	4.80887	2.46174	3.70494	1.37558	0.2005	0.86788	2.86426	0.0	1.11671	8.63774	0.96358	6.13857	2.74716	6.89097	6.41396	0.57546	5.4332	0.11537	2.00384	0.0	11.72746	6.43515	7.34479	8.53485	0.12918	6.2103	2.39434	11.36535	0.34006	1.98968	13.29208	6.45688	3.29163	2.44379	0.0	12.74182	4.7495	0.0	7.72851	7.33621	0.0	0.0	0.73475	0.0	15.27585	2.78441	3.30542	1.98203	4.10079	4.42406	5.20442	0.0	5.32122	3.49864	0.25432	10.69034	0.76069	1.34298	4.36138	37.29253	0.0	0.01043	9.57761	1.46469	1.75586	2.49782	0.0	0.0	0.0	1.66811	0.0	5.26094	1.93492	7.23074	0.52727	5.51478	4.13035	0.21463	8.14192	0.0	18.53462	1.93718	5.51727	5.19581	1.0958	0.10664	3.41769	2.3824	6.718	1.20223	2.43066	4.69072	0.0	0.47177	7.49311	0.0	3.9919	5.44187	3.63922	0.07046	0.0	13.38192	0.0	1.71154	17.73036	4.78674	1.6491	5.79159	5.63781	4.43653	0.0	0.0	5.49058	1.97161	0.0	0.0	1.01915	0.0	2.36217	0.0	0.0	7.11074	1.01399	0.70617	15.17665	0.0	8.42774	0.0	5.30313	0.0	0.0	2.35986	4.83304	0.0	0.228	4.68847	0.0	0.0	20.48886	6.87167	9.85174	1.90649	0.97106	17.7702	0.0	1.38187	7.31754	0.0	7.53277	2.22274	6.11088	0.0	4.62928	7.61933	6.6271	0.02749	2.92408	12.17506	3.51843	0.0	5.32459	10.34054	6.81305	3.08457	17.78617	1.01666	2.41654	2.3824	8.55727	4.92254	3.7882	0.0	0.02404	6.06083	0.0	0.63055	1.34186	4.46796	0.0	0.0	0.49367	2.09833	0.0	30.04328	4.75102	1.54441	0.00069	13.32047	7.61523	0.10035	9.28751	3.39907	7.61315	3.72697	3.88136	10.16486	6.91659	0.0	21.29969	3.82407	6.73454	7.61266	1.48746	3.46695	0.0	5.22838	4.79668	11.28992	10.82753	1.73205	1.27376	2.25598	0.61922	6.86114	0.0
