clade_name	NCBI_tax_id	H1F413846	H1F512951	H1F513817	H1F513818	H1F613739	H1M213648	H1M313811	H1M412743	H1M412809	H1M412832	H1M412835	H1M412837	H1M412844	H1M412949	H1M413802	H1M413815	H1M413822	H1M413827	H1M414905	H1M511833	H1M511841	H1M511842	H1M512808	H1M512821	H1M512831	H1M512834	H1M512836	H1M512840	H1M512853	H1M512854	H1M512855	H1M513606	H1M513729	H1M513730	H1M513738	H1M513747	H1M513803	H1M513804	H1M513807	H1M513810	H1M513813	H1M513816	H1M513819	H1M513820	H1M513823	H1M513826	H1M513828	H1M513852	H1M513912	H1M514901	H1M5XX814	H1M612950	H1M613745	H1M613824	H1M613825	H2F413935	H2F514910	H2F514923	H2M411920	H2M413913	H2M413915	H2M413924	H2M414102	H2M414926	H2M414927	H2M414931	H2M414940	H2M415914	H2M511919	H2M513933	H2M513934	H2M513936	H2M513937	H2M513938	H2M513939	H2M514107	H2M514108	H2M514818	H2M514841	H2M514901	H2M514903	H2M514905	H2M514906	H2M514909	H2M514911	H2M514917	H2M514925	H2M514930	H2M514943	H2M515822	H2M515921	H2M614742	H2M614832	H2M614904	H2M614929	H2M615912	H2MX14816	H2MX14928	H3F416103	H3F516111	H3M414933	H3M415117	H3M415131	H3M415140	H3M415852	H3M415906	H3M416124	H3M416127	H3M419939	H3M420126	H3M513141	H3M514142	H3M514143	H3M514144	H3M515101	H3M515107	H3M515123	H3M515128	H3M515130	H3M515137	H3M515138	H3M515902	H3M515910	H3M515915	H3M515920	H3M515935	H3M515936	H3M515950	H3M516105	H3M516113	H3M516114	H3M516118	H3M516129	H3M516154	H3M516751	H3M516804	H3M516845	H3M516909	H3M517134	H3M517921	H3M517922	H3M517925	H3M518108	H3M518112	H3M518116	H3M615132	H3M615747	H3M615846	H3M616753	H3M616848	H3M617849	H3MX16919	nHF409542	nHF411719	nHF411741	nHF511704	nHF512818	nHF512829	nHF611623	nHF611710	nHF612722	nHM410714	nHM410727	nHM410833	nHM411801	nHM412703	nHM412716	nHM412839	nHM412840	nHM412844	nHM510732	nHM510737	nHM510831	nHM511615	nHM511712	nHM511717	nHM511720	nHM511730	nHM511735	nHM511738	nHM511813	nHM511821	nHM511825	nHM512705	nHM512802	nHM512806	nHM512811	nHM512828	nHM512834	nHM611708	nHM612607	nHM612709	nHM612724	nHM612743	nHM612836	nHMX11726
s__Parasutterella_excrementihominis	0	1.34799	0.1343	0.36447	0.02416	0.20787	0.03658	0.13888	0.0	0.44993	0.33789	0.01404	0.21938	2.46819	0.76675	0.0561	3.31354	0.07703	0.01135	0.66168	0.00497	2.1349	0.13406	0.05318	1.33048	0.01104	0.02237	0.09142	0.89845	0.0	0.0	0.24373	0.0	0.6353	0.00905	1.36644	3.24343	0.07865	0.06704	1.27568	1.37856	0.21158	0.2388	0.15799	0.55538	0.0	0.91679	0.0	0.11745	0.0	0.13961	0.12032	0.0	0.08989	0.01201	0.0	1.78435	0.35171	0.0	0.04014	0.33817	2.31151	0.0696	0.0	0.0	0.18105	0.39846	0.72581	0.00463	0.0475	0.16962	0.07351	0.06738	2.57551	0.0	0.61369	0.81227	0.02489	0.0	0.26905	1.1208	1.19532	0.0	0.73925	0.0	0.0	2.13451	0.34346	4.06012	0.02926	0.01889	0.22774	0.18529	2.08457	2.33312	2.89826	0.00782	0.29389	0.66624	0.00746	0.93314	0.61818	0.44146	0.2146	1.36467	0.0	0.01611	0.0502	0.03574	2.72849	0.00544	0.01764	0.0	0.15352	0.08253	0.0193	0.0	1.22996	0.01855	0.00541	0.08025	0.47522	0.08957	4.05134	0.0177	0.10969	0.22171	0.33791	0.11662	0.0	0.0	2.42968	0.39004	0.0	0.55322	1.511	0.06118	0.02742	0.0	2.05433	0.0	0.05002	2.09436	0.0	0.11149	0.08235	0.66667	0.00941	0.0	0.00659	1.06867	0.38271	0.12657	1.29614	0.65076	0.42152	0.0046	0.0	0.41374	7.77893	0.86576	3.11847	0.09605	1.73547	0.15659	0.0	1.28786	0.00088	0.02152	0.32955	4.94479	0.0	0.02232	0.0	0.87228	0.0	0.10749	8.12801	0.97897	0.0038	0.13468	0.74136	0.63622	0.45859	0.00616	0.05875	1.129	2.38868	0.00702	2.54236	0.14897	0.0	0.0	0.0	0.58275	1.12822	0.05376
s__Prevotella_stercorea	0	1.27115	1.38576	0.0	0.00038	0.0	0.0	21.27005	0.0	0.0	0.01388	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81188	0.0	0.0	0.0	0.0	0.0	24.46763	0.0	0.0	0.0	0.0	0.0	0.0	2.56406	61.66002	0.0	0.0	0.0	0.0	0.0	7.3115	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.00841	0.0	0.01013	4.27401	0.0	0.00027	0.0	0.0	18.15782	0.0	0.0	0.0	0.0	0.0	46.76456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0174	0.0	0.00637	0.0	1.90433	0.0127	1.37138	0.0	0.0	0.01601	0.0	0.0	0.0	4.01995	0.0	0.0	0.00634	0.0	0.0	0.0	30.2096	21.20231	42.7814	0.0	0.0	0.77906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02903	0.0	0.0	0.71267	0.0	79.79198	0.0	0.0	0.0135	0.0	0.0	0.07769	0.00767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8417	0.0	0.0	0.0	0.002	0.0	0.0	19.38653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02608	0.0	0.20509	0.0	0.0	0.0	0.0	8.12771	0.0	0.0	0.69421	20.80756	0.01956	0.0	0.0	0.21514	0.0	0.00236	2.39022	46.4622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.28486	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_plebeius	0	1.25242	0.23813	1.01742	0.0	0.0	0.0	0.10324	0.0	0.00833	0.00052	0.36134	10.23047	0.0	0.0	15.23939	1.24101	0.0	0.00101	0.0	0.01749	31.33388	18.356	1.47632	5.64601	62.545	0.06361	6.70697	0.0	0.00721	27.22009	0.0	0.0	0.11381	0.0	0.0	0.0	0.0	1.09648	6.24229	0.83475	0.55289	32.56247	49.06487	0.0	0.0	4.15919	0.0	0.66195	1.35701	5.22122	0.48806	0.0	0.75218	0.0	0.0	0.0	0.30377	0.0	0.0	26.73192	0.00312	2.56498	0.0	40.6327	69.39474	0.0	0.19255	0.60343	1.72898	1.92749	0.88103	0.0	10.51121	7.24898	6.30733	0.85209	1.87543	0.0	0.0	17.6762	31.7372	0.0	0.0	11.01887	0.0	0.0	0.0	0.0	0.0	6.47428	0.0	0.0	1.65666	0.0	0.0	0.0	0.08399	0.03366	45.65711	0.0	0.0	0.0	0.0	0.0	0.25379	0.25599	1.5585	0.0	0.0	0.16483	0.0	1.07329	0.90056	0.0	0.0	0.21999	0.0	7.72941	0.009	0.0	0.0	0.00303	0.0	0.0	2.36464	0.0125	4.14825	14.20571	0.27644	0.0482	0.0	0.0	0.0	0.0	5.26597	0.0	1.46456	0.0	0.0	0.36234	6.97283	5.79564	0.00064	5.90973	0.0	19.43146	2.12867	0.00275	0.0	0.0	7.5053	0.0	0.0	61.12462	0.00152	0.0	0.0	0.0	0.0	2.5742	0.0	1.99651	3.83672	53.43557	0.0	25.81963	0.57889	0.33466	0.0	0.0	0.00422	0.27734	42.60021	16.42485	0.0	0.00154	26.25116	13.12847	2.43221	14.77669	9.39145	0.0	22.24443	4.115	0.54047	0.0	0.0	0.0	0.0	8.30865	0.0	0.0	0.0	35.08466	5.54855	0.0
s__Roseburia_faecis	0	1.00164	0.84576	1.30574	0.20729	0.0	0.0	0.09012	0.0	0.0125	3.43194	0.20931	0.32837	0.0	1.96742	0.00345	0.0	0.0	0.34619	5.08345	0.0131	0.05324	0.15941	0.05161	0.08767	0.09397	0.3045	1.52064	1.33104	0.0	0.05087	0.01006	0.96678	0.4386	0.77283	0.77801	1.03922	1.07128	0.58001	0.0	0.05152	0.05994	1.64428	5.51071	6.78524	0.10241	0.57254	0.31551	0.05546	0.43897	0.0	0.03746	0.0	0.08491	0.04003	1.37327	0.68897	0.13945	0.0	0.29749	0.31471	0.0	0.11614	0.0	0.0	0.0	8.10678	0.0	0.01573	0.0	3.30405	0.0	0.1257	0.01995	1.19071	0.58946	0.2183	0.28756	0.36311	0.27635	2.35374	0.4612	0.0	0.09278	8.98251	0.0	0.79828	11.58002	0.0	0.00441	0.86508	0.62115	0.30983	0.62407	0.0311	3.46825	0.0	0.39378	0.0	0.0	2.92646	0.02175	0.0	0.78769	15.62518	0.25589	0.73946	0.00166	0.0	0.05221	0.0	0.0	0.0	0.2339	0.1341	0.23707	0.00512	0.62934	0.0596	0.42086	1.169	0.37324	0.52337	13.13166	0.17838	0.0	0.05373	0.77845	0.0	0.0	0.08021	0.0	0.58452	3.24376	4.67428	0.10172	0.22255	0.0	0.0	4.09378	0.5026	0.11126	0.0	0.52997	0.0	3.61153	0.23815	0.28851	0.0	0.32909	0.01088	1.54024	6.0318	0.03962	3.19356	0.0	0.0	0.0	6.14324	0.10875	0.16163	0.13685	0.22616	0.24144	0.08978	1.23784	0.33587	0.06499	0.11203	0.0	0.99284	0.04029	0.32008	0.0	1.08019	0.5056	0.23583	0.0	0.43853	0.00971	0.82894	0.16455	7.48968	0.14669	0.07243	0.10462	3.29947	0.73726	2.29189	1.05094	0.19182	3.1757	6.92237	0.67093	1.50375	0.04755	0.22687
s__Parabacteroides_merdae	0	0.83163	0.04457	0.00586	0.03287	0.39652	0.0	0.09991	0.0	0.03627	2.29873	0.0616	0.10567	0.0	1.71033	0.14954	1.07718	0.0	0.49066	0.0	0.00358	0.0	0.0	0.18238	0.56661	0.61556	0.0	0.23551	0.0	0.0	0.19799	0.0775	0.0	0.17357	0.26331	1.62465	0.66292	0.39579	0.07328	2.40581	0.06673	0.07316	1.16502	0.34472	0.0	0.00088	0.07708	0.0	0.01555	0.34362	0.0	0.03985	0.0	0.0	0.20432	0.0	0.0664	0.05461	0.0	0.81843	1.81878	0.0	0.02715	0.01434	0.27023	0.0	2.40848	0.02111	0.07821	0.11904	1.60214	0.23434	0.05486	0.21028	1.22998	0.14712	0.26464	0.06792	0.7354	3.02356	0.52868	0.97381	0.0	1.93024	0.20601	0.13339	0.0	2.76957	0.0	0.01173	0.11573	0.04488	0.00373	0.41194	0.06921	0.0	0.14593	0.00302	0.05221	0.0	3.90262	0.28675	0.78886	0.87978	0.57422	0.02055	0.02707	0.04034	0.00925	0.23796	0.08358	0.0	0.0	0.03954	0.17933	0.02476	0.0337	0.34044	0.14488	0.0	1.36731	0.04926	0.07732	0.0	0.10027	0.17259	0.01247	0.16709	1.37938	0.02519	0.0928	0.00461	0.49919	0.0	0.0	0.83212	0.0	0.22014	0.20691	0.0	0.05001	0.04151	0.0946	0.0	0.0	0.0	0.19086	0.03046	4.34089	0.09041	0.13159	0.68592	0.46068	0.0	0.0	0.0	0.19587	0.0	0.0	0.0	0.53564	0.0	0.10703	1.94279	0.07737	0.0	0.70398	0.33966	0.01937	0.0	2.61243	0.1855	0.13971	0.0	0.0	0.0	0.12412	0.0	0.94406	0.25158	0.0	0.33168	0.00355	0.57852	0.10895	0.00546	0.0	0.00101	0.06107	0.59763	0.1306	0.34968	0.01223	0.20173	1.26088	0.10186	1.69649
s__Ruthenibacterium_lactatiformans	0	0.82072	0.00027	0.00112	0.0	0.0	0.0	0.00813	0.0	0.01138	0.50008	0.00636	0.81144	0.0	0.0	0.06532	0.03509	0.26483	0.12059	0.0	0.0	0.00073	1.41893	0.00076	0.07146	0.00223	0.0	0.0	0.16293	0.0	0.05972	0.0	0.00156	0.02758	0.01124	0.0	0.12447	0.0	0.05913	0.00106	0.00453	0.09897	0.07213	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.14425	0.11562	2.32355	0.0	3.0215	0.16707	0.05404	0.02029	0.68285	0.66378	0.01956	0.09412	0.0	0.00125	0.0	0.12962	0.00898	0.0	0.27729	0.0	0.06308	0.0	0.0	0.17815	0.01259	0.0	0.23424	0.0	9.47153	0.10507	0.30751	0.02712	0.05327	0.0	0.02654	0.69344	0.01538	0.05402	0.03442	0.00453	0.0	0.40949	0.0	0.12094	0.01875	0.00455	0.06813	0.0	0.0	0.07357	0.31652	0.0	0.01331	0.0	0.01428	0.0	0.0	0.11523	0.0	0.50284	0.0816	0.0	0.00466	0.02146	0.0	0.0	0.019	0.01866	0.0	0.90091	0.03388	0.02721	0.0	0.0	0.01844	0.0	0.0	0.0	0.0	0.0	0.1912	0.0	0.43801	0.2023	0.0	0.0144	0.14472	0.02918	0.51646	0.10968	0.01599	0.0	0.19957	0.00969	3.04865	0.0	0.0	0.0	0.00819	0.00069	0.0	0.20954	0.08287	0.59129	0.00306	0.0	4.42109	0.54691	0.0	0.0	0.00485	0.07466	0.02355	0.14731	0.11429	0.0	0.06357	0.44628	0.13365	0.0	0.04123	0.17136	0.00081	0.01797	0.0	4.03487	0.13934	0.0	0.50436	0.0	0.02871	0.0129	0.03309	0.0	0.01704	0.00291	0.0	0.07384	0.0	0.0	0.03482	0.70518	0.0382	0.43528	0.06904	0.21379	0.05922
s__Ruminococcaceae_bacterium_D16	0	0.74611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_distasonis	0	0.66878	0.23693	0.65744	0.00644	0.24333	0.0	0.25656	0.00087	0.0562	3.20686	0.01539	0.11036	0.4675	2.25963	0.83292	1.08882	0.7717	1.11222	0.40253	0.01031	0.28127	0.43709	0.06312	0.15016	0.78899	0.0	0.0	2.768	0.27138	0.9183	0.37067	0.21562	0.10865	0.21627	2.08114	0.75687	1.66567	0.27836	1.69264	0.39833	0.12365	0.40289	0.15901	0.02926	0.04645	0.16063	0.03271	0.01578	0.04478	0.2684	0.03821	0.0	0.01807	0.09697	0.61372	0.23596	0.00936	0.59982	0.25988	0.91682	3.87704	0.0168	0.30331	0.40379	1.00102	0.33186	0.04138	0.25569	0.90571	2.26874	0.18654	0.0382	0.62296	0.28597	0.32256	0.70951	0.02446	1.88751	2.89606	0.27182	0.77855	0.0	2.01676	0.2543	0.07053	1.47995	3.16784	0.94444	0.0126	0.35235	0.10075	0.02782	1.77398	0.08552	1.85652	0.03453	0.0	0.02695	2.42875	1.63439	0.13574	5.44542	0.66139	0.58355	0.02847	0.02963	0.05496	0.07282	0.59885	0.0493	3.64011	0.0	0.032	0.47059	0.05697	0.00288	0.11865	0.1081	1.82491	0.5967	0.03618	0.09564	0.03798	0.35494	0.53695	0.65781	0.10047	0.97229	0.22377	0.06783	3.20771	0.50374	1.12137	0.80722	0.54757	0.80902	0.28798	4.29168	1.53388	0.14394	0.07511	0.0	0.41089	1.45759	0.0	0.0416	0.05305	3.61328	0.14378	0.29364	0.13885	0.92106	1.37443	0.1769	0.06819	1.6707	0.90662	0.0	0.0	0.12675	0.5357	0.06598	1.37287	0.32286	0.0	0.23234	0.14042	0.06821	0.0	3.21718	0.02415	0.12261	0.28731	0.26916	0.24565	0.06603	0.2632	0.77533	0.2879	0.26302	0.56194	4.5413	0.18127	0.13621	0.01701	0.2862	0.62293	0.01451	0.13612	0.21653	1.11744	0.06401	0.64297	0.72165	0.13548	0.15545
s__Prevotella_sp_AM42_24	0	0.66333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37417	0.0	0.0	0.0	0.0	0.0	0.0	6.84158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71197	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	1.46478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46953	0.24294	0.0	0.0	35.80749	0.0	0.0	9.521	0.0	0.24861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01163	0.0	0.00224	0.0	0.45095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46842	3.14338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70786	0.0	0.0	0.0	3.03056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79239	0.03598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.3799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	26.60501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_vulgatus	0	0.58391	0.43895	0.09288	0.06573	0.00203	0.0	0.06126	0.22409	0.14916	11.47732	0.50955	0.38306	6.91299	0.0	0.39168	2.45996	9.14893	7.5974	30.15088	0.02386	9.64567	2.52337	0.19395	0.59807	3.69994	0.00205	0.13	6.74987	10.05247	3.88098	3.00387	17.92657	0.10191	0.63547	41.40042	5.64827	16.08852	0.00182	13.96507	0.05846	0.08532	10.57282	1.76206	13.09533	0.04127	0.15986	0.12709	0.09143	0.0197	0.17593	0.02579	0.5152	0.05062	2.35531	3.79981	0.82148	0.07739	1.74484	8.30431	4.51701	40.85481	0.0322	0.9469	6.73625	2.32161	26.29752	0.037	0.09267	9.89911	8.10914	0.96852	2.16015	0.64485	1.73648	0.47242	0.33949	0.0	6.93248	14.48256	0.78167	4.13986	0.0	30.13532	2.52917	0.00062	21.74342	22.41202	0.0	0.00566	0.98591	0.08032	1.60559	0.28993	2.44786	11.40087	0.11613	0.0	0.0088	6.53194	22.00797	1.12896	33.19284	13.45397	5.61288	0.20703	0.01591	0.37947	0.84545	0.17224	0.01466	36.22028	0.17935	0.23005	1.12626	0.32572	0.0073	1.92263	0.41141	22.89542	4.45878	0.18954	0.07095	0.37506	3.19441	0.0	23.05493	1.20575	21.78235	0.04198	0.18407	11.2881	8.80181	2.73811	10.78844	4.78801	0.0	0.22291	5.3319	5.08475	0.01288	1.61794	3.30166	0.97051	0.0	0.01477	1.41064	0.03145	0.0	0.06701	0.79005	0.47155	0.51756	2.97581	0.40093	0.7234	4.08376	1.81963	0.0	0.0	1.33173	1.29721	0.09874	8.6805	1.21514	0.87339	2.05756	0.37788	0.08812	7.19936	38.31613	0.03214	0.05022	0.84125	3.77014	5.33146	0.00983	2.61318	0.40509	0.88768	0.27524	0.89392	0.0201	33.78985	0.03889	0.05438	40.94763	11.52577	0.43277	3.24174	1.68295	28.10951	0.0	3.09644	5.69053	0.59319	3.46433
s__Alistipes_shahii	0	0.57596	0.0	0.20502	0.10507	0.31366	0.0	0.43436	0.0	0.04197	0.92117	0.079	0.72564	0.18453	0.0	0.0802	0.61918	2.2449	0.26169	0.1067	0.09446	0.48337	0.0	0.16724	0.97431	0.00733	0.0	0.02458	0.38947	0.0	0.253	0.01308	0.0	0.16476	0.59751	0.0	0.10702	0.45699	0.46301	0.0	0.03934	0.07053	0.45184	0.56817	0.0	0.0	0.03578	0.0	0.05816	0.01437	0.0	0.65769	0.0	0.28436	3.14151	0.01255	0.0	1.6858	0.0	0.12557	0.80622	0.0	0.20395	0.0104	0.0	0.0	0.08125	0.00281	0.19362	0.0	0.04688	0.01373	0.05379	0.19687	0.23512	0.00198	0.24301	0.05488	2.36901	0.24717	2.67396	2.59638	0.0	0.0	1.07106	1.83553	0.09328	0.0	0.17436	0.00364	0.0	1.28776	0.25698	0.34171	0.0931	0.25103	1.00279	0.0	0.0092	0.57378	0.0	0.1078	0.02578	0.68058	0.19782	0.0	0.0	0.48956	0.0	0.12626	0.05661	0.0	0.0	0.30219	0.0098	0.0	0.21393	2.95003	0.04128	0.0	0.35469	0.0	0.11151	0.0	0.17461	0.00743	0.02302	0.14356	0.0	0.04714	0.26066	0.3619	0.69258	0.68805	0.0	0.2478	0.0	0.05924	0.00401	0.0	0.08592	0.0	4.27551	0.11145	0.0	0.0	0.00537	0.00423	0.00862	0.07987	0.05485	0.11351	0.37336	2.76464	0.0	0.0	0.59053	0.0	0.0	0.0	0.01187	7.29348	0.37414	0.24867	0.0	0.0	0.92539	1.02639	3.66695	0.0	0.63945	3.45427	0.01895	0.02459	0.0	0.0	0.38366	0.0	0.14682	0.08465	0.62425	0.70068	0.02974	0.0	0.20193	0.03094	0.0	2.01948	0.0	0.0	2.6612	2.72881	0.0	2.42463	0.39187	0.28652	0.42861
s__Clostridium_asparagiforme	0	0.52705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.04846	0.0	0.0	0.0	0.0	0.01722	0.0	0.10568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00855	0.0	0.02688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01126	0.0	0.0	0.00882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.0255	0.00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02878	0.0	0.02673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03073	0.0042	0.0	0.0	0.0	0.00216	0.00248	0.0	0.00453	0.0	0.0	0.0	0.0	0.0	0.04788	0.0	0.0	0.00328	0.0	0.0	0.0	0.03739	0.0	0.0	0.00412	0.01126	0.0	0.0	0.02906	0.0	0.0	0.00774	0.0	0.0	0.0	0.0	0.00426	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00692	0.0	0.05991	0.0	0.0	0.0	0.02662	0.00537	2.27032	0.0	0.0	0.00067	0.0	0.0	0.0027	0.00708	0.0	0.0	0.00878	0.0	0.11217	0.0	0.0	0.0	0.00171	0.03849	0.00308	0.0095	0.0	0.0	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.01472	0.0	0.07031	0.0	0.0	0.01224	0.01114	0.00972	0.0	0.00488	0.0	0.01177	0.0	0.0	0.00277	0.0	0.0	0.0	0.00179	0.0	0.05022	0.02577	0.0	0.0
s__Roseburia_inulinivorans	0	0.44028	0.09818	0.21874	0.41273	0.0185	0.0	0.04239	0.29935	0.07726	0.0	0.12677	0.43065	0.99099	4.39837	0.0	1.69236	0.41689	0.05238	0.12655	0.02849	4.87595	0.27877	0.14799	0.45349	0.59771	0.21474	0.71621	1.56053	0.0	4.838	0.90773	5.20277	0.15452	0.03751	0.94965	2.53185	0.3824	0.21579	0.6641	0.07105	0.08151	1.39181	1.72901	2.94143	0.00012	0.53899	0.37316	0.01444	1.05253	0.43997	0.04569	0.0	0.02622	0.13747	0.52819	0.50871	0.01357	0.25619	0.28091	1.17876	2.27569	0.0	0.28013	0.0	0.0	0.66871	0.09152	0.17507	1.06704	0.64398	0.01777	0.16884	0.09194	1.08731	0.0	0.2918	0.05061	0.0	1.55374	0.8339	0.62978	0.0	0.41186	1.4421	0.0	1.85439	1.40017	0.0	0.03616	0.0	0.01537	14.16512	0.95306	0.07006	1.3891	0.09355	0.04108	0.01566	0.0357	0.67874	0.03536	0.0	0.20749	0.49007	2.03003	0.0095	0.03327	0.04361	0.45667	0.16086	0.0	0.0	0.07581	0.07291	2.41533	0.00984	1.55514	0.71041	2.41941	6.89899	0.06905	0.05497	0.0	0.3156	0.00848	2.88781	0.88963	0.0	0.0	0.04833	0.0	0.04353	0.55958	13.24892	0.4916	5.23011	0.45464	0.0	0.6844	0.39805	0.0	1.25053	0.64884	0.0	0.23503	6.54843	0.37232	0.14973	0.02044	1.21264	0.94902	2.0645	0.37645	1.63563	0.0	0.0	0.92868	0.0	1.6132	1.37012	0.02894	0.16155	0.59341	0.946	0.50764	0.36732	0.01356	0.01205	0.0	1.0241	0.0	0.05028	0.39385	2.69882	0.09112	0.02667	12.43739	0.27424	0.00119	0.71959	1.75876	4.94028	2.52761	0.24581	0.17694	7.49142	0.74922	1.58128	0.30344	0.15123	4.19272	14.03634	0.27138	9.42196	0.2334	1.20367
