clade_name	NCBI_tax_id	D_1118_R4_010202	D_2646_R5_290108	D_3185_R2_160304	D_3313_R0_230300	D_5120_R1_200409-R4_041017	D_6911_R6_271006	FMT_01_t0	FMT_02_t7	FMT_03_t15	FMT_04_t30	FMT_05_t90	FMT_06_t0	FMT_06_t7	FMT_07_t15	FMT_07_t7	FMT_08_t30	FMT_09_t0	FMT_09_t30	FMT_10_t7	FMT_10_t90	FMT_11_t0	FMT_11_t15	FMT_12_t30	FMT_12_t7	FMT_13_t0	FMT_13_t15	FMT_14_t30	FMT_14_t7	FMT_15_t15	FMT_15_t90	FMT_16_t0	FMT_16_t30	FMT_17_t0	FMT_17_t7	FMT_18_t30	FMT_18_t7	FMT_19_t15	FMT_19_t90	FMT_20_t0	FMT_20_t30	FMT_21_t7	FMT_22_t15	FMT_23_t30	FMT_24_t90	FMT_25_t0	FMT_26_t7	FMT_27_t15	FMT_28_t30	FMT_29_t0	FMT_29_t90	FMT_30_t0	FMT_30_t15	FMT_31_t30	FMT_31_t7	FMT_32_t15	FMT_32_t90	FMT_33_t30	FMT_34_t90	FMT_35_t0	FMT_36_t7	FMT_37_t15	FMT_38_t30	FMT_39_t90	FMT_40_t0	FMT_41_t7	FMT_42_t15	FMT_42_t30	FMT_43_t30	FMT_43_t90	FMT_44_t0	FMT_44_t90	FMT_45_t7	FMT_46_t15	FMT_61_t0	FMT_62_t15	FMT_65_t180	FMT_66_t180	FMT_67_t90	FMT_68_t90	FMT_69_t180	FMT_70_t180	FMT_71_t90	FMT_73_t7	FMT_74_t15	FMT_75_t0	FMT_76_t7	FMT_77_t15	FMT_78_t180	FMT_79_t0	FMT_80_t15	FMT_DD_01	FMT_DD_02	FMT_DD_19	FMT_DD_81	R0_230300_t0	R0_230300_t7	R1_200409_t0	R1_200409_t30	R1_200409_t7	R2_160304_t0	R2_160304_t30	R3_200508_t0	R3_200508_t30	R4_010202_t0	R4_010202_t30	R4_041017_t0	R4_041017_t30	R5_290108_t0	R5_290108_t7	R6_271006_t0	R6_271006_t30	S2_FMT_01_t0	S2_FMT_02_t7	S2_FMT_03_t15	S2_FMT_04_t30	S2_FMT_25_t0	S2_FMT_26_t7	S2_FMT_27_t15	S2_FMT_28_t30	S2_FMT_40_t0	S2_FMT_41_t7	Sample_S25222_FMT_01_t0	Sample_S25223_FMT_01_t7	Sample_S25224_FMT_01_t15	Sample_S25225_FMT_01_t30	Sample_S25226_FMT_02_t0	Sample_S25227_FMT_02_t15	Sample_S25228_FMT_02_t30	Sample_S25229_FMT_03_t0	Sample_S25230_FMT_03_t15	Sample_S25231_FMT_03_t30	Sample_S25232_FMT_04_t7	Sample_S25233_FMT_04_t15	Sample_S25234_FMT_04_t30	Sample_S25235_FMT_09_t7	Sample_S25236_FMT_09_t15	Sample_S25237_FMT_09_t30	Sample_S25238_FMT_10_t0	Sample_S25239_FMT_10_t7	Sample_S25240_FMT_10_t15	Sample_S25241_FMT_05_t0	Sample_S25242_FMT_05_t15	Sample_S25243_FMT_05_t30	Sample_S25244_FMT_06_t7	Sample_S25245_FMT_06_t15	Sample_S25246_FMT_06_t30	Sample_S25247_FMT_07_t0	Sample_S25248_FMT_07_t15	Sample_S25249_FMT_07_t30	Sample_S25250_FMT_08_t0	Sample_S25251_FMT_08_t7	Sample_S25252_FMT_08_t15	Sample_S25253_FMT_08_t30	Sample_S25254_FMT_CC_01	Sample_S25255_FMT_CC_03	Sample_S25256_FMT_CC_04	Sample_S25258_FMT_CC_06	Sample_S25259_FMT_CC_07	Sample_S25260_FMT_CC_08	Sample_S25261_FMT_CC_09	Sample_S25262_FMT_CC_10	Sample_S25263_FMT_CC_11	Sample_S25265_FMT_DD_01	Sample_S25266_FMT_DD_02	Sample_S25267_FMT_04_t30
s__Parabacteroides_goldsteinii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09032	0.17855	0.0	0.38355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583	0.0	0.0473	0.0	0.00351	0.0	0.0	3.26381	2.1467	0.0	0.0	0.0	0.96606	0.0	0.0	0.0	0.01949	2.84324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04973	0.0	0.0	0.0	0.93205	0.34025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03995	0.02912	0.0	0.5065	0.03336	0.0	0.0	0.0	0.0	0.0	0.12121	0.68229	0.0	0.0	0.0
s__Bacteroides_coprocola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05776	0.02169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85188	1.42916	0.47423	2.21788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05511	0.0	0.0	0.62972	0.10113	0.02696	0.0	0.0	0.00644	0.0	0.0	0.0	0.0	0.0	0.0	0.84298	0.77659	3.35688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00826	0.0	0.02835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae_CAG_59	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0238	0.00677	0.0045	0.0	0.0	0.00585	0.0	0.00693	0.0	0.00082	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0603	0.0	0.0	0.0	0.0	0.42693	0.11285	0.07995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00442	0.00338	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_94	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01546	0.08093	0.0	0.05475	0.0	0.05722	0.00788	0.00388	0.0	0.02897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90906	0.0	0.0	0.05083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55984	0.62616	0.19201	0.09959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05362	0.0	0.0	0.07044	0.0	0.01705	0.0	0.0	0.03783	0.00529	0.05015	0.0	0.10422	0.0	1.39776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.08598	0.0	0.03698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13968	0.0	0.0	0.0	0.00361	0.10664	0.0	0.0	0.0	0.0	0.58356	0.0	1.2609	0.0	0.0	0.0	0.42466	0.06652	0.0	0.0	0.0	0.0	0.0	0.0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02652	0.0243	0.0
s__Faecalicatena_orotica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_414	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00391	0.00447	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00394	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.0124	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33918	0.0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.29983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06527	0.0	0.26328	0.0899	0.09304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02066	0.18828	0.20975	0.21974	0.21748	0.0	0.0	0.0	1.78706	0.0	9.7479	0.00097	0.0	0.0	0.0	0.0
s__Olsenella_uli	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.02036	0.0	0.05111	0.0	0.0	0.0	0.0	0.00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669	0.0	0.0	0.01633	0.0	0.06926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnoclostridium_sp_An131	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4447	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paeniclostridium_sordellii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00512	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_1185	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01014	0.00628	0.01508	0.00766	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_eutactus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94217	0.0	0.0	0.83847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84672	8.5323	0.0	0.0	1.18122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04869	0.0	0.0	0.0	0.0	0.0	0.03231	0.0	1.81818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.10763	6.20085	0.0	2.67385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25843	6.21009	0.0	0.09974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51439	5.53608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01437	0.0	0.0	0.0
s__Coprobacter_fastidiosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13808	0.0	0.0	0.01981	0.0	0.84424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01952	0.01826	0.0	0.0	0.17437	0.0	0.0	0.0	0.15242	0.00042	0.0	0.00517	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	0.74232	0.0	0.07101	0.0	0.03051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04923	0.0	0.0	0.0	0.18547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36482	0.0275	0.4242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40593	0.09629	0.36601	0.0	0.00389	0.7212	0.00519	0.15306	0.20729	0.0	2.30378	0.1876	0.02571	0.0	0.0	0.57697	0.46857	1.59522	0.20948	0.16495	1.44109	0.0	0.00879	0.0	0.0	0.0	0.0	1.21456	0.18642	0.91939	0.0	0.0	0.0	0.0	0.11318	0.0987	0.21942	0.0	0.13825	0.0195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86796	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09543	0.0	0.0	0.06852	0.0	0.06979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00767	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10359	0.0505	0.07659	0.0	0.25459	0.0	0.1157	0.0	0.00348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14502	0.01523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00719	0.0128	0.07113	0.01283	0.0	0.18231	0.00377	0.0	0.0	0.0	1.8904	0.21479	0.23063	0.0	0.0	0.23348	0.0	0.00122	0.0	0.0	0.0	0.0	0.14661	0.00823	0.08212	0.0	0.00376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02302	0.36097	0.0	0.16713	0.0	0.07895	0.0
s__Olsenella_scatoligenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02338	0.00106	0.0	0.00663	0.0	0.01199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00443	0.02186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01877	0.0	0.01152	0.0	0.2062	0.0	0.0	0.0	1.50515	0.0295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01325	0.0	0.0	0.0257	0.0	0.07801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04238	0.0	0.0	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86659	0.00491	0.05273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.44247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00817	0.12857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
