clade_name	NCBI_tax_id	D_1118_R4_010202	D_2646_R5_290108	D_3185_R2_160304	D_3313_R0_230300	D_5120_R1_200409-R4_041017	D_6911_R6_271006	FMT_01_t0	FMT_02_t7	FMT_03_t15	FMT_04_t30	FMT_05_t90	FMT_06_t0	FMT_06_t7	FMT_07_t15	FMT_07_t7	FMT_08_t30	FMT_09_t0	FMT_09_t30	FMT_10_t7	FMT_10_t90	FMT_11_t0	FMT_11_t15	FMT_12_t30	FMT_12_t7	FMT_13_t0	FMT_13_t15	FMT_14_t30	FMT_14_t7	FMT_15_t15	FMT_15_t90	FMT_16_t0	FMT_16_t30	FMT_17_t0	FMT_17_t7	FMT_18_t30	FMT_18_t7	FMT_19_t15	FMT_19_t90	FMT_20_t0	FMT_20_t30	FMT_21_t7	FMT_22_t15	FMT_23_t30	FMT_24_t90	FMT_25_t0	FMT_26_t7	FMT_27_t15	FMT_28_t30	FMT_29_t0	FMT_29_t90	FMT_30_t0	FMT_30_t15	FMT_31_t30	FMT_31_t7	FMT_32_t15	FMT_32_t90	FMT_33_t30	FMT_34_t90	FMT_35_t0	FMT_36_t7	FMT_37_t15	FMT_38_t30	FMT_39_t90	FMT_40_t0	FMT_41_t7	FMT_42_t15	FMT_42_t30	FMT_43_t30	FMT_43_t90	FMT_44_t0	FMT_44_t90	FMT_45_t7	FMT_46_t15	FMT_61_t0	FMT_62_t15	FMT_65_t180	FMT_66_t180	FMT_67_t90	FMT_68_t90	FMT_69_t180	FMT_70_t180	FMT_71_t90	FMT_73_t7	FMT_74_t15	FMT_75_t0	FMT_76_t7	FMT_77_t15	FMT_78_t180	FMT_79_t0	FMT_80_t15	FMT_DD_01	FMT_DD_02	FMT_DD_19	FMT_DD_81	R0_230300_t0	R0_230300_t7	R1_200409_t0	R1_200409_t30	R1_200409_t7	R2_160304_t0	R2_160304_t30	R3_200508_t0	R3_200508_t30	R4_010202_t0	R4_010202_t30	R4_041017_t0	R4_041017_t30	R5_290108_t0	R5_290108_t7	R6_271006_t0	R6_271006_t30	S2_FMT_01_t0	S2_FMT_02_t7	S2_FMT_03_t15	S2_FMT_04_t30	S2_FMT_25_t0	S2_FMT_26_t7	S2_FMT_27_t15	S2_FMT_28_t30	S2_FMT_40_t0	S2_FMT_41_t7	Sample_S25222_FMT_01_t0	Sample_S25223_FMT_01_t7	Sample_S25224_FMT_01_t15	Sample_S25225_FMT_01_t30	Sample_S25226_FMT_02_t0	Sample_S25227_FMT_02_t15	Sample_S25228_FMT_02_t30	Sample_S25229_FMT_03_t0	Sample_S25230_FMT_03_t15	Sample_S25231_FMT_03_t30	Sample_S25232_FMT_04_t7	Sample_S25233_FMT_04_t15	Sample_S25234_FMT_04_t30	Sample_S25235_FMT_09_t7	Sample_S25236_FMT_09_t15	Sample_S25237_FMT_09_t30	Sample_S25238_FMT_10_t0	Sample_S25239_FMT_10_t7	Sample_S25240_FMT_10_t15	Sample_S25241_FMT_05_t0	Sample_S25242_FMT_05_t15	Sample_S25243_FMT_05_t30	Sample_S25244_FMT_06_t7	Sample_S25245_FMT_06_t15	Sample_S25246_FMT_06_t30	Sample_S25247_FMT_07_t0	Sample_S25248_FMT_07_t15	Sample_S25249_FMT_07_t30	Sample_S25250_FMT_08_t0	Sample_S25251_FMT_08_t7	Sample_S25252_FMT_08_t15	Sample_S25253_FMT_08_t30	Sample_S25254_FMT_CC_01	Sample_S25255_FMT_CC_03	Sample_S25256_FMT_CC_04	Sample_S25258_FMT_CC_06	Sample_S25259_FMT_CC_07	Sample_S25260_FMT_CC_08	Sample_S25261_FMT_CC_09	Sample_S25262_FMT_CC_10	Sample_S25263_FMT_CC_11	Sample_S25265_FMT_DD_01	Sample_S25266_FMT_DD_02	Sample_S25267_FMT_04_t30
s__Ruminococcus_obeum_CAG_39	0	0.0	0.75652	0.0	0.14965	0.02607	0.23507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00852	0.08373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04694	2.42627	0.30993	0.04102	0.07658	0.22514	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03862	0.0	0.0	0.04044	0.0	0.0	0.0	0.09959	0.05975	0.0	0.0	0.0	0.00442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.51151	0.01001	0.12258	0.0	0.00353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02911	0.0	0.0	0.0	0.0	0.0	0.0	1.55519	0.0	0.0	0.56145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalitalea_cylindroides	0	0.0	0.43107	0.0	0.09525	0.28306	0.2478	0.0	0.0	0.0	0.0	0.0	0.0	0.31427	0.2414	0.0	0.13365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02656	2.4488	0.0	0.10301	0.03349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18807	1.30073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66364	0.0	0.04965	0.0	0.01455	0.0	0.85164	0.0	0.0	0.22923	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06421	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.0	0.29722	0.10918	0.0	0.09817	0.0	41.3979	1.93386	0.55649	1.01403	3.15293	1.41235	0.02994	0.0	0.01103	0.0	0.0	0.00527	0.0	0.0109	2.45514	0.0	0.0	2.81241	46.44662	1.29432	1.09412	0.02855	0.0	0.33967	0.07414	0.0	0.0	37.29801	0.44911	0.0	0.0	0.01636	0.0	2.32096	0.78268	0.0	0.0	0.0	0.0	0.46893	3.84795	0.14053	15.08986	0.01812	3.13542	1.0063	0.29872	0.0	0.0	0.09215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75575	0.0	11.5473	0.0	3.6676	0.0	0.0	1.83505	0.0	0.0	84.62508	84.39924	0.00422	0.01918	0.02566	0.0	2.0073	0.0	0.0	0.01239	0.11178	0.0	0.11862	0.01719	0.07475	82.80714	4.75763	0.0	0.0023	0.0	0.0	2.34952	0.96491	0.32621	14.46112	0.0512	7.39554	0.0	8.52569	99.79539	0.5526	0.03374	0.27418	0.00275	21.31987	0.06333	0.66862	0.01319	0.10911	0.0	0.00733	0.00189	0.0	0.0	0.02557	2.74213	30.41896	10.25813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3775	0.0	0.0	0.0	0.0	0.0	0.0	0.00953	0.0	0.0
s__Dialister_sp_CAG_357	0	0.0	0.13884	0.0	0.08476	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96723	1.9461	0.0	0.0	2.88719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41489	0.0	0.44909	0.0	9.23064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60141	0.0	0.0	0.00839	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55385	0.60081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.40868	0.0
s__Lactococcus_lactis	0	0.0	0.1251	0.0	0.0	0.0	0.0255	0.00249	0.0	0.0	0.0	0.0	0.00618	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268	0.00145	0.0	0.14345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00602	0.0	0.0	0.0	0.03581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	4.69075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09775	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bicirculans	0	0.0	0.11769	0.19688	0.14934	0.10182	0.03197	0.0	0.0	0.0	0.0	0.0	0.0	0.01366	0.79567	0.0	0.20345	0.0	1.4051	0.0	0.61003	0.60118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25942	0.0	0.10656	0.3133	0.0	0.08741	0.00813	0.0	0.0	0.0772	0.0	0.0	0.0	0.0	0.0	5.95321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79214	6.52002	0.0	3.96236	1.91839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00487	0.00623	0.22514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03362	2.80148	1.98282	0.24858	0.0	0.0	0.0	0.0	0.0379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96202	0.0	0.0	0.51763	0.3595	0.31907	0.08245	0.01486	0.37192	0.0	0.22321	0.0	2.4285	0.0	0.0	0.0	0.12832	0.0	0.0	1.7184	3.73989	1.95053	0.1898	0.0	3.86843	0.0	0.0	0.0	0.95351	0.0	0.0	0.12884	0.01489	0.00468	0.02615	0.0	5.0082	1.07174	0.43326	4.10892	0.07356	0.77918	0.0	0.0	2.93661	0.0	0.0
s__Propionibacterium_freudenreichii	0	0.0	0.10107	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01202	0.0	0.0	0.02897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_breve	0	0.0	0.09972	0.0	0.0	0.00136	0.03994	0.12371	31.74992	17.68116	1.56566	4.41045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46577	0.0	0.00771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02722	0.0	0.03108	0.19939	4.16681	0.0	0.0	0.0035	0.00187	0.0	0.0	0.0	0.00593	0.08576	0.0	0.0	0.0	0.0	0.0	0.0	0.06667	2.10197	0.0	0.0	0.0	0.0	0.0	0.0	20.39214	1.41876	2.67669	4.47149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_inulinivorans	0	0.0	0.09189	0.03145	0.03144	0.02069	0.01891	0.0	0.66383	0.26836	0.65612	0.0	0.0	0.0	0.0	0.0	0.2438	0.0	0.07128	0.0	0.06021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43742	0.79178	1.37068	0.0	0.19745	0.0	0.0	1.62783	0.0	0.0	0.28492	0.0	0.0	7.55495	3.49231	1.43095	2.03291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16007	0.0	0.00046	0.0168	0.03294	0.0	0.03658	0.0189	0.0	0.56432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00704	0.0	0.0	0.0	0.0	0.972	0.0	0.0	0.21681	0.14141	0.0	0.0	0.02715	0.0	0.0	0.21398	0.0	0.0	0.0	0.0	0.09203	0.20193	1.90809	1.53348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20018	0.20746	0.04868	0.02522	1.52775	1.62161	0.0	5.18597	0.66738	8.36556	1.93945	1.37086	4.28847	0.46645	2.35687	4.30989	15.00552	2.27824	5.64422	0.04279	0.0	0.0	0.48681	4.80756	0.17251	0.093	2.46439	5.77708	4.84289	1.9244	1.82676	0.55357	0.72008	0.87627	0.0	1.77884	0.34321	0.03593	0.39572	0.0	0.0	4.10153	2.61005	1.92586
s__Enterobacter_cloacae_complex	0	0.0	0.09164	0.0	0.0	0.05525	0.0	0.0612	0.0	0.00537	0.00473	0.0	0.11197	0.37473	0.01249	0.0	0.03212	0.24576	0.04207	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73483	0.0	0.0	0.0	0.0	0.0	0.00863	0.0	0.09406	0.0	0.0	0.18295	0.0	0.0	0.0	1.48684	0.00494	0.0	1.06016	0.41805	0.0	0.0	0.52083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01675	0.0	0.01173	0.0	0.00797	0.00328	0.0	0.0	0.0	0.05815	0.0	0.0	0.0	0.0	0.10518	0.48338	0.0	0.0	0.03486	0.20965	0.0	0.0	0.02757	0.0	0.0	0.0	0.0	0.07703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59194	0.00037	0.1476	0.0	0.05263	0.08396	0.0	0.0	0.0	0.67877	4.04956	0.73363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00948	0.3461	0.0	0.05329	0.0	0.0	0.0	0.0	0.15609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00981	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_durans	0	0.0	0.07788	0.0	0.0	0.01931	0.0	0.0	0.0	0.0	0.0	0.00909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00649	0.0	0.0	0.0	0.0	0.0	0.0	0.08449	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.0	0.46437	0.0	0.03034	0.0	0.10982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.05508	0.18463	0.04477	0.03614	0.0458	1.09555	0.47732	0.22303	0.18048	0.42121	1.88897	0.21757	1.22144	0.24493	0.51963	0.44183	0.17274	0.43653	0.0311	0.1409	0.47563	0.20947	0.07137	0.20895	0.29936	0.43761	0.0459	0.07213	0.06679	0.1075	0.01799	0.22938	0.04964	0.06945	0.08455	0.01042	0.03095	0.0	0.0	0.0	0.0	0.00896	0.0	0.02782	0.01878	0.01758	0.01115	0.0	0.66227	0.00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02925	0.01375	0.05735	0.12248	0.01967	0.19626	0.00431	0.00082	0.00876	0.0	0.03494	0.0	0.0	0.0	0.0	0.073	0.0	0.04888	0.0	0.04217	0.0	0.06368	0.0186	0.0	0.0	0.04371	1.5903	1.80511	1.0151	1.99262	0.0	0.0	0.22493	0.00347	0.00427	0.00566	0.04928	0.00786	0.25645	0.02565	0.29333	0.0	0.0	0.0023	0.0	0.0	0.19654	0.05458	0.05467	22.30983	0.22618	1.79501	4.1343	0.10595	0.22959	0.03696	0.35178	0.0	0.0	1.99006	3.37779	0.0	0.00235	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25893	0.10014	0.0	0.0	0.00659	0.05793	0.0	0.0	0.0	0.00776	0.01634	0.0	0.0	0.0	0.0	0.0924	0.06244	0.05201	0.03029	0.03261	0.01632	3.8304	0.00334	0.09122	0.02143	0.0	0.07543	0.0	0.01439	0.0	0.0
s__Catabacter_hongkongensis	0	0.0	0.04568	0.03955	0.0183	0.02134	0.00285	0.0	0.0	0.0	0.0	0.0092	0.0	0.0	0.0	0.0	0.00287	0.0	0.01532	0.0	0.00832	0.0	0.0	0.0	0.00246	0.0	0.13411	0.04731	0.0	0.03478	0.05961	0.00989	0.01227	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04764	0.0	0.0	0.06932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02299	0.07975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11073	0.0	0.00155	0.00636	0.0	0.0	0.014	0.0	0.78449	0.18249	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35686	0.06524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02365	0.04381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01366	0.0	0.0	0.0	0.0	0.0
s__Raoultella_planticola	0	0.0	0.04015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31373	0.0	0.0	0.0	0.0	0.00928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.01255	0.20992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03149	0.13394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49664	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_raffinolactis	0	0.0	0.02877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
