clade_name	NCBI_tax_id	PRJNA231909.3101140	PRJNA231909.3101335	PRJNA231909.3101336	PRJNA231909.3101338	PRJNA231909.3101436	PRJNA231909.3101439	PRJNA231909.3102732	PRJNA231909.3102986	PRJNA231909.3103734	PRJNA231909.3103736	PRJNA231909.3104913	PRJNA231909.3105378	PRJNA231909.3105379	PRJNA231909.3105829	PRJNA231909.3105875	PRJNA231909.3106384	PRJNA231909.3107336	PRJNA231909.3107345	PRJNA231909.3107373	PRJNA231909.3107376	PRJNA231909.3107526	PRJNA231909.3107527	PRJNA231909.3107649	PRJNA231909.3107651	PRJNA231909.3107859	PRJNA231909.3107861	PRJNA231909.3107883	PRJNA231909.3107978	PRJNA231909.3108096	PRJNA231909.3108098	PRJNA231909.3108100	PRJNA231909.3108103	PRJNA231909.3108105	PRJNA231909.3108107	PRJNA231909.3108330	PRJNA231909.3108332	PRJNA231909.3108363	PRJNA231909.3108437	PRJNA231909.3108440	PRJNA231909.3108485	PRJNA231909.3108488	PRJNA231909.3108490	PRJNA231909.3108601	PRJNA231909.3108874	PRJNA231909.3108875	PRJNA231909.3109753	PRJNA231909.3109755	PRJNA231909.3109940	PRJNA231909.3109945	PRJNA231909.3109952	PRJNA231909.3109997	PRJNA231909.3110006	PRJNA231909.3110086	PRJNA231909.3110090	PRJNA231909.3110226	PRJNA231909.3111969	PRJNA231909.3111970	PRJNA231909.3112121	PRJNA231909.3112122	PRJNA231909.3112348	PRJNA231909.3112358	PRJNA231909.3112359	PRJNA231909.3112360	PRJNA231909.3112363	PRJNA231909.3112365	PRJNA231909.3112367	PRJNA231909.3112419	PRJNA231909.3112924	PRJNA231909.3112925	PRJNA231909.3113035	PRJNA231909.3113044	PRJNA231909.3113065	PRJNA231909.3113068	PRJNA231909.3113111	PRJNA231909.3113114	PRJNA231909.3113118	PRJNA231909.3113339	PRJNA231909.3113393	PRJNA231909.3113604	PRJNA231909.3113627	PRJNA231909.3113663	PRJNA231909.3113669	PRJNA231909.3113765	PRJNA231909.3113767	PRJNA231909.3113831	PRJNA231909.3113834	PRJNA231909.3113933	PRJNA231909.3113936	PRJNA231909.3113996	PRJNA231909.3114185	PRJNA231909.3114201	PRJNA231909.3114542	PRJNA231909.3114545	PRJNA231909.3114755	PRJNA231909.3114784	PRJNA231909.3114810	PRJNA231909.3114865	PRJNA231909.3115067	PRJNA231909.3115068	PRJNA231909.3115070	PRJNA231909.3115087	PRJNA231909.3115315	PRJNA231909.3115615	PRJNA231909.3115643	PRJNA231909.3115644	PRJNA231909.3115646	PRJNA231909.3116456	PRJNA231909.3116468	PRJNA231909.3116471	PRJNA231909.3117245	PRJNA231909.3117247	PRJNA231909.3117249	PRJNA231909.3117378	PRJNA231909.3117380	PRJNA231909.3117383	PRJNA231909.3117624	PRJNA231909.3117627	PRJNA231909.3119726	PRJNA231909.3119727	PRJNA231909.3119729
s__Clostridium_sp_D5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055	0.0097	0.00044	0.0	0.0	0.01534	0.02703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04511	0.12065	0.0	0.0	0.0	0.01359	0.0	0.03417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00659	0.0	0.0	0.0	0.0
s__Clostridioides_difficile	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03447	0.0	0.2283	0.0	0.0	0.02859	0.0	0.0	0.0	0.0	0.02468	0.0	0.0	0.0	0.02162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00368	0.0	0.0	0.0	0.0	0.01698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19925	0.0	0.0	0.0	0.0	0.01925	0.02659	0.0	0.08109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03158	0.03823	0.00207	0.02869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01087	0.0	0.0	0.0	0.01491	0.0	0.0	0.0	0.00507	0.01288	0.0	0.0	0.0	0.0	0.0	0.00328	0.0	0.00933	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.01302	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_naeslundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43537	0.0	0.0	0.0	1.97226	0.0	0.0	0.0	1.97764	5.16912	0.04851	1.57231	0.0	0.30467	0.0	0.0	2.36639	2.05952	0.12925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02994	0.0	0.0	0.0	0.08152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54549	0.0	0.0	0.0	1.32801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80923	0.10165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75964	1.04226	0.0	0.0	0.0	0.14763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05055	1.57272	0.0	0.0	0.15129	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0899	0.08012	0.0	1.19438	12.77019	0.0	7.1799	4.70552	4.38253	0.0	4.73505	0.01267	2.14992	0.0	0.0	0.00348	0.12105	0.0	0.0	0.24164	3.59112	0.0	6.46126	0.0	0.0	0.0	8.28996	0.0	12.69845	0.0	5.13412	0.14311	2.01145	0.06593	0.71803	0.12252	1.56569	0.0	0.0	1.57937	5.41904	1.73868	0.0	14.51883	0.0	0.44169	1.12753	0.0	0.82821	1.45946	0.00131	0.0	0.0	0.0	0.06391	0.0	0.0	0.0	0.0	0.0	0.0	4.28186	0.0	12.89728	0.0	0.43296	0.0	0.0	0.00691	0.00375	0.00116	0.0	0.0	0.87493	2.10896	0.0	0.0	0.0	0.11711	0.0	0.0	0.0	0.0495	1.04992	0.0	0.0	0.00663	0.0	2.88893	0.0	0.0	0.0	0.14685	0.10546	0.0	0.26332	4.98251	4.86215
s__Alistipes_inops	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bicirculans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85644	0.0	0.0	0.0	0.0	0.0	2.5554	3.78292	0.0	0.0	0.0	0.0	0.0	0.0	0.07978	0.33391	0.0	0.0	0.0	0.14737	1.93275	0.52452	0.30799	0.0	0.55587	1.09792	0.51172	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	1.19808	3.09788	0.0	0.14131	0.0	1.71834	0.31419	0.0	0.0	0.71971	0.46707	0.0	0.0	0.0	0.0	0.71386	0.0	0.0	0.87305	0.7093	0.43091	0.0	0.00469	0.0	0.0	0.0	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58696	0.60998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52539	0.0	0.0	0.0	0.34298	0.13738	1.12882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00637	0.48478	11.90405	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96491	0.0	0.28783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82069	2.78932	2.92707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3605	2.10636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16277	0.60415	0.67114	0.0	0.0	3.13781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54804	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59001	0.86857	0.67711	0.19153	0.0	0.0	0.22594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54282	0.86994	0.0	0.0	0.59186	2.87041	1.24874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24077	0.0	0.0	0.0	0.0	0.0	0.0	1.35188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55243	0.0	0.05347	0.09584	0.08309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_indistinctus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14706	0.08086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06504	0.05791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05263	0.17144	0.0	0.0	0.0	0.0	0.0	0.0	0.34447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0351	0.1668	0.0	0.05815	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_110	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_animalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11085	0.0	0.0	0.0	0.0	0.0	0.54062	0.08476	0.0	0.01565	0.0	0.0	0.0	0.48301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13141	0.01387	0.0	0.0	0.0	0.06951	0.0	0.04263	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.11784	0.0	0.0	0.0	0.17355	0.03347	0.27415	0.0	0.0	0.06209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05397	0.0	0.0	0.0	0.0	0.16456	0.0	0.02511	0.42387	0.02948	0.0	0.0	0.00195	0.0	0.0	0.03958	0.0	0.0	0.0	0.33916	0.00287	0.0	0.0	0.0
s__Intestinimonas_butyriciproducens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09803	0.0	0.0	0.0	0.0	0.0	0.86785	0.47524	0.0	0.0	0.0	0.0	0.0	0.0	0.48828	1.18289	0.41636	0.17398	0.65958	0.06538	0.0	0.0	0.59784	0.77089	0.45275	0.0	0.0	0.0	0.01034	0.0	2.71482	0.0	0.0	1.54497	0.22019	0.16435	0.0	0.0	0.39931	0.13335	0.49422	0.0	0.0	0.01764	0.05268	0.0	0.0	0.00107	0.37499	0.14963	0.0	0.24239	0.0	0.00894	0.16336	0.0	0.18732	0.24503	0.0	0.0	0.0	0.09554	0.10295	0.0	0.0	0.0	0.0	0.0	0.61909	0.76329	0.0	0.0	0.0	1.70694	0.0	0.0	0.0	0.0	0.0	0.29046	0.12855	0.58866	2.17222	0.67699	0.71251	0.52115	0.0402	0.00364	0.11939	0.28125	0.57551	1.60471	0.0	0.0	0.0	0.0	0.0	0.14798	0.0	0.0	0.0	0.0	0.22547	0.05277	0.0	0.0
s__Clostridium_sp_CAG_58	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06303	0.41951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02791	0.0	0.0	0.0	0.0	0.0	0.81696	0.0	0.0	0.0	0.19735	0.26571	0.0	0.0	0.55336	0.6345	0.07789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26595	0.28147	0.0	0.0	0.18074	1.50132	0.52063	0.0	0.0	0.0	1.02129	0.0	0.0	0.0	0.0	0.0	0.0	0.36766	0.17949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27368	0.0	0.0	0.0	0.0	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Agathobaculum_butyriciproducens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06165	0.0	0.0	0.0	0.0	0.0	0.08306	0.0198	0.0	0.0	0.02262	0.09401	0.06821	0.0	0.03373	0.15079	0.33866	0.5081	0.24561	0.40014	0.0	0.71575	0.1853	0.0	0.23272	0.00044	0.10102	0.01002	0.20425	0.0	0.0	0.0	0.0	0.10123	0.05986	0.41841	0.0	0.10088	0.0	0.08419	0.0	0.19499	1.08542	0.55732	0.1144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22141	0.35584	0.0	0.0	0.0	0.0	0.0	0.01591	0.0	0.19283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.04331	0.0	0.0	0.0	0.60623	0.51779	0.26332	0.12398	0.2972	0.18903	0.0	0.0	0.0	0.0	0.75661	0.38733	0.41116	0.21289	0.41826	0.0	0.16896	0.49008	0.50686	0.61007
s__Clostridium_citroniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06009	0.0	0.0	0.0	0.0	0.0	0.04186	0.0211	0.0	0.0	0.0	0.0	0.0	0.0	0.01213	0.07883	0.03542	0.01538	0.11206	0.02208	0.0	0.0	0.03479	0.08525	0.00173	0.0	0.0	0.0	0.11638	0.0	0.07807	0.0	0.0	0.09048	0.1017	0.05454	0.0	0.01278	0.05257	0.00211	0.03221	0.09488	0.10864	0.0	0.0	0.0	0.0	0.0	0.0	0.09633	0.0	0.07606	0.0	0.02938	0.15059	0.0	0.0635	0.002	0.07958	0.0	0.06737	0.01461	0.03762	0.0	0.06783	0.0	0.0	0.0	0.0	0.01854	0.0	0.0	0.08639	0.02615	0.07105	0.0	0.0	0.0	0.0	0.20333	0.0	0.01975	0.04382	0.0	0.0	0.0	0.0035	0.07385	0.00819	0.04593	0.03111	0.06274	0.0	0.0	0.0	0.0	0.0	0.0672	0.0	0.0	0.0	0.36217	0.09022	0.00438	0.08644	0.02924
s__Eubacterium_siraeum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05345	0.0	0.0	0.0	0.0	0.0	0.54602	0.17197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77524	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11978	0.0	0.0	0.03893	0.0	0.0	0.0	0.26751	1.54997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10564	4.02602	0.0	0.0	0.35877	1.98635	0.0	0.0	0.0	0.10881	0.0	0.0	0.0	0.58728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_finegoldii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57928	0.75035	0.0	14.58029	5.42628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65329	7.77964	7.30631	0.0	1.32555	0.0	0.0	0.0	6.61088	15.38845	9.25409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46196	0.0	0.0	0.10984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_catus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13988	0.45091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57769	0.0	0.0	0.0	0.0	0.56672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22766	0.0	0.0904	0.26193	0.18696	0.52212
s__Eubacterium_ramulus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08813	0.13174	0.31088	0.0	0.0	0.28651	0.25275	0.04641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05771	0.16578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14566	0.0	0.0	0.0	0.0162	0.01563	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20629	0.09043	0.01703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.11913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.02102	0.0	0.02343
s__Turicibacter_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06298	0.0	0.0	0.0	0.0	0.01976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384	0.0	0.0	0.0	0.0
