clade_name	NCBI_tax_id	NCS-003-I-ORAL1_microbiome	NCS-003-Meconium_microbiome	NCS-004-I-ORAL3_microbiome	NCS-005-I-ORAL3_microbiome	NCS-005-Meconium_microbiome	NCS-005-Stool-maternal_microbiome	NCS-006-Stool-infant_microbiome	NCS-006-Stool-maternal3_microbiome	NCS-008-I-ORAL3_microbiome	NCS-008-Stool-infant_microbiome	NCS-008-Stool-infant2_microbiome	NCS-009-I-ORAL3_microbiome	NCS-009-Stool-infant_microbiome	NCS-011-I-ORAL3_microbiome	NCS-012-Stool-infant_microbiome	NCS-012-Stool-infant1_microbiome	NCS-012-Stool-maternal1_microbiome	NCS-012-Stool-maternal3_microbiome	NCS-013-Stool-infant_microbiome	NCS-014-I-ORAL1_microbiome	NCS-014-Stool-maternal_microbiome	NCS-016-Meconium_microbiome	NCS-018-I-ORAL3_microbiome	NCS-018-Stool-infant_microbiome	NCS-020-I-ORAL3_microbiome	NCS-020-Meconium_microbiome	NCS-020-Stool-infant_microbiome	NCS-020-Stool-maternal1_microbiome	NCS-020-Stool-maternal3_microbiome	NCS-022-I-ORAL3_microbiome	NCS-022-Stool-infant_microbiome	NCS-022-Stool-maternal1_microbiome	NCS-022-Stool-maternal3_microbiome	NCS-023-I-ORAL3_microbiome	NCS-023-Stool-maternal_microbiome	NCS-025-I-ORAL3_microbiome	NCS-026-I-ORAL3_microbiome	NCS-026-Stool-infant_microbiome	NCS-027-Stool-infant_microbiome	NCS-028-Meconium_microbiome	NCS-029-I-ORAL1_microbiome	NCS-029-Meconium1_microbiome	NCS-030-Stool-infant_microbiome	NCS-032-I-ORAL1_microbiome	NCS-032-Stool-infant_microbiome	NCS-034-Stool-infant_microbiome	NCS-036-Stool-infant_microbiome	NCS-037-I-ORAL3_microbiome	NCS-037-Stool-infant_microbiome	NCS-039-Stool-infant_microbiome	NCS-040-Stool-infant_microbiome	NCS-041-Meconium_microbiome	NCS-041-Stool-infant_microbiome	NCS-042-Stool-infant_microbiome	NCS-044-I-ORAL1_microbiome	NCS-044-Stool-infant_microbiome	NCS-045-I-ORAL1_microbiome	NCS-047-I-ORAL1_microbiome	NCS-047-Stool-infant_microbiome	NCS-049-I-ORAL3_microbiome	NCS-049-Meconium1_microbiome	NCS-049-Stool-maternal3_microbiome	NCS-050-Stool-infant_microbiome	NCS-051-Stool-infant_microbiome	NCS-051-Stool-maternal1_microbiome	NCS-053-Meconium_microbiome	NCS-054-Stool-infant_microbiome	NCS-054-Stool-infant3_microbiome	NCS-058-Stool-infant_microbiome	NCS-062-Stool-infant_microbiome	NCS-064-Stool-infant_microbiome	NCS-064-Stool-maternal1_microbiome	NCS-064-Stool-maternal3_microbiome	NCS-067-Stool-infant_microbiome	NCS-071-Meconium1_microbiome	NCS-072-Meconium1_microbiome	NCS-072-Stool-infant_microbiome	NCS-072-Stool-maternal1_microbiome	NCS-072-Stool-maternal3_microbiome	NCS-074-Stool-infant_microbiome	NCS-075-I-ORAL3_microbiome	NCS-075-Stool-infant_microbiome	NCS-076-Stool-infant_microbiome	NCS-077-Stool-infant_microbiome	NCS-077-Stool-maternal1_microbiome	NCS-078-Stool-infant_microbiome
s__Streptococcus_sp_SK643	0	0.0	0.0	0.0	0.01554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49464	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Atopobium_vaginae	0	0.0	0.0	0.0	0.01118	29.15833	35.99435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35874	0.0	0.0	0.0	0.00609	0.0	0.0	0.00554	0.0	0	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56271	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sneathia_amnii	0	0.0	0.0	0.0	0.0	29.71138	17.55456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gardnerella_vaginalis	0	0.0	0.0	0.0	0.0	21.72627	23.81245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.02057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.12856	0.19164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_bivia	0	0.0	0.0	0.0	0.0	9.72958	13.29256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.97521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.00796	1.17347	0.0	0.0	0.0	0.0	0.0	0.0	0.00778	0.0	0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01249	0.08652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04347	0.0	0.0	0.05348	0.0
s__Prevotella_timonensis	0	0.0	0.0	0.0	0.0	2.20004	2.41514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.00303	0.02095	0.0	0.0	0.0	0.33441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.01433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.01184	0.0	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.09063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.01154	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccalis	0	0.0	0.0	0.0	0.0	1.82374	2.33912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.21396	0.0	0.0	0.0	0.19327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_disiens	0	0.0	0.0	0.0	0.0	1.17787	0.94764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.253	0.0	0.02691	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00428	0.0	0.0	0.0	1.26926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00794	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.00295	0.0	0.0	0.0	0.04901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_micraerophilus	0	0.0	0.0	0.0	0.0	0.86388	1.06405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.02766	0.0	0.0	0.0	0.07917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Porphyromonas_uenonis	0	0.0	0.0	0.0	0.0	0.6963	0.92644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Tissierellia_bacterium_KA00581	0	0.0	0.0	0.0	0.0	0.66596	0.10956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_anaerobius	0	0.0	0.0	0.0	0.0	0.51654	0.21542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.14946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.31051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_colorans	0	0.0	0.0	0.0	0.0	0.39902	0.66143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aerococcus_christensenii	0	0.0	0.0	0.0	0.0	0.32689	0.33292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerococcus_tetradius	0	0.0	0.0	0.0	0.0	0.23856	0.10214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_vulgatus	0	0.0	0.0	0.0	0.0	0.23581	0.0	0.0	29.88069	0.0	0.17603	0.16881	0.30092	0.5018	0.0	55.44176	50.79433	8.45224	1.13891	52.94607	0.0	13.27763	0.03203	0.0	51.77655	0.0	0	0.0035	2.85996	9.11693	0.0	0.0	6.3844	4.98423	0.0	16.15266	0.0	0.0	0.0	48.60314	0.0	0	0.0	0.0	41.79521	0.00046	56.25959	6.74149	0.0	0.0	0.07403	0.00262	69.05584	31.46013	33.12329	0	0.56448	0.0	0.0	0.0	0.0	0.0	0.13781	0.4149	0.0	12.54694	0.0	19.55307	22.16108	39.23955	0.0	4.30926	1.45669	2.31803	0.0	0.0	1.42802	0.0	16.9729	24.94905	0.02717	0.0	12.41193	0.0025	0.0	13.52619	0.03233
s__Bacteroides_dorei	0	0.0	0.0	0.0	0.0	0.15473	0.0	0.0	0.0	0.0	33.27371	31.09341	0.14224	0.0	0.0	0.0	0.00298	0.43887	0.05435	0.00839	0.0	0.0	0.0	0.0	32.11436	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0	0.0	0.0	15.687	0.0	0.0029	16.17012	0.04099	55.6837	0.02235	0.00085	0.05977	1.10098	0.00716	0	48.81578	0.0	0.0	0.0	0.0	0.0	0.36881	6.90383	0.0	0.0	0.0	0.0	0.01107	0.00602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061	0.0	0.0	0.0	0.0	0.0	0.00424
s__Veillonellaceae_bacterium_DNF00626	0	0.0	0.0	0.0	0.0	0.13354	0.06857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptoniphilus_lacrimalis	0	0.0	0.0	0.0	0.0	0.10985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.02117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptoniphilus_harei	0	0.0	0.0	0.0	0.0	0.06129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87575	0.0	0.0704	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.10278	0.0	0.0	0.0	0.28521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.91821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_asaccharolytica	0	0.0	0.0	0.0	0.0	0.03658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_S7_1_8	0	0.0	0.0	0.0	0.0	0.03384	0.16365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_thetaiotaomicron	0	0.0	0.0	0.0	0.0	0.0	0.0	46.9941	3.35468	0.0	1.08826	0.99948	0.0	0.0	0.0	0.0	0.0	0.0017	0.07837	0.0	0.0	1.58222	0.0	0.0	0.0	0.0	0	0.0	0.03589	0.36146	0.0	0.00035	0.33059	0.24109	0.0	0.13243	0.0	0.0	0.0	0.52237	0.0	0	0.0	0.0	0.0	0.0	2.36585	6.36328	0.0	0.0	0.0	0.0	0.0	0.0	0.05095	0	0.0	0.0	0.0	0.0	0.0	0.0	0.13856	2.58514	0.0	1.12553	0.0	3.34803	3.27211	0.0	0.0	1.05557	0.04922	0.50444	0.0	0.0	0.0	0.0	0.15499	0.07511	0.0	0.0	0.0	0.0	0.0	1.13695	0.0
s__Bifidobacterium_breve	0	0.0	0.0	0.0	0.0	0.0	0.0	25.24555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00608	0.0	0.0	0.0	0.0	0.0	2.88361	0	38.65857	0.01879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0282	8.03496	0	0.0	0.0	0.0	4.65801	0.0	0.0	0.02652	0.2386	0.00514	0.01236	0.0	0.0338	0.10565	0	0.0	0.0	0.0	26.31294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	23.58257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	14.21028	10.1466	0.0	0.0
s__Ruminococcus_gnavus	0	0.0	0.0	0.0	0.0	0.0	0.0	13.10176	0.02189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.0	0.0	0.0	0.0	0	0.0	0.00283	0.0	0.0	0.0	0.06376	0.03071	0.0	0.0	0.0	0.0	0.0	1.88279	0.0	0	0.0	0.0	0.0	32.61922	0.51314	0.0	0.0	2.66483	0.0	6.94852	0.0	1.58056	2.03094	0	0.0	0.0	0.0	0.0	0.0	0.0	2.10354	10.4782	0.0	0.48664	0.0	0.42587	0.29391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03065	0.20697	0.0	0.0	0.0	0.0	0.0	0.00188	2.90759
s__Bifidobacterium_catenulatum	0	0.0	0.0	0.0	0.0	0.0	0.0	7.70406	0.13043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22492	0.0	0.0	0.0054	0.0	0.0	0.0	0	0.0	0.03405	0.00639	0.0	0.0	0.0	0.0	0.0	0.13863	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01819	0.44708	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.13316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_farmeri	0	0.0	0.0	0.0	0.0	0.0	0.0	2.80282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0	0.0	0.0	0.0	1.43779	0.0	0.0	0.0	0.0	0.23666	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_rhamnosus	0	0.0	0.0	0.0	0.0	0.0	0.0	1.61346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47774	0.0	0.0	0.0259	0.0	0.0	0.0
s__Citrobacter_amalonaticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.54599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.08132	0.0	0.0	0.0	0.0	0.55613	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01459	0.0	0.0	0.0	0.0
s__Enterococcus_casseliflavus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.32442	0.0	0.0	0.25399	0.28394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39811	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.18142	0.0	0.05913	0.0	0.0	0.0	0.0	0.90178	0.0	0.0	1.84545	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_koseri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.30348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.24706	0.0	0.0	0.73635	0.83689	0.0	1.17695	0.0	0.38128	0.477	0.0	0.0	0.02712	0.0	0.0	0.0	0.0	4.24161	0.0	0	0.0	0.0	0.0	0.0	3.24217	0.0	0.0	0.0	0.0	0.0	0.0	29.87147	0.21412	0.0	0	5.0856	0.0494	0.0	7.88162	0.01743	0.0	0.0	0.28314	22.99239	0.00928	0.0	0.0	0.82448	0	0.03449	0.0	0.0	13.99401	0.0	0.0	1.21812	0.0	0.91671	0.0	43.06888	0.08299	0.05107	0.05339	17.47972	9.47202	0.04009	0.51597	61.91681	0.05536	0.0	0.0	0.0	0.0	0.0	0.0	0.20558	31.41417	6.45901	0.0	4.27474
s__Citrobacter_werkmanii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.16603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48986	0.00298	0.0	0.0	0.0
