clade_name	NCBI_tax_id	G102195	G102196	G102197	G102198	G102199	G102200	G102201	G102202	G102203	G102204	G102205	G102206	G102207	G102208	G102209	G102210	G102211	G102212	G102213	G102214	G102215	G102216	G102217	G102218	G102219	G102220	G102221	G102222	G102223	G102224	G102225	G102226	G102227	G102228	G102229	G102230	G102231	G102232	G102233	G102234	G102235	G102236	G102237	G102238	G102239	G102240	G102241	G102242	G102243	G102244	G102245	G102246	G102247	G102248	G102249	G102250	G102251	G102252	G102253	G102254	G102255	G102256	G102257	G102258	G102259	G102260	G102261	G102262	G102263	G102264	G102265	G102266	G102267	G102268	G102269	G102270	G102271	G102272	G102273	G102274	G102275	G102276	G102277	G102278	G102279	G102280	G102281	G102282	G102283	G102284	G102285	G102286	G102287	G102288	G102289	G102290	G102291	G102292	G102293	G102294	G102295	G102296	G102297	G102298	G102299	G102300	G102301	G102302	G102303	G102304	G102305	G102306	G102307	G102308	G102309	G102310	G102311	G102312	G102313	G102314	G102315	G102316	G102317	G102318	G102319	G102320	G102321	G102322	G102323	G102324	G102325	G102326	G102327	G102328	G102329	G102330	G102331	G102332	G102334	G102335	G102336	G102338	G102339	G102340	G102341	G102342	G102343	G102344	G102345	G102346	G102347	G102348	G102350	G102351	G102352	G102353	G102354	G102355	G102356	G102358	G102359	G102360	G102361	G102362	G102363	G102364	G102365	G102366	G102367	G102368	G102369	G102370	G102371	G102372	G102374	G102375	G102376	G102377	G102378	G102379	G102380	G102382	G102383	G102384	G102385	G104617	G104618	G104619	G104620	G104621	G104622	G104623	G104624	G104625	G104626	G104627	G104628	G104629	G104631	G104632	G104633	G104634	G104635	G104636	G104637	G104639	G104640	G104641	G104642	G104643	G104644	G104645	G104647	G104648	G104649	G104650	G104651	G104652	G104653	G104655	G104656	G104657	G104658	G104659	G104660	G104661	G104662	G104663	G104664	G104665	G104666	G104667	G104668	G104669	G104670	G104671	G104672	G104673	G104674	G104675	G104676	G104677	G104678	G104679	G104680	G104681	G104682	G104683	G104684	G104685	G104686	G104687	G104688	G104690	G104691	G104693	G104694	G104696	G104697	G104698	G104699	G104700	G104701	G104702	G104703	G104705	G104706	G104708	G104709	G104711	G104712
s__Alistipes_inops	0	0.10544	0.13799	0.07806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64461	6.73991	11.91467	0.0	0.0	0.0	0.0	0.0	1.08626	0.18785	0.75754	0	0.0	0.0	0.0	0.0	0.0	0.04626	0.04542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3612	1.0415	1.43867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.1976	0.26337	0.44907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46503	0.43391	2.82264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96141	1.31586	0.30132	0.0	0.0	0.0	0.0	0.0	0.15557	0.13953	0.62765	0.0	0.0	0.0	0.0	0.17288	0.45545	1.46558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.30688	2.08844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.18435	0.10182	0	0.0	0.0	0.0	0.0	6.49034	12.18871	4.41385	1.0003	0.0	0.0	0.0	0	0.0	0.29806	0.0	0.0	0.0	0.0	0.32298	0.12156
s__Asaccharobacter_celatus	0	0.10247	0.09463	0.0521	0.0	0.0	0.0	0.00322	0.0	0.35021	0.13971	0.0	0.0	0.0	0.0	0.0	0.0	0.62239	0.1385	0.53599	0.0	0.0	0.0	0.0	0.0	0.11034	0.06482	0.1171	0	0.0	0.0	0.0	0.0	0.53823	0.15055	0.46709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22583	0.08078	2.25003	0.0	0.0	0.0	0.0	0.0	2.70296	0.80783	3.85292	0.0	0.0	0.0	0.0	0.0	0.14717	0.25622	0.02505	0.0	0.0	0.0	0.0	0.0	0.21041	0.49773	0.71308	0.0	0.0	0.0	0.0	0.0	1.40402	0.81064	1.15163	0.0	0.0	0.0	0.0	0.0	0.49092	1.16375	0.0	0.0	0.0	0.0	0.0	0.00076	0.07982	1.44927	0.31141	0	0.0	0.0	0.0	0.0	0.63081	0.09922	0.17103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22095	0.34055	0.42104	0.0	0.0	0.0	0.0	0.0	0.38996	0.23275	0.05121	0.0	0.0	0.0	1.15982	1.05884	1.87859	0.0	0.0	0.0	0.0	0.0	0.08714	0.07042	0.2802	0.0	0.00029	0.0	0.00015	0.99982	0.9256	0.8449	0.0	0.0	0.0	0.0	0.21327	0.39828	0.44258	0.0	0.0	0.0	0.0	0.0	0.87432	1.06712	1.46782	0.0	0.0	0.0	0.0	0.84646	0.10384	0.65235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.32475	0.0	0.0	0.0	0.00059	0.0849	0.0	0.0	0.0	0.0	0.0	0.0	0.01036	0.00045	0.0	0.0	0.0	0.0	0.0	0.78245	0.29274	1.44727	0.0	0.0	0.0	0.0	0.18575	0.72642	0.49341	0.0	0.0	0.0	0.0	0.49423	0.15482	0.54082	0.0	0.0	0.0	0.0	0.0	0.31483	0.78002	0.0	0.0	0.0	0.0	0.0	0.0207	0.00862	0.13464	0.0	0.0	0.0	0.0	0.0	0.0	0	0.30783	0.14172	0	0.0	0.0	0.11818	0.0	0.11567	0.02566	0.49011	0.16035	0.0	0.03102	0.1442	0	0.08617	0.14112	0.0	0.04126	0.07492	0.03615	0.11417	0.04434
s__Roseburia_inulinivorans	0	0.09119	0.0	1.18081	0.0	0.0	0.0	0.0	0.0	0.25658	0.28151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6903	0	0.0	0.0	0.0	0.0	0.0	0.01744	0.20976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10029	0.1494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00873	0.42915	0.0	0.0	0.0	0.0	0.0	0.0	0.05303	0.02216	0.24456	0.0	0.0	0.0	0.0	0.0	1.14743	0.0	0.73761	0.0	0.0	0.0	0.0	0.0	0.15843	0.51347	0.09648	0.0	0.0	0.0	0.0	0.0	1.28262	0.62415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09784	0.01418	0	0.0	0.0	0.0	0.0	0.0682	1.41426	0.0	0.0	0.0	0.0	0.0	0.0	0.10587	0.0	0.1168	0.0	0.0	0.0	0.0	0.0	0.0	3.09498	0.29154	0.0	0.0	0.0	0.0	0.0	0.48399	0.1757	0.46806	0.0	0.0	0.0	0.10647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06022	0.03159	0.09911	0.0	0.0	0.0	0.0	0.0	0.0	0.00685	0.0	0.0	0.0	0.0	0.09099	0.01165	0.19447	0.0	0.0	0.0	0.0	0.0	2.17464	0.0	0.01328	0.0	0.0	0.0	0.0	0.4864	0.77123	0.03525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2646	0.0	0.0	0.0	0.0	0.1655	0.05579	3.03212	0.0	0.0	0.0	0.0	1.39102	0.26318	0.0	0.0	0.0	0.0	0.0	0.02811	0.13602	0.14875	0.0	0.0	0.0	0.0	0.0	0.06733	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.05486	0.14327	0.0	0.0	0.0	0.0	0.29029	0.83448	0	0.18434	1.8172	0	0.0	0.0	0.0	0.0	0.0	0.16551	0.0	0.04748	0.0	0.55608	0.67243	0	0.53695	1.08275	0.3555	0.08175	0.10993	0.68917	0.0	0.11162
s__Alistipes_shahii	0	0.09069	0.07559	0.10241	0.0	0.0	0.0	0.0	0.0	0.52221	0.1098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51922	0.93249	1.22581	0	0.0	0.0	0.0	0.0	0.63149	0.14484	0.10811	0.0	0.0	0.0	0.0	0.0	0.41398	0.0	0.73017	0.0	0.0	0.0	0.0	0.12677	0.19211	0.21161	0.0	0.0	0.0	0.0	0.0	0.32588	0.09872	0.0	0.0	0.0	0.0	0.0	0.0	0.05999	0.06285	0.03268	0.0	0.0	0.0	0.0	0.0	0.81667	0.05044	0.55397	0.0	0.0	0.0	0.0	0.0	0.12	0.24095	0.11031	0.0	0.0	0.0	0.0	0.0	2.06421	1.52677	1.43975	0.0	0.0	0.0	0.0	0.0	0.4003	0.7416	0.0	0.0	0.0	0.0	0.0	0.0	1.08545	1.01236	1.23179	0	0.0	0.0	0.0	0.0	0.32882	0.84397	1.19228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25806	0.06033	0.03196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86135	0.46539	0.32077	0.0	0.0	0.0	0.0	0.0	0.13008	0.15025	0.15451	0.0	0.0	0.0	0.0	0.33494	0.4879	0.55178	0.0	0.0	0.0	0.0	0.00225	0.00335	0.00387	0.0	0.0	0.0	0.0	0.0	0.61135	0.0	0.39997	0.0	0.0	0.0	0.0	0.16519	0.21808	0.07458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05895	0.01926	0.0	0.0	0.0	0.0	0.56606	0.0	0.0	0.0	0.0	0.0	0.0	0.82064	0.48786	0.34238	0.0	0.0	0.0	0.0	1.33968	1.19258	2.24682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24902	0.03966	0.12865	0.0	0.0	0.0	0.0	0.0	0.01313	0.01297	0.0	0.0	0.0	0.0	0.0	0.03684	0.01205	0.01648	0.0	0.0	0.0	0.0	1.13341	1.48182	0	0.52332	0.08182	0	0.0	0.0	0.0	0.0	0.71245	0.17906	0.22829	0.09125	0.0	0.0	0.0	0	0.6508	0.44761	1.22783	0.88339	0.0	0.0	0.00036	0.0025
s__Bacteroides_cellulosilyticus	0	0.07988	0.16736	0.07997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.64725	3.60296	0.44826	0.0	0.0	0.0	0.0	0.0	1.86319	0.14849	0.05713	0	0.0	0.0	0.0	0.0	0.90852	0.86577	0.29656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2701	3.63501	0.76756	0.0	0.0	0.0	0.0	0.0	0.24549	0.0	0.09003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70216	0.22904	0.91815	0.0	0.0	0.0	0.0	0.0	1.10755	2.30155	3.02425	0.0	0.0	0.0	0.38954	0.32524	2.02315	0.0	0.0	0.0	0.0	0.0	5.93394	3.36647	1.74687	0.0	0.0	0.0	0.00383	0.0	0.01323	0.01696	0.0	0.0	0.0	0.0	2.46556	1.86789	2.04445	0.06318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13278	1.05307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	1.4332	1.26174	2.82212	0.0	0.0	0.0	1.28534	2.50374	0.20563	0.094	0.0	0.0	0.0	0.0	0.0	0.2002	1.06697	0.56465	0.0	0.0	0.0	0.0	16.84771	10.35054	0	0.09607	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Muribaculum_intestinale	0	0.06482	0.50393	0.25614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_leptum	0	0.06066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07065	0.0848	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.01907	0.18096	0.0	0.0	0.0	0.0	0.0	0.0	0.05658	0.03922	0	0.0	0.0	0.0	0.0	0.0089	0.11348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01855	0.0	0.0	0.0	0.0	0.0	0.04347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03849	0.17528	0.07128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	1.27424	0.10574	0.05288	0.0	0.0	0.0	0.0	0.0	0.0	0.02007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06077	0.02341	0	0.0	0.0	0.0	0.0	0.03126	0.01192	0.08661	0.0	0.0	0.0	0.0	0.0	0.1152	0.05578	0.0	0.0	0.0	0.0	0.0	0.0	0.12339	0.0108	0.03508	0.0	0.0	0.0	0.0	0.0	0.02278	0.01905	0.01553	0.0	0.0	0.0	0.00984	0.00102	0.12385	0.0	0.0	0.0	0.0	0.0	0.0	0.00487	0.00278	0.0	0.0	0.0	0.0	0.02541	0.43622	0.01666	0.0	0.0	0.0	0.0	0.00578	0.01926	0.01792	0.0	0.0	0.0	0.0	0.0	0.03769	0.0	0.08951	0.0	0.0	0.0	0.0	0.00203	0.03271	0.04737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10513	0.13318	0.0	0.0	0.0	0.0	0.0	0.0	0.51046	0.0	0.0	0.0	0.0	0.01323	0.74639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60644	0.08868	0.03099	0.0	0.0	0.0	0.0	0.08609	0.00795	0.0	0.0	0.0	0.0	0.0	0.0	0.12995	0.58175	0.0	0.0	0.0	0.0	0.0	0.05304	0.0	0.02983	0.0	0.0	0.0	0.0	0.25055	0.29913	0	0.07256	0.00766	0	0.07162	0.45309	0.91439	0.0	0.0	0.0	0.02158	0.12106	0.0	0.0801	0.1497	0	0.04399	0.00205	0.08249	0.02004	0.04379	0.00244	0.02715	0.03851
s__Bilophila_wadsworthia	0	0.05956	0.0618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18181	0.0	0.01149	0.0	0.0	0.00372	0.0	0.19185	0.41747	0.11014	0.0	0.0	0.0	0.0	0.0	0.0	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.04154	0.09286	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.01963	0.0	0.0	0.0	0.0	0.0	0.1025	0.05687	0.0	0.0	0.0	0.0	0.0	0.0	0.02612	0.03407	0.01601	0.0	0.0	0.0	0.0	0.0	0.04211	0.12118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.09812	0.03087	0.08012	0.0	0.0	0.0	0.0	0.0	0.11303	0.00543	0.0	0.0	0.0	0.0	0.0	0.0	0.01864	0.00426	0.00047	0.0	0.0	0.0	0.0	0.0	0.06855	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05385	0.17154	0.13645	0.0	0.0	0.0	0.0	0.0032	0.00665	0.0	0.0	0.0	0.0	0.0	0.22092	0.0	0.02676	0.0	0.05254	0.06057	0.0	0.0	0.02816	0.0	0.03008	0.0572	0.09867	0.06221	0.0	0.0	0.02492	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27206	0.0	0.0	0.0	0.13262	0.07237	0.03592	0.0	0.0482	0.00608	0.0	0.0	0.0	0.0	0.05265	0.04316	0.10797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.05148	0.0	0.0	0.0	0.0	0.0	0.01945	0.0	0.02398	0.0	0.0	0.0	0.0	0.03363	0.1546	0	0.0	0.00501	0	0.0	0.0	0.09192	0.0	0.04806	0.05056	0.0	0.0	0.0	0.09264	0.04946	0	0.03034	0.00611	0.06134	0.01777	0.14678	0.0726	0.05403	0.0208
s__Bacteroides_xylanisolvens	0	0.0576	0.04984	0.13986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20659	3.29202	1.15667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.00234	0.06974	0.00188	0.0	0.0	0.0	0.0	0.0	5.60995	0.57403	11.35746	0.26314	0.43327	0.00282	0.0	0.25678	0.04559	0.49718	0.0	0.0	0.0	0.0	0.0	5.71457	0.16454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1408	0.0	0.28792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0826	1.67921	0.00096	0.0	0.0	0.0	0.0	0.0	0.04563	0.00774	0.0	0	0.0	0.0	0.0	0.0	0.0795	0.05493	0.05295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40336	0.56364	0.00137	0.0	0.0	0.0	0.0	0.00316	0.22168	0.0533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02176	0.0437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74629	1.02582	1.77066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29415	4.07395	3.85321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.14972	0.08218	1.18391	0.0	0.0	0.0	0.0	0.0	0.0	0	0.04445	0.1469	0	0.35453	1.0813	2.63343	0.0	0.11719	1.12017	0.10579	0.25761	0.0	0.53843	0.32835	0	0.74335	3.03613	0.12571	0.0698	0.31282	0.25641	1.69064	1.03665
s__Adlercreutzia_equolifaciens	0	0.05287	0.04096	0.02355	0.0	0.0	0.0	0.00159	0.0	0.14215	0.04434	0.0	0.0	0.0	0.0	0.0	0.0	0.26426	0.06125	0.2436	0.0	0.0	0.0	0.0	0.0	0.0481	0.01024	0.04109	0	0.0	0.0	0.0	0.0	0.21893	0.06821	0.17391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06045	0.01933	0.46273	0.0	0.0	0.0	0.0	0.0	0.96374	0.29054	1.30189	0.0	0.0	0.0	0.0	0.0	0.12757	0.18203	0.02602	0.0	0.0	0.0	0.0	0.0	0.10783	0.25344	0.30575	0.0	0.0	0.0	0.0	0.0	0.50947	0.32003	0.4356	0.0	0.0	0.0	0.0	0.0	0.14419	0.28756	0.0	0.0	0.0	0.0	0.0	0.00052	0.02743	0.51216	0.11518	0	0.0	0.0	0.0	0.0	0.22822	0.02678	0.07279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11734	0.18175	0.18037	0.0	0.0	0.0	0.0	0.0	0.16454	0.09038	0.01714	0.0	0.0	0.0	0.52495	0.39891	1.03148	0.0	0.0	0.0	0.0	0.0	0.0254	0.02051	0.10399	0.0	0.0	0.0	0.0	0.27057	0.27718	0.25276	0.0	0.0	0.0	0.0	0.22536	0.39229	0.45764	0.0	0.0	0.0	0.0	0.0	0.34741	0.41097	0.59838	0.0	0.0	0.0	0.0	0.28934	0.04857	0.28259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30244	0.0	0.0	0.0	0.00044	0.03368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31672	0.12635	0.5544	0.0	0.0	0.0	0.0	0.04506	0.19675	0.14446	0.0	0.0	0.0	0.0	0.24759	0.09391	0.27988	0.0	0.0	0.0	0.0	0.0	0.09942	0.2542	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.04017	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0842	0.06167	0	0.0	0.0	0.07625	0.0	0.11862	0.0	0.17776	0.06146	0.0	0.01183	0.05081	0	0.04386	0.0893	0.0	0.0462	0.07947	0.03088	0.02472	0.00594
s__Ruthenibacterium_lactatiformans	0	0.05069	0.01575	0.10115	0.0	0.0	0.0	0.0	0.0	1.09091	0.4047	0.0	0.0	0.0	0.0	0.0	0.0	0.15815	0.16304	0.24256	0.0	0.0	0.0	0.0	0.0	0.15405	0.04799	0.06526	0	0.0	0.0	0.0	0.0	0.11682	0.08115	0.05443	0.0	0.0	0.0	0.0	0.0	0.04888	0.65546	0.11807	0.0	0.15878	5.62732	0.0	0.50843	0.03246	0.02336	0.0	0.0	0.0	0.0	0.0	0.14348	0.03965	0.0	0.0	0.0	0.0	0.0	0.0	0.38069	0.03328	0.5242	0.0	0.0	0.0	0.0	0.0	0.02386	0.03568	0.02604	0.0	0.0	0.0	0.0	0.0	0.18898	1.17429	0.19322	0.0	0.0	0.0	0.0	0.0	0.38064	0.23138	0.55989	0.0	0.12248	1.72122	1.89659	4.31879	0.02353	0.22489	0.0	0.0	0.0	0.0	0.0	0.0	0.04116	1.85023	0.10184	0	0.0	0.0	0.0	0.0	0.49706	0.05091	0.18318	0.0	0.0	0.0	0.0	0.0	0.12259	0.3234	0.00074	0.0	0.0	0.0	0.0	0.0	0.28971	0.18427	0.10483	0.0	0.0	0.0	0.0	0.0	0.26756	0.15558	0.22666	0.0	0.0	0.0	0.89607	0.17022	1.10936	0.0	0.0	0.0	0.0	0.0	0.02197	0.01824	0.0295	0.0	0.0	0.0	0.0	1.45401	0.30252	0.21496	0.0	0.0	0.0	0.0	1.2328	0.4976	0.8154	0.0	0.0	0.0	0.0	0.0	0.31617	0.6836	0.69314	0.0	0.01652	0.2268	0.06056	0.31906	0.58935	0.38382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05605	0.65283	0.0	0.0	0.0	0.0	0.26754	0.0	0.18039	0.0	0.08114	0.33814	0.61767	0.18312	0.21577	0.2247	0.0	0.0	0.0	0.0	0.31374	0.31671	0.04683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23887	0.08388	0.17082	0.0	0.0	0.0	0.0	0.0	0.01949	0.03837	0.0	0.0	0.0	0.0	0.0	0.11558	0.01366	0.09551	0.0	0.0	0.0	0.0	0.14433	0.20366	0	0.06999	0.02613	0	0.20803	0.11766	0.0	0.0	0.01986	0.03266	0.37866	0.1946	0.0	0.06154	0.28638	0	0.07819	0.02079	0.21668	0.21264	0.10999	0.00622	0.2713	0.0596
