clade_name	NCBI_tax_id	MMPD11819740ST	MMPD13674240ST	MMPD13967032ST	MMPD15187820ST	MMPD15249256ST	MMPD15431352ST	MMPD16704201ST	MMPD17122405ST	MMPD17444064ST	MMPD18335439ST	MMPD19218411ST	MMPD19359459ST	MMPD19623701ST	MMPD20413160ST	MMPD21946553ST	MMPD23066988ST	MMPD23212378ST	MMPD24188488ST	MMPD25043039ST	MMPD27078321ST	MMPD27380896ST	MMPD27744413ST	MMPD29762767ST	MMPD29951127ST	MMPD30531062ST	MMPD33788863ST	MMPD33826006ST	MMPD34227989ST	MMPD34845324ST	MMPD36816868ST	MMPD37460080ST	MMPD37940420ST	MMPD39823498ST	MMPD41403504ST	MMPD44276157ST	MMPD44591718ST	MMPD45281271ST	MMPD45969642ST	MMPD47465864ST	MMPD50836218ST	MMPD52850328ST	MMPD54490160ST	MMPD56131850ST	MMPD58315584ST	MMPD59466593ST	MMPD60018995ST	MMPD65722427ST	MMPD69225512ST	MMPD76778172ST	MMPD78206795ST	MMPD79688031ST	MMPD79900020ST	MMPD89180418ST	MMPD91172559ST	MMPD91702294ST	MMPD91893113ST	MMPD93172239ST	MMPD94895988ST	MMPD97202411ST
s__Eubacterium_ramulus	0	0.0	0.00497	0.16169	0.0	0.19522	0.0	1.11951	0.06469	0.0	0.14263	0.0	0.3084	0.0	0.0	0.0	0.1067	0.03555	0.0	0.0	0.0	0.0	0.0	0.0	0.05436	0.10289	0.0	0.11235	0.03997	0.1079	0.29281	0.31928	0.0	0.10453	0.0	0.0	1.08077	0.0	0.2474	0.0	0.0	0.0	0.0	0.01568	0.0	0.07854	0.10201	0.01137	0.0	0.0	0.00866	0.0	0.00814	0.14383	0.03445	0.17322	0.11941	0.0	0.0	0.0
s__Holdemanella_biformis	0	0.0	0.00391	0.0	0.04323	0.03428	0.0	0.0	0.0	0.0	0.03704	0.0	0.19045	0.10335	0.04739	0.0	0.14252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13474	0.0	0.0	0.0	0.0	0.0	0.24404	0.71896	0.0	0.0	1.67498	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09362	0.0	0.0	0.02889	0.0	0.16238	0.24382	0.0	0.0	0.0
s__Lawsonibacter_asaccharolyticus	0	0.0	0.00315	0.03006	0.00793	0.11772	0.25347	0.0671	0.05191	0.09268	0.0	0.00305	0.0	0.39042	0.76676	0.2866	0.00405	0.05127	0.16094	0.05893	1.82233	0.0	0.05305	0.10596	0.06876	0.04903	0.0	0.0	0.02171	0.0	0.03468	0.0	0.0	0.15702	0.14305	0.11834	0.0	0.02666	0.07072	0.02424	0.17679	0.16208	0.0	0.0	0.18616	0.0	0.16627	0.03839	0.03506	0.14387	0.0	0.62139	0.10746	0.0	0.09573	0.0	0.2555	0.04057	0.05074	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	17.35496	5.7088	0.25481	0.0	0.0	5.93632	30.08196	0.0	0.0	0.0	0.0	0.88692	3.47838	0.78519	0.0	2.67419	30.745	0.00395	0.0	0.04367	3.81423	0.0	5.40403	15.95535	8.27706	0.00301	0.11959	0.02275	0.30363	26.89411	0.44206	0.32816	4.22363	0.0	8.78338	0.60648	1.57697	2.42077	9.63588	0.0	1.24867	0.33844	4.18742	0.14285	4.61095	0.05775	1.75253	12.45961	4.5602	0.08945	0.0	2.10685	0.0366	0.0	0.36737	0.08193	1.38237
s__Eubacterium_sp_CAG_180	0	0.0	0.0	11.72336	4.39425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.17517	0.0	0.0	10.99906	0.0	0.0	0.0	12.72105	0.0	14.5266	1.03035	0.0	16.36723	0.87517	0.0	8.8886	0.0	0.0	0.0	0.0	18.0619	1.14529	1.57058	17.67001	0.0	0.0	0.0	0.0	0.0	0.0	1.74176	0.0	0.0	11.70233	0.0	0.0	0.0	14.13991	0.0	0.0	0.0	2.53973	0.0	2.23559	1.31568	2.2522
s__Bacteroides_xylanisolvens	0	0.0	0.0	0.81226	0.0	0.824	0.0	0.01924	0.01813	0.0	0.88843	0.09463	0.0443	0.36343	2.39046	0.0	0.0	0.26709	1.38301	0.0	0.0	0.20116	0.0	0.97994	0.06898	0.36116	0.08004	0.0	0.23296	0.03102	0.424	0.0	0.08762	0.16591	0.0	0.05752	0.00159	0.0	0.34763	0.04414	0.0	0.0	0.0	0.0	0.34515	0.12515	0.0	0.0	0.09173	0.0	0.0	0.0773	1.83685	0.01809	0.0	0.08501	0.374	0.01599	0.0	0.0
s__Ruminococcus_bicirculans	0	0.0	0.0	0.65138	1.66672	0.31036	0.08854	0.0	3.42561	0.23424	4.86685	0.0329	0.0	0.0	0.0	2.54343	2.54562	3.25825	0.0	0.0	0.21221	0.4961	0.0	0.89783	0.0	0.0	1.29956	0.0	0.0	0.44933	0.81105	0.0	0.68836	1.92458	2.81851	1.93599	2.3905	0.20953	1.11638	2.27016	0.0	0.0	0.0	0.0	0.0	0.05101	0.40342	0.39298	3.36684	0.0	0.0	0.0092	0.37811	1.47609	0.42382	0.02869	0.29031	0.62818	0.10347	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.0	0.63255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36718	0.0	0.0	0.17929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacillus_cateniformis	0	0.0	0.0	0.61411	0.13327	0.0	0.0	0.0	0.04673	0.0	0.0	0.12081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1055	0.0	0.0	0.11109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0	0.0	0.0	0.40775	0.0	0.0455	0.593	0.02493	0.05803	0.28013	0.0	0.0	0.0	0.30177	0.3936	0.53388	0.0	0.03472	0.0	0.30606	0.64699	0.0	0.21512	0.17271	0.7142	3.80024	1.77629	0.0	0.06707	0.36889	0.05614	0.0	0.32319	0.29104	0.12331	0.59975	0.0	0.88133	0.4777	0.82615	0.0297	0.31679	0.0	0.14838	0.30389	0.11252	0.05959	0.1797	0.03777	0.03569	0.33033	2.33586	0.0	0.0	0.80141	0.06095	0.0	0.01503	0.22211	0.0
s__Bifidobacterium_bifidum	0	0.0	0.0	0.32426	1.96351	0.0	0.0	0.0	0.232	0.0	0.0	0.56125	0.0	0.0	0.0	0.0	0.0	0.83361	0.0	0.91824	0.0	0.0	0.0	0.11482	0.0	0.0	0.0	2.23525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	1.29668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50793	0.0	0.56558	0.0	0.0	0.0	0.0	0.0	1.84403	0.0
s__Candidatus_Gastranaerophilales_bacterium	0	0.0	0.0	0.16909	0.0	0.0	0.0	0.0	0.10623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Asaccharobacter_celatus	0	0.0	0.0	0.1591	0.05933	0.0	0.44044	0.0	0.00791	0.49411	0.0	0.17075	0.02278	0.0	0.03882	0.2148	0.07159	0.02851	0.0	0.19246	0.0	0.0	0.07381	0.0	0.0	0.0	0.0	0.06733	0.0	0.0	0.23948	0.0	0.0	0.36975	0.0	0.05102	3.92533	0.0	0.13718	0.1799	0.0	0.0	0.0	0.06555	0.02382	0.0747	0.05923	0.0	0.31233	0.03202	0.0	0.0	0.12102	0.0	0.0	0.0	0.50519	0.0	0.0	0.0
s__Eisenbergiella_tayi	0	0.0	0.0	0.14847	0.09094	0.0	0.0	0.0	0.0	0.01998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02701	0.0	0.0	0.0	0.15665	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36475	0.0	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Adlercreutzia_equolifaciens	0	0.0	0.0	0.06339	0.0	0.0	0.55729	0.0	0.00725	0.16525	0.0	0.11071	0.0	0.0	0.0	0.25136	0.0258	0.02349	0.0	0.06585	0.0	0.0	0.02741	0.0	0.0	0.0	0.0	0.01771	0.0	0.0	0.03666	0.0	0.0	0.08131	0.0	0.00917	0.8929	0.0	0.04403	0.02686	0.0	0.0	0.0	0.0	0.0091	0.0	0.0	0.0	0.08611	0.01472	0.0	0.0	0.06324	0.0	0.0	0.0	0.14604	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0605	0.0	0.01403	0.0	0.0	0.0	0.0	0.0	3.37923	0.16469	0.0	0.0	0.0	0.0	0.2913	0.0	0.0	0.0	0.0	0.0	0.0	0.01246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08949	0.0	0.0	0.0	0.34706	0.0	0.0	0.0	0.0	0.0	0.0	0.39674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.16394	0.0
s__Ruminococcaceae_bacterium_D5	0	0.0	0.0	0.05104	0.0	0.0	0.0	0.0	0.03592	0.0501	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.1498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434	0.0	0.0	0.0	0.0	0.0	0.02118	0.0296	0.0	0.0	0.0	0.0	0.0	0.03858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.0	0.0	0.04747	0.0	0.0	0.0	0.0	0.06808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24794	0.0	0.0	0.0	0.0	0.0	0.21205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bilophila_wadsworthia	0	0.0	0.0	0.04439	0.02866	0.38645	0.0967	0.0	0.1194	0.0	0.07202	0.03327	0.0	0.0	0.50069	0.01969	0.00061	0.0	0.0	0.16006	0.0	0.0	0.26355	0.04161	0.0	0.10706	0.0	0.0	0.06215	0.0	0.01321	0.0	0.13382	0.21175	0.01713	0.0	0.0	0.0	0.0	0.01137	0.11868	0.06639	0.0	0.0	0.21419	0.0	0.04234	0.08577	0.0205	0.1047	0.01022	0.20141	0.0	0.0	0.09642	0.0	0.101	0.00491	0.0	0.0
s__Holdemania_filiformis	0	0.0	0.0	0.0358	0.0	0.02489	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.03436	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Intestinimonas_butyriciproducens	0	0.0	0.0	0.01933	0.0	0.03489	0.1066	0.0	0.02347	0.0	0.0	0.0	0.0	0.0	0.09222	0.29531	0.0	0.0	0.0	0.33282	0.0	0.0	0.0	0.61065	0.0	0.05558	0.31392	0.0	0.00475	0.0	0.0	0.0	0.0	0.0	0.0	0.03069	0.0	0.0	0.0	0.0	0.0	0.04714	0.0	0.0	0.0	0.0	0.03653	0.0	0.25913	0.15211	0.00342	0.16786	0.0	0.0	0.0	0.12195	0.06134	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.0	0.0	0.01876	0.00412	0.0	0.12157	0.0	0.0	0.07735	0.0	0.07772	0.0	0.0	0.0	0.0	0.02366	0.0	0.05363	0.01764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.05	0.0	0.0	0.0	0.0	0.0	2.14298	0.0	0.0	0.0	0.0	0.27806	0.0	0.0	0.0	0.0	0.00819	0.1166	0.08208	0.0	0.0	0.71952	0.01066	0.0	0.0	0.0	0.01666	0.0	0.0	0.03557
s__Parvimonas_micra	0	0.0	0.0	0.01771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_274	0	0.0	0.0	0.01574	0.0	0.61031	0.0	0.0	0.21963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15546	0.14728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaeromassilibacillus_sp_An250	0	0.0	0.0	0.01543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01409	0.0	0.01223	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01896	0.0	0.0	0.01055	0.0	0.0	0.0718	0.0	0.0	0.45859	0.0	0.05907	0.0	0.07372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07213	0.0	0.0	0.08171	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_sp_An100	0	0.0	0.0	0.01457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.16725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10336	0.0	0.26665	0.02081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_massiliensis	0	0.0	0.0	0.00759	0.0	0.00262	0.00782	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05179	0.0	0.0	1.39921	0.0	0.0	0.0	0.0	0.0	0.01038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04193	0.0	0.0	0.0	0.13489	0.05212
s__Anaerotruncus_colihominis	0	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06909	0.0	0.0	0.0	0.0	0.0	0.24339	0.0	0.0	0.0	0.0	0.17149	0.0	0.0	0.0	0.0	0.07339	0.0	0.0	0.0	0.0	0.00955	0.0	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.0	0.0	0.0053	0.0	0.0	0.0	0.0	0.02751	0.0	0.0	0.0	0.05832	0.63637	0.0	0.0	0.05425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.03411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15928	0.0	0.0	0.34138	0.0	0.0	0.0
s__Gemella_morbillorum	0	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.0	0.00295	0.0	0.0032	0.02336	0.0	0.00359	0.00619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01307	0.0	0.0	0.0	0.02699	0.0
s__Streptococcus_milleri	0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Harryflintia_acetispora	0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Atopobium_rimae	0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34501	0.0	0.0	0.0	0.0	0.0	0.0	0.20117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterorhabdus_caecimuris	0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.0	11.10851	0.46628	0.10561	0.0	0.09621	0.83376	0.0	0.0	0.0	0.0	0.0	0.0	0.01616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07263	0.0	0.0	0.04663	0.06445	0.0	0.02661	0.0	0.0	0.0	0.0	0.07566	0.0	0.0	0.0	3.06774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18196	0.26274	1.22137	0.0	0.0	0.0	0.42775
s__Bifidobacterium_adolescentis	0	0.0	0.0	0.0	8.31548	0.32348	0.03106	0.02391	0.98574	4.66699	0.61611	11.54066	5.87863	0.83456	0.95881	0.0	0.05006	10.72683	0.0	11.65991	0.0	1.08785	0.00756	0.0	0.60421	0.0	0.3895	13.64282	0.34901	2.55828	1.23263	0.0	2.03992	0.0	2.49619	0.22918	6.2668	0.0	2.0136	0.22187	8.10448	0.00734	1.23836	0.98954	0.42758	0.47118	6.06537	0.0	0.02589	0.0	9.58356	0.0	20.91038	0.27056	7.34677	0.74604	0.15007	0.62856	10.5615	15.4216
s__Lactobacillus_salivarius	0	0.0	0.0	0.0	5.3913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0	0.0	0.0	0.0	1.76739	0.48663	0.0	0.0	0.5664	0.0	0.06363	0.0	0.0	0.0	0.02961	0.9515	0.0	0.11378	0.0	0.0	0.0	0.0	0.99461	0.21628	0.4991	0.0	3.28473	4.14093	2.84895	0.0	0.0	0.0	1.09344	0.0	2.13233	0.0	0.0	0.0	0.37225	0.12875	0.0	0.0	0.0	0.0	0.0	0.0	0.0546	0.0	0.0	0.5747	0.05038	1.56927	0.0	0.0237	0.0	3.21463	0.0	0.0	0.0	0.72556
s__Coprobacter_fastidiosus	0	0.0	0.0	0.0	1.28446	0.09934	0.0	0.20323	0.0	0.0	0.0	0.0	0.0	0.5894	0.29985	0.0	0.07873	0.0	0.0	0.0	0.24956	0.0	0.34807	0.03128	0.0	0.0	0.02644	0.04509	0.26855	0.0	0.0	0.0	0.0389	0.02204	0.01509	0.0	0.0	0.0	0.0	0.12586	0.52999	2.35635	0.0	0.16375	0.26789	0.0	0.13376	2.06571	0.52672	0.22999	0.0	0.11297	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0
s__Bifidobacterium_scardovii	0	0.0	0.0	0.0	0.64816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_anginosus_group	0	0.0	0.0	0.0	0.61047	0.0	0.0	0.0	0.0	0.0	0.0	0.06069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54924	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_longum	0	0.0	0.0	0.0	0.53485	0.0365	1.37541	0.0	0.27903	1.08975	0.15616	2.78438	3.67087	0.2665	0.85155	0.38724	0.0	0.20311	0.16957	3.79476	0.03378	0.0	13.44437	0.44656	0.0	0.3857	0.66443	3.04711	0.76192	0.09807	0.39524	1.77994	1.15856	0.35364	0.40928	0.0	0.24564	0.28534	3.42976	0.09587	1.59004	0.0	2.3853	0.0	0.13375	0.0	1.6231	0.0	0.0	0.0	1.53209	0.2317	0.81855	0.0138	1.51845	0.0905	0.22972	0.25535	1.0208	2.03553
s__Lactobacillus_paragasseri	0	0.0	0.0	0.0	0.51187	0.0	0.0	0.0	0.0	0.0	0.0	0.00762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_gasseri	0	0.0	0.0	0.0	0.36341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parascardovia_denticolens	0	0.0	0.0	0.0	0.3259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_oris	0	0.0	0.0	0.0	0.29796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_gastricus	0	0.0	0.0	0.0	0.26214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
