clade_name	NCBI_tax_id	Ahn.Mel01	Ahn.Mel04	Ahn.Mel07	Ahn.Mel10	Ahn.Mel13	Ahn.Mel16	Ahn.Mel19	Ahn.Mel22	Ahn.Mel25	Ahn.Mel26	Ahn.Mel27	Ahn.Mel28	Ahn.Mel29	Ahn.Mel30	Ahn.Mel31	Ahn.Mel32	Ahn.Mel34	Ahn.Mel35	Ahn.Mel37	Ahn.Mel38	Ahn.Mel40	Ahn.Mel42	Ahn.Mel43	Ahn.Mel44	Ahn.Mel45	Ahn.Mel46	Ahn.Mel47
s__Dorea_sp_CAG_317	0	0.0	0.41018	0.0	0.0	0.95908	0.44151	0.0	0.0	0.02506	0.0	0.0	0.11796	0.0	0.24607	0.11453	0.0	0.28253	2.31494	0.0	0.0	0.0	0.0	0.0	0.00087	0.8111	0.0	0.04795
s__Clostridium_clostridioforme	0	0.0	0.34848	0.02932	0.0	0.01603	0.01351	0.0087	0.02568	0.0694	0.0016	0.0	0.12447	0.0	0.12521	0.0	0.0	0.0	0.09165	0.0	0.0	0.0	0.0	0.09237	0.0	0.01071	0.0	0.53662
s__Bilophila_wadsworthia	0	0.0	0.34289	0.03615	0.0	0.18659	0.0	0.0	0.2166	0.0	0.09746	0.0	0.47645	0.03664	0.21884	0.18849	0.29602	0.0	0.0766	0.0	0.0	0.12009	0.0	0.10708	0.02505	0.19605	0.19209	0.11705
s__Eggerthella_lenta	0	0.0	0.27124	0.09387	0.0	0.0	0.0344	0.15935	0.01604	0.11197	0.08235	0.11907	0.04981	0.02926	0.02755	0.02092	0.0	0.1594	0.02163	0.33582	0.0	0.0	0.0	0.01757	0.0	0.6244	0.06074	0.2128
s__Clostridium_saccharolyticum	0	0.0	0.24972	0.0	0.0	0.0	0.00494	0.06037	0.0	0.00327	0.0	0.00485	0.0	0.0	0.10381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01952	0.0	0.02417	0.0
s__Gordonibacter_pamelaeae	0	0.0	0.18162	0.11683	0.00085	0.00523	0.03517	0.04489	0.13727	0.01217	0.02795	0.03395	0.00676	0.00439	0.00716	0.01133	0.00461	0.05015	0.08507	0.08447	0.0	0.0	0.0	0.00607	0.02475	0.3859	0.03373	0.06991
s__Faecalitalea_cylindroides	0	0.0	0.16027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_58	0	0.0	0.11994	0.02276	0.00688	0.71036	0.38681	0.46297	0.00659	0.56756	0.5795	0.1906	0.62917	0.05824	0.0	0.54384	0.0808	1.34981	0.0	0.0	0.44258	0.03718	0.0	0.06682	0.24648	0.37754	0.01924	0.0
s__Clostridium_symbiosum	0	0.0	0.10406	0.03206	0.0	0.02853	0.28173	0.02518	0.0	0.02841	0.18626	0.00216	0.06444	0.00729	0.22241	0.03281	0.24525	0.00544	0.40586	0.01853	0.0	0.0	0.0	0.07285	0.17379	0.16792	0.0	0.02648
s__Clostridium_asparagiforme	0	0.0	0.09058	0.16567	0.00621	0.0022	0.04066	0.0	0.0	0.0	0.05455	0.01673	0.04002	0.0	0.11398	0.01189	0.06162	0.0	0.0	0.10102	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0
s__Anaerotruncus_colihominis	0	0.0	0.08402	0.02222	0.05792	0.0195	0.07477	0.03578	0.00207	0.01813	0.0	0.00443	0.01047	0.00952	0.0	0.04848	0.0551	0.0	0.0	0.20843	0.0	0.0	0.0	0.0	0.0638	0.0584	0.00864	0.0
s__Firmicutes_bacterium_CAG_94	0	0.0	0.06978	0.05577	0.01591	0.0	0.0	0.00061	0.01695	0.0	0.0	0.29128	0.0	0.2791	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0024	0.0	0.45886	0.02532	0.00069
s__Clostridium_bolteae	0	0.0	0.05658	0.60584	0.00291	0.0	0.01024	0.00265	0.01252	0.12487	0.0327	0.0	0.01229	0.00036	0.23544	0.03088	0.0254	0.0	0.18263	0.37609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766
s__Streptococcus_parasanguinis	0	0.0	0.05064	0.03709	0.07674	0.45558	0.00081	0.00685	0.0	0.03413	0.00479	0.0	0.00239	0.01405	0.21596	0.00041	0.65349	0.10207	0.02563	0.0	0.0	0.0	0.06967	0.00252	0.0	0.05423	0.01888	0.0
s__Firmicutes_bacterium_CAG_145	0	0.0	0.04625	0.9543	0.0	0.0	0.19721	0.0	0.00159	0.14824	0.00086	0.0	0.0	0.35359	0.0	0.03367	0.0	0.0	0.0	1.62048	0.0	0.0	0.0	0.00964	0.0	0.0	0.0	0.32579
s__Streptococcus_salivarius	0	0.0	0.04211	0.11892	0.06188	0.06313	0.0	0.01574	0.0	0.0859	0.01299	0.0	0.0	0.0	0.6783	0.00517	0.56577	0.09539	0.00619	0.02028	0.02822	0.01575	0.11749	0.01603	0.01944	0.02092	0.05369	0.0
s__Paraprevotella_clara	0	0.0	0.03981	0.0	0.01497	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.03806	0.0	0.00476	0.17117	0.18418	0.0	0.26007	0.0	0.0	0.01438	0.0	0.0	0.0	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63666	0.09584	0.0
s__Clostridium_innocuum	0	0.0	0.03679	0.45884	0.0	0.02448	0.01319	0.01849	0.01338	0.0101	0.04512	0.0	0.0	0.01516	0.04058	0.0	0.0	0.01381	0.18633	0.10341	0.0	0.0	0.00773	0.12802	0.00341	0.09925	0.0	0.50312
s__Clostridium_aldenense	0	0.0	0.03322	0.00198	0.05529	0.0	0.0	0.0	0.0	0.00352	0.0	0.01991	0.0	0.0	0.0	0.0	0.01456	0.0	0.01848	0.00776	0.0	0.0	0.0	0.00137	0.00105	0.0	0.0	0.00881
s__Citrobacter_freundii	0	0.0	0.03099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_ventriosum	0	0.0	0.02931	0.0	0.0	0.13147	0.0	0.12438	0.0	0.09258	0.11128	0.0	0.0	0.02284	0.0	0.19447	0.08813	0.0	0.0	0.0	0.07096	0.08089	0.0	0.00844	0.21297	0.0	0.10494	0.0
s__Eisenbergiella_tayi	0	0.0	0.02803	0.02081	0.0	0.00374	0.0	0.0	0.00436	0.01777	0.0	0.0	0.04151	0.0098	0.0	0.0	0.0	0.0	0.01146	0.0	0.0	0.0	0.0	0.06133	0.00084	1.47907	0.00309	0.43628
s__Pseudoflavonifractor_sp_An184	0	0.0	0.02799	0.03388	0.00398	0.0	0.0	0.0	0.0	0.0	0.0	0.07782	0.0	0.0	0.0	0.0	0.0	0.0	0.01391	0.08282	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0
s__Citrobacter_youngae	0	0.0	0.02315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_sp_An10	0	0.0	0.01703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00213	0.0
s__Erysipelatoclostridium_ramosum	0	0.0	0.01577	0.20868	0.0	0.0	0.00227	0.00175	0.01957	0.01694	0.03271	0.62111	0.00636	0.0	0.0	0.0	0.0	0.0	0.15542	2.04587	0.0	0.0	0.0	0.41088	0.01216	0.94374	0.0	0.0
s__Clostridium_spiroforme	0	0.0	0.01538	0.0	0.0	0.07207	0.0	0.01702	0.0	0.00695	0.06603	0.0	0.0	0.02389	0.0	0.0	0.0	0.05937	0.21147	0.0	0.0	0.0	0.0	0.0	0.02484	0.03014	0.0	0.0
s__Clostridium_scindens	0	0.0	0.01488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00504	0.01004	0.03009	0.0	0.06697	0.0	0.0	0.0	0.0	0.03991	0.0	0.0	0.0	0.00386	0.0	0.00636	0.0	0.00151
s__Ruminococcaceae_bacterium_D5	0	0.0	0.01055	0.0	0.0	0.0	0.00988	0.0	0.01009	0.01199	0.0	0.0	0.0	0.1265	0.0	0.0	0.03817	0.0	0.0	0.0	0.0	0.03231	0.0	0.00415	0.0075	0.14984	0.1417	0.37391
s__Blautia_producta	0	0.0	0.00958	0.00254	0.0	0.0	0.0	0.0	0.00679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20504	0.0	0.0	0.0	0.0	0.0	0.12912	0.0	0.11107
s__Blautia_hydrogenotrophica	0	0.0	0.0088	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00737	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.0	0.00836	0.18414	0.0	0.00841	0.0	0.0	0.0	0.04181	0.0	0.01092	0.00716	0.0	0.0087	0.0	0.00716	0.0	0.0	0.0	0.0	0.0	0.0	0.0034	0.00914	0.09167	0.0	0.03416
s__Blautia_wexlerae	0	0.0	0.00772	0.03185	0.0305	0.15748	0.16299	0.03919	0.00065	0.4175	0.0828	0.02128	0.0589	0.01127	0.10796	0.01432	0.02	1.34394	0.0	0.0	0.0	0.0	0.04666	0.0	0.01476	0.0	0.10254	0.0086
s__Coprobacillus_cateniformis	0	0.0	0.00696	0.0	0.0	0.0	0.0	0.09298	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eisenbergiella_massiliensis	0	0.0	0.00355	0.02346	0.0	0.00698	0.09883	0.00689	0.03922	0.03317	0.00307	0.00483	0.0	0.0034	0.05546	0.01378	0.00857	0.0	0.01208	1.0405	0.0	0.0	0.0	0.00905	0.0	0.82841	0.0	0.0
s__Klebsiella_michiganensis	0	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gordonii	0	0.0	0.00303	0.0	0.00633	0.00448	0.0	0.0	0.0	0.00323	0.0	0.0	0.0	0.0	0.02453	0.0	0.44354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01519	0.0	0.0
s__Enterorhabdus_caecimuris	0	0.0	0.00213	0.00066	0.0	0.00172	0.00149	0.00177	0.00301	0.0	0.00859	0.01401	0.0	0.0	0.0	0.0	0.0	0.00261	0.07785	0.0	0.0	0.0	0.0	0.0	0.0	0.03085	0.00239	0.0
s__Lachnoclostridium_sp_An131	0	0.0	0.00075	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01456	0.0	0.0
s__Bifidobacterium_dentium	0	0.0	0.0004	0.0	0.08056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00742	0.02851	0.06214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_181	0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.00824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.0	0.0	4.19678	0.00184	0.10852	0.0	0.06665	0.0	0.0	0.96981	0.0	0.0	0.0	0.0	0.0	0.08605	0.0	0.0	0.0	0.0	0.0	0.0	0.01218	0.01543	0.0	0.0	0.0
s__Clostridium_sp_CAG_299	0	0.0	0.0	1.37486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.0	0.0	1.16658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enorma_massiliensis	0	0.0	0.0	0.82492	0.0	0.00071	0.0	0.0	0.00873	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.00331	0.0	0.03151	0.0	0.0	0.00355	0.00474	0.0	0.0	0.0	0.0
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.5072	0.12344	0.0	0.0	0.0	0.0	0.0	0.0	0.24619	0.0	0.0	0.0	0.0	0.42235	0.0	0.0	0.0	0.0	0.0	0.0	0.07052	0.0	0.0	0.54503	0.0
s__Bacteroides_fragilis	0	0.0	0.0	0.40866	0.0	0.79831	0.01015	2.80243	0.00877	0.0	0.0	0.0	5.54244	0.15139	0.71653	0.0	0.0	0.28429	0.0	0.0	0.0	0.0	0.16914	0.0	0.0	3.58593	0.0	1.17102
s__Phascolarctobacterium_sp_CAG_266	0	0.0	0.0	0.33538	1.6729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	0.17042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_disiens	0	0.0	0.0	0.14735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0	0.0	0.0	0.11167	0.0	0.0	0.0	0.00603	0.0	0.14054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06401	0.02506	0.0	0.0	0.0	0.0	0.0	0.04114	0.0	0.09369	0.0
s__Alistipes_inops	0	0.0	0.0	0.08672	0.23447	0.0	0.0	0.0	0.0	0.0	0.0	0.1439	0.0	0.08998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sellimonas_intestinalis	0	0.0	0.0	0.0777	0.0	0.0	0.02741	0.0	0.0	0.0	0.0	0.04639	0.09025	0.0	0.0	0.0	0.0	0.0	0.0	1.19302	0.0	0.0	0.00042	0.0	0.0	0.00144	0.0	0.0
s__Oxalobacter_formigenes	0	0.0	0.0	0.06366	0.0	0.0	0.0	0.0	0.09876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04707	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0
s__Tyzzerella_nexilis	0	0.0	0.0	0.03753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.00052	0.09091	0.0	0.0	0.0	0.0	0.0	0.03674	0.0	0.0
s__Clostridiales_bacterium_1_7_47FAA	0	0.0	0.0	0.01502	0.0	0.0	0.00591	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.06689	0.02598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0
s__Streptococcus_thermophilus	0	0.0	0.0	0.01373	0.0274	0.0	0.0	0.0	0.0	0.23601	0.0	0.0	0.0	0.03655	0.02329	0.00842	0.0	0.02407	0.00634	0.0	0.08443	0.48048	0.02698	0.0	0.0	0.0	0.04724	0.00056
s__Collinsella_massiliensis	0	0.0	0.0	0.01329	0.0	0.00613	0.0	0.00056	0.02369	0.00117	0.0	0.0	0.0	0.00182	0.00166	0.0	0.0	0.01415	0.0	0.61626	0.00799	0.00719	0.00229	0.0005	0.00088	0.0004	0.0	0.0
s__Lactococcus_lactis	0	0.0	0.0	0.01229	0.0	0.00763	0.0	0.0	0.0	0.0	0.05688	0.0	0.0	0.01136	0.05806	0.0	0.0	0.0	0.0	0.0	0.0	0.46493	0.0	0.0	0.02878	0.0	0.0	0.0
s__Prevotella_timonensis	0	0.0	0.0	0.01085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.00977	0.0	0.0	0.0	0.0	0.08313	0.0	0.0	0.0	0.0	0.03381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.70525	0.0
s__Christensenella_minuta	0	0.0	0.0	0.00949	0.0	0.0	0.0	0.0	0.00493	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.05171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02184	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_salyersiae	0	0.0	0.0	0.00606	0.0392	0.0	0.0	0.0	0.0	0.41707	0.19988	0.0	0.0	0.0	0.0	2.07431	0.0	0.0	0.0	0.95069	0.0	0.09035	0.0	0.0	2.32621	0.0	0.0	1.11692
s__Anaeromassilibacillus_sp_An250	0	0.0	0.0	0.00436	0.02673	0.0	0.0	0.0143	0.09505	0.0	0.0	0.04225	0.00409	0.03745	0.0	0.0	0.0	0.0	0.05193	0.0	0.0	0.0	0.0	0.00557	0.0	0.0	0.06185	0.0
s__Bacteroides_eggerthii	0	0.0	0.0	0.00079	8.31993	0.00135	8.97578	0.00043	0.00094	0.0	0.0	0.0	0.0	0.02291	0.0	0.0	2.04305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00816	0.02259	10.79494	29.82904
s__Parvimonas_micra	0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.0	0.0	0.29699	0.25417	0.0	0.01492	0.0	0.0	0.0	0.0	0.0	0.1242	0.0	0.0	0.17733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.74769	0.01509	0.01029	0.01423
s__Ruminococcus_torques	0	0.0	0.0	0.0	0.17997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.164	1.29935	0.01336	6e-05	0.35621	0.0	1.56143	0.0
s__Clostridium_sp_CAG_167	0	0.0	0.0	0.0	0.15916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12336	0.0	0.0	0.47861	0.0	0.0	0.0	0.0	0.57083	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.0	0.10735	0.06656	0.0	0.0	0.0	0.02821	0.0	0.0	0.0252	0.0	0.00501	0.0	0.00805	0.01205	0.0223	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecalis	0	0.0	0.0	0.0	0.09084	0.70617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Porphyromonas_asaccharolytica	0	0.0	0.0	0.0	0.05859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0
s__Streptococcus_anginosus_group	0	0.0	0.0	0.0	0.05699	0.0361	0.0	0.00971	0.0	0.0	0.0	0.0	0.0	0.0	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_gordonii	0	0.0	0.0	0.0	0.0521	0.0	0.0	0.0	0.0	0.0	0.00645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03276	0.0
s__Lactobacillus_gasseri	0	0.0	0.0	0.0	0.04767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.04251	0.0	0.0	0.0	0.0	0.01574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05865	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bromii	0	0.0	0.0	0.0	0.04017	0.0	2.26618	2.09126	0.00083	0.20167	0.0	0.39751	0.59197	0.70104	0.0	0.0	1.56447	0.0	1.36442	0.0	6.87228	0.0	1.49055	0.16589	1.2364	0.00686	3.93456	0.00103
s__Lactobacillus_paragasseri	0	0.0	0.0	0.0	0.03766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388
s__Veillonella_atypica	0	0.0	0.0	0.0	0.03428	0.01042	0.0	0.0	0.0	0.16675	0.00103	0.0	0.0	0.00414	0.01999	0.0	0.0	0.00575	0.00497	0.0	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0
s__Prevotella_denticola	0	0.0	0.0	0.0	0.01932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_timonensis	0	0.0	0.0	0.0	0.0191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01034	0.0
s__Dialister_invisus	0	0.0	0.0	0.0	0.01472	0.0	0.0	0.09694	0.0	0.0	0.0	0.0	0.07888	0.0	0.0	0.0	0.0	0.0	0.27007	0.0	0.0	0.0	0.31384	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_mutans	0	0.0	0.0	0.0	0.01401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Slackia_isoflavoniconvertens	0	0.0	0.0	0.0	0.01016	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_infantis	0	0.0	0.0	0.0	0.00821	0.0	0.0	0.00477	0.0	0.0	0.0	0.0	0.0	0.0	0.01868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_oris	0	0.0	0.0	0.0	0.0072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.0	0.00352	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01728	0.0	0.03177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01258	0.0	0.0
s__Fusobacterium_nucleatum	0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_infantium	0	0.0	0.0	0.0	0.00217	0.02752	0.0	0.00042	0.0	0.01661	0.0	0.0	0.0	0.0	0.00529	0.0	0.0	0.03234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_PC13	0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.0	0.00171	0.2774	0.0	0.00316	0.0	0.01005	0.08314	0.0	0.0	0.0	0.05296	0.0	0.0	0.28943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_pneumosintes	0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	8.88819	0.00732	0.00183	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotignum_lactatifermentans	0	0.0	0.0	0.0	0.0	0.61378	0.54815	0.0	0.0	0.04285	0.32033	0.0	0.0	0.0	0.0	0.14142	0.12434	0.0	0.0	0.82198	0.0	0.0	0.0	0.0	0.01577	0.11315	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.0	0.0	0.0	0.56538	0.00095	0.36288	0.02813	0.00095	0.0	0.0	0.0	0.05329	0.83583	0.0	0.08144	0.01319	0.0	0.0	0.00529	0.0	0.00601	0.0	0.00059	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.0	0.0	0.26685	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_mortiferum	0	0.0	0.0	0.0	0.0	0.15751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Absiella_dolichum	0	0.0	0.0	0.0	0.0	0.12547	0.0	0.0	0.0	0.0	0.03514	0.0	0.0	0.0	0.02746	0.0	0.0	0.70955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_dolichum_CAG_375	0	0.0	0.0	0.0	0.0	0.12311	0.0	0.0	0.0	0.0	0.03257	0.0	0.0	0.0	0.0258	0.0	0.0	0.76062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_hansenii	0	0.0	0.0	0.0	0.0	0.1074	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.04407	0.0	0.0	0.01754	0.0	0.07629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
