clade_name	NCBI_tax_id	SRR3992955	SRR3992956	SRR3992957	SRR3992958	SRR3992959	SRR3992960	SRR3992961	SRR3992962	SRR3992963	SRR3992964	SRR3992965	SRR3992966	SRR3992967	SRR3992968	SRR3992969	SRR3992970	SRR3992971	SRR3992972	SRR3992973	SRR3992974	SRR3992975	SRR3992976	SRR3992977	SRR3992978	SRR3992979	SRR3992980	SRR3992981	SRR3992982	SRR3992983	SRR3992984	SRR3992985	SRR3992986	SRR3992987	SRR3992988	SRR3992989	SRR3992990	SRR3992991	SRR3992992	SRR3992993	SRR3992994	SRR3992995	SRR3992996	SRR3992997	SRR3992998	SRR3992999	SRR3993000	SRR3993001	SRR3993002	SRR3993003	SRR3993004	SRR3993005	SRR3993006	SRR3993007	SRR3993008	SRR3993009	SRR3993010	SRR3993011	SRR3993012	SRR3993013	SRR3993014	SRR3993015	SRR3993016	SRR3993017	SRR3993018	SRR3993019	SRR3993020	SRR3993021	SRR3993022	SRR3993023	SRR3993024	SRR3993025	SRR3993026	SRR3993027	SRR3993028	SRR3993029	SRR3993030	SRR3993031	SRR3993032	SRR3993033	SRR3993034	SRR3993035	SRR3993036	SRR3993037	SRR3993038	SRR3993039	SRR3993040	SRR3993041	SRR3993042	SRR3993043	SRR3993044	SRR3993045	SRR3993046	SRR3993047	SRR3993048	SRR3993049	SRR3993050	SRR3993051	SRR3993052	SRR3993053	SRR3993054	SRR3993055	SRR3993056	SRR3993057	SRR3993058	SRR3993059	SRR3993060	SRR3993061	SRR3993062	SRR3993063	SRR3993064
s__Alistipes_shahii	0	0.00095	0.23769	0.01	0.14172	0.40725	0.0	1.43947	0.68458	0.34181	0.02154	0.35002	1.26921	0.63044	0.00031	0.09952	0.62124	0.17373	0.01232	2.4261	3.44375	0.01831	0.01774	0.1426	0.36308	0.21274	0.52214	0.14578	0.00033	0.03618	0.00924	0.0	0.09395	2.45799	1.77759	0.002	0.03674	0.26411	0.26106	1.54708	0.55039	0.37252	0.01002	0.00743	0.00455	0.00039	0.10685	0.08902	0.04315	0.03512	0.0	0.01823	0.05665	0.23596	0.53061	0.0	0.0	0.00088	0.65715	0.0	0.0735	0.09549	0.00337	0.40891	0.17234	1.32275	0.61361	0.6827	1.16311	0.73526	0.14886	0.01475	0.01699	0.05102	0.10941	0.21064	0.0	0.01252	0.24023	0.00211	0.02479	0.54893	0.01259	2.3665	0.04282	0.19815	0.012	0.00838	0.09982	0.62196	0.09846	0.00041	0.29759	0.22734	0.0218	0.22447	1.26723	0.0347	0.11095	3.07966	0.83371	0.27916	3.38068	0.46646	1.61706	0.44869	0.02809	0.10478	0.59904	0.05909	0.02332
s__Erysipelatoclostridium_ramosum	0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01496	0.08758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_finegoldii	0	0.0006	0.00157	0.0	0.14484	0.0	0.00103	0.009	0.00217	1.78073	1.53321	0.43516	0.11538	0.20131	0.0	0.0008	0.0	0.03369	0.0	3.56295	0.0004	0.0	0.0	0.0	0.00828	0.0	0.15774	0.0	0.37466	0.0	0.22326	12.31285	0.03614	1.02254	0.0015	0.0	0.30762	0.2414	0.023	0.028	0.04831	0.0	0.01876	0.00612	0.0	0.00179	0.00347	0.0029	0.00248	0.0063	0.0	0.01366	0.0011	0.10511	0.23469	0.00179	0.0	0.0	0.1002	0.0	0.01393	0.10761	7.13364	0.0409	0.00402	0.01073	0.2147	0.11911	0.30801	2.51828	1.25493	0.01059	4.49641	0.08847	0.08086	0.10087	0.0	0.01152	0.00418	0.00155	0.00343	0.00203	0.66996	0.03064	0.01874	0.04641	0.00381	0.02198	0.0146	0.0	0.00161	0.00086	0.01107	0.00287	0.01448	0.01749	0.14203	0.01899	0.01564	0.75447	0.00319	0.19123	1.16792	0.00391	7.16208	0.00172	0.00173	0.64421	0.19134	0.00278	0.00084
s__Eubacterium_sp_CAG_38	0	0.00036	0.0	0.04701	0.0	0.09991	0.00677	0.02523	0.0	0.0	0.00405	0.0	0.17925	0.0	1.50206	0.13118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.33042	0.0	0.04617	0.0	0.14281	0.10118	0.0	0.0	0.0	0.0	0.0	0.01052	0.0	0.02309	0.0	0.0	0.0	0.0	0.01907	0.0	0.0096	0.02006	0.0	0.0	0.02482	0.02703	0.02354	0.0	0.0	0.0	0.02319	0.1478	0.6399	0.11186	0.02201	0.04284	0.13493	0.50467	0.0	0.0	0.02713	0.00233	0.30714	0.0	0.27341	0.0	0.00321	0.08948	0.0	0.0	0.0	0.31957	0.42892	1.13638	0.09644	0.07444	0.05541	0.1144	0.38928	0.01357	1.51251	0.0	0.02011	0.0	0.33586	0.23329	0.0117	0.01041	0.0	0.0	0.0	0.06196	0.0422	0.16619	0.05249	0.03843	0.0	0.0	0.01576	0.17939	0.18365	0.0108	0.12273
s__Veillonella_infantium	0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00484	0.0	0.0	0.00782	0.0	0.01446	0.01907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.00093	0.0	0.0	0.0	0.00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269	0.0	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01844	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.01545
s__Lachnospira_pectinoschiza	0	0.00012	0.72178	0.43352	0.01378	0.44356	0.13337	0.01031	0.0	0.0182	0.01173	0.26011	0.17258	0.0	0.0	0.00327	0.0	0.0	0.0	0.01062	0.01082	0.0	0.0	0.0273	0.0	0.12913	0.01158	0.0	0.0	0.0	0.0	0.0	0.39607	3.09488	0.0	0.01705	0.13834	0.56619	0.86558	0.28766	0.00279	0.04651	0.01021	0.00301	0.0	0.43275	0.04643	0.09923	0.00578	0.01323	0.09684	0.91156	0.02639	1.29129	0.77529	0.00713	0.0	0.01404	0.68815	0.4582	0.03551	2.97993	1.93593	0.09328	0.19117	0.0	0.82977	0.0	0.35802	0.01838	0.0	0.0	0.05823	0.04567	0.45101	0.06872	0.03035	0.00786	0.0	0.77909	0.38478	0.0	0.72449	0.02086	1.13287	1.25789	0.0	0.3641	0.005	0.00622	0.0007	0.0	0.56202	0.6491	1.26409	0.00596	1.29616	0.33151	4.56984	2.1867	0.01383	0.0	0.26361	0.0	0.0	0.01702	0.02	0.38063	0.0	0.00378	0.01179
s__Clostridium_sp_CAG_510	0	0.0	8.28999	0.00354	0.0	0.0	0.0	0.0037	0.0	0.00167	0.0	0.0	0.93163	0.0	0.002	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	2.73829	0.0	0.0134	1.02832	0.05388	0.0	0.0	0.35141	0.0	0.0	0.0	0.0	2.54674	0.0	0.0	0.00225	4.73383	0.0	0.0	0.28943	0.0	0.0	0.21058	0.0	0.31133	0.01569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.00508	0.00047	0.0	0.0	0.16461	0.0	0.0	0.32807	0.0	0.0	0.0	0.0	0.0	0.0	1.42953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10725	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.30561	0.0	0.0	0.32019	0.0	0.0	0.71536	0.0
s__Eubacterium_sp_CAG_251	0	0.0	1.90277	0.0	0.28937	0.0	0.0	0.0	0.0	0.0	0.0	0.02543	0.31872	0.07399	0.0243	0.0	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.04166	0.0	0.04301	0.00111	0.06214	0.0	0.0	0.0	0.0	0.07283	0.0	0.0	0.0	0.0	0.00993	1.84422	0.0	0.18915	0.0	0.0	0.0	0.0	0.0	0.14994	0.06072	0.01029	0.06185	0.16514	0.00103	0.0	0.0	0.01905	0.0	0.0	0.0	0.35762	0.0	0.00126	2.51768	0.0	0.35187	0.01525	0.0	0.037	0.0	0.00193	0.0	0.0	0.0	0.00074	0.0018	0.11017	0.0	0.0	0.03232	0.0	0.0	0.15099	0.0	0.0	0.0	0.0	0.09135	0.0	0.0	0.01524	0.0	0.24344	0.0	0.16688	0.06398	0.00247	0.13486	0.05344	0.10516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45638	0.0	0.25885	0.0	0.0	0.0
s__Butyrivibrio_crossotus	0	0.0	0.68935	0.0	0.72435	0.0	0.0	15.5838	0.0127	0.29089	0.0282	0.0	1.39818	1.32502	0.0	0.0	0.40902	0.0	0.0	0.0	0.0	0.12314	0.59609	0.0	0.06873	2.46827	0.3391	0.13666	0.02659	3.23954	0.0145	0.0	0.10829	0.0	0.0	0.00433	0.0	0.00885	1.31375	1.64104	0.00796	0.01547	0.00826	0.0	3.33488	0.00199	0.17453	0.0	0.00028	0.0	0.0	0.0	5.4413	0.0	0.15153	0.00216	0.0	0.00217	0.12338	0.0	0.0	0.0	0.00144	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41547	0.0	0.0	0.00657	0.00914	8.22261	0.0	0.00811	0.00107	0.84978	0.0	0.0	5.95428	0.0	0.16179	0.0	0.00045	0.0	0.0	0.01372	0.0	0.0	0.26729	0.05818	0.0	11.87135	0.0	0.00058	1.36118	0.0	0.03182	9.10537	0.02792	0.0	2.68498	0.00957
s__Phascolarctobacterium_succinatutens	0	0.0	0.66266	2.35196	0.00077	2.56084	1.00873	1.04612	0.0	0.23345	0.00829	0.11755	0.33801	1.42723	9.45578	0.08963	0.9395	1.53016	0.20945	0.00534	0.0	0.02775	4.89543	0.08778	1.59097	0.50957	1.71423	0.0143	0.0	0.04897	0.00185	0.0	0.38024	0.00569	0.0	0.37333	0.00096	0.24668	1.71207	0.41024	0.2142	1.56514	3.42577	1.03239	0.59268	0.0	2.84429	2.22845	0.01086	0.01079	0.01064	1.13527	0.59617	0.34587	2.42168	0.55283	0.00019	0.07196	0.0	0.00489	4.1711	2.12857	0.00277	0.05415	4.88275	0.00646	0.45493	1.24814	0.00119	0.0	0.00252	0.01044	0.03299	2.44493	0.91506	0.04196	0.25613	0.07377	2.51769	0.0	0.10485	0.0	0.0	0.11611	0.02532	2.1737	0.09827	1.61859	4.82316	0.92431	0.1353	0.00045	0.0633	0.0015	0.00089	0.00282	0.0201	2.59627	1.47853	0.13209	2.21688	1.07436	0.50802	0.01448	3.03768	0.03688	0.19158	0.08793	0.0	0.06633	0.0
s__Bifidobacterium_catenulatum	0	0.0	0.61122	0.08025	0.71368	0.48585	0.58335	0.65345	0.01869	0.0	0.6797	0.0	0.26251	0.72315	0.01789	0.00232	0.0	0.03154	0.2112	0.00468	0.0	0.63256	6.95978	4.04794	0.29081	0.11028	2.60081	0.01202	0.01076	0.37634	2.81005	0.00077	0.02382	0.00509	0.82233	0.01056	0.01312	0.05453	1.03945	0.11965	0.55907	2.56128	0.0416	0.60768	0.09863	0.0	0.0737	0.02767	0.48538	0.03076	0.0	0.39249	0.03801	0.00251	0.43481	0.04342	6.82951	0.91882	0.85517	0.0	0.03223	0.20168	0.0	0.0	0.0	0.0	0.0	0.1376	0.00861	0.00299	0.03736	0.0	0.0	0.0	0.20236	0.01948	0.55535	0.0164	32.81534	0.00303	0.23577	0.0	0.0	0.0	0.40341	1.54146	0.92414	0.0	0.00455	0.05301	0.0	0.0	0.0065	0.0	0.0	0.00415	0.0	0.4624	0.00563	0.00544	1.43114	0.00916	0.26292	0.0	0.02404	0.0688	0.21284	0.00313	2.36485	4.86799	0.17045
s__Haemophilus_sp_HMSC71H05	0	0.0	0.52652	0.27024	0.0	0.0	0.03077	0.0	0.0	0.0	0.0	0.0	0.02765	0.0	0.0	0.02949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03593	0.00017	0.0	0.00638	0.0	0.0	0.21534	0.0	0.0	0.01066	0.0	0.00362	0.0	0.0	0.0	0.04144	0.0	0.0006	0.0	0.0	0.09991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00867	0.0	0.0	0.0	0.0	0.00141	0.0	0.00358	0.0	0.05221	0.00841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.07443	0.00954	0.01962
s__Bifidobacterium_angulatum	0	0.0	0.42092	2.48304	16.3512	0.0	2.04106	0.00049	2.2485	11.77265	0.35702	0.00048	0.21143	0.18055	0.01222	0.96897	0.01338	0.00457	0.07504	0.12231	0.00772	0.0115	2.07944	2.08286	0.00989	0.4134	0.61173	0.22328	0.01197	13.63401	0.02031	0.00602	0.45605	7e-05	0.00513	0.57486	0.00273	0.03583	0.8313	0.81742	0.05094	0.74608	2.37772	1.43011	1.00197	0.00167	0.00221	0.17826	0.0	0.21549	0.0	0.99465	0.28992	0.01185	0.19932	0.02169	6.6605	0.02394	0.61629	0.16725	0.01139	0.00236	0.0	0.00153	0.0	0.0	0.00949	0.0499	1.25175	0.0	0.22616	0.02875	0.01097	0.02549	0.01421	0.99602	0.00119	0.0062	3.97002	0.00197	0.0	0.0	0.0	0.13249	0.70804	8.85749	0.0	0.61074	0.0	0.02184	0.0	0.0	0.1049	0.0	0.0	0.0	0.0	0.00045	0.00131	0.0	0.00852	0.00344	0.0	0.0	0.00809	6.73652	2.24351	0.00463	0.6054	1.58127	2.03199
s__Haemophilus_parainfluenzae	0	0.0	0.17969	0.05792	0.0	0.0	0.02271	0.0	0.0	0.0	0.0	0.0	0.02365	0.0	0.01184	0.06425	0.0	0.0	0.03121	0.0	0.0	0.0	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06401	0.00097	0.0	0.00191	0.0	0.05162	0.13245	0.00087	0.0	0.00709	0.0	0.00235	0.0	0.0	0.01343	0.02599	0.0	0.00202	0.0	0.01535	0.06875	0.0	0.0	0.0	0.0	0.0	0.0	0.03983	0.0	0.00236	0.0	0.0	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67196	0.00095	0.0	0.00382	0.02505	0.00644	0.0	0.0	0.0	0.0	0.00525	0.0	0.0	0.0	0.0	0.0461	0.0	0.01789	0.0	0.01239	0.00343	0.09301
s__Anaerotruncus_sp_CAG_528	0	0.0	0.1421	0.0	0.0	0.0	0.0	0.07768	0.0	0.0	0.0	0.0	0.05259	0.00178	0.0	0.0	0.0	0.0	0.02243	0.0	0.0	0.0	0.03836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11024	0.76656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.05717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17026	0.0	0.0	0.0	0.00502	0.0	0.0009	0.0	0.0	0.0	0.01279
s__Desulfovibrionaceae_bacterium	0	0.0	0.13544	0.00314	0.77661	0.15569	0.0	0.56928	0.03975	0.0	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0231	0.0	0.1287	0.02751	0.4463	0.07368	0.10188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.13368	0.38413	0.0	0.18122	0.0	0.0	0.00241	0.0	0.0	0.0	0.02093	0.0	0.02686	0.0	0.30195	0.0	0.01173	0.00926	0.0	0.00035	0.0	0.0	0.09418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07924	0.0	0.00388	0.0	0.48255	0.0	0.16215	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.1024	0.0	0.0	0.21996	0.0	0.0	0.0	0.05012	0.01621	0.0	0.41127	0.0	0.0	0.7421	0.33913	0.0	0.0	0.68676	0.0	0.0	0.0
s__Bilophila_wadsworthia	0	0.0	0.08872	0.0	0.02696	0.0	0.0	0.01481	0.0	0.0	0.14322	0.0	0.13616	0.00529	0.02061	0.0	0.0	0.0	0.0	0.01645	0.64739	0.0	0.0	0.0	0.00173	0.22337	0.00742	0.01444	0.0	0.00774	0.0	0.0	0.0	0.12932	0.16963	0.03703	0.0	0.00227	0.10693	0.54149	0.0	0.10829	0.03678	0.0	0.0	0.0	0.02684	0.1702	0.00162	0.02021	0.0	0.0	0.0	0.17747	0.0646	0.0	0.0	0.0	0.0	0.00607	0.0	0.00253	0.0778	0.0	0.0	0.54317	0.0	0.0	0.126	0.00114	0.03969	0.0	0.0	0.0	0.26719	0.01317	0.0	0.0	0.00146	0.0	0.0	0.61032	0.0	0.21194	0.0	0.0	0.0	0.09711	0.0	0.0	0.0	0.0	0.17559	0.00673	0.0	0.0	0.25796	0.13311	0.0	0.10864	0.00373	0.03409	0.11266	0.02424	0.03208	0.0	0.0	0.01779	0.02769	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.0	0.05363	0.0	0.1697	0.00039	0.0	0.0	0.0507	0.0	0.0021	0.0	0.07813	1.03639	0.14998	0.00096	0.0	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.00046	0.079	0.01226	0.0	0.04207	0.0	0.00337	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.1576	0.04658	0.0	0.0002	0.00037	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.15062	0.01143	0.03005	0.39055	0.0	0.0	0.0	0.03318	0.0	0.0	0.10599	0.21703	0.02096	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00828	0.0	0.0	0.04646	0.0	0.0	0.0	0.04902	0.00283	0.00311	0.02395	0.00447	0.0	0.0049	1.43735	0.0	0.0	0.00018	0.0	0.0	0.00118	0.0	0.0	0.00357	0.00455	0.0	0.31274	0.00777	0.00049	0.0	0.0	0.07398	0.00014	0.0	0.0	0.0
s__Bacteroides_xylanisolvens	0	0.0	0.04303	0.0	0.0	0.06527	0.0	0.0	0.01875	0.0	0.00533	0.1766	0.0451	0.02416	0.2482	0.01281	0.0	0.01259	0.0	0.09789	0.00184	0.0	0.0	0.0	0.0	0.0	0.1113	0.06041	0.00525	0.0	0.0	0.0	0.01041	0.03522	0.01011	0.0	0.02924	0.12108	0.08497	0.06875	0.0881	0.0	0.00337	0.0	0.0	0.0	0.08562	0.25826	0.01271	0.0077	0.0	0.0	0.00042	0.19012	0.1369	0.0	0.0	0.0	0.02882	0.01448	0.02356	0.0867	0.88208	0.04186	0.0	0.30094	0.15404	0.15428	0.0	0.00101	0.00324	0.0	0.487	0.0	0.03934	0.00208	0.0	0.0	0.01406	0.00387	0.0	0.31392	0.01573	0.06674	0.00445	0.00209	0.19254	0.01977	0.05532	0.03997	0.00064	0.00042	0.03815	0.06717	0.0	0.02051	0.04995	0.0704	0.00224	0.13351	0.00093	0.23131	0.01124	0.14603	0.08945	0.32479	0.00054	0.01344	0.00503	0.03266	0.0
s__Eubacterium_ramulus	0	0.0	0.02973	0.0007	0.01851	0.25352	0.0	0.06111	0.0057	0.01094	0.15226	0.03945	0.0356	0.03334	0.09939	0.01073	0.0	0.00197	0.0	0.0	0.00351	0.0	0.0	0.08631	0.00062	0.00488	0.07108	0.0	0.06409	0.03357	0.01022	0.0	0.0269	0.09679	0.0	0.01374	0.02047	0.03072	0.03961	0.08066	0.01641	0.01084	0.0	0.01963	0.0614	0.0	0.57042	0.08798	0.00143	0.00576	0.01253	0.0938	0.0	0.06103	0.23283	0.0	0.0	0.0	0.02624	0.00058	0.00786	0.09617	0.05413	0.01778	0.01282	0.0	0.09916	0.0	0.02298	0.00643	0.06067	0.0	0.04944	0.0	0.00381	0.10608	0.00686	0.06264	0.00588	0.0	0.06979	0.14939	0.01278	0.0	0.01656	0.03357	0.15742	0.0126	0.08468	0.07911	0.04225	0.0	0.01062	0.03337	0.0097	0.00737	0.06217	0.03028	0.06551	0.07899	0.08148	0.03345	0.00147	0.00994	0.08655	0.39407	0.0401	0.04013	0.0	0.00251	0.11266
s__Flavonifractor_plautii	0	0.0	0.02767	0.01459	0.00755	1.09676	0.00755	0.0	0.02912	0.0	0.10671	0.0873	0.04587	0.06089	0.03038	0.00621	0.04864	0.17384	0.00497	0.46025	0.01504	0.006	0.03195	0.1695	0.0	0.29069	0.07767	0.47795	0.28762	0.01951	0.39128	4.05622	0.00908	0.10044	0.11841	0.0	0.7741	0.07144	0.04895	0.08283	0.20985	0.0	0.03554	0.02726	0.0	4.77041	0.01079	0.01277	0.02304	0.00384	0.0	0.06248	0.0	0.07574	0.03508	0.01402	0.00281	0.0	0.01878	0.00526	0.05607	0.07302	0.01574	0.0	0.00091	0.02691	0.07144	11.33726	0.06572	0.72129	0.02109	2.45957	1.5616	0.03752	0.05027	0.02439	0.0	0.11154	0.07308	3.52994	0.01359	0.34661	0.06956	0.01126	0.00175	0.0	0.32324	0.02196	0.04382	0.23114	0.0	0.17923	0.11183	0.03218	0.1117	0.00069	0.00463	0.0042	0.02116	0.07384	0.0129	0.10066	0.0	0.05911	1.61289	0.0026	0.0	0.01028	0.04814	0.0	0.01416
s__Firmicutes_bacterium_CAG_95	0	0.0	0.02724	0.0	0.0432	0.0	0.0	0.98578	0.0	0.0	0.0	0.0	0.00779	0.0931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00358	0.0	0.01393	0.00468	0.03638	0.00648	0.0	0.00277	0.02227	0.0	0.0	0.00025	0.0	0.00293	0.0	0.0	0.02166	0.06359	0.0	0.01825	0.00063	0.0	0.01227	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04616	0.0032	0.00185	0.07143	0.0	0.00502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03498	0.0	0.0	0.06972	0.0	0.0	0.00339	0.04386	0.0	0.00063	0.00082	0.11011	0.00438	0.0	0.0	0.01772	0.0	0.02815	0.01297	0.0	0.0125	0.0	1.01287	0.0	0.00403	0.35966	0.0	0.32802	0.00744	0.00486	0.0	0.02127	0.0
s__Blautia_wexlerae	0	0.0	0.02636	0.0	0.06444	0.00747	0.00369	0.0041	0.01887	0.05379	0.01478	0.0	0.03026	0.00535	0.21307	0.0	0.0	0.00042	0.0	0.0	0.0	0.02872	0.0022	0.0	0.04025	0.0519	0.0	0.0	0.0	0.0	0.01649	0.02536	0.01125	0.00097	0.01385	0.0	0.0	0.0	0.03244	0.01484	0.00642	0.00335	0.00221	0.00806	0.1098	0.01022	0.02172	0.01239	0.00198	0.0	0.0032	0.02772	0.02044	0.0018	0.02683	0.0	0.02527	0.0467	0.00381	0.0	0.0	0.0	0.00208	0.00335	0.00185	0.00999	0.0	0.0	0.00597	0.0	0.00607	0.00626	0.02945	0.0	0.0024	0.0	0.0	0.0	0.00208	0.18289	0.0	0.03795	0.00737	0.00202	0.0	0.03066	0.0	0.05185	0.00144	0.0	0.00547	0.00169	0.0	0.00792	0.00768	0.00679	0.0	0.0	0.01798	0.00376	0.0	0.03318	0.00344	0.03813	0.098	0.00639	0.02014	0.0	0.06843	0.00107	0.0
s__Streptococcus_mitis	0	0.0	0.02531	0.01026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.0	0.0	0.01047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02115	0.0	0.0	0.0	0.0	0.02457	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.01493	0.00273	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00511	0.00258	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.03554	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.3142	0.00194	0.00127	0.0	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0	0.0	0.02267	0.0	0.10651	0.11703	0.0	0.23217	0.09378	0.06528	0.38586	0.04707	0.37081	0.94902	0.02422	0.00103	0.0	0.12849	0.0	0.91593	0.0	0.00088	0.0	0.03765	0.04023	0.04516	0.13527	0.96622	0.22006	0.01988	0.54411	0.0	0.06406	0.99641	0.29762	0.0	0.0	0.02003	0.09171	0.33757	0.21476	0.03446	0.00536	0.0116	0.01197	0.0	1.08659	0.04461	0.02273	0.04792	0.0	0.16323	0.0	0.19521	0.11701	0.0	0.0	0.0	0.68489	0.0	0.04253	0.31625	1.36267	0.0298	0.10887	0.43722	0.56172	0.18609	0.42297	0.68383	0.10018	0.0	0.17175	0.00095	0.35167	0.23616	0.0	0.01257	0.05686	0.0	0.00637	0.65152	0.14973	0.1356	0.04684	0.07954	0.08416	0.15081	0.07064	0.0	0.04807	0.0	0.66711	0.28882	0.17217	0.06585	0.14454	0.66703	0.01595	0.51043	0.07305	0.45012	1.3652	1.13935	0.06662	0.44187	0.00777	0.15461	0.74275	0.01678	0.00794
