clade_name	NCBI_tax_id	ESS-0005	ESS-0010	ESS-0014	ESS-0020	ESS-0026	ESS-0035	ESS-0039	ESS-0044	ESS-0053	ESS-0058	ESS-0062	ESS-0068	ESS-0077	ESS-0080	ESS-0088	ESS-0093	ESS-0098	ESS-0104	ESS-0113	ESS-0119	ESS-0123	ESS-0129	ESS-0136	ESS-0141	ESS-0147	ESS-0155	ESS-0158	ESS-0165	ESS-0172	ESS-0177	ESS-0184	ESS-0188	ESS-0195	ESS-0202	ESS-0208	ESS-0215	ESS-0219	ESS-0224	ESS-0231	ESS-0237	ESS-0243	ESS-0251	ESS-0254	ESS-0262	ESS-0268	ESS-0272	ESS-0280	ESS-0286	ESS-0290	ESS-0296	ESS-0302	ESS-0308	ESS-0316	ESS-0321	ESS-0326	ESS-0335	ESS-0338	ESS-0347	ESS-0353	ESS-0359	ESS-0364	ESS-0371	ESS-0376	ESS-0383	ESS-0386	ESS-0394	ESS-0400	ESS-0405	ESS-0410	ESS-0419	ESS-0425	ESS-0430	ESS-0435	ESS-0441	ESS-0447	ESS-0452	ESS-0459	ESS-0467	ESS-0473	ESS-0476	ESS-0482	ESS-0489	ESS-0496	ESS-0501	ESS-0506	ESS-0513	ESS-0521	ESS-0526	ESS-0531	ESS-0536	ESS-0542	ESS-0550	ESS-0555	ESS-0561	ESS-0569	ESS-0578	ESS-0586	ESS-0590	ESS-0596	ESS-0603
s__Clostridium_sp_CAG_242	0	0.0	0.0	0.0	0.0	0.0	0.0	0.64089	0.0	0.0	0.01853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21171	0.0	0.0	0.12107	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.21248	0.0	0.0	0.0	0.0	0.0	0.0	0.28957	0.31631	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.00259	1.15528	0.0	0.02517	0.00221	0.09634	0.08832	0.32226	0.0	0.0	0.06986	0.00346	0.0	0.05559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.1446	0.0	0.0	0.0	0.0	0.14174	0.0	0.0	0.25646	0.0	0.0	0.0	0.0	0.01558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5516	0.32322	0.0	0.00859	0.0	0.0	0.01002	0.0	0.00245	0.0
s__Bifidobacterium_longum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.31048	0.01323	0.0	0.04955	0.33477	0.04336	0.07627	0.0	0.00139	0.0038	0.11971	0.06476	0.00021	0.10727	0.41232	1.23989	0.0448	0.29358	0.39329	0.43283	0.00348	0.0	0.00062	0.00615	0.07097	0.0	0.06801	0.0	0.06384	0.0	0.1955	0.0	0.07883	0.0	0.31334	0.0769	0.01875	0.00363	0.0	0.0	0.16654	0.10141	0.14839	0.01689	0.0	0.0	0.00557	0.0	0.42322	0.07508	0.2307	0.0	0.03214	0.05972	0.0	0.0	0.0	0.0	0.0	0.4982	0.08757	0.10715	0.0	0.0	0.16608	0.0	0.0	0.0	0.0	0.0	0.0	0.49307	0.29515	0.00791	0.01384	0.02619	0.11735	0.0	0.0	0.17832	0.76115	0.0	0.0	0.0013	0.0	0.03258	0.36486	0.00211	0.04222	0.0	0.04342	0.00268	0.0	0.56468
s__Tyzzerella_nexilis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0085
s__Klebsiella_aerogenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_scardovii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Harryflintia_acetispora	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0634	0.0	0.0	0.0	0.0	0.02693	0.0	0.0074	0.00154	0.0	0.0348	0.0	0.0	0.0241	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01071	0.0	0.00242	0.0	0.0	0.0	0.0181	0.00465	0.0	0.0	0.0	0.0	0.00887	0.0	0.0017	0.0	0.02639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00526	0.0	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03316	0.0	0.0	0.00127	0.00329	0.00239	0.00044	0.00514	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.00184	0.0	0.00153	0.0	0.0	0.00069	0.03036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnoclostridium_sp_An131	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04004	0.0	0.00505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.00396	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0057	0.0	0.0106	0.0	0.0	0.02921	0.0	0.0	0.0	0.01505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01998	0.0	0.0	0.11734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_freundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_sp_An10	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02463	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.0	0.01119	0.0	0.0	0.0	0.01037	0.0016	0.0	0.0	0.02256	0.0	0.0	0.0	0.0	0.0	0.0	0.01418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01991	0.0	0.0	0.0	0.12545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74214	0.0	0.05871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.08842	0.0	0.01329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19633	1.51526	0.0	0.90741	0.0	0.0	0.0115	0.0	0.0	0.44795	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.01958	0.2228	0.0	0.0	0.03701	0.0	0.0	0.0	0.0	0.0	0.01007
s__Citrobacter_youngae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_capillosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126	0.0	0.00327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00746	0.0	0.0	0.02991	0.02742	0.0	0.0	0.0	0.02515	0.0	0.0	0.0	0.0	0.00273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01754	0.0	0.0	0.0	0.00041	0.01499	0.00579	0.0	0.0	0.0	0.00464	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.00187	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.03447	0.0	0.0	0.0	0.0	0.00175	0.00068	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00833	0.0	0.0	0.15404	0.0543	0.0	0.0	0.17707	0.0	0.0	0.0	0.0	0.0	0.0	0.23594	0.52794	0.0	0.0	0.1529	0.0	0.02701	0.0	0.0	0.0	0.0	0.25036	0.0	0.06346	0.0	0.0	0.0	0.42624	0.85113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01097	0.0	0.0	0.0	0.0	0.0	0.07915	0.0	0.8437	0.02351	0.0	0.0	2.87903	0.0	0.0008	0.001	0.0	0.00094	0.0	0.00655	0.12003	0.0	0.03497	0.06164	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.00702	0.10704	0.04367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07353	0.0	0.0	0.00044	0.0	0.0
s__Lachnoclostridium_sp_An138	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00703	0.0	0.01037	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0134	0.00211	0.0	0.0	0.0	0.03176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.00463	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0026	0.02549	0.0	0.0	0.00081	0.0	0.0	0.00873	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.04709	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.07971	0.0	0.0	0.02834	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_PC13	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00373	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.02555	0.02446	0.01026	0.0	0.0	0.0	0.0	0.01538	0.0	0.0	0.0	0.0	0.00521	0.00501	0.0	0.0	0.0	0.0	0.0	0.0	0.00396	0.0	0.01873	0.00438	0.0	0.0	0.01218	0.0	0.0	0.0	0.0	0.0	0.00742	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.00223	0.0	0.00468	0.0	0.0	0.00408	0.0	0.00657	0.00039	0.0	0.0
s__Coprobacter_fastidiosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00288	0.0	0.0	0.0	0.36706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15562	0.0	0.0	0.0	0.0	0.0	0.24515	0.0	2.29394	1.373	0.0	0.0	0.45728	0.0	0.00464	0.0	0.0	0.0	0.0	1.50803	0.0	0.0	0.0	0.0	0.0	0.14639	0.0	0.00097	0.0	0.0	0.06551	0.0	0.0	0.0	0.0	0.0	0.16349	0.0	0.96708	0.0	0.0	0.0	0.12878	2.97442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	1.30439	0.0	0.03602	0.81212	0.0	0.0	0.0	0.33993	0.00128	0.00015	0.0	0.49182	0.0	0.0	0.0	0.0	0.08098	0.0	0.05872	0.0	0.0	0.21983	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_1031	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0048	0.0	0.00756	0.00434	0.4619	0.0	0.00702	0.0	0.0	0.0	0.0	0.0	0.0	1.09189	0.0	0.0	1.88246	0.0	6.71155	0.0	0.0	0.0	0.0	0.0	0.0	0.01126	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01512	0.83262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99552	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyrivibrio_sp_CAG_318	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	3.19492	0.00893	0.0	0.0	0.00879	0.0	0.009	0.01447	0.19078	0.0	0.01129	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	2.37991	0.0	0.0	0.0	0.0	4.20356	0.0	0.0	0.0	0.00199	0.00558	0.0026	0.0	0.0	0.00719	0.0	0.0	8.75335	0.0	0.0	0.00273	0.0	0.08019	0.0	0.0	0.0	0.0	0.00341	0.0	0.0	0.00457	0.0	0.0032	0.0	0.00688	0.0039	0.00139	0.0	0.00706	0.0	0.0	0.0	0.00352	0.0	0.00155	0.0	0.0	3.55816	0.0	0.0	0.00074	0.26987	0.0	0.0	0.005	0.0	0.00565	0.00259	0.00074	0.0	0.0	0.0	0.0	0.23154	0.0	0.00263
s__Enorma_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.61251	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.06065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.13163	0.17893	0.0	0.01051	0.00048	0.0	0.0	0.0	0.00206	0.03958	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.01817	0.03081	0.0	0.006	0.01446	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0064	0.00446	0.13655	0.0	0.00027	0.91883	0.0	0.0	0.0	0.0	0.67784	0.00456	1.72149	0.0	0.00452	0.0	0.0	0.00121	0.00878	0.0	0.0	0.00115	0.0	0.00311	0.0	0.0	0.0	0.01342	0.0	0.00278	0.00297	0.0042	0.0	0.00789	0.0	0.0	0.0	0.0	0.00111	2.60862	0.00327	0.0	0.0	0.00416	1.72428	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.0	0.00074	0.00394
s__Eubacterium_dolichum_CAG_375	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423
s__Prevotella_sp_AM42_24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01998	0.0	0.0	0.0	0.02609	0.0	0.0	0.0	0.02601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02962	0.0	0.85893	0.0	0.0	0.0	0.03749	0.03396	0.0	0.0	0.02428	0.01769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.18127	0.0	0.0
s__Massiliomicrobiota_timonensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00925	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0051	0.00729	0.0	0.0	0.0	0.00813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00567	0.0	0.0	0.0	0.0	0.0	0.01187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.01242	0.0	0.0	0.00752	0.0042	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_inops	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00689	0.00866	0.0	0.0	0.00023	0.0	0.0	0.0	0.00937	0.0	0.0	0.0	0.0	0.36087	0.0	0.0	0.16038	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	1.37989	0.00897	9.50506	0.0	0.0	0.00173	0.00347	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0088	0.0	0.0	0.063	0.0	1.07892	0.0	1.26956	0.0	0.0	0.0	1.46199	0.0	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.00825	0.0	0.00092	0.0	0.0	0.0	0.43783	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.60647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01068	0.0	0.0
s__Prevotella_disiens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12818	0.0	0.06404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299
s__Butyrivibrio_crossotus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.00034	0.0	0.00342	0.0	0.00599	0.0	0.0	0.00035	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	1.7993	0.0	0.00702	0.0	0.0	0.00426	0.0	0.0	0.01024	0.00663	0.80472	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	16.75403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.93154	0.0	0.0	0.0	2.84135	0.0	0.0	4.10079	0.0	0.0
s__Bacteroides_coprophilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00645	0.0	0.0	0.0	0.0	0.0	0.00515	0.00893	0.0	0.0	0.85324	4.8856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25532	0.0	0.0	0.0	0.0	0.0	0.0	0.00867	0.0	0.0
s__Prevotella_sp_CAG_1092	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.00794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.00852	0.01534	0.0	0.0	0.00417	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3986	0.0	0.0
s__Prevotella_sp_885	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.00448	0.00794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20641	0.0	0.00011
s__Sneathia_amnii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
