clade_name	NCBI_tax_id	ESS-0005	ESS-0010	ESS-0014	ESS-0020	ESS-0026	ESS-0035	ESS-0039	ESS-0044	ESS-0053	ESS-0058	ESS-0062	ESS-0068	ESS-0077	ESS-0080	ESS-0088	ESS-0093	ESS-0098	ESS-0104	ESS-0113	ESS-0119	ESS-0123	ESS-0129	ESS-0136	ESS-0141	ESS-0147	ESS-0155	ESS-0158	ESS-0165	ESS-0172	ESS-0177	ESS-0184	ESS-0188	ESS-0195	ESS-0202	ESS-0208	ESS-0215	ESS-0219	ESS-0224	ESS-0231	ESS-0237	ESS-0243	ESS-0251	ESS-0254	ESS-0262	ESS-0268	ESS-0272	ESS-0280	ESS-0286	ESS-0290	ESS-0296	ESS-0302	ESS-0308	ESS-0316	ESS-0321	ESS-0326	ESS-0335	ESS-0338	ESS-0347	ESS-0353	ESS-0359	ESS-0364	ESS-0371	ESS-0376	ESS-0383	ESS-0386	ESS-0394	ESS-0400	ESS-0405	ESS-0410	ESS-0419	ESS-0425	ESS-0430	ESS-0435	ESS-0441	ESS-0447	ESS-0452	ESS-0459	ESS-0467	ESS-0473	ESS-0476	ESS-0482	ESS-0489	ESS-0496	ESS-0501	ESS-0506	ESS-0513	ESS-0521	ESS-0526	ESS-0531	ESS-0536	ESS-0542	ESS-0550	ESS-0555	ESS-0561	ESS-0569	ESS-0578	ESS-0586	ESS-0590	ESS-0596	ESS-0603
s__Alistipes_shahii	0	0.00567	0.44279	2.31241	0.02491	0.26319	0.0	0.04196	0.04859	0.00803	1.46135	0.19329	0.01267	0.05239	1.51514	1.0131	0.44817	0.50819	0.00934	0.00565	0.08397	0.57811	0.01524	2.03424	0.0	0.07343	0.01671	0.00107	1.91239	0.00021	0.34983	0.01867	0.45623	7.23204	0.13479	1.27001	0.0	0.42629	0.01152	0.59076	0.40784	0.12746	0.28547	0.04846	1.35754	0.44784	0.00085	0.23716	0.0	1.84343	0.20545	0.00949	1.56718	0.23959	0.11723	0.00346	0.55803	2.47915	0.41607	0.20033	0.04831	0.40042	1.25123	0.0	0.00251	0.00591	0.15966	0.0056	0.14696	0.01365	0.28385	0.17838	0.2827	0.19098	0.0	0.51792	0.00346	0.36406	0.2093	0.16192	0.00045	0.01017	0.28739	0.0	0.00048	0.0164	0.96517	0.0996	0.05299	0.78089	1.50057	0.38238	0.00287	0.08596	0.17392	0.28056	0.10732	0.57325	0.02917	0.00406	0.00625
s__Gemmiger_formicilis	0	0.00332	0.0	0.00156	0.00158	0.0096	0.06672	0.13726	0.10108	0.30258	0.0	0.00421	0.02796	0.0012	0.0	0.0424	0.06588	0.0	0.00219	0.0	0.10433	0.00266	0.00295	0.10775	0.0	0.06826	0.03434	0.00122	0.01149	0.08993	0.46212	0.02273	0.07795	0.13511	0.00846	0.02592	0.05094	0.02346	0.0	0.00148	0.3326	0.05884	0.01257	0.51156	0.15267	0.11258	0.0017	0.1914	0.01934	0.2818	0.00672	0.0	0.62894	0.0	0.0	0.05506	0.10573	0.29508	0.0	0.02946	0.0	0.03118	0.00722	0.12397	0.03989	0.0	0.84472	0.0	0.00024	0.0	0.0	0.02975	0.02982	0.0	0.88434	0.00628	0.19021	0.0	0.09341	0.0	0.0	0.16233	0.02252	0.0	0.30565	0.05258	0.67599	0.00459	0.01732	0.00648	0.03752	0.31202	0.15248	0.02145	0.04049	0.11251	0.04063	0.0	0.05197	0.0297	0.41956
s__Firmicutes_bacterium_CAG_94	0	0.00305	0.0	0.00023	0.00031	0.0	0.0	0.0	2.55727	0.0	0.00082	0.0	0.0	0.02475	0.00131	0.00704	0.0	0.00154	0.00508	0.0	0.0	0.05889	0.0454	0.00912	0.0	0.0	0.1737	0.0	0.01356	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.0	0.21387	0.0	0.0	0.0	0.16229	0.00093	0.0	0.0	0.0	0.23548	0.0	0.0	0.01678	0.0	0.0	0.0	0.0	0.0	0.01174	0.0	0.0603	0.01484	0.0	0.0	0.0	0.0	0.00177	0.0	0.0642	0.0	0.0009	0.0	0.56284	0.0	0.0	0.0	0.0	0.0	0.0	0.03107	0.25486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07561	0.0	0.0	0.0	0.0	0.0	0.05402	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.00244	0.03327	0.00431	10.32797	0.02288	0.10156	0.10274	0.85864	0.00575	0.00086	0.04627	0.12166	4.6205	0.0	0.89105	0.28658	0.15997	0.04603	0.02566	0.15742	0.03208	3.58092	4.82988	0.83361	0.56233	2.33129	0.01463	0.00497	2.24092	3.99922	0.0125	0.0	6.75466	0.0	4.28229	0.0	2.12999	0.0	0.0	2.52094	0.02534	0.51921	0.0	7.2236	0.02281	3.45906	0.00937	0.00191	0.23879	2.88354	0.0	0.04213	0.46954	0.22875	1.56024	0.16554	0.49269	0.82197	0.00283	0.0	0.9188	0.24473	0.04679	0.00334	0.13694	2.91458	0.0924	0.00016	0.68607	0.14243	0.65667	0.01594	0.54157	0.0	0.00359	0.39109	31.93828	2.20222	1.10694	0.00056	0.15082	36.33848	0.0	0.00209	0.0053	1.38945	0.0	0.0	5.78304	0.00717	0.63792	0.35884	6.45455	0.0	0.02402	0.71858	0.00245	0.0	2.03527	0.1338
s__Proteobacteria_bacterium_CAG_139	0	0.00195	0.0	2.87738	0.04213	0.08601	0.0	0.0	0.04019	2.10232	0.0	0.02807	0.0	0.00337	0.09871	0.00743	0.00639	0.0	0.09959	0.04188	0.00457	0.0107	0.00069	0.0181	0.08606	0.00316	4.53585	0.0	0.07276	0.5471	0.09475	0.01923	0.0	0.00618	0.00054	1.16152	0.0	0.22722	0.0	0.00412	0.0	0.51314	0.0	0.03492	0.07146	0.08863	0.0	1.59754	0.0	0.03349	0.08912	0.0	0.01749	0.05801	0.25981	0.0	0.03653	0.05015	0.32725	0.00573	0.0	0.00063	0.09216	2.59798	0.00272	0.06052	0.0	0.08558	0.01147	0.0	0.0	0.66539	0.0165	0.02828	0.0	0.03709	0.11792	0.01176	0.02761	0.0	0.00461	0.0	0.00023	0.06953	0.00052	0.0241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01073	0.30662	0.66887	0.44679	0.10252	0.0	0.1262	0.11812
s__Parabacteroides_johnsonii	0	0.00177	0.0	4.89172	0.0	0.0	0.0	0.05527	0.0	0.01116	0.0	0.0	1.15115	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.31703	0.0	0.0	0.00031	0.0	0.0	0.0	0.01157	0.0	0.01941	0.52152	0.0	0.18417	0.0	0.05711	0.0	0.0	0.0	0.0	2.69933	0.02144	0.0	0.0	0.0	0.0	0.02634	0.02638	0.00038	0.02403	0.0	0.0	0.0	0.0	0.0	0.0	8.17809	0.0	0.0	0.0	0.0	0.0	0.00834	5.72491	0.0	0.01072	0.01033	0.0	0.0087	0.0	0.01687	0.00915	0.00542	0.0	1.81173	0.0	0.00419	0.0	0.00553	0.0	0.00948	0.0	0.0	0.01067	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.59453	0.0	0.79009	0.00626	0.0	0.12203	0.0	1.58396	0.00339	0.00439	0.00581
s__Odoribacter_laneus	0	0.00167	0.0	0.00646	0.0	0.0	0.0	0.0	0.02156	0.00557	0.0	0.0	0.0	0.0	0.0	7.46982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00695	0.00894
s__Enterorhabdus_caecimuris	0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.00695	0.00163	0.0	0.00046	0.00127	0.00094	0.00188	0.0	0.00339	0.00287	0.00446	0.0	0.0	0.00438	0.0022	0.00424	0.0	0.00039	0.00204	0.0	0.0	0.0	0.00624	0.00257	0.0	0.02247	0.0	0.00068	0.0007	0.0	0.0	0.0	0.00144	0.04286	0.0	0.0	0.01747	0.00042	0.0	0.00077	0.0	0.07387	0.00215	0.0	0.00586	0.0	0.0	0.0	0.00164	0.00086	0.0	0.0	0.0	0.0	0.00111	0.00209	0.0	0.0	0.00112	0.00071	0.0	0.00057	0.0	0.0	0.0	0.00853	0.00498	0.0	0.0034	0.0001	0.00137	0.0	0.0	0.00024	0.00555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.00104
s__Ruminococcus_lactaris	0	0.00071	0.0	0.36607	0.0	0.10475	0.0	0.0	0.0	0.67572	0.00348	0.0	0.0	0.00044	0.14327	0.00098	0.00016	0.40164	0.00725	0.0	0.71545	0.0	0.28742	0.00291	0.0	0.2104	0.0	0.0	0.00442	0.0	0.82904	0.23586	2.02603	0.0	0.0	0.11316	2.2182	0.39318	0.23586	0.00838	0.23702	0.33805	0.07685	0.19837	0.01646	0.00077	0.0	0.00747	0.15178	0.04787	0.78836	1.85953	0.0	0.00128	0.0	0.0	0.203	0.0	0.42904	0.0	0.0	1.23593	0.83101	0.54128	0.0	0.00265	0.0	0.00061	0.0	0.00212	0.0	0.0	0.0585	0.0	0.40976	0.00193	1.22959	0.0	0.0	0.0	0.00208	0.0	0.00792	0.0	0.30143	0.01127	0.18165	0.20529	0.0	0.0	0.0	1.33181	0.0	0.0	0.21632	0.43719	0.38639	0.0	0.00784	0.00145	0.8376
s__Bacteroides_intestinalis	0	0.0	5.65399	0.0	0.0	0.0	0.0	0.01834	0.65385	0.0	0.00339	0.00329	0.37261	0.00399	3.38453	0.0	0.0037	0.0	0.00738	0.39191	0.00594	0.0042	0.0037	0.30481	0.0	0.00377	0.0	0.00896	9.11812	0.00751	0.0	0.01445	0.85824	0.0	0.0	1.03369	0.0	0.0	0.01089	4.46741	4.12731	0.00102	0.00537	0.00062	0.0	0.94561	0.0104	0.01391	0.10183	7e-05	3.82567	0.00512	0.0	0.00719	0.0	0.01005	0.00048	0.0	0.49114	0.01172	0.0	0.00533	0.19974	0.00682	0.0	0.0008	0.01279	0.00198	0.00726	0.00854	0.0	0.00875	0.16875	0.00346	0.00426	0.0	0.00925	2.63497	0.01988	0.0	0.0095	0.0062	0.00176	0.00565	9.4315	0.0	2.20858	0.0	0.00842	0.0	5.2963	0.0	0.00962	0.01672	0.05789	0.0	0.0	0.0	0.0105	0.09347	0.0
s__Bacteroides_salyersiae	0	0.0	4.25503	0.0	0.0	0.0	0.0	0.04311	0.02348	0.0	2.6494	0.0	0.00212	0.00066	0.0	0.0	0.0	0.0	0.00365	0.0	0.00217	0.02943	0.0	0.00248	0.0	0.0	1.38527	0.0053	0.0	0.00282	0.0	0.00583	0.56514	0.0	0.25953	0.0	0.0	0.0	0.00072	0.0024	0.00769	0.0	0.00118	0.00022	0.0	1.84012	0.0044	0.00549	0.0	0.00085	3.16092	0.0029	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.52015	0.0	1.97764	1.87763	0.0	0.0	0.00209	0.0	0.00368	0.0	0.0158	0.00316	0.01851	0.75713	1.43627	0.0	0.0	0.00491	0.00272	0.0	0.00261	0.003	0.0023	0.00305	0.0	0.0	0.0	1.81096	0.0	0.0	0.0	6.35709	1.07404	0.00629	0.0	0.0	0.46561	0.0	0.0	0.00344	0.0	0.0
s__Bacteroides_fragilis	0	0.0	2.2481	0.0	7.12659	0.83099	3.02732	0.13751	0.00602	0.0	0.00453	4.97792	2.09698	2.42173	0.0	0.96303	0.07586	0.04724	0.00285	0.00384	0.02659	0.0	4.24712	0.06033	0.0	0.0989	4.18411	0.14349	0.02176	0.0708	0.10723	2.17346	0.0	0.02375	0.0	0.00435	0.0	0.00119	0.01139	4.42789	0.14679	7.8646	0.0	0.0	0.06755	0.15545	53.48783	0.2394	0.05657	0.01363	0.00511	0.0	0.01477	0.27129	0.09525	0.96987	0.0	0.01405	0.0	0.00888	0.0	0.91438	0.52408	2.74755	1.66873	3.6414	0.0	0.01907	0.00057	18.26821	0.79063	0.01221	0.40517	0.01829	1.22434	0.0	0.00605	0.04012	0.0	0.04669	0.0	0.09273	0.02774	0.0	0.00145	0.0	0.0	2.18616	0.0	0.0	0.0	0.0	0.1095	0.01426	0.00836	0.00865	2.84969	0.0	0.21078	0.0	0.00115
s__Bacteroides_xylanisolvens	0	0.0	1.99561	0.0	0.0	1.4545	0.0	1.96524	0.00762	0.0703	0.52	0.48171	0.75886	1.89456	0.0025	0.0	2.37557	0.6122	0.00502	0.0269	0.58747	0.14469	0.07571	0.14297	0.46166	2.46235	0.66321	0.0	0.0	0.02757	0.00342	0.0	0.56144	0.0	0.0448	0.51934	6.70758	1.10555	2.36074	0.03588	0.0	0.51956	3.76678	0.00851	0.0	0.07757	0.0	0.01596	0.0	0.04727	0.45551	0.00906	0.03819	0.0	0.04829	0.24097	0.0	0.0	0.03433	0.05838	0.0	0.0	0.08682	9.64277	0.01407	1.18836	1.50169	0.01417	0.00833	0.01051	1.79297	0.00301	0.01795	0.25595	0.01422	0.0	0.0	0.27411	1.12673	1.9156	0.0	4.9201	0.02774	0.19279	0.00995	0.05296	0.07153	0.41093	0.0806	2.36825	2.89651	0.06594	0.00063	0.39622	0.01823	0.61624	0.43236	0.32754	0.01927	0.01061	0.19641
s__Phascolarctobacterium_faecium	0	0.0	0.698	0.57731	0.0	0.0	0.33141	0.0	0.00053	0.80086	0.14416	0.60172	0.00578	0.0017	0.01681	0.04162	0.23052	0.45221	0.00088	0.0	0.00853	0.00164	0.20568	0.53891	1.04443	0.39201	0.649	0.00075	0.33577	0.7379	0.00032	0.18391	0.0	0.0	0.0	0.02839	0.0	1.02716	0.0	0.0	0.0	0.00059	0.0	0.52938	0.00329	0.49314	0.00015	0.13068	0.0	0.00312	0.23441	0.0	0.00212	0.29528	0.0	0.00015	0.01573	0.29858	0.39674	0.0	0.0	0.01972	0.63602	0.15281	0.0	0.00753	2.12483	0.00626	0.02008	0.01917	0.52899	0.69936	0.00861	1.00801	0.0	0.14988	0.00262	0.00586	0.00782	0.00459	1.30793	1.27901	1.07379	0.00276	0.38017	0.44308	0.04889	0.0	0.97394	0.0	0.0	1.40045	0.0	0.87775	1.07891	0.0268	0.57725	0.0	0.00085	0.00179	0.0023
s__Bacteroides_finegoldii	0	0.0	0.53028	0.00357	0.0	0.0	0.0	0.0	0.06302	0.90142	0.0	0.0018	5.49326	0.00559	0.0	0.00533	0.00179	3.53966	0.0	0.0	0.00434	0.0	0.0	0.00703	0.0	0.0	1.00087	0.0	0.0	0.0	0.85381	0.0	1.42817	0.03255	0.33394	0.14992	0.0	0.0	0.0	0.00103	0.0	0.00317	0.0	1.08504	0.0	0.0	0.0	0.12502	0.0	0.0	0.0	0.0	0.0	0.0	0.23713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28198	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.67756	0.0	0.0	0.0	0.0037	0.0	0.01141	0.0	0.0	0.0	0.00492	0.6036	0.0	0.0	0.00376	0.33079	0.18154	0.0	3.52538	0.0	1.44995	0.0	0.0	0.0	0.0	0.0	0.70037	0.0016	4.05052	0.00745
s__Eubacterium_siraeum	0	0.0	0.31513	0.0	0.02156	0.1294	0.08459	2.74147	4.621	0.10344	7.55144	5.8449	0.22926	0.08097	0.00869	2.79991	0.00321	0.0486	0.03578	0.0	0.06222	0.01478	0.00076	12.55383	0.01199	0.00262	8.11864	0.02954	0.37574	0.24992	0.0	0.09755	0.01539	0.18973	0.38829	0.18204	0.0	0.07243	0.39419	2.27719	3.9654	0.05508	0.01343	0.00723	0.02438	0.0468	0.03791	0.01401	0.02111	1.17925	0.14796	0.01777	7.48591	0.0	0.0	5.52115	5.49531	0.03179	16.54506	0.5903	0.0	2.34571	8.03631	0.0	0.0	4.12784	0.0	0.06373	0.0	0.15821	16.87983	0.20959	0.01284	0.08863	0.0	0.00018	0.00396	0.42671	0.0	0.08057	0.00449	1.06438	5.47246	0.0	0.0	0.0	9.36211	3.86495	0.0	5.1999	0.00102	0.0	4.566	0.05325	0.0	0.13959	0.0	0.0	0.13734	0.00015	0.00157
s__Butyricimonas_virosa	0	0.0	0.15095	0.25218	0.0	0.0	0.0	0.53433	0.0	0.0	0.0	0.0	0.0	0.0	0.04235	0.0	0.00323	0.11673	0.0	0.00084	0.16597	0.23444	1.18291	0.0	0.0	0.00389	0.03256	0.0	0.0	0.02828	0.01841	0.0	1.35235	0.0335	0.39833	0.57739	0.0	0.0	0.0	0.00088	0.00181	0.0	0.0	0.02882	0.0	0.02535	0.0	0.0	0.64369	0.0	0.03462	0.0	0.26647	0.0	0.31297	0.0	0.32226	0.0	1.20472	0.02115	0.01193	0.0	0.01565	0.0	0.11531	0.0	0.0	0.0	0.0	0.0	0.0	0.01116	0.01198	0.11573	0.13739	0.0	0.0	0.0	0.03428	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.01874	0.0	0.39878	0.0	0.0	0.07956	0.0	0.02351	0.0	0.17063	0.0	0.0	0.08032	0.0	0.0
s__Firmicutes_bacterium_CAG_424	0	0.0	0.10408	0.0464	0.0	0.0	0.0	0.0036	0.0	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	0.12087	0.0	0.0	0.0	0.00799	0.0	0.02023	0.01713	0.0	0.0	0.0	0.08571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	0.0	0.09399	0.11455	6.95201	0.0	0.0	0.0	0.00178	0.01859	0.1511	0.42549	0.00761	0.23198	0.0	0.0	0.0	0.21239	0.05644	0.12414	0.0	0.04184	0.00894	0.02338	0.26905	0.00746	0.0203	1.25292	0.10882	0.0365	0.0	0.00021	0.0	0.00967	0.0	0.0	0.03998	0.03345	0.0677	0.29631	0.0	0.00355	0.0	0.0	0.00395	0.0647	1.07414	0.07758	0.03786	0.01035	0.01116	0.00887	0.14378	0.07299	0.08288	0.00308	0.01879	0.01141	0.0	0.00418	0.43491	0.0867	0.00013	0.6528	0.0	0.16619	4.26799	0.28562	0.81782	0.0163	0.09248	0.0	0.00406	0.06343	0.01019	0.0	0.00628	0.04548	0.00275	0.153	0.1428	0.2108	0.0	0.09508	0.20636	0.0	0.0	0.09038	0.07282	0.21461	0.01348	0.0	0.00279	0.07162	0.0	0.0	0.0	0.03828	0.0	0.0	0.00431
s__Holdemania_filiformis	0	0.0	0.06316	0.0	0.0	0.0	0.0	0.0	0.0399	0.02036	0.0	0.01018	0.00624	0.00477	0.0	0.01714	0.00072	0.02628	0.0	0.0	0.00708	0.02775	0.0	0.01946	0.0	0.0084	0.0	0.0	0.0	0.02361	0.00063	0.0	0.00105	0.00889	0.004	0.01883	0.03134	0.01557	0.0	0.04979	0.02221	0.03597	0.0	0.0	0.01914	0.0	0.00645	0.01197	0.0	0.01065	0.0	0.0	0.0	0.02776	0.0	0.01338	0.0	0.0	0.0	0.0168	0.0	0.04426	0.0	0.0	0.0	0.0	0.0	0.0	0.00465	0.06539	0.00064	0.10035	0.00108	0.07757	0.26192	0.0	0.0	0.0	0.02445	0.0	0.0	0.0	0.00893	0.0	0.00013	0.0	0.0	0.0	0.02383	0.0	0.00882	0.01836	0.00763	0.0404	0.00386	0.0	0.0	0.0	0.0	0.01927	0.00602
s__Barnesiella_intestinihominis	0	0.0	0.05782	0.00349	0.01004	0.0	4.0267	6.08779	0.91546	0.00428	0.0	3.51548	3.78175	0.02515	0.0	7.14905	4.44959	3.18614	0.00091	0.03246	2.6917	3.70087	0.06055	4.29007	0.02365	0.035	3.35888	0.01116	0.0	11.73909	1.15532	0.00028	0.97307	0.26726	0.30299	3.86126	0.0	6.21811	0.00059	0.00519	0.01386	0.02411	4.43384	0.65942	0.62666	0.03559	0.01621	0.00124	0.00058	0.01849	0.0	0.00188	4.00847	0.0	0.0	0.01565	3.15781	0.02148	3.21477	0.0	1.11703	0.00266	2.23559	0.0	0.0	0.0172	0.0	0.02219	0.0	0.06006	4.84251	4.53948	0.31466	0.02896	0.0	0.00654	0.0	3.9169	1.77034	0.01983	0.0	0.02736	0.01998	0.0	0.0	0.00335	0.0	0.0	0.0	0.04777	5.45822	3.67972	2.9841	0.8807	0.91874	2.78157	2.11914	0.0	0.00329	0.00486	0.0097
s__Bacteroides_cellulosilyticus	0	0.0	0.0531	0.28929	0.00417	0.0	11.9822	1.14685	0.0	0.00103	0.03704	0.03412	0.55194	8.85106	0.02696	0.0	0.0	0.07083	0.06568	0.36675	0.04871	0.0	0.0086	0.05719	0.0	0.0	5.04513	0.0	0.00112	0.0	0.0	0.43316	0.12945	0.01828	0.0203	0.0023	0.0	0.0	0.05221	0.07114	0.0	0.03816	0.04036	0.03075	0.00172	0.00172	0.0	0.00156	0.03125	0.00685	0.0	17.62318	0.00288	0.0	0.7467	0.53631	0.0	0.00177	0.70563	0.08076	0.01461	0.0	8.35279	0.0	0.0	2.24107	0.0	0.12707	0.0	0.08584	4.00779	0.03504	0.06182	10.25523	0.0	0.81588	0.00146	0.02704	0.0	0.05164	0.0	0.02262	0.31578	0.0	0.0	0.00839	0.0	0.0	0.51649	0.00217	0.0	0.78832	0.00134	0.04516	0.0	0.01283	0.0	0.0	0.04777	0.00679	0.00135
s__Agathobaculum_butyriciproducens	0	0.0	0.04665	0.0	0.0039	0.3822	0.2528	0.07185	0.23421	0.10503	0.05497	0.03177	0.22779	0.09174	0.2078	0.02241	0.05989	0.1911	0.37051	0.2382	0.09407	0.17485	0.27311	0.434	0.0	0.0849	0.06815	0.0	0.12152	0.05851	0.51469	0.17504	0.13229	0.03257	0.13116	0.108	1.00597	0.12239	0.0411	0.0	0.03235	1.14237	0.78227	0.06147	0.17015	0.20968	0.04418	0.71902	0.87948	1.73197	0.13055	0.46054	0.16484	0.0	0.0	0.57668	0.07767	0.16267	0.0	0.03315	0.0	0.14465	0.06309	0.0	0.15835	0.02559	0.10854	0.62833	0.0	0.0	0.0	0.07163	0.23706	0.05835	0.04498	0.26218	0.18594	0.00067	0.10265	0.06136	0.74268	0.0	0.01794	0.0	0.0971	0.07237	1.18738	0.1105	0.15884	0.01975	0.24795	0.25645	0.09228	0.34718	0.07451	0.01898	0.69145	0.0	0.10186	0.16148	0.0592
s__Bilophila_wadsworthia	0	0.0	0.03623	0.0	0.21361	0.0	0.0	0.0	0.32255	0.0	0.0	0.12551	0.07575	0.0055	0.01771	0.0	0.04445	0.12018	0.0	0.0	0.05933	0.24518	0.0	0.06754	0.3056	0.0	0.06269	0.0	0.21501	0.16203	0.0	0.02535	0.0	0.36591	0.10511	0.00123	0.0	0.0	0.0	0.06728	0.04512	0.05338	0.00845	0.02463	1.01168	0.04973	0.20238	0.0	0.0	0.0993	0.31538	0.31879	0.00932	0.04545	0.0	0.10053	0.005	0.00899	0.01883	0.07072	0.01025	0.03472	0.17231	0.03023	0.0	0.02477	0.49597	0.0	0.0	0.79463	0.0	0.09186	0.01118	0.11402	0.10729	0.0127	0.0	0.10438	0.0	0.0	0.0	0.0	0.05151	0.11124	0.0	0.00555	0.02792	0.0	0.0	0.0	0.06112	0.0	0.0	0.37776	0.0	0.02944	0.06882	0.0	0.00074	0.0	0.04626
s__Faecalicoccus_pleomorphus	0	0.0	0.03611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_gordonii	0	0.0	0.02998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.02919	0.0	0.00687	0.0	0.02378	0.0	0.0	0.0	0.0	0.00334	0.00139	0.0	0.03433	0.0	0.0	0.0	0.00763	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.05217	0.00141	0.0	0.0	0.5181	0.14565	0.0	0.00848	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.01526	0.0203	0.0	0.0	0.01187	0.01462	0.06665	0.01526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05835	0.0	0.0	0.0	0.0	0.0	0.0	0.02504	0.04354	0.0	0.00036	0.01511	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.10064	0.01169	0.0	0.00301	0.14898	0.04912	0.00522	0.0	0.0	0.0
s__Butyricimonas_synergistica	0	0.0	0.01999	0.39305	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.01852	0.0	0.0	1.56394	0.0	0.0	0.16529	0.0	0.0	0.0	0.0	0.0	0.01955	0.0	0.0	0.49231	0.07546	0.0	0.24123	0.00902	0.19676	0.01957	0.0	0.0	0.0	0.0	0.00329	0.0	0.0	0.06155	0.0	0.03439	0.0	0.0	0.0	0.0	0.28605	0.0	0.34432	0.0	0.0	0.0	0.11136	0.0	0.0	0.00024	0.15115	0.0	0.00238	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.00785	0.00095	0.40442	0.0	0.0	0.0	0.14725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.05698	0.0	0.02083	0.0	0.43941	0.0	0.0	0.01289	0.0	0.0
