clade_name	NCBI_tax_id	SK_CT101OSL_t1M14	SK_CT101RCR_t1M14	SK_CT102OSL_t1M14	SK_CT102RCL_t1M14	SK_CT102RCR_t1M14	SK_CT104OSL_t1M14	SK_CT104OSR_t1M14	SK_CT104RCL_t1M14	SK_CT104RCR_t1M14	SK_CT105OSL_t1M14	SK_CT105OSR_t1M14	SK_CT105RCL_t1M14	SK_CT105RCR_t1M14	SK_CT106OSL_t1M14	SK_CT106OSR_t1M14	SK_CT106RCL_t1M14	SK_CT106RCR_t1M14	SK_CT107OSL_t1M14	SK_CT107OSR_t1M14	SK_CT107RCL_t1M14	SK_CT107RCR_t1M14	SK_CT108OSL_t1M14	SK_CT108OSR_t1M14	SK_CT108RCR_t1M14	Steph_2	Steph_3	Steph_4	Steph_5	Steph_6	Steph_7	Steph_b2_1	Steph_b2_10	Steph_b2_11	Steph_b2_12	Steph_b2_13	Steph_b2_14	Steph_b2_16	Steph_b2_17	Steph_b2_18	Steph_b2_2	Steph_b2_20	Steph_b2_21	Steph_b2_22	Steph_b2_23	Steph_b2_24	Steph_b2_25	Steph_b2_26	Steph_b2_28	Steph_b2_29	Steph_b2_30	Steph_b2_31	Steph_b2_32	Steph_b2_33	Steph_b2_34	Steph_b2_35	Steph_b2_36	Steph_b2_39	Steph_b2_40	Steph_b2_43	Steph_b2_45	Steph_b2_46	Steph_b2_47	Steph_b2_48	Steph_b2_49	Steph_b2_5	Steph_b2_50	Steph_b2_51	Steph_b2_52	Steph_b2_53	Steph_b2_54	Steph_b2_55	Steph_b2_56	Steph_b2_57	Steph_b2_58	Steph_b2_6	Steph_b2_60	Steph_b2_61	Steph_b2_62	Steph_b2_63	Steph_b2_64	Steph_b2_65	Steph_b2_66	Steph_b2_67	Steph_b2_68	Steph_b2_70	Steph_b2_71	Steph_b2_72	Steph_b2_74	Steph_b2_9
s__Staphylococcus_hominis	0	0.0401	23.39226	1.00931	0.5931	0.38669	0.13747	3.67653	0	2.09205	0.56285	0.14373	0.31341	0.34519	2.28939	0.52964	1.81518	1.84201	0.0	0.0	0.0	0.0	0	0.57169	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.02537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87591	0.0	0.0	0.0	0.0	0.0	0.0	6.50553	0.0	0.0	0.0	0.0	0.10995	0.0	0.0	0.0	0.0	0.45747	0	0.0	0.0	0.0	0.0	0.03939	0.0	0.11947	0.0	0.42772	10.84112	33.63452	6.31444	3.33882	0.03243	0.04574	0.0	0.0	0.0	0.0	0.29849	0.0	0.0	0.0	3.5656	0	0.0	0.0	0.0	0.0	0.10957
s__Collinsella_aerofaciens	0	0.03403	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_johnsonii	0	0.03301	0.0	0.0	0.0	0.0	0.14629	0.23086	0	0.0	2.97568	0.3476	4.63602	0.23384	16.96626	0.00064	0.63432	0.07547	0.0	1.23891	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.07437	2.29772	0.26239	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09182	0.30963	0.0	0.0	0.0	0.13987	0	0.0	0.0	4.97909	11.39975	0.0	0.0	0.0	0.0	1.28993	0.0	0.0	0.02947	0.0	0.0	0.0	0.0	0.47686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	26.09381	0.0	0.15252
s__Bifidobacterium_bifidum	0	0.01741	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56872	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_vulgatus	0	0.01424	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_pseudodiphtheriticum	0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.37952
s__Corynebacterium_sp_HMSC058E07	0	0.00463	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	5.4934	0.1016	22.62765	0.04042	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_ureicelerivorans	0	0.0	29.4969	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41693	0.0	0.0	9.98889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Micrococcus_aloeverae	0	0.0	15.00048	0.24591	0.02092	0.05063	0.0	0.0	0	0.0	1.38929	0.05723	0.22228	0.10893	1.31124	0.0	0.28741	0.0	0.0	0.0	0.0	0.0	0	0.55776	0.0	0	0.0	0.0	0.00477	0.04786	0	0.0	0.0	1.56237	0.91072	0.0	0.613	35.27565	10.54224	0.67997	0.0	12.5389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58712	1.44248	1.8199	3.9576	6.1616	4.20113	0	0.0	0.0	0.30148	0.0	0.0	0.0	0.02277	17.70086	4.51947	0.0	0.0	0.81191	0.0	0.03588	0.01045	0.0	11.53084	0.02087	0.03969	7.04022	0.0	0.0	0.0	0.0	0	0.0	6.92493	1.73376	0.0	0.0
s__Staphylococcus_pettenkoferi	0	0.0	0.0	11.56222	0.0	0.0	0.0	0.0	0	0.0	0.0	0.07963	0.12719	0.02696	0.0	0.00447	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.2789	0.0	7.88647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08851	0	0.0	0.0	0.0	0.01211	0.0	0.0	0.0	0.0	0.0541	0.0	0.0	0.0	0.0	0.00047	0.00108	0.0	0.0	0.0	0.0	0.03189	0.0	0.0	0.0	0.0	0	0.0	0.0	1.28864	0.0	0.51303
s__Corynebacterium_tuberculostearicum	0	0.0	0.0	0.28301	0.2435	0.0259	0.0	0.0	0	0.0	0.0	0.01211	0.0	0.11495	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0	0.59738	0.0	0	0.0	0.0	0.0	0.0	0	0.10844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01058	0.04208	0.0	0.01775	0.0	0.0	0.88962	1.84717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06685	0.0	0.07799	0.0	0.0	0.0	0.0	0.01094	0.01885	0.0	0.0	0.00951	0.0812	0.13553	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_otitidis	0	0.0	0.0	0.19799	0.13661	0.04595	0.0	0.0	0	0.0	0.0	1.19972	0.0	2.51408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00908	0.70151	0	0.0	0.0	0.0	0.0	0.0
s__Kosakonia_oryzendophytica	0	0.0	0.0	0.07941	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Anaerococcus_nagyae	0	0.0	0.0	0.0	0.88327	0.76901	0.0	0.0	0	0.0	0.0	0.27668	0.0	0.53877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0545	0.0	0.0	0.0	0.0	0.0	0.0	0.07137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12864	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02226	0.0	0.0	0.0	0.0	0.9529	0.69619	0.0	0.0	0.45369	0.01347	0.0	0.0	0.0	0.23586	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Anaerococcus_octavius	0	0.0	0.0	0.0	0.20788	3.70335	0.5024	1.44723	0	0.0	0.0	0.64289	0.0	0.97438	0.0	0.00733	0.0	0.0	0.34889	0.0	0.0	0.0	0	0.40935	0.0	0	0.0	0.0	0.0	0.0	0	0.12577	0.0	0.0	0.0	4.80359	0.7632	0.0	0.0	0.0	0.02866	0.0	0.27823	2.6161	0.0	0.0	0.0	0.0	0.0	1.92083	0.12189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	2.01024	1.67999	0.0	0.0	1.44841	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Rothia_dentocariosa	0	0.0	0.0	0.0	0.08674	0.0	0.06983	0.07888	0	0.0	0.0	1.3161	0.0	0.71007	0.0	0.05882	0.0	0.14337	0.0	6.57498	0.43084	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.00247	0.0	2.34144	0.0	0.0	0.0	2.19787	0.0	0.0	0.09018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16454	0.41308	0.0	0.93831	0.0	0.0	0.02637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.18894
s__Prevotella_denticola	0	0.0	0.0	0.0	0.08188	0.0	0.0	0.0	0	0.0	0.0	0.07861	0.0	0.16123	0.0	0.00522	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.0	0.0	0.07773	0.0	0.12975	0.02298	0	0.0	0.0	1.4184	0.0	6.75149	0.0	0.0	0.0	0.02524	0.0	0.14261	0.54892	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	1.70497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16091	0.05611	0.0	0.0	0.0	0.0	0	0.0	0.0	0.02134	0.0	0.0	0.0	0.0	0.0	0.06893	0.20514	0.0	0.0	0.22537	0.0	0.0	0.0	0.0	0.0	0.0	0.21033	11.11312	0.0	0.10553	0.19888	0	0.0	0.0	0.0	0.0	0.03582
s__Streptococcus_mitis	0	0.0	0.0	0.0	0.0736	0.0	0.0	0.07328	0	0.0	1.1308	5.71747	0.78474	6.94686	0.0	0.0	0.0	0.0	0.0	0.0	1.50144	0.0	0	0.11946	4.39837	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.4592	0.0	0.0	0.0	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20034	0.45221	0.0	0.0	0.0	2.07401	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17553	1.41871	0.0	0.09978	0.0	0.0	0.0	0.0	0.0	0.02309	0.01271	0.37277	38.84238	0.0	0.01066	0.0988	0	0.0	0.0	0.0	0.0	0.0
s__Campylobacter_gracilis	0	0.0	0.0	0.0	0.04698	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Rothia_aeria	0	0.0	0.0	0.0	0.03834	0.0	0.10526	0.03749	0	0.0	0.0	0.28929	0.0	0.41008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45169	0.0	0.0106	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Paracoccus_sanguinis	0	0.0	0.0	0.0	0.0235	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Oribacterium_sp_oral_taxon_078	0	0.0	0.0	0.0	0.02122	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_haemolyticus	0	0.0	0.0	0.0	0.02035	0.0	0.0	0.06451	0	0.0	0.0	0.0879	0.0572	0.04701	0.0	0.12585	0.5094	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07886	0.0	0.0	0.0	3.93861	0.0	4.02095	9.17562	0.0	0.0	0.0	0.0	0.08527	0.0	0.0	0.0	0.0	0.13356	0	0.0	0.0	0.07949	0.54306	0.0	10.16586	0.0	0.0	0.14099	0.0	0.0	0.95016	0.0	0.02542	0.00129	18.97655	0.0339	0.0	0.0	0.0	0.0	0.0	0.0	0.28333	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_HPH0090	0	0.0	0.0	0.0	0.01961	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.25286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.0	0.0	0.01442	0.0	0.00499	0.04855	0	0.0	0.0	0.16028	0.0	0.37139	0.0	0.0	0.0	0.02246	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	10.7203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1076	0.0	0.0	0.0	0.0	0.01242	0.0	0.0	0.0	0.0	0.0	4.59837	0.0	0.02694	0.0	0	0.0	0.0	0.2241	0.0	0.17413
s__Staphylococcus_pasteuri	0	0.0	0.0	0.0	0.01348	0.0	0.63715	0.07313	0	0.0	0.0	0.12264	0.0	0.00909	0.0	0.0	1.88272	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.38695	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.09826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.06584	0.0	0.0	0.0	0.0053	0.02235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sanguinis	0	0.0	0.0	0.0	0.01312	0.0	0.0277	0.18524	0	0.0	0.22534	1.68742	0.0	0.55108	0.0	0.03772	0.0	0.01779	0.0	12.90597	2.85295	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.10935	0.0	1.52899	0.0	0.0	0.0	0.0	0.0	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01742	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.10068	0.0	0.0	0.0	0.12637	0.0	0.0	0.1689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00364	0.0	0	0.0	0.0	0.0	0.0	0.14698
s__Lautropia_mirabilis	0	0.0	0.0	0.0	0.01301	0.0	0.0	0.0	0	0.0	0.62091	0.95178	0.0	0.57081	0.0	0.0	0.0	0.0	0.0	0.07027	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03591	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.16975	0.0	0.0	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Halomonas_hydrothermalis	0	0.0	0.0	0.0	0.00852	0.0	0.02987	0.0	0	0.0	0.0	0.00568	0.0	0.0147	0.05544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Gemella_asaccharolytica	0	0.0	0.0	0.0	0.00571	0.0	0.0	0.0	0	0.0	0.0	0.0035	0.09651	0.10399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01064	0.0	0.0	0.0	0.0	0.05515	0.01265	0.0	0.0	0.25589	0.0	0.0	0.0	0.0	0.01257	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_cristatus	0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0	0.0	0.0	0.13669	0.0	0.33698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_urinalis	0	0.0	0.0	0.0	0.00359	0.03939	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_simulans	0	0.0	0.0	0.0	0.00289	0.0	0.0	0.04925	0	0.0	0.0	0.0	0.0	0.0	0.86462	0.1372	5.98754	0.20056	0.21946	0.0	0.0	2.99059	0	29.24514	0.0	0	0.10832	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	6.05671	1.61223	0.0	0.0	0.0	0.0	0.38942	0.0	0.0	0.0	0.0	27.12701	48.12651	14.46037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.2762	0.65798	0.0	0.0	0.0	0.0	0.39608	0.0	0.0	0.0	0.0	0.006	0.02049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0	0.0	0.83023	1.07446	0.0	2.31584	0.0	0.0	0.0	0.0	0.0	0.41261	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.08483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91361	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
