clade_name	NCBI_tax_id	HCO02	HCO07	HCO09	HCO11	HCO12	HCO53	HCO61	HCO64	HCO67	HCO70	HCO72	HCO74	NO01	NO02	NO03	NO04	NO05	NO06	NO08	NO09	NO10	NO11	NO12	NO13	NO14	NO15	NO16	NO17	NO18	NO19	NO20	NO21	NO22	NO23	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44
s__Prevotella_copri	0	19.24827	6.67434	41.36079	9.82857	5.82117	3.85066	3.09816	30.29321	1.19627	19.6406	27.19265	13.1542	0.0	0.00154	3.32596	7.4037	0.00424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31993	4.00884	2.45336	4.58857	24.64654	0.45865	4.26587	1.18797	3.48278	14.33537	7.78022	3.85646	0.19522	9.32068	4.64417	0.24923	0.34142	21.38766	9.91085	6.1942	3.42519	27.02724	9.76008	64.43343	16.62145
s__Catenibacterium_mitsuokai	0	10.52756	4.51712	4.53144	0.44996	3.12298	1.86311	1.01218	6.39188	0.505	2.64184	3.52007	4.14378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05737	0.0	0.0	0.0	0.0	0.77613	5.11226	1.41389	0.0	0.11668	0.63168	1.46614	46.96942	0.60956	0.44661	5.27665	18.24904	11.8839	0.67608	3.21188	0.91657	0.32578	5.44799	9.73399	10.17766	6.77066	8.17043	0.30779	0.21563
s__Collinsella_aerofaciens	0	10.31782	18.51913	8.37266	3.32067	2.05193	8.6994	5.87795	3.98339	2.66991	4.22931	2.82262	3.01603	0.0	1.40098	1.25287	6.12795	0.71358	4.06112	2.49874	0.23445	0.0008	2.32485	1.00724	0.08611	0.0	10.17397	0.96168	3.07111	0.30693	0.00284	1.23551	0.0	0.86073	0.1851	1.96707	2.17677	1.89581	17.52617	1.93591	1.31182	1.55283	1.14181	0.42075	0.48661	1.00424	19.31425	2.15491	0.66944	1.1992	1.80346	2.86236	2.11184	2.43149	5.22563	1.76173	0.35207	0.29244	0.8021
s__Faecalibacterium_prausnitzii	0	9.57028	14.0997	6.30562	28.70856	19.51644	6.68862	12.9715	13.12394	10.30164	11.80641	12.8031	11.7805	0.02699	12.58486	13.3674	26.0092	3.34793	13.30929	36.74669	15.37927	1.15653	16.63267	2.62029	10.29619	33.60952	8.17631	27.14141	3.99867	10.05507	28.02302	8.48799	0.8554	6.59811	12.65712	35.8699	9.95538	4.53323	8.96832	4.9629	18.3226	1.74759	2.78927	15.1479	31.38712	4.1235	1.64112	5.92933	33.07307	4.1351	2.35008	11.37662	28.75595	11.8289	4.66637	6.86672	3.0427	2.25247	14.0338
s__Prevotella_sp_CAG_520	0	8.35251	2.22423	2.35548	1.23683	3.72736	1.29387	1.98074	2.22649	10.63213	2.27709	8.28213	1.15552	0.0	0.0	0.16055	0.52997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34505	0.54814	0.19441	0.0	0.43228	0.56136	0.39237	2.52887	0.06306	0.03358	0.25599	0.00825	0.05026	0.77853	0.0	0.01236	0.97351	0.65695	0.24413	0.92204	0.19582	0.07084	0.39691	0.0
s__Ruminococcus_torques	0	4.93353	2.24145	7.5956	0.0	0.55371	0.21216	0.19494	2.16111	2.09804	1.56388	0.99228	2.43835	0.0	1.68122	1.81928	5.88506	0.0	1.32133	0.6181	6.95619	0.0	0.0	0.54678	0.23709	0.0	0.26364	0.54958	3.1737	2.5174	0.92374	0.57176	4.29237	2.30515	0.99351	11.50644	4.36871	1.05844	0.0	0.84192	2.77613	0.57485	0.92243	1.46764	3.73052	0.89715	2.39247	22.06751	0.8824	0.37265	0.72389	0.82508	1.73831	6.50008	3.32817	3.83639	1.88917	0.09893	0.47578
s__Methanobrevibacter_smithii	0	4.50302	0.82193	0.0	0.38648	0.57955	1.01504	0.62726	0.4139	6.61324	3.45483	0.17382	1.69492	0.0	3.50583	0.85353	0.78188	0.00335	0.0	0.38527	0.0	0.0	0.0	0.0	0.99876	0.0	0.0	1.15936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41496	1.25482	1.63236	0.0	3.18688	1.88968	4.2263	1.87318	0.0	0.0	1.38237	16.1681	0.00101	0.22237	6.96908	2.09939	0.30134	1.32195	1.90716	22.50871	0.17567	1.40524	0.03868	0.0
s__Roseburia_faecis	0	4.24635	0.02798	0.08168	0.17936	0.52542	0.20418	1.70797	1.03503	0.8565	0.74326	1.40834	13.87253	0.0	1.376	13.04362	3.03084	0.00239	3.57962	1.83408	5.04003	3.61074	0.84457	0.0	0.3778	0.0	1.27808	1.21676	0.41752	0.00972	0.02511	4.23564	0.35257	0.0	3.80286	0.99121	4.34922	1.00946	0.0	1.53573	0.00772	0.3559	0.2524	0.0	0.0	0.00597	0.00902	0.95728	2.59764	0.58261	0.0	0.0	7.77637	0.11692	0.32422	3.84498	1.9223	0.0	0.05834
s__Firmicutes_bacterium_CAG_791	0	3.54932	4.38397	0.00261	0.8787	7.7435	9.46218	6.78697	2.12557	3.93119	6.48685	0.4246	1.07773	0.0	0.0	0.0	0.36562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04263	0.96682	0.78709	0.0	2.35438	0.0	0.0	0.0	0.0	0.0	0.47402	0.15496	0.0	0.2465	2.56296	0.0	0.0	0.0	2.21073	0.61562	0.0	0.0	0.0	0.0
s__Lactobacillus_ruminis	0	2.21469	2.05047	0.0	0.0	0.0	0.0	1.88833	1.81293	0.0	0.0	0.19661	0.1695	0.0	0.0	2.40232	1.11628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37049	4.23813	0.22404	0.46535	0.42486	0.56609	0.5476	0.70435	0.0	0.0	0.03773	0.60707	0.46828	1.64758	0.21495	0.0	0.0	0.15036	0.38163	0.41523	1.1355	0.09802	0.0	0.0
s__Ruminococcus_bromii	0	1.72265	11.6856	0.17589	0.54986	9.05106	7.10694	0.25693	2.47064	6.54321	2.28944	0.47866	3.61421	0.01842	15.20946	1.06132	2.4332	0.03138	0.04711	21.07497	0.0	0.00539	19.77508	0.00839	1.78681	13.07331	9.87514	6.04902	56.90417	30.56743	7.27252	0.01963	28.68164	17.46626	20.86115	0.69461	13.07626	0.15067	0.0	0.06527	4.29474	0.01434	5.81696	0.82114	0.0	3.62439	10.12339	3.90431	1.92262	0.18452	9.68415	1.37466	5.24765	5.48153	1.96647	8.20512	14.86858	0.0	0.16791
s__Eubacterium_sp_CAG_251	0	1.52027	0.08941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66129	0.0	0.0	0.0	3.20091	0.0	0.0	0.0	0.0	0.0	2.44962	0.0	0.0	0.0	0.0	0.0	2.3985	0.0	0.0	1.49017	0.0	0.25183	1.04501	0.0	0.0	0.0	8.66248	7.77519	0.0	0.0	5.80821	0.65543	0.0	0.0	0.0	0.0	1.09448	0.12404	0.03823	0.27263	0.0	0.0	2.63046	3.05583	0.1165	4.78579	0.14182	0.0	0.77688
s__Dorea_longicatena	0	1.51167	0.82641	0.86318	0.06713	0.04211	0.0	0.0	0.28873	0.34188	0.53164	0.7928	1.66002	0.0	1.71305	0.82932	2.64994	0.0	3.86803	2.72406	1.93893	0.0	0.95608	0.0	0.22081	0.69808	0.73122	2.68344	1.0891	1.33244	1.97604	0.46276	0.0	0.0	0.27487	0.09732	0.43719	0.1399	0.78716	0.26408	0.64607	0.60929	0.13657	0.82009	0.874	0.0	0.61571	1.28883	0.07239	0.16472	0.26594	1.02222	0.45123	0.16852	1.15375	0.98769	0.57754	0.54808	0.58508
s__Bifidobacterium_adolescentis	0	1.48558	3.87218	0.0	0.9456	1.41989	1.49182	17.55953	0.0	0.0	2.62133	2.60139	4.47782	0.0	6.15368	3.90048	1.15926	0.0	0.44875	3.43978	0.0	0.0	1.95996	0.0	0.02623	0.0	0.0	0.08452	0.0	0.0	0.0	0.0	2.05479	0.01717	0.53976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10282	0.0	0.0	2.21099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemanella_biformis	0	1.34427	5.08737	0.68948	0.12883	0.08031	0.00801	0.06612	0.68873	0.2856	0.48988	0.27641	0.73446	0.0	0.0	0.66414	0.76111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18865	2.53256	0.5905	0.0	0.0	0.78126	0.18469	0.57867	0.12124	0.11589	0.1844	2.18893	4.03686	0.06886	1.46673	0.40023	0.19839	0.4324	0.79909	3.25372	0.32841	0.58881	0.0	0.81541
s__Dorea_formicigenerans	0	1.12565	0.20462	0.88352	0.03173	0.0	0.0	0.0	0.14274	0.01404	0.20616	0.05942	0.23453	0.0	0.54232	0.87665	0.47252	0.0	0.2716	0.26129	0.18863	1.03394	0.09214	0.0	0.12723	0.0	0.37863	0.29617	0.35786	0.43434	0.10232	0.039	0.0	0.04706	0.08235	1.23091	0.406	0.27361	0.41282	1.67068	0.63541	0.08346	0.1194	0.04689	0.46126	0.34031	1.51863	0.46607	0.15401	0.3047	0.11872	0.20656	0.41781	0.39179	0.65935	0.22303	0.45648	0.2237	0.32895
s__Prevotella_sp_AM42_24	0	0.97023	0.61377	0.45478	0.92095	3.24537	0.0	0.06624	6.79666	0.00689	0.91355	9.54377	1.52203	0.0	0.0	0.01959	0.08694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69416	1.22602	0.84369	2.89733	0.73186	0.05414	0.01194	0.53913	3.55586	0.0681	0.19154	0.02747	1.73136	0.29942	0.04991	0.13203	1.61763	1.30567	0.377	5.49263	0.89208	0.8702	0.82584	1.07314
s__Roseburia_sp_CAG_182	0	0.96254	0.0	0.0	0.1525	0.05223	0.0	0.49289	0.15483	0.0	0.7819	0.07224	0.02827	0.0	0.02197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01997	0.0	0.0	0.0	0.03493	0.0	0.0	0.0	0.0	0.0	0.0	0.24155	14.89425	0.72051	0.0	0.26816	0.0	0.03306	0.31877	0.0	0.0	0.0	0.09829	0.06591	0.6543	5.76525	0.00085	0.79791	0.00994	0.08405	2.50053	0.0	0.62158	0.0	1.02525
s__Blautia_wexlerae	0	0.89755	0.47246	0.8505	0.27362	0.0	0.0	0.12892	0.21411	0.21304	0.16033	0.37796	0.39448	4.83105	0.41456	0.81258	0.3493	1.69775	0.02788	0.13585	1.63033	13.57875	1.49958	1.67474	0.03189	0.18029	0.06429	0.37488	0.21635	0.76421	0.00668	0.03557	2.78772	0.66999	0.10724	0.02006	0.27718	0.23891	1.16564	0.26499	0.01545	0.01534	0.06617	0.24447	0.00812	0.01051	0.02958	0.06136	0.02914	0.08848	0.07562	0.11145	0.17922	0.18439	0.08394	0.02882	0.14677	0.00211	0.06078
s__Ruminococcus_sp_CAG_488	0	0.83997	0.38375	0.0	0.0	0.03699	1.2109	1.38251	0.18294	0.4551	0.0	0.14305	0.15159	0.0	0.00367	6.40291	0.00921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3976	3.56283	1.03021	0.0	8.02882	0.2111	0.32229	0.20777	0.0	0.0	0.25926	0.01334	0.0	0.51234	1.35862	0.06612	0.33855	0.07496	0.11466	0.45854	1.01532	0.0	0.01568	0.0
s__Prevotella_stercorea	0	0.73842	0.33356	4.19344	0.06398	0.17737	0.05609	0.85751	0.81478	0.95246	0.14701	3.04688	0.62773	0.0	0.0	0.01261	0.03497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83358	0.25294	2.75955	0.0	0.04213	0.58469	0.67906	0.93392	12.54716	3.059	0.05904	0.00694	0.13104	1.4543	0.0	0.00857	0.09845	1.54773	0.1632	0.53295	0.02432	11.42494	0.03005	0.03572
s__Prevotella_sp_885	0	0.67714	0.81703	1.47161	0.0	0.30072	0.0	0.1389	1.9526	0.34864	0.0	0.57683	0.0	0.0	0.0	0.0	2.77631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31918	0.18828	1.98584	6.1423	0.03367	0.0327	0.0	0.64897	2.18132	0.53224	0.05961	0.00226	3.60359	0.18441	0.0455	0.00378	7.51798	0.857	0.16912	0.98849	0.20516	0.59619	0.0	1.27671
s__Oscillibacter_sp_CAG_241	0	0.66744	2.59521	0.0	0.05854	0.39218	1.37986	7.83771	0.45722	0.69401	0.50358	0.48629	0.64641	0.0	0.22666	0.17932	0.07648	0.0	0.0	0.01946	0.0	0.0	0.0	0.0	0.11754	0.58541	0.00663	0.02682	0.0	0.02439	0.01826	0.00309	0.0	0.16223	2.08449	0.41905	0.22073	0.62287	0.0	0.85068	0.42175	3.50386	0.03279	0.0	0.63504	1.69237	1.25238	0.43186	0.37684	0.6062	0.36679	0.28885	0.14812	0.7312	0.28745	0.28131	0.1184	0.05278	0.54708
s__Blautia_obeum	0	0.65271	0.47424	0.45171	0.0	0.14808	0.24327	0.11153	0.30351	0.7992	0.53081	0.24957	0.77926	0.0	0.72011	0.05484	0.27082	0.17141	0.56477	1.08619	0.2374	0.0	1.16774	0.63165	0.1233	0.20299	0.59391	0.80401	0.26583	0.45058	0.13874	0.02886	0.31551	0.11947	0.06385	0.07638	0.3098	0.0419	0.0	0.02677	0.05331	0.05576	0.2686	0.18421	0.01338	0.13367	0.3362	0.1237	0.02664	0.21517	0.05642	0.01677	0.18345	0.18446	0.68975	0.06492	0.07651	0.03976	0.1527
s__Fusicatenibacter_saccharivorans	0	0.57365	0.16538	1.12284	0.31906	0.0	0.0	0.0	0.36001	0.4892	0.05659	0.07399	0.59061	0.0	5.57818	0.36456	1.53745	0.0	1.11392	2.00344	9.79481	5.06554	1.52531	0.0	0.97565	1.5119	2.51642	1.86988	4.65024	9.54797	1.52888	0.35391	0.56314	0.79691	0.26141	0.01778	0.33244	0.02946	0.0	3.28416	0.18752	0.25958	0.0	0.04873	1.19919	0.02967	0.3532	1.62605	0.6933	0.01338	0.01327	1.05587	0.59089	0.1214	0.03821	0.06543	0.33281	0.07458	31.74782
s__Eubacterium_hallii	0	0.53241	0.81121	1.07351	0.07994	0.21531	0.0	0.25921	0.83846	0.36217	0.12789	0.29407	1.60487	0.0	1.32463	0.38623	1.02103	2.55772	0.11464	1.66411	1.3985	0.0	3.89908	0.0	0.17401	0.17937	0.20156	0.98682	1.35941	0.24493	0.23916	0.15206	0.0	0.3875	0.40528	0.07005	0.91687	0.12303	0.0	0.60496	0.39008	0.57259	0.14094	0.09755	0.07345	1.87782	0.86676	0.1148	0.04511	0.24778	0.48433	0.18565	0.69404	0.2862	0.57025	0.52288	0.31401	0.07331	0.08986
s__Treponema_succinifaciens	0	0.49985	0.0	0.0	0.11992	2.87371	0.0	0.0987	0.02909	0.4645	3.10737	0.74188	0.28332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28826	0.33454	4.12692	0.0	0.0	0.96743	0.01368	5.48577	0.0	0.0	22.80466	0.08825	0.43992	0.17922	0.41556	0.02053	0.0	1.43102	0.02398	6.30434	0.0	2.02269	0.0	0.0
s__Agathobaculum_butyriciproducens	0	0.47386	0.20956	0.66414	3.31735	0.85638	0.25914	0.32009	0.93633	1.37456	0.4753	0.7904	0.97019	0.0	0.21022	0.76537	1.20596	0.06778	0.75835	0.12294	0.56616	0.26471	0.18316	0.0	0.03469	0.0	0.20225	0.09559	0.09527	0.11784	0.75162	0.06205	0.0	0.01122	0.574	0.06435	0.08295	0.01909	0.14401	0.00913	0.03214	0.0586	0.0	0.39551	0.04173	0.02336	0.10291	0.58097	0.05962	0.01655	0.0	0.02125	0.18755	0.08577	0.0	0.0978	0.16891	0.01276	0.05193
s__Gemmiger_formicilis	0	0.40648	0.70439	0.16245	0.0	0.28866	0.04432	0.45475	0.32525	0.19537	0.55912	0.11175	0.35298	0.0	1.35978	0.22464	0.42495	1.41413	0.0	0.09898	0.07623	0.0	0.0	0.0	0.16655	0.45205	0.1558	0.08867	0.2558	0.14348	0.94269	0.00486	0.0	0.10566	0.07951	0.34494	0.44552	0.2083	0.09764	0.13274	0.30986	0.0	0.12175	0.52686	0.15073	0.00161	0.05713	0.21555	0.13791	0.07967	0.53888	1.51677	0.38869	0.18628	0.18129	0.12769	0.66702	0.12213	0.21212
s__Slackia_isoflavoniconvertens	0	0.32913	0.74318	0.2489	0.05113	0.14867	0.27101	0.02433	0.13813	0.45724	0.0	0.11436	0.13937	0.0	1.33491	0.0	1.35552	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34973	0.21321	0.09962	0.00661	0.04449	0.14004	0.14333	0.03191	0.29066	0.03056	0.1065	0.70909	0.09061	0.02239	0.04224	0.06739	0.49162	0.074	0.07731	0.21604	0.03549	0.05034	0.01661	0.06862
s__Firmicutes_bacterium_CAG_110	0	0.30559	0.49679	0.0	0.13404	0.2424	2.72995	0.69423	0.0639	1.05577	0.28	0.4004	0.60776	0.0	0.095	0.26147	0.01104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99453	0.01257	1.05208	0.02005	0.0	0.0	2.09097	0.0	0.0	1.41972	0.0	0.4636	0.31556	0.19606	0.0	0.37664	0.40748	1.01781	0.10011	0.00519	0.33649	2.81222	0.25168	0.04605	1.60966	1.14526	4.99509	0.1469	0.93553	0.37382	0.51229	0.2598	0.08241	0.0	0.14871
s__Brachyspira_sp_CAG_700	0	0.30536	0.06692	0.0	0.0	0.0375	0.22692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2194	2.3875	0.0	1.82956	0.0	0.0	1.07873	0.0	0.0	0.0	0.09367	0.76884	2.54027	0.1256	0.11343	2.03481	3.64314	0.16863	3.29081	0.0	10.73403	0.0	0.0
s__Methanosphaera_stadtmanae	0	0.28863	0.23829	0.0	0.0	0.09137	0.16923	0.0	0.0055	2.8142	0.13703	0.0	0.21727	0.0	0.0	0.09172	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4014	0.0	0.0	0.0	0.17119	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_57_20	0	0.28464	0.12589	0.00892	0.34257	0.46377	1.9885	2.96464	0.18364	2.96923	0.49534	0.29027	0.7315	0.0	0.34616	0.44218	0.01759	0.05706	0.0	0.0	0.0	0.0	0.0	0.0	2.7679	0.28316	3.51517	0.01322	0.0	0.00978	0.0	1.27404	0.0	0.22696	1.63485	0.54586	0.04364	0.07521	0.0	0.24902	0.85937	1.09713	0.0	0.01024	0.17138	0.55971	0.24856	0.10644	0.71036	0.2086	0.01782	0.04456	0.07905	0.13585	0.1186	0.00655	0.15342	0.10342	0.00717
s__Coprococcus_comes	0	0.28178	0.2839	0.18096	0.02164	0.0	0.0	0.0	0.12089	0.0	0.10679	0.15722	0.09171	0.0	1.03367	1.17413	2.21482	0.40871	0.0	0.47804	0.13169	1.09511	0.67751	0.0	0.27531	1.26386	0.46491	1.1291	0.40424	0.18796	0.6741	0.51038	0.0	0.75141	0.0	0.2733	0.07266	0.00503	0.0	0.17665	0.28473	0.04484	0.09716	0.04469	0.31533	0.32735	0.57265	0.14152	0.06467	0.10013	0.08077	0.13437	0.09545	0.08591	0.36597	0.27582	0.24975	0.15068	0.35323
s__Roseburia_intestinalis	0	0.27538	0.0	0.44161	0.0	0.0	0.0	0.00709	0.0	0.0	0.17261	1.19582	0.21668	0.0	0.0	0.11317	0.26931	0.05915	1.35445	0.07456	3.47511	1.33385	0.0	1.03438	0.73869	0.0	0.01163	2.2869	0.02042	4.23148	0.0	0.83816	0.0	0.0	0.00586	0.01881	0.03443	0.0	0.0	0.0	0.08869	0.0	0.0	0.00264	0.0	0.0	0.0	0.01428	0.10226	0.06939	0.02654	0.24616	0.0	0.0	0.0	0.01333	0.0162	0.4752	0.0
s__Clostridium_sp_CAG_413	0	0.27334	0.29016	0.0	0.12647	0.0	0.0	0.0	0.04788	0.39271	1.72953	0.0	0.26776	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01954	0.0	0.0	0.0	0.00407	31.27668	56.05415	0.00762	0.0034	0.0	6.69734	0.40774	0.00184	29.64691	2.60868	60.91662	0.00779	1.31353	0.1138	2.66506	0.0	1.24356	0.0	0.01313
s__Phascolarctobacterium_succinatutens	0	0.25573	2.61685	3.46619	0.05876	3.7972	0.48629	2.67931	0.74031	14.06421	0.0	2.07827	0.60436	0.0	0.0	0.0	5.38156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6018	0.0672	3.11794	0.0	0.25558	0.0	3.03491	0.41223	0.0	0.13734	2.94249	1.14908	0.87386	1.37281	0.11778	0.06013	8.24946	0.14801	0.16511	0.12979	0.84399	0.9221	2.49093	1.13399
s__Firmicutes_bacterium_CAG_83	0	0.24757	0.82925	0.0	0.03868	0.39329	0.23996	0.13601	0.02945	0.13042	0.0	0.14099	0.04973	0.0	0.24565	0.16217	0.0656	0.0	0.60192	0.0	0.19228	0.0	5.10736	0.0	0.04361	0.07458	0.51778	0.08969	6.62183	0.67983	3.61432	0.26513	0.0	0.94308	0.30639	0.35934	0.08393	0.01278	0.0	0.01391	0.13978	0.12632	0.0	0.0	0.68262	0.25543	0.13717	0.26625	0.2189	0.01882	0.06645	0.11399	0.14796	0.73826	0.04632	0.19468	0.15086	0.07614	0.07009
s__Clostridium_ventriculi	0	0.21466	0.0	0.5064	0.0	0.0	0.0	0.0	0.0	0.09161	0.0	0.0	0.08453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13827	0.0	0.0	0.0603	0.02785	0.00539	0.0925	6.9395	1.10946	0.0	0.02185	0.00611	0.0	0.0	0.0	0.13936
s__Eubacterium_rectale	0	0.2092	0.0	0.48587	0.54959	2.64542	0.27956	0.0462	4.91495	0.03659	7.70098	0.0427	1.72962	0.00889	6.39471	4.94093	0.25305	13.14402	15.08971	3.80584	4.69766	3.79019	2.99992	0.0076	3.23094	0.0	1.304	5.01292	0.56629	0.63607	7.08303	0.29581	8.03204	6.26783	0.57965	0.04407	0.12698	0.04714	0.0	0.0	0.22759	0.67958	0.0	0.81339	11.17842	0.0	0.0	2.82652	0.41988	0.5333	0.6517	6.87376	2.0627	0.11743	1.921	0.4737	0.07535	6.10774	0.64732
s__Eubacterium_eligens	0	0.18101	0.0	0.88752	0.0	0.16833	0.0	0.0	0.76695	0.0	0.11918	0.41614	0.0	0.0	0.84751	0.06419	0.39722	0.0	1.18273	0.00275	0.29447	0.16743	0.30726	0.0	0.04143	0.78332	2.75139	0.09144	0.0	0.02196	0.0	0.19827	0.17073	0.74242	0.94062	7.96062	1.02673	0.0336	0.0	1.87684	0.30681	0.04339	0.00507	2.42236	9.40882	1.42349	1.22504	0.71405	1.54976	0.02791	0.18571	3.62923	2.9345	1.30292	0.4472	0.41245	5.30715	0.4171	0.24585
s__Roseburia_sp_CAG_471	0	0.17917	0.38097	1.20203	0.0	0.0	0.0	0.0	0.11791	0.0	0.02484	0.03005	0.01113	0.0	0.00145	0.22801	0.21986	0.0	0.25441	0.00187	0.0	0.0	0.0	0.0	0.00133	0.00067	0.0	0.00452	0.0156	0.04346	0.028	0.0	0.0	0.0	0.00025	0.01977	0.84016	0.00054	0.0	0.01071	0.1051	0.0291	0.05847	0.22274	0.00357	0.15596	0.13073	0.02548	0.04581	0.37805	0.178	0.20927	0.0099	0.07869	0.04209	0.05866	0.02724	0.00517	0.24435
s__Coprococcus_eutactus	0	0.1579	0.0	0.05818	2.17824	0.25621	0.0	0.0	0.74563	0.0	0.51766	1.00233	0.0	0.0	4.20287	4.42659	5.37283	0.0	0.0	0.12846	0.0	0.0	0.0	0.0	2.19602	0.0	2.36725	0.0	0.07151	0.0	0.0	0.0	0.0	0.0	0.0	0.50391	2.12376	18.48523	0.0	0.23599	0.00212	0.91141	0.0	0.80435	18.21135	0.04106	1.58204	1.81748	0.03454	0.0	0.00275	0.02204	0.00227	3.27327	0.0	0.13864	0.0	0.6253	0.97923
s__Clostridium_sp_CAG_510	0	0.11128	0.0	0.0	0.0	0.0	0.0	0.81496	0.0	0.43436	0.0	0.28521	0.0	0.0	0.0	0.08784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02309	2.62591	0.0	0.08049	0.23196	0.01514	0.0	0.01228	0.0	0.0	0.0	0.13195	0.31394	0.13145	0.01424	0.08591	0.15269	0.03228	0.08386	0.39938	0.3379	2.76928	0.01397
s__Prevotella_sp_CAG_279	0	0.10619	0.0	0.0	0.00786	0.0	0.1316	0.11858	0.33408	0.0	0.40447	0.53141	0.0	0.0	0.0	1.15224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.01986	0.0	0.52948	0.0	0.14244	0.47254	0.044	0.0	0.0	0.02121	0.0	0.33365	0.0	0.0	0.0	0.0	1.65864	0.0	0.0	0.50354	0.12982	0.4418	2.24658
s__Ruminococcus_lactaris	0	0.09739	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49896	0.00706	1.19365	0.0	2.48161	0.0	4.72514	0.0	1.1024	0.0	2.31287	0.0	1.47972	0.0	0.55869	0.36846	0.13503	0.91899	0.0	0.0	3.42301	0.0	0.0	0.37774	0.0	0.0261	0.4185	0.04104	0.0053	0.59338	0.0	0.0	0.0	0.04725	0.0	0.0	0.0	0.00396	0.03383	0.0	0.0	0.68065	0.21257	0.95044	0.23761
