clade_name	NCBI_tax_id	CM.102_WGS	CM.103_WGS	CM.105_WGS	CM.107_WGS	CM.109_WGS	CM.111_WGS	CM.118_WGS	CM.126_WGS	CM.129_WGS	CM.13_WGS	CM.131_WGS	CM.132_WGS	CM.138_WGS	CM.139_WGS	CM.146_WGS	CM.147_WGS	CM.152_WGS	CM.157_WGS	CM.16_WGS	CM.160_WGS	CM.162_WGS	CM.164_WGS	CM.165_WGS	CM.168_WGS	CM.17_WGS	CM.172_WGS	CM.175_WGS	CM.176_WGS	CM.177_WGS	CM.178_WGS	CM.179_WGS	CM.18_WGS	CM.186_WGS	CM.187_WGS	CM.19_WGS	CM.194_WGS	CM.195_WGS	CM.199_WGS	CM.20_WGS	CM.203_WGS	CM.206_WGS	CM.208_WGS	CM.210_WGS	CM.211_WGS	CM.212_WGS	CM.215_WGS	CM.219_WGS	CM.220_WGS	CM.221_WGS	CM.222_WGS	CM.223_WGS	CM.224_WGS	CM.226_WGS	CM.227_WGS	CM.228_WGS	CM.231_WGS	CM.232_WGS	CM.233_WGS	CM.234_WGS	CM.235_WGS	CM.237_WGS	CM.239_WGS	CM.24_WGS	CM.247_WGS	CM.249_WGS	CM.25_WGS	CM.251_WGS	CM.253_WGS	CM.254_WGS	CM.255_WGS	CM.257_WGS	CM.259_WGS	CM.260_WGS	CM.261_WGS	CM.268_WGS	CM.270_WGS	CM.271_WGS	CM.273_WGS	CM.275_WGS	CM.278_WGS	CM.283_WGS	CM.284_WGS	CM.285_WGS	CM.289_WGS	CM.29_WGS	CM.291_WGS	CM.294_WGS	CM.30_WGS	CM.308_WGS	CM.31_WGS	CM.310_WGS	CM.315_WGS	CM.316_WGS	CM.317_WGS	CM.32_WGS	CM.328_WGS	CM.335_WGS	CM.339_WGS	CM.340_WGS	CM.342_WGS	CM.343_WGS	CM.345_WGS	CM.347_WGS	CM.358_WGS	CM.361_WGS	CM.364_WGS	CM.366_WGS	CM.367_WGS	CM.369_WGS	CM.370_WGS	CM.373_WGS	CM.375_WGS	CM.376_WGS	CM.378_WGS	CM.382_WGS	CM.389_WGS	CM.390_WGS	CM.392_WGS	CM.395_WGS	CM.397_WGS	CM.401_WGS	CM.402_WGS	CM.403_WGS	CM.408_WGS	CM.409_WGS	CM.41_WGS	CM.410_WGS	CM.412_WGS	CM.413_WGS	CM.418_WGS	CM.425_WGS	CM.432_WGS	CM.437_WGS	CM.438_WGS	CM.439_WGS	CM.44_WGS	CM.443_WGS	CM.445_WGS	CM.454_WGS	CM.46_WGS	CM.466_WGS	CM.47_WGS	CM.486_WGS	CM.490_WGS	CM.506_WGS	CM.507_WGS	CM.511_WGS	CM.512_WGS	CM.514_WGS	CM.520_WGS	CM.521_WGS	CM.525_WGS	CM.528_WGS	CM.530_WGS	CM.532_WGS	CM.536_WGS	CM.55_WGS	CM.553_WGS	CM.555_WGS	CM.57_WGS	CM.574_WGS	CM.580_WGS	CM.64_WGS	CM.65_WGS	CM.67_WGS	CM.7_WGS	CM.70_WGS	CM.75_WGS	CM.79_WGS	CM.80_WGS	CM.82_WGS	CM.86_WGS	CM.90_WGS	CM.94_WGS	CM.97_WGS
s__Slackia_isoflavoniconvertens	0	0.02936	0.01756	0.06805	0.12441	0.02031	0.0	0.03494	0.0	0.0	0.0	0.00873	0.0	0.0	0.0	0.0	0.0	0.08911	0.0	0.0915	0.0	0.0042	0.0	0.0	0.0	0.0	0.0	0.04949	0.05455	0.0	0.01264	0.0	0.0	0.04584	0.0	0.03289	0.0	0.0	0.0	0.0709	0.0	0.11088	0.0	0.0	0.09068	0.0	0.0	0.0	0.24937	0.0	0.01415	0.20179	0.0	0.0	0.01122	0.0937	0.07699	0.42369	0.19609	0.01536	0.0	0.04014	0.01567	0.00508	0.26814	0.12237	0.01066	0.01403	0.00955	0.36703	0.47631	1.69473	0.0	0.05235	0.08637	0.0	0.01186	0.03876	0.0	0.0	0.00687	0.0	0.0	0.03446	0.0	0.01881	0.10543	0.0174	0.01332	0.0	0.0	0.0086	0.33182	0.0	0.0	0.0	0.0	0.03103	0.00905	0.0	0.0	0.13846	0.0	0.0	0.0	0.01539	0.0	0.05512	0.0	0.09245	0.03172	0.0	0.00484	0.0	0.01316	0.0	0.03462	0.01578	0.0	0.0	0.0	0.0	0.01353	0.0	0.01891	0.0	0.0	0.10497	0.0	0.0	0.01431	0.19573	0.0	0.02615	0.0	0.01458	0.06801	0.00999	0.0	0.0	0.0	0.0	0.00872	0.11265	0.01643	0.0	0.0	0.0	3.16608	0.15515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.01574	0.0	0.40046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05933	0.0
s__Eubacterium_hallii	0	0.02262	0.00397	0.00239	0.0	0.0	0.00607	0.0	0.0	0.05054	0.13349	0.0	0.23579	0.0304	0.05054	0.0523	0.0299	0.03279	0.07543	0.0	0.00372	0.00871	0.0	0.00392	0.04397	0.0	0.0	0.54294	0.0	0.06159	0.15593	0.08192	0.29059	0.0	0.08982	0.00382	0.0	0.0	0.0	0.27522	0.0	0.37211	0.00634	0.0	0.24896	0.0	0.0	0.05224	0.05075	0.00823	0.07234	0.0	0.07471	0.13547	0.04027	0.00269	0.0	0.17115	0.09027	0.0	0.00672	0.02996	0.00869	0.03348	0.01786	0.04987	0.12501	0.04364	0.0	0.10267	0.0463	0.34301	0.02206	0.0	0.0	0.0	0.0	0.06908	0.0	0.0	0.0	0.0	0.01739	0.00873	0.05369	0.05864	0.08468	0.10843	0.22742	0.07652	0.04112	0.03758	0.0	0.0	0.01026	0.0	0.0	0.0	0.04109	0.05047	0.02138	0.0	0.05906	0.06727	0.798	0.02249	0.0535	0.07397	0.0	0.02432	0.02431	0.0	0.00882	0.0	0.11922	0.0	0.0	0.0	0.0197	0.16929	0.16958	0.01593	0.0	0.01767	0.01545	0.03492	0.0	0.09985	0.02899	0.04174	0.04409	0.0284	0.0074	0.00085	0.10078	0.00684	0.09654	0.0	0.00118	0.09323	0.01598	0.02215	0.01758	0.01651	0.12294	0.0	0.0	0.07119	0.03644	0.0	0.21718	0.02822	0.062	0.11724	0.0	0.0	0.04484	0.03626	0.0	0.07869	0.0	0.0526	0.18255	0.0	0.0	0.00606	0.37585	0.06313	0.0	0.00549	0.00296	0.06922	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_632	0	0.02079	0.0807	0.39763	0.64658	0.0	0.12699	2.83747	0.0	0.0	0.0	0.04586	0.0	0.0	0.8393	0.05997	0.2172	3.69239	0.15865	0.0	0.15415	0.0	0.0	0.95279	0.0	0.0	0.05132	0.0	0.0	0.20632	0.15222	0.35123	1.07876	1.30306	0.0	0.02164	0.0	0.37385	0.06871	0.0	0.0	0.07684	0.0	0.0	0.36832	0.0519	0.0	0.0	0.0	0.0	0.0	0.0	7.77019	0.0	0.0	0.0	1.9763	0.29085	0.0	0.45806	0.0	0.0	0.75294	0.0	0.0	0.11243	0.08413	0.41186	0.06439	0.20249	0.0	1.22934	0.01406	0.099	5.67208	0.64716	0.21794	0.20158	0.0	0.0	0.24382	0.02473	0.0	0.0	0.0	0.0	0.22043	0.0	2.35391	0.0	0.0	0.0	0.0	0.0	0.376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04195	0.0	0.0	0.0	2.38207	0.0	0.05396	1.15615	0.0	0.11704	0.0	0.0276	0.83216	0.0	0.0	0.09833	0.0	0.0	0.22491	0.0	0.0	0.97268	0.0	0.83148	0.0	0.0808	1.49078	0.0	0.65238	0.0	0.0	0.0	0.0	0.0	1.24053	0.0	0.0	0.16257	0.0	0.01451	0.01856	0.0	0.0	1.17692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10491	0.0	0.0304	0.0	1.12691	0.0	0.09887	0.05035	0.0	0.0	0.0	0.09945	0.02206	0.19135	0.25751	0.26916	2.07704	0.02301
s__Veillonella_sp_T11011_6	0	0.01101	0.01357	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01594	0.0	0.0	0.0	0.0427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04357	0.0	0.3159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01064	0.0	2.19841	0.04724	0.0	0.0	0.0	0.17471	0.13576	0.0689	0.0	0.01777	0.0	0.67989	0.0	0.0	0.0	0.0	0.0	0.0	0.00849	0.0	0.0	0.01279	0.06407	0.0	0.01611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04975	0.0	0.0	0.0183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03888	0.02543	0.0	0.0086	0.0	0.03601	0.0	0.39672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03736	0.08448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02959	0.0	0.0	0.0	0.00561	0.0	0.0	0.00929	0.0	0.0	0.04164	0.0	0.0	0.14504	0.01454	0.0	0.02943	0.0
s__Bilophila_wadsworthia	0	0.00685	0.0	0.0	0.0	0.03039	0.0	0.12139	0.25963	0.0	0.05387	0.0	0.0	0.05002	0.0	0.0	0.0	0.03381	0.0	0.04966	0.0	0.0	0.02461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00702	0.0	0.0	0.2356	0.00906	0.0	0.14479	0.0	0.01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967	0.0042	0.0	0.0163	0.0	0.0	0.08002	0.0	0.0	0.0	0.0	0.00199	0.03552	0.0	0.02731	0.0	0.0	0.0	0.0	0.0042	0.0	0.05404	0.0	0.0	0.0	0.0	0.00696	0.00784	0.0	0.0	0.04844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03407	0.0	0.0	0.01069	0.0184	0.0	0.0	0.0	0.0	0.0	0.0	0.00511	0.06357	0.11175	0.21471	0.01361	0.0	0.11344	0.0	0.0	0.0	0.0	0.01346	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04838	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	1.53805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20545	0.0	0.03327	0.0	0.0	0.02063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17659	0.0	0.0	0.0	0.0	0.0	0.0	0.09257	0.00182	0.02404	0.0	0.0	0.12574	0.0	0.02511	0.0	0.0	0.10136	0.0	0.09347	0.0	0.0	0.59487	0.0	0.0	0.0	0.59749	0.44834	0.0	0.0	0.0	0.0	0.0	0.11922	0.17631	0.0	0.06794	0.0	0.22018	0.0376	0.66327	0.0	0.59371	0.0	0.0	0.48746	0.0	0.06047	0.62901	0.0	0.42455	0.0	0.0	0.2651	0.0	0.80471	0.0	0.0	0.0	0.08259	0.0	0.0	0.38724	0.0	0.0	0.02794	0.0	0.09953	0.0	0.0	0.98283	0.02809	0.0	0.01153	0.96282	0.43868	0.68625	0.91375	0.0	0.0	0.0	0.31635	0.07835	0.0	0.87371	0.79644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_vulgatus	0	0.0	1.08885	0.10204	0.0	0.0	0.0	0.0	2.31494	0.0	0.0	0.0	0.0	0.03664	0.0	0.0	0.0	1.00589	0.11191	0.0	0.18429	4.24657	1.8165	0.0	0.0	0.0	0.0	0.0	1.39722	0.3423	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	2.42603	2.80765	0.0	0.0	0.05137	0.10803	0.0	0.0	0.0	0.0	0.0	0.0	0.05547	0.0	0.0	0.0	0.0	0.0	0.04939	0.0	0.0	0.0	0.0	0.0	0.24805	0.0	0.17997	0.0	0.03736	0.01887	0.0	1.13114	0.0	0.0	0.62544	0.0	0.15975	0.0	0.0	0.0	0.00978	1.38292	5.19564	0.0	0.0	0.0	0.0	0.6098	0.78406	0.0	0.0	0.0	1.49912	0.0	16.1994	0.0	29.74543	0.0	0.0	0.43242	14.11493	0.0	0.23762	37.36862	0.0	0.00316	1.12099	0.81878	0.0	6.49955	0.05605	0.02399	0.0	0.14692	0.01387	1.46661	0.68788	0.0	0.0	0.0	0.3794	0.0	0.00382	0.18367	14.70538	0.11451	0.0	0.38352	0.0	0.02296	0.09455	11.50934	2.33821	0.0	0.00292	1.20067	0.0	8.76328	0.0	0.0	0.03665	0.0	2.00684	0.0	15.42152	0.07959	0.42635	0.81894	0.0	0.0	17.70552	0.2927	0.00427	3.1229	0.0	2.53559	23.24504	2.34662	0.0063	0.0	0.0	0.0	3.27881	0.0	2.74152	10.78112	0.0	0.0	0.0	0.3934	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.42611	0.0	0.3603	0.35864	0.0	0.0	0.0	0.0	0.0	0.16664	0.0	0.02569	0.00432	0.0	0.0	0.64589	0.0	5.05582	0.0	0.10833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07119	0.0328	0.0	0.3788	0.02304	0.0	0.0116	0.01657	0.00328	0.0	0.37242	0.02759	0.01857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08635	0.0	0.0	0.0	0.0	0.0	0.0	0.05382	0.0	0.0	0.0	0.0	0.01604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18955	0.00589	0.0895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29135	0.22158	0.19108	0.13654	0.0	0.24533	0.07868	0.06759	0.64891	0.86053	0.00324	0.0	0.11853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40272	0.44035	0.10714	0.13231	0.04236	0.01279	0.0	0.0	0.47175	0.0	0.008	0.08624	0.0	0.0	0.14002	0.0	0.0	0.52582	0.0	0.0	0.02626	0.0	0.0	0.081	0.02731	0.2483	0.0	0.0	0.0	0.52585	0.00317	0.0	0.0	0.0	0.30006	0.0	0.0	1.32199	0.36059	0.05808	0.00457	0.19272	0.0	0.449	0.0	0.01712	0.0	0.07714	0.0	0.0	0.13071	0.9997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08975	1.33584	0.0	0.02311	0.15883	7.08268	0.0	0.51019	0.21102	0.03135	1.03688	0.07254	0.02668	0.0	0.20791
s__Bacteroides_thetaiotaomicron	0	0.0	0.3504	0.0	0.0	0.04847	0.0	0.0	0.1383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.14804	0.0	0.0	0.0	0.0	0.05539	0.25639	0.01457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.80875	0.55017	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03901	0.0	0.0	0.0	0.0	0.0	0.0	0.01988	0.03816	0.0	0.94225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85987	0.0	0.0	0.0	0.0	0.479	5.48	0.0	0.0	0.0	0.9666	0.0	0.07076	0.0	21.86534	1.24977	0.0	0.09507	14.3296	0.10228	0.0	1.85229	0.0	0.10841	1.00143	1.4263	0.0	0.66433	0.0	0.14804	0.7211	0.01621	0.0	0.24365	0.0	0.0	0.0	0.0	1.2761	1.61333	0.0	0.00632	3.73457	0.0	0.0	0.00293	0.68064	0.0	0.0	0.47682	0.62985	0.0	0.0	0.05543	0.0	0.93852	0.02884	0.0	0.35044	0.03296	4.33656	0.0	0.08765	0.0	0.0	0.03546	0.0	0.0	1.96539	0.0316	0.0	0.72758	0.67751	0.46289	0.90423	3.91002	0.06213	0.00399	0.0	0.48164	0.14468	0.0955	0.31904	0.84821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusicatenibacter_saccharivorans	0	0.0	0.14776	0.0	0.0	0.0	0.0	0.0	0.0	0.00973	0.0	0.0	0.0	0.01282	0.06549	0.0	0.0	0.0	0.0	0.0	0.0	0.18617	0.0	0.0	0.0	0.0199	0.0	0.0	0.0	0.0	0.04199	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.44535	0.0	0.01522	0.00138	0.0	0.01908	0.0	0.0	0.0	0.0	0.0	0.00415	0.02327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01291	0.0	0.00478	0.03803	0.0	0.02398	0.0	0.0	0.07505	0.0	0.01892	0.0	0.0	0.0	0.0	0.0	0.27252	0.0	0.20634	0.66197	0.2211	0.0	0.03953	0.01025	0.86804	0.14933	0.09039	0.34854	0.03186	0.0	0.39308	0.0	0.0	0.0556	0.0	0.08309	0.0	0.00942	0.2498	0.0	0.11125	0.17463	0.38124	0.91855	0.041	0.31428	0.04438	0.0	0.03435	0.04233	0.0	0.05637	0.11506	0.0092	0.11849	0.0	0.01829	0.26067	0.11518	0.15478	0.31319	0.13419	0.00974	0.00592	0.16943	0.0	0.02187	0.056	0.0	0.03583	0.10375	0.01496	0.00512	0.66572	0.12297	0.15055	0.01982	0.79699	1.03858	0.03964	0.03465	0.04473	0.04278	0.07929	0.0	0.0	1.18894	0.26102	0.21313	0.6248	0.56768	0.19795	0.37696	3.01986	0.0	0.46919	0.0134	0.06793	0.94596	0.0	0.19488	0.39679	0.0	0.00446	0.0	0.0	0.00568	0.0	0.0	0.0	0.25558	0.0	0.02494	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.1349	0.0	0.0	0.43471	1.37951	0.32217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41502	0.0	0.0	0.0	0.0	0.0	0.0	0.02539	0.10614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35679	0.0	0.0	0.0	0.76932	2.27799	0.0	0.04293	1.99212	0.0	0.0	0.0	0.0	0.0	0.0	0.64582	0.36198	0.0	0.0	0.0	0.0	0.0	0.0	3.25952	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.33301	0.0	0.0	0.79165	11.91591	3.70349	0.24645	1.90254	0.0	0.0	0.0	0.0	0.0	0.0	0.3225	0.0	0.0	0.0	0.66026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Catenibacterium_mitsuokai	0	0.0	0.10619	0.0	0.07561	0.0	0.0	0.0	0.0	0.0	0.04881	0.0	0.0	0.0	0.0	0.12037	0.0	0.0	0.15926	0.0	0.03828	0.05057	0.0	0.07253	0.0	0.00444	0.023	0.0	0.0	0.05985	0.08598	0.10111	0.0039	0.01142	0.0	0.1136	0.10063	0.0	0.0	0.0	0.0	0.9306	0.0	0.0	0.18658	0.0	0.0	0.26627	0.0	0.0622	0.0	0.19953	0.0	0.00446	0.11739	0.46836	0.0	0.10184	0.0	0.0	0.09379	0.0	0.03536	0.00885	0.43359	0.08548	0.07275	0.0	0.0	0.27613	0.27748	0.02104	0.0	0.069	0.02527	0.0	0.0	0.44418	0.0	0.0	0.04926	0.02694	0.00983	0.04367	0.00755	0.1342	0.20482	0.0	0.0	0.0	0.08836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00809	0.08381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17699	0.01059	0.0	0.0	0.0	0.0	0.0	0.54068	0.0	0.03426	0.03561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04336	0.0	0.0	0.04582	0.0	0.0	0.0	0.0	0.0	0.00754	0.0	0.65477	0.0	0.0	0.0	0.0	0.03639	0.0361	0.0	0.0	0.0	0.26682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02467	0.0	0.0	0.0	0.0	0.0	0.09819	0.0	0.06353	0.0	0.01767	0.0	0.0321	0.11647	0.22429	0.0	0.0	0.0	0.0
s__Blautia_wexlerae	0	0.0	0.08209	0.01978	0.0	0.0	0.04289	0.03169	0.0	0.0	0.20056	0.00113	0.14039	0.0	0.04304	0.0	0.0	0.0	0.0	0.00198	0.016	0.41104	0.02281	0.0	0.01972	0.09585	0.0	0.0	0.02113	0.0734	0.0	0.0	0.0	0.05399	0.0	0.0	0.0	0.0	0.0368	0.0	0.04753	0.0	0.03127	0.0	0.0	0.0	0.0	0.0	0.0686	0.0	0.08963	0.05073	0.01477	0.01019	0.05165	0.18029	0.16081	0.0	0.0	0.06812	0.01217	0.0	0.0434	0.0	0.00506	0.0	0.11268	0.05561	0.10326	0.10153	0.09268	0.0	0.0	0.0	0.0	0.0	0.0	0.02734	0.0	0.10401	0.12167	0.08059	0.0	0.0	0.15067	0.0	0.0	0.24952	0.24144	0.14089	0.0482	0.03301	0.0	0.0	0.029	0.0023	0.01012	0.0	0.10424	0.59403	0.01948	0.04441	0.0	0.02553	0.01418	0.17522	0.12552	0.0	0.0161	0.01512	0.04601	0.01844	0.0213	0.0	0.0	0.06292	0.0628	0.07845	0.08654	0.3359	0.0	0.11038	0.02869	0.0	0.21291	0.05272	0.0	0.01162	0.85917	0.04065	0.0	0.0	0.0	0.0	0.03868	0.15794	0.02635	0.02317	0.05074	0.11799	0.0	0.04908	0.0407	0.0	0.09277	0.05358	0.0	0.16467	0.01485	0.05542	0.0	0.0	0.04232	1.91403	0.0	0.0	0.01234	0.12135	0.14267	0.03611	0.0	0.00423	0.03735	0.0	0.09732	0.00538	0.0	0.2976	0.0	0.0	0.26405	0.13299	0.09394	0.0	0.09998	0.15999
s__Alistipes_shahii	0	0.0	0.0802	0.0	0.0	0.02807	0.0	0.0	0.19855	0.0	0.0	0.0	0.0	0.05123	0.0	0.0	0.0	0.63798	0.03313	0.10103	0.26144	0.0	0.25277	0.0	0.0	0.0	0.0	0.0	0.08503	0.19699	0.0	0.01804	0.0	0.07765	0.0	0.0	0.0	0.56237	0.21454	0.23428	0.0	0.0	0.0158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03956	0.0	0.0	0.0	0.0	0.0	0.10159	0.0	0.73133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03006	0.0	0.0	0.0	0.0	0.0	0.73571	0.0	0.042	0.0	0.01669	0.54782	0.70777	0.0	0.04904	0.0	0.0	0.0	0.06315	0.02061	0.0	0.02608	0.0	0.00777	0.26788	0.04969	0.0	0.1332	0.0	0.10424	0.90673	0.09005	0.0	0.0	0.03004	0.03542	0.21949	0.09083	0.0	0.11766	0.04161	0.0	0.02475	0.06398	0.2246	0.11398	0.92249	0.49314	0.30814	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08665	0.0	0.0	0.0	0.0	0.04116	0.0	0.99956	0.00837	0.26083	0.0	0.0	0.03477	0.0	0.0	1.32567	0.27358	0.25017	0.17988	0.05896	0.30692	1.52277	0.21602	0.0	0.0	0.0	0.02049	0.50889	0.03768	0.54103	0.0	0.0	0.0	0.16652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0	0.0	0.0775	0.0	0.52684	2.80052	0.54617	0.01502	0.0	0.0	0.23033	0.0	0.0	0.0	0.0209	0.0	0.0	0.07594	0.0	0.62613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1524	0.35638	0.0	0.0	0.0	0.0	0.20377	0.29231	0.0	0.0	0.0	0.0	0.24371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05462	0.0	0.0	0.03308	0.1362	0.0	0.0	0.0	0.0	1.51178	0.0	0.0	0.02435	0.0	0.27532	0.0	0.0	0.0	0.0	4.88209	0.05034	0.0	0.0	0.0	0.45754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60699	0.0	0.0	0.0	0.0	0.0	0.0	0.15191	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09923	0.0	0.0	0.0	0.0	0.0	0.0	0.07001	0.0	0.0	0.0	0.02734	0.0	0.0	0.0	0.02227	0.01824	0.0	0.0	0.0	0.0	0.04938	0.0	0.0	0.0	0.0	0.0	0.0	0.08719	0.0	0.0	0.21101	0.0	0.0	0.0	0.0	0.0	0.01197	0.0	0.0	0.0	0.07462	0.0	0.10131	0.0	0.0	0.0	0.0	0.0	0.1417	0.0	0.01599	0.00974	0.0	0.0	0.0
