clade_name	NCBI_tax_id	SAMEA104142072	SAMEA104142073	SAMEA104142074	SAMEA104142075	SAMEA104142076	SAMEA104142077	SAMEA104142078	SAMEA104142079	SAMEA104142080	SAMEA104142081	SAMEA104142082	SAMEA104142083	SAMEA104142084	SAMEA104142085	SAMEA104142086	SAMEA104142087	SAMEA104142088	SAMEA104142089	SAMEA104142090	SAMEA104142091	SAMEA104142092	SAMEA104142093	SAMEA104142094	SAMEA104142095	SAMEA104142096	SAMEA104142097	SAMEA104142098	SAMEA104142099	SAMEA104142100	SAMEA104142102	SAMEA104142103	SAMEA104142104	SAMEA104142105	SAMEA104142106	SAMEA104142107	SAMEA104142110	SAMEA104142111	SAMEA104142112	SAMEA104142113	SAMEA104142114	SAMEA104142115	SAMEA104142116	SAMEA104142117	SAMEA104142118	SAMEA104142119	SAMEA104142120	SAMEA104142121	SAMEA104142122	SAMEA104142123	SAMEA104142124	SAMEA104142125	SAMEA104142126	SAMEA104142127	SAMEA104142128	SAMEA104142129	SAMEA104142130	SAMEA104142131	SAMEA104142132	SAMEA104142133	SAMEA104142134	SAMEA104142135	SAMEA104142136	SAMEA104142137	SAMEA104142138	SAMEA104142139	SAMEA104142140	SAMEA104142141	SAMEA104142142	SAMEA104142143	SAMEA104142144	SAMEA104142145	SAMEA104142146	SAMEA104142147	SAMEA104142148	SAMEA104142149	SAMEA104142150	SAMEA104142151	SAMEA104142152	SAMEA104142153	SAMEA104142154	SAMEA104142155	SAMEA104142156	SAMEA104142157	SAMEA104142158	SAMEA104142159	SAMEA104142160	SAMEA104142161	SAMEA104142162	SAMEA104142163	SAMEA104142164	SAMEA104142165	SAMEA104142166	SAMEA104142167	SAMEA104142168	SAMEA104142169	SAMEA104142170	SAMEA104142171	SAMEA104142172	SAMEA104142173	SAMEA104142174	SAMEA104142175	SAMEA104142176	SAMEA104142177	SAMEA104142178	SAMEA104142179	SAMEA104142180	SAMEA104142181	SAMEA104142182	SAMEA104142183	SAMEA104142184	SAMEA104142185	SAMEA104142186	SAMEA104142187	SAMEA104142188	SAMEA104142189	SAMEA104142190	SAMEA104142191	SAMEA104142192	SAMEA104142193	SAMEA104142194	SAMEA104142195	SAMEA104142196	SAMEA104142197	SAMEA104142198	SAMEA104142199	SAMEA104142200	SAMEA104142201	SAMEA104142202	SAMEA104142203	SAMEA104142204	SAMEA104142205	SAMEA104142206	SAMEA104142207	SAMEA104142208	SAMEA104142209	SAMEA104142210	SAMEA104142211	SAMEA104142212	SAMEA104142213	SAMEA104142214	SAMEA104142215	SAMEA104142216	SAMEA104142217	SAMEA104142218	SAMEA104142219	SAMEA104142220	SAMEA104142221	SAMEA104142222	SAMEA104142223	SAMEA104142225	SAMEA104142226	SAMEA104142227	SAMEA104142228	SAMEA104142229	SAMEA104142230	SAMEA104142231	SAMEA104142232	SAMEA104142233	SAMEA104142234	SAMEA104142235	SAMEA104142236	SAMEA104142237	SAMEA104142238	SAMEA104142239	SAMEA104142240	SAMEA104142241	SAMEA104142242	SAMEA104142243	SAMEA104142244	SAMEA104142245	SAMEA104142246	SAMEA104142247	SAMEA104142248	SAMEA104142249	SAMEA104142250	SAMEA104142251	SAMEA104142252	SAMEA104142253	SAMEA104142254	SAMEA104142255	SAMEA104142256	SAMEA104142257	SAMEA104142258	SAMEA104142259	SAMEA104142260	SAMEA104142261	SAMEA104142262	SAMEA104142263	SAMEA104142264	SAMEA104142265	SAMEA104142266	SAMEA104142267	SAMEA104142268	SAMEA104142269	SAMEA104142270	SAMEA104142271	SAMEA104142272	SAMEA104142273	SAMEA104142274	SAMEA104142275	SAMEA104142276	SAMEA104142277	SAMEA104142278	SAMEA104142279	SAMEA104142280	SAMEA104142281	SAMEA104142282	SAMEA104142283	SAMEA104142284	SAMEA104142285	SAMEA104142286	SAMEA104142287	SAMEA104142288	SAMEA104142289	SAMEA104142290	SAMEA104142291	SAMEA104142292	SAMEA104142293	SAMEA104142294	SAMEA104142295	SAMEA104142296	SAMEA104142297	SAMEA104142298	SAMEA104142299	SAMEA104142300	SAMEA104142301	SAMEA104142302	SAMEA104142303	SAMEA104142304	SAMEA104142305	SAMEA104142306	SAMEA104142307	SAMEA104142308	SAMEA104142309	SAMEA104142310	SAMEA104142311	SAMEA104142312	SAMEA104142313	SAMEA104142314	SAMEA104142315	SAMEA104142316	SAMEA104142317	SAMEA104142318	SAMEA104142319	SAMEA104142321	SAMEA104142322	SAMEA104142324	SAMEA104142325	SAMEA104142326	SAMEA104142327	SAMEA104142328	SAMEA104142329	SAMEA104142330	SAMEA104142331	SAMEA104142332	SAMEA104142333	SAMEA104142334	SAMEA104142335	SAMEA104142336	SAMEA104142337	SAMEA104142338	SAMEA104142339	SAMEA104142340	SAMEA104142341	SAMEA104142342	SAMEA104142343	SAMEA104142344	SAMEA104142345	SAMEA104142346	SAMEA104142347	SAMEA104142348	SAMEA104142349	SAMEA104142350	SAMEA104142351	SAMEA104142352	SAMEA104142353	SAMEA104142354	SAMEA104142355	SAMEA104142356	SAMEA104142357	SAMEA104142358	SAMEA104142359	SAMEA104142361	SAMEA104142362	SAMEA104142363	SAMEA104142364	SAMEA104142365	SAMEA104142366	SAMEA104142367	SAMEA104142368	SAMEA104142369	SAMEA104142370	SAMEA104142371	SAMEA104142372	SAMEA104142373	SAMEA104142374	SAMEA104142375	SAMEA104142376	SAMEA104142377	SAMEA104142378	SAMEA104142379	SAMEA104142380	SAMEA104142381	SAMEA104142382	SAMEA104142383	SAMEA104142384	SAMEA104142385	SAMEA104142386	SAMEA104142387	SAMEA104142388	SAMEA104142390	SAMEA104142391	SAMEA104142395	SAMEA104142397	SAMEA104142398	SAMEA104142400	SAMEA104142401	SAMEA104142402	SAMEA104142404	SAMEA104142405	SAMEA104142406	SAMEA104142407	SAMEA104142408	SAMEA104142409	SAMEA104142410	SAMEA104142411	SAMEA104142412	SAMEA104142413	SAMEA104142414	SAMEA104142415	SAMEA104142417	SAMEA104142418	SAMEA104142419	SAMEA104142420	SAMEA104142421	SAMEA104142422	SAMEA104142423	SAMEA104142424	SAMEA104142425	SAMEA104142426	SAMEA104142427	SAMEA104142428	SAMEA104142429	SAMEA104142430	SAMEA104142431	SAMEA104142432	SAMEA104142433	SAMEA104142434	SAMEA104142435	SAMEA104142436	SAMEA104142437	SAMEA104142438	SAMEA104142439	SAMEA104142440	SAMEA104142441	SAMEA104142442	SAMEA104142444	SAMEA104142445	SAMEA104142446	SAMEA104142447	SAMEA104142448	SAMEA104142451	SAMEA104142452	SAMEA104142455	SAMEA104142456	SAMEA104142457	SAMEA104142458	SAMEA104142459	SAMEA104142460	SAMEA104142461	SAMEA104142462	SAMEA104142463	SAMEA104142464	SAMEA104142465	SAMEA104142466	SAMEA104142467	SAMEA104142468	SAMEA104142469	SAMEA104142470	SAMEA104142471	SAMEA104142472	SAMEA104142473	SAMEA104142474	SAMEA104142475	SAMEA104142476
s__Bacteroides_dorei	0	14.28224	0.0	0.0	0.0	0.03191	0.0	0.02435	0.0	3.99677	0.12854	0.2487	0.0	5.04664	2.84472	0.0	0.0	0.01631	0.0	0.0	0.30179	0.0	0.00131	3.12893	0.0	0.15412	0.28887	0.0	0.28641	0.0574	0.0	0.0	0.09204	0.0	2.81743	2.9311	0.0	0.0	0.11048	0.05594	0.06135	0.0	0.0	0.0	0.24606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07869	0.0	0.00032	4.69255	20.78886	0.82538	0.0	0.00058	0.00356	10.7545	6.95276	0.00289	0.00314	0.02865	0.00985	4.83123	0.00542	0.00025	0.0	0.0132	0.00807	0.01135	5.19593	0.22253	0.0013	0.0	0.30388	0.0	0.0	2.8743	0.0	0.07311	0.0	0.0	0.0	0.0	0.0	0.0	11.73535	0.0	1.20934	0.0	0.01731	2.60007	0.0	0.02055	0.0	10.11247	0.10859	0.00871	0.00813	0.46432	0.00818	35.92744	0.02131	45.22572	0.01265	2.22612	0.01334	0.01528	0.0111	0.0	0.43666	0.0	0.03017	0.0	0.0	0.21328	0.23495	0.0	0.0	0.4677	10.49531	7.97116	0.00023	0.57774	3.19846	0.0	0.33752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14878	0.00444	18.3	0.0151	0.0	0.0	0.0	16.52022	0.00468	0.00201	14.76304	0.0	0.0	1.34575	0.0	7.58381	0.02558	3.93498	1.52447	0.01506	0.00154	0.00933	7.84099	1.56102	0.00797	0.0	0.03681	0.0	0.00166	2.23469	0.08691	0.0	0.00945	0.00039	0.01295	0.44787	0.90597	1.9776	0.36093	0.23324	0.4983	24.89669	2.81383	0.02879	0.0	0.16416	0.0	0.10389	0.00927	1.54408	0.05668	0.00717	5.97571	0.02405	0.00454	0.01653	1.46216	0.00066	0.01049	0.0	0.19714	0.0	0.0	0.40444	0.00066	0.0	0.0	0.06767	0.05517	0.0132	2.27578	0.02554	2.73011	2.09348	0.01321	7.40328	0.12283	0.49669	0.00736	0.0	1.23485	5.14487	0.03802	0.24991	0.13649	0.0	0.01111	0.0	0.15265	5.74178	0.0	2.66481	0.0	0.00158	0.0495	0.0	0.0	0.49641	0.0	0.00092	2.43494	0.00453	0.03346	0.11174	0.00344	0.0	0.0	0.02976	0.48423	0.23021	0.0	4.50841	8.7308	0.0	3.10216	0.0	0.02668	0.0	0.0	0.0	3.06825	6.14788	1.16371	0.22373	0.0	0.0	0.15031	3.20982	0.0	0.0	0.0	20.17982	0.0	0.0	6.36653	20.68176	0.0	0.0	0.0	0.0	0.0	7.9062	36.20833	0.0	0.19932	0.0	0.0	0.56941	6.33986	9.21737	0.0	0.98606	0.0	0.01053	0.75899	0.0	2.22053	0.79105	0.0	0.12677	9.50483	0.00194	0.22813	0.00349	1.30837	5.07967	0.00696	5.22499	6.15107	0.0	0.43525	0.44212	11.79238	0.3121	0.30096	0.185	0.00111	5.07886	0.0	6.39556	2.79473	0.0	0.0	0.0	0.73249	0.51925	0.03367	1.07632	0.0	0.0	0.0	0.00046	0.76412	0.0	0.0	0.78997	2.53399	2.85762	2.55372	1.57968	0.56732	0.00145	0.0	0.0	6.47112	0.0	0.0	0.0	1.00809	0.0	0.0	4.07037	0.0	0.00069	0.0	0.15185	4.48051	0.0	10.61994	0.00238	0.00435	0.26941	4.96046	0.01854	0.0	4.84465	0.01069	1.81926	0.0	0.00971	0.0	0.01331	0.0	0.0	0.0	3.26866	0.0	0.0	0.03365	6.10702	0.0	0.0	0.07021	0.0	0.0	0.0	0.52318	8.20449
s__Eubacterium_eligens	0	13.53048	1.8856	4.35477	1.21311	0.69817	1.69799	0.38619	0.07769	0.0	0.0	0.0	0.0	3.96711	7.04778	0.00746	2.85922	0.0	1.5544	0.0	3.59569	10.3882	0.00116	0.0	0.0	5.19402	4.94077	7.83172	1.68287	0.62837	1.80431	9.51154	0.01892	1.29017	6.30397	0.00096	1.60652	0.006	1.95739	7.03054	6.05061	2.67796	13.72123	1.91566	0.03924	0.90101	10.21038	0.10148	0.00029	4.48898	10.42208	2.52217	0.0	6.27655	0.0	0.30135	0.86589	0.0	0.37124	0.0	0.0	0.0	2.37082	0.0	0.0	6.16211	5.1319	1.11607	8.37708	1.84875	0.00902	0.10472	1.13733	14.64531	0.04086	0.0	0.00553	4.49067	7.62399	0.56528	0.0	3.56716	7.24041	0.08291	7.49637	0.0	12.25054	0.0	0.15919	0.0	0.3636	0.03051	6.21168	0.41424	1.94148	1.15498	0.07918	12.34707	7.13169	0.03557	1.99447	0.30355	0.0	4.23749	0.3256	0.0	0.96584	0.00109	2.74693	2.85433	12.18649	3.31089	0.00299	0.0	4.52917	0.0	0.62016	1.71802	0.00182	1.98334	1.1742	0.0	0.01901	5.45162	2.49465	0.0	0.0	0.0	2.58124	1.1689	5.02912	0.0	0.0	0.0	0.0	0.0	11.98401	7.14567	0.24049	0.19025	0.45518	2.51187	0.20247	2.43157	0.03457	4.29492	0.0	1.47079	0.06539	0.97008	0.0	3.13089	13.1979	10.70718	1.23513	2.6812	2.1016	0.31038	5.1382	2.38665	0.0	0.28064	0.01117	0.00278	0.19392	0.0	0.00086	0.48665	0.0	25.12283	0.02116	0.19909	0.41334	1.04567	0.23988	0.50659	0.01581	0.11345	0.09739	0.00611	1.25828	0.11733	0.0	0.04646	0.0	0.1975	0.01761	0.05607	0.0	1.52039	0.01856	1.66335	0.21796	0.2538	0.0	5.55177	0.01829	0.56737	0.76095	0.00285	2.15806	6.13818	0.19478	0.0	0.00016	0.03564	4.57572	0.0	0.013	0.02841	0.05664	0.0	3.66663	0.05488	1.34914	6.88543	0.05408	0.02565	0.00469	0.0	1.97056	0.49532	0.02367	0.0	0.00768	0.18671	0.07645	4.78375	0.12805	0.01239	1.34143	1.37829	0.02457	4.9975	2.86475	0.86647	0.53745	0.01025	0.00426	0.46458	3.81475	0.00384	0.0	0.14745	0.03334	0.007	0.76467	0.0	1.75989	8.85844	3.69223	0.0	0.0	10.52119	6.68764	2.85247	3.1238	7.38247	6.17754	0.0	0.0	0.0	0.02687	0.83247	0.37423	4.10423	11.69192	0.0	0.0	0.0	0.31026	0.0	0.92023	0.0	0.34247	0.0	0.25297	0.00739	8.29176	0.0	0.0	0.0	2.44474	7.08494	0.20584	2.59949	0.31689	3.25006	0.30706	3.03806	3.73349	3.06173	3.51569	0.17416	0.0	1.58106	5.60602	0.0	1.59463	7.32369	0.0	0.0	1.57	7.68022	5.21345	0.0	0.79797	1.0787	2.58937	0.0	2.32517	0.0	0.28973	1.95948	10.02383	3.82977	3.10432	2.4593	1.54198	1.08836	0.0833	0.0	5.74915	2.1418	0.0	0.0	0.19374	0.0	0.0	0.20032	0.0	5.55497	0.0	2.0597	1.7067	3.51124	0.0	0.17616	4.36537	0.63397	7.47704	0.0	0.02918	0.0	0.0	0.0	0.0	0.26785	5.49367	0.0	0.0	0.95905	0.06068	12.56674	7.15967	0.00034	0.0	2.69468	0.05027	0.0	0.0	8.59795	0.0	11.53046	0.01138	0.22384	0.00128	0.0058	10.89804	0.0048	0.0	0.0	0.0	0.24755	0.0	0.0	0.59518	0.05932	0.0	3.44419	1.29518	15.04274	1.07746	1.76545	0.2129	1.80415
s__Eubacterium_siraeum	0	10.66521	0.0	0.0	2.27462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85401	0.2672	0.0	1.60495	0.01796	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0416	0.0	0.13541	0.0	0.0	0.73323	0.0	0.0	0.0	0.0	0.0	0.13658	0.0	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86099	0.0	0.0	2.66915	0.00292	0.00196	0.00352	0.00297	11.71056	0.0	0.57089	0.0	0.0	0.0	0.0	4.22304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36762	0.0	0.01612	0.0	0.0	0.0	0.02847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09788	0.0	0.0	0.0	0.0	0.0	0.0	1.89386	0.0	0.0	0.50888	0.0	0.0	0.0	0.0	0.0	2.86346	0.0	0.0	0.0	0.04639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0	1.84961	0.0	0.0	0.68729	0.0	0.01282	0.0	0.54231	0.00961	0.0	0.01775	0.00761	0.0	0.0	0.0	0.0	0.0	0.00777	0.0	0.0	0.00201	0.0	0.0	0.0	0.00265	0.00163	0.0	0.0	0.0	1.31382	0.0	0.0	0.0	0.0	2.55332	0.55912	0.0	0.0	0.01419	0.0	0.0	0.17153	0.0	0.01523	0.00018	0.02304	0.0	1.25525	0.00169	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.04857	0.00836	0.0	0.0	0.01936	0.0	0.0	0.03588	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.00118	0.0	0.0	0.00147	0.00864	0.0	0.0	0.0	0.0	0.00915	0.0	0.0	0.0	0.02144	0.00405	0.02166	0.0	0.05572	0.0	0.0	0.0	0.0	0.0	0.18689	0.01343	0.0	0.0	0.0	6.96745	0.48195	1.71086	0.0	2.78141	0.0	0.0	0.0	0.03547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05304	0.00205	0.0	0.07459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.86519	1.56731	0.0025	0.00302	0.00318	0.01928	0.0	0.0	0.0	0.01339	0.0	0.01554	0.80443	0.0	0.08567	0.0	0.05248	0.0	0.0	0.05974	0.1946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01171	0.01526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35475	0.0	0.0	0.0	2.1788	0.0	0.0	1.25294	0.0	0.0	10.5497	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	1.53342	0.07783	0.0	0.0	0.0	0.0	0.0	0.72394	0.0	0.02455	0.29265	0.04566	0.0	0.0	0.0	0.0	0.75381	0.0	0.0	5.69891	3.46249	0.06516	0.0
s__Bacteroides_uniformis	0	9.0966	1.29363	1.35132	2.41644	1.45398	6.80597	2.28649	2.14491	3.08621	1.42137	27.98646	3.84313	8.65546	0.10433	14.94758	3.8236	0.00077	0.74438	2.19236	2.98951	0.98131	1.42174	0.53131	0.0482	0.99971	2.80217	0.2521	1.71082	0.26341	1.93411	4.83253	0.35453	0.17868	1.55996	9.35972	10.01128	2.63284	0.61197	0.18635	0.37835	1.00805	1.48243	3.62492	0.00242	12.43428	2.01098	8.02802	1.56802	5.77056	1.43487	0.32466	6.72382	7.56527	3.28089	6.44162	17.3724	3.9792	8.32802	0.03806	7.71365	8.33608	8.21277	6.65306	18.33215	0.19557	2.10535	2.90731	0.06594	7.44551	1.01593	0.36715	1.93273	1.11259	10.8938	2.53502	6.21203	1.36789	0.32735	0.0	3.26909	14.05027	0.10301	2.01387	2.83307	22.58797	0.82791	22.13406	0.23526	0.32874	1.02221	1.88021	9.02092	0.77596	1.59125	6.18408	2.0661	2.70727	12.2933	7.52801	5.467	6.23215	0.16039	7.06104	3.95258	4.31815	23.68966	6.29388	2.44988	7.62535	2.39289	3.22009	6.30802	0.65718	0.54078	0.47885	8.9783	34.64698	16.90052	3.5202	3.2004	1.75836	7.99627	2.31006	19.80042	3.7165	4.05112	5.82089	0.661	2.16704	0.85693	8.53629	2.69604	0.0	4.18597	0.04518	2.21572	9.2177	2.3258	7.83656	10.89404	15.69561	0.07451	5.96784	5.1523	18.07523	2.96138	7.60869	6.61176	14.07036	1.52928	11.83123	9.11685	1.59944	1.5614	5.70854	3.80737	0.94109	8.11163	14.47901	26.41663	5.99454	0.03137	7.77409	0.36282	0.00715	0.04914	1.70756	4.20777	0.95686	0.73811	0.72991	0.79936	4.05496	1.58935	0.07935	0.38529	0.11012	0.81815	0.28476	1.16698	0.07965	6.16393	0.32626	0.10549	2.2305	1.40434	0.0	0.11158	0.6191	1.26159	14.66843	0.03041	0.21801	0.21675	0.87857	0.00573	0.16893	0.66168	0.06578	14.35343	0.44549	2.70768	0.03174	0.70111	6.68603	0.52926	0.39147	1.14385	0.08048	11.6964	0.67022	0.30523	4.82145	0.49306	1.61217	0.3237	0.66418	6.87302	5.75607	0.35541	1.3336	1.29977	0.02122	14.28762	0.00509	0.15721	7.19042	6.75023	0.96516	2.84153	4.62325	0.61952	0.83548	0.2659	0.60767	0.22647	1.07738	17.65033	0.17788	1.38018	0.09586	0.11853	0.04581	7.71765	0.00528	0.44917	3.36453	0.15138	5.77704	15.45596	5.06433	6.02988	4.70714	3.91848	9.96078	13.82064	5.18385	11.44575	0.00607	14.89105	0.41861	0.03449	7.06894	10.39376	11.18867	12.64897	19.81072	8.58381	4.54219	12.36186	16.78271	14.15263	3.66676	3.48762	38.33832	39.61038	0.03676	14.49109	0.02025	10.99326	10.82032	0.57607	1.33262	9.8533	5.30555	15.91115	15.34375	4.05118	1.48427	6.13136	1.53455	14.03769	10.77259	34.75909	0.7152	10.78339	15.94661	3.11077	8.81793	6.34568	0.45021	1.81805	4.49483	2.74056	8.7289	0.92301	2.28435	0.28117	0.1811	13.77702	2.43083	0.11298	0.5916	5.24575	9.99083	20.10006	0.44629	1.12499	4.58723	0.69801	11.17634	2.8673	4.87137	2.65385	51.92508	8.59702	2.8636	18.61337	0.75088	3.60665	0.0	0.0	1.37114	0.43804	2.36506	1.11273	1.06738	1.66674	1.72154	1.80014	3.59943	1.67586	2.69262	0.84262	0.03698	0.85375	6.05203	0.0	11.56167	1.50925	6.93348	0.31528	1.88391	7.00201	1.14098	3.54193	11.9582	2.43109	2.32904	5.22022	22.83005	1.59251	8.79364	1.39949	1.90117	0.00167	3.14449	1.11375	1.25481	4.09389	7.14684	6.18252	2.08731	7.67882	1.58975	5.58737	8.54046	0.00055	2.17352	1.08397	10.59005	26.67653	6.71774	0.39955	4.95748
s__Eubacterium_sp_CAG_38	0	7.54075	0.0	0.0	0.81503	0.43832	0.0	0.0	0.0	0.28746	0.1407	0.15939	0.0	0.27127	2.13106	0.1147	0.0	0.0	0.19372	0.0	0.0	2.07061	0.0	0.0	0.0	0.0	0.0	1.83319	1.5211	0.85861	0.05592	0.0	5.61804	0.0	0.0	3.3077	1.58437	0.00208	0.26076	0.0	0.51677	1.16363	0.48605	0.7102	0.0	0.14701	0.0	0.0	0.20002	0.05624	0.08041	8.8433	0.0	0.02097	0.2388	0.0	0.07149	2.86063	0.01064	12.67462	0.29103	0.0	0.0	0.07751	4.38659	3.3359	2.28374	0.95566	0.50345	0.16083	0.95495	0.07338	0.08572	0.0	0.41152	0.0	0.0	0.0	0.54144	0.15615	0.0	0.18242	0.95701	0.19432	0.00316	0.0	1.19347	0.0	1.80174	0.0	0.01358	0.0	0.33571	0.09935	0.0	0.03638	0.0015	0.0	0.9946	0.0	0.05731	0.0	0.0	0.0	0.0	4.45912	0.0	0.65016	0.0	1.29338	0.00036	1.94033	0.00105	2.32311	0.0	0.0	0.48154	0.00356	2.74738	0.12155	0.0	0.0	2.37216	0.30655	0.07159	0.0	0.15353	0.78305	0.0	0.0	0.02041	0.45876	0.0	0.189	0.0	0.0	2.49385	0.0	0.27186	0.48568	0.15289	2.20551	0.01499	1.80635	0.54515	1.61933	4.99116	0.0	1.27917	0.0	0.12479	0.96503	0.0	9.30935	0.00298	0.0	0.00236	0.08149	0.19274	0.09301	0.0	0.01694	0.00032	0.0	0.02069	0.0	0.04885	0.01099	0.0988	0.0	0.01034	0.00933	0.16594	0.0	0.0	0.0	0.02345	0.07845	0.0	0.0	0.19336	12.06027	0.00305	0.0381	0.0	0.00086	0.0	0.0	0.02945	0.0	0.0	0.08644	0.06801	0.11035	0.42471	1.11964	0.00092	0.07846	0.27282	0.0	0.0	0.99062	0.00748	0.0	0.79657	0.04853	0.03628	0.0	1.47422	0.0	0.00347	0.16941	0.06217	2.91141	0.31479	0.0153	0.00789	0.07794	0.0	0.0	0.54944	0.0	0.08364	0.0	0.0	0.00026	0.00254	1.37046	0.06052	0.30288	0.17673	0.05752	0.0	0.31273	0.17697	0.0	0.0	0.0	1.48309	0.06959	0.0	0.0	0.00317	0.0	0.16021	0.0	0.0	0.0904	0.01052	0.0	0.0	0.0	6.78604	9.31699	0.66649	0.2352	0.0	3.6606	0.01281	0.48997	0.0	0.0	4.18542	1.75965	1.08112	0.11439	0.0	0.54632	5.79225	3.82287	8.25374	0.0	0.14868	0.0	0.06732	11.64858	0.13146	0.0	0.0	0.0	0.0	0.46796	0.0	0.0	0.0	0.02059	0.22379	0.00944	1.34799	0.0	0.0	0.06323	0.0	1.60045	1.70669	0.0	0.0	0.91408	0.539	0.14285	0.0	0.0	0.0	0.0	0.0	0.54188	0.24487	0.13118	0.0	0.0	0.0	1.58119	1.53355	0.0	0.42362	4.15777	0.0	0.03166	0.47759	0.05661	1.7172	0.0	0.0	1.16443	0.01659	0.0	0.00607	0.0	0.86898	0.0	0.2802	0.0	0.0	0.14363	0.00569	0.02188	0.0	0.11921	0.0	0.03187	0.0	0.13823	0.50621	0.51598	0.0	0.0	0.0255	0.0	0.0	0.15449	0.3159	0.00121	0.0	0.55617	0.20803	0.0	0.0	0.0	1.05615	0.0	0.24462	0.0	0.0	1.25272	0.0	0.0	0.0	0.0	4.54941	0.03198	0.00395	0.0	2.30164	0.02592	0.0	0.0	0.19201	0.0	7.22915	0.01459	0.0	0.0	0.0	0.0	0.00733	0.09237
