clade_name	NCBI_tax_id	SID0002_gti	SID0004_cle	SID0005_aaf	SID0006_evh	SID0008_kcu	SID0009_rhg	SID0011_vkb	SID0012_qdz	SID0013_eop	SID0014_cps	SID0017_mqf	SID0018_fze	SID0020_jhi	SID1003_aac	SID1005_aae	SID1006_aaf	SID1009_aai	SID1011_aak	SID1012_aal	SID1014_aan	SID1015_aao	SID1019_aas	SID1022_aav	SID1030_bad	SID1035_bai	SID1037_bak	SID1040_ban	SID1041_bao	SID1048_bav	SID1049_baw	SID1050_bax	SID1052_baz	SID1053_bba	SID1054_bbb	SID5012_fio	SID5016_ish	SID5039_iqx	SID5049_uhx	SID5161_prh	SID5208_byt	SID5338_ihq	SID5355_yse	SID5362_xgk	SID5376_qdo	SID5390_yff	SID5391_rvn	SID5395_kej	SID5397_okf	SID5401_alw	SID5442_twn	SID5443_cul	SID5445_vub	SID5447_cka	SID5450_zsn	SID5458_vgp	SID5460_gix	SID5464_cib	SID5468_vbl	SID5473_irg	SID5486_yds	SID5488_wmq	SID5489_bgj	SID5490_ggo	SID5495_pls	SID5501_aaq	SID5561_vwa	SID5564_meq	SID5566_wwo	SID5570_qby	SID5571_lgi	SID5572_xty	SID5574_yeb	SID5577_ytn	SID5578_fjg	SID5579_bce	SID5581_yad	SID5584_vix	SID5625_bnh	SID5627_irb	SID5629_hiu	SID5630_kod	SID5631_soh	SID5634_lel	SID5636_prt	SID5639_uuc	SID5640_ijm
s__Dielma_fastidiosa	0	0.0	0.0843	0.10825	0.0	0.0	0.03346	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108	0.0	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18442	0.0	0.0	0.0	0.0	0.0	0.00313	0.0	0.0	0.0	0.07413	0.0	0.02302	0.0	0.0	0.0	0.06886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02875	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.06978	0.0	0.0	0.00274	0.0	0.0	0.0	0.29355	0.03347	0.0	0.00364	0.0	0.01859	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.01177	0.0	0.0	0.0	0.0	0.0	0.11365	0.0	0.03449	0.0	0.0	2.49247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3904	0.0	0.0	0.0	0.0	0.36543	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.0	0.04264	0.0	0.0	0.0	0.0	0.0	0.0	0.19951	0.0	0.0	0.01014	0.0	0.0	0.0	0.0	1.41631	0.0	0.0	0.0	0.0	0.0	1.25565	0.0	0.0
s__Klebsiella_oxytoca	0	0.0	0.04876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04826	1.20157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0215
s__Dorea_formicigenerans	0	0.0	0.0456	3.4964	0.61442	4.17371	0.03554	0.32887	0.54492	0.0	0.0	0.0	0.0	0.0	0.08883	0.84668	0.58465	3.80535	0.17381	0.13741	0.13149	0.34472	0.0	0.06929	0.0938	0.0	0.05579	0.03836	0.0	0.0	0.04796	0.0	0.60866	0.0	0.0	0.54866	0.0	0.69051	0.0	0.29828	0.03694	0.67139	0.70966	0.0	1.62812	0.0191	0.83557	0.0	0.1243	0.12481	0.20378	0.0	0.0	1.30802	0.28847	0.406	0.0	0.0	0.37926	0.3118	1.42039	0.35873	0.0	0.69097	0.28881	0.33187	0.15242	0.42928	0.0348	0.06387	0.43453	0.12087	0.14251	1.38761	0.16822	0.38711	0.57932	0.36308	0.19981	0.50995	0.0	1.25387	0.34607	0.06063	0.0	0.0	0.1188
s__Fusobacterium_ulcerans	0	0.0	0.04088	0.0	0.00747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33465	0.0	0.0	0.0	0.0	0.0	0.03067	0.0	0.00066	0.0	0.31898	0.02042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05411	0.0	0.0	0.0	0.0	0.0
s__Blautia_producta	0	0.0	0.01318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21034	0.00557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01201	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01785	0.0	0.0	0.0	0.0661	0.0	0.0	0.0	0.07988	0.0	0.0	0.35424	0.0	0.0	0.0	0.0	0.04441	0.0	0.40573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05333	0.03642	0.0
s__Prevotella_copri	0	0.0	0.00583	0.00124	0.0	10.39153	0.0	0.0	9.83113	0.0	0.0	0.0	0.0	0.0	0.23464	0.40966	6.41094	2.50647	0.0	10.64972	0.0	0.0	0.5421	0.00068	0.0	0.0	0.0	0.0	0.00116	0.0	27.64102	0.0	0.0	0.0	0.0	3.1945	0.0	0.37999	0.13159	0.0	0.0	9.23772	0.0	0.0	0.0	0.0	0.05456	0.0	0.03761	0.0	0.0	0.0	0.0332	0.55555	8.72157	0.0	0.09812	0.0	9.15083	40.31697	11.77985	12.56187	0.0	4.12066	0.0	0.0	0.02232	0.0	15.95089	0.0	10.12959	0.01975	0.0	0.00098	0.0	0.0	0.0	0.0	5.15776	0.0	0.0	0.0	3.84048	0.01929	0.0	0.00178	0.00934
s__Bacteroides_dorei	0	0.0	0.00404	0.1636	0.06602	0.96518	0.0	0.0	0.22798	0.0	1.06805	0.0	0.0	3.97863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19205	0.0	4.77648	0.0	4.03736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46372	0.0	0.0	0.0	0.0	0.64314	0.0	0.0	0.0	0.0	1.85876	1.39079	0.0	0.02454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55367	3.54632	0.0	0.0	0.0	0.0	0.0	4.04346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21116	0.0	23.67455	0.0
s__Akkermansia_muciniphila	0	0.0	0.00177	4e-05	3.55871	0.0	0.0	0.0	0.0	0.0	3.12131	0.0	0.0	0.78505	0.56043	32.45285	0.0	0.0	0.24974	0.11191	0.0	0.25627	2.90924	0.1355	0.01584	0.0	30.91704	0.0	0.19842	0.0014	0.0	0.0	64.50528	0.0	0.0	1.84575	0.0	0.0	10.08682	0.07316	0.0	4.1814	0.31889	0.56917	0.0	0.62123	7.79372	0.03094	0.00032	0.0	0.0	0.0	7.63792	12.97445	0.00091	0.0	0.0	14.65122	0.01509	0.0	2.57897	0.0	7.27584	0.0	0.0	3.29797	0.00247	0.0	1.15343	0.0	0.0263	0.03281	8.48062	1.11178	12.28949	0.01749	0.10071	0.0	0.0408	0.0	0.0	0.0	0.0	0.0	5.20152	8.88528	0.0
s__Veillonella_atypica	0	0.0	0.00159	0.0047	0.27663	0.0	0.0	0.0	0.03317	0.0	0.0	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.00655	0.00093	0.0	0.00381	0.01335	0.0	0.0	0.0	0.0	0.0	0.06207	0.0	0.0048	0.06907	0.0	0.0	0.11045	0.0	0.0	0.01829	0.16202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.08328	0.02999	0.01124	0.0	0.0129	0.0	0.0	0.0	0.05578	0.08944	0.0	0.01397	0.0	0.0	0.00166	0.0	27.14184	0.0	0.0	0.85876	0.12564	0.15587	0.0	0.01372	0.0	0.43672	0.0	0.0	0.0	0.0	0.01102	0.11766	0.01627	0.0	0.0	0.0	0.0
s__Bifidobacterium_longum	0	0.0	0.00034	0.44514	0.08227	0.0	0.0	7.5468	0.03681	1.14926	0.94243	0.0	0.04709	0.33353	0.20341	0.0	0.0	0.02825	0.0	0.0849	0.08517	0.0	0.26575	0.03447	0.0	0.0	0.91366	0.12235	0.04348	0.00042	0.28051	0.0	0.00163	0.55907	1.94174	0.0	1.16079	0.0	1.2646	0.92937	0.40338	0.0	3.20093	0.0	0.32928	0.03678	0.13126	0.0	0.51488	0.00326	1.41439	1.11179	3.96747	0.27122	0.16349	0.0	0.0275	0.31466	0.15484	0.0288	0.15584	0.17775	0.1409	1.31383	0.30513	0.13954	23.21734	0.0	0.26117	0.05568	0.08465	0.26185	0.09341	0.1699	2.73571	0.0	0.5739	0.61032	0.0	0.21436	0.27571	0.85253	0.0	0.0	0.14893	6.22352	0.50221
s__Holdemanella_biformis	0	0.0	0.0	6.79251	0.0	2.36191	0.0	0.0	0.2099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3277	0.8318	0.0	1.08855	0.0	0.0	0.03576	0.39658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.00593	0.0	0.0	0.0	0.0	0.0	0.0	1.846	0.0	0.0	0.0	0.0	0.0	0.00855	0.0	0.0	0.0	0.76624	0.03934	0.73582	0.00521	0.0	0.87812	0.0	0.0	0.02168	0.0	0.02391	0.0	0.0	0.50333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0083
s__Fusicatenibacter_saccharivorans	0	0.0	0.0	3.82092	1.16095	0.47857	0.10409	1.68884	0.31731	2.97115	0.0	0.0	0.0	0.46781	0.49369	0.0	0.04648	2.84831	0.0	1.33042	0.62978	0.66583	0.84387	1.68996	0.01178	0.0	0.40292	0.21321	0.18032	0.0	0.29698	0.0	0.60346	0.43025	0.99883	3.00882	0.0	1.45519	0.50866	1.23898	0.78644	3.78869	0.86086	0.0	0.0	0.16366	1.68384	0.0	0.73511	0.51031	0.31773	7.86404	1.192	0.0	5.0155	0.57112	0.08853	0.0	0.84592	1.80462	2.63228	6.49789	1.29105	2.48673	1.64644	0.32964	1.97985	0.79733	0.28347	0.22947	6.45451	0.89711	0.14062	3.80625	3.78187	2.21973	0.90392	0.14408	2.09871	0.27491	0.0	1.23253	10.88144	0.04815	0.89402	0.0	1.65225
s__Bacteroides_finegoldii	0	0.0	0.0	0.78025	1.6176	0.12344	0.0	0.61345	0.12711	0.0	0.0	0.0	1.55042	1.11756	0.0	2.16919	0.03329	0.01375	0.0	0.58446	0.59255	0.60571	0.03968	0.09349	0.0	0.0	0.0	0.52806	2.60616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24619	0.0	0.0	0.24915	0.0	0.0	0.0	0.0	0.51883	0.10826	0.15768	0.0	0.0	0.0	0.09295	0.03952	0.10016	0.0	2.06535	2.06756	0.0	0.48977	0.0	0.0	0.0	0.0	1.82984	0.0	0.0	1.06584	1.71788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05331	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_145	0	0.0	0.0	0.36902	0.0	0.00358	0.216	0.0	0.0	0.24098	0.0558	0.0	0.0	0.0	0.0	2.23233	0.0	0.29644	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31972	0.0	0.0	0.0	2.09633	0.03499	0.0	0.0	1.8148	0.0	0.01458	0.0	0.0	0.0	0.0	0.82781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29513	0.0	0.15846	0.0	0.0	0.0	0.09633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0648
s__Catenibacterium_mitsuokai	0	0.0	0.0	0.36029	0.0	1.82094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.80349	0.0	0.17563	0.0	0.0	9.58482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05884	0.0	0.0	0.02861	0.0	0.0	0.0	3.50645	0.0	3.05477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0767	0.0	0.0	0.0	0.28235	0.0	0.0	2.91247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Asaccharobacter_celatus	0	0.0	0.0	0.25092	0.0	0.0	0.0	0.0	0.0	0.33018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01392	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.00029	0.0	0.0	0.00999	0.0	0.0092	0.00116	0.00452	0.00399	0.0	0.02558	0.03868	0.01127	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.00129	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.02289	0.0	0.0	0.00106	0.0
s__Bacteroides_massiliensis	0	0.0	0.0	0.23055	2.7791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34229	0.0	0.0	0.07267	0.19112	0.07946	0.0	0.0	1.42867	0.0	0.00671	1.20659	0.0	0.0	0.0	1.80423	0.0	0.0	0.0	0.0	0.07765	0.0	0.0	0.0	0.0	0.18552	0.0	0.0	1.43105	0.0028	0.28346	0.0	0.98962	0.0	0.0	0.0	1.2456	0.0	0.02995	0.0	0.0	0.0	0.38284	0.01461	0.0	0.0	0.0	0.23155	0.24658	0.29935	0.0	0.0	0.12953	0.69618	0.58845	0.4738	0.14072	0.19529	0.08938	2.57967	0.0	0.0	0.48519	1.29998	0.0	0.0	0.02127	0.0	2.29373	0.0	0.01181	0.0	0.0	0.0	0.0
s__Parabacteroides_johnsonii	0	0.0	0.0	0.13944	0.0	0.03038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29929	0.0	0.0	0.0	0.0	0.0	0.0	0.10605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32568	0.0	0.0	0.0	0.10414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.0	0.0	0.08363	0.03633	0.0	0.0	0.0	0.0	0.0	0.62099	0.0	0.0	0.05689	0.0	0.0	0.0	0.07129	0.0	0.00691	0.20587	0.0	0.43201	0.0	0.0	0.0	0.0	0.0521	0.0	0.0	0.0	0.0	0.09134	0.0	1.7624	0.0	0.0	0.0	0.0	0.0	0.01092	0.0	2.74499	0.0	1.20815	0.0	0.0	0.0	1.27778	0.0	0.0	0.84749	0.58735	0.0	0.38393	0.0	0.17144	0.0	0.00128	0.04214	0.0	0.27585	0.06383	0.03868	1.2851	0.0	1.21114	0.0	0.00917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.0	0.0	0.0	0.20196
s__Turicibacter_sanguinis	0	0.0	0.0	0.06897	0.0	0.0	0.0	0.0	0.0	2.65545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00608	0.0	0.0	0.0	0.024	1.64329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12822	0.0	0.03683	0.0	0.01203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemania_filiformis	0	0.0	0.0	0.06838	0.0	0.02448	0.0	0.0	0.0	0.02903	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.01478	0.0	0.0	0.0	0.56749	0.0	0.0	0.03192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01695	0.0	0.0	0.06394	0.16843	0.0	0.01426	0.02785	0.2279	0.04346	0.0	0.0	0.05428	0.0	0.01411	0.0	0.0336	0.0	0.09449	0.0	0.09797	0.0	0.0	0.25471	0.04774	0.00272	0.00725	0.07274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00406	0.00209	0.02172	0.0	0.0	0.0	0.0	0.01799	0.0	0.0	0.08062	0.0	0.00307	0.0	0.0	0.01987
s__Adlercreutzia_equolifaciens	0	0.0	0.0	0.06763	0.0	0.0	0.0	0.0	0.0	0.67857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03137	0.0	0.0	0.0	0.0	0.04686	0.0	0.02418	0.0	0.0094	0.01898	0.0	0.08307	0.00753	0.00563	0.0	0.02016	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0017	0.00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.00031	0.00782	0.0	0.0	0.00097	0.0	0.0	0.0	0.00197	0.0	0.0	0.00041	0.0
s__Lachnospira_pectinoschiza	0	0.0	0.0	0.05378	0.91292	0.98432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02202	0.1536	3.33502	0.0	4.80669	0.0	0.04536	0.0	0.03573	0.00466	0.83258	0.0	0.0	0.0	0.34323	0.0	0.0	0.0	0.10461	0.0	0.0	0.0	0.00099	0.07435	3.85731	0.0	0.38877	0.0	0.01345	0.0	0.16441	0.0	0.08293	0.0	7.95603	0.00135	0.0	0.0	0.30912	0.70799	0.04394	0.0	0.30197	0.0084	0.00256	0.21429	0.63721	0.0	0.0	0.62029	0.0	0.20775	0.38724	0.0	0.0	0.0	0.22641	0.73739	0.0	0.0	0.0	4.27741	0.05774	0.04648	1.78299	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmiger_formicilis	0	0.0	0.0	0.05194	0.00416	0.50061	0.0	0.0	0.08726	0.0	0.0	0.0	0.0	0.0	0.02692	0.0	0.0	1.17159	0.0	0.07926	0.67473	0.0	0.03065	0.0671	0.02554	0.25868	0.0	0.01599	0.0	0.0	0.00036	0.0	0.31514	0.0	0.0	0.11319	0.0	0.52332	0.0	0.02878	0.07494	0.11913	0.00267	0.0	0.45075	0.15531	0.37406	0.0	0.07031	0.00514	0.03233	0.0	0.0	0.0	0.30732	0.26685	0.0	0.0	0.75336	0.2181	0.13366	0.31327	0.0	0.01738	0.10617	0.0	0.10266	0.02791	0.03132	0.0	0.0	0.28996	0.02267	0.11323	0.39651	0.64236	0.0	0.28156	0.42462	0.73078	0.0	0.0	0.03567	0.168	0.0	0.00141	0.04044
s__Bacteroides_nordii	0	0.0	0.0	0.04054	0.0	0.0	0.06581	0.0	0.0	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.00972	0.0	0.0	0.0	0.02036	0.0	0.0	0.0	0.0	0.02878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14693	0.0	0.0	0.0	0.0	0.03808	0.0	0.0	0.0	0.0	0.0	0.0	0.00843	0.0	0.0	0.0	0.0	0.0	0.05068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02641
s__Bilophila_wadsworthia	0	0.0	0.0	0.02183	0.0491	0.09449	0.06478	0.0	0.35244	0.0	0.00291	0.0	0.0	0.04448	0.02038	0.01431	0.0	0.0	0.0166	0.00189	0.00657	0.0	0.08855	0.0	0.00416	0.0	0.0	0.08944	0.46759	0.0	0.0	0.0	0.0538	0.0	0.0	0.0801	0.0	0.0	0.00878	0.0	0.02543	0.0	0.17769	0.0	0.0	0.0	0.0	0.0	0.00953	0.0	0.0	0.0	0.00654	0.0	0.0	0.0	0.03828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00594	0.0	0.02438	0.00362	0.0	0.0	0.00197	0.0228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03633	0.0	0.04883
s__Eisenbergiella_massiliensis	0	0.0	0.0	0.02118	0.0	0.0	0.02116	0.0	0.0	0.08343	0.01458	0.0	0.0	0.0	0.0	0.05249	0.0	0.0	0.00069	0.0	0.01169	0.65912	0.0	0.0	0.0	0.05731	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29874	0.0	0.0	0.0	0.0	0.21809	0.02202	0.0	0.0	0.0	0.00657	0.0	0.00527	0.33716	0.0	0.11128	0.01532	0.0	0.0	0.02619	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.14448	0.0	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00782	0.07674	0.22186	0.0
s__Alistipes_shahii	0	0.0	0.0	0.01803	0.0	0.06892	0.17383	0.00433	0.28679	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0604	0.0	0.00761	0.0	0.0	0.04275	0.0	0.0	0.0	0.0	0.12628	0.0	0.0	0.0	0.00321	0.0	0.0	0.04868	0.0	0.00025	0.0	0.0	0.00839	0.0	0.03525	0.29399	0.09761	0.0	0.00552	0.0	0.03401	0.0	0.00049	0.0	0.0	0.01646	0.0195	0.0	0.0	0.0	0.0	0.00472	0.0	0.01962	0.0	0.0	0.19837	0.04997	0.05152	0.40178	0.08124	0.0	0.0	0.02153	0.41476	0.01987	0.0	0.0	0.0	0.00045	0.02194	0.0	0.0	0.0	0.0	0.04875	0.0	0.0	0.11139
s__Terrisporobacter_othiniensis	0	0.0	0.0	0.01614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.01581	0.13393	0.0	0.0	0.0	0.03774	0.0	0.0	0.00082	0.0	0.0	0.01428	0.03624	0.0	0.0	0.0	0.0	0.0	0.0	0.00799	0.0	0.0	0.0	0.0	0.0	0.0	8.07229	0.0	0.08222	0.0	0.01091	0.12308	0.0	0.0	0.22528	0.0	0.0	0.0	0.0	0.0	0.0	0.01185	0.0	0.0	0.00309	0.0	0.0	0.7167	3.06135	0.00506	0.0	0.0	0.01966	0.0	0.0	0.09071	0.01406	0.0	0.0	0.0	0.0	0.01686	0.0	4.96351	0.0	0.0	0.04134	0.16638	0.3631	0.0	0.19464	0.0	0.25632	0.0818	0.01926	0.0	0.0	0.00714	0.2306	0.0	0.0	0.0	0.0	0.00327
s__Alistipes_indistinctus	0	0.0	0.0	0.01551	0.0	0.78036	0.22749	0.0	0.0	0.00778	0.04957	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01171	0.0	0.25818	0.0	0.0	0.39965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24914	0.0	0.03507	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.03721	0.0	0.0	0.0	0.00067	0.2628	0.01002	0.0	0.0	0.0	0.0	0.0088	0.0671	0.0	0.02929	0.0	0.04378	0.01684	0.0	0.0	0.0	0.0	0.0	0.0	0.06368	0.0	0.0	0.0	0.0	0.0	0.40623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sulci	0	0.0	0.0	0.01412	0.0	0.00924	0.0	0.01298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00367	0.0	0.0	0.00233	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02523	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.01228	0.0	0.03704	0.0	0.0	0.01148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02146	0.0	0.22994	0.0	0.0	0.0	0.00968	0.0	0.0	0.0	0.13378	0.0101	0.0	0.00276	0.0	0.0	0.02907	0.0	0.0	0.0	0.09396	0.0	0.02202	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
