clade_name	NCBI_tax_id	SID0002_gti	SID0004_cle	SID0005_aaf	SID0006_evh	SID0008_kcu	SID0009_rhg	SID0011_vkb	SID0012_qdz	SID0013_eop	SID0014_cps	SID0017_mqf	SID0018_fze	SID0020_jhi	SID1003_aac	SID1005_aae	SID1006_aaf	SID1009_aai	SID1011_aak	SID1012_aal	SID1014_aan	SID1015_aao	SID1019_aas	SID1022_aav	SID1030_bad	SID1035_bai	SID1037_bak	SID1040_ban	SID1041_bao	SID1048_bav	SID1049_baw	SID1050_bax	SID1052_baz	SID1053_bba	SID1054_bbb	SID5012_fio	SID5016_ish	SID5039_iqx	SID5049_uhx	SID5161_prh	SID5208_byt	SID5338_ihq	SID5355_yse	SID5362_xgk	SID5376_qdo	SID5390_yff	SID5391_rvn	SID5395_kej	SID5397_okf	SID5401_alw	SID5442_twn	SID5443_cul	SID5445_vub	SID5447_cka	SID5450_zsn	SID5458_vgp	SID5460_gix	SID5464_cib	SID5468_vbl	SID5473_irg	SID5486_yds	SID5488_wmq	SID5489_bgj	SID5490_ggo	SID5495_pls	SID5501_aaq	SID5561_vwa	SID5564_meq	SID5566_wwo	SID5570_qby	SID5571_lgi	SID5572_xty	SID5574_yeb	SID5577_ytn	SID5578_fjg	SID5579_bce	SID5581_yad	SID5584_vix	SID5625_bnh	SID5627_irb	SID5629_hiu	SID5630_kod	SID5631_soh	SID5634_lel	SID5636_prt	SID5639_uuc	SID5640_ijm
s__Bacteroides_vulgatus	0	16.95383	15.86166	4.96859	20.05518	0.33811	19.66762	2.82284	4.05076	0.92861	0.00258	0.0	8.20324	6.66343	2.32639	1.93316	1.22928	1.92882	8.21167	3.44925	6.07885	17.57095	0.84712	7.81075	9.28625	1.48583	0.66739	27.75057	30.55511	0.0017	0.06258	0.0	0.44831	19.37492	37.27419	10.24787	24.46186	4.15355	4.08379	10.10675	10.65785	0.31266	1.0559	15.66791	12.16797	1.59065	0.76686	0.00716	4.25523	17.68507	31.3993	0.02473	3.9597	3.59441	6.24679	4.98347	3.68408	17.62614	0.43111	1.46923	0.48443	4.29969	7.08713	1.73039	5.43283	6.57243	7.57591	0.0	1.1345	3.03048	3.95403	29.92189	3.04493	4.69749	1.18294	14.37062	10.72694	13.97641	5.55333	11.23998	0.00268	8.3863	0.10903	32.52059	6.75274	0.01007	3.82143
s__Bacteroides_uniformis	0	9.80275	19.37921	6.73124	3.10816	0.29356	3.96065	3.54005	4.57412	0.2897	3.25772	0.0	0.83673	15.14964	5.02266	8.60475	0.01843	1.43391	10.50138	0.55207	1.16188	17.75924	0.41234	7.64451	5.08365	3.48462	1.04445	20.08723	13.06871	0.00092	3.29225	0.0	0.32793	6.46598	4.83529	0.62106	8.37611	1.15587	5.8528	23.88592	6.45202	0.02758	3.44656	15.57548	6.35343	0.0	0.6016	0.723	18.2348	27.17562	5.48849	0.0	6.33541	4.02711	4.93106	9.43883	0.05288	0.0	0.20431	1.1226	0.54162	4.96742	37.05772	0.54799	8.32165	5.55235	2.76681	12.76214	2.30831	3.97607	1.78045	10.50132	10.83587	16.52292	1.1247	1.42184	6.63403	0.55059	0.0	8.12092	23.94479	7.39724	1.15346	12.96181	62.2379	3.34775	9.05282
s__Bacteroides_plebeius	0	9.17785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60787	0.0	0.0	0.0	0.0	0.0	0.76476	0.0	0.0	0.0	0.0	0.1258	0.0	5.34275	0.0	0.0	0.0	0.0	0.0	0.0	1.82748	0.0	0.0	0.14251	0.0	0.36419	0.0	0.0	1.40624	0.0	0.0	0.0	1.8145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.89268	0.0	0.0	0.0
s__Eubacterium_rectale	0	8.121	0.01486	24.88765	3.10513	17.5154	0.12322	3.27704	4.77953	21.14158	3.40595	0.0	0.02746	0.01723	6.00194	0.00426	5.90833	6.42748	4.67174	16.62057	15.99627	1.94095	5.44197	1.86136	0.01544	0.07219	0.31491	0.77585	0.48615	0.00054	1.498	0.0	5.35238	11.28639	4.84127	3.36845	0.0	32.60146	0.00098	3.71142	7.16564	4.86229	8.12544	11.71392	5.17222	5.7118	4.42797	0.0	14.53508	2.21344	0.20804	20.13272	3.15815	4.56219	10.42486	25.33569	0.48162	3.23293	2.33546	2.81701	7.34759	10.63499	3.57155	2.80371	7.01963	11.92303	0.07712	0.32334	2.91436	0.39647	4.56532	1.59381	1.55814	3.56965	4.45163	5.80517	2.35902	14.93281	27.13899	0.25094	6.11399	4.28634	36.5391	0.79972	0.04248	2.82012	1.17573
s__Bacteroides_caccae	0	7.27924	0.0	0.56976	2.79416	0.0	0.0	0.0	0.58184	0.01936	0.0	0.0	0.0	6.24159	0.47316	1.36374	0.20022	0.21013	2.91193	0.38189	0.48447	2.88785	0.11998	0.82622	0.37996	0.0	0.47811	2.55661	0.0	0.0	8.91651	0.0	0.11775	0.0	0.0	0.0	0.0	0.49426	1.94649	0.0	0.73203	0.06613	0.0	0.0	2.04345	0.21509	8.79394	0.91264	0.24217	0.0	1.40262	0.0	0.0	4.17786	0.65591	0.02666	3.97595	0.0	0.86826	0.13117	0.41935	0.70591	0.0	3.00966	4.7545	0.0	0.0	2.02973	2.12028	0.0	0.10914	1.46449	0.54103	0.0	0.0	0.0	0.0	0.0	1.88332	2.30264	0.0	0.0	0.00609	0.0	0.0	0.00028	0.0
s__Alistipes_finegoldii	0	6.44958	0.0	0.00395	0.0	0.01138	0.0	0.0	0.0	0.0026	0.2803	0.0	0.0	3.47744	0.0	0.05213	0.0	0.0	0.06194	0.12514	0.02138	0.0	0.10108	0.01068	0.00438	0.08356	0.1619	0.15209	3.19627	0.0	0.00388	0.0	0.0	0.0	0.0	0.0	0.0	0.01805	0.51587	1.71365	0.02608	0.0	0.00718	1.77334	0.0	0.0	0.27991	0.0089	0.01524	0.0	0.03419	0.0	0.00951	0.14345	0.00023	0.20376	0.01545	1.44724	0.0	0.0	0.0	0.00222	0.0	0.0	0.04345	0.0	0.00804	0.0	0.13873	0.07984	0.0	0.0	0.7419	0.0647	0.0	0.0	0.0	0.0	0.0	0.14266	0.0	0.0	0.0	0.0	0.0	0.0	1.62491
s__Parabacteroides_distasonis	0	5.79154	5.48772	1.44388	2.221	1.12927	12.41429	0.0	4.08668	0.0	0.13218	0.0	0.59253	0.0	0.67414	0.79025	0.0	0.54665	0.87098	0.45671	0.30781	0.0	0.05373	4.62316	1.95137	0.39383	0.08977	1.02309	11.48933	0.0	8.86203	0.0	0.04892	2.79823	0.0	2.29137	4.01835	0.25663	0.55616	0.0	0.51064	0.04545	0.16236	0.0	1.14927	0.0	0.18405	0.0	0.92275	0.0	0.48538	0.0	2.06529	1.65506	1.07927	0.11634	5.05645	11.78489	0.09318	0.46142	0.02405	1.0883	0.0	0.64089	0.0	1.39114	1.29397	0.95124	4.34712	0.0	0.0	0.64512	0.54318	0.0	0.26446	4.99158	1.88572	0.57146	0.10158	0.17465	15.95404	0.73304	0.01567	0.5018	0.0	0.00136	0.0
s__Streptococcus_salivarius	0	3.78089	0.00548	0.02278	2.96345	1.25853	0.01423	0.06973	0.0	0.60413	0.0	0.01516	0.24024	5.86804	0.0054	2.00387	2.69087	3.01494	0.0	0.9047	0.01787	0.24356	23.33106	0.02141	0.00427	0.57152	0.04324	0.00722	0.00633	0.00027	0.01977	0.62165	0.70982	0.07982	0.0094	0.12408	0.0437	0.35891	0.01688	0.02921	0.01914	4.43489	6.74784	0.0	0.7773	0.43315	0.0476	0.03945	0.01126	0.0353	0.58592	6.92405	0.07452	0.43924	0.19401	0.08227	0.0007	0.09085	3.64333	0.55728	1.48653	0.18597	0.0	0.04299	1.10854	0.59044	1.51056	0.00086	0.02845	0.64278	5.5537	0.18483	0.04598	2.59139	0.01574	1.07492	7.49887	0.01442	0.3663	0.1091	0.01412	1.42537	0.30352	0.0	0.0	0.25354	1.62994
s__Eubacterium_sp_CAG_180	0	3.31756	0.0	0.0	5.46043	0.0	0.0	0.0	20.79527	0.0	0.08553	0.0	0.0	2.47498	22.99671	0.0	0.0	0.0	7.58381	41.20288	0.0	0.0	2.23585	0.0	0.0	0.0	14.8144	1.01911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06863	0.0	0.0	0.0	22.45869	0.0	0.0	0.0	0.03757	0.00402	0.0	0.0	0.0	13.84587	0.0	0.0	29.90707	0.00301	0.0	0.0	0.0	34.81405	9.99925	13.39885	0.0	17.81743	15.52563	0.0	0.0	0.07014	23.20468	0.0	0.0	10.58038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_merdae	0	2.86514	0.0	0.0	1.51499	0.95118	0.0	2.00436	1.78572	0.0	0.0	0.0	2.89588	0.97563	0.75437	0.19265	0.43254	0.28727	1.63448	0.52484	0.33952	0.0	0.03611	1.44797	2.75722	0.0	0.60279	1.28582	0.0	7.69167	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.13628	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.0829	0.0	0.6441	2.04492	1.55031	0.0	1.00642	0.76142	0.65037	0.1589	0.0	0.0	0.44142	0.10733	0.15602	0.64563	0.0	0.28692	1.25949	0.6609	0.01236	0.29147	8.005	0.0	0.0	0.96667	0.37655	0.0	0.0	4.22247	0.0	0.0	0.16188	0.0	0.0	0.0	0.0	0.0	0.0	1.82888	0.0
s__Alistipes_putredinis	0	2.64373	0.0	1.00554	0.0	0.07913	7.43302	0.0	0.01988	0.48592	0.0	0.0	0.0	11.54295	0.0	0.3043	1.17577	1.07993	1.22727	1.11072	0.0	0.0	0.21223	0.03439	0.29	0.0	0.41781	0.0	4.00328	0.0	0.0	0.0	0.27307	0.0	0.0	0.0	0.0	0.57915	0.41397	3.46838	2.42595	0.01749	0.0	0.0	0.0	0.0	0.12022	0.0	1.46761	0.0	0.39072	0.0	0.0	0.5853	5.00792	0.53963	0.02418	0.0	0.04694	1.22173	6.15976	3.58639	0.0	0.0	8.31634	0.55671	0.0018	0.0	2.94276	2.66693	0.31301	0.25794	4.28318	0.0	2.1485	0.0	0.0	0.0	0.04945	2.02087	0.0	0.0	0.04727	0.0	0.0	0.0	2.05512
s__Bacteroides_thetaiotaomicron	0	2.5124	9.42066	0.45225	0.0	1.8643	10.62613	0.10431	0.0936	0.12802	0.17424	0.0	1.10802	1.79678	0.3816	0.06483	0.0	0.15869	1.65224	0.33828	0.0	0.0	0.01144	0.3743	1.75906	0.0	1.08847	1.0771	4.01247	0.0	4.15458	0.0	0.10929	1.80008	7.10087	1.1275	0.0	0.11468	0.76978	5.13475	0.08759	0.0	0.02097	0.0	0.54635	0.0	0.02641	0.26848	0.0	0.0	0.77028	0.43507	7.0708	0.73719	0.5651	0.10394	0.0007	8.05815	0.10071	0.14074	0.15891	0.34112	0.0	0.0	0.13812	0.2945	0.23322	0.46304	0.06179	0.0	0.1824	2.45316	0.39138	3.73688	0.06235	0.89521	0.7145	0.0	4.94843	0.29941	7.76977	2.13237	0.73383	2.76837	0.0	0.0	0.0
s__Eubacterium_hallii	0	1.95215	0.07897	4.02295	0.26915	1.16672	0.02074	1.8047	0.56115	2.60858	0.54288	0.0	0.02818	0.0	0.34743	0.00917	0.0	0.60141	0.18485	0.11182	0.23506	0.13586	0.94513	0.05695	0.02372	0.0	0.06047	0.22567	0.30823	0.0	0.49539	0.0	1.11753	1.46512	0.07869	1.08848	0.0	0.42596	0.09892	0.30785	1.23585	0.81088	0.15222	0.03194	1.7369	0.0755	3.69803	0.0	0.12981	0.28218	0.06463	0.5319	0.0997	1.71119	0.21879	0.35456	0.00133	0.31668	0.70401	0.0876	0.25444	0.19722	0.29203	3.54358	0.15214	0.14677	0.00335	0.34506	0.10049	0.01498	0.06947	0.2203	0.01937	1.04468	0.18346	0.11364	0.02324	0.0097	2.13445	0.28202	0.42833	0.05618	0.0	0.01519	2.59284	0.0	0.31698
s__Oscillibacter_sp_57_20	0	1.67306	0.0	0.07156	0.0	0.10649	0.0	0.0	1.63305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06966	0.0	0.15059	0.04368	0.0	0.0	0.28502	0.06031	0.0	0.0	0.28796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41793	0.0	0.01758	0.0	0.13228	0.18349	0.0	0.18219	0.0	0.45405	0.0	0.06096	0.0	0.01157	0.0	0.02991	0.0	0.0	0.0	0.06079	0.07724	0.0	0.0	0.06969	0.23558	0.35307	0.09583	0.0	0.0	0.27857	0.02629	0.0	1.40128	0.10115	0.0	0.0	0.07431	0.07937	0.0	0.05728	0.0	0.0	0.00431	0.63629	0.2431	0.0	0.0	0.0	0.12254	0.0	0.0	0.0578
s__Paraprevotella_xylaniphila	0	1.49983	0.0	0.0	0.30935	0.0	0.0	0.0	0.18036	0.0	0.0	0.0	0.0	0.19587	0.0	0.2983	0.0	0.0505	0.0	0.0	0.0	0.0	0.0	0.0	0.20295	0.0	0.0	1.88281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25731	0.02672	0.0	0.0	0.0	0.0	0.0	0.0	0.44697	0.0	0.26346	0.0	0.0	0.0	0.24547	0.0	0.0	0.0	0.0	0.04162	0.0	0.20032	0.0	0.03439	1.93441	0.0	0.0	0.11443	0.0	0.0	0.34903	0.84285	0.13627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0	1.37015	0.0	0.19676	0.93411	0.11529	0.0	0.0	1.03167	0.0325	0.00637	0.0	0.0	0.60309	0.0	0.05307	0.0	0.00686	0.0	0.00563	0.05219	0.0	0.0	0.32271	0.0	0.1148	0.3861	0.13111	0.0	0.0	0.0	0.0	0.01309	0.0	0.0	0.0	0.0	0.0841	0.01134	0.37747	0.5793	0.0	0.06187	0.38308	0.10381	0.0	0.03857	0.0	0.15625	0.0	0.03309	0.0	0.09853	0.29448	0.05173	0.24777	0.0	0.72885	0.0	0.09369	0.06348	0.07285	0.0	0.0	0.0	0.24757	0.0	0.23387	0.31095	0.16022	0.0	0.15984	0.19516	0.45858	0.24212	0.0	0.0	0.0	0.18865	0.0	0.0	0.21406	0.0	0.97304	0.0	0.0	0.0
s__Faecalibacterium_prausnitzii	0	1.25107	0.97359	1.04766	1.31341	3.54064	0.95401	0.0	1.15847	0.84697	0.0	0.0	0.00482	0.4147	2.9173	0.0	9.74077	3.21282	3.04388	2.18225	5.32115	0.46479	1.07838	1.6894	0.61711	0.06356	0.37262	1.48299	0.00962	0.0	0.25594	0.0	0.0	0.54123	2.4409	5.60122	0.0	2.61036	1.59954	1.5393	8.17283	3.19178	7.70811	0.85394	2.1044	0.50013	0.10167	0.0	0.64296	2.90987	10.44272	10.6504	8.20154	2.05994	1.99957	0.38557	0.012	0.05862	5.43598	2.81336	3.56875	2.22488	2.76403	0.86584	2.17415	0.58393	1.64696	1.83076	0.62436	0.06771	0.0	12.88618	1.1256	1.22929	4.63512	3.052	6.24923	4.62654	2.67235	2.46251	0.0	3.76556	0.2085	0.86122	0.0	0.0	6.28779
s__Streptococcus_parasanguinis	0	1.17492	0.01153	0.02335	4.58594	0.30898	0.0	0.12899	0.0	2.01164	0.0	0.0	0.35866	1.29841	0.00815	0.47607	2.27615	0.77978	0.00267	0.21022	0.00833	0.09548	9.67272	0.12006	0.0	0.56666	0.0	0.0	0.0092	0.03151	0.00647	0.07549	0.67248	0.02127	0.00557	0.08435	0.01185	0.19	0.00585	0.07581	0.01132	8.01139	5.25803	0.00555	0.20781	0.08468	0.0	0.08887	0.00071	0.09636	0.05373	3.38029	0.31241	0.10837	0.08438	0.03212	0.00287	0.05963	3.60097	0.15087	0.11852	0.10661	0.02417	0.00518	0.95857	0.36262	1.50336	0.0	0.0	0.86788	1.32785	0.83011	0.02072	5.20008	0.04267	0.67487	3.09204	0.0096	0.12652	0.14613	0.0	2.59463	0.72452	0.0	0.0	0.12138	0.75444
s__Bacteroides_ovatus	0	1.08337	8.50487	0.87834	4.81692	0.05245	3.18019	0.37551	0.04065	0.0	0.06767	0.0	0.0	0.44234	0.34416	0.15431	0.0	0.54794	2.91771	0.02247	1.38731	0.589	0.09476	0.41141	0.07169	0.11626	0.3357	3.16139	0.12201	34.7871	0.0117	0.0	0.27603	3.67556	0.0	4.38164	22.92659	0.85643	0.16497	0.0	0.9702	0.00416	0.35845	0.61888	2.58753	3.46362	0.0	0.78993	0.7328	8.63313	2.47279	0.0	3.57354	0.0	2.26088	1.42539	0.01118	0.21056	0.10028	0.35409	0.09516	2.22689	0.60898	0.16059	0.0	0.56931	7.64434	0.57497	1.00377	2.48741	0.43876	0.50741	1.01903	5.41462	0.44525	0.0	1.93319	0.75063	1.76871	0.96796	12.49074	0.62675	0.92099	2.35975	3.27279	1.8555	8.18209
s__Ruthenibacterium_lactatiformans	0	0.86886	0.00304	0.81971	0.01725	0.23397	0.07409	0.00232	0.15551	1.59803	0.83602	0.0	0.0	0.12794	0.03327	1.80666	0.0	0.84229	0.01639	0.07616	0.10121	0.93727	0.17343	0.26482	0.00919	0.80728	0.23241	0.02521	0.07555	0.0	0.05327	0.0	0.05114	0.19079	0.05663	0.34302	0.37211	0.24414	0.49808	0.70702	0.01063	0.0	3.34394	0.1805	0.06171	0.02986	0.6117	0.1066	0.3002	0.00705	0.05379	0.10383	0.46038	0.19276	0.75189	0.1358	0.0	3.70932	0.05757	0.07206	0.56306	0.66556	0.18941	0.02356	0.09573	0.12903	0.0	0.27778	0.01147	0.04797	0.54844	0.0	0.39794	0.35157	0.10095	0.15595	0.49907	0.0	0.24179	0.07427	0.11655	0.34089	0.04212	0.00659	0.24914	26.26833	0.27702
s__Anaerostipes_hadrus	0	0.82291	0.08506	2.25402	0.55263	1.0329	0.07895	13.6026	0.1093	4.87195	0.48804	0.0	0.05861	0.48261	0.14851	1.15336	0.0	1.27021	0.06403	0.29344	4.07894	0.61243	0.40904	1.02181	0.45714	1.14148	0.0447	0.59648	0.16376	0.00061	2.72581	0.0	4.43311	3.89464	2.35271	2.05945	0.0	0.43945	0.0	8.21703	1.49709	2.78706	2.21526	0.0	1.01071	0.0621	0.17181	0.71009	0.03726	0.21868	0.46112	4.01295	0.60371	0.0	0.76725	0.29975	0.22756	0.04847	0.04934	0.1377	0.25758	0.61736	0.9248	0.66695	0.0468	0.34938	0.69127	1.21287	0.09293	0.0	2.4116	0.41926	0.09084	1.91673	8.23617	0.75756	0.34042	0.72774	4.69177	0.28034	0.16058	22.73528	11.67202	0.27462	0.0	0.18492	3.36073
s__Bacteroides_coprocola	0	0.76388	0.0	0.0	0.0	0.0	0.0	0.0	0.24301	0.0	0.0	0.0	0.07948	0.0	1.3634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01413	0.0	0.0	0.0	0.0	0.28615	0.0	0.0	0.0	0.0	8.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28088	0.0	0.0	0.0	3.04941	3.04588	0.0	0.0	0.0	6.25518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_torques	0	0.72511	0.03956	1.93979	2.48935	3.07624	0.0	8.448	0.85638	0.0	0.0	0.0	0.0	0.00547	0.11623	1.22555	20.48216	11.48647	0.0	0.14783	0.78437	0.0	0.0	0.50511	0.87766	0.0	3.86727	0.13378	0.30495	0.00277	1.09499	0.0	1.11038	0.0	0.0	7.18511	0.0	1.39409	0.0	0.52648	0.25854	2.78317	0.0	0.0	4.56535	0.0	0.02156	0.0	0.24808	0.11372	0.0854	0.0	0.0	14.44298	1.13461	0.69058	0.0	0.79038	0.85033	0.57336	11.9445	1.18162	0.0	1.38057	0.60345	0.11787	0.32039	0.1388	0.01335	0.03544	2.55531	0.07804	0.18394	0.62931	3.39811	0.17583	1.28142	0.10304	2.9392	3.98775	0.8003	0.0	0.04518	0.00999	0.30059	0.00113	0.07447
s__Bacteroides_cellulosilyticus	0	0.63934	0.35343	0.70512	0.0	0.00044	0.0	0.0	0.0	0.07773	0.0	0.0	0.48998	0.13733	0.0	0.14561	0.0	0.0	0.0	0.0	0.0	4.2632	0.0	0.05562	0.0	0.0	0.0	0.94731	0.72702	0.0	0.68405	0.0	0.0	0.0	0.0	0.0	0.0	0.10765	0.22844	5.05475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04227	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	7.78029	0.0	0.40464	0.0	0.0	0.07112	0.05688	0.00382	0.0	0.0	0.0	0.0	2.90517	0.0	0.05189	0.0	1.79216	0.0	0.0	0.0	0.0	0.0	1.63595
s__Blautia_wexlerae	0	0.62729	0.0	1.07928	0.7431	0.58295	0.03132	0.02999	0.01404	0.21665	0.0	0.29701	0.10371	0.31179	0.0985	0.16217	0.06835	0.75648	0.03716	0.58131	0.01161	0.17866	1.12765	0.00445	0.12033	1.92415	0.02945	0.0192	0.45839	0.0	0.59313	3.96439	0.86932	5.45518	0.20648	0.2116	0.0	0.17577	0.04106	0.0	0.03068	0.74661	2.79875	0.01709	0.73478	0.10616	0.3613	2.20148	0.21513	0.15967	0.01781	1.28228	3.64627	2.59288	0.80837	0.00575	0.03814	0.04831	0.02075	0.20483	0.0	0.8434	0.58531	1.08721	0.03163	0.05377	0.00148	0.20528	0.00801	0.14155	1.83697	0.04435	0.00122	1.30383	0.06754	0.08345	0.53034	0.0	0.04913	0.91884	0.00137	1.24584	8.43017	0.01785	0.0	0.0596	0.07806
s__Ruminococcus_lactaris	0	0.6057	0.0	0.0	0.0	0.0	0.06672	0.0	0.02779	4.62487	0.33884	0.0	0.0	0.0	0.13434	0.0	0.0	0.0831	0.64341	0.0	0.0	0.0	0.0	0.00526	0.13546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69585	0.0	0.0	1.86827	0.0	0.0	0.07427	0.0	0.0	0.0	0.10246	0.0	0.0	0.0	0.78126	0.41403	0.0	0.0	0.0	0.01918	0.24799	2.92197	0.45592	0.54862	0.0	0.0	0.61336	0.0	0.0	0.0	0.0	0.0354	0.0	0.0	1.42174	0.07776	0.23509	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0
s__Flavonifractor_plautii	0	0.58487	0.56215	2.14212	0.29853	0.10783	0.02795	0.10691	0.00174	0.0332	0.29431	0.12576	1.28519	0.44814	0.03959	0.18976	0.0	0.41961	0.08432	0.0	0.00582	1.07901	0.03457	0.0	0.01259	0.07322	0.0	0.03541	0.21061	0.30931	0.24377	0.9675	0.02371	0.62446	1.21708	0.06428	1.18528	0.18015	0.31941	0.00344	0.00805	0.0	0.23153	0.12809	1.58879	0.0	0.12858	0.19539	0.23813	0.27982	0.16496	0.37335	1.16842	0.0	0.76273	0.10673	0.11628	2.27291	0.00034	0.04058	0.0	0.4653	0.37843	0.21482	0.02961	0.07094	0.0	0.04771	0.00844	0.16722	0.04142	0.0	0.05869	0.58548	0.2049	0.17868	0.13731	0.01155	0.02338	0.2875	0.74002	0.05732	0.06431	0.03919	1.99222	0.62789	0.09222
s__Collinsella_aerofaciens	0	0.56567	0.00247	0.00048	0.28861	4.85865	0.0	0.0	1.08314	0.00351	0.02833	0.0	0.57935	0.49499	0.37263	0.0	0.99964	1.73372	0.0	1.23135	0.59419	0.06324	5.38684	0.30003	0.0247	0.0	0.89099	0.02756	0.30107	0.0	1.47473	0.0	1.33401	0.0	0.31833	2.11988	0.33632	0.0	0.38882	0.49297	1.03574	7.8171	1.80135	0.0	3.94128	0.08285	1.59891	0.0	2.70291	0.03091	0.4917	0.05114	0.0	0.0	0.55466	0.0	0.0	0.0	0.68107	0.20564	3.43686	0.56408	0.0	0.50824	1.27505	0.02503	0.38862	0.17574	0.05019	0.05033	1.47187	0.7069	0.54994	2.80235	0.0	0.13092	1.43157	0.0	0.0	0.39234	0.0	0.0	0.00226	0.19581	0.0	0.0	0.22913
s__Escherichia_coli	0	0.51366	0.53952	0.27242	0.00169	1.92646	0.02103	2.20262	0.64781	1.01032	74.70221	66.74962	61.87262	2.71731	1.0951	0.0675	0.0	0.23029	0.0	0.84068	0.40298	0.0	15.62226	46.12236	3.94233	12.51021	5.33849	0.0	0.00764	0.00498	2.35104	3.58789	0.24257	0.19535	0.31118	0.0	1.12394	0.0184	0.0	3.88828	0.0	9.02648	0.99054	1.81127	0.01487	79.29495	2.25245	1.95866	0.01759	0.41371	0.0	0.28059	0.06936	0.0	0.69577	24.02338	78.95013	9.03833	2.28022	0.03299	0.50336	0.47017	0.05057	0.74777	2.54086	6.04858	6.98444	0.0	0.0	80.0833	5.60442	0.2859	0.54875	0.38871	0.0	0.02243	0.0	0.03027	0.0	45.57213	1.78407	0.0223	0.0	0.03348	0.0	0.89059	22.22748
s__Firmicutes_bacterium_CAG_83	0	0.50463	0.0	0.48758	1.5941	0.40743	0.2176	0.0	0.25667	0.97456	0.05283	0.0	0.0	0.4252	0.0	0.0	0.0	0.07014	0.01745	0.00742	0.06596	0.00713	0.0	0.00989	0.0603	0.0	1.48031	0.03945	0.0	0.0	0.06212	0.0	0.0	0.0	0.0	0.11612	0.0	0.04887	0.11751	0.1919	0.04828	0.07539	0.0	0.04077	0.06534	0.0932	9.67473	0.00156	0.73082	0.0	0.04689	0.0	0.22002	0.0	0.0271	0.00864	0.0	0.0	0.02147	0.0628	0.64255	0.03577	0.08984	1.59424	0.47198	0.0	0.02224	0.3222	0.09847	0.0	0.0	0.02395	0.0	0.08655	0.00063	0.16369	2.51052	0.0	0.10196	0.03033	0.0	0.21705	0.0	0.0	0.0	0.0	0.90603
s__Coprococcus_comes	0	0.48573	0.0	4.51886	0.0	1.84491	0.0	4.55633	2.02943	0.0	0.0	0.0	0.01402	0.00155	0.64033	0.0	1.76562	3.54556	0.48372	0.19774	1.302	0.81578	0.01219	0.62495	0.01011	10.21948	0.04799	0.1778	0.0	0.0	0.73437	0.0	1.5235	0.85157	2.09441	1.52039	0.0	0.67156	4.53757	0.36166	1.79709	2.79715	0.0	0.0	12.3469	0.41018	0.51615	0.0	0.20061	0.53521	0.1229	0.0	2.73685	0.0	0.36554	0.55833	0.0	0.73547	0.56465	0.83952	1.46907	0.46946	1.023	1.71165	2.41635	0.0	0.3712	0.77804	0.2966	0.03302	3.14854	1.60187	0.0842	6.72871	7.89573	1.90561	0.0	0.72288	3.72601	4.57033	0.0	0.0	2.79511	0.00869	0.0	0.0	0.25691
