clade_name	NCBI_tax_id	SP_101SPI_T016	SP_104SPI_T016	SP_105SPI_T016	SP_122SPI_T016	SP_122SPT_T016	SP_123SPI_T016	SP_123SPT_T016	SP_124SPI_T016	SP_125SPI_T016	SP_129SPI_T016	SP_129SPT_T016	SP_132SPI_T016	SP_132SPT_T016	SP_133SPT_T016	SP_143SPI_T016	SP_143SPT_T016	SP_144SPI_T016	SP_148SPI_T016	SP_161SPI_T016	SP_162SPI_T016	SP_162SPT_T016	SP_163SPI_T016	SP_163SPT_T016	SP_164SPI_T016	SP_164SPT_T016	SP_184SPI_T016	SP_184SPT_T016	SP_186SPI_T016_R	SP_187SPI_T016	SP_187SPT_T016_R	SP_189SPI_T016	SP_191SPI_T016	SP_201SPI_T016	SP_201SPT_T016	SP_221SPT_T016_R	SP_222SPI_T016	SP_224SPI_T016	SP_224SPT_T016	SP_230SPI_T016	SP_241SPT_T016	SP_242SPI_T016	SP_242SPT_T016_R	SP_243SPI_T016	SP_261SPI_T016	SP_261SPT_T016	SP_262SPI_T016	SP_262SPT_T016	SP_264SPI_T016	SP_281SPI_T016	SP_282SPI_T016	SP_282SPT_T016_R	SP_283SPI_T016	SP_283SPT_T016	SP_284SPI_T016	SP_284SPT_T016	SP_285SPI_T016	SP_285SPT_T016	SP_286SPI_T016	SP_286SPT_T016	SP_287SPI_T016	SP_287SPT_T016	SP_288SPT_T016	SP_302SPI_T016	SP_302SPT_T016	SP_303SPI_T016	SP_303SPT_T016	SP_304SPI_T016	SP_305SPI_T016	SP_305SPT_T016	SP_321SPI_T016	SP_321SPT_T016	SP_322SPI_T016	SP_322SPT_T016	SP_323SPI_T016	SP_323SPT_T016	SP_324SPI_T016	SP_324SPT_T016	SP_325SPI_T016	SP_326SPI_T016	SP_343SPI_T016	SP_343SPT_T016_R	SP_344SPI_T016_R	SP_344SPT_T016	SP_345SPI_T016	SP_345SPT_T016	SP_361SPI_T016	SP_361SPT_T016	SP_363SPI_T016_R	SP_381SPI_T016	SP_381SPT_T016	SP_382SPI_T016	SP_382SPT_T016	SP_383SPI_T016	SP_383SPT_T016	SP_384SPI_T016	SP_384SPT_T016	SP_385SPI_T016	SP_385SPT_T016	SP_386SPI_T016	SP_386SPT_T016	SP_387SPI_T016	SP_387SPT_T016	SP_388SPT_T016	SP_389SPI_T016	SP_401SPI_T016	SP_401SPT_T016	SP_402SPT_T016	SP_403SPT_T016	SP_502SPI_T016	SP_502SPT_T016	SP_503SPT_T016	SP_601SPI_T016	SP_602SPI_T016
s__Neisseria_flavescens	0	0.19921	0.0	1.32664	0.0	0.0	0.0	0.0	0.18082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04063	0.02456	0.0	0.0	0.17282	0.51733	0.0	0.0	1.6582	0.0	0.0	0.01019	0.1078	0.0	0.0	0.04328	0.0	0.0	0.0	0.0	0.0	0.0	0.16399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43575	0.0	13.24646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74566	0.0	0.0	0.0	0.0	0.0	0.09498	0.0	0.0	0.0	0.0	0.0	0.0	0.1257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0953	0.0	0.0	0.0
s__Streptococcus_sanguinis	0	0.16369	0.0	0.10404	0.65608	0.0	0.06039	0.06462	0.35171	0.0	0.0	0.0	2.8263	0.0	0.0	0.98287	0.80271	0.0	0.18587	2.78443	14.13821	10.01123	0.43473	5.92889	5.94257	3.00281	0.49414	0.0	2.19741	0.02458	1.35197	0.02207	48.54303	0.0	1.56592	3.97884	0.0	0.0	0.0	0.0	0.0738	0.73367	7.60608	0.66383	0.28781	0.11957	0.0	0.17957	0.0	0.0	0.0	0.17513	0.02166	0.11502	0.0	2.53261	0.0	0.0	0.0	0.0	0.0	13.56507	2.99957	0.0	0.12763	0.0	0.0	0.002	0.0	19.08374	0.0	3.5573	0.0	0.03777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33921	0.0	0.89367	0.0	0.0	3.72791	14.64359	4.95511	0.0	2.66133	0.0	0.00172	0.01945	1.82004	0.0	0.0	0.0	4.3756	0.0	0.05991	10.93734	0.0	4.25034	5.53754	1.08922	0.76968	0.0	0.57975	0.01522	0.0	0.63873
s__Prevotella_melaninogenica	0	0.12181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.89233	0.0	0.0	0.0	0.05507	0.01981	0.0	0.11828	0.08412	0.0	0.0	0.0	0.01903	0.0	0.13195	0.48594	0.55826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12227	0.0	0.0	0.14745	0.0	0.0	0.0	0.07874	0.0	0.60031	0.0	0.58777	0.0	0.0	0.00828	0.0	0.0	4.04121	0.0	0.19866	0.0	0.0	0.04633	0.0	5.45878	0.0	0.0	0.0	0.0	0.0	0.0	0.01715	0.18389	0.0	0.0	0.0	0.0	0.05969	0.0	0.0	0.0	0.06347	0.0	0.02677	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.0	0.00979	0.01582	0.0	0.0	0.0	0.0	0.14749	0.02717	0.26573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99206	1.09461	0.01381
s__Veillonella_parvula	0	0.10956	0.0	0.17357	0.37729	0.02174	8.37212	0.25981	1.12439	0.05251	0.0	0.0	0.91805	0.0	7.69983	3.87017	5.62668	0.0	3.13628	41.82204	12.14253	54.48787	4.12807	5.22338	0.03212	0.07353	0.6293	0.52945	1.53344	3.96903	2.51504	6.31886	0.03487	0.09251	0.0	4.94033	0.0	1.09802	0.0	0.0	0.89937	0.0	4.31945	10.324	0.20281	2.45728	0.0	3.28357	0.0	0.71346	0.0	9.54838	8.17164	14.36075	0.0	0.0	0.06617	0.0	0.0	8.49486	0.01488	5.025	0.30118	0.0	0.26291	0.0	16.55939	0.0	0.0	0.04482	0.0	1.58138	0.0	0.64162	0.63206	0.0	0.0	0.0	0.08179	0.1489	0.0	0.0	0.0	3.98939	0.0	13.88248	0.0	0.0	2.04378	0.0	3.46568	0.0	0.0	0.0	0.41839	0.61155	0.91333	0.26476	0.66686	0.0	8.09138	0.0	2.00092	0.62377	0.0	0.55837	9.15393	0.0	0.45081	0.0	14.34208	13.58487	0.0	0.00997
s__Streptococcus_gordonii	0	0.10365	0.0	0.0921	0.35802	0.0	0.81841	0.18127	0.05047	0.12212	0.0	0.0	0.0	0.0	0.0	1.55152	3.60202	0.0	22.38974	2.10842	1.09725	1.61586	7.44336	4.31319	0.49687	0.37953	0.0	0.0558	2.83003	0.14204	2.20256	0.20335	0.0	0.0	0.0	10.89457	0.0	0.0	0.0	0.0	0.00975	1.63313	6.07863	13.95703	0.0	2.83879	0.0	3.7087	0.0	0.0	0.0	0.92014	0.1593	2.75445	0.0	0.0	0.0	0.0	0.0	0.0	0.07761	1.32668	0.6761	0.0	0.09401	0.0	0.6083	0.0	0.00131	0.46652	0.0	2.52525	0.0	0.0	0.03475	0.0	0.0	0.0	0.11186	0.0	0.0	0.0	0.0	0.0	0.0	1.55951	0.0	0.0	0.3305	0.0	0.51369	0.0	0.0	0.0	0.03287	0.02508	2.16003	0.0	0.8837	0.0	2.63288	0.0	0.27513	0.0	0.0	0.81837	1.76686	0.0	0.0442	0.0	15.24333	0.0336	0.0	0.26121
s__Selenomonas_flueggei	0	0.09901	0.0	0.15677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06782	0.0	0.0	0.0	0.05519	0.0034	0.0	0.05251	0.02396	0.0	0.0	0.0	0.00852	0.0	0.08246	0.0	0.06574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07819	0.0	0.0	0.01235	0.0	0.0	0.0	0.41313	0.0	0.03161	0.58648	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.05129	0.0	0.0	0.0	0.00971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01271	0.0	0.0	0.00297	0.0	0.0
s__Streptococcus_anginosus_group	0	0.09136	0.12027	0.0	0.0306	1.93385	0.0	3.91271	0.01555	0.05877	0.01895	0.0	0.03871	0.0	6.27661	2.09246	0.62076	0.0	0.95834	1.33499	4.64763	1.3063	0.21557	0.97671	0.0	0.00053	0.80001	0.31851	0.48424	3.2248	1.30119	0.0	0.09431	0.0	0.0	0.0	0.0	9.28752	0.31859	0.0	0.01516	0.39239	0.02011	0.0	0.0	1.68597	0.0	0.0	0.99951	0.70451	0.0	0.25899	2.4007	14.58415	0.0	0.0	4.65001	0.0	1.92762	0.0	0.14061	1.01027	0.0	0.0	0.03444	0.0	4.66375	0.19666	0.0293	0.00645	0.3705	0.07608	0.0	5.75081	4.74578	0.0	0.0	0.0	2.85144	0.0	0.0	0.81246	0.0	0.0	0.0	1.39657	0.0	0.0	0.13714	0.0	0.26059	0.0	0.011	0.34129	0.054	0.25265	0.18966	2.45102	0.0	0.0	0.0121	0.0	4.71302	0.0	0.0	0.0	0.0	0.0	0.00329	0.01931	0.09005	2.71952	0.15476	0.0329
s__Solobacterium_moorei	0	0.09025	0.0	0.0	0.0	0.18022	0.0	1.06982	0.0	0.0	0.0	4.91237	0.0	0.0	0.0	0.94293	0.0	0.0	0.0	0.0025	0.93322	0.0	0.083	0.07302	0.0	0.0	0.0	0.0	0.41631	0.30584	0.0	0.70665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89427	0.0	0.0	0.0	0.12034	0.0	0.14101	0.0	0.0	0.0	0.0	1.27144	0.0	0.0	0.0	0.0	0.35921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2643	0.0	0.0	0.0801	0.0	0.0	0.0	0.94541	0.0	0.0	0.0	0.0	0.01699	0.0	0.0	0.0	0.0	0.14908	0.0	0.01277	0.0	0.0	0.0	0.06027	0.0	0.0	0.88584	0.0	0.0	0.43914	0.09866	8.42152	0.0	0.0	0.0	0.0	0.0	0.89124	0.08472	0.0	0.0	0.0	0.00242
s__Actinomyces_georgiae	0	0.07879	0.0	3.44517	0.03291	0.0	0.0	0.0	0.34202	0.0	0.0	0.0	3.22626	0.0	0.0	0.01321	0.6319	0.0	0.12092	0.05194	0.02941	0.00161	0.03417	0.12654	0.01029	0.0	0.0	0.0	0.89217	0.59923	1.59003	0.35687	0.11838	0.0	0.0	0.21075	0.0	0.0	0.0	2.51785	0.02208	0.0	0.12876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14081	0.0	2.15345	0.0	0.01657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72878	1.95154	0.0	0.85816	0.0	0.0	0.0	0.0	0.54296	0.0	0.44622	0.0	0.0	0.0	1.29655	0.0	2.33358	0.0	0.02957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05565	0.0	15.51298	0.18896	0.0	0.0
s__Actinomyces_oris	0	0.07874	0.0	1.8401	0.90253	0.32314	2.64313	0.70212	0.27026	1.02544	0.0	0.0	0.0	0.0	0.0	4.37082	8.3809	0.0	0.3226	1.37097	0.12796	0.50245	7.30842	2.10516	4.37423	0.1691	16.12421	0.3534	4.99075	5.22043	1.17277	0.02988	0.02934	0.0	0.0	3.16233	0.0	0.71843	0.0	0.0	16.74271	0.04909	13.31423	0.0	1.8076	3.28918	0.0	0.0	0.00357	0.01337	0.0	2.48259	0.71945	0.11416	0.0	0.0	0.04115	0.0	2.48906	0.0	0.0	0.36754	12.60986	0.0	0.06091	0.01164	0.0	0.0	0.01868	6.74182	0.19414	4.22929	0.0	1.19712	0.0267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02525	0.0	0.56176	7.24236	0.16305	0.14232	0.0	2.2012	0.0	0.8857	0.0	0.02073	0.17021	16.51415	0.0	13.81514	0.0	10.81338	0.0	0.17223	0.0	0.0	3.66177	0.34121	0.0	0.18006	0.0	0.7287	0.03546	0.89627	0.01931
s__Porphyromonas_somerae	0	0.06614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0	0.0	0.22007	0.70136	0.0	0.0	0.31951	0.0	0.0	0.01638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57025	0.0	0.03841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04525	0.0	0.0	0.0	0.0	0.0	0.0	0.01287	0.0	0.89229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0791	0.0	0.0	0.0
s__Anaeroglobus_geminatus	0	0.05778	0.0	0.0	0.0	1.73522	0.0	2.31607	0.0	0.0	0.0	0.29579	0.0	0.0	0.30222	1.09943	0.0	0.0	0.0	0.0	0.20968	0.0	0.09238	0.69995	0.0	0.0	0.0	2.88189	0.0	0.0	0.07142	15.58988	0.0	0.0	0.0	0.0	0.0	0.0	0.37358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.41933	0.0	0.0	0.0	0.0	0.76069	0.0	0.0	0.0	0.69276	0.0	0.0	0.25972	0.0	0.08183	0.0	0.0	0.0	7.99507	0.0	0.0	0.0	1.45419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87318	0.0	0.0	0.0	0.0	0.0	0.01755	2.62483	0.0	0.49734	0.0	0.0	0.0	0.89646	5.41272	0.0	0.0	0.0	0.0	0.0	0.00348	0.0	0.0	0.0	0.36431	0.01317
s__Abiotrophia_defectiva	0	0.05582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041	0.07899	0.0	0.0	0.0	0.19464	2.71809	0.0	0.0	0.7471	0.0	0.09414	0.03847	0.02683	0.0	0.0	0.0	0.0	0.64926	0.0	0.0	0.0	0.0	1.62092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04444	0.00858	0.00862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25793	0.60444	0.0	0.0	0.0	0.0	0.0	0.0	0.02804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02264	0.0	0.0	0.0	0.0	0.0	0.0	0.06948	0.0	0.09305	0.0	0.0	0.0	0.0	0.0	0.17275	0.0	0.00756	0.0	0.0	0.66843	0.0	0.0	0.0	0.0	0.07302	0.0	0.04438	0.0	0.0	0.30163
s__Haemophilus_parainfluenzae	0	0.04936	0.0	0.09458	0.07544	0.0	1.31072	0.07095	0.0	0.01456	0.0	0.0	2.32953	5.87042	0.0	0.0	0.0	0.0	3.17259	0.00261	0.89939	1.65366	0.25847	0.08828	0.66178	3.68338	0.0	0.0	5.18126	0.0	0.0	0.05357	0.0	0.0	0.0	0.12796	0.0	0.39265	0.0	0.0	0.0	0.0	3.67869	6.61336	0.0	0.0	0.0	13.78831	0.0	0.0	0.0	0.0	0.0	0.016	0.0	3.01881	0.0	0.0	0.0	0.0	0.0	0.0	0.12236	0.0	0.0	0.0	0.0	0.0	0.0	0.01568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00872	0.0	0.03494	0.0	0.0	1.82621	0.0	0.07109	0.0	0.0	0.0	0.0	0.03059	0.0	0.0	0.21425	0.0	0.23249	0.0	0.0269	2.80162	0.0	0.0	48.77615	0.0	0.01626	0.0	0.17922	0.0	0.0	0.12792
s__Megasphaera_micronuciformis	0	0.04889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268	0.27437	0.01074	0.00542	0.0	0.0	0.0	0.0	0.02568	0.0	0.30227	0.0	0.04586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24342	0.01308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0	0.09571	0.0	0.0	0.0	0.0	0.03682	0.0	0.0	0.0	0.0	0.0	0.0	0.07044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_leadbetteri	0	0.04338	0.0	3.31264	2.77427	0.0	0.20699	0.0	2.107	0.0	0.0	0.0	0.70523	0.0	0.0	0.0	0.0	0.0	0.0	0.09637	7.74051	0.7266	0.0	0.0	0.28262	0.12233	0.0	0.0	0.08382	0.0	0.82825	3.54159	0.59503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37573	0.0	0.0	0.09185	0.0	0.0	0.0	0.01216	0.0	0.01803	0.0	5.10513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41466	0.15149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08582	0.0	0.0	0.0	0.0	0.0	0.78621	3.36657	0.0	3.09027	0.0	0.0	0.0	0.01159	0.0	0.64313	0.0	0.45116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07917	0.0	0.0	2.50556	0.0	0.0
s__Selenomonas_sp_F0473	0	0.04175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14128	0.0	0.0	0.0	6.91294	0.0	0.74451	0.19323	0.00082	0.0	0.0	0.06915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_macacae	0	0.04164	0.0	0.22403	0.03032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6825	0.0	0.00453	0.0	0.0	0.0	0.2725	0.57243	0.0	0.0	0.0	0.45647	0.03948	0.0	0.0	0.0	8.45608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32898	0.0	0.0	0.0	0.0	0.0	0.0	0.08287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08803	0.0	0.0	0.42113	0.0	1.27199	0.0	0.0	0.0	0.0	0.22432	0.0	0.0	0.21883
s__Actinomyces_hongkongensis	0	0.04053	0.0	3.20668	0.0	0.0	0.0	0.0	0.94596	0.0	0.0	0.0	1.10543	0.0	0.0	0.0	0.17297	0.0	0.0	0.01354	0.0	0.0	0.0	0.0	0.00775	0.0	0.0	0.0	0.04216	0.0	1.72568	0.22191	0.01807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00875	0.0	0.22736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05944	0.0	0.34963	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51219	0.0	0.0	0.0	0.0	0.0	0.0	0.5594	0.0	0.0	0.0	0.0	0.0	3.17866	0.0	0.00182	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.01808	0.47357	0.0	0.0
s__Tannerella_sp_oral_taxon_HOT_286	0	0.03957	0.0	0.3966	3.69433	0.0	0.21171	0.0	0.7743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07949	0.0	0.0	0.08527	0.28728	0.10683	0.0	0.0	0.0	0.0	0.14648	0.55385	17.56882	0.01414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0287	0.0	0.10685	0.0	0.0	0.88179	0.0	0.0	0.0	0.0	0.0	2.07494	0.06223	2.46019	0.0	0.0	0.1864	0.0	0.0	0.0	0.0	0.45975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13656	0.0	0.08804	0.0	0.0	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	18.64833	0.0	0.01288	0.0	0.0	0.0	0.0	1.26548	0.0	0.02201	0.0	0.00209	0.0	0.0034	0.0	0.0	0.0	0.05194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07251	0.0	0.0	0.0	0.0	0.00401
s__Pseudoramibacter_alactolyticus	0	0.03915	0.0	0.0	0.0	7.40786	0.0	0.40296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01396	0.0	0.0	0.0	0.0	0.0	0.0	0.08341	0.53427	0.0	0.0	0.0	1.02423	0.0	0.0	0.00985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0251	0.0	0.0	0.04222	0.04274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03344	0.0	0.46702	0.0	7.13185	0.0	1.28421	0.35679	0.0	0.0	0.0	0.0	0.0	1.49935	0.0	3.5518	0.0	0.09373	0.0	0.88002	26.62062	0.0	0.0	0.0	0.0	0.0	0.0	0.02963	0.0	0.0	0.06476	0.0	0.0	0.0	0.69347	0.0	0.31731	0.0	0.0	0.0	0.77226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_subflava	0	0.03913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05684	0.0	0.0	0.0417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15619	0.0	0.08848	0.0	0.0	0.0	0.0	0.00716	0.0	0.06641	0.0	0.0	0.0	0.0	0.0	3.29213	0.0	0.0	0.0	0.0	0.0	0.01119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04748	0.0	0.0	0.0
s__Neisseria_mucosa	0	0.03351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02157	1.72216	0.0	0.0	2.17056	28.67545	0.0	0.0	1.72052	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11025	0.63879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01818	0.0	0.24751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.0	0.0	0.0	0.0	0.11847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02648	0.0	1.37348	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.06004	0.0	0.0	0.0	0.0	0.0	0.25384	0.0	0.0	0.0	0.0	0.19652
s__Oribacterium_sp_oral_taxon_078	0	0.03222	0.0	0.0	0.0	0.0	0.0	0.10053	0.0	0.0	0.0	0.0	0.0	0.0	0.05463	0.34724	0.17346	0.0	0.0	0.0	0.03127	0.0048	0.35672	0.28403	0.0	0.0	0.0	0.25128	0.0	0.35145	0.0	0.01126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	0.0	0.87959	0.0	0.0	0.00876	0.59491	0.0	0.15669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27395	0.0	0.0	0.04089	0.0	0.0	0.12818	0.00528	0.0	0.0	0.20034	0.0	0.0	0.03785	0.0	0.0	0.0	0.05043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24916	0.0	0.00657	0.0	0.0	0.0	0.00578	0.14128	0.0	0.98162	0.0	0.0	0.06973	0.0	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Selenomonas_noxia	0	0.02806	0.0	10.77632	6.84809	0.0	0.5382	0.0	1.19362	0.0	0.0	0.0	0.59055	0.0	0.0	0.01027	1.25021	0.0	0.0	1.33165	0.0	0.0	0.43594	0.16462	0.0	0.0	0.0	0.0	0.0	0.0	0.26437	0.07301	0.09692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12089	0.0	0.40112	0.0	0.02686	1.61604	0.0	0.0	0.0	0.02798	0.0	8.67194	0.00604	0.49306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25237	0.0	0.76499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.06933	0.0	0.0	0.0	0.07935	0.0	3.58492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.0	0.81443	0.0	0.0	0.00535
