clade_name	NCBI_tax_id	SP_101SPI_T016	SP_104SPI_T016	SP_105SPI_T016	SP_122SPI_T016	SP_122SPT_T016	SP_123SPI_T016	SP_123SPT_T016	SP_124SPI_T016	SP_125SPI_T016	SP_129SPI_T016	SP_129SPT_T016	SP_132SPI_T016	SP_132SPT_T016	SP_133SPT_T016	SP_143SPI_T016	SP_143SPT_T016	SP_144SPI_T016	SP_148SPI_T016	SP_161SPI_T016	SP_162SPI_T016	SP_162SPT_T016	SP_163SPI_T016	SP_163SPT_T016	SP_164SPI_T016	SP_164SPT_T016	SP_184SPI_T016	SP_184SPT_T016	SP_186SPI_T016_R	SP_187SPI_T016	SP_187SPT_T016_R	SP_189SPI_T016	SP_191SPI_T016	SP_201SPI_T016	SP_201SPT_T016	SP_221SPT_T016_R	SP_222SPI_T016	SP_224SPI_T016	SP_224SPT_T016	SP_230SPI_T016	SP_241SPT_T016	SP_242SPI_T016	SP_242SPT_T016_R	SP_243SPI_T016	SP_261SPI_T016	SP_261SPT_T016	SP_262SPI_T016	SP_262SPT_T016	SP_264SPI_T016	SP_281SPI_T016	SP_282SPI_T016	SP_282SPT_T016_R	SP_283SPI_T016	SP_283SPT_T016	SP_284SPI_T016	SP_284SPT_T016	SP_285SPI_T016	SP_285SPT_T016	SP_286SPI_T016	SP_286SPT_T016	SP_287SPI_T016	SP_287SPT_T016	SP_288SPT_T016	SP_302SPI_T016	SP_302SPT_T016	SP_303SPI_T016	SP_303SPT_T016	SP_304SPI_T016	SP_305SPI_T016	SP_305SPT_T016	SP_321SPI_T016	SP_321SPT_T016	SP_322SPI_T016	SP_322SPT_T016	SP_323SPI_T016	SP_323SPT_T016	SP_324SPI_T016	SP_324SPT_T016	SP_325SPI_T016	SP_326SPI_T016	SP_343SPI_T016	SP_343SPT_T016_R	SP_344SPI_T016_R	SP_344SPT_T016	SP_345SPI_T016	SP_345SPT_T016	SP_361SPI_T016	SP_361SPT_T016	SP_363SPI_T016_R	SP_381SPI_T016	SP_381SPT_T016	SP_382SPI_T016	SP_382SPT_T016	SP_383SPI_T016	SP_383SPT_T016	SP_384SPI_T016	SP_384SPT_T016	SP_385SPI_T016	SP_385SPT_T016	SP_386SPI_T016	SP_386SPT_T016	SP_387SPI_T016	SP_387SPT_T016	SP_388SPT_T016	SP_389SPI_T016	SP_401SPI_T016	SP_401SPT_T016	SP_402SPT_T016	SP_403SPT_T016	SP_502SPI_T016	SP_502SPT_T016	SP_503SPT_T016	SP_601SPI_T016	SP_602SPI_T016
s__Actinomyces_sp_HMSC035G02	0	0.02685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02019	0.0049	0.00192	0.0	0.00042	0.0	0.00755	0.0	0.0	0.06075	0.0	0.0	0.06937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03502	0.0	0.0	0.01812	0.0	0.0	0.0	0.0	0.0	0.01099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039
s__Prevotella_oulorum	0	0.02616	0.0	0.31829	0.0	0.31894	0.0	0.42759	0.0	0.0	0.0	0.0	0.0	0.0	0.26039	0.08106	0.05728	0.0	0.0	0.12108	0.00057	0.0	0.06512	0.01302	0.0	0.0	0.0	0.01781	0.0	0.41163	0.0	3.38707	0.01849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38478	0.0	0.18215	0.0	0.0	0.13596	0.0	0.0	0.0	0.0	0.28292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11296	0.02524	0.0	0.0	0.0	0.25336	0.07743	0.0	0.0	0.0	0.01291	0.0	0.0	0.0	0.0	0.0	0.0	1.03269	0.0	0.0	0.0	0.23141	0.00639	0.28365	0.0	0.0	0.0	0.1837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03141	0.0	0.0	0.0	0.0	0.0
s__Prevotella_nigrescens	0	0.02383	0.0	0.0	0.58078	16.62427	0.0	13.85198	0.0	0.0	5.06254	0.0	0.0	0.0	13.70064	5.60211	0.0	0.0	0.0	0.01149	7.29279	0.23055	1.73308	0.64606	0.0	0.0	0.21962	0.20612	0.0	6.98722	0.0496	4.11721	0.00537	0.0	0.0	0.0	0.0	7.24575	0.21677	2.79238	0.0	0.0	0.0	0.42698	0.0	0.85649	0.0	0.0	0.66442	12.72338	4.5654	2.26597	0.0	1.42249	0.0	0.0	14.24085	12.56358	0.74126	0.0	3.29307	9.28795	0.0	1.97063	0.07995	0.0	0.0	0.13005	0.0	0.0	1.34084	11.96405	0.0	13.28067	0.85251	5.96528	0.0	0.0	12.74037	0.07864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01437	0.0	4.54597	0.0	0.3113	0.0	0.19791	0.19285	0.0	0.0	0.0	1.54832	0.96817	13.77323	2.27757	6.59599	0.0	0.0	0.0	0.0	1.36467	0.43541	0.0	0.06568	0.27582	0.01343
s__Capnocytophaga_sputigena	0	0.02372	0.0	0.0455	2.17983	0.0	0.20157	0.0	0.5461	0.0	0.0	0.0	0.3295	0.0	0.0	0.0	0.0	0.0	1.83838	0.82678	0.9154	0.36369	0.0	0.04081	2.20496	0.72215	0.0	0.0	0.26009	0.0	2.80839	0.0	1.80306	0.0	2.85678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14586	0.0	0.0	0.10824	0.0	0.0	0.0	0.04739	0.0	0.10846	0.0	0.25401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74234	0.60997	0.0	0.0	0.0	0.0	0.0	0.0	0.00304	0.0	0.64526	0.0	0.12553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98907	0.0	2.86331	0.0	0.0	0.0	4.36352	3.73897	0.0	2.22306	0.0	0.00061	0.0	0.05607	0.0	0.0	0.0	0.28396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05309	0.0	0.0	0.23393	0.0	3.70968
s__Fusobacterium_nucleatum	0	0.01814	1.36635	0.0216	0.94576	1.08502	0.21356	1.21726	0.03754	11.43857	0.59767	0.0	0.12748	0.0	6.21631	0.73202	0.02986	0.0	0.0	0.12267	2.08127	0.07972	26.65138	4.97201	0.01378	0.01855	0.49751	0.19842	2.82397	1.52601	4.09629	0.89625	0.09729	15.35203	0.0	0.0	0.0	5.20228	0.80281	10.46621	0.00195	0.98777	0.03218	0.0	1.32463	18.67084	0.0	0.0	10.82606	6.29565	0.0	0.50736	0.38528	0.57161	0.0	0.0	10.91953	10.76333	8.79338	0.0	6.41073	2.31865	0.0	0.87341	0.0	2.70653	1.47968	13.04813	6.45283	0.0	1.97417	0.87323	0.0	9.76978	6.1226	7.36699	2.20886	0.0	2.37705	9.12629	0.0	24.28781	2.47655	0.16916	0.0	0.45586	28.43849	0.0	0.40148	0.0	0.49406	0.76646	1.03706	1.97822	0.01718	0.30984	0.15043	1.75411	0.0	3.65864	0.32165	0.40925	3.03519	0.50479	0.0	0.0	1.2858	0.0	4.39728	8.67373	2.6558	1.28869	1.57986	0.0
s__Rothia_dentocariosa	0	0.01788	0.0	0.56336	0.36971	0.14534	1.32287	1.37727	1.00027	0.00195	0.0	0.0	15.49632	0.0	0.0	0.0	2.34424	4.75754	10.5607	0.08788	0.21874	3.19207	3.30176	4.4383	11.39427	0.32259	8.13	0.26813	0.53028	0.17902	11.44294	0.0	0.0	0.0	0.06673	21.46449	0.0	15.1438	0.0	0.0	9.29554	0.0	0.81401	31.29486	9.21538	1.34397	0.0	7.634	0.0	0.00966	0.0	2.65031	0.30227	0.00017	0.0	28.69523	0.03861	0.0	0.0	0.0	0.0	0.00841	3.39763	0.0	24.36928	0.0	0.0	0.0	0.0	0.70196	0.0	21.44711	0.0	0.02563	0.01698	0.0	0.0	43.14359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9225	0.0	86.75965	3.83532	0.0	2.30412	0.0	0.0	0.0	0.00242	0.21906	11.6378	0.0	7.72143	0.0	0.08945	0.0	1.54944	23.10087	11.15306	1.04267	2.98356	46.7846	0.0	0.0	1.14288	0.00627	0.0	0.07378
s__Porphyromonas_catoniae	0	0.01536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0614	0.0	0.0	0.0	0.02991	0.10894	0.0	0.0	0.0	0.0	0.0	0.0	0.01537	0.04856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0187
s__Selenomonas_sp_oral_taxon_920	0	0.01487	0.0	0.00065	0.30401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269	0.0	0.0	0.0	0.03857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16155	0.0	0.0	0.0	0.00742	0.0	0.00085	0.0	0.04669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10937	0.0	0.0	0.0	0.0	0.0	0.0	0.01296	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_invisus	0	0.01444	0.0	0.0	0.0	0.51977	0.0	0.74842	0.0	0.0	0.0	1.58137	0.0	0.0	4.29237	0.36576	0.0	0.0	0.0	0.0	0.02267	0.0	0.03318	0.20611	0.0	0.0	0.0	0.04628	0.13413	0.16025	0.03087	0.0191	0.0	0.00488	0.0	0.0	0.0	1.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06174	0.0	0.0	0.28358	0.00174	0.0	0.0	0.0	0.00144	0.0	0.0	0.59192	0.0	1.52825	0.0	0.0	0.47594	0.0	0.0	0.0	0.0	0.0	0.0	0.01989	0.0	0.01362	0.0	0.0	0.15072	0.47015	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24796	0.0	0.0	0.0	0.0	0.0	0.0084	0.04226	0.0	0.14168	0.0	0.0	0.00467	0.26214	0.31542	0.0	0.0	0.0	0.0	0.0	0.96502	0.00709	0.0	0.0	0.0	0.0
s__Porphyromonas_endodontalis	0	0.01417	0.46467	0.0	0.08714	0.17814	0.0	0.43839	0.0	10.52985	53.92057	30.79495	0.0	2.37322	0.0	0.0	0.0	0.0	0.0	0.0	4.85952	0.0	4.68689	1.05313	0.0	0.05007	0.0	15.18894	15.71736	0.0	0.75088	1.46386	0.0	0.0	0.0	0.0	6.91736	0.0	0.0	0.76803	0.0	3.77845	0.0	0.0	1.25406	0.28997	1.10273	0.0	0.0	10.54994	0.0	0.0	0.0	0.0	0.0	0.0	0.01834	0.74757	0.0	0.0	4.11607	0.24615	0.0	6.72431	0.0	0.62223	0.0	8.76647	0.22315	0.0	9.64859	0.08989	0.0	2.33359	0.00927	2.15171	26.57943	0.0	3.06337	65.61327	9.2282	0.0	0.0	0.0	21.58616	0.0	4.37354	0.0	0.0	0.0	0.0	18.50334	5.57403	7.36764	0.0	15.50774	0.0	9.52835	0.0	4.86495	0.00497	11.94918	0.78463	0.21655	0.0	0.0	0.0	0.0	2.47298	31.20415	0.0	0.00254	10.85375	0.0
s__Prevotella_maculosa	0	0.01254	0.0	0.17911	0.24866	0.0	0.0	0.02479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0228	0.0	0.0	0.0	0.02506	0.0	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00882	0.0	0.0	0.0	0.0	0.0	0.00281	0.0	0.0	0.26603	0.0	0.00158	0.0	0.0	0.00587	0.0	7.64032	0.0	0.0	0.52224	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.2927	0.0	0.00412	0.03675	0.0	0.0	0.0	0.04531	0.0	0.0	0.0	0.0	0.05812	0.0	0.0	0.0	0.0	0.0	0.0	0.0495	0.0	0.02629	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cutibacterium_acnes	0	0.01185	0.0	0.01111	0.0	7.12739	0.76763	0.39294	0.0	0.0	0.0	0.0	0.0	0.0	0.04378	0.00434	0.00734	3.97438	1.26915	0.01996	0.0	0.0	0.02115	0.03257	0.04244	0.01462	0.17671	0.0	0.54379	0.0	0.01372	0.0061	0.0	0.0	2.70062	0.29693	0.0	0.0	0.0	0.0	0.15482	0.29921	0.03119	4.00805	0.0	0.0	0.0	0.0	0.14047	0.0	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.29668	0.0	0.0	0.0	0.0075	0.04071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34394	0.0	0.09377	9.46586	0.0	0.00077	0.0	0.06198	0.0	2.55285	0.0	0.0	0.05725	0.11755	0.0	0.0	0.02369	0.0	0.00291	0.0	0.40257	0.0	0.00351	0.24044	0.01052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63777	0.0	0.0	0.0
s__Atopobium_parvulum	0	0.00863	0.0	0.0	0.0	0.04884	0.0	0.27676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98301	0.80669	0.0	0.0	0.0091	0.11419	0.01772	0.02561	0.00606	0.0	0.0	0.0	0.0	0.55596	0.19098	0.0	0.01582	0.0	0.02972	0.0	0.0	0.0	0.38193	0.0	0.0	0.02654	0.0	0.0324	0.0	0.0	0.03582	0.0	0.0	0.0	0.06436	0.0	0.03993	1.57509	0.07314	0.0	0.0	0.0	0.0	0.81415	3.08102	0.0	0.05848	0.0	0.0	0.06598	0.0	8.2766	0.0	0.0	0.0	0.0	0.0	0.0	0.08476	0.1885	0.0	0.0	0.0	0.10087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07257	0.0	0.26912	0.0	0.0	0.0	0.01399	0.0	0.0	0.0	0.0	0.0	0.00279	0.0	1.27748	0.0	0.0	0.0	0.0	0.0	0.07582	0.0	0.0	0.01085	0.0	0.0
s__Actinomyces_sp_oral_taxon_414	0	0.00764	0.0	1.75321	0.60747	0.10729	0.0	0.0	0.01225	0.0	0.0	0.0	0.0	0.0	0.0	0.11396	0.72289	0.0	0.0	0.36553	0.00635	0.01381	0.11502	0.03178	0.01934	0.0	0.0	0.11155	0.0	0.0	1.20701	0.19649	0.02548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02867	0.0	0.12246	0.0	0.0	0.21162	0.0	0.0	0.06003	0.29845	0.0	12.43959	0.0	0.18368	0.0	0.0	0.5163	0.0	0.0	0.0	0.0	0.30249	0.0	0.0	0.0	0.3016	0.0	0.00319	0.04422	0.0	0.0	0.21464	0.0	0.10766	0.03292	0.0	0.0	0.0	0.0	0.0	0.0	1.56169	0.0	0.35792	0.0	0.0	0.0	0.0	0.48377	0.0	0.00076	0.0	0.099	0.04617	0.00105	0.03725	0.00278	0.29863	0.0	0.0	0.01092	0.0	0.02029	0.0	0.0	0.0	0.01821	0.0	0.14337	0.0	0.13811	0.0	0.0	0.00931
s__Bacteroidetes_oral_taxon_274	0	0.00726	0.0	0.0	0.17953	0.69284	0.0	0.72957	0.0	33.54038	0.2446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666	0.0	0.0	0.0	0.0	0.10179	0.0	0.1029	0.0	0.0	0.05017	12.23705	0.04256	62.77486	0.08978	0.0	0.0	0.0	0.0	5.74875	0.0	0.0	0.0	0.0	0.19929	16.67478	0.0	0.0	1.78332	3.15273	0.65955	0.0	0.0	0.0	0.0	0.0	0.46121	0.53214	0.0	0.0	0.0	0.13364	0.0	0.0	0.0	0.0	0.0	31.89841	0.16284	0.0	0.43024	0.27895	0.0	0.0	0.0	2.47036	0.0	0.0	8.92617	7.90415	0.0	0.05653	0.0	0.0	0.45628	2.96759	0.0	1.54016	0.0	0.0	0.0	0.37392	0.21568	0.0	0.0	0.13347	0.0	2.7238	0.0	4.52093	0.0	1.6223	0.01168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98472	0.0
s__Streptococcus_sp_A12	0	0.00663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.03249	0.20427	0.0	0.0	0.08121	0.0	0.0	0.04409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Shuttleworthia_satelles	0	0.0064	0.0	0.0	0.0	0.12985	0.0	0.81512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.27971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51314	0.0	0.0	0.07762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.01558	0.0	0.0	0.0	0.0	0.0	0.0	1.02096	0.0	0.0	0.0	0.0	0.0	0.00404	0.0	0.0	0.0	0.0	0.0
s__Selenomonas_artemidis	0	0.00578	0.0	0.25388	0.08967	0.0	0.0	0.0	0.66665	0.0	0.0	0.0	0.0	0.0	0.74769	0.0227	0.22647	0.0	0.0	0.11601	0.0	0.0	0.01218	0.00431	0.0	0.0	0.0	0.0	0.0	0.0	0.03235	0.02986	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059	0.0	0.0	0.0	0.0	0.06697	0.0	0.0	0.0	0.2502	0.0	0.01098	0.0	0.11433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09106	0.0	0.06031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06682	0.0	0.0	0.0	0.0	0.0	0.0	1.27279	0.0	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.0	0.22772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11233	0.09016	0.0	0.04209
s__Actinomyces_massiliensis	0	0.00561	0.0	0.05198	0.02889	0.0	0.0	0.01731	0.45694	0.0	0.0	0.0	1.3804	0.0	0.0	0.0	0.16466	0.0	0.0	0.0009	0.1421	0.00045	0.0	0.01886	6.21543	0.00493	0.23847	0.0	0.05718	0.98927	1.4089	0.00341	0.05151	0.0	0.0	8.55443	0.0	0.0	0.0	0.0	15.61979	0.0	2.96174	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.14781	0.0	0.0	0.0	15.32317	0.0	0.0	0.0	0.0	0.0	0.20351	2.56364	0.0	0.0	0.0	0.0	0.0	0.0	33.17626	0.0	5.54261	0.0	0.13357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1398	0.0	0.06746	0.0	0.0	0.0	0.0	1.1255	0.0	0.02512	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.04113	0.0	0.0	0.0	0.0	0.0	0.0	4.27121	0.0	0.0	0.07322	0.0	0.0	0.0
s__Campylobacter_gracilis	0	0.00508	0.0	0.03573	0.18943	0.06347	0.0	0.0926	0.06761	0.03515	0.0	0.0	0.79712	0.0	2.97397	0.09007	2.10646	0.0	0.0	0.11378	0.174	0.07957	0.19969	0.10373	0.00379	0.0	0.0	0.06918	0.06945	0.05445	0.32424	0.06458	0.01626	0.30817	0.0	0.0	0.0	0.0	0.0	0.0	0.10192	0.0	0.11842	0.0	0.00753	0.61746	0.0	0.0	0.00918	1.24595	0.0	0.18357	0.95454	0.05868	0.0	0.0	0.13604	0.21965	0.0	0.0	0.0	1.18543	0.0	0.0	0.0	0.0	0.0	0.02048	0.0	0.0	0.0	0.24648	0.0	0.26426	0.05976	0.0	0.0	0.0	0.0343	0.12073	0.0	0.0	0.0	0.13202	0.42103	0.10744	0.0	0.0	0.01215	0.0	0.27145	0.0	0.0	0.03275	0.0651	0.05965	1.32177	0.0	0.0	0.0	0.39449	0.0	0.03182	0.0	0.0	0.0	0.00645	0.0	0.04857	0.0	0.56652	10.43371	0.0	0.0
s__Olsenella_uli	0	0.00487	0.0	0.0	0.0	0.0033	0.0	0.05839	0.0	0.01697	2.27345	0.0	0.0	0.0	0.0	11.66188	0.0	0.0	0.0	0.0	0.0007	0.0	0.063	0.29624	0.0	0.0	0.0	0.05533	0.0	0.71151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00809	0.0	0.0	0.00804	0.04484	0.0	0.0	0.0	0.0	0.0	0.0	0.14881	0.0	0.0	0.0	0.0255	0.4252	0.0	0.0	0.0	0.0	0.0	0.0	0.09386	0.0	0.0	0.0	0.0	0.0	0.21999	0.0	0.0	0.0	0.04278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07065	0.0	0.0	0.0	0.0082	0.05964	0.00018	0.01636	0.0	0.16186	0.0	0.0	0.0	1.25978	0.15447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04402	0.0
s__Treponema_socranskii	0	0.00386	0.10701	0.0	0.42431	0.38095	0.0	0.22754	0.0	0.06404	0.71436	0.0	0.0	0.0	0.43387	0.07827	0.0	0.0	0.0	0.0	0.01381	0.0	0.44111	0.2608	0.0	0.0	0.0	1.62421	0.03797	0.03722	0.01807	0.12066	0.0113	0.0	0.0	0.0	0.0	0.82964	3.2734	0.0	0.0	0.0	0.0	0.0	0.57669	0.25104	0.0	0.0	0.83069	1.51564	0.0	0.07398	0.0	0.03382	0.0	0.0	0.52932	0.7976	0.0	0.0	0.63625	0.47471	0.0	0.22829	0.0	1.8968	0.0	0.58419	0.23646	0.0	5.4658	0.05387	0.0	0.85881	0.91558	0.59449	6.20141	0.0	0.29701	2.54975	0.26043	0.0	1.80667	0.30689	0.0	1.94579	0.0	0.0	0.21341	0.0	0.09793	0.29823	0.72709	0.67172	0.02758	1.34468	0.0	1.5589	0.0	0.0	0.00805	0.59218	0.15913	0.0	0.0	0.0	0.0	0.0	0.3499	1.36772	0.0	0.0	0.17202	0.0
s__Corynebacterium_matruchotii	0	0.0034	0.0	20.88511	7.0609	0.0	0.76389	0.16255	18.03097	0.0	0.0	0.0	0.8086	0.0	0.0	0.0	14.76244	0.0	0.0	5.40597	0.1113	0.08671	0.08264	0.57248	9.91738	0.00659	1.15303	0.0	0.037	0.52791	6.72761	0.0	0.17375	0.0	0.0	8.42164	0.0	0.0	0.0	0.0	16.03874	0.3022	5.37254	0.64922	0.0	0.01325	0.0	0.0	0.0	0.48003	0.0	16.41875	0.23939	1.90964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30377	6.06868	0.0	0.0	0.0	0.0	0.00225	0.0	4.90122	0.0	2.26098	0.0	2.31911	0.0	0.0	0.0	8.79185	0.01441	0.0	0.0	0.0	0.0	21.72823	0.0	0.0	0.0	0.0	0.0	0.0	7.66951	0.24363	13.08669	0.0	0.00297	0.01846	42.47262	0.0	0.00874	0.0	1.41894	0.0	0.0	0.0	0.0	3.60417	0.08428	0.0	0.18614	0.0	0.0	1.3937	0.0	0.00249
s__Mogibacterium_diversum	0	0.0029	0.0	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01822	0.0	0.0	0.0	0.00093	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.01782	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01048	0.10746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00489	0.0	0.0	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
