clade_name	NCBI_tax_id	JAS_1	JAS_10	JAS_2	JAS_3	JAS_4	JAS_5	JAS_6	JAS_7	JAS_8	JAS_9	KHG_1	KHG_10	KHG_11	KHG_12	KHG_2	KHG_3	KHG_4	KHG_5	KHG_6	KHG_7	KHG_8	KHG_9	LDK_1-2	LDK_2	LDK_3	LDK_4	LDK_5	LDK_6	LDK_7	LDK_8	LDK_9
s__Firmicutes_bacterium_CAG_95	0	0.00884	0.0	0.0	0.0	0.0	0.0	0.01089	0.00233	0.01569	0.0	0.0	0.70123	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.01782	0.0	0.0	0.0	0.04719	0.02687	0.0022	0.0	0.00061	0.03019	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.00851	0.0	0.0192	0.0	0.0	0.0	0.02685	0.07781	0.0	0.01244	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495	0.90383	0.0	0.0041
s__Bacteroides_ovatus	0	0.00818	0.00026	0.0	0.0	0.0	0.02759	0.04522	0.02448	0.24758	0.05991	0.01268	0.02615	0.02131	0.0	0.0	0.0	0.0	0.00131	0.00686	0.01367	0.0	0.03613	0.0	0.01517	0.0	0.13184	0.11953	0.0	0.0	0.0	0.00536
s__Butyricimonas_virosa	0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0	0.00797	0.0	0.0	0.0	0.00839	0.0	0.0036	0.0	0.04345	0.00396	0.00541	0.0649	0.00399	0.0	0.0	0.0	0.0	0.00516	0.0167	0.12663	0.0	0.08813	0.0	0.00371	0.0	0.0	0.63186	0.0	0.0105	0.0	0.0
s__Clostridium_sp_CAG_253	0	0.00707	0.0	0.0319	0.00984	0.03053	0.00399	0.0	0.0	0.08707	0.0	0.0	0.0	0.05764	0.0	0.01646	0.0	0.00813	0.0	0.0	0.0	0.0	0.0	0.01571	0.0	0.0	0.0	0.0	0.01425	0.0798	0.02211	0.00172
s__Parabacteroides_distasonis	0	0.00388	0.00095	0.03161	0.0	0.00281	0.00145	0.00342	0.07685	0.27154	0.0	0.07854	5.01514	0.00485	0.0	0.0	0.0	0.0	0.05435	0.0	0.01296	0.01561	0.08211	0.0707	0.04373	0.0	0.03336	0.18543	0.00024	0.02036	0.0	0.0
s__Clostridium_sp_CAG_167	0	0.00348	0.0	0.27228	0.0	0.02168	0.00034	0.0	0.43103	0.1292	0.0	0.0	0.00953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02467	0.0	0.0629	0.0	0.0618
s__Collinsella_massiliensis	0	0.00216	0.00059	0.00368	0.00497	0.00703	0.00858	0.00456	0.00244	0.00061	0.00459	0.00123	0.00509	0.00543	0.0023	0.00359	0.00142	0.00305	0.00669	0.01359	0.01598	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005
s__Ruminococcus_sp_CAG_563	0	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	0.03351	0.0	0.0	0.0	0.12833	0.0	0.0
s__Flavonifractor_plautii	0	0.00189	0.0	0.0	0.0	0.0	0.00263	0.0	0.04303	0.0	0.0	0.00086	0.80741	0.00433	0.0	0.00068	0.0	0.0	0.0083	0.0	0.01216	0.03804	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sharpea_azabuensis	0	0.00162	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Olsenella_scatoligenes	0	0.00157	0.00195	0.02744	0.00025	0.00524	0.00869	0.01016	0.00712	0.0	0.00969	0.0	0.00471	0.02769	0.00913	0.00109	0.0	0.00378	0.00799	0.02323	0.79038	0.0	0.01946	0.0	0.00733	0.0	0.0	0.0	0.0	0.00313	0.00179	0.0
s__Bifidobacterium_adolescentis	0	0.0	1.0074	6.74015	11.26608	13.0077	4.55598	0.00578	1.79375	8.37381	15.53336	25.17232	1.08825	7.38837	3.36883	0.15995	8.58699	0.229	13.38815	0.89793	36.89089	0.0188	7.19697	0.04564	4.70827	0.20279	2.59951	2.21496	0.88723	6.24962	3.33444	0.47517
s__Roseburia_intestinalis	0	0.0	0.95266	0.04134	1.19292	0.7562	3.17954	0.09623	1.14469	0.60833	0.22752	0.0	0.0	0.85254	0.00217	0.8712	0.31328	0.70864	3.23555	1.31687	0.0	1.24526	0.0	0.0	0.06442	0.2027	0.21978	0.00332	0.01697	0.11838	0.09259	0.01074
s__Bifidobacterium_catenulatum	0	0.0	0.41175	6.24168	0.0	0.01613	0.0	2.98411	0.07798	0.93522	0.85796	0.19113	0.73972	0.34564	0.0	0.01165	0.00372	0.02093	0.00442	1.05829	1.14305	0.0	0.16201	0.14843	0.23191	0.20565	0.29984	0.07805	0.11149	2.64318	0.29827	0.0
s__Lachnospira_pectinoschiza	0	0.0	0.37203	0.10275	0.06435	0.09325	0.6758	0.69222	0.02396	0.85946	0.01069	0.58443	0.03541	0.0	0.10312	0.00492	0.48804	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.10364	0.0	0.0	0.0	0.0777	0.00595	0.11212	0.03225
s__Megamonas_funiformis	0	0.0	0.27157	0.0	0.00935	0.0404	0.02053	0.0	0.05206	0.42402	0.0	0.16717	0.03308	0.24019	0.19101	0.20084	0.25332	0.05922	0.0	0.0	0.0	7.10464	0.04755	0.0	0.0	0.0	0.0	0.00559	0.0	0.0	0.04719	0.10286
s__Bacteroides_plebeius	0	0.0	0.07141	0.0	0.0	0.0	0.0	0.3826	0.0	0.0	0.0	6.92316	2.0519	0.44435	0.0	0.00032	0.01724	0.0	0.0	0.0	0.2026	0.24726	0.02474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_hypermegale	0	0.0	0.02909	0.0	0.0	0.0	0.0	0.0	0.00546	0.0232	0.0	0.03841	0.00531	0.01449	0.0	0.01499	0.02138	0.0	0.0	0.0	0.0	0.53117	0.00423	0.0	0.0	0.0	0.0	0.00679	0.0	0.0	0.0	0.06264
s__Bacteroides_xylanisolvens	0	0.0	0.02106	0.0	0.0	0.01181	0.01204	0.17308	0.04979	0.03098	0.0	0.00116	0.12539	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.00255	0.04364	0.02701	0.1525	0.0302	0.0	0.02106	0.6475	0.00064	0.0	0.0	0.0
s__Bacteroides_dorei	0	0.0	0.01062	0.0	0.0	0.0	0.0	0.18049	0.02379	0.0	0.0	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	1.66038	0.0	0.0	0.0	0.07018
s__Parabacteroides_merdae	0	0.0	0.01058	0.0	0.0	0.0058	0.08166	0.2301	0.0	0.0	0.00597	0.02032	1.48228	0.0	0.0	0.0	0.00065	0.0	0.02629	0.0	0.0	0.0	0.27393	0.0	0.0	0.0	0.05688	0.88173	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.0	0.00495	0.11462	0.0	0.62433	0.1559	0.00311	0.02717	0.07766	0.0	0.04736	0.00405	0.00513	0.0	0.0	0.33781	0.0	0.31417	0.00497	0.02706	0.04007	0.11091	0.13026	0.01509	0.0	3.19139	0.05622	0.0	0.25744	0.13495	0.09127
s__Streptococcus_mutans	0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01149	0.0	0.0	0.00089	0.0	0.0
s__Bacteroides_uniformis	0	0.0	0.00197	0.0	0.0	0.00543	0.00484	0.03001	0.03183	1.39136	0.0	0.16317	1.30331	0.0242	0.0	0.0	0.0	0.0	0.01467	0.17887	0.00628	0.0	0.05957	0.0	0.01219	0.00351	0.0	0.09769	0.0	0.0	0.0	0.0
s__Aeriscardovia_aeriphila	0	0.0	0.00164	0.00442	0.0	0.00541	0.00211	0.00241	0.0	0.00596	0.00834	0.00913	0.0	0.0	0.0	0.0	0.0	0.00599	0.0	0.0	0.01887	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gallolyticus	0	0.0	0.00118	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.04772	0.0	0.0	0.0	0.0	0.0	0.0	0.57489	0.0	0.08593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_thetaiotaomicron	0	0.0	0.00011	0.0	0.0	0.0	0.02573	0.01337	0.00348	0.20238	0.0	0.00628	0.01248	0.0	0.0	0.0	0.0	0.0	0.0	0.03856	0.0	0.00218	0.00509	0.02027	0.00068	0.0	0.04615	0.06072	0.0	0.0	0.0	0.01922
s__Prevotella_sp_CAG_1092	0	0.0	0.0	0.53125	0.63736	0.35445	0.09134	0.0	2.92438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36024	0.0	0.03355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26676	0.0	0.37071	0.09104
s__Treponema_berlinense	0	0.0	0.0	0.45819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.25951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.12307	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.0	0.0	0.20235	0.0	0.0	0.0	0.02048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01111	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.0	0.02846	0.02979	0.07069	0.01103	0.14521	0.0	0.00632	0.0	0.0	0.36803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04932	0.0	0.27436	0.27016	0.0	0.00282	0.04926	0.0	0.07504	0.4973	4.19801	0.56432
s__Prevotella_corporis	0	0.0	0.0	0.02371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.0	0.01718	0.0	0.13542	0.02431	0.0	0.0	0.04266	0.0	0.00605	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.0	0.00718	0.0	0.0	0.31247	0.01467	0.0	0.03783	0.03207	0.01893
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.01121	0.0	1.21461	0.37646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5513	0.0	0.08422	0.04256	0.0	0.02307	0.0	0.0	0.03852	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.0	0.0537	0.0	0.0	0.0407	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.00204	0.0	0.0	0.00176	0.0	0.0	0.00167	0.00255	0.0	0.00716	0.0	0.0
s__Enorma_massiliensis	0	0.0	0.0	0.00409	0.0	0.0	0.00098	0.00062	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.00288	0.00385	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.0	0.00376	0.0	0.05434	0.00603	0.0	0.0	0.0	0.0	0.06668	0.03696	0.0	0.00802	0.0	0.0	0.0	0.04506	0.01011	0.0	0.0	0.0	0.0	0.0	0.0	0.04333	0.0	0.0	0.00419	0.0	0.0
s__Lactobacillus_rogosae	0	0.0	0.0	0.00304	0.00799	0.00889	0.00228	0.0158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.01078	0.0	0.0
s__Eubacterium_coprostanoligenes	0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.0	0.00211	0.00123	0.00251	0.00576	0.00323	0.00404	0.00094	0.00257	0.0005	0.00403	0.00365	0.0	0.0	0.0	0.00067	0.00503	0.0153	0.00715	0.0	0.00751	0.0	0.0	0.0	0.0	0.0	0.00109	0.00164	0.00046	0.0
s__Prevotella_buccalis	0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.03444	0.0	0.05982	0.0	0.0	0.0	0.0	0.0	0.0	0.00962	0.00215	0.0	0.00387	0.0	0.00425	0.0	0.0	0.01282	0.0034	0.0	0.0275	0.00668	0.04292
s__Streptococcus_infantarius	0	0.0	0.0	0.0	0.68721	0.03334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_elsdenii	0	0.0	0.0	0.0	0.19968	0.22476	0.03865	0.0	0.49938	0.0	0.0	0.17083	0.0	0.0	9.80582	0.33693	0.0	0.40159	0.0	0.0	1.10454	0.0	10.1892	0.0	0.06653	0.00219	0.00016	0.0	0.01535	0.28356	0.0	0.0
s__Ruminococcus_sp_CAG_330	0	0.0	0.0	0.0	0.02419	0.0	0.0	0.13418	0.0	0.0	0.0	0.0	0.0	0.0	0.02813	0.0	0.0	0.0	0.88332	0.1572	0.17677	0.0	0.0	0.27577	0.0	0.0045	0.0	0.0	0.0935	0.09853	0.0	0.0
s__Bacteroides_galacturonicus	0	0.0	0.0	0.0	0.00681	0.0	0.0	0.00261	0.0	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_fragilis	0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.0	0.83951	0.0	0.0	0.15516	0.12985	0.0	0.0	0.0	0.0	0.0	0.09595	0.0	0.0	0.0	0.0	0.02368	0.0	0.0	0.0	0.00965	0.0	0.0	0.00043
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.0	0.00124	0.02462	0.00568	0.00588	0.0	0.10978	0.00671	0.10294	0.00634	0.0	0.0	0.01907	0.01547	0.01322	0.02652	0.01532	0.0	0.01727	0.0	0.00406	0.01077	0.0	0.19381	0.01897	0.04022	0.01609	0.0	0.01444
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.0	0.0	0.0197	0.00341	0.00438	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.00438	0.0	0.01049	0.0	0.0	0.0	0.0	0.0	0.00958	0.0	0.0	0.0	0.0	0.0	0.02235	0.0	0.00523
s__Barnesiella_intestinihominis	0	0.0	0.0	0.0	0.0	0.0037	0.0	0.02388	0.0	0.02491	0.0	0.08357	5.38757	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.05261	0.0	0.0	0.0	0.00904	0.0	0.0	1.53343	0.0	0.0	0.0	0.0
s__Bilophila_wadsworthia	0	0.0	0.0	0.0	0.0	0.00368	0.0	0.0	0.0	0.0	0.0	0.00354	0.0487	0.0	0.0	0.0	0.0	0.0	0.0	0.02789	0.0	0.0	0.01593	0.0	0.00307	0.0	0.0	0.0	0.0	0.0	0.00304	0.0
s__Bacteroides_stercoris	0	0.0	0.0	0.0	0.0	0.00139	0.06102	0.0	0.0	0.0	0.03318	0.20984	0.21431	0.0	0.0	0.0	0.0066	0.0	0.0	0.62955	0.00458	0.001	0.02475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_dentium	0	0.0	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.00954	0.0	0.04578	0.0	0.0	0.0	0.0	0.01573	0.0	0.00833	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.09548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0
s__Haemophilus_pittmaniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.07945	0.0	0.0	0.0	0.09175	0.0	0.0	0.0	0.0	0.0	0.0	0.20106	1.13953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42245	0.0	0.0	0.0	0.0	0.01754	0.0	0.0	0.01162	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_786	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03366	0.0	0.01574	0.0	0.61227	0.0	0.0	0.0	0.0
s__Bacteroides_clarus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01102	0.0	0.74035	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_indistinctus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43958	0.02707	0.00993	0.0	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_pectinophilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02703	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.00714	0.0	0.0	0.08723	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0488	0.0	0.03591	0.03124	0.17387	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01866	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02006	0.0	0.0	0.0	0.01732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parasutterella_excrementihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01517	0.88268	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20689	0.0	0.0	0.01055	0.06094
s__Clostridium_symbiosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_johnsonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0	0.00354	0.0	0.0	0.01119	0.0	0.00155	0.01585	0.00868	0.001	0.0	0.0	0.0	0.00983	0.00547	0.0	0.0	0.00065	0.0	0.0	0.01055	0.00229	0.0
s__Bacteroides_caccae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.14151	0.0	0.03898	0.10946	0.0894	0.0	0.0	0.0	0.0	0.0	0.05104	0.09268	0.00228	0.0	0.0	0.00166	0.0	0.0	0.49926	0.0	0.0	0.0	0.0
s__Bifidobacterium_bifidum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49072	0.0	2.52261	0.21412	0.93851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0476	0.0	0.0	0.29372	0.0	0.0	0.0148	0.0
s__Dialister_sp_CAG_357	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21953	0.0	0.0	0.0	0.02509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	2.76397	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00517	0.0	0.0	0.0	0.0
s__Proteobacteria_bacterium_CAG_139	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00498	0.0	0.0	0.0	0.00113
s__Turicimonas_muris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sputorum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03516	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_breve	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077	0.0	0.01653	0.0	0.08172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.09267	0.00959	0.07824	0.04952	0.0	0.0888
s__Lactobacillus_paragasseri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01363
s__Veillonella_dispar	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.0	0.01006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	0.05278	0.0	0.0	0.02288	0.0	0.00833
s__Bacteroides_nordii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_synergistica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Asaccharobacter_celatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.00854	0.0	0.0	0.04581	0.0	0.0	0.0	0.0	0.04535	0.0	0.00132	0.0	0.0266	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.00085	0.0
s__Lactobacillus_crispatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029
s__Roseburia_sp_CAG_303	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_ICM47	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.00154	0.0	0.0	0.00347	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_amycolatum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_agilis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Adlercreutzia_equolifaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.0	0.02647	0.0	0.0	0.0	0.0	0.01979	0.0	0.0115	0.0	0.06204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
