model	held_out_study	balanced_accuracy	balanced_accuracy_std	f1_macro	f1_macro_std	n_train_samples	n_eval_samples
capda-vae-rawlatent	FengQ_2015	0.5021635502444104	0.014007611944697993	0.4674713493813582	0.01946901021220953	1490	154
capda-vae-rawlatent	VogtmannE_2016	0.6474358974358974	0.004532735776836879	0.44718170179711064	0.003013637407342453	1540	104
capda-vae-rawlatent	ZellerG_2014	0.49441277696767955	0.01158628343717211	0.4251671326188906	0.008613858211365202	1488	156
capda-vae-rawlatent	YuJ_2015	0.6979479479479479	0.03632049978865595	0.4814124774698157	0.022415866827768173	1516	128
capda-vae-rawlatent	WirbelJ_2018	0.7344017094017095	0.007572668866097986	0.509330808497833	0.0052696750106072925	1519	125
capda-vae-rawlatent	YachidaS_2019	0.3484685770013394	0.007492940769031549	0.31679590752871306	0.008681087135779347	1028	616
capda-vae-rawlatent	ThomasAM_2018a	0.4732510288065844	0.015802975114343015	0.414959298676469	0.014929442417463055	1564	80
capda-vae-rawlatent	ThomasAM_2018b	0.6517857142857143	0.034771790016511685	0.44476654298082874	0.019265230897781694	1584	60
capda-vae-rawlatent	ThomasAM_2019_c	1.0	0.0	1.0	0.0	1564	80
capda-vae-rawlatent	HanniganGD_2017	0.3792113236557681	0.005744006839486928	0.32809698199483145	0.007682940587569468	1563	81
capda-vae-rawlatent	GuptaA_2019	0.6444444444444445	0.02078698548207746	0.4663352826510722	0.031543241452940074	1584	60
