clade_name	NCBI_tax_id	AS100raw	AS101raw	AS103raw	AS104raw	AS105raw	AS106raw	AS108raw	AS109raw	AS10raw	AS111raw	AS113raw	AS114raw	AS115raw	AS116raw	AS117raw	AS119raw	AS11raw	AS120raw	AS121raw	AS122raw	AS123raw	AS126raw	AS127raw	AS128raw	AS12raw	AS130raw	AS131raw	AS132raw	AS133raw	AS134raw	AS136raw	AS137raw	AS138raw	AS15raw	AS17raw	AS18raw	AS19raw	AS20raw	AS21raw	AS22raw	AS24raw	AS25raw	AS26raw	AS28raw	AS29raw	AS2raw	AS31raw	AS34raw	AS35raw	AS36raw	AS37raw	AS38raw	AS3raw	AS40raw	AS41raw	AS42raw	AS43raw	AS45raw	AS46raw	AS48raw	AS49raw	AS4raw	AS50raw	AS51raw	AS54raw	AS56raw	AS57raw	AS58raw	AS5raw	AS61raw	AS62raw	AS63raw	AS64raw	AS65raw	AS66raw	AS67raw	AS68raw	AS6raw	AS71raw	AS73raw	AS74raw	AS76raw	AS77raw	AS78raw	AS79raw	AS80raw	AS81raw	AS82raw	AS84raw	AS90raw	AS92raw	AS94raw	AS96raw	AS97raw	AS98raw	AS99raw	AS9raw
s__Bacteroides_dorei	0	35.82214	0.63718	0.00406	0.03298	20.8123	0.54175	0.03801	2.58023	0.0	16.59888	2.93806	0.38115	1.49938	35.18851	12.3849	0.88981	1.50211	1.26459	0.57917	13.67098	0.03315	30.16659	0.01316	0.02243	0.00988	0.0255	1.04957	0.00341	0.03326	12.69909	12.6165	0.01337	4.98205	2.25163	0.0	0.0	1.48001	0.11633	1.71006	0.11248	0.24515	20.06439	0.45693	42.71416	0.15063	0.90136	0.01598	4.64371	0.05131	0.01407	0.0	0.52048	0.0043	0.00263	0.00544	0.00206	9.33966	0.0	0.02824	0.164	0.2343	0.92365	0.35943	1.51391	0.11607	0.02224	19.11141	0.06889	0.07169	0.0	35.20799	1.47684	3.1584	28.91519	0.07132	0.02663	2.74311	1.6877	0.00122	1.35259	0.51774	37.16922	0.00866	0.14709	0.00773	0.0	0.00806	46.15373	0.00684	5.78219	0.01083	28.229	3.21703	5.32151	4.35311	0.0195	2.63199
s__Eubacterium_sp_CAG_38	0	13.73737	0.07269	1.48656	1.64307	3.3989	0.0	0.00216	0.0	0.04367	0.0	0.07998	0.0	0.0	2.57197	0.0	0.0	0.07812	0.79584	0.57238	0.0	0.01316	0.0	7.26617	0.35536	0.12827	0.0079	0.07074	0.00249	0.0	0.0	0.02109	0.0205	5.84912	0.15519	0.0	0.0	0.0	4.38646	0.0	0.07829	0.32463	4.20584	1.98537	0.0	0.57546	0.05634	2.34426	0.0	0.1786	0.0	0.0	0.01942	0.0	0.85731	0.0	0.0	0.02818	0.0	0.0	0.0	2.01033	0.0	0.0	0.0	0.2655	0.73876	1.9591	1.53653	0.00874	0.92897	0.02006	0.00064	0.0	0.0008	0.0	0.26725	0.00015	0.06542	0.0	4.67788	1.16441	0.0	0.01384	0.0	0.0	1.71747	4.88264	0.0	0.0	0.03759	0.2367	0.0	0.00063	0.01521	0.10975	1.36288	0.53322
s__Roseburia_faecis	0	7.87769	1.60142	0.30446	0.0	0.69306	1.22276	15.87853	0.73967	0.32836	0.0	0.76642	0.0	0.0	0.84111	0.0	0.13577	0.62602	0.28876	1.41001	0.28587	0.46828	0.61326	3.56068	1.41707	0.19636	0.09369	1.46014	2.41234	0.39578	0.0	0.02168	0.01251	0.3626	0.03386	0.0	0.24128	6.16666	0.91306	0.0	0.09115	0.24713	2.80439	1.30109	0.06774	2.53412	4.70697	12.97668	1.16277	0.2117	1.39937	2.79254	0.14079	0.0	0.44624	0.0	1.4988	6.50205	0.10526	0.32982	0.00631	3.34063	0.42924	0.00347	0.59505	0.55774	0.00354	0.03126	0.84551	9.84394	2.4169	0.54722	0.0	0.17095	0.0	0.01337	0.33125	3.23803	0.16008	0.00962	2.01519	2.70205	2.31613	0.89079	0.92354	0.28314	0.42014	0.0018	0.00046	0.13794	0.54926	2.63234	0.80802	1.52242	0.52165	0.04198	1.31642	2.3068
s__Roseburia_intestinalis	0	6.21629	0.03608	0.0	2.92111	0.0	1.27105	4.77443	0.01395	0.0	1.24774	0.0	0.0	0.02144	0.0	0.0	0.63987	0.0	0.88357	0.0125	0.01136	0.10452	0.00255	12.30833	0.29999	0.0	0.76206	0.0	0.0043	1.55547	1.73356	1.70168	0.09507	0.0	0.02954	0.01164	0.0	2.58827	0.83126	3.1219	0.0	0.18054	1.40619	0.00113	0.00588	0.9852	0.00267	3.31909	2.04384	0.0	0.14049	0.0	0.01357	0.0	0.08642	0.0	0.27495	0.02017	0.01176	0.5165	5.00581	0.25844	1.22496	1.00287	0.0	1.56663	0.0	0.29071	0.01976	0.38698	0.79188	1.59793	1.41114	0.00154	0.80889	0.0	0.0	0.35672	0.01567	0.03853	0.0	0.3705	0.55401	0.0	0.13494	0.0	0.00015	0.0	0.0	1.13617	0.35752	0.0074	0.0	0.34067	0.01012	0.0	0.6953	0.0
s__Bifidobacterium_bifidum	0	5.34916	0.0	0.0	1.36812	0.0	1.20179	0.43629	0.0	0.0	0.00117	0.0	0.0	0.0	1.22061	0.00141	0.0	1.22157	0.00299	0.0	0.0	2.13574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.12064	0.0	0.00132	0.04459	0.0	0.0	0.0	0.0	0.0	7.63756	0.0	0.0	2.00701	0.0	0.0	0.01072	0.0	0.01393	0.0	6.4543	3.31152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.00238	1.1255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00951	1.13396	0.0	0.0	0.0	0.0	0.00494	0.00139	0.00309	0.0	0.0	1.23034	0.0179	0.0	0.0
s__Roseburia_inulinivorans	0	3.94043	9.90756	0.23364	0.05516	0.00076	0.05719	5.7075	0.68991	0.05281	0.0	0.01788	0.39589	0.18588	0.00358	0.00348	1.2755	0.02349	4.81868	0.70663	1.87251	0.0876	1.70579	7.63422	0.40524	1.16196	0.00609	0.6836	0.03275	1.362	2.93743	0.14749	3.45481	11.68521	3.35115	0.33661	1.68795	2.51774	0.72579	0.70766	1.243	1.41529	0.0	2.02085	0.35081	0.17767	0.56682	0.27259	0.04222	0.1194	0.05263	1.05929	0.01042	0.0	2.61262	0.0	2.33325	0.79753	0.61304	0.99385	0.27746	2.39919	0.07008	1.13484	0.12455	0.80343	0.15296	0.00039	0.85109	0.02985	0.09077	0.53116	7.55654	0.51756	2.82398	0.00468	0.91318	1.77581	0.18608	1.36742	2.18225	3.21826	0.21028	1.66601	0.4535	0.54044	2.92911	0.0	0.00779	3.36297	0.98941	0.99015	0.0	1.65636	0.19951	0.14414	0.32177	0.02676
s__Faecalibacterium_prausnitzii	0	3.2928	2.78191	2.1431	2.46805	6.02503	12.6439	12.15195	1.68719	0.66704	0.04958	2.53937	3.8889	3.0051	0.09009	0.06187	5.61415	6.53899	25.21798	5.18289	5.25041	8.82352	0.41691	16.51035	4.09447	4.72803	1.68391	9.53859	5.88048	12.35333	4.92966	6.49634	5.94384	4.51106	18.89854	11.61312	9.3017	16.79181	12.7904	18.39948	11.29127	11.22535	3.85952	15.77804	8.78207	17.20461	9.87512	5.90053	8.09447	2.85564	3.51047	6.9157	7.04321	19.18579	15.15427	3.60788	10.26398	12.12031	4.57332	1.5088	4.31685	17.93593	5.4742	4.25313	7.10649	27.96963	11.32675	5.72318	5.37157	12.11062	12.72828	5.53706	6.45097	0.75007	4.97077	0.81459	5.48563	12.3588	5.69652	3.09166	6.27219	7.8445	3.97501	3.41676	3.87265	8.1966	3.5877	0.26677	16.6173	14.9618	12.44811	11.80301	9.54664	11.46077	11.58535	2.75583	17.3666	7.20304
s__Bifidobacterium_longum	0	3.27861	0.51101	0.0	0.30055	0.12835	2.10594	0.00039	0.0	10.63824	0.0	0.18813	0.0	0.4762	0.26831	8.54941	0.15416	0.0385	0.43052	0.41462	0.33163	2.54699	0.20218	2.22804	2.45865	0.09198	2.14912	2.50444	0.26223	0.0	0.32031	0.0	0.13657	0.41255	0.21357	0.04897	1.52329	0.83492	0.00245	0.69977	0.5193	0.0	0.27185	0.03347	0.0	0.46221	2.38141	0.0	0.18557	0.67686	0.0	0.30351	0.8449	4.03269	0.00247	6.1926	1.13942	1.15666	0.5705	0.13052	0.00581	0.0	0.04968	0.14823	0.0	0.53524	0.00075	0.28137	0.08765	1.06803	0.0	0.90419	0.09544	1.50031	0.00575	1.89658	1.8889	0.0	0.03451	0.16864	0.58601	5.04744	0.37201	0.11241	0.07836	1.62329	0.0345	1.59208	1.88286	0.45085	1.52014	1.32508	1.23467	0.1548	0.1961	0.06261	0.55443	0.16292
s__Eubacterium_eligens	0	2.74586	1.47212	0.10358	0.0	1.78771	0.02981	0.31317	0.88217	0.38879	0.0	0.0	1.12956	0.76104	6.33088	0.0	0.98689	0.17328	1.48245	0.13352	1.65865	0.10012	0.11325	0.0	0.57721	0.53446	1.11531	1.17884	0.56612	6.05954	0.28575	0.75195	0.16939	2.80532	2.60397	1.56952	0.0	0.10472	2.00004	0.0	0.13954	1.95243	1.78283	2.62662	5.11935	0.11284	0.21196	0.0	0.30839	0.04789	0.27543	0.45919	0.00484	0.00155	0.71298	0.0	0.68848	0.01501	0.25054	0.48477	0.00972	2.29198	0.60248	0.0	0.39676	0.17183	0.0	0.00112	0.72834	0.10902	1.73708	3.53723	0.0	0.54702	0.80543	0.00196	1.5684	2.29149	0.42349	0.08942	0.81604	0.22651	3.01163	0.16051	0.26889	0.12015	0.08979	0.0	0.0	0.0	0.98202	0.01031	0.0	1.35366	0.4947	0.0	0.53116	0.47159
s__Bacteroides_thetaiotaomicron	0	2.03673	1.23366	0.52739	0.14608	1.01922	0.03406	5.92448	0.17931	0.01998	0.0	0.03695	0.06787	0.38377	1.98179	0.00091	1.64602	0.26194	0.63027	0.6626	0.0	0.80433	4.40217	0.40594	0.35872	0.0716	0.04063	1.00148	0.32841	0.73958	1.45608	3.33748	0.35182	0.54326	0.63066	5.9998	0.00023	0.42199	1.10846	1.27609	0.3826	0.31706	3.27173	0.3136	0.0	3.18738	0.05057	1.79192	1.75532	0.00487	0.67755	0.08915	0.35342	0.03035	0.01992	0.0	0.06825	2.46425	0.04805	0.13207	0.54029	0.13787	0.02929	0.35272	0.04838	0.09289	0.27348	2.04683	1.44951	0.24327	1.10796	0.01041	0.31169	0.41492	0.81107	0.02734	0.41189	0.44637	0.26571	0.0	0.81423	0.05287	6.99045	0.18449	0.36338	0.11662	0.0006	0.19022	1.4363	0.7824	0.36902	0.21187	9.21598	0.1249	0.05237	0.42451	0.27897	0.48284
s__Bacteroides_uniformis	0	1.93416	0.11664	15.38483	0.10565	3.63833	1.14006	4.65992	3.28217	0.01562	0.05219	36.86707	1.06771	1.00593	7.14475	13.75034	0.51062	1.4521	11.93936	7.47445	1.18679	0.89373	17.75597	0.91159	17.83607	0.50599	0.15418	9.12173	5.87149	3.35487	0.37453	23.61813	1.51876	1.58594	2.39051	6.64944	0.03131	3.88452	4.11522	9.75987	2.53427	13.52788	8.66441	4.34902	8.03403	17.79	3.0867	11.29449	8.62992	0.04429	2.44557	2.28591	1.14195	1.23685	5.01657	17.91393	3.9805	13.78437	0.13956	0.14373	0.5617	6.51066	0.15375	13.71447	15.54776	1.23687	6.84106	0.53706	9.87127	0.39906	2.77537	0.06587	5.05129	56.97572	4.36633	0.08042	7.20569	0.75039	19.24956	0.00431	11.61882	0.84401	0.01002	3.1756	1.03246	2.875	4.30604	0.0227	11.27417	0.79871	4.99203	1.99684	10.82961	7.15511	4.5414	22.75878	2.30632	2.03961
s__Bacteroides_ovatus	0	1.38401	0.68663	3.61251	0.0	1.72944	0.28203	0.89343	0.77738	0.00506	1.61626	1.37023	0.0	0.48244	0.75627	1.1948	0.54857	0.04684	0.65217	0.09636	0.53731	4.88207	7.1186	0.06343	0.19827	0.03472	7.6374	1.20158	0.8165	0.57723	0.42523	1.72027	0.00686	2.39496	0.19923	0.24826	0.0	0.00397	0.3857	3.96693	0.14399	0.14224	8.03926	1.07086	11.18001	0.44836	0.43861	1.19832	0.06868	0.03808	0.24349	0.06655	0.05141	0.00247	0.0189	0.0	0.59726	0.12825	0.10055	0.00472	0.27041	0.27347	0.04297	1.76919	0.17309	0.08572	0.67132	1.084	1.51864	0.07443	0.63681	0.00962	0.60084	0.01418	3.50455	0.33385	0.45003	0.0	0.16961	0.0	0.51751	0.11525	32.19932	0.13183	0.47897	0.15872	0.69869	0.009	0.05565	0.00887	1.58774	1.04376	13.27017	0.23932	0.14454	2.77425	0.12324	0.34924
s__Flavonifractor_plautii	0	1.01586	0.40379	4.85559	0.00195	0.30418	0.02974	0.11465	0.30008	0.0	0.0	0.20256	0.0	0.21835	0.6168	0.00027	1.13516	0.06996	0.33031	0.04983	0.48741	2.38368	2.15112	0.20621	0.29166	0.0575	1.81748	0.31819	0.18249	0.17454	0.48714	0.17775	0.00962	1.31558	0.15638	0.35435	0.0	0.03689	1.22593	0.40122	0.06673	0.18918	1.03014	0.02179	2.33906	0.13331	0.13603	0.43649	0.2377	0.08994	0.45687	0.47109	0.82771	0.1463	0.17789	0.46536	0.39846	0.57335	0.05547	0.0025	0.07151	0.02629	0.02642	0.61762	0.57368	0.33064	0.35074	0.31299	0.11754	0.23171	0.87604	2.16195	0.10683	2.62179	0.23638	0.07611	0.26969	0.34395	1.35635	1.88314	0.2779	0.06937	1.20126	0.05108	0.13042	0.39883	0.43643	2.35325	1.7577	0.32862	0.11107	0.17519	1.41582	0.01399	0.10167	0.19403	0.3581	0.03761
s__Parabacteroides_distasonis	0	0.94084	0.02962	0.14111	0.17366	1.14825	0.21347	2.32193	0.25928	0.05211	0.0	0.30706	0.17408	0.28692	2.0285	0.0	1.33109	0.70496	0.20259	1.86214	0.89526	0.59603	1.77856	0.42867	0.47627	0.2233	4.45858	0.24496	1.22812	0.9558	4.93627	1.44004	0.22715	0.34428	0.3299	1.66931	0.01704	0.01566	0.9893	2.55726	0.19627	0.836	3.64476	0.8032	0.0	0.61253	0.10099	1.37228	0.69995	0.0	0.0	0.24359	1.04704	0.22321	1.14791	0.0	0.89582	1.57115	0.10332	0.05368	0.28801	0.55858	0.19574	0.58225	0.35039	1.32027	1.13226	0.19637	1.66109	1.40509	2.27514	0.00831	1.36095	0.84954	1.10347	0.01774	0.32911	1.343	0.56511	0.0	0.69509	0.06964	0.0	0.17673	0.3816	0.82657	0.02073	0.05902	0.61243	0.39971	0.60449	0.36637	0.46268	0.82922	0.60232	0.90558	0.79955	0.12057
s__Anaerostipes_hadrus	0	0.79243	0.85219	2.10265	0.40441	0.72915	0.70768	0.0	0.06971	0.56336	0.0	0.49674	0.0	0.02015	0.90013	0.0	0.10074	0.04708	0.74441	0.10911	0.10721	0.83207	0.0	1.06389	1.15683	0.59736	0.86249	1.12167	0.86642	2.84561	0.0797	0.19676	0.16188	0.40484	1.12585	0.22723	0.11603	10.06058	0.62042	1.51261	0.50687	0.14932	0.22124	0.22936	1.22372	0.41817	0.46833	3.05287	0.05648	0.14208	0.7193	0.44457	0.21026	2.36732	0.11273	0.25492	0.49416	0.00123	4.20104	0.02029	1.08254	1.43025	0.25531	0.45481	0.36483	0.07466	0.18676	0.57985	0.08249	5.31539	0.44818	0.74188	0.02314	0.0	0.77064	0.08305	1.29604	0.16222	0.45227	0.26991	0.81535	1.23097	0.24497	0.04423	0.16214	2.29183	0.02914	0.19647	2.06852	0.10796	0.14044	0.18915	0.0	0.21791	0.41729	0.02131	0.21773	0.42183
s__Blautia_obeum	0	0.68852	0.0	0.05139	0.0	0.0	0.10331	0.0	0.00063	0.0	0.0	0.0	0.00224	0.06013	0.08535	0.0	0.02693	0.10768	0.07493	0.08466	0.07904	0.21274	0.0	0.17228	0.15997	0.1381	0.0	0.20572	0.06116	0.24053	0.17535	0.26284	0.04937	0.04933	0.23934	0.05571	0.00759	0.8486	0.02343	0.05163	0.2593	0.05702	0.03506	0.24535	0.01777	0.18111	0.05497	0.63334	0.05881	0.12761	0.00759	0.01637	0.02175	0.05619	0.0	0.0	0.50613	0.0	0.0	0.01337	0.00319	0.17186	0.13691	0.0136	0.0	0.02963	0.0063	0.03129	0.17272	0.00361	0.35254	0.18689	0.10806	0.0404	0.27846	0.00888	0.26618	0.09692	0.02926	0.04954	0.06663	0.04699	0.03121	0.13351	0.14329	0.21989	0.03303	0.0	0.00023	0.12067	0.15391	0.08648	0.0	0.25745	0.20121	0.01156	0.15403	0.60845
s__Agathobaculum_butyriciproducens	0	0.60524	0.25009	0.1648	0.09277	0.04767	0.22335	1.20383	0.04481	0.1843	0.0	0.0415	0.0	0.11024	0.15822	0.0	0.10363	0.05901	0.23359	0.22841	0.09544	0.80777	0.0	0.48477	0.1068	0.08168	0.25001	0.39731	0.32271	1.08427	0.22291	0.39756	0.28228	0.00906	1.26846	0.20947	0.22296	0.1615	0.26585	0.18076	0.16085	0.35141	0.39815	0.01343	1.30996	0.31534	0.0882	0.0	0.06999	1.02401	0.18451	1.53499	0.5704	0.72698	0.0397	0.05455	0.38367	0.19467	0.82401	0.07692	0.97864	0.77961	0.06053	0.19359	0.05346	0.75954	0.05885	0.0	0.04701	0.47285	0.37237	0.0	0.12592	0.10643	0.27215	0.08295	0.29357	0.17721	0.03814	0.41617	0.25029	0.33932	0.50311	0.0792	0.14972	0.79278	0.08858	0.0	0.37678	0.27427	0.06362	0.06801	0.0	0.14582	0.11034	0.00129	0.12029	0.19975
s__Bacteroides_xylanisolvens	0	0.58306	0.30392	0.29132	0.20227	0.42954	0.08027	0.01617	0.07833	0.00112	0.00118	0.0	0.13838	0.0313	3.03555	0.0	0.01177	0.0	0.0433	0.33583	0.0	0.10722	0.0	0.87373	0.02833	0.02139	0.00466	0.0	0.03459	0.19974	0.09154	0.89201	0.08767	0.0005	0.00636	6.81681	0.0	0.04295	1.03329	0.14537	0.09742	0.12375	0.20714	0.02656	0.0	0.11369	0.0	0.19942	0.46432	0.07188	0.04145	0.0	0.62838	0.2321	0.12451	0.35625	0.03347	1.76058	0.02212	0.01145	0.01805	0.01022	0.01567	0.38655	0.0	0.02648	0.27141	0.05329	0.26365	0.05018	0.3036	0.00054	0.19565	2.968	0.10848	0.00544	0.0	0.64818	0.13767	0.78847	0.21816	0.01553	0.0	0.01071	0.00975	0.24882	0.0	0.23439	0.50235	0.21242	0.05948	0.13048	2.09572	0.0392	0.0	0.03467	0.73611	0.01498
s__Ruminococcus_gnavus	0	0.55923	1.0046	0.10802	0.0	0.40176	0.26415	0.29651	0.00543	0.18966	0.68437	0.27281	0.01408	0.00367	1.18691	1.20674	0.00865	0.01644	0.0	0.00566	0.01004	1.37199	0.12911	0.17888	0.01302	0.0	1.16669	0.01245	0.00067	0.01597	0.00308	0.0	0.32694	0.0306	0.56524	0.07712	0.14439	0.34281	0.35656	0.0542	0.0	0.21172	0.16064	0.0	0.76889	0.0	0.04593	0.58226	0.01412	0.02879	0.24828	0.88762	0.00377	7.00937	1.91819	0.7871	0.07071	0.20813	3.33993	0.0	1.24441	0.26604	0.0	0.07896	0.2223	0.00318	0.00373	0.0	0.01814	0.07739	0.01737	0.99459	0.09205	0.09164	0.26873	0.0	0.0145	0.08871	0.0602	0.09586	0.11942	0.01257	0.03574	0.00019	0.11446	3.29444	0.00383	0.7368	2.32026	0.32483	0.64744	0.00248	0.51806	0.12959	0.0	0.0	0.08904	0.0
s__Streptococcus_salivarius	0	0.51319	0.0119	0.06728	0.0	0.11895	0.01597	0.04124	0.0	5.52871	0.0053	0.00155	0.09288	0.03733	0.0	0.10702	0.06554	0.00125	0.0	0.04996	0.016	0.14921	0.0	0.08688	0.17408	0.01725	0.01437	0.04617	0.04129	0.1448	0.02071	0.02277	0.06194	0.05912	0.04553	0.0	0.00799	0.33212	0.00952	0.00086	0.1164	0.01557	0.03627	0.0	0.19168	0.04225	0.02604	0.05262	0.0	0.0	0.03331	0.00293	0.01159	0.01944	0.0	0.00132	0.2743	0.04126	0.00522	0.16246	0.02248	0.14817	0.5244	0.0702	0.0	0.01986	0.00426	0.11666	0.06948	0.55871	0.11985	0.09407	0.0081	0.00676	0.18919	0.01521	0.0303	0.77769	0.00384	0.04241	0.08928	0.16092	0.05433	0.19914	0.01042	0.10613	0.00613	0.08576	0.43112	0.04174	0.04537	0.41893	0.00343	0.15565	0.013	0.00063	0.07316	0.09358
s__Ruthenibacterium_lactatiformans	0	0.40283	0.05105	0.68674	0.0	0.14228	0.0	0.01162	0.06772	0.0	0.0	0.04501	0.0	0.09491	0.57032	0.0	0.10339	0.02187	0.02958	0.39229	0.0324	0.0	0.00246	0.01209	0.1397	0.00782	0.01505	0.0	0.03	0.11998	0.01681	0.07155	0.06473	0.04966	0.07663	0.14017	0.0	0.0	0.18849	0.07989	0.0	0.05142	0.71446	0.04857	0.0	0.70148	0.11129	0.09944	0.16279	0.0	0.0	0.03043	0.35286	0.00324	0.08904	0.0	0.00145	0.11384	0.01772	0.0	0.0	0.01623	0.01123	0.13042	0.12294	0.0275	0.02768	0.01234	0.04418	0.0	0.57653	0.0	0.05574	1.46379	0.20049	0.00411	0.08982	0.12768	0.70833	0.0	0.13634	0.0	0.28135	0.05984	0.04917	0.0	0.01455	0.02319	0.20086	0.07494	0.04763	0.02823	0.97544	0.05408	0.08574	0.06479	0.16477	0.02842
s__Megamonas_hypermegale	0	0.39618	0.1454	0.0	0.0	0.0	0.26668	0.0	0.11044	0.0	0.0	0.0	0.02011	0.04336	0.0	0.0	0.0	0.00953	0.0346	0.0	0.34843	0.7771	0.01553	0.17474	0.0	0.0	0.00127	0.0	0.12142	0.0	0.03855	0.0	0.0	0.18526	0.04075	0.0	0.25158	0.0	0.05804	0.0	0.50173	0.01004	0.01772	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.42128	0.0	0.0	0.0	0.0	0.09048	0.0	0.42459	0.0	0.03553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03984	0.94612	0.0	0.0	0.06506	0.0	0.0	0.03032	0.01368	0.0	0.0	0.0	0.0	0.01163	0.07766	0.0	0.02697	0.30304	0.0	0.08843	0.01296	0.04388	0.0	0.0	0.01371	0.0	0.0	0.04484
s__Bacteroides_stercoris	0	0.3886	21.28663	0.01614	0.33161	0.00854	1.09962	0.05087	0.82289	0.00428	44.9942	8.94909	0.29405	0.58838	0.01085	25.51754	40.5829	0.0	0.02691	5.38102	3.88078	0.00514	22.2888	0.0038	8.50698	0.40138	0.02583	9.12387	0.01176	1.65173	7.45402	0.0	0.05864	3.08725	2.53036	9.30235	0.0055	7.76856	10.89696	4.40651	3.2413	1.51526	0.0129	1.67633	0.00824	3.00982	0.54354	0.10266	29.67852	0.24036	2.31372	1.85647	0.1517	7.08852	15.61134	3.98521	16.41027	17.1615	0.01014	0.02061	0.01515	15.0795	0.19688	6.60384	8.08372	0.37618	29.0924	4.80453	15.97151	9.10265	6.89925	33.02521	13.16178	1.8353	0.03052	0.11068	0.82037	4.70232	9.89701	1.2948	32.24802	0.22619	1.05929	0.1663	0.11564	27.9698	0.72521	2.74913	0.00661	2.35891	15.35247	10.69855	0.00772	0.0098	2.54967	0.08986	1.23962	0.24757
s__Dorea_longicatena	0	0.37656	0.0	0.02044	0.04044	0.0	0.22674	0.28372	0.01881	0.0	0.0	0.0241	0.06097	0.18565	0.15013	0.0	0.13614	0.11418	0.25587	0.14806	0.03	0.20281	0.02276	0.24233	0.85506	0.2819	0.22374	0.1132	0.36926	0.23137	0.29536	0.10716	0.19841	0.21739	0.41501	0.09872	0.12395	0.36343	0.24545	0.29018	0.25369	0.77083	0.1027	0.16376	0.22813	0.35465	0.41042	0.36731	0.06214	0.17484	0.13517	0.0	0.56835	0.76749	0.14636	0.16194	0.20228	0.68594	0.88464	0.03419	0.27861	0.33283	0.38414	0.08125	0.0	0.15405	0.07547	0.0	0.05925	0.27876	0.34006	0.0	0.14831	0.08536	0.16437	0.16724	1.06419	0.14076	0.20087	0.17448	0.20813	0.26274	0.0	0.15491	0.19504	0.47112	0.07987	0.0	0.0	0.17818	0.27216	0.115	0.0	0.36003	0.38967	0.01242	0.7815	0.15484
s__Bacteroides_vulgatus	0	0.3035	27.06811	0.12099	7.93395	0.0224	7.54436	20.59832	2.41563	1.76694	15.81999	14.28974	1.45268	1.40873	0.02236	0.03845	13.73878	1.66016	14.82713	3.62036	0.54417	0.05571	0.0827	12.56591	6.28111	0.35051	33.7292	10.39382	6.73985	4.42571	5.28615	9.35657	2.29277	1.16493	2.11569	1.82994	7.87113	14.32642	30.16958	27.86922	4.56184	10.945	0.01709	4.62862	0.01751	7.92235	2.57267	16.02755	6.17982	0.18869	7.22175	3.91818	5.42512	19.64487	14.2612	11.89601	9.92396	20.11486	10.64835	0.77427	7.6833	13.50769	0.11562	10.5266	11.30424	9.15771	18.95688	0.02626	16.24004	42.09649	14.77904	3.28845	13.2822	8.75064	0.12406	0.51351	0.35178	3.52361	11.08924	3.88819	9.71196	1.55568	0.00585	0.65939	2.44987	9.38855	1.16373	14.09598	0.04205	13.49256	9.56909	16.03471	3.19889	2.37306	0.10757	12.15284	6.20429	0.0931
s__Bacteroides_plebeius	0	0.29003	0.01502	38.61207	0.0	0.01942	0.01128	0.01358	12.12149	0.00459	0.09244	0.0	0.0	0.02586	4.79529	0.0981	0.03908	10.69104	0.12005	30.33036	52.98089	37.15423	0.01028	0.0523	0.04868	2.17607	0.01563	27.82643	0.04914	20.67179	32.00575	0.0	14.25767	22.61517	36.6226	8.30306	0.07294	0.0468	0.08161	0.01724	54.25935	7.7386	0.04674	15.62841	0.00131	0.04589	23.31299	0.02294	0.07631	0.21344	63.76426	56.3428	0.04632	0.02417	14.23688	42.7798	0.05262	0.14429	47.08314	3.97785	50.21608	0.00515	1.03737	36.90262	32.32959	0.24396	0.02376	53.04212	20.28696	0.14234	26.11811	0.151	32.51841	0.0	26.58822	2.42663	1.62493	37.40596	19.74527	4.89654	0.28857	17.83977	0.01966	4.70379	0.01595	0.18	16.40758	63.80391	0.06133	0.0399	0.03167	0.04553	0.01184	0.0476	7.99825	17.55752	0.0473	10.63356
s__Phascolarctobacterium_faecium	0	0.27935	0.01913	0.64248	0.70769	0.7704	0.07945	0.0	0.30511	0.00294	0.00673	0.33114	0.0	0.0	0.0	0.0	0.0	0.66658	0.0	0.78699	0.32393	0.0	0.46543	0.0	0.0157	0.0	0.24603	0.61571	1.1221	0.00433	0.49315	0.97836	0.08648	0.0	0.61535	2.19805	0.00196	0.14179	1.14826	0.0	0.03011	0.0	0.58503	0.04146	0.0	0.0	0.37922	0.45362	1.13498	0.0	0.27364	0.20254	0.0	0.58469	0.5852	0.0	0.13389	0.04018	0.0	0.0	0.0	0.00538	0.00243	0.33059	0.28524	0.01574	0.20044	0.25594	0.59049	0.0048	0.18279	0.38681	0.54445	0.22348	0.46806	0.0	0.00046	0.24185	0.38528	0.0	0.36164	0.09124	0.0	0.0003	0.02085	0.5612	0.95892	0.0	0.80978	0.0772	0.36309	0.58247	0.5696	0.0	0.0	1.25866	1.79395	0.0212
