clade_name	NCBI_tax_id	YEZ_BA1	YEZ_BA10	YEZ_BA11	YEZ_BA12	YEZ_BA13	YEZ_BA15	YEZ_BA16	YEZ_BA17	YEZ_BA18	YEZ_BA19	YEZ_BA2	YEZ_BA20	YEZ_BA21	YEZ_BA22	YEZ_BA3	YEZ_BA4	YEZ_BA5	YEZ_BA6	YEZ_BA7	YEZ_BA8	YEZ_N-1	YEZ_N-10	YEZ_N-11	YEZ_N-12	YEZ_N-13	YEZ_N-14	YEZ_N-15	YEZ_N-16	YEZ_N-17	YEZ_N-18	YEZ_N-19	YEZ_N-2	YEZ_N-20	YEZ_N-21	YEZ_N-22	YEZ_N-23	YEZ_N-24	YEZ_N-25	YEZ_N-26	YEZ_N-27	YEZ_N-28	YEZ_N-29	YEZ_N-3	YEZ_N-30	YEZ_N-31	YEZ_N-32	YEZ_N-33	YEZ_N-34	YEZ_N-35	YEZ_N-36	YEZ_N-37	YEZ_N-38	YEZ_N-39	YEZ_N-4	YEZ_N-40	YEZ_N-41	YEZ_N-42	YEZ_N-43	YEZ_N-44	YEZ_N-45	YEZ_N-46	YEZ_N-47	YEZ_N-48	YEZ_N-8	YEZ_N-9
s__Kluyvera_ascorbata	0	0.00933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.00898	0.0	0.0	0.04584	0.01162	0.0	0.00297	0.0	0.0	0.0	0.0037	0.79112	0.0	0.006	0.0	0.0	0.02751	0.0	0.0	0.0	0.06455	0.0	0.00478	0.0	0.0	0.10317	0.0	0.01006	0.10196	0.00897	0.00752	0.1098	0.0	0.00213	0.0	0.0	0.0	0.0	0.00317	0.0	0.00337	0.01204	0.0	0.0	0.0	0.0	0.08206	0.0	0.01376	0.0	0.14146	0.04226	0.0	0.01684	0.00526	0.0	0.01448	0.01873	0.0	0.0	0.0	0.00172	0.0	0.0	0.0
s__Coprobacter_fastidiosus	0	0.00821	0.0	0.02747	0.17244	0.06508	0.0	0.34409	0.0	0.0	0.67739	0.0	0.0	0.0	0.00582	1.50293	0.07288	0.0	0.01503	0.10322	0.04364	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.0	0.0	0.48039	0.00052	0.0	0.41803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598	0.0	0.15667	0.0	0.0397	0.05268	0.01574	1.82771	0.0	0.0	0.00768	0.0	0.0	0.0	0.49222	0.0	0.00095	0.0	0.0	0.0	0.0
s__Cardiobacterium_hominis	0	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.00747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0339	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_eligens	0	0.00719	0.0	0.0	0.31926	0.03133	0.00424	4.33578	0.18231	0.01292	0.0	1.1493	0.36647	0.0	0.00729	0.11881	0.16534	0.18571	0.2897	0.00921	0.0	0.0	1.03877	1.97703	0.0	0.06179	2.15735	0.33328	1.53961	0.00273	0.66881	0.05644	0.00105	1.06162	0.42701	0.0	0.0	0.0	0.0	0.01478	0.42101	0.07097	0.65944	0.02848	0.0036	0.0123	0.4067	0.56433	0.0	0.10402	0.0014	0.12679	0.62658	0.91968	0.15083	0.05739	0.0	0.07124	0.00248	0.09362	0.0	0.00055	0.06152	0.01292	0.01707	0.0
s__Butyricimonas_virosa	0	0.00671	0.0	0.00306	0.18198	0.05825	0.00068	0.3641	0.1737	0.0	0.0	0.0	0.69484	0.06663	0.0	0.03987	0.07979	0.74376	0.00923	0.03221	0.07494	0.0	0.17452	0.52425	0.0	0.08979	0.08289	0.3973	0.04305	0.02175	0.02389	0.00094	0.0	0.00069	0.04979	0.65635	0.26903	0.0	0.0	0.28144	0.0	0.0	0.0	0.00055	0.0	0.12978	0.15058	0.13994	0.0	0.09637	0.0	0.0	0.55517	0.09776	0.00935	0.03944	0.0	0.0	0.27703	0.60615	0.19621	0.00478	0.02365	0.04376	0.0	0.0
s__Coprococcus_comes	0	0.00659	0.0	0.0	0.16071	0.0386	0.02188	0.0	0.21929	0.0	0.0	0.15165	0.20102	0.00108	0.0	0.05841	0.05425	0.03909	0.0	0.00699	0.0	0.0	0.05596	0.01198	0.07179	0.03368	0.24967	0.04338	0.07115	0.00427	0.00593	0.00075	0.0	0.02223	0.01359	0.02504	0.00653	0.09375	0.01327	0.63288	0.05281	0.00801	0.0	0.00143	0.00742	0.02477	0.0	0.0	0.0	0.04773	0.0	0.01712	0.09486	0.09799	0.00196	0.0	0.0	0.53019	0.01711	0.20751	0.0	0.0036	0.07708	0.0	0.04945	0.0
s__Coprococcus_catus	0	0.00627	0.0	0.0	0.01762	0.02191	0.08036	0.0	0.0	0.0	0.0	0.06241	0.01927	0.01928	0.0	0.0	0.00729	0.0253	0.0	0.0	0.005	0.0	0.01082	0.00812	0.00485	0.0	0.0	0.0	0.00877	0.01624	0.0	0.0	0.0	0.05929	0.01193	0.02059	0.0	0.0	0.0	0.05207	0.04938	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.00164	0.01597	0.0	0.00106	0.0	0.0	0.01649	0.00652	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.00612	0.0	0.0	0.00745	0.0	0.0	0.0	0.0	0.0	0.0	0.01676	0.0	0.0	0.00532	0.00214	0.0	0.0	0.0	0.0358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04092	0.01345	0.0	0.0	0.04349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.03829	0.0	0.0	0.09583	0.01399	0.0	0.0	0.0	0.0	0.0	0.0	0.01842	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0	0.00524	0.0	0.08233	0.0	0.71146	0.0	0.14875	0.18569	0.0	0.03437	0.10519	0.0	0.53479	0.02393	0.85913	0.23158	0.02062	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.2047	0.0	0.0	0.0	0.0	0.10788	0.05728	0.0	1.14898	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06749	0.0	0.0	0.0	0.0	0.0	0.0	0.16243	0.11928	0.0	0.46711	0.0	0.0058	0.07488	0.0	0.0	0.00222	0.32782	0.0	0.03128	0.00451	0.0243	0.0	0.54924
s__Actinomyces_sp_ICM47	0	0.00496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_finegoldii	0	0.00461	5.60898	0.0	0.32757	0.29724	0.14601	0.0	0.05678	0.0	0.03917	0.0	0.14126	0.09403	0.01286	0.51674	1.05277	0.66438	0.0	0.81765	0.00239	0.01517	1.11188	0.0	0.0	0.0	0.0	0.22683	0.21473	0.0	0.01511	0.0	0.0	0.0	0.92255	0.0	0.05553	0.0	0.0	0.0	0.09596	0.00058	0.0	0.0	0.0	0.06378	0.01191	0.14933	0.0	1.15304	0.0	0.00821	1.73124	0.0	0.0068	0.00358	0.0	0.2468	0.06668	0.0	0.0	0.07468	0.02177	0.0	0.0	0.49672
s__Ruthenibacterium_lactatiformans	0	0.00446	0.60425	0.03987	0.00082	0.13022	0.00101	5.24047	0.08131	0.03338	0.36651	0.06679	0.00785	0.0181	0.0	0.09042	0.01888	0.00246	0.0	0.38516	1.65239	0.0	0.00981	0.0	0.0976	0.02668	0.18121	0.00556	0.17228	0.0	0.00237	0.0	0.28058	0.01359	0.0246	0.30181	0.08293	0.02317	0.0	0.03739	0.00208	0.0	0.09047	0.0	0.0	0.02404	0.20847	0.22183	0.0	0.0	0.0731	0.0	0.00372	0.01403	0.00218	0.01134	0.10993	0.0	0.00259	0.05049	0.09429	0.00944	0.01164	0.01878	0.08022	0.02047
s__Oscillibacter_sp_CAG_241	0	0.00435	0.0	0.0	0.0	0.24655	0.00518	0.0	0.0	0.0	0.06046	0.0	0.00854	0.00146	0.0	0.0	0.0	0.00525	0.0	0.0	0.29182	0.0	0.17188	0.05736	0.0	0.0546	0.0	0.0	0.0	0.03148	0.00333	0.0	0.0	0.0	0.00589	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.02784	0.04456	0.0	0.0	0.0	0.0	0.0	0.01511	0.0	0.00952	0.01667	0.0	0.0	0.0	0.41944	0.0	0.01619	0.08547	0.0	0.0	0.0
s__Eubacterium_hallii	0	0.00388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00722	0.0	0.0	0.0	0.0	0.01372	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01108	0.0	0.01394	0.0	0.0	0.00496	0.04222	0.0	0.0	0.03967	0.02072	0.0	0.02153	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.00255	0.02198	0.0	0.0	0.0	0.0002	0.0	0.03756	0.00955	0.0	0.0	0.0	0.00879	0.0
s__Roseburia_sp_CAG_471	0	0.00303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.01262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01227	0.03029	0.0	0.0	0.0	0.00636	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.003	3.55331	0.00986	0.17704	0.01854	0.04872	0.13145	0.0	0.0	1.17332	3.80442	0.00221	0.08922	0.56082	0.0	0.17794	0.0055	0.93387	0.00391	7.37954	1.98406	0.03834	0.10272	0.02636	0.13995	0.0477	0.0348	3.30942	0.15076	0.02317	0.0	0.0	0.0	0.09202	0.0	0.0	0.11942	0.19785	0.00597	0.0	0.0	0.0	0.05864	0.0	0.0	0.04104	0.03871	0.00707	0.50952	0.22497	0.04256	0.0	0.30122	0.02392	0.02518	0.0	0.04398	0.0	0.17318	0.04951	0.04477	0.0	0.0	0.55195	0.01888
s__Firmicutes_bacterium_CAG_110	0	0.00249	0.0	0.0	0.0	0.0255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.31099	0.0	0.0	0.03927	0.0	0.56332	0.0	0.0	0.0971	0.0	0.0	0.0	0.04634	0.0	0.0	0.0	0.0	0.01041	0.0	0.0	0.0	0.0	0.01632	0.0	0.0	0.0	0.0	0.0	0.04492	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.02935	0.20368	0.0	0.0	0.00382	0.35163	0.0	0.0021	0.312	0.0	0.0	0.0
s__Butyricimonas_synergistica	0	0.00242	0.0	0.0	0.0	0.0	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.04072	0.0	0.07483	0.0	0.01282	0.00188	0.06336	0.07935	0.0	0.18797	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.00742	0.17316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00507	0.0	0.0122	0.0	0.00407	0.0	0.0962	0.0	0.0	0.0	0.0	0.0	0.04838	0.0	0.0	0.0	0.07409	0.00267	0.0	0.01347	0.0	0.0	0.0
s__Veillonella_rogosae	0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_5226	0	0.00201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_clarus	0	0.0015	0.0	0.0	0.0	0.04715	0.0	0.0	0.0	0.0	0.0	0.0736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13624	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0376	0.0	0.0	1.76944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00931	0.0	0.01743	0.44562	0.00746	0.0	0.0	0.00043	0.00147	0.0	0.15498	0.0	0.06765	0.0	0.0	0.0	0.0	0.08902	0.0
s__Clostridium_sp_CAG_510	0	0.0005	0.0	0.01334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.76079	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71624	0.0	0.0	0.0	0.0	0.15165	0.0205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.03347	0.0	0.0	0.0	0.0	0.0	0.0	1.3821	0.0	0.0	0.0
s__Bifidobacterium_longum	0	0.0	2.86556	0.00069	0.03112	0.0	0.02197	0.0	0.0	0.01645	1.56743	2.36935	0.0	0.04486	0.16607	0.0	0.13956	0.00287	0.09826	0.75959	11.7099	0.4769	0.0	0.02007	0.0234	0.00162	0.0	0.0	0.7299	0.94048	0.02792	0.0	0.0	0.02524	0.05478	0.07454	0.00181	0.08526	0.0	0.18124	0.0	0.0	0.00382	0.10154	0.0	0.0	0.03067	0.00488	0.0	0.42539	0.75684	0.02189	0.0	0.11349	0.00101	0.0973	0.0	0.01374	0.0	0.00446	0.0	0.23095	0.0	0.0	0.34382	0.0
s__Alistipes_indistinctus	0	0.0	0.68735	0.00079	0.00058	0.12941	0.82693	0.04823	0.0	0.0	0.02826	0.10072	0.0	0.0	0.0	0.0423	0.02547	0.03714	0.43491	0.04278	0.14369	0.0	0.0	0.00574	0.0	0.11036	0.03421	0.25244	0.06511	0.0	0.00848	0.0005	0.01082	0.0	0.0	0.05406	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.00133	0.0	0.09141	0.06704	0.05002	0.0	0.01784	0.0	0.0	0.01008	0.01104	0.0	0.00616	0.62255	0.0	0.0	0.0	0.05655	0.0	0.00705	0.0	0.00243	0.0
s__Bacteroides_fragilis	0	0.0	0.27469	0.0	0.36457	0.01328	0.0	0.0	0.0	0.0	0.99391	1.92239	1.15434	0.0	0.0	0.02856	1.37344	0.06359	0.65744	3.04072	0.09376	0.05855	0.0	0.0	0.0	0.0	1.31221	0.00683	0.00786	0.25264	0.0	0.00366	0.00463	0.78736	0.00207	0.70379	0.01601	2.34056	0.0	0.33382	1.4646	0.00103	0.10163	0.04143	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.04688	0.01639	0.0	0.00383	0.0	0.21118	0.0141	0.0	0.12126	2.5475	0.02628	0.09523	0.0	0.0	0.0
s__Ruminococcus_bromii	0	0.0	0.19519	0.21883	3.72875	0.3856	0.0	0.0	0.0	0.02738	0.07266	0.0	0.0	3.42758	0.26827	0.0	0.0	0.6571	0.0	0.17756	1.68674	0.0	0.59502	0.0	0.0	0.00259	0.29496	0.1177	0.15802	0.0	0.11128	0.02048	2.4854	0.0	0.00587	5.13763	0.0	0.46429	0.0	0.00986	0.17786	0.0	0.66776	1.31412	0.00678	0.34181	0.27535	0.12741	0.0	0.0	0.09908	0.00069	0.0379	0.00512	0.00766	0.85274	0.0	0.0	0.0	0.63424	0.09843	0.5592	0.01412	0.0	0.62252	0.72092
s__Ruminococcus_gnavus	0	0.0	0.19402	0.0	0.0	0.0	0.0	0.1874	0.01036	0.32986	0.0	0.03344	0.0	0.0	0.0	0.0	0.09549	0.00026	0.0	0.11868	0.0	0.06545	0.0	0.0	0.0	0.0	0.14402	0.02225	0.00052	0.0	0.04104	0.0	0.09053	0.0	0.00705	0.01308	0.01046	0.216	0.00442	0.0	0.0	0.0	0.21122	0.02105	0.0	0.0	0.0153	0.00545	0.05072	0.0	0.0	0.01199	0.0008	0.0	0.61325	0.0	0.01381	0.148	0.00295	0.0	0.08719	0.0	0.0	0.0	0.02604	0.14882
s__Eisenbergiella_massiliensis	0	0.0	0.04476	0.0	0.0	0.0	0.0	0.50692	0.0	0.0	0.0	0.03593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10102	0.0	0.0	0.0	0.0	0.0	0.0	0.04099	0.0	0.0	0.0	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.04139	0.0	0.0	0.0	0.0	0.28874	0.0	0.0	0.0	0.0	0.01488	0.0	0.03396	0.05084	0.0	0.0	0.03621	0.01086	0.0	0.0	0.05574	0.0	0.0	0.13983	0.18547	0.0	0.0	0.0	0.0	0.0	0.01943	0.08661	0.0	0.0	0.0	0.26758	0.0	0.0	0.0	0.0	0.0	0.0	0.02163	0.0	0.0	0.25295	0.0	0.0	0.0	0.0	0.08623	0.04763	0.0	0.0	0.0	0.0	0.02248	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.01555	0.07817	0.0	0.05222	0.0	0.02184	0.0	0.32361	0.01098	0.00105	0.48107	0.0496	0.01364	0.019	0.20273	0.0	0.0	0.0	0.01272	0.43731	1.36945	0.12469	0.15344	0.04877	0.03172	0.01029	0.1964	0.9376	0.0	0.01114	0.03263	0.66807	0.00287	0.01981	0.01136	2.59605	0.0652	0.16244	0.55586	0.00033	0.95685	0.06488	0.0	0.21156	0.08018	0.00387	0.0	0.09666	0.0	0.0	0.01732	0.0	0.08666	0.02566	0.17475	0.0	0.0	0.0	0.22162	0.00388	0.0	0.0	0.04676	1.16433
s__Dielma_fastidiosa	0	0.0	0.01004	0.0	0.0	0.0	0.0	0.07426	0.0	0.0	0.0	0.01024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00687	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_ramulus	0	0.0	0.00766	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.58634	0.01478	0.0	0.0	0.0	0.0	0.02501	0.00161	0.0	0.0	0.0	0.00116	0.00417	0.0	0.0	0.00499	0.0	0.0	0.0063	0.04281	0.00177	0.0	0.06152	0.00148	0.0	0.0	0.01314	0.00227	0.01754	0.1071	0.0	0.00073	0.0	0.0	0.00347	0.00556	0.00621	0.0	0.00116	0.0	0.0	0.01271	0.04897	0.0	0.0	0.0	0.0	0.0	0.02987	0.01966	0.0	0.0	0.0	0.01182	0.0
s__Clostridium_symbiosum	0	0.0	0.0062	0.0	0.0	0.0	0.0	0.06666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02745	0.0	0.0	0.0	0.0	0.0	0.01608	0.0	0.0	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	0.21961	0.0	0.0	0.0	0.00065	0.0	0.00164	0.0	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerostipes_hadrus	0	0.0	0.00561	0.00202	0.05129	0.0	0.00117	0.0	0.00533	0.0	0.0	0.32673	0.34599	0.0	0.0	0.0	0.01813	0.01222	0.00607	0.0	0.01682	0.06404	0.0	0.13768	0.0	0.0	0.00295	0.00586	0.10399	0.0	0.0159	0.00496	0.0	0.06705	0.0541	0.06056	0.11533	0.0481	0.04915	0.0	0.0238	0.02482	0.03241	0.00947	0.0	0.00368	0.13253	0.15204	0.0	0.00571	0.0	0.0	0.0113	0.13226	0.0	0.0	0.0	1.27792	0.0036	0.1961	0.21246	0.0	0.0	0.0	0.37005	0.01817
s__Gordonibacter_pamelaeae	0	0.0	0.00365	0.0	0.00385	0.0	0.0	0.03447	0.0	0.0	0.04896	0.14716	0.0	0.0	0.0	0.0	0.01529	0.0	0.007	0.0	0.3828	0.0	0.0	0.0	0.03068	0.0	0.0	0.0	0.03049	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.00551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01534	0.0	0.00667	0.0	0.0	0.0	0.01988	0.00031	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.00349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17162	0.70909	0.00378	0.09983	0.0	0.0	0.0	0.0	0.0	0.05936	0.0	0.0	0.0	0.0	0.0	0.0	0.52936	0.0	0.08659	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60081	0.0
s__Phascolarctobacterium_faecium	0	0.0	0.0	0.3368	0.33762	0.0	0.20324	0.39237	0.0	0.03418	0.14771	0.08808	0.3453	0.28263	0.0444	0.31412	0.32931	0.0	0.22241	0.22637	0.06274	0.17351	0.00992	0.25522	0.05738	0.0	0.07278	0.36833	0.30074	0.2567	0.00857	0.00931	0.52956	0.7995	0.30889	0.10597	0.53576	0.0	0.3851	0.0	0.0	0.0	0.0	0.02624	0.0	0.72976	0.35746	1.329	0.0	0.00453	0.00095	0.00141	0.02973	0.14758	0.00181	0.08013	2.4462	0.10515	0.07355	0.01311	0.03145	0.05245	0.0	0.0	0.56441	0.16208
s__Bacteroides_salyersiae	0	0.0	0.0	0.03151	0.0	0.02811	0.0	0.02412	0.07704	0.0	0.26339	0.0	0.87342	0.0	0.0	0.0	0.03579	0.05112	0.0	0.0	0.0	0.0	0.31228	0.24222	0.0	0.02362	0.0029	0.71824	0.0	0.0	0.00103	0.0	0.06539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00994	0.0	0.04967	0.44544	0.0	0.0	0.32338	0.0	0.0	0.0	0.0	0.0	0.01398	0.0	0.0	0.0	0.0	0.0	0.01202	0.0	0.0	0.0	0.00269
s__Intestinimonas_butyriciproducens	0	0.0	0.0	0.02227	0.0	0.0106	0.0	3.26869	0.0	0.0	0.05324	0.0	0.0	0.07172	0.0	0.09147	0.12316	0.0	0.17051	0.0	0.38065	0.0	0.01019	0.0	1.53297	0.01622	0.4533	0.00865	0.0	0.0	0.00629	0.0	0.0	0.12759	0.0	0.00235	0.62126	0.0	0.0	0.0135	0.0	0.0	0.05745	0.0	0.0	0.04576	0.02367	0.0	0.0	0.0	0.03258	0.0	0.00479	0.05176	0.0	0.00483	0.0405	0.0	0.0	0.0	0.3054	0.01045	0.0	0.0	0.00777	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.02188	0.0	0.0055	0.0	2.48619	0.0	0.035	0.01625	0.0	0.0	0.0	0.0	0.05036	0.0	0.00667	0.00612	0.0	0.0	0.0	0.0	0.02806	0.00056	0.17084	0.38353	0.0	0.0	0.00023	0.00032	0.0	0.01612	0.0	0.0091	0.12726	0.01657	0.0	0.0	0.18756	0.0	0.0	0.0	0.0	0.0	0.06379	0.11732	0.34689	0.0	0.0	0.0	0.0	0.02181	0.0	0.0	0.00273	0.0	0.0	0.0	0.52538	0.74352	0.00813	0.0	0.00874	0.0	0.0
s__Bacteroides_cellulosilyticus	0	0.0	0.0	0.01664	0.06076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08926	0.01434	0.0	0.0	0.03238	0.0	0.0	0.0064	0.01222	0.0	0.0	0.00127	0.42215	0.04963	0.50464	0.2767	0.0	0.00152	0.00859	0.0	0.0	2.59823	0.09799	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.00285	0.0	0.5292	0.43049	0.002	0.0	0.0	0.41309	0.00584	0.00444	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0
s__Blautia_wexlerae	0	0.0	0.0	0.01608	0.00337	0.00358	0.07952	0.0291	0.01918	0.0	0.0	0.00717	0.01136	0.00077	0.04324	0.01837	0.00183	0.03423	0.00241	0.0	0.0013	0.06062	0.05259	0.00207	0.00042	0.00876	0.02717	0.00175	0.04165	0.0085	0.00706	0.0	0.0	0.16086	0.02947	0.0	0.00389	0.08139	0.01068	0.00222	0.02126	0.0	0.00253	0.0	0.0	0.02115	0.0	0.01277	0.0	0.04134	0.0	0.0	0.00087	0.02044	0.00146	0.0	0.12263	0.09045	0.00285	0.0	0.39641	0.00382	0.0	0.0	0.0788	0.0
