clade_name	NCBI_tax_id	CA_C10001IS2006FE_t1M15	CA_C10001IS2009FE_t2M15	CA_C10001IS2010SA_t2M15	CA_C10001IS2012FE_t3M15	CA_C10001MS2001SA_t0M15	CA_C10001MS2003VA_t0M15	CA_C10002IS2023FE_t2M15	CA_C10002IS2024SA_t2M15	CA_C10002IS2026FE_t3M15	CA_C10002IS2028FE_t4M15	CA_C10002MS2015SA_t0M15	CA_C10002MS2016FE_t0M15	CA_C10003IS2038SA_t2M15	CA_C10003IS2040FE_t3M15	CA_C10003IS2042FE_t4M15	CA_C10003MS2030FE_t0M15	CA_C10003MS2031VA_t0M15	CA_C10003MS2032SK_t0M15	CA_C10005IS2066FE_t1M15	CA_C10005IS2069FE_t2M15	CA_C10005IS2070SA_t2M15	CA_C10005IS2077FE_t4M15	CA_C10005MS2061SA_t0M15	CA_C10005MS2062FE_t0M15	CA_C10006IS2084FE_t1M15	CA_C10006IS2085SA_t1M15	CA_C10006IS2087FE_t2M15	CA_C10006IS2088SA_t2M15	CA_C10006IS2091FE_t3M15	CA_C10006IS2095FE_t4M15	CA_C10006IS2095FE_t5M16	CA_C10006MS2079SA_t0M15	CA_C10006MS2082SK_t0M15	CA_C10007IS2102FE_t1M15	CA_C10007IS2105FE_t2M15	CA_C10007IS2106SA_t2M15	CA_C10007IS2110FE_t3M15	CA_C10007IS2113FE_t5M16	CA_C10007IS2114FE_t4M15	CA_C10007MS2097SA_t0M15	CA_C10007MS2098FE_t0M15	CA_C10007MS2099VA_t0M15	CA_C10007MS2100SK_t0M15	CA_C10008IS2120FE_t1M15	CA_C10008IS2121SA_t1M15	CA_C10008IS2123FE_t2M15	CA_C10008IS2124SA_t2M15	CA_C10008IS2127FE_t3M15	CA_C10008IS2131FE_t5M16	CA_C10008MS2115SA_t0M15	CA_C10008MS2117VA_t0M15	CA_C10009IS2138FE_t1M15	CA_C10009IS2139SA_t1M15	CA_C10009IS2141FE_t2M15	CA_C10009IS2142SA_t2M15	CA_C10009IS2145FE_t3M16	CA_C10009IS2149FE_t4M15	CA_C10009IS2149FE_t5M16	CA_C10009MS2133SA_t0M15	CA_C10009MS2134FE_t0M15	CA_C10009MS2135VA_t0M15	CA_C10009MS2136SK_t0M15	CA_C10015IS2235FE_t3M15	CA_C10015IS2246FE_t1M15	CA_C10015IS2247SA_t1M15	CA_C10015IS2249FE_t2M15	CA_C10015IS2250SA_t2M15	CA_C10015MS2241SA_t0M15	CA_C10015MS2242FE_t0M15	CA_C10019IS2318FE_t1M15	CA_C10019IS2321FE_t2M15	CA_C10019IS2322SA_t2M15	CA_C10019IS2329FE_t4M15	CA_C10019IS2329FE_t5M16	CA_C10019IS2352FE_t3M15	CA_C10019MS2313SA_t0M15	CA_C10019MS2314FE_t0M16	CA_C10019MS2316SK_t0M15	CA_C10020IS2336FE_t1M15	CA_C10020IS2337SA_t1M15	CA_C10020IS2339FE_t2M15	CA_C10020IS2343FE_t3M15	CA_C10020IS2345FE_t5M16	CA_C10020IS2347FE_t4M15	CA_C10020MS2331SA_t0M15	CA_C10020MS2332FE_t0M15	CA_C10023IS2390FE_t1M15	CA_C10023IS2393FE_t2M15	CA_C10023IS2394SA_t2M15	CA_C10023IS2397FE_t3M15	CA_C10023IS2401FE_t4M16	CA_C10023IS2401FE_t5M16	CA_C10023MS2385SA_t0M15	CA_C10023MS2386FE_t0M15	CA_C10023MS2387VA_t0M15	CA_C10024IS2408FE_t1M15	CA_C10024IS2411FE_t2M15	CA_C10024IS2412SA_t2M15	CA_C10024IS2415FE_t3M15	CA_C10024IS2419FE_t4M15	CA_C10024IS2419FE_t5M16	CA_C10024MS2403SA_t0M15	CA_C10024MS2405VA_t0M15	CA_C10026IS2444FE_t1M15	CA_C10026IS2449FE_t2M15	CA_C10026IS2451FE_t3M15	CA_C10026IS2465FE_t4M16	CA_C10026MS2439SA_t0M15	CA_C10026MS2440FE_t0M15	CA_C10026MS2441VA_t0M15	CA_C10029IS2496FE_t1M15	CA_C10029IS2497SA_t1M15	CA_C10029IS2499FE_t2M15	CA_C10029IS2500SA_t2M15	CA_C10029IS2503FE_t3M15	CA_C10029MS2491SA_t0M15	CA_C10029MS2492FE_t0M15	CA_C10029MS2493VA_t0M16	CA_C10029MS2494SK_t0M15	CA_C10031IS2530FE_t1M15	CA_C10031IS2531SA_t1M15	CA_C10031IS2534SA_t2M15	CA_C10031IS2537FE_t3M15	CA_C10031IS2541FE_t4M15	CA_C10031IS2541FE_t5M16	CA_C10031MS2525SA_t0M15	CA_C10031MS2526FE_t0M15	CA_C10031MS2527VA_t0M15	CA_C10031MS2528SK_t0M15	CA_C10032IS2548FE_t1M15	CA_C10032IS2549SA_t1M15	CA_C10032IS2551FE_t2M15	CA_C10032IS2552SA_t2M15	CA_C10032IS2555FE_t3M15	CA_C10032IS2559FE_t4M15	CA_C10032IS2559FE_t5M16	CA_C10032MS2543SA_t0M15	CA_C10032MS2544FE_t0M15	CA_C10032MS2545VA_t0M15	CA_C10034IS2584FE_t1M15	CA_C10034IS2585SA_t1M15	CA_C10034IS2587FE_t2M15	CA_C10034IS2588SA_t2M15	CA_C10034IS2591FE_t3M15	CA_C10034IS2595FE_t4M15	CA_C10034MS2579SA_t0M15	CA_C10034MS2580FE_t0M15	CA_C10034MS2581VA_t0M16	CA_C10034MS2582SK_t0M15	CA_C10035IS2602FE_t1M15	CA_C10035IS2603SA_t1M15	CA_C10035IS2605FE_t2M15	CA_C10035IS2606SA_t2M15	CA_C10035IS2609FE_t3M16	CA_C10035IS2913FE_t4M16	CA_C10035MS2597SA_t0M15	CA_C10035MS2598FE_t0M15	CA_C10035MS2599VA_t0M15	CA_C10035MS2600SK_t0M15	CA_C10039IS2675SA_t1M15	CA_C10039IS2677FE_t2M16	CA_C10039IS2678SA_t2M15	CA_C10039IS2681FE_t3M16	CA_C10039MS2669SA_t0M15	CA_C10039MS2670FE_t0M16	CA_C10039MS2671VA_t0M15	CA_C10039MS2672SK_t0M16	CA_C10042IS2731FE_t2M16	CA_C10042IS2732SA_t2M16	CA_C10042IS2735FE_t3M16	CA_C10042IS2739FE_t4M16	CA_C10042IS2739FE_t5M16	CA_C10042MS2723SA_t0M16	CA_C10042MS2724FE_t0M16	CA_C10042MS2725VA_t0M15	CA_C10042MS2726SK_t0M15	CA_C10043IS2747SA_t1M16	CA_C10043IS2749FE_t2M16	CA_C10043IS2750SA_t2M16	CA_C10043MS2741SA_t0M16	CA_C10043MS2742FE_t0M16	CA_C10043MS2743VA_t0M15	CA_C10043MS2744SK_t0M15	CA_C10049IS2854FE_t1M16	CA_C10049IS2855SA_t1M16	CA_C10049IS2857FE_t2M16	CA_C10049IS2858SA_t2M16	CA_C10049IS2861FE_t3M16	CA_C10049IS2866FE_t4M16	CA_C10049IS2866FE_t5M16	CA_C10049MS2849SA_t0M16	CA_C10049MS2850FE_t0M16	CA_C10049MS2851VA_t0M15	CA_C10049MS2852SK_t0M15	CA_C10052IS2908FE_t1M16	CA_C10052IS2909SA_t1M16	CA_C10052IS2911FE_t2M16	CA_C10052IS2912SA_t2M16	CA_C10052IS2915FE_t3M16	CA_C10052IS2920FE_t5M16	CA_C10052MS2903SA_t0M16	CA_C10052MS2904FE_t0M16	CA_C10052MS2905VA_t0M15	CA_C10052MS2906SK_t0M15	CA_C10055IS2962FE_t1M16	CA_C10055IS2963SA_t1M16	CA_C10055IS2965FE_t2M16	CA_C10055IS2966SA_t2M16	CA_C10055IS2969FE_t3M16	CA_C10055IS2973FE_t4M16	CA_C10055MS2957SA_t0M16	CA_C10055MS2958FE_t0M16	CA_C10055MS2959VA_t0M16	CA_C10055MS2960SK_t0M15
s__Leptotrichia_sp_oral_taxon_212	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04105	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leptotrichia_hofstadii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_durum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Abiotrophia_defectiva	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_infirmum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.01649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.08573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyrivibrio_sp_CAG_318	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_siraeum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60689	0.0	0.0	0.0	0.0	0.0	2.56933	0.0	0.0	0.0	0.0	0.0	0.0	6.52176	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05757	0.0	0.0	0.0	0.0	0.0	0.0	0.03751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35715	0.0	0.0	0.0	0.00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.22485	0.0	0.0	0.11603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02409	0.0	0.0	0.0	0.0	0.99962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15642	0.0	0.0	0.0	0.0	0.0	0.2653	0.0	0.0	0.10618	0.0	0.0	0.0	0.0	0.0	0.0	0.93934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01655	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.02505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14174	0.0	0.0	0.0	0.0	0.0	0.0	0.02406	0.0	0.0	0.01823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11167	0.0	0.0	1.11569	0.0	0.0	0.0	0.0	0.0	0.0	1.70784	0.0	0.0
s__Bacteroides_plebeius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99741	0.0	0.0	0.0	0.0	0.0	0.0	0.02573	0.05989	0.0	0.0	0.0	1.40952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.55834	4.68169	0.0	0.96707	0.0	0.0	22.37693	16.67299	0.036	0.0	0.0	0.0	0.0	0.0	20.86183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11541	0.0	0.0	0.0	0.0	0.0	0.31373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08348	0.0	0.32504	0.0	27.23201	0.0	16.60484	0.0	0.0	0.25181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13969	0.14797	0.0	0.28208	0.0	0.0	0.0	0.0	0.0	0.23932	0.0	0.0	0.0	0.0438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24042	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.08629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62939	0.0	0.0	0.0	0.0	0.0	0.0	2.37831	0.0	0.0
