clade_name	NCBI_tax_id	GupDM_A_11	GupDM_A_15	GupDM_A1	GupDM_A10	GupDM_A12	GupDM_A13	GupDM_A14	GupDM_A2	GupDM_A3	GupDM_A4	GupDM_A5	GupDM_A6	GupDM_A7	GupDM_A8	GupDM_A9	GupDM_HAG	GupDM_HAH	GupDM_HAI	GupDM_HAJ	GupDM_HAK	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HBR	GupDM_HCL	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCU	GupDM_HCV	GupDM_HCY	GupDM_HDB	GupDM_HDF	GupDM_HP	GupDM_HR	GupDM_HS	GupDM_JA	GupDM_JB	GupDM_JC	GupDM_JD	GupDM_JE	GupDM_JG	GupDM_JH	GupDM_JI	GupDM_JJ	GupDM_JK	GupDM_JL	GupDM_JM	GupDM_JN	GupDM_JO	GupDM_JP
s__Akkermansia_muciniphila	0	0.08437	0.0	0.01284	0.04943	0.04368	0.0	0.0	0.0	2.47367	27.33715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02395	3.32789	2.68112	0.0	0.0	0.0	0.0	0.03351	0.0	0.0	0.05841	0.0	0.0	0.0	4.21495	0.0	3.44035	7.49192	6.97658	0.0	0.0	4.10832	5.20957	3.26502	4.68448	2.21015	1.95123	3.7674	2.6781
s__Parasutterella_excrementihominis	0	0.08095	0.28144	1.59193	4.83497	0.0	6.31791	0.0	0.0	0.0	0.08448	0.0	0.0	0.0	0.2274	0.0	0.0	0.0	0.0	0.5817	0.0	0.1064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28072	0.0	0.66601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Slackia_isoflavoniconvertens	0	0.06741	0.0	0.0	0.0	0.16389	0.0	0.0	0.05161	0.0	0.0	0.08004	0.0	0.30524	0.0	0.0	0.0	0.0	0.0	0.18929	0.0	0.29578	0.09978	0.0	1.64953	0.0	0.0	0.0	0.13698	0.08708	0.0	1.71998	0.0	0.8251	0.0	0.0	0.0	0.0	1.41511	0.0	0.0	0.06547	0.0	0.0	0.0	0.0254	0.0	0.0	0.0	0.0	0.0	0.02021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.06364	0.0	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01179	0.0	0.0	0.0	0.0	0.0	0.00385	0.0	0.0
s__Firmicutes_bacterium_CAG_110	0	0.06229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20402	0.00595	0.09372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45404	0.11441	0.03332	0.0	0.0	0.0	0.11814	0.0	0.0	0.03038	0.0	0.0	0.0	0.0	0.0	0.02857	0.2317	0.0	0.25561	0.3514	0.0	0.10966	0.0	0.28642	0.27941	0.01127	0.47381	0.19291	0.12854	0.26626	0.12495
s__Dialister_micraerophilus	0	0.05375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_eggerthii	0	0.03629	0.0	1.47855	0.0	0.0	0.0	8.49865	1.07836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45841	0.69116	0.12292	0.0	9.63841	0.21809	0.97972	5.14105	0.0	4.0046	4.52403	0.1525	0.15413
s__Coprococcus_comes	0	0.03616	0.0	0.15406	0.0	0.0	0.0	0.86617	0.0	0.0	0.0	0.0113	0.0	0.18824	0.0	0.0	0.0	0.0	0.04781	0.02376	0.34473	0.52624	0.0	0.14775	0.27083	0.04671	0.0	0.11828	0.0	0.0	0.08027	0.37445	0.01209	0.0	0.0	0.15743	0.0	0.00892	0.0	0.04259	0.13603	0.0	0.0	0.07106	0.0	0.0	0.44563	0.0	0.0	0.0	0.2585	0.23176	0.25078	0.0	0.0	0.28639	0.42767	0.0657	0.121	0.0	0.21225
s__Parabacteroides_merdae	0	0.02745	0.0	2.13666	0.0	0.1208	0.0	12.2446	0.25525	5.65377	0.10798	0.0	1.72368	0.63225	0.0	0.0	0.09896	0.00598	0.01066	1.25389	0.11957	0.0466	0.0	3.68476	0.41398	0.07358	0.0	0.1764	0.1664	0.0	0.0	0.0	0.0	1.0255	0.0	0.0	0.0	0.0	0.0	0.0	2.05434	0.18783	0.0	0.0	0.26888	0.01534	0.0	0.0	1.73622	1.18496	0.0	0.0	14.08408	0.70594	0.76617	7.59971	0.0	6.65127	7.06473	0.59977	0.09836
s__Bacteroides_faecichinchillae	0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_fergusonii	0	0.01735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_plebeius	0	0.01586	0.0	0.04573	0.0	8.09305	0.0	0.2498	0.1545	0.02644	0.0	0.0	7.30945	0.64104	0.0	67.22193	0.0	0.0	0.00466	0.0	0.0	0.0	3.19209	0.0	0.0	1.5315	0.0	0.0	0.0	0.0	1.29493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06575	0.0	1.51939	0.0	0.0	0.0	6.02787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19081	0.0	0.0	0.11812	0.0	0.04508	0.0572	0.0	0.0
s__Bacteroides_pectinophilus	0	0.01114	0.0	0.78806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_CAG_241	0	0.00655	0.0	0.0	0.0	0.0	0.0	0.0	0.75824	2.88182	0.24588	0.45297	0.0	1.13747	0.0	0.0	0.65973	0.0	0.0	0.0	0.00677	0.14711	0.04105	0.0	0.0	0.20659	0.0	0.01211	0.0	0.0	0.01521	0.40815	0.0	0.43975	0.0	0.04085	0.92747	0.0	0.01529	0.0	0.0	0.0	0.0	0.01366	0.00308	0.501	0.03228	0.39719	0.68156	1.94396	4.59717	4.0092	0.0	1.17888	1.82494	2.28718	0.25707	0.39713	0.3264	1.22738	4.10067
s__Bifidobacterium_longum	0	0.0	35.61607	9.02683	1.99401	1.45021	1.02295	0.29704	0.09241	0.19712	0.11092	0.62258	0.02836	0.0	36.77656	0.46468	0.0	0.0	0.39068	0.01095	0.0	0.09651	6.17348	0.64082	0.0	0.0	0.0	0.0	3.62506	0.0	0.22244	1.77894	0.02819	0.73513	1.36593	0.01191	0.0	3.31695	0.0413	0.0445	0.03326	3.46438	2.02988	0.0	0.07705	0.0	0.0	0.0	0.0581	0.05279	0.0	0.0	0.26575	0.02568	0.07957	0.13182	0.01614	0.13681	0.11164	0.00375	0.0
s__Bifidobacterium_breve	0	0.0	2.61477	0.77045	0.0	0.0	0.09625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03723	0.0	0.0	0.0	0.0	0.11044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18184	0.0	0.0	0.0	0.17571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_bifidum	0	0.0	0.56581	0.54123	0.06206	0.0	0.12542	0.0	0.0	0.81338	0.04192	0.0	0.0	0.0	0.6205	0.0	0.0	0.41817	0.0	0.0	0.0	0.0	1.28203	0.84111	0.0	0.0	0.0	0.0	0.09542	0.0	0.01458	0.0	0.08761	0.0	0.0	0.0	0.0	1.41228	0.0	0.05882	0.0	0.09479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_avium	0	0.0	0.52501	0.12904	0.0	0.04167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.0	0.36127	0.01297	0.0	0.03288	0.10481	0.0	0.0	0.0	0.0055	0.11565	0.0	0.0	0.29809	0.12418	0.0	0.0	0.0288	0.0208	0.0	0.0	0.27412	0.01769	0.03266	0.06071	0.0	0.0	0.0	0.0	0.0	0.01491	0.0	0.0	0.0	0.0	0.06592	0.03737	0.00943	0.0	0.0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecalis	0	0.0	0.31627	0.05887	0.0245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02341	0.36012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_helveticus	0	0.0	0.30226	0.04882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.26911	2.51506	4.10966	34.12475	8.68512	0.0	0.0	0.0	0.0	0.0	0.0	15.46234	0.20824	5.33609	0.0	0.1587	0.0	0.0	0.41573	1.46344	0.56243	0.0	1.12525	0.88515	0.0	2.99531	0.02477	0.02225	0.21092	0.0	0.0	0.0	0.4476	0.13202	1.68054	12.07394	10.63083	0.0	0.0	0.0	0.0925	0.20063	0.36973	0.17602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_plautii	0	0.0	0.22492	1.43682	4.93969	0.62027	0.44465	0.26787	0.0	0.693	0.0	0.0	0.57979	0.13035	0.20661	0.11566	0.0	0.0	0.0	0.00513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63858	0.0	0.0	0.0	0.29903	0.0	0.0	0.0	0.0	0.04064	0.0	0.0	0.0	0.0	0.00686	1.54013	1.01745	0.0	0.0	0.07273	0.66396	0.64222	0.01753	0.00629	1.22306	0.9269	0.61662	0.0
s__Corynebacterium_argentoratense	0	0.0	0.17614	0.02471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_casseliflavus	0	0.0	0.16067	0.08272	0.0	0.0	0.02495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_panis	0	0.0	0.11868	0.01689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.11709	0.05355	0.0	0.0	0.08854	0.0	0.25835	1.31749	1.23639	5.69978	0.0	0.0	0.09861	0.0	0.0	0.63334	0.82139	0.0	2.38724	6.44971	6.95503	4.39838	0.19512	0.39879	0.0	0.27087	6.81906	0.16	0.88641	5.18871	0.66624	0.04814	15.64937	0.65658	0.0	20.28098	0.25896	0.82456	0.63986	5.75415	0.0	0.16349	0.0	0.50526	0.0	0.0	0.0	0.02264	0.0	1.76578	0.0	0.0	0.18943	0.0	0.0	0.0	0.0	0.0	0.94816
s__Klebsiella_variicola	0	0.0	0.09836	0.92484	1.72684	10.24208	3.36287	0.0	0.0	0.0	0.0	0.0	0.0	3.17796	0.12594	1.35732	0.0	0.02119	0.0	0.0	0.22853	0.13936	0.39585	0.0	0.54631	0.50557	0.0	0.50998	0.0	0.0	0.02622	0.0	0.0	0.0	0.11446	0.0	3.20608	3.95392	3.15176	0.0	0.0	0.0	0.0	0.0	0.7667	0.29699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerostipes_hadrus	0	0.0	0.05098	0.00339	0.0	2.53127	0.0	0.0	0.0	0.0	0.08526	0.0	0.0	0.0	0.05269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00969	0.0	0.0	0.0	0.0
s__Lactobacillus_crispatus	0	0.0	0.03845	0.04137	0.0	0.0	0.0	0.23266	0.0	0.0	0.0	0.0	0.0	0.0	0.03457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6247	0.0	0.0	0.26068	0.0	0.20859	0.22023	0.0	0.0
s__Collinsella_aerofaciens	0	0.0	0.03136	0.57063	2.63898	0.62927	0.11588	0.71034	0.31584	0.08643	0.66729	0.37526	0.0	1.09847	0.07085	0.20193	0.26627	0.11599	1.09343	1.24698	0.24263	0.88503	4.05073	0.03629	4.15219	0.09914	0.01735	0.0	0.84958	0.75729	0.09636	4.91979	0.12082	1.43513	0.0	0.08496	0.0	0.53074	0.73658	0.12546	0.22519	1.02358	0.0	0.01378	0.0	0.28125	0.04811	0.05694	0.0	0.0	0.03841	0.38477	3.35859	0.04887	0.0	1.73667	0.02091	1.55031	1.58204	0.0	0.15527
s__Klebsiella_quasipneumoniae	0	0.0	0.02038	0.30374	0.71703	3.45615	1.37747	0.0	0.0	0.0	0.0	0.0	0.01387	1.44916	0.03132	0.97875	0.0	0.0	0.0	0.0	0.10893	0.34539	0.10271	0.0	0.26056	0.34387	0.0	0.81443	0.0	0.0	0.0	0.0	0.0	0.0	0.05928	0.0	0.30249	0.45555	0.89918	0.0	0.0	0.0	0.0	0.0	0.02113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_S6_Spd3	0	0.0	0.01419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicimonas_muris	0	0.0	0.01235	0.08887	0.03174	0.0	0.45362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02123	0.0	0.02053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.01113	0.64649	4.53896	0.06916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04727	0.01997	0.01996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12437	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04536
s__Coprococcus_catus	0	0.0	0.00428	0.00657	0.0	0.0	0.0	0.0	0.0	0.04988	0.0	0.0	0.0	0.0	0.01525	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04243	0.03001	0.0	0.0	0.0	0.0221	0.0	0.0	0.0	0.0122	0.03152	0.01533	0.0
s__Firmicutes_bacterium_CAG_145	0	0.0	0.0	1.57543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_mori	0	0.0	0.0	1.46182	0.28047	0.25614	10.33628	0.0	0.0	0.0	0.0	0.0	0.0	0.0807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06161	0.02738	0.0	0.0565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	1.30472	0.0	0.0	0.0	0.0	0.0	6.10498	0.0	0.0	0.0	2.58218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_cloacae_complex	0	0.0	0.0	1.23838	0.79211	3.6398	8.36986	0.0	0.0	0.0	0.0	0.0	0.0	5.25251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57942	0.01966	0.0	0.16624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Morganella_morganii	0	0.0	0.0	1.1905	0.0	0.0	0.0	3.91046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33033	0.0	0.0	0.12988	0.0	0.15226	0.08738	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	1.1009	7.82293	2.68918	0.04931	0.0	0.0	0.0	0.0	0.0	0.0	0.13698	0.0	0.0	0.0	0.08854	0.00471	0.0	0.0	0.0	0.04988	0.34021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11923	1.96332	2.7883	0.92764	0.0	0.0	2.39495	2.45064	0.42497	0.04537	1.40816	1.08186	2.14321	0.41821
s__Aeromonas_caviae	0	0.0	0.0	1.04113	0.0	0.0	7.80487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_freundii	0	0.0	0.0	0.94567	0.67538	0.0	6.06491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.0	0.0	0.94295	0.0	0.02276	0.0	0.0	0.78571	0.62938	0.28302	0.14108	2.0512	0.12823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.0	1.57871	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21102	2.36582	0.23838	0.0	0.0	1.53582	1.73589	0.12428	0.08595	1.45511	1.23196	1.34613	0.09894
s__Prevotella_buccae	0	0.0	0.0	0.92824	0.0	0.0	7.12627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_stercoris	0	0.0	0.0	0.91523	0.0	0.0	0.0	5.41476	0.0	2.45028	0.0	0.0	1.11894	0.49977	0.0	0.0	0.1845	0.0	0.0	20.33553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02855	0.0	0.0	0.0	5.67145	0.0	0.0	0.0	0.00892	0.0	0.28923	0.0	0.0	0.0	0.00798	0.0	0.0	23.77898	0.0	0.0	0.19496	0.0	4.89551	11.15029	0.0	2.86681	0.0	1.81534	2.03374	12.29705	3.51594
s__Streptococcus_oralis	0	0.0	0.0	0.6902	5.05175	0.23255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.0	0.0	0.58823	0.0	0.0	0.0	0.0	0.0	0.07138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34898	0.2582	0.0	0.0	0.0	0.16147	0.25379	0.0	0.0	0.21158	0.16999	0.18241	0.0
