clade_name	NCBI_tax_id	TZ_10742	TZ_12739	TZ_14139	TZ_16581	TZ_21460	TZ_21618	TZ_24827	TZ_25806	TZ_27689	TZ_29321	TZ_37609	TZ_38244	TZ_39227	TZ_39371	TZ_40311	TZ_41014	TZ_42041	TZ_42864	TZ_43638	TZ_47979	TZ_60579	TZ_61717	TZ_65172	TZ_65642	TZ_67706	TZ_70090	TZ_73414	TZ_76219	TZ_81781	TZ_83627	TZ_83788	TZ_83893	TZ_83985	TZ_86768	TZ_86771	TZ_87532	TZ_90808	TZ_91827	TZ_93321	TZ_99300
s__Enterobacter_cloacae_complex	0	0.0	0.35626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_intestinalis	0	0.0	0.35162	0.81532	0.0	0.0	0.19728	2.20148	0.0	0.89694	0.0	0.0	0.0	0.0	0.0	0.04264	0.42518	0.0	3.66979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03443	0.0	0.01614	0.0	0.20507	0.0	0.4963	0.01584	0.0	0.0	0.17202	0.0	0.26409	0.0
s__Streptococcus_parasanguinis	0	0.0	0.27645	0.0	0.0	0.0	0.0	0.0	0.0	0.41211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04576	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_5226	0	0.0	0.25589	0.0	0.30424	0.0	0.0	0.0912	0.0	0.0	0.25121	0.0	0.0	0.0	0.0	0.0	0.25274	0.0	0.0	0.0	1.40221	0.0	0.0	0.0	0.33703	0.28375	0.0	0.0185	0.0	0.06772	0.0	1.89843	0.01908	2.72416	0.18148	0.03746	0.0	2.20451	0.0	0.8083	0.0
s__Clostridium_perfringens	0	0.0	0.22099	0.0	0.0	0.10268	0.0	0.0	0.0	0.21957	1.71888	0.0	0.0	0.0	0.0	0.0	0.6503	0.0	0.10279	1.55193	0.0	0.36918	0.0	0.0	1.26599	0.0	0.0	0.06823	0.0	0.0	0.0	0.0	6.57155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35691
s__Clostridium_sp_CAG_590	0	0.0	0.16866	0.20593	0.04396	0.0	0.0	0.0	0.0	0.0	0.03698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36781	0.0	0.0	0.0	0.0	0.4744	0.61788	0.0	0.0	0.0	0.24492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28401	0.0	0.36968	0.0
s__Lactococcus_petauri	0	0.0	0.16294	0.0	0.0	2.17748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.0	0.14103	0.0	0.0	0.0	0.0	0.0	0.0	0.01213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.16989	0.0	0.0502	0.0	0.0	0.51693	0.0	0.0	0.0	0.04138	0.01044	0.0
s__Clostridium_sp_CAG_510	0	0.0	0.13418	0.0	0.03934	0.0	0.36619	0.4923	0.62372	8.97634	0.53193	0.59974	0.31196	0.0	0.49826	0.0	0.31678	0.05835	0.0	0.25023	4.3906	0.48743	0.0	0.42737	0.06032	0.03545	0.48713	0.60638	0.24602	0.45439	1.35855	0.43477	0.0	0.0	0.42145	0.03692	0.0	0.0	0.01927	0.62803	0.39032
s__Eubacterium_coprostanoligenes	0	0.0	0.13366	0.06008	0.46329	0.0	0.0	5.73055	0.0	0.1979	0.0	0.0	0.0	0.0	0.0	0.0	0.00458	0.0	0.0	1.72912	0.0	0.0	1.12363	0.0	0.03198	0.91041	0.0	0.0	0.0	0.0	0.0	0.0	0.07492	0.0	0.01263	8.54823	0.02738	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.1225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_garvieae	0	0.0	0.12006	0.0	0.0	5.07878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.0	0.06886	0.0	0.0	2.97144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_lactis	0	0.0	0.04251	0.0	0.0	0.24282	0.31991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_eligens	0	0.0	0.01261	0.04601	0.46341	0.02285	1.24173	0.53059	0.0	0.08576	0.0	0.0	0.27472	0.52435	0.0	0.1086	0.85369	2.28466	0.96906	0.04765	0.23306	0.0	0.0	1.1411	0.48567	0.35031	0.0	0.29014	0.16776	0.19864	0.0	3.40012	0.00347	2.00239	0.10701	0.22819	0.77084	1.4884	0.02773	4.00757	0.32351
s__Rothia_mucilaginosa	0	0.0	0.00628	0.00769	0.0	0.0	0.01699	0.0	0.0	0.10321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.40317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_variicola	0	0.0	0.0	0.23665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.09295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	0.00835	0.0193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_964	0	0.0	0.0	0.0	8.09956	0.0	2.35708	0.0	0.0	0.0	0.22856	5.53318	0.0	0.0	0.14498	0.0	0.0	0.0	0.04353	0.01938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05585	0.0	0.0	0.25726
s__Catenibacterium_mitsuokai	0	0.0	0.0	0.0	0.7166	0.76221	0.13215	0.08295	0.0	0.37764	0.0	0.06499	0.0	0.0	0.0	0.20781	2.20404	0.0	0.15678	0.26853	0.0	0.0	0.80629	0.7084	1.80049	0.23001	0.18116	0.07166	0.71095	0.0	0.12694	0.35342	0.85554	0.04117	0.0	0.41812	5.79686	0.0	0.0	0.0	0.38132
s__Firmicutes_bacterium_CAG_534	0	0.0	0.0	0.0	0.13226	0.0	0.0	0.0	3.03398	0.09528	2.03851	0.42771	0.0	13.12549	0.0	0.0	0.0	0.76736	0.0	0.22736	0.0	4.92861	0.0	0.02191	0.0	0.0	0.0	0.24198	0.0	0.0	0.22268	0.0	0.00988	0.0	0.0	0.0	0.0	0.25161	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.0	0.12075	0.0	0.18347	0.0	0.0	2.09967	0.85462	0.44478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13925	0.0	0.0	0.01614	0.0	0.0	23.79672	0.0	0.0	0.0	0.04817	0.0	0.0	0.0	0.03515	0.0	0.0	0.35602	0.96039	0.0	0.06047
s__Roseburia_sp_831b	0	0.0	0.0	0.0	0.07755	0.0	0.0	0.0	0.0	0.22171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18265	0.0	0.0	0.11456	0.0	0.0	0.0	0.0	0.0	0.28338	0.0	0.0	0.16877	0.0	0.0	0.0	0.0	0.16875	0.0	0.0	0.0	0.0	0.0	0.0
s__Pediococcus_acidilactici	0	0.0	0.0	0.0	0.0	2.94256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.0	0.0	0.0	0.58213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80225	0.0	0.0	0.0
s__Pediococcus_pentosaceus	0	0.0	0.0	0.0	0.0	0.19745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_paramesenteroides	0	0.0	0.0	0.0	0.0	0.13667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_hirae	0	0.0	0.0	0.0	0.0	0.13152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49984	0.0	0.0	0.0	0.0	0.0	0.01546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0648	0.0	0.0
s__Enterococcus_faecalis	0	0.0	0.0	0.0	0.0	0.09475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0	0.0	0.0	0.0	0.08087	0.0	0.02532	0.0	0.11603	1.2229	0.0	0.0	0.0	0.92977	0.06859	0.0	0.0	0.04393	0.0	0.0	0.47774	0.83728	0.01321	0.10134	0.01276	0.08851	0.00724	0.0	0.0	0.98737	0.0	0.09351	0.0	0.0	0.0	0.0	0.0	0.24602	0.0	0.0
s__Atopobium_deltae	0	0.0	0.0	0.0	0.0	0.02774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.01681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_413	0	0.0	0.0	0.0	0.0	0.0	1.05637	0.0	0.5198	0.0	1.50707	3.4183	0.0	3.67339	0.0	0.0	0.0	2.0307	0.78261	1.18388	0.0	1.96835	0.0	1.30856	0.0	0.0	0.19748	0.0	3.10441	0.0	5.10904	0.0	0.18202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13661
s__Ruminococcus_sp_CAG_563	0	0.0	0.0	0.0	0.0	0.0	0.23738	0.0	0.0	0.0	0.0	0.58509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04805	0.0	0.76143	0.18454	0.0	0.0	0.0	0.11177	0.42185	0.0	0.0	0.67151	0.0	1.39963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_faecis	0	0.0	0.0	0.0	0.0	0.0	0.09394	0.36789	0.83561	1.2617	2.2198	0.01062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27648	0.0	0.0	0.0	0.0	0.03281	0.0	0.26912	0.0	0.0	0.07504	2.43261	0.31893	0.08229	0.0
s__Ruminococcus_sp_CAG_330	0	0.0	0.0	0.0	0.0	0.0	0.0	0.15825	0.12398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08809	0.0	0.0	0.0	0.28011	0.27678	0.0	0.10403	0.0	0.30419	0.0	0.05254	0.11983	0.0	0.40176	0.05202	0.0	0.0	0.0	0.00321	0.13907
s__Turicibacter_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06084	0.0	0.0	0.07923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47086	0.0	0.02926	0.0	0.0	0.0	0.0	0.0	0.28806	0.03625	0.0	0.0	0.0	0.5395	0.0	0.22797	0.0	5.496	0.0	0.0
s__Roseburia_hominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04368	0.18747	0.0	0.63327	0.06606	0.0	0.48274	0.0	0.0	0.04649	0.0	0.0	0.0	0.0	0.01654	0.0	0.0	0.19183	0.0	0.0	0.02722	0.16682	1.13283	0.0	0.26643	0.0	0.0	1.13859	0.0	0.0	1.02203	0.0071	0.05593	0.40684
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03522	0.0	0.06946	0.0	0.0	0.0	0.0	0.17713	0.0	0.004	0.0	0.0	0.04796	0.0	0.03272	0.08291	0.0	0.0	0.0	0.0	0.01725	0.0	0.0	0.05659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03283
s__Methanosphaera_stadtmanae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02971	3.43898	0.0	1.08186	1.99975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37191	0.0	2.97718	0.0	0.0	0.0	0.0	1.89801	0.0	1.9911	0.0	1.95643	0.0	0.08595	0.28013	0.0	0.2388	0.0	0.0	3.51681	0.0	0.0
s__Lactobacillus_ruminis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71117	0.24739	0.0	0.0	0.0	0.0	0.0	0.00509	0.0
s__Streptococcus_oralis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08032	0.01846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11512	0.14935	0.21249	0.0	0.22311	0.0	0.0	0.0	0.03205	0.0	0.2596	0.0	0.0	0.08431	0.22354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_579	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_253	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02259	0.0	0.0	0.0	0.0	0.0	0.0	0.10536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02704	0.0	0.06836	0.0
s__Mitsuokella_multacida	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_786	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.1604	0.0	0.0	0.0	0.07175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_624	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0356	0.0	0.0	0.0	0.0	0.0	0.0456	0.0	0.0	0.20054	0.0	0.0	0.0	0.00586	0.0	0.0	0.0	0.0	0.03579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Gastranaerophilales_bacterium_HUM_9	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49938	2.47026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30801	2.00803
s__Veillonella_atypica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08586	0.0	0.0	0.0	0.0	0.0	0.0	0.01665	0.03158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_equinus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_ovatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospira_pectinoschiza	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07632	4.02278	0.0	0.0	0.0	0.0	0.26808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29847	0.0	0.59735	0.0	0.0	0.0	0.0	0.0	0.0109	0.0
s__Eubacterium_sp_CAG_274	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01649	0.0	0.0	0.60014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51105	0.0	0.0	0.0	0.0	1.82424	0.01695	0.0	1.88986	0.08822
s__Lactobacillus_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.00892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04182	0.0	0.32574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01752	0.0
s__Clostridium_disporicum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4101	0.0	0.0	0.00807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12314	0.0	0.0	0.06354	0.0	0.0	0.86354	0.0	0.0
s__Romboutsia_ilealis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20606	0.0	0.00471	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02675	0.0	0.13423	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10467	0.0	0.55354	0.0	0.0	0.0	0.0	0.0	0.38142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05652	0.0
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraclostridium_bifermentans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15338	0.0	0.0	0.00909	0.0	0.0	0.0	0.0	0.38825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_baratii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_anginosus_group	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06534	0.0	0.0	0.01718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Plesiomonas_shigelloides	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_salivarius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01817	0.0	0.0	0.0	0.0	0.13591	0.0	0.0	0.0	0.0	0.14999	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_mutans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_downei	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
