study	display_name	model	model_key	rmse	mae	recon_loss	kl_divergence	balanced_accuracy	f1_macro	auroc	balanced_accuracy_std	f1_macro_std	auroc_std	n_seeds	latent_dim	epochs
LiJ_2014	LiJ_2014	Hyperbolic VAE	hyp-vae	0.1993	0.0624	0.0101	4.7674	0.3058	0.3007	0.6218	0.0068	0.006	0.0024	5	6	100.0
LiJ_2014	LiJ_2014	Vanilla VAE	vanilla-vae	0.2215	0.0673	0.0122	0.0007	0.2749	0.268	0.5816	0.0071	0.0066	0.0062	5	8	100.0
LiJ_2014	LiJ_2014	Hyp+Tax VAE	hyp-tax-vae	0.2053	0.0615	0.0105	3.6233	0.2663	0.2648	0.5314	0.0053	0.0056	0.0024	5	5	100.0
LiJ_2014	LiJ_2014	TreePrior VAE	treeprior-vae	0.2215	0.0688	0.0121	2.6373	0.2562	0.2494	0.5487	0.0064	0.0059	0.0043	5	4	100.0
LiJ_2014	LiJ_2014	Graph VAE	graph-vae	0.2219	0.0658	0.0121	0.0059	0.2382	0.2351	0.5015	0.0052	0.0059	0.0036	5	20	100.0
LiJ_2017	LiJ_2017	$\beta$-VAE	beta-vae	0.113	0.0426	0.0036	24.8157	0.3732	0.3667	0.5267	0.0052	0.0061	0.0063	5	24	100.0
LiJ_2017	LiJ_2017	Tax-aware VAE	tax-vae	0.2276	0.0647	0.0128	0.7071	0.3573	0.3523	0.5049	0.0047	0.0046	0.005	5	14	100.0
LiJ_2017	LiJ_2017	PhILR-VAE	philrvae	0.0804	0.0246	46.9313	43.0869	0.3558	0.3496	0.5285	0.0068	0.0072	0.0029	5	20	
LiJ_2017	LiJ_2017	dsvae-sup	dsvae-sup	0.2453	0.0732	101.5856	14.1702	0.3485	0.3425	0.4898	0.0091	0.0098	0.0078	5	32	100.0
LiJ_2017	LiJ_2017	PhyloFusion VAE	fuse-vae	0.0921	0.0385	0.0024	32.112	0.344	0.3351	0.5042	0.0075	0.0084	0.0071	5	15	100.0
LiJ_2017	LiJ_2017	dsvae-unsup	dsvae-unsup	0.1047	0.0287	55.5958	11.9651	0.3437	0.3373	0.5038	0.0088	0.0102	0.0055	5	32	100.0
LiJ_2017	LiJ_2017	TreePrior VAE	treeprior-vae	0.1554	0.0511	0.006	14.463	0.3431	0.3379	0.5	0.0068	0.0072	0.0066	5	5	100.0
LiJ_2017	LiJ_2017	Hyperbolic VAE	hyp-vae	0.1029	0.0376	0.0028	32.5196	0.3421	0.3339	0.5201	0.0061	0.0062	0.0051	5	20	100.0
LiJ_2017	LiJ_2017	Hyp-PhILR-NB VAE	hyp-philrvae	0.1666	0.048	40.8444	52.8367	0.3402	0.3325	0.4862	0.0094	0.0104	0.0073	5	24	
LiJ_2017	LiJ_2017	Hyp+Tax VAE	hyp-tax-vae	0.1772	0.0627	0.0082	13.3129	0.3393	0.3335	0.4989	0.003	0.0038	0.0053	5	15	100.0
LiJ_2017	LiJ_2017	TreeNB-VAE	treenbvae	0.1478	0.037	60.1474	5.721	0.3388	0.3343	0.4979	0.0089	0.0089	0.0083	5	10	
LiJ_2017	LiJ_2017	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1546	0.0641	44.7126	55.531	0.3312	0.3245	0.4832	0.0067	0.0054	0.0032	5	24	
LiJ_2017	LiJ_2017	Vanilla VAE	vanilla-vae	0.2384	0.084	0.0136	0.5295	0.3303	0.3242	0.4691	0.0045	0.0051	0.0067	5	4	100.0
LiJ_2017	LiJ_2017	PhILR-Gauss VAE	philr-gauss-vae	0.2025	0.165	0.0156	46.8836	0.315	0.3063	0.4715	0.0018	0.0012	0.0031	5	24	
LiJ_2017	LiJ_2017	Graph VAE	graph-vae	0.1897	0.0622	0.0089	12.0119	0.3097	0.3054	0.4836	0.0045	0.0061	0.0062	5	15	100.0
LiJ_2017	LiJ_2017	TreeDirichlet VAE	treedirichlet-vae	0.1852	0.1052	-3517.2272	16.9254	0.3005	0.2947	0.4535	0.007	0.0071	0.0031	5	6	
LiSS_2016	LiSS_2016	dsvae-sup	dsvae-sup	0.2668	0.1124	121.5239	4.704	0.6003	0.554	0.6793	0.0079	0.0066	0.0102	5	32	100.0
LiSS_2016	LiSS_2016	PhILR-VAE	philrvae	0.0991	0.0383	67.8493	31.5414	0.5802	0.5462	0.6341	0.0078	0.0077	0.0063	5	10	
LiSS_2016	LiSS_2016	Hyperbolic VAE	hyp-vae	0.1284	0.0527	0.0054	23.6183	0.51	0.484	0.6154	0.0093	0.0118	0.011	5	10	100.0
LiSS_2016	LiSS_2016	Tax-aware VAE	tax-vae	0.2757	0.1122	0.0191	0.0004	0.5068	0.4736	0.596	0.0105	0.0101	0.0158	5	14	100.0
LiSS_2016	LiSS_2016	dsvae-unsup	dsvae-unsup	0.1217	0.0437	75.8728	10.6925	0.4975	0.4639	0.5287	0.0187	0.0173	0.0088	5	32	100.0
LiSS_2016	LiSS_2016	TreeNB-VAE	treenbvae	0.0959	0.0308	64.379	51.2277	0.4515	0.4065	0.5465	0.0188	0.0173	0.0073	5	16	
LiSS_2016	LiSS_2016	TreeDirichlet VAE	treedirichlet-vae	0.2065	0.1424	-2509.6028	14.76	0.4495	0.3977	0.4702	0.0052	0.0072	0.016	5	10	
LiSS_2016	LiSS_2016	Vanilla VAE	vanilla-vae	0.2613	0.1087	0.0177	0.4224	0.4433	0.4158	0.4967	0.0141	0.0126	0.0128	5	20	100.0
LiSS_2016	LiSS_2016	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2898	0.1223	62.8515	44.599	0.4305	0.3945	0.5234	0.0081	0.0101	0.0103	5	12	
LiSS_2016	LiSS_2016	Hyp+Tax VAE	hyp-tax-vae	0.1068	0.0587	0.0031	24.0298	0.4287	0.402	0.5866	0.0095	0.0094	0.0068	5	13	100.0
LiSS_2016	LiSS_2016	PhyloFusion VAE	fuse-vae	0.1218	0.0659	0.0041	12.0264	0.4205	0.381	0.6153	0.012	0.0124	0.0084	5	6	100.0
LiSS_2016	LiSS_2016	$\beta$-VAE	beta-vae	0.0968	0.0473	0.0025	18.6907	0.4165	0.3959	0.5866	0.012	0.0119	0.0102	5	10	100.0
LiSS_2016	LiSS_2016	Graph VAE	graph-vae	0.2716	0.115	0.0183	0.0002	0.3875	0.3548	0.4771	0.0182	0.0152	0.0073	5	6	100.0
LiSS_2016	LiSS_2016	PhILR-Gauss VAE	philr-gauss-vae	0.221	0.1889	0.0117	51.9081	0.3677	0.341	0.5569	0.0291	0.0253	0.0086	5	24	
LiSS_2016	LiSS_2016	Hyp-PhILR-NB VAE	hyp-philrvae	0.188	0.0854	68.2133	27.7947	0.3543	0.3292	0.5591	0.0116	0.0081	0.0132	5	12	
LiSS_2016	LiSS_2016	TreePrior VAE	treeprior-vae	0.2702	0.1051	0.0182	0.0001	0.2893	0.2688	0.4448	0.0175	0.0169	0.0126	5	11	100.0
MetaCardis_2020_a	MetaCardis_2020_a	Hyp-PhILR-NB VAE	hyp-philrvae	0.1101	0.0321	74.1055	51.0843	0.2828	0.2753	0.6167	0.0019	0.0021	0.0015	5	24	
MetaCardis_2020_a	MetaCardis_2020_a	PhILR-Gauss VAE	philr-gauss-vae	0.1905	0.1295	0.0203	64.3929	0.2821	0.2749	0.6161	0.0018	0.0019	0.0022	5	24	
MetaCardis_2020_a	MetaCardis_2020_a	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1624	0.0639	73.5504	79.3686	0.2806	0.2741	0.6111	0.0018	0.0024	0.0021	5	24	
MetaCardis_2020_a	MetaCardis_2020_a	Hyp+Tax VAE	hyp-tax-vae	0.1089	0.0385	0.003	55.8495	0.2781	0.2729	0.6003	0.0028	0.0033	0.0011	5	24	100.0
MetaCardis_2020_a	MetaCardis_2020_a	TreeNB-VAE	treenbvae	0.1131	0.0321	80.9101	31.1937	0.2769	0.2731	0.6105	0.003	0.0033	0.0018	5	16	
MetaCardis_2020_a	MetaCardis_2020_a	$\beta$-VAE	beta-vae	0.1119	0.0353	0.0037	39.3735	0.2738	0.2668	0.6049	0.0016	0.0017	0.002	5	20	100.0
MetaCardis_2020_a	MetaCardis_2020_a	PhILR-VAE	philrvae	0.0902	0.0264	73.3494	53.5304	0.2726	0.2682	0.5975	0.0022	0.0025	0.0014	5	24	
MetaCardis_2020_a	MetaCardis_2020_a	dsvae-unsup	dsvae-unsup	0.1336	0.0367	89.6054	11.1976	0.2631	0.2605	0.5883	0.0018	0.0024	0.0021	5	32	100.0
MetaCardis_2020_a	MetaCardis_2020_a	TreeDirichlet VAE	treedirichlet-vae	0.1418	0.0673	-5832.6675	59.8378	0.2608	0.2556	0.5945	0.0022	0.0021	0.0019	5	16	
MetaCardis_2020_a	MetaCardis_2020_a	PhyloFusion VAE	fuse-vae	0.1176	0.0394	0.0038	40.2846	0.2608	0.2523	0.5963	0.003	0.0029	0.0017	5	24	100.0
MetaCardis_2020_a	MetaCardis_2020_a	Graph VAE	graph-vae	0.1461	0.0424	0.0062	19.2718	0.2602	0.2591	0.5819	0.0025	0.0026	0.0016	5	12	100.0
MetaCardis_2020_a	MetaCardis_2020_a	Tax-aware VAE	tax-vae	0.147	0.044	0.0059	11.1849	0.2576	0.2551	0.5791	0.0027	0.0028	0.0022	5	8	100.0
MetaCardis_2020_a	MetaCardis_2020_a	Hyperbolic VAE	hyp-vae	0.1307	0.042	0.0046	22.8393	0.2553	0.2506	0.5845	0.0024	0.0026	0.0011	5	15	100.0
MetaCardis_2020_a	MetaCardis_2020_a	dsvae-sup	dsvae-sup	0.2103	0.0646	113.7212	14.4582	0.2515	0.2501	0.5911	0.0026	0.0027	0.0028	5	32	100.0
MetaCardis_2020_a	MetaCardis_2020_a	Vanilla VAE	vanilla-vae	0.1927	0.0528	0.0092	0.3688	0.2463	0.2439	0.5619	0.0022	0.0024	0.001	5	11	100.0
MetaCardis_2020_a	MetaCardis_2020_a	TreePrior VAE	treeprior-vae	0.1871	0.0505	0.0095	0.112	0.2241	0.2214	0.5397	0.002	0.0019	0.0018	5	7	100.0
NagySzakalD_2017	NagySzakalD_2017	dsvae-sup	dsvae-sup	0.2518	0.0904	129.1966	5.2614	0.7048	0.7	0.7249	0.0099	0.0096	0.0091	5	32	100.0
NagySzakalD_2017	NagySzakalD_2017	Graph VAE	graph-vae	0.2095	0.0755	0.0111	21.6739	0.6822	0.6777	0.7368	0.0042	0.0037	0.0067	5	15	100.0
NagySzakalD_2017	NagySzakalD_2017	PhILR-Gauss VAE	philr-gauss-vae	0.2166	0.1709	0.0216	85.8207	0.679	0.6732	0.7161	0.0135	0.0129	0.0126	5	24	
NagySzakalD_2017	NagySzakalD_2017	$\beta$-VAE	beta-vae	0.1577	0.0781	0.0062	19.0764	0.6732	0.6685	0.7429	0.0129	0.0134	0.0085	5	20	100.0
NagySzakalD_2017	NagySzakalD_2017	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2074	0.0967	61.7198	46.6149	0.671	0.6659	0.7496	0.0079	0.0072	0.0079	5	20	
NagySzakalD_2017	NagySzakalD_2017	TreeNB-VAE	treenbvae	0.1093	0.0345	64.8251	37.4888	0.6698	0.6651	0.7157	0.0058	0.0056	0.0061	5	16	
NagySzakalD_2017	NagySzakalD_2017	dsvae-unsup	dsvae-unsup	0.1339	0.0443	74.1187	21.1106	0.6516	0.6453	0.6965	0.0087	0.0084	0.0082	5	32	100.0
NagySzakalD_2017	NagySzakalD_2017	Vanilla VAE	vanilla-vae	0.2467	0.0877	0.0153	0.1042	0.648	0.6423	0.6963	0.0125	0.0127	0.01	5	11	100.0
NagySzakalD_2017	NagySzakalD_2017	Hyp-PhILR-NB VAE	hyp-philrvae	0.2199	0.0816	64.5662	47.8598	0.6382	0.6329	0.694	0.0111	0.011	0.008	5	16	
NagySzakalD_2017	NagySzakalD_2017	PhILR-VAE	philrvae	0.0949	0.0301	61.2174	43.3706	0.6148	0.6086	0.669	0.0081	0.0091	0.0083	5	24	
NagySzakalD_2017	NagySzakalD_2017	TreePrior VAE	treeprior-vae	0.2441	0.0782	0.0151	0.0001	0.5932	0.585	0.6275	0.0127	0.0125	0.0053	5	16	100.0
NagySzakalD_2017	NagySzakalD_2017	Hyp+Tax VAE	hyp-tax-vae	0.2105	0.0759	0.0112	5.5248	0.5924	0.5855	0.649	0.0079	0.0069	0.0095	5	7	100.0
NagySzakalD_2017	NagySzakalD_2017	TreeDirichlet VAE	treedirichlet-vae	0.2036	0.1333	-3437.3711	12.2712	0.5918	0.5846	0.6232	0.0119	0.0138	0.0094	5	16	
NagySzakalD_2017	NagySzakalD_2017	Tax-aware VAE	tax-vae	0.2082	0.0767	0.0112	7.0526	0.5782	0.5717	0.6091	0.0053	0.0059	0.0047	5	7	100.0
NagySzakalD_2017	NagySzakalD_2017	Hyperbolic VAE	hyp-vae	0.2389	0.0784	0.0145	3.4062	0.5626	0.5546	0.615	0.0094	0.0101	0.0067	5	15	100.0
NagySzakalD_2017	NagySzakalD_2017	PhyloFusion VAE	fuse-vae	0.2327	0.0769	0.0145	1.985	0.4966	0.4881	0.4676	0.0135	0.0157	0.0149	5	11	100.0
NielsenHB_2014	NielsenHB_2014	$\beta$-VAE	beta-vae	0.1348	0.0505	0.0051	29.0647	0.8162	0.8159	0.892	0.0033	0.0026	0.002	5	12	100.0
NielsenHB_2014	NielsenHB_2014	PhyloFusion VAE	fuse-vae	0.1259	0.0487	0.0043	27.4821	0.8124	0.8143	0.8866	0.0043	0.0044	0.0029	5	15	100.0
NielsenHB_2014	NielsenHB_2014	dsvae-unsup	dsvae-unsup	0.1255	0.0376	89.2049	15.288	0.8115	0.8136	0.8832	0.0022	0.0022	0.0022	5	32	100.0
NielsenHB_2014	NielsenHB_2014	Hyp-PhILR-NB VAE	hyp-philrvae	0.1577	0.0541	74.6519	54.7791	0.8084	0.8114	0.892	0.0065	0.0065	0.0036	5	20	
NielsenHB_2014	NielsenHB_2014	PhILR-Gauss VAE	philr-gauss-vae	0.2068	0.1464	0.0214	59.2476	0.8041	0.808	0.8799	0.0033	0.0026	0.0035	5	24	
NielsenHB_2014	NielsenHB_2014	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1543	0.0583	70.8014	68.8261	0.8023	0.804	0.8699	0.0013	0.001	0.0018	5	24	
NielsenHB_2014	NielsenHB_2014	PhILR-VAE	philrvae	0.0972	0.0314	75.6041	55.0678	0.8	0.8027	0.8817	0.0039	0.004	0.0026	5	20	
NielsenHB_2014	NielsenHB_2014	dsvae-sup	dsvae-sup	0.2255	0.0777	139.0682	7.2085	0.7994	0.7988	0.8804	0.0014	0.0017	0.0017	5	32	100.0
NielsenHB_2014	NielsenHB_2014	Hyp+Tax VAE	hyp-tax-vae	0.1428	0.0541	0.0051	26.9211	0.7974	0.799	0.8586	0.0033	0.0037	0.0016	5	20	100.0
NielsenHB_2014	NielsenHB_2014	TreeNB-VAE	treenbvae	0.1392	0.0437	92.764	22.8591	0.7954	0.7947	0.8737	0.0036	0.0032	0.0031	5	12	
NielsenHB_2014	NielsenHB_2014	Hyperbolic VAE	hyp-vae	0.1513	0.0498	0.0062	19.9282	0.7937	0.796	0.8692	0.005	0.0043	0.0031	5	16	100.0
NielsenHB_2014	NielsenHB_2014	Tax-aware VAE	tax-vae	0.1105	0.0461	0.0031	43.5141	0.7927	0.7956	0.8631	0.0057	0.0059	0.0036	5	24	100.0
NielsenHB_2014	NielsenHB_2014	TreePrior VAE	treeprior-vae	0.1414	0.0489	0.0053	23.7133	0.7775	0.7784	0.855	0.0021	0.0025	0.0037	5	15	100.0
NielsenHB_2014	NielsenHB_2014	TreeDirichlet VAE	treedirichlet-vae	0.1689	0.0952	-4905.1324	38.192	0.7598	0.762	0.8403	0.0069	0.0073	0.0036	5	12	
NielsenHB_2014	NielsenHB_2014	Graph VAE	graph-vae	0.219	0.0676	0.0118	0.0841	0.6286	0.6271	0.6662	0.0032	0.0035	0.0065	5	7	100.0
NielsenHB_2014	NielsenHB_2014	Vanilla VAE	vanilla-vae	0.2189	0.0658	0.0122	0.0	0.5625	0.5611	0.5636	0.0087	0.0087	0.005	5	7	100.0
QinJ_2012	QinJ_2012	dsvae-sup	dsvae-sup	0.22	0.0659	125.7631	8.4128	0.6554	0.654	0.714	0.0059	0.0059	0.0024	5	32	100.0
QinJ_2012	QinJ_2012	dsvae-unsup	dsvae-unsup	0.1209	0.033	78.7055	19.3345	0.6532	0.6516	0.7227	0.0033	0.0032	0.0039	5	32	100.0
QinJ_2012	QinJ_2012	Hyp+Tax VAE	hyp-tax-vae	0.1445	0.0453	0.0054	16.6416	0.6408	0.6394	0.6919	0.0043	0.004	0.0052	5	16	100.0
QinJ_2012	QinJ_2012	Hyp-PhILR-NB VAE	hyp-philrvae	0.1553	0.0623	64.252	74.6582	0.6381	0.6366	0.695	0.0051	0.005	0.0034	5	24	
QinJ_2012	QinJ_2012	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1787	0.0717	73.8939	41.0657	0.6345	0.633	0.6834	0.0031	0.0031	0.0036	5	14	
QinJ_2012	QinJ_2012	TreeDirichlet VAE	treedirichlet-vae	0.164	0.0937	-5331.5731	46.5653	0.6159	0.6142	0.6527	0.0042	0.0041	0.0023	5	12	
QinJ_2012	QinJ_2012	PhILR-VAE	philrvae	0.1024	0.0291	70.269	62.2529	0.6118	0.6103	0.6517	0.0039	0.0041	0.0031	5	20	
QinJ_2012	QinJ_2012	Tax-aware VAE	tax-vae	0.13	0.0454	0.0045	24.0405	0.6049	0.6033	0.6411	0.0085	0.0085	0.0093	5	14	100.0
QinJ_2012	QinJ_2012	PhyloFusion VAE	fuse-vae	0.125	0.0478	0.0039	36.1314	0.6026	0.6007	0.6455	0.0061	0.0064	0.0022	5	24	100.0
QinJ_2012	QinJ_2012	PhILR-Gauss VAE	philr-gauss-vae	0.1966	0.1359	0.0212	57.0678	0.6014	0.5998	0.6461	0.0092	0.0094	0.007	5	24	
QinJ_2012	QinJ_2012	TreeNB-VAE	treenbvae	0.143	0.0388	83.7469	29.3823	0.597	0.5952	0.6208	0.0044	0.0047	0.0025	5	8	
QinJ_2012	QinJ_2012	Hyperbolic VAE	hyp-vae	0.1553	0.0466	0.006	12.7405	0.5844	0.5825	0.6238	0.0042	0.0044	0.0041	5	7	100.0
QinJ_2012	QinJ_2012	$\beta$-VAE	beta-vae	0.1228	0.0462	0.0041	31.9918	0.5829	0.5813	0.6186	0.005	0.0053	0.0042	5	14	100.0
QinJ_2012	QinJ_2012	Graph VAE	graph-vae	0.1831	0.0491	0.0093	3.1718	0.5238	0.5219	0.5441	0.0058	0.0056	0.0035	5	8	100.0
QinJ_2012	QinJ_2012	TreePrior VAE	treeprior-vae	0.2155	0.0582	0.0116	2.9642	0.5056	0.5033	0.5068	0.006	0.0059	0.0063	5	11	100.0
QinJ_2012	QinJ_2012	Vanilla VAE	vanilla-vae	0.2155	0.0582	0.0115	0.0003	0.4979	0.4956	0.4971	0.0026	0.0024	0.004	5	10	100.0
QinN_2014	QinN_2014	dsvae-sup	dsvae-sup	0.235	0.0689	144.4263	2.4987	0.8087	0.8078	0.8972	0.0044	0.0044	0.0017	5	32	100.0
QinN_2014	QinN_2014	Hyp-PhILR-NB VAE	hyp-philrvae	0.1401	0.0544	61.759	54.2818	0.8015	0.8	0.8705	0.0055	0.0057	0.0036	5	20	
QinN_2014	QinN_2014	$\beta$-VAE	beta-vae	0.115	0.0463	0.0036	35.089	0.7993	0.7982	0.8677	0.0051	0.0053	0.0057	5	20	100.0
QinN_2014	QinN_2014	dsvae-unsup	dsvae-unsup	0.1141	0.03	77.5416	11.5993	0.7903	0.7894	0.8665	0.0075	0.0077	0.0051	5	32	100.0
QinN_2014	QinN_2014	TreeDirichlet VAE	treedirichlet-vae	0.133	0.0814	-5292.2478	34.5927	0.784	0.7828	0.8687	0.0025	0.0027	0.0012	5	12	
QinN_2014	QinN_2014	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.1346	0.0532	66.8418	38.9977	0.7834	0.7821	0.8534	0.0047	0.0048	0.0045	5	15	
QinN_2014	QinN_2014	TreeNB-VAE	treenbvae	0.1243	0.0332	76.6977	16.6685	0.7774	0.7764	0.8552	0.0047	0.005	0.005	5	10	
QinN_2014	QinN_2014	PhILR-Gauss VAE	philr-gauss-vae	0.2	0.1378	0.0241	29.3724	0.7741	0.7726	0.8591	0.004	0.004	0.0034	5	16	
QinN_2014	QinN_2014	Tax-aware VAE	tax-vae	0.0795	0.0413	0.0019	71.3614	0.7738	0.7715	0.8609	0.004	0.004	0.0013	5	24	100.0
QinN_2014	QinN_2014	PhILR-VAE	philrvae	0.0924	0.0277	67.9513	42.4363	0.7602	0.7587	0.8406	0.0042	0.0045	0.0032	5	20	
QinN_2014	QinN_2014	Hyperbolic VAE	hyp-vae	0.1077	0.0363	0.0034	30.5225	0.7566	0.7542	0.8369	0.0062	0.0061	0.0059	5	20	100.0
QinN_2014	QinN_2014	Hyp+Tax VAE	hyp-tax-vae	0.1449	0.0463	0.0052	12.4034	0.7551	0.7536	0.8328	0.0015	0.0018	0.0048	5	24	100.0
QinN_2014	QinN_2014	TreePrior VAE	treeprior-vae	0.125	0.0385	0.0045	33.6935	0.7493	0.7473	0.8213	0.0026	0.0031	0.005	5	15	100.0
QinN_2014	QinN_2014	Graph VAE	graph-vae	0.1764	0.0497	0.0082	4.3104	0.7276	0.7258	0.7981	0.0033	0.0033	0.004	5	6	100.0
QinN_2014	QinN_2014	PhyloFusion VAE	fuse-vae	0.2085	0.0552	0.0107	0.0	0.5819	0.5795	0.5951	0.0039	0.0038	0.0049	5	7	100.0
QinN_2014	QinN_2014	Vanilla VAE	vanilla-vae	0.2084	0.0554	0.0106	0.0001	0.5636	0.5604	0.5948	0.0043	0.0044	0.0059	5	24	100.0
RosaBA_2018	RosaBA_2018	dsvae-sup	dsvae-sup	0.2606	0.0951	115.9836	4.9304	0.9	0.8883	0.99	0.0	0.0004	0.0049	5	32	100.0
RosaBA_2018	RosaBA_2018	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2196	0.0926	63.4713	29.1605	0.742	0.6983	0.7865	0.0273	0.0293	0.0131	5	11	
RosaBA_2018	RosaBA_2018	Hyperbolic VAE	hyp-vae	0.0966	0.0526	0.0025	11.6289	0.6773	0.6325	0.7834	0.0415	0.0396	0.0146	5	6	100.0
RosaBA_2018	RosaBA_2018	PhILR-Gauss VAE	philr-gauss-vae	0.2158	0.1816	0.0116	42.5553	0.6567	0.6065	0.7518	0.0265	0.0266	0.0082	5	24	
RosaBA_2018	RosaBA_2018	PhyloFusion VAE	fuse-vae	0.1376	0.0704	0.0048	17.2441	0.6185	0.5709	0.7896	0.0272	0.0242	0.0124	5	8	100.0
RosaBA_2018	RosaBA_2018	Hyp+Tax VAE	hyp-tax-vae	0.1735	0.0739	0.0079	8.618	0.5833	0.5353	0.6243	0.0153	0.0173	0.016	5	4	100.0
RosaBA_2018	RosaBA_2018	PhILR-VAE	philrvae	0.0796	0.0266	60.9028	36.2721	0.5628	0.5149	0.7812	0.0181	0.016	0.0142	5	20	
RosaBA_2018	RosaBA_2018	Graph VAE	graph-vae	0.2492	0.0922	0.016	5.5116	0.5242	0.463	0.5453	0.0142	0.0176	0.011	5	20	100.0
RosaBA_2018	RosaBA_2018	TreeDirichlet VAE	treedirichlet-vae	0.2488	0.1748	-2702.0244	12.8692	0.5125	0.4703	0.5027	0.0086	0.0117	0.0093	5	4	
RosaBA_2018	RosaBA_2018	$\beta$-VAE	beta-vae	0.2261	0.0816	0.0132	2.627	0.4992	0.4543	0.33	0.0268	0.0231	0.024	5	11	100.0
RosaBA_2018	RosaBA_2018	Hyp-PhILR-NB VAE	hyp-philrvae	0.143	0.0706	66.2123	38.3725	0.478	0.4476	0.4925	0.0151	0.0106	0.0215	5	20	
RosaBA_2018	RosaBA_2018	TreeNB-VAE	treenbvae	0.1983	0.069	86.3202	11.1344	0.469	0.4199	0.4107	0.0262	0.0247	0.0078	5	2	
RosaBA_2018	RosaBA_2018	dsvae-unsup	dsvae-unsup	0.1801	0.0671	86.3511	17.4302	0.462	0.4253	0.5405	0.0142	0.0092	0.0296	5	32	100.0
RosaBA_2018	RosaBA_2018	Vanilla VAE	vanilla-vae	0.2464	0.0883	0.0159	0.0034	0.429	0.3989	0.5504	0.0299	0.0221	0.0233	5	20	100.0
RosaBA_2018	RosaBA_2018	Tax-aware VAE	tax-vae	0.1157	0.0618	0.0033	17.4038	0.421	0.3925	0.55	0.0123	0.0096	0.0258	5	16	100.0
RosaBA_2018	RosaBA_2018	TreePrior VAE	treeprior-vae	0.2463	0.0927	0.016	0.0097	0.3598	0.3522	0.3128	0.011	0.0062	0.0215	5	16	100.0
RubelMA_2020	RubelMA_2020	dsvae-sup	dsvae-sup	0.2692	0.1009	121.1673	3.2903	0.7986	0.7975	0.8417	0.0053	0.0058	0.0037	5	32	100.0
RubelMA_2020	RubelMA_2020	$\beta$-VAE	beta-vae	0.1474	0.0658	0.0062	22.9466	0.7389	0.7374	0.8288	0.0076	0.0075	0.0068	5	15	100.0
RubelMA_2020	RubelMA_2020	Hyp-PhILR-ZINB VAE	hyp-philr-zinb	0.2093	0.0939	57.6196	40.4651	0.7365	0.7346	0.8206	0.0039	0.0042	0.0025	5	16	
RubelMA_2020	RubelMA_2020	Hyp-PhILR-NB VAE	hyp-philrvae	0.1822	0.0753	53.08	53.4553	0.7361	0.7348	0.797	0.0017	0.002	0.0048	5	24	
RubelMA_2020	RubelMA_2020	TreeNB-VAE	treenbvae	0.1479	0.0496	65.617	65.7691	0.7344	0.7326	0.8053	0.0098	0.0096	0.0055	5	10	
RubelMA_2020	RubelMA_2020	PhILR-Gauss VAE	philr-gauss-vae	0.224	0.1853	0.0197	50.5004	0.7339	0.7324	0.8027	0.0105	0.0104	0.0024	5	20	
RubelMA_2020	RubelMA_2020	Tax-aware VAE	tax-vae	0.2482	0.0943	0.0158	0.2893	0.7306	0.7288	0.7971	0.003	0.0031	0.0039	5	11	100.0
RubelMA_2020	RubelMA_2020	PhILR-VAE	philrvae	0.1449	0.0492	64.7301	35.5161	0.7132	0.7112	0.7974	0.0041	0.0043	0.0043	5	8	
RubelMA_2020	RubelMA_2020	Vanilla VAE	vanilla-vae	0.2419	0.0812	0.0152	0.3571	0.7022	0.6997	0.7368	0.0017	0.0019	0.0042	5	4	100.0
RubelMA_2020	RubelMA_2020	dsvae-unsup	dsvae-unsup	0.1471	0.049	67.8064	19.732	0.6899	0.6879	0.7635	0.0036	0.0042	0.0025	5	32	100.0
RubelMA_2020	RubelMA_2020	Graph VAE	graph-vae	0.2296	0.0748	0.0139	2.1306	0.6896	0.6871	0.765	0.0077	0.0077	0.0036	5	6	100.0
RubelMA_2020	RubelMA_2020	Hyperbolic VAE	hyp-vae	0.2547	0.0875	0.0169	2.2153	0.6815	0.6792	0.7367	0.0045	0.0046	0.0026	5	13	100.0
RubelMA_2020	RubelMA_2020	TreeDirichlet VAE	treedirichlet-vae	0.2349	0.1388	-2905.6488	4.7521	0.6781	0.6754	0.7561	0.0058	0.0057	0.0043	5	2	
RubelMA_2020	RubelMA_2020	PhyloFusion VAE	fuse-vae	0.2462	0.0815	0.0159	0.444	0.6746	0.6719	0.6934	0.0075	0.0077	0.0067	5	8	100.0
RubelMA_2020	RubelMA_2020	TreePrior VAE	treeprior-vae	0.2542	0.0863	0.0176	0.0004	0.6605	0.6582	0.6969	0.0092	0.0088	0.0069	5	16	100.0
RubelMA_2020	RubelMA_2020	Hyp+Tax VAE	hyp-tax-vae	0.2328	0.0711	0.0274	3.6731	0.6332	0.6306	0.6539	0.0085	0.0085	0.0083	5	24	100.0
