clade_name	NCBI_tax_id	ES_001	ES_007	ES_010	ES_014	ES_017	ES_019	ES_024	ES_043	ES_046	ES_048	ES_069	ES_080	ES_088	ES_089	ES_095	ES_099	ES_104	ES_106	ES_107	ES_108	ES_110	ES_114	ES_116	ES_132	ES_137	ES_147	ES_158	ES_207	ES_208	ES_209	ES_210	ES_211
s__Porphyromonas_sp_oral_taxon_278	0	0.0	0.0	0.0	0.0	1.08046	0.77814	0.01778	0.0	0.03257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0587	0.0	0.02695	0.0	0.0	0.0	0.0	0.0	0.00946	0.0	0.00041	0.0	0.03492	0.0
s__Aggregatibacter_segnis	0	0.0	0.0	0.0	0.0	1.00183	0.0	0.02091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03665	0.977	0.0	0.08577	0.0	0.79465	0.0	0.00731	0.0	0.0	0.0	0.0024	7.23975	0.00261	0.02091	0.0	0.0
s__Filifactor_alocis	0	0.0	0.0	0.0	0.0	0.97159	0.0	0.01112	0.0	0.15895	0.0717	0.0	0.0	0.0	0.0	0.0	0.06694	0.0	0.0	0.0	0.0	0.05957	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.46703
s__Gemella_morbillorum	0	0.0	0.0	0.0	0.0	0.46106	0.32355	0.07957	0.00338	0.20484	0.0	0.0	0.0	0.0	0.0	0.0	0.01726	0.20074	0.01813	0.17915	0.08197	0.33139	0.00083	0.01091	0.0	0.01637	0.0	0.04095	0.70054	0.02889	0.00246	0.01773	1.15035
s__Aggregatibacter_sp_oral_taxon_458	0	0.0	0.0	0.0	0.0	0.43344	0.0	0.04452	0.0	0.0	0.0	0.0	0.0	0.10693	0.0	0.0	0.0	0.0	0.0	0.04002	0.0	0.03954	0.00031	0.02048	0.0	0.0	0.0	0.00464	0.04606	0.04208	0.0269	0.0343	0.06591
s__Eubacterium_saphenum	0	0.0	0.0	0.0	0.0	0.41475	0.0	0.01154	0.0	0.0	0.11221	0.0	0.0	0.0	0.0	0.0	0.02238	0.0	0.0	0.0	0.0	0.00331	0.0	0.0	0.0	0.0	0.11702	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_F0091	0	0.0	0.0	0.0	0.0	0.18652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0936	0.0	0.023	0.0	0.01746	0.02204	0.0	0.0	0.00791	0.0	0.0	0.01698	0.03978	0.68484
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.0	0.0	0.15496	0.0	0.0	0.0	0.0	0.0	0.0	0.45866	0.14175	0.0	0.0	0.0	0.0	0.96823	0.0	0.29836	0.0	0.0	0.09897	0.0	0.0	0.09841	0.0	0.0	0.0	0.0	0.05995	0.35777
s__Streptococcus_australis	0	0.0	0.0	0.0	0.0	0.11867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25236	0.16212	0.52666	0.23079	0.0	0.0	0.0093	0.0	0.00167	0.0	0.0	0.0	0.28483	0.0	0.3019	0.01439	0.02392	0.08919
s__Prevotella_intermedia	0	0.0	0.0	0.0	0.0	0.11447	0.0	0.01391	0.0	0.0	0.68407	0.0	0.0	0.0	0.0	0.0	0.07923	0.0	0.0	0.0	0.0	0.07993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0444	0.49851	0.0
s__Fusobacterium_periodonticum	0	0.0	0.0	0.0	0.0	0.11216	0.01217	0.0	0.0	0.01599	0.0	0.0	0.0	0.0	0.0	0.0	0.06661	3.62922	4.50397	0.03939	0.0	0.53272	2.17649	0.36314	0.0	0.01614	0.0	2.44527	0.34168	2.62434	1.61659	1.14714	7.78498
s__Parvimonas_sp_oral_taxon_393	0	0.0	0.0	0.0	0.0	0.09445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_multiformis	0	0.0	0.0	0.0	0.0	0.08908	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.10767
s__Actinobaculum_sp_oral_taxon_183	0	0.0	0.0	0.0	0.0	0.05994	0.01188	0.02442	0.0	0.58886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
s__Mogibacterium_timidum	0	0.0	0.0	0.0	0.0	0.05292	0.02379	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01538	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.01948	0.0	0.01059	0.0
s__Eubacterium_nodatum	0	0.0	0.0	0.0	0.0	0.04441	0.01349	0.00541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_stomatis	0	0.0	0.0	0.0	0.0	0.0403	0.04848	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.00053	0.0	0.02986	0.0	0.0101	0.0	0.0	0.09683	0.0	0.0	0.01177	0.0	0.0	0.0	0.0223	0.0
s__Streptococcus_sp_oral_taxon_058	0	0.0	0.0	0.0	0.0	0.02817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_cardiffensis	0	0.0	0.0	0.0	0.0	0.02398	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_granulosa	0	0.0	0.0	0.0	0.0	0.0228	0.0	0.01963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77527	0.0	0.00015	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
s__Haemophilus_quentini	0	0.0	0.0	0.0	0.0	0.02141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01625	0.0	0.03905	0.0	0.0	0.0	0.0	0.0	0.01411	0.17035	0.01534	0.0	0.0	0.0
s__Corynebacterium_durum	0	0.0	0.0	0.0	0.0	0.02138	0.0	0.07024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.0	0.0	0.0
s__Treponema_vincentii	0	0.0	0.0	0.0	0.0	0.01302	0.00542	0.0073	0.0	0.0	0.0	0.0	0.01072	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.0	0.0	0.0	0.0	0.02118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alloprevotella_rava	0	0.0	0.0	0.0	0.0	0.009	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.07732	0.0	0.0	0.03492	0.0	0.01649	0.0	0.54689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00753	0.00736	0.01912
s__Leptotrichia_buccalis	0	0.0	0.0	0.0	0.0	0.0085	0.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00827	0.0	0.00874	0.0	0.0038	0.0	0.00371	0.0	0.0	0.0	0.00139	0.0	0.00047	0.0	0.0	0.0
s__Leptotrichia_hofstadii	0	0.0	0.0	0.0	0.0	0.00426	0.05915	0.0	0.0	0.01484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.00145	0.00737	0.0	0.0123	0.00045	0.00812	0.0	0.0	0.0	0.001	0.0	0.00703	0.05283	0.0	0.0
s__Actinomyces_sp_oral_taxon_448	0	0.0	0.0	0.0	0.0	0.0	0.40385	3.34664	0.05409	0.63745	0.0	0.0	0.0	0.04733	0.0	0.0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.54831	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Solobacterium_moorei	0	0.0	0.0	0.0	0.0	0.0	0.21464	0.00107	0.09739	0.01084	0.0	0.0	0.01331	0.0	0.0	0.0	0.0	0.09089	0.02774	0.14299	0.08904	0.1769	0.09409	0.28287	0.0	0.03779	0.84337	0.05583	0.0	0.02945	0.15838	0.13537	0.07296
s__Actinomyces_sp_oral_taxon_180	0	0.0	0.0	0.0	0.0	0.0	0.15184	0.0447	0.08116	0.30365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.0	0.01416	0.0	0.01395	0.36213	0.0	0.0	0.0	0.0	0.0124	0.0
s__Veillonella_rodentium	0	0.0	0.0	0.0	0.0	0.0	0.14101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0	0.0
s__Aggregatibacter_actinomycetemcomitans	0	0.0	0.0	0.0	0.0	0.0	0.08621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_pneumosintes	0	0.0	0.0	0.0	0.0	0.0	0.05634	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07972	0.23435	0.01901	0.0	0.0	0.32846	0.0	0.0	0.00174	0.0	0.0	0.0	0.01639	0.54872
s__Campylobacter_gracilis	0	0.0	0.0	0.0	0.0	0.0	0.05334	0.09099	0.01773	0.1993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0	0.0	0.0	0.19697	0.0	0.0	0.0	0.27212	0.0	0.0
s__Streptococcus_sp_SK643	0	0.0	0.0	0.0	0.0	0.0	0.02606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leptotrichia_wadei	0	0.0	0.0	0.0	0.0	0.0	0.0239	0.01831	0.13781	0.6478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17212	0.0017	0.9758	0.1035	0.45673	0.01469	0.12789	0.08648	0.0	0.0	0.03995	0.0	0.03054	4.89181	0.0179	0.0
s__Prevotella_dentalis	0	0.0	0.0	0.0	0.0	0.0	0.02112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01956
s__Prevotella_maculosa	0	0.0	0.0	0.0	0.0	0.0	0.0185	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0663	0.00326	0.0
s__Tannerella_sp_oral_taxon_808	0	0.0	0.0	0.0	0.0	0.0	0.01763	0.01625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19872	0.0	0.0	0.0	0.0	0.02054	0.0
s__Actinomyces_hongkongensis	0	0.0	0.0	0.0	0.0	0.0	0.0153	0.00293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccae	0	0.0	0.0	0.0	0.0	0.0	0.01028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00749	0.1741
s__Leptotrichia_sp_oral_taxon_879	0	0.0	0.0	0.0	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.00208	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0	0.0
s__Prevotella_sp_oral_taxon_820	0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_mucosa	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8152	0.0	0.0	0.0	0.0	0.0	0.12129	0.0	0.0	0.02719	0.0	0.10191	0.0	0.0	0.01192	0.0	0.0	0.0	0.0	0.0	0.0	0.09451	0.0	0.0	0.0	0.0
s__Propionibacterium_acidifaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.33633	0.06673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parascardovia_denticolens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.2112	0.02434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_414	0	0.0	0.0	0.0	0.0	0.0	0.0	0.15495	0.03307	0.19595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lautropia_mirabilis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.13502	0.0	0.0	0.0	0.0	0.0	0.26073	0.1334	0.0	0.0	0.01868	0.0	0.01153	0.0	0.02461	0.03191	0.0071	0.0	0.02008	0.0	0.0227	0.04667	0.01302	0.0	0.00083	0.0
s__Streptococcus_mutans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06349	0.01315	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_johnsonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_bacilliformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.05011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rothia_aeria	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04915	0.0	0.0	0.0	0.0	0.0	0.19357	0.0	0.0	0.20373	0.00091	0.0	0.02272	0.0	0.03311	0.01907	0.0	0.0	0.0	0.0	0.01799	0.03907	0.02605	0.0	0.0	0.0
s__Abiotrophia_defectiva	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00816	0.0	0.02526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kingella_denitrificans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Abiotrophia_sp_HMSC24B09	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01184	0.0	0.03263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_897	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_F0442	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02345	0.00941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23564	0.14789	0.0	0.25632	0.02859	0.01554	0.01095	0.0	0.0	0.0	0.04956	0.0	0.06658	0.0	0.10524	0.0
s__Eikenella_corrodens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227	0.0	0.05013	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14169
s__Actinomyces_naeslundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02109	0.0	0.0	0.0	0.0	0.0	0.02509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_cinerea	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171	0.0	0.05472	0.0	0.06997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00687	0.0	0.0	0.0
s__Shuttleworthia_satelles	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01047	0.06727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.02269	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0
s__Veillonella_tobetsuensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01003	0.79241	0.0	0.0	0.0	0.0	0.0	0.0	0.09397	0.0	0.05381	0.10682	0.0	0.0	0.14441	0.0	0.0	0.0	0.0	0.0	0.58488	0.0	1.18113	0.0	0.07997	0.31194
s__Lachnospiraceae_bacterium_oral_taxon_096	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22744	0.0	1.25504	0.0	0.16436	0.0	0.0	0.20574	0.0	0.0	0.00691	0.0	0.0	0.0	0.03204	0.0
s__Eggerthia_catenaformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02206	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.02129	0.0	0.0	0.00711	0.0	0.0	0.0	0.05166	0.33877
s__Prevotella_oralis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91063	0.0	0.0	0.0	0.0	0.00243	0.0
s__Prevotella_scopos	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611	0.05178	0.0	0.15718	0.02053	1.48374	0.01321	0.0	0.0	0.0	0.0	0.006	0.48425	0.10483	0.0
s__Staphylococcus_epidermidis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candida_dubliniensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_perflava	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1649	0.0	0.0	0.0	0.0	0.0	0.0	20.63556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_baroniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03608	0.0	0.0	0.0	0.0	0.0	0.04061	0.0	0.0	0.0	0.0	0.04618	0.0	0.0	0.04245	0.0	0.17896	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas_media	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41517	0.0	0.0	0.0	0.0	0.0	0.03816	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas_caviae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2254	0.0	0.0	0.0	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_michiganensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04698	0.0	0.0	0.0	0.0	0.0	0.03078	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_pittii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micrococcus_lylae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingomonas_koreensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gluconacetobacter_liquefaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53343	0.0	0.0	0.0	0.0	0.01561	0.0	0.0	0.01932	0.05935	0.10496	0.0	0.0	0.0	0.0	2.14444	0.0	0.07453	0.0	0.34277	0.0
s__Candida_albicans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_macacae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19393	0.0	0.0	0.0	0.0	0.0	0.00238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Treponema_sp_OMZ_838	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01579	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.1617
s__Haemophilus_sputorum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27507	0.79439	1.5658	0.0	0.00499	0.0	0.10428	0.0	0.0	0.0	0.0	0.0	0.69202	0.73487	1.01476	0.0	0.0	0.0
s__Oribacterium_parvum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17145	0.0	0.39771	0.72742	0.0012	0.0	0.20122	0.00518	0.33358	0.0	0.0	0.0	0.43376	0.0	0.29178	0.16955	0.20743	0.27201
s__Prevotella_shahii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10588	0.0	1.07094	0.10248	0.0	0.0	0.09494	0.04104	0.0	0.0	0.0	0.0	1.60458	0.0	0.31189	0.0	0.0	3.54844
s__Streptococcus_milleri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08869	0.0	0.0	0.0	0.0	0.05291	0.00691	0.0	0.0	0.12137	0.0	0.0	0.00312	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_pittmaniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28865	0.0	0.0	0.0	0.0
s__Haemophilus_paraphrohaemolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15709	0.0	0.0	0.0	0.0	0.30319	0.0	0.0	0.0	0.0	0.0	0.15328	0.22252	0.0	0.0	0.0	0.0
s__Prevotella_sp_oral_taxon_473	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08203	0.0	0.0	0.09963	0.0	0.00894	0.0	0.0	0.0	0.0	0.0	0.02259	0.65347	0.02384	0.0	0.08969	0.17843
s__Morococcus_cerebrosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34628	0.0	0.0	0.0	0.0
s__Simonsiella_muelleri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04322	0.12783	0.0	0.00117	0.0	0.24584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_influenzae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02822	0.0214	0.0	0.00348	0.0	0.0	0.0	0.0	0.19336	0.0	0.0	0.0	0.0	0.0	0.06303	0.0	0.0
