clade_name	NCBI_tax_id	AS43_12	AS43_18	AS43_24	AS43_3	AS43_6	AS44_0	AS44_12	AS44_18	AS44_24	AS44_3	AS44_6	AS45_0	AS45_12	AS45_24	AS45_3	AS45_6	AS50_0	AS50_12	AS50_18	AS50_24	AS50_3	AS50_6	AS51_0	AS51_12	AS51_18	AS51_24	AS51_3	AS51_6	AS53_0	AS53_12	AS53_18	AS53_24	AS53_3	AS53_6	AS56_0	AS56_12	AS56_18	AS56_24	AS56_3	AS56_6	AS58_0	AS58_12	AS58_18	AS58_24	AS58_3	AS58_6	AS60_0	AS60_12	AS60_18	AS60_24	AS60_3	AS60_6	AS61_0	AS61_12	AS61_18	AS61_24	AS61_6	AS62_0	AS62_12	AS62_18	AS62_24	AS62_3	AS62_6	AS63_0	AS63_12	AS63_18	AS63_24	AS63_3	AS63_6	AS64_0	AS64_12	AS64_18	AS64_24	AS64_3	AS64_6	AS65_0	AS65_12	AS65_18	AS65_24	AS65_3	AS65_6	AS66_0	AS66_12	AS66_18	AS66_24	AS66_3	AS66_6	AS68_0	AS68_12	AS68_24	AS68_3	AS68_6
s__Anaerostipes_hadrus	0	0.56818	0.0	0.20241	0.43931	0.16866	0.06974	0.01987	0.03669	0.23084	0.30626	0.00736	0.23355	0.0	0.0	0.0	0.00967	0.0	0.04039	0.0	0.06456	0.19979	0.01556	0.04069	0.04207	0.00177	0.12301	0.14235	0.0	0.0	0.01867	0.0	0.04426	0.02087	0.03856	0.00118	0.26691	0.05121	0.00592	0.0	0.16791	0.02891	0.14389	0.0	0.0	0.07996	0.24505	0.19159	0.00143	0.0	0.05368	0.1685	0.28151	0.0	0.0	0.01005	0.0	0.0422	0.0062	0.04182	0.00628	0.06838	0.93889	0.00544	0.0	0.0	0.04243	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.4439	0.0	0.0	0.00108	0.0187	0.32573	0.11208	0.01653	0.00767	0.10413	0.10826	0.03352	1.23819	0.50674	0.01477	0.0	0.0089	0.0	0.0
s__Odoribacter_splanchnicus	0	0.54981	0.93109	0.6072	1.43675	0.6026	0.35606	0.18509	0.0	0.37466	0.48285	0.51785	1.07857	0.116	0.29689	0.47924	0.41778	0.23106	1.02441	0.62181	0.80403	0.87484	0.58669	0.47333	0.61394	1.61668	1.04692	1.39791	0.34886	0.3065	1.37955	1.07074	0.90825	0.89177	0.95058	1.06092	1.0987	1.45112	0.40813	1.46932	0.88797	1.22571	0.82504	0.18005	0.15864	0.57818	0.48932	0.95492	0.95955	0.81538	1.26122	0.46253	0.54723	1.32608	0.17961	0.6235	0.52145	1.01894	0.78097	0.92058	1.97793	1.02173	0.22887	0.2417	0.15715	0.41252	0.2044	0.23234	0.05949	0.00986	1.10471	0.14845	0.40095	0.48476	0.11273	0.38149	0.31816	0.5976	0.60643	0.49565	2.02998	0.82257	1.90137	1.35144	0.29934	0.42074	0.67311	0.52473	0.36914	0.88563	0.67834	0.20488	0.3955
s__Gemmiger_formicilis	0	0.49362	0.65238	1.34572	0.19167	0.1718	0.0	0.0	0.0	0.0	0.0	0.0	0.30871	0.19396	0.35587	0.15871	0.18829	0.08435	0.14754	0.09281	0.23244	0.13909	0.05608	0.0	0.01503	0.0	0.0	0.0189	0.01694	0.68693	0.68531	1.82685	0.08181	0.43018	0.46607	0.0016	0.0	0.0	0.0	0.0	0.0	0.24557	0.02069	0.1991	0.10443	0.01782	0.01986	0.8939	0.51715	1.53706	3.50156	0.0	0.0	0.28463	0.0	0.0	0.0	0.0	0.33945	0.10122	0.0	0.02929	0.0	0.0	0.06577	0.0	0.0	0.0	0.0	0.0	0.0	0.52457	0.97426	0.0	0.0	0.0	0.07039	0.04976	0.35436	0.00841	0.18719	0.07677	0.36331	0.01296	0.00289	0.66343	0.0	0.0	0.03649	0.15	0.06641	0.08864	0.02597
s__Bilophila_wadsworthia	0	0.42094	0.2254	0.78979	0.5099	0.4171	0.03455	0.05428	0.0	0.03203	0.0131	0.04504	0.17005	0.0	0.03571	0.0	0.0	0.02173	0.02344	0.09895	0.01802	0.11376	0.1248	0.00537	0.01607	0.3301	0.00586	0.18965	0.02836	0.11185	0.15879	0.0	0.0	0.31607	0.30525	0.31028	0.07487	0.27969	0.07631	0.03947	0.11845	0.47966	0.32463	0.05777	0.08653	0.35971	0.0	0.22947	0.25734	0.16132	0.42254	0.18458	0.3096	0.0	0.0	0.0	0.0	0.0	0.11036	0.05708	0.08286	0.12736	0.32058	0.04347	0.24119	0.42007	0.25449	0.21771	0.18346	0.10554	0.00263	0.0	0.0	0.08782	0.00773	0.00169	0.33112	0.12094	0.14591	0.1295	0.12961	0.12584	0.34891	0.11585	0.07981	0.00247	0.05014	0.10576	0.20663	0.21635	0.15033	0.07948	0.11299
s__Roseburia_inulinivorans	0	0.3672	0.66428	0.23268	0.00257	0.15746	0.0805	0.0	0.0	0.9742	0.0	0.0	0.61956	0.11434	0.22352	0.0	0.03904	0.00806	0.62733	0.0	0.06818	0.0	0.51082	0.29971	1.23016	0.4444	1.19521	0.36287	0.67834	3.442	0.32892	2.55292	3.27167	0.41916	0.34861	0.0	0.0	0.38975	0.0252	0.0	0.0	1.41199	0.0	0.0231	0.64727	0.0	3.18045	2.02407	0.10694	0.05242	0.13175	0.0	0.14253	0.0	0.00039	0.0	0.02672	0.0	0.18315	0.47321	0.6289	1.67875	0.0	0.20089	0.02692	0.0	0.09143	0.24282	0.0	0.0	1.60099	0.04027	2.02568	0.22703	0.0	0.62602	0.11328	0.0206	0.83551	0.96799	0.393	1.2031	0.58503	0.00771	0.0	7.11451	0.0	0.0	0.02404	1.15976	0.00915	0.0	0.01954
s__Coprococcus_catus	0	0.21087	0.328	0.33317	0.2909	0.18917	0.04316	0.03218	0.00919	0.15619	0.07451	0.05289	0.05291	0.01387	0.01407	0.10713	0.0653	0.01236	0.09989	0.12966	0.14434	0.11154	0.08845	0.00996	0.0	0.0	0.0	0.09101	0.00982	0.05528	0.09854	0.06953	0.28943	0.02606	0.04713	0.0	0.0	0.0	0.0	0.0	0.0	0.28055	0.04027	0.1629	0.68257	0.0	0.241	0.0	0.0	0.0	0.0	0.0	0.0	0.10591	0.00878	0.0464	0.08126	0.0	0.07767	0.05357	0.0	0.13115	0.00627	0.02746	0.0	0.0	0.0	0.0	0.0	0.0	0.02766	0.0	0.11972	0.0	0.0	0.0	0.03167	0.01328	0.0	0.0	0.13358	0.04634	0.0	0.0	0.00467	0.07462	0.0	0.0	0.00897	0.00746	0.00958	0.0	0.02628
s__Bifidobacterium_longum	0	0.20578	1.07407	0.8111	0.09816	0.10949	0.24662	1.33871	0.21309	0.61426	0.13836	0.26129	0.14754	0.03429	0.05437	0.0	0.09884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1053	1.99384	0.0	0.0	1.66607	3.55892	0.34756	0.28224	0.45178	0.88521	0.0	0.07074	0.15773	0.20801	0.27915	0.20126	0.23187	0.16695	0.0	0.0	0.39861	0.20586	0.0	0.0	3.63334	0.0	5.16463	8.35087	0.0	1.14874	0.22674	0.08725	0.82695	1.76164	0.11346	0.94738	0.40428	0.80322	0.1915	7.61532	0.14966	3.1444	0.83071	0.92427	0.11293	4.16135	2.25501	9.30167	0.06517	0.0	0.0	0.0	0.73938	0.23009	1.15826	1.6511	2.06211	0.0	1.09259	0.39566	0.78555	0.25883	0.33704	0.69725
s__Eubacterium_ramulus	0	0.18595	0.07175	0.07335	0.6243	0.04875	0.00809	0.0	0.0	0.0	0.11745	0.05508	0.11188	0.0	0.0	0.0748	0.02482	0.0	0.06704	0.1459	0.19935	0.02937	0.04827	0.0	0.10261	0.09067	0.03126	0.03186	0.0	0.06026	0.03324	0.02166	0.30924	0.14813	0.14328	0.08496	0.09317	0.10475	0.14735	0.0	0.09935	0.00238	0.0	0.0	0.02663	0.0	0.04317	0.0	0.0	0.0	0.0	0.0	0.0	0.06382	0.0	0.0	0.0	0.0	0.02477	0.0	0.0	0.04774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01727	0.0	0.08623	0.0	0.0	0.0	0.0	0.01184	0.0	0.0	0.43769	0.10778	0.00833	0.0	0.0	0.05249	0.0	0.0	0.01733	0.07998	0.0207	0.0	0.01328
s__Lawsonibacter_asaccharolyticus	0	0.17557	0.05337	0.65218	0.34894	0.10444	0.03424	0.30283	0.0048	0.16107	0.54114	0.81243	0.14931	0.02849	0.04172	0.0	0.02779	0.0	0.0	0.03378	0.0	0.07167	0.07073	0.11224	0.16998	0.39345	0.16148	0.50744	0.1126	0.03731	0.05664	0.28339	0.11907	0.34601	0.14608	0.01142	0.08887	0.09357	0.01352	0.00592	0.00614	0.10197	0.03346	0.16811	0.08303	0.4628	0.03864	1.31226	0.2948	0.15733	0.55492	0.61339	0.53725	0.27297	0.44903	0.11157	0.20658	0.15812	0.00106	0.2176	0.0526	0.06253	0.26723	0.16374	0.07209	0.32007	0.21876	0.16617	0.20101	0.03937	0.02391	0.09838	0.39709	0.00287	0.17005	0.27815	0.00159	0.0	0.02787	0.0	0.12277	0.03222	0.14955	0.03612	0.02373	0.31822	0.08286	0.17477	0.00489	0.01428	0.04945	0.01067	0.01654
s__Veillonella_parvula	0	0.16696	0.0	0.0	0.0	0.02549	0.00337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.00085	0.0	0.0	0.10595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30812	0.0	0.00812	0.0	0.0	0.04627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07501	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_invisus	0	0.14291	0.03648	0.09788	0.19098	0.16935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	0.02848	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.15131	0.20985	0.24557	0.27323	0.26056	0.40768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29422	1.20819	0.40873	1.15871	0.03326	3.24696	0.28825	0.3642	0.36648	0.03618	0.30724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03319	0.0	0.0	0.0	0.06588	0.0	0.0	0.0	0.09552	0.0	0.0	0.31577	0.02652	0.0	0.0	0.0	0.0	0.21662	0.05821	0.22035	0.0	0.32016	0.06507	0.05762	0.31922	0.01552	0.08828	0.30858
s__Flavonifractor_plautii	0	0.14172	0.14395	0.98657	0.42345	0.26902	0.19919	0.55936	0.26067	0.48771	0.50704	0.72139	1.18792	0.03714	0.45887	0.1721	0.08028	1.58231	0.00265	0.09148	0.00792	3.00446	0.49456	1.48599	1.50053	2.08057	4.02051	2.77349	2.23955	0.11844	0.26033	0.37616	0.23169	0.79563	0.65303	2.51363	3.33978	4.13264	0.98848	1.8397	0.59224	0.05839	1.29081	0.32506	0.13671	1.78046	0.29428	4.55262	0.80631	0.54669	0.68168	3.02629	1.97016	0.22264	0.31675	0.15407	0.01871	0.36567	0.12592	0.27212	0.1275	0.72657	3.97681	0.31494	1.09317	0.84903	1.54662	1.30391	0.94559	0.91097	0.63553	0.65252	0.4073	0.07958	1.43077	3.07892	0.52159	0.03779	1.5405	0.33482	0.86421	0.3463	1.12551	0.26529	0.33745	0.36612	0.2787	0.55367	1.01219	0.58664	1.29965	0.18871	0.23615
s__Clostridium_sp_CAG_253	0	0.13481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48629	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Agathobaculum_butyriciproducens	0	0.12914	0.80514	0.35715	0.56688	0.15901	0.00338	0.01639	0.0	0.05009	0.24165	0.10574	0.14882	0.14953	0.51547	0.16827	0.45428	0.39141	0.03957	0.38131	0.02127	0.09391	0.19601	0.40423	1.28642	0.3274	0.58536	0.29711	0.2414	0.15453	0.84405	0.29583	0.58479	1.54363	0.89294	0.41548	0.46738	0.75434	0.25145	0.0	0.36253	0.89854	0.07339	1.93955	1.09728	0.74628	0.58067	0.54586	0.87084	0.02974	0.38121	0.0	0.07283	0.47455	0.88978	0.93529	1.74602	0.10549	0.37537	0.24621	0.23678	1.98819	0.0	0.30067	0.10976	0.16696	0.65959	0.28163	0.01544	0.14394	0.12228	0.04105	1.23759	0.1787	0.0	0.0	0.17336	0.09839	0.53586	0.27942	0.15164	0.2609	0.46856	0.69741	0.0226	0.15583	0.0	0.27644	0.10928	0.75232	0.22195	0.0	0.14258
s__Turicimonas_muris	0	0.12042	0.06554	0.07241	0.05242	0.07115	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04955	0.01754	0.20033	0.11527	0.05399	0.0657	0.29168	0.05159	0.10816	0.17353	0.0571	0.25855	0.0	0.0	0.0	0.0	0.0	0.0	0.10429	0.05441	0.03902	0.0395	0.02021	0.01615	0.03531	0.0	0.01397	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.158	0.08483	0.12792	0.0505	0.10393
s__Coprobacter_fastidiosus	0	0.10836	0.0	0.0	0.01082	0.15145	0.10278	0.05191	0.02497	0.55643	0.31234	0.22295	0.63008	0.0	0.00697	0.0	0.0	0.29163	0.26734	0.39167	0.16145	0.0255	0.07926	0.08085	0.10307	0.26874	0.04866	0.47626	0.01157	0.0	0.0	0.0	0.0	0.0	0.0	0.01961	0.04533	0.04244	0.05114	0.60437	0.19965	0.0	0.0	0.0	0.0	0.0	0.04143	0.0	0.0	0.0	0.0	0.0	0.0	0.20084	0.1413	0.02035	0.0	0.38475	0.0	0.0	0.0	0.0	0.0	0.0	0.08765	0.0	0.09657	0.02591	0.0	0.0029	0.46415	0.0	0.14322	0.17546	0.0	0.01701	0.02019	0.03554	0.11124	0.27418	0.00222	0.04622	0.0	0.10785	0.16645	0.12887	1.7207	0.48043	0.07857	0.31843	0.02862	0.02162	0.09079
s__Ruminococcus_torques	0	0.10748	0.00659	0.7005	2.86196	0.10962	0.09736	0.00894	0.13295	0.46574	1.50267	0.79073	3.94419	0.00184	0.0	0.11442	0.07164	0.0	0.71601	0.76278	0.36678	1.41468	0.65939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00789	0.05307	0.33665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14744	0.0069	0.0	0.1751	0.0	0.00311	0.30848	0.08492	0.05016	0.27157	1.4973	0.11083	0.01835	0.0	0.0	0.22138	0.0	0.28573	0.0656	0.01014	0.50037	0.2826	0.18244	0.0	0.0	0.19892	0.0	0.0	0.0	0.08157	0.0	0.02081	0.0	0.0	0.0	0.08251	0.00085	0.0	0.0	1.96939	0.18573	0.0	0.0	0.0	0.15836	0.0	0.0	0.01291	0.46402	0.05929	0.0	0.24444
s__Dorea_longicatena	0	0.10421	0.02123	0.03196	0.12854	0.03262	0.08865	0.29999	0.23635	0.16272	0.18814	0.14713	0.32577	0.00444	0.10143	0.23164	0.14078	0.02293	0.6381	0.82969	0.48631	0.36374	0.01466	0.07316	0.1032	0.0	0.19769	0.00667	0.00935	0.10572	0.09099	0.29315	0.56185	0.42693	0.37876	0.20158	0.08734	0.07852	0.10918	0.0	0.01594	0.21696	0.01915	0.08176	0.71792	0.43692	0.23897	0.26037	0.13831	0.1564	0.15571	0.2623	0.47661	0.08075	0.22679	0.01303	0.15567	0.0	0.15591	0.02011	0.12291	0.10428	0.0	0.0	0.49879	0.09177	0.21453	0.12328	0.0	0.0	0.44828	0.38097	0.46196	0.0	0.0	0.19029	0.04791	0.02134	0.0	0.07325	0.14767	0.11124	0.0	0.28267	0.03614	0.19659	0.0	0.36114	0.50302	0.34803	0.24048	0.29628	0.13679
s__Roseburia_hominis	0	0.10276	2.27795	0.42349	0.99449	0.03413	2.74223	0.03087	0.26135	0.70426	0.43389	0.82093	0.00735	0.34263	0.72309	0.0	0.17475	0.29898	0.26722	0.0082	2.13092	0.22352	0.39884	0.03804	0.28506	0.47671	0.04742	0.47742	0.09856	0.04226	0.01893	0.14765	0.41024	0.03903	0.05554	0.0	0.0	0.0	0.0	0.0	0.0	0.63006	0.0	5.90108	0.48449	1.26572	0.6381	0.62807	0.20017	0.01364	0.0	0.23175	1.95218	0.02487	0.10679	0.54043	0.06288	0.0	0.01608	0.31445	1.61336	0.35704	0.0	0.20266	0.05872	0.15906	0.19641	0.00567	0.0	0.0	0.08989	0.36233	0.21358	0.13128	0.0	0.0	0.0	0.00181	0.0	0.08636	0.01817	0.0	1.38001	0.72511	0.01731	0.21928	0.0	4.66939	0.16643	0.30945	0.40514	1.50443	0.21056
s__Blautia_obeum	0	0.10005	0.21364	0.6054	0.28502	0.06324	0.00699	0.08757	0.08185	0.06638	0.01715	0.01361	0.21674	0.0	0.00824	0.03718	0.00552	0.0	0.10721	0.05359	0.1579	0.32005	0.08081	0.0	0.0	0.0	0.0	0.0	0.0	0.17032	0.05382	0.12626	0.35347	0.2846	0.16608	0.00286	0.0061	0.03107	0.02956	0.0	0.00622	0.147	0.04377	0.0	0.07794	0.0	0.0	0.00263	0.00574	0.0166	0.04939	0.0218	0.16853	0.20531	0.04183	0.01696	0.05351	0.23258	0.11456	0.08406	0.0	0.02909	0.0364	0.12253	0.0	0.02405	0.14272	0.0	0.0	0.0	0.03047	0.0	0.10154	0.0	0.0	0.0	0.0	0.0114	0.0	0.00852	0.06733	0.01146	0.08162	0.0352	0.0	0.08147	0.0	0.0	0.0	0.02214	0.01115	0.0	0.01862
s__Eubacterium_hallii	0	0.09125	0.0	0.0	0.00346	0.06914	0.0064	0.00816	0.0	0.0307	0.01527	0.0	0.07776	0.0	0.0	0.0	0.0	0.0	0.0	0.00399	0.09105	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00579	0.0	0.13119	0.0	0.0	0.019	0.0	0.00855	0.00087	0.0	0.00443	0.0	0.00348	0.0	0.0	0.02856	0.00292	0.04255	0.0	0.00926	0.0	0.0	0.04794	0.00315	0.0	0.00106	0.0	0.0	0.04616	0.0	0.0	0.07385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05202	0.0	0.00575	0.0	0.0	0.0	0.01183	0.0	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.09115	1.04265	4.76218	0.60456	0.30036	0.0	0.10686	0.0	0.14579	0.16085	0.45148	0.5918	0.11512	0.45847	0.11353	0.20156	0.0591	0.14897	0.08371	0.15379	0.22705	0.39399	0.03282	0.09822	1.1093	0.56977	0.28277	0.28146	0.0	0.16399	0.3523	0.39949	0.32073	0.20747	3.37047	5.78852	1.57716	1.33469	5.31848	1.78788	0.06151	0.39518	0.34759	0.1194	0.86243	0.25158	0.31053	0.30719	0.95451	0.78859	23.97937	0.90517	0.14396	1.34705	0.85385	0.23226	0.36213	0.3715	0.76448	0.25964	0.2597	10.50105	0.2934	1.3603	2.71741	7.78228	5.60175	11.7591	0.64169	0.21069	0.20037	0.06079	0.35661	1.26863	0.57569	0.0592	0.47044	0.55546	0.93345	0.15923	0.21994	1.03743	0.38658	1.63414	0.01691	1.24673	1.30898	0.93787	0.13001	0.30438	1.26114	0.58721
s__Escherichia_coli	0	0.08245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02348	0.0	0.0	0.0	0.0	0.38863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21353	0.07497	0.0932	0.0	0.09912	0.46639	0.04262	0.23086	0.22952	0.0	0.0	0.0	0.0	0.0	0.29277	0.0	0.0	0.0	0.0	0.0	0.0673	0.02878	0.0	0.0	0.0461	0.42057	0.0	0.0	0.0	0.0	0.01376	0.00431	0.0	0.0	0.00411	1.2249	0.18447	0.02308	0.0	0.00518	0.08299	0.0	0.0	0.00692	0.0	0.0	0.09358	0.03239	0.14531	0.0	0.0	0.04842	2.09183	0.05476	0.04164	0.28859	0.0	0.00712	0.22013	0.0	0.12521	0.0
s__Clostridium_sp_CAG_299	0	0.08112	0.0	0.01549	0.02031	0.01156	0.0592	0.0	0.0	0.0	0.05972	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00888	0.00357	0.00704	0.0155	0.00623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531	0.12546	0.0	0.02364	0.0	0.06748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_inops	0	0.06835	4.44241	26.21948	11.54978	2.79559	0.00118	2.65438	0.0	5.55188	5.26682	8.06289	0.0	0.0	0.0	0.0	0.0	2.49557	5.18784	8.00381	1.4723	10.38782	8.36301	0.0	0.00674	3.44535	0.02396	3.10118	0.27503	0.82117	1.81828	1.53423	5.25416	12.59072	8.6602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12577	0.05664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69142	4.28862	4.88182	1.3742	1.06443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89072	0.0	0.0	0.01889	0.64385	0.25941	1.31013	3.77022	0.13653	15.65277	10.6639	13.41061	0.0	7.26639	10.31545	0.96171	0.09506	0.16107	0.38077	0.10983
s__Alistipes_shahii	0	0.04762	1.24503	2.96216	0.80207	0.10315	0.08883	0.01538	0.0	0.08565	0.05918	0.0407	0.39981	0.16094	0.1729	0.19655	0.30461	0.0	0.0	0.0	0.0	0.0	0.0	0.29531	0.38558	1.89179	0.73339	0.60021	0.84153	0.0	0.0	0.0	0.0	0.0	0.0	0.68434	1.85292	1.19256	0.38436	0.50962	1.11474	0.65123	0.99226	0.79775	0.11617	0.31231	0.58689	0.0	0.86116	0.45607	0.44034	7.79364	1.16721	0.24593	1.37647	1.8548	0.40715	1.14632	0.0	0.0	0.0	0.0	0.00116	0.0	0.17602	0.10571	0.26573	0.27248	0.25131	0.02548	0.0	0.0	0.0	0.16442	0.0	0.0	1.06463	1.50357	0.88053	1.77814	4.30805	2.63621	0.25234	0.51885	0.8929	0.0	0.09027	0.45918	0.60639	0.17124	0.59297	0.36379	0.19119
s__Firmicutes_bacterium_CAG_83	0	0.04745	1.59006	0.26883	0.37492	0.14918	0.0	0.54608	0.0	0.4363	0.0345	0.56762	0.0933	0.25767	2.7041	0.31882	0.16069	0.0	0.10796	0.07177	0.0388	0.022	0.04161	0.00775	0.23586	0.76415	0.44209	1.55201	0.64247	0.44045	2.00098	3.81882	3.55074	1.23827	2.24782	0.0	0.0	2.42548	1.03777	0.0	0.0	0.36998	0.09735	1.16512	0.00223	0.35421	0.07526	0.0	4.55832	9.25647	3.2399	0.0	5.66532	0.02997	0.0	0.48965	0.33407	0.0	0.75872	0.23741	0.01457	1.82391	4.3696	0.01845	1.13162	2.66206	2.44597	2.35417	0.01558	0.24216	0.0	0.72868	0.75393	1.12393	0.0	0.0	0.06745	0.62288	0.09811	0.26745	0.08851	1.32662	1.63712	0.24133	0.45706	0.05225	1.78813	0.48057	0.06195	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.0423	0.08991	0.55565	0.22904	0.04038	0.0	0.01178	0.0	0.02418	0.0	0.0	8.97243	1.45908	1.97921	1.46821	1.71185	0.0	0.0	0.0	7.27196	0.0	0.0	2.19221	6.67188	14.71894	9.41697	10.66888	6.98445	0.0	0.00134	0.0	0.0	0.0	0.0	22.65199	15.79931	20.62709	7.93758	13.33314	5.97953	5.26325	4.35772	7.39968	1.07359	4.40748	0.01056	0.0	0.0	0.0	9.08087	0.0	0.0	16.93482	20.78538	29.0582	2.44437	8.76095	8.53453	10.29503	13.74581	6.78087	10.19099	3.79158	1.93705	10.09241	17.40102	13.19537	9.56805	3.58541	9.49646	10.21816	6.76066	0.0	6.30669	8.25449	4.65654	13.75287	11.11414	14.05058	22.49267	12.93997	0.0	0.0	0.0	8.14889	0.0	0.0	27.9135	5.54224	9.13527	10.457	5.5722
s__Alistipes_indistinctus	0	0.03783	0.34097	1.10739	0.53329	0.09021	0.0	0.0	0.0	0.0	0.0	0.0	0.2624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0226	0.26508	0.08853	0.09158	0.06572	0.01876	0.09327	0.09826	0.0	0.18358	0.24434	0.60136	0.76849	0.03116	0.03338	1.4712	0.08731	0.0	0.02146	0.02151	0.00118	0.0	0.0	0.0	0.0	0.0	0.08723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48024	0.0	0.0	0.01676	0.06269	0.0229	0.0	0.16451	0.02331	0.0	0.12347	0.05552	0.14543	0.28146	0.06344	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_leptum	0	0.03708	0.25034	0.00281	0.00049	0.35439	0.0	0.05093	0.002	0.03614	0.00897	0.03612	0.00745	0.0	0.00339	0.00361	0.62617	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.01482	0.0143	0.0	0.05702	0.0	0.01758	0.06693	0.06183	0.10215	0.12802	0.04783	0.4642	0.58162	0.04793	0.01751	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.02125	0.0	0.00087	0.01194	0.04492	0.0052	0.00725	0.00104	0.04007	0.10477	0.00283	0.02881	0.0	0.0	0.0159	0.62785	0.0	0.0	0.03403	0.00673	0.04064	0.00682	0.06469	0.08449	0.42027	0.02253	0.01861	0.0	0.53789	0.00725	0.0618	0.04617	0.31467	0.00601	0.35167	0.17297	0.03014	0.02307	0.00374	0.04988	0.01499	0.03079	0.0	0.00769	0.0	0.12148
