clade_name	NCBI_tax_id	AS43_12	AS43_18	AS43_24	AS43_3	AS43_6	AS44_0	AS44_12	AS44_18	AS44_24	AS44_3	AS44_6	AS45_0	AS45_12	AS45_24	AS45_3	AS45_6	AS50_0	AS50_12	AS50_18	AS50_24	AS50_3	AS50_6	AS51_0	AS51_12	AS51_18	AS51_24	AS51_3	AS51_6	AS53_0	AS53_12	AS53_18	AS53_24	AS53_3	AS53_6	AS56_0	AS56_12	AS56_18	AS56_24	AS56_3	AS56_6	AS58_0	AS58_12	AS58_18	AS58_24	AS58_3	AS58_6	AS60_0	AS60_12	AS60_18	AS60_24	AS60_3	AS60_6	AS61_0	AS61_12	AS61_18	AS61_24	AS61_6	AS62_0	AS62_12	AS62_18	AS62_24	AS62_3	AS62_6	AS63_0	AS63_12	AS63_18	AS63_24	AS63_3	AS63_6	AS64_0	AS64_12	AS64_18	AS64_24	AS64_3	AS64_6	AS65_0	AS65_12	AS65_18	AS65_24	AS65_3	AS65_6	AS66_0	AS66_12	AS66_18	AS66_24	AS66_3	AS66_6	AS68_0	AS68_12	AS68_24	AS68_3	AS68_6
s__Pseudoflavonifractor_sp_An184	0	0.0	0.0	0.02658	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.01856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0127	0.0025	0.0	0.0	0.0	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0182	0.0	0.0	0.0	0.0	0.0	0.09624	0.0	0.0	0.0	0.0	0.01412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02959	0.0	0.0	0.0	0.0	0.0	0.01363	0.0	0.0	0.0	0.05861	0.0	0.0	0.0	0.0
s__Harryflintia_acetispora	0	0.0	0.0	0.02649	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01578	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23207	0.03046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08603	0.0	0.0	0.02329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eisenbergiella_tayi	0	0.0	0.0	0.02194	0.01431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00585	0.0	0.0	0.0	0.0	0.0	0.09439	0.0	0.0	0.0	0.0	0.0	0.00597	0.0	0.0	0.0	0.0	0.00425	0.0	0.0	0.01762	0.00146	0.0	0.0	0.5844	0.04718	0.0	0.0	0.0	0.0	0.2127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0355	0.17794	0.00268	0.09995	0.0	0.0	0.0	0.0	0.0	0.01063	0.01569	0.0	0.0	0.01963	0.00877	0.0	0.0	0.0	0.00647	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.02034	0.0
s__Butyricimonas_virosa	0	0.0	0.0	0.01662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18204	0.0	0.00665	0.0	0.0267	0.1402	0.4077	0.18216	0.38032	0.71813	0.35255	0.01648	0.04755	0.1744	0.0716	0.13164	0.03935	0.0061	0.02295	0.03207	0.01982	0.01636	0.01029	0.21948	0.47427	0.18429	0.01859	0.67544	0.25633	0.12474	0.0783	0.00218	0.02842	0.3552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05561	0.1561	0.10423	0.04519	0.07478	0.0	0.02893	0.0	0.00978	0.0	0.0	0.00669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02941	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_capillosus	0	0.0	0.0	0.01338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.00898	0.0	0.0	0.54624	0.05184	0.0	1.1612	0.0	0.0	0.02516	0.06134	0.60074	0.0	0.02152	0.0	0.54093	0.21038	0.09675	0.01367	0.20499	0.0	0.7853	0.33483	0.12277	0.23438	0.02555	6.26379	1.23809	0.93891	0.78741	1.32876	2.45749	0.33883	0.0	0.61926	0.32888	0.0	0.49891	0.0	0.0	0.0	1.04791	0.0	0.0	1.26171	0.05602	0.02962	0.09574	0.0	0.52105	0.39055	0.05047	0.08098	0.16303	0.0	0.30285	0.7485	0.15079	0.0	0.0	0.01233	0.0	0.45609	0.00466	0.01478	0.0	0.03622	0.58301	0.047	1.99348	0.0	0.0	2.89361	0.0	0.0	1.07891	0.02721	0.0	0.0	1.72397	0.0	0.0	1.62942	0.16649	0.26855	0.09494	2.18938	0.02997	0.0	0.14247
s__Butyricimonas_synergistica	0	0.0	0.0	0.00716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.00278	0.01477	0.05148	0.04161	0.0	0.0	0.0	0.0	0.0	0.0	0.0759	0.23366	0.26474	0.27376	0.14108	0.23925	0.0	0.0	0.0558	0.05492	0.0	0.0	0.01079	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00505	0.0	0.0	0.1151	0.00401	0.0	0.0	0.0	0.0	0.0	0.0	0.00897	0.0	0.0	0.0	0.0	0.0	0.0286	0.0	0.01338	0.0	0.00434	0.00034	0.0	0.00134	0.00719	0.02796	0.01539	0.01025	0.0	0.0	0.0	0.01588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacteriaceae_bacterium_CHKCI005	0	0.0	0.0	0.00584	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_aureus	0	0.0	0.0	0.00463	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01684	0.02141	0.00716	0.02318	0.01763
s__Flavonifractor_sp_An100	0	0.0	0.0	0.00288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.06136	0.02321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.0	0.0	0.0	0.00914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04647	0.0	0.01905	0.0	0.0	0.13002	0.02459	0.03539	0.03551	0.03396	0.06341	0.1947	0.0884	0.07261	1.55938	0.25511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04892	0.0	0.0	0.0	0.0	0.76427	0.02953	0.45912	0.19444	0.31265	0.13256	0.00201	0.02666	0.0	0.0	0.0	0.0	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14799	0.01289	0.0	0.0	0.64852	0.30578	0.0	0.0	0.0	0.0	0.0
s__Dielma_fastidiosa	0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.01897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00991	0.0	0.0	0.00419	0.79736	0.01653	0.0	0.05796	0.03968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.01141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02867	0.0	0.0	0.0	0.0	0.0	0.0	0.04954	0.0	0.0	0.0	0.00747	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerofilum_sp_An201	0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.01447	0.01408	0.0	0.04416	0.06455	0.01404	0.0	0.67797	0.06338	0.0	0.0	0.0	0.0	0.17408	0.0	0.0007	0.0	0.0	0.0	0.20313	0.0	0.0	0.0	0.0	0.0	0.00732	0.0	0.0	0.0	0.04031	0.07636	0.01461	0.00131	0.00601	0.36617	0.0	0.0	0.0	0.00349	0.0	0.0	0.0	0.017	0.02382	0.0	0.0	0.01896	0.0	0.0	0.0	0.17252	0.0	0.0	0.0	0.07116	0.02187	0.0	0.0	0.0	0.0	0.0
s__Enterorhabdus_caecimuris	0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.00095	0.0	0.0	0.00428	0.01029	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0
s__Streptococcus_thermophilus	0	0.0	0.0	0.0	0.0	0.02985	0.00419	0.01863	0.0	0.0	0.0	0.0	0.0	0.01105	0.0	0.0	0.0	0.0	0.01233	0.08845	0.0	0.0	0.00795	0.12444	0.0	0.0	0.0	0.0	0.0	0.0	0.08815	0.16663	0.11946	0.01195	0.04333	0.0	0.02753	0.14278	0.0	0.0	0.01625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02305	0.0	0.09089	0.02732	0.0	0.09403	0.04289	0.0	0.0	0.02604	0.0	0.01161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.01064	0.0	0.00389	0.21575	0.0	0.0	0.03093
s__Bacteroides_xylanisolvens	0	0.0	0.0	0.0	0.0	0.0	3.62058	1.12189	2.39543	4.74336	1.24579	2.17162	2.59806	0.04028	0.05066	0.93474	0.05803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26023	1.04537	1.4253	1.78644	0.90521	1.59235	0.00622	0.01681	0.04667	0.06046	0.03937	0.0	0.21244	0.13383	0.01783	0.05213	0.84921	0.56104	0.00241	0.08331	0.00642	0.0	0.0	0.0	0.85255	0.07976	0.0202	0.08756	0.04454	0.12281	0.14786	0.13164	0.04726	0.0	0.15015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25004	0.0	0.0	1.75397	0.65735	0.18964	0.3022	0.0034	0.51008	0.38713	0.31223	0.32601	0.0	0.50254	0.06853	0.14987	0.04612	0.06358	0.0	0.07568
s__Parabacteroides_merdae	0	0.0	0.0	0.0	0.0	0.0	3.40098	3.33678	2.36412	3.73765	2.11167	1.90338	3.62812	0.3207	0.45809	0.01097	1.20507	0.0	0.0	0.0	0.0	0.0	0.0	0.8431	0.34672	0.02096	0.12327	0.29602	0.60787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55318	0.19834	0.19755	0.55638	0.3019	0.30069	2.59147	1.73259	2.31556	1.07264	4.4301	2.79252	2.01065	0.12148	0.36808	0.43117	0.96904	2.28904	3.79525	1.77346	0.54598	0.72451	0.2159	2.32691	3.79957	2.92772	1.57244	0.7319	0.29631	0.0	0.0	0.0	0.0	0.0	0.0	4.70749	0.25765	0.855	0.2776	0.57265	1.27237	0.0	0.0	0.0	0.17047	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_succinatutens	0	0.0	0.0	0.0	0.0	0.0	2.99156	3.96163	5.45156	2.47978	1.99473	2.56425	3.09636	2.38189	3.31143	2.76675	3.62841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63618	2.46343	5.91543	3.07311	0.90574	3.09861	3.94687	2.20655	3.13096	3.14982	1.64432	3.57325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0	0.0	0.0	0.0	0.0	0.0	0.5672	0.08321	0.16183	0.14287	1.51156	0.98494	3.82691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18575	0.0	0.0	0.26946	0.46472	0.25079	0.14831	0.96183	0.37122	0.2738	1.36203	0.0	0.0	1.07394	1.55882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44264	1.8589	0.2506	0.46074	1.96034	0.38766	0.25521	0.61568	3.13819	1.89893	0.15958	1.08751	0.28683	1.75514	1.01933	13.01607	0.11757	0.0	0.0	0.71218	1.07369	0.0	0.0	0.26096	0.18782	0.44351	0.39077	1.79931	1.26425	0.0	0.0	0.0	0.65021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_finegoldii	0	0.0	0.0	0.0	0.0	0.0	0.33575	0.30242	0.02694	0.83712	0.61316	0.9853	0.04882	0.03694	0.10071	0.0	0.02494	0.59379	0.6168	0.65767	0.50182	2.2456	1.80284	0.53088	0.79834	0.77631	1.13909	1.2008	2.70465	0.01252	0.50148	0.15698	0.0	0.52523	0.28481	1.04233	0.38492	0.18885	0.1457	6.31124	0.3086	0.95762	0.05275	2.05949	0.61583	8.48412	0.05815	0.0	0.0	0.0	0.0	0.0	0.0	2.84844	4.34637	3.18603	1.00036	16.36365	0.73885	1.39418	2.35457	0.87631	1.97813	0.53868	1.04781	3.74247	1.4961	0.59521	12.03243	0.2716	0.22543	0.79878	1.15991	0.53255	0.35198	0.09427	0.01429	0.13363	0.19476	0.04714	1.64646	0.05894	0.0	0.0	0.07744	1.62596	0.0	0.0	0.15272	0.08768	0.26222	0.09063	0.17409
s__Desulfovibrio_piger	0	0.0	0.0	0.0	0.0	0.0	0.12198	0.6961	0.07982	1.40458	0.6055	0.36334	0.8984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96915	0.0	1.18061	1.0246	1.57994	0.55595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_disporicum	0	0.0	0.0	0.0	0.0	0.0	0.0373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23176	0.0	0.0	0.03465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_S6_Spd3	0	0.0	0.0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.0	0.0	0.0	0.0	0.43411	0.0	0.14656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77824	1.73207	0.0	0.0	0.15468	0.77312	2.38212	0.0	1.08955	3.57323	0.0	0.0	1.13192	0.0	2.13874	1.02531	0.0	0.0	0.54088	0.46102	0.06176	0.32514	0.62339	0.33534	1.98224	0.0	0.0	12.47226	0.0	0.75299	0.0	1.08206	0.90648	0.36856	0.15193	0.54001	7.26916	1.52906	3.79762	0.0	0.75065	0.0	0.335	5.34635	0.0	0.0	0.0	1.63981	0.29007	0.0	5.86285	0.79192	0.28461	2.57266	0.0	0.0	6.24361	0.0	0.0	1.41469	0.15951	10.6749	3.61632	3.54006
s__Slackia_isoflavoniconvertens	0	0.0	0.0	0.0	0.0	0.0	0.00497	0.00305	0.0	0.01557	0.01757	0.03956	0.02492	0.01481	0.03128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01304	0.02188	0.03952	0.05016	0.10497	0.04342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10793	0.32177	0.0	0.0	0.40248	0.10715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07784	0.0	0.0	0.0	0.00648	0.01883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.01472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01744	0.01043	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	0.0	0.00321	0.02213	0.0	0.06091	0.02837	0.02266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.29624	1.10754	1.62333	0.61047	1.24871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1085	0.02704	0.02175	0.03177	0.0	0.00335	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0022	0.0	0.0	0.0	0.00538	0.0085	0.00198	0.0	0.0	0.0	0.0	0.00781	0.0	0.00039	0.0	0.02589	0.0	0.00689	0.0	0.0	0.0	0.00588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04154	0.0	0.0	0.00517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10378	0.00788	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_sp_CAG_257	0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.01093	0.01077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18014	0.21878	0.28892	0.23403	0.07381	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14819	0.0	0.0	0.00787	0.0	0.0	0.24212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29957	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.0	0.0	0.0	0.00517	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_181	0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	0.0	0.0	0.0	0.0	6.49649	0.0	1.64741	0.0	0.0	0.04025	0.37659	1.3599	0.7972	0.53738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13197	0.69449	1.61801	0.0	0.31666	17.2155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16345	0.0	0.0	0.0	0.0	0.0	0.0	0.0
