clade_name	NCBI_tax_id	SAMEA4719760	SAMEA4719761	SAMEA4719762	SAMEA4719763	SAMEA4719764	SAMEA4719765	SAMEA4719766	SAMEA4719767	SAMEA4719768	SAMEA4719769	SAMEA4719770	SAMEA4719771	SAMEA4719772	SAMEA4719773	SAMEA4719774	SAMEA4719775	SAMEA4719776	SAMEA4719777	SAMEA4719778	SAMEA4719779	SAMEA4719780	SAMEA4719781	SAMEA4719782	SAMEA4719783	SAMEA4719784	SAMEA4719785	SAMEA4719786	SAMEA4719787	SAMEA4719788	SAMEA4719789	SAMEA4719790	SAMEA4719791	SAMEA4719792	SAMEA4719793	SAMEA4719794	SAMEA4719795	SAMEA4719796	SAMEA4719797	SAMEA4719798	SAMEA4719799	SAMEA4719800	SAMEA4719801	SAMEA4719802	SAMEA4719803	SAMEA4719804	SAMEA4719805	SAMEA4719806	SAMEA4719807	SAMEA4719808	SAMEA4719809	SAMEA4719810	SAMEA4719811	SAMEA4719812	SAMEA4719813	SAMEA4719814	SAMEA4719815	SAMEA4719816
s__Methanobrevibacter_smithii	0	0.27189	0.14237	0.69868	0.0	0.0	0.0	0.0	0.01534	0.60711	0.29085	5.63624	0.0	9.50085	0.0	1.92026	0.0	3.7465	0.08579	0.2311	3.81404	0.3838	0.0	0.05159	1.15333	0.31846	0.06	0.0	0.22523	1.69457	0.47401	0.34469	0.04159	0.12377	0.14235	1.13997	0.0	1.58569	0.0	0.44158	0.02355	1.1582	0.0	0.05981	0.03196	0.627	0.0	3.82696	0.79565	0.0	0.0	0.0	0.0	0.0	0.0174	1.02586	0.0	0.0
s__Veillonella_parvula	0	0.26811	0.03577	0.0	0.02361	0.0	0.01739	0.0	0.0	0.0	1.27255	6.45507	0.0	0.0	0.06093	0.0	0.76059	0.0	0.0	0.70603	0.47147	0.0	0.18931	0.10261	0.03545	0.00408	0.0	0.13326	0.04666	0.0	0.0	0.0	0.63184	0.12124	0.05115	0.04826	0.03166	0.07894	0.20653	0.01284	0.06657	0.01814	1.15283	0.01301	0.0626	0.00965	0.05838	0.03491	0.28265	0.09967	0.24399	0.32486	0.37535	0.2861	0.0	1.33349	3.5721	7.0012
s__Firmicutes_bacterium_CAG_170	0	0.26716	0.00126	4.65679	0.00911	1.82161	0.0541	0.0	2.42308	1.58277	2.21195	0.00104	0.0	0.07041	0.08703	1.69651	0.0	1.13744	0.13435	0.34774	0.16927	0.09673	0.00641	0.26749	0.68896	0.10136	0.09593	0.0	0.20882	0.26255	0.0456	1.35834	0.38982	0.00143	0.51117	0.00788	0.0	1.30946	0.0	0.17369	0.0	0.51648	0.0	0.0	0.0	1.22029	0.0	0.0	0.00715	0.94245	0.0	0.01215	0.0	0.0	0.15179	1.37603	0.0	0.0
s__Bacteroides_zoogleoformans	0	0.20736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_stercorea	0	0.18058	0.0	0.70041	0.4839	1.69407	2.51418	0.0	1.6691	0.60657	2.47789	3.11762	13.02848	0.24411	31.13271	1.18188	8.75063	0.09318	0.23831	2.06037	10.29121	1.31177	1.40669	1.31887	0.27262	0.04809	0.98847	1.81978	1.22685	0.0	2.53673	0.51608	0.69822	1.80389	0.45426	2.65906	1.62837	0.17642	2.43035	0.65978	0.30329	1.01003	14.74611	0.01902	0.2473	0.21269	4.27817	0.03683	0.14973	5.15257	0.43259	1.13603	0.0	18.89153	1.40525	0.06536	1.07283	0.87492
s__Lactococcus_garvieae	0	0.14584	0.0	0.0	0.0	0.0	0.0	0.13979	0.52615	0.0	0.10981	0.21797	0.06692	0.0	0.0	0.01157	0.0	0.0	0.09352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04776	0.02801	0.24755	0.0	0.08516	0.0	0.0	0.0	0.01477	0.0	0.0	0.015	0.0	0.0	0.0	0.1415	0.0	0.0	0.0	0.0	0.0	0.11943	0.0	0.0	0.0	0.00085
s__Turicibacter_sanguinis	0	0.14387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35044	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.03813	0.0	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.04498	0.01054	0.00362	0.0	0.00941	0.0	0.1146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20549	0.0	0.0081	0.28418	0.0	0.0	0.02846	0.0	0.0	0.06862	0.0	0.0	0.0	0.0
s__Blautia_wexlerae	0	0.14242	0.00854	0.0	0.03383	0.22584	0.05761	0.0	0.0	0.02204	0.05168	0.1235	0.38764	0.0	0.0056	0.01406	0.00674	0.12741	0.00311	0.00179	0.00347	0.00834	0.01339	0.05269	0.0	0.02412	0.01299	0.0	0.08305	0.0467	0.01766	0.00215	0.0	0.01468	0.01995	0.05878	0.01446	0.10361	0.04397	0.02202	0.02636	0.01895	0.0	0.00965	0.03062	0.14131	0.00998	0.06034	0.01435	0.0401	0.01364	0.01657	0.0	0.0	0.03249	0.0	0.04403	7.54813
s__Oscillibacter_sp_CAG_241	0	0.13367	0.03918	3.25847	0.12895	0.59501	0.10649	0.0	0.55949	0.59423	0.34209	0.13533	0.0	0.19547	0.49974	1.04051	0.04358	1.24277	0.08889	0.17017	0.64839	0.29682	0.04214	0.30369	0.78651	0.21769	0.18706	0.00138	0.29336	2.74887	0.16991	5.51747	0.57639	0.02329	0.52582	0.53769	0.0	0.10791	0.01963	0.18665	0.0	0.09861	0.0	0.0015	0.00181	0.4721	0.02747	0.0	0.03261	0.00436	0.00124	0.05891	0.0	0.0	0.10697	0.35001	0.0	0.0
s__Roseburia_intestinalis	0	0.11313	3.27186	0.0	0.0224	0.0	0.00574	0.0	0.13989	0.24065	0.17061	0.20839	0.0	0.0	0.0059	0.24206	0.059	0.67749	0.06806	0.16262	0.0	0.03128	0.3449	0.16861	0.48833	1.09933	0.02082	0.00811	0.21351	0.0	0.0995	0.0	0.20656	0.02125	0.52497	0.29769	0.0	0.0	0.12196	1.08685	0.16039	0.00813	0.71103	0.04304	0.02499	1.59169	0.04686	0.00977	0.26485	8.68351	0.15227	0.00563	0.0742	0.06185	0.17878	0.0	0.02713	0.0
s__Peptoniphilus_sp_oral_taxon_386	0	0.10872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_253	0	0.10101	0.0	0.0	0.06116	0.01543	0.0	0.0	0.0	0.0	0.11039	0.04722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07928	0.0	0.0106	0.00381	0.04744	0.05144	0.00136	0.02275	0.0	0.0109	0.0	0.01922	0.0	0.0	0.14648	0.0986	0.04728	0.0	0.0	0.09241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_ventriculi	0	0.09474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57853	0.0	4.69166	0.06548	0.0	0.0	0.0	0.0	0.0	0.12049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brachyspira_sp_CAG_700	0	0.09352	0.0	0.0	0.0	0.0	0.49789	0.0	0.0	0.0	0.0	0.0	0.60352	0.0	0.0	0.24658	0.0	6.23866	0.31818	0.82919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11224	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0818	0.0	0.0	0.0	0.00644	0.0	0.0	0.0	0.0	0.00285	0.02557	0.0	0.0	0.0	0.02125	0.0	0.01112	0.4543	0.00455	0.0	0.0	0.0	0.0	0.64703	0.0	0.01734	0.0	0.0	0.0	0.0	0.11193	0.0	0.0	0.0	0.05175	0.0	0.0	0.0	0.00427	0.0	0.0	0.0	0.0	0.64272	0.00589	0.0	0.0	0.0	0.09807	0.0	0.0	0.0	0.0	0.0	0.07537	0.0	0.0
s__Ruminococcus_sp_CAG_488	0	0.06634	0.0	0.07216	0.0	0.0	0.00352	0.0	1.07052	0.13999	0.0526	0.01085	0.0	0.0	0.0	0.00915	0.0	0.08576	1.17152	0.02081	0.0	0.0	0.0	0.02208	3.50509	1.21635	0.19626	0.0	0.03156	0.89809	0.05693	0.0045	0.02219	0.08965	0.0	0.0	0.0	0.53841	0.0	0.2264	0.0	0.28396	0.0	0.0	0.0	0.12283	0.0	0.02023	0.2264	0.04548	0.0	0.0	0.0	0.0	0.73949	0.24733	0.0	0.0
s__Prevotella_sp_CAG_279	0	0.05554	0.30494	1.18077	0.13827	0.0	0.28183	0.0	0.0	1.43801	0.16152	0.0	0.03121	0.0	0.0	0.00339	0.8	0.0	0.10595	0.37101	0.05588	4.29116	0.08727	0.57906	0.80417	0.02501	0.36159	0.17676	0.62618	0.02238	0.1821	0.51323	0.61643	0.18792	0.0	0.0	0.05269	0.16085	0.85342	0.21661	0.0	0.84067	0.10506	0.0	0.06778	0.44978	0.49072	0.0	0.81111	1.31139	0.07108	0.0	0.0	0.23379	6.92329	1.53194	0.35272	0.0
s__Romboutsia_ilealis	0	0.05453	0.00861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01597	0.00749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02299	0.0	0.0	0.02295	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.0	0.3557
s__Roseburia_sp_CAG_182	0	0.05384	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	2.9349	0.06758	0.0	0.0	0.01656	0.0	0.0	0.0	3.58268	1.80816	0.19965	0.74805	0.0	0.0	0.08003	5.12726	0.0	0.0	0.0	0.04061	0.0	0.0	0.0	0.33737	0.0	1.4174	0.01511	0.0	0.52943	0.02192	0.0	0.00526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_251	0	0.05241	1.42132	0.00371	3.69245	0.0	0.0	0.0	1.17693	0.0	0.00919	0.0	0.06011	0.0	0.0	3.25575	6.57828	0.0	0.59706	0.0	0.0	2.34729	1.54823	0.10664	2.64715	2.66512	0.52938	0.54871	0.12052	0.0	4.01349	0.11488	0.0	0.0	0.0	0.92902	0.0	0.39683	0.0	0.0776	0.1115	2.19249	0.0067	0.00452	0.70634	0.95713	7.53747	0.02258	15.77473	0.0	0.0	2.51153	0.0	0.0	0.0	0.16533	0.0	0.0
s__Bilophila_wadsworthia	0	0.05093	0.0	0.01895	0.12434	0.02148	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02347	0.00252	0.0	0.00285	0.0	0.00768	0.0	0.0	0.0	0.00414	0.0	0.0	0.01141	0.0	0.09324	0.01955	0.07541	0.02526	0.0	0.04528	0.01044	0.0	0.0	0.0	0.00999	0.0	0.0	0.0	0.0	0.02882	0.0	0.03852	0.0	0.0	0.05669	0.0	0.0	0.0	0.0	0.00097	0.12488	0.0	0.0
s__Eubacterium_nodatum	0	0.04883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.04868	0.08312	0.00602	0.02157	0.57139	0.02195	0.0	0.0	0.0	0.11634	0.19423	0.0	0.0	0.0	0.04391	0.08048	0.06179	0.00868	0.00966	0.18019	0.04329	0.0	0.04953	0.11628	0.02389	0.02922	0.02636	0.09356	0.00512	0.00384	0.01339	0.04873	0.00258	0.02895	0.16245	0.44246	0.30855	0.0	0.00659	0.28359	0.01367	0.0	0.00401	0.38533	0.03625	0.04748	0.31014	0.01506	0.03352	0.00465	0.05883	0.00881	0.0	0.0	0.12857	0.0	0.0
s__Clostridium_sp_CAG_411	0	0.04774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01288	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.45442	0.0	0.0	0.0	0.6696	0.0	0.0	0.0	0.0	0.0	0.0	0.16815	0.0	0.0	0.335	0.0	0.0	2.35185	0.0432	0.0	0.0
s__Butyrivibrio_sp_CAG_318	0	0.04583	0.03391	0.38238	0.0	1.84842	0.03889	0.0	0.0	0.07375	0.0	0.27915	0.0	0.0	0.23461	1.25751	0.14816	0.0	0.0	0.15475	0.0	2.14875	0.0	0.30908	0.0	0.79848	0.48319	0.00391	0.55941	0.01599	0.10172	0.03307	0.35097	0.01547	0.0	0.00844	0.0	0.64141	0.15542	0.0	0.0	0.04284	0.0	0.0	0.0	0.08651	0.0	0.0	0.0223	0.0	0.0	0.08589	0.0	0.02393	0.03223	0.0	0.0	0.0
s__Eubacterium_ramulus	0	0.04486	0.06736	0.0	0.42678	0.99511	0.02151	0.0	0.0	0.16598	0.11318	0.02288	0.0	0.0	0.02455	0.74804	0.06582	0.08866	0.06416	0.11854	0.40166	0.64004	0.01205	0.07708	0.05505	0.08915	0.05322	0.01844	0.09957	0.49431	0.12463	0.2183	0.55708	0.0	0.82907	0.07027	0.0742	0.10848	0.01622	0.03819	0.04992	0.0	0.0	0.0	0.0	0.11396	0.01241	0.0	0.00215	0.28362	0.00212	0.11231	0.0	0.0	0.00166	0.03119	0.0	0.10504
s__Lactobacillus_rogosae	0	0.04457	0.0	0.0	0.00399	0.02696	0.02815	0.0	0.0	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.13638	0.02577	0.00116	0.0	0.0	0.0	0.04642	0.0	0.01781	0.17726	0.0	0.10633	0.01904	0.0	0.17621	0.0	0.02798	0.0	0.11966	0.00909	0.0	0.0	0.00937	0.01321	0.00811	0.0	0.0	0.00303	0.01568	0.0	0.00886	0.00553	0.06563	0.00788	0.00656	0.03095	0.01463	0.0	0.0	0.0	0.0	0.0
s__Collinsella_massiliensis	0	0.04257	0.00332	0.06577	0.02413	0.02262	0.0	0.0	0.00287	0.0	0.00544	0.01738	0.01186	0.07562	0.0	0.0066	0.00438	0.01198	0.03925	0.00256	0.00639	0.0028	0.00421	0.01904	0.01359	0.0076	0.0	0.00943	0.03494	0.00468	0.00179	0.02663	0.00951	0.00703	0.00375	0.02913	0.01883	0.05071	0.0	0.02004	0.02112	0.02345	0.0	0.01041	0.03436	0.02709	0.00319	0.10373	0.00167	0.03539	0.00055	0.00955	0.0	0.0	0.0	0.01019	0.00173	0.0
s__Mogibacterium_diversum	0	0.04233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05074	0.03197	0.0	0.0	0.00456	0.00246	0.0	0.0	0.0015	0.01016	0.0	0.0	0.05303	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.01135	0.0	0.0	0.1223	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.00257	0.0	0.0616	0.03681	0.0	0.0	0.00702	0.05804	0.0	0.0	0.00691	0.06917	0.0	0.0	0.09422	0.0	0.01925	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.07277
s__Prevotella_sp_885	0	0.02583	15.01144	0.53178	1.7586	0.0	7.65415	0.0	39.27538	1.91244	0.13866	4.00615	8.08316	0.04496	18.4756	0.68179	0.0	0.10149	0.08966	1.30199	0.44594	6.28012	0.83065	0.82905	4.03592	0.87114	0.38556	0.0	0.50591	0.0	0.0	1.68128	0.53517	3.44774	0.00925	0.98986	11.06907	0.22375	4.81738	0.11279	0.54449	0.32802	0.0	0.01155	1.54358	0.33873	0.0	0.32643	0.0	0.0	4.06481	1.52243	4.2782	1.62303	1.96354	2.29902	28.17586	0.0
s__Gemella_sanguinis	0	0.02576	0.04631	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.0	0.04156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02888	0.0	0.07006	0.22794	0.0	0.0	0.0	0.00585	0.0041	0.0	0.00255	0.01007	0.0	0.0	0.04106	0.0	0.08104	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.02536
s__Atopobium_deltae	0	0.02509	0.0	0.0	0.01249	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00587	0.0	0.00643	0.0	0.0	0.0	0.0	0.00595	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.01248	0.0094	0.0133	0.00787	0.01025	0.04311	0.00108	0.22793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobiospirillum_thomasii	0	0.02386	0.2204	0.62544	0.08247	0.31413	0.5666	0.0	0.0615	1.14913	0.40172	0.30347	0.61943	0.0	0.47431	0.16387	0.11385	0.35961	0.02704	0.24967	0.09884	0.0	0.0	0.28879	0.25033	0.04774	0.0	0.01917	0.50606	0.02459	0.03359	0.27815	0.0	0.04362	0.0	0.0	0.0	0.0	0.0	0.11558	0.04205	0.3622	0.00808	0.01119	0.03472	0.18979	0.05792	0.0	0.0	0.5423	0.0357	0.18122	0.08807	0.0	0.11986	0.61699	0.0	0.35958
s__Clostridium_celatum	0	0.01832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.01736	0.00475	0.02713	0.01944	0.00478	0.0	0.0	0.00412	0.0	0.0	0.00967	0.00557	0.06551	0.0	0.0	0.00108	0.02	0.01354	0.0044	0.00698	0.0011	0.00426	0.02765	0.00867	0.00589	0.0	0.00454	0.03672	0.00821	0.00202	0.01077	0.0	0.00505	0.00182	0.01968	0.00989	0.03774	0.0	0.0217	0.01262	0.01046	0.0	0.00768	0.01982	0.01532	0.00369	0.05879	0.00149	0.02264	0.0	0.00578	0.0	0.0	0.00358	0.00673	0.00158	0.0
s__Butyrivibrio_crossotus	0	0.01546	0.01516	0.0	0.0	5.66874	0.0	0.0	0.0	0.87161	0.08611	10.94072	0.0	0.70745	0.0	5.35126	0.01162	0.0	1.12529	14.47703	1.4452	8.35622	0.0	0.20922	0.0	0.0	0.0	0.07185	0.36553	0.56876	0.22859	0.32042	0.58509	0.00035	0.05133	1.34784	0.01788	0.44538	0.0	0.0	0.0	0.0	0.0	0.0	0.05947	0.0	0.0	0.0	0.22367	0.29026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_lutetiensis	0	0.01545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04039	0.0	0.01135	0.05957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14145
s__Enorma_massiliensis	0	0.01374	0.00055	0.0131	0.00527	0.01083	0.0	0.0	0.0	0.0	0.0	0.01111	0.00716	0.01723	0.0	0.0	0.0	0.0	0.0119	0.0	0.00279	0.0	0.00083	0.00928	0.0	0.00102	0.0	0.0	0.01845	0.0	0.0	0.00735	0.0	0.00502	0.0	0.01044	0.00405	0.01404	0.0	0.00785	0.00721	0.00717	0.0	0.00332	0.00991	0.00292	0.00209	0.05143	0.00227	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_stomatis	0	0.01268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aggregatibacter_segnis	0	0.01204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11396	0.01922	0.0	0.0	0.0	0.0	0.0	0.0	0.01255	0.0	0.0	0.0	0.0	0.0	0.0	0.00588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02469	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.01142	0.01637	0.0	0.05759	0.46033	0.0	0.0	0.15644	0.02646	0.03142	0.0	0.0	0.0	0.0	0.0	0.98244	0.05818	0.0	0.58526	0.00207	0.0	0.0	0.10808	0.0	0.03051	0.0	0.0	0.06967	0.0	0.0716	0.09282	0.18568	0.99078	0.15874	0.63193	0.20557	0.0982	0.00168	0.01322	0.02993	0.1529	0.01842	0.00342	0.08558	0.05676	0.38108	0.01234	0.04437	0.31863	0.0	0.07811	0.0	0.0	0.25319	0.0	0.0	0.0
s__Mogibacterium_timidum	0	0.00929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_intermedia	0	0.00907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Olsenella_scatoligenes	0	0.00833	0.0	0.0423	0.03168	0.00544	0.0	0.0	0.0	0.0	0.0	0.01902	0.0	0.01131	0.0	0.01472	0.00089	0.0	0.13142	0.00098	0.00827	0.0	0.00095	0.00765	0.00302	0.01212	0.0	0.0	0.00754	0.0	0.00248	0.01964	0.0	0.00186	0.0	0.01306	0.00035	0.0164	0.0	0.011	0.01736	0.01665	0.0	0.00404	0.0083	0.00961	0.0	0.06331	0.00493	0.02118	0.0	0.00692	0.0	0.0	0.0	0.01206	0.0	0.0
s__Eubacterium_coprostanoligenes	0	0.00782	0.0	0.0	0.0	0.05168	0.09396	0.0	0.0	0.0	0.43811	0.0	0.0	0.0	0.00703	0.0	0.0	0.0	0.0	0.00594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00353	0.0	0.0	0.0	0.0505	7.09659	0.0	0.31305	0.00943	0.24345	0.04667	3.49095	0.06026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.06207	0.0	0.0	0.0
s__Parabacteroides_distasonis	0	0.00752	0.02439	0.18894	0.00034	0.37211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05736	0.0	0.2785	0.0	0.0	0.0011	0.53113	0.49492	0.05786	0.07304	0.67273	0.0	0.0	0.31081	0.1149	0.76652	0.19548	0.22264	0.04304	0.01401	0.03414	0.01377	0.0	0.10308	0.0	0.31971	0.0	0.0	0.30854	0.0	0.03779	0.0	0.05949	0.00101	0.00512	0.81921	0.0	0.0	0.04353	0.0	0.13164	0.08764	0.0	0.69208
s__Fusicatenibacter_saccharivorans	0	0.00717	0.01524	0.00471	0.0101	0.40426	0.03783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.04846	0.29937	0.04084	0.00232	0.0	0.03064	0.27461	0.03511	0.20472	0.04862	0.05432	0.00496	0.0	0.24638	2.4359	0.01417	0.07816	0.09231	0.01508	0.06098	0.46274	0.35126	0.32393	0.0	0.11673	1.6801	0.05429	0.0	0.0123	0.31057	0.0884	0.01996	0.9868	0.0382	1.28505	0.03554	0.0203	0.01703	0.0	0.01263	0.01012	0.0	0.0
s__Mogibacterium_pumilum	0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
