clade_name	NCBI_tax_id	SAMEA4719760	SAMEA4719761	SAMEA4719762	SAMEA4719763	SAMEA4719764	SAMEA4719765	SAMEA4719766	SAMEA4719767	SAMEA4719768	SAMEA4719769	SAMEA4719770	SAMEA4719771	SAMEA4719772	SAMEA4719773	SAMEA4719774	SAMEA4719775	SAMEA4719776	SAMEA4719777	SAMEA4719778	SAMEA4719779	SAMEA4719780	SAMEA4719781	SAMEA4719782	SAMEA4719783	SAMEA4719784	SAMEA4719785	SAMEA4719786	SAMEA4719787	SAMEA4719788	SAMEA4719789	SAMEA4719790	SAMEA4719791	SAMEA4719792	SAMEA4719793	SAMEA4719794	SAMEA4719795	SAMEA4719796	SAMEA4719797	SAMEA4719798	SAMEA4719799	SAMEA4719800	SAMEA4719801	SAMEA4719802	SAMEA4719803	SAMEA4719804	SAMEA4719805	SAMEA4719806	SAMEA4719807	SAMEA4719808	SAMEA4719809	SAMEA4719810	SAMEA4719811	SAMEA4719812	SAMEA4719813	SAMEA4719814	SAMEA4719815	SAMEA4719816
s__Desulfovibrio_piger	0	0.00095	0.18387	0.38967	0.03877	3.45633	0.2338	0.0	0.34377	0.30899	0.00222	1.38151	0.0	1.45714	0.0	0.15268	0.13048	0.87795	0.00885	0.1485	3.52221	0.61641	0.05141	0.61857	1.85577	0.1695	0.46657	0.04328	0.69381	0.0	0.82454	2.08451	1.52387	0.139	0.64499	1.30276	0.0	0.09916	0.04761	0.13565	0.0	0.71272	0.0	0.09791	0.25938	0.32073	0.01552	0.20259	0.00981	1.49604	0.0	0.00422	0.0	0.02464	0.12785	0.78812	0.0	0.0
s__Prevotella_sp_CAG_5226	0	0.0	10.25279	1.18822	5.16004	0.0	0.0136	0.0	0.07596	0.0	0.0	0.6174	0.05156	0.0	0.0	1.4427	0.0	0.04949	0.61596	2.26245	0.25755	1.65818	3.0436	2.97283	0.59255	0.62003	0.00083	0.47313	1.87685	0.0	1.93449	1.46526	0.52339	0.00721	0.0153	0.38673	1.11624	0.04591	0.0	0.48199	2.22105	0.0	0.0	0.02348	0.0	0.13611	2.25828	0.05996	0.74506	0.0	9.08771	0.11869	12.88992	13.10926	0.00186	0.63508	0.0	2.93202
s__Bacteroides_vulgatus	0	0.0	0.47006	0.0	0.0	0.0	0.02511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18712	0.0	0.31467	0.0	0.02816	0.0	0.00856	2.26843	0.13362	0.15016	0.58781	0.0386	0.25798	0.28037	0.15968	6.65779	0.01491	2.45954	0.0	0.21189	0.01803	0.21993	0.06772	0.188	0.0	0.04402	0.00036	0.0	5.23344	0.0	0.02948	0.0	0.25958	0.0	0.0	0.63851	0.0	0.0	0.0408	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_330	0	0.0	0.35093	0.08468	0.0	0.0	0.19425	0.0	0.35485	0.0	0.0	0.0	0.25281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00831	0.08006	0.0	0.05967	0.0	0.0	0.16483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66693	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_pittmaniae	0	0.0	0.22798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0	0.0	0.15414	0.01478	0.0	0.24846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35976	0.0	0.07569	0.0	0.0	0.0	0.06409	0.0	0.0	0.08099	0.0	0.0	0.01806	0.0	0.13995	1.81751	0.39303	0.01817	0.02408	0.0	0.26913	0.0	0.01346	0.02018	0.0	0.0225	0.0	0.0	0.00556	0.0	0.0	0.0	0.14384	0.0	0.09192	0.47162	0.0	0.0	0.00684	0.0	0.0	0.05042	0.00128	0.0
s__Bacteroides_fragilis	0	0.0	0.11288	0.06545	0.0	0.03525	0.0	0.0	0.00401	0.0	0.00195	0.0	0.0	2.41715	0.02103	0.0	0.0	0.0	0.0	0.01684	0.0	0.0	0.0	0.22822	0.0	0.0	0.0	0.0	0.46421	0.27581	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.19827	0.0	0.25527	0.18983	0.0	0.05771	0.0	0.0	0.0	0.0	1.71862	0.0	0.0	0.0	0.0	0.26659	0.0	0.0	0.02532
s__Haemophilus_parainfluenzae	0	0.0	0.09592	0.0	0.05264	0.00451	0.02425	0.0	0.11166	0.0	0.76271	0.38606	0.02474	0.0	0.0977	0.0	0.12774	0.0	0.0	0.32864	0.0	0.0	0.11479	0.08051	0.0	0.01083	0.11953	0.07537	0.03433	0.0	0.0	0.00739	0.13879	0.04021	0.10475	0.31315	0.44053	0.00428	0.00192	0.00551	0.10732	0.47161	0.5788	0.02829	0.0	0.01453	0.06279	0.25199	0.14694	0.12807	0.98755	0.19744	0.02015	0.0159	0.0258	0.02438	0.0	0.16634
s__Streptococcus_parasanguinis	0	0.0	0.08212	0.0	0.0	0.0	0.01078	0.00824	0.0	0.0	0.04835	0.0	0.00966	0.0	0.0	0.0	0.02982	0.0	0.0	0.07819	0.01188	0.0	0.00398	0.01699	0.0	0.0	0.02109	0.01071	0.01563	0.0	0.0	0.0	0.02516	0.1156	0.0	0.37022	0.64084	0.0	0.00804	0.00783	0.11225	0.0	0.04507	0.0	0.12743	0.0	0.002	0.0	0.02452	0.25989	0.0	0.02334	0.0	0.0	0.0	0.0	0.62256	0.0
s__Haemophilus_sp_HMSC71H05	0	0.0	0.07737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11111	0.01023	0.0	0.0	0.0	0.01792	0.0	0.0	0.14608	0.0	0.0	0.0	0.0	0.0	0.01003	0.0	0.0	0.01794	0.0	0.0	0.0	0.0269	0.05049	0.0	0.13331	0.35255	0.0	0.01805	0.0	0.08803	0.02008	0.01454	0.0	0.0	0.0113	0.05015	0.04697	0.06282	0.49736	0.07665	0.0	0.02988	0.0408	0.0	0.0	0.0	0.03725
s__Cutibacterium_acnes	0	0.0	0.07498	0.26835	0.0	0.32678	0.0	0.00221	0.02014	0.09206	0.04039	0.0	0.13835	0.18326	0.0	0.03597	0.0	0.02533	0.0	0.06972	0.0	0.01037	0.04562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.0	0.00161	0.00389	0.0033	0.0	0.0708	0.0	0.0	0.0	0.0	0.06148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_quasipneumoniae	0	0.0	0.07202	0.11086	0.19158	0.0	0.0	1.43935	0.0	0.0	0.12736	0.06194	0.0	0.0	0.09283	0.0	0.29943	0.13596	0.0	0.30726	0.0	0.00681	0.03444	0.0543	0.0	0.04444	0.0	3.30062	0.06099	0.2653	0.72449	0.0	0.9208	0.0	0.45299	0.05881	0.0	0.0	0.77889	3.28847	0.00315	0.16372	0.22223	11.21424	0.03333	0.07232	0.16903	0.04792	0.08603	0.07234	0.0	0.01547	3.14366	1.84977	0.0	0.65534	0.0	0.16722
s__Klebsiella_variicola	0	0.0	0.06951	0.07372	0.30325	0.06957	0.03573	2.48693	0.0	0.0	0.17294	0.32798	0.0	0.0	0.22878	0.0	0.82437	0.5979	0.0	0.29918	0.0591	0.0	0.05897	0.00746	0.00933	0.05598	0.01663	1.53499	0.02439	0.01089	0.37335	0.04305	3.82236	0.0	1.65221	0.02905	0.0	0.0	3.29113	1.12013	0.01388	0.04735	0.30574	4.24715	0.31446	0.27122	1.21939	0.03693	0.38165	0.06246	0.01198	0.05286	4.62061	4.02918	0.0	0.84515	0.0	0.11532
s__Veillonella_sp_T11011_6	0	0.0	0.05888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09605	0.03877	0.0	0.0	0.02443	0.0	0.0	0.0	0.0	0.05127	0.01083	0.0	0.00317	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.07587	0.04938	0.0	0.05402	0.15822	0.02551	0.03901	0.0	0.00749	0.0	0.06646	0.0	0.0009	0.0	0.00355	0.01433	0.03711	0.01823	0.01334	0.01442	0.00379	0.0	0.0	0.01607	1.2546	0.0
s__Comamonas_kerstersii	0	0.0	0.04868	1.14903	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09205	1.52021	0.0	0.0	0.0	0.0	0.9929	0.00411	0.0	0.0	0.0	0.01145	0.0	1.86527	0.0	0.0	0.0	0.07308	0.0	0.0	0.0	0.24171	0.0	0.0	0.00146	0.0	0.0115	0.0	0.00742	0.0	0.09606	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.04851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0481	0.01169	0.0	0.0	0.02581	0.0	0.01274	0.0	0.0	0.0248	0.04453	0.0	0.00283	0.0	0.0	0.03031	0.0	0.0	0.0	0.01506	0.0	0.0	0.04935	0.05565	0.00964	0.0465	0.18063	0.0	0.06919	0.0	0.0309	0.0072	0.06268	0.0	0.00482	0.0	0.00999	0.006	0.04507	0.06846	0.00458	0.0	0.00447	0.0059	0.0	0.18419	0.60836	0.05163
s__Bacteroides_xylanisolvens	0	0.0	0.04478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0098	0.0	0.00491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13612	0.0	0.0	0.07317	0.0	0.0	0.0	0.26917	0.0	0.0	0.00809	0.0	0.0	0.01394	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.04028	0.09794	0.56326	0.03297	0.06235	11.03916	0.0	0.0	0.04824	0.13432	0.0	0.0	0.70041	0.0	0.7908	0.69651	0.0	0.761	0.0	0.02129	0.17605	0.16328	0.0	0.21859	0.00759	5.73565	0.186	0.24018	1.29836	0.08077	3.89605	0.02273	1.26692	0.09031	0.0	0.0	5.47043	4.04197	0.06713	0.2245	0.24246	13.84462	0.30889	0.21481	0.52912	0.10756	0.31841	0.32568	0.00576	0.0586	16.86153	4.05939	0.0	0.71611	0.0	0.61917
s__Ruminococcus_callidus	0	0.0	0.03857	0.0	0.11237	0.0	0.43414	0.0	0.0	0.0	0.05319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0	0.0	0.00455	0.00307	0.0	0.01448	0.00179	0.0	0.00133	0.0046	0.01657	0.0	0.0	0.00111	0.0	0.01072	0.00145	0.01599	0.0	0.00818	0.04547	0.11128	0.0	0.0	0.01165	0.06816	0.0	0.01562	0.01355	0.0	0.00811	0.02587	0.0	0.00556	0.0	0.0	0.00167	0.0
s__Ruminococcus_bicirculans	0	0.0	0.03622	0.0	0.0	0.24592	0.0	0.0	0.00462	0.01751	0.00113	0.0	0.0	0.0	0.03658	0.0	0.55095	0.0	0.0	0.0	0.12462	0.0	0.21571	0.51155	1.03771	0.02514	0.02127	0.0	0.24789	0.0	0.01832	0.03284	0.15286	0.15534	0.03295	0.0	0.0	0.0	0.04858	0.06169	0.0	0.19233	0.0	0.0	0.04051	0.0	0.06417	0.0	0.04382	0.0	0.0	0.0	0.0	0.0	0.10087	0.08077	0.0	0.0
s__Eubacterium_sp_CAG_274	0	0.0	0.02137	0.0	0.0	0.0	0.00389	0.0	0.0	0.0	0.0	0.0	0.00826	0.0	0.12268	0.0	0.0	0.0	0.0	0.0	0.00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00952	0.0	0.0	0.0	0.0	0.0	0.0	0.45884	1.33414	0.0	0.02847	0.0	0.0	0.0
s__Lactococcus_lactis	0	0.0	0.01474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03596	0.0	0.0	0.0	0.0	0.03554	0.0	0.0	0.09117	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4643	0.0	0.0	0.0	0.63924	0.0	0.0	0.0	0.03163	0.05924	0.0	0.0	0.0	0.0	0.29321	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.0	0.01442	0.0	0.0	0.0	0.0	0.03139	0.0	0.0	0.10524	0.0	0.01736	0.0	0.15869	0.0	0.43735	0.0	0.0	0.22673	0.22742	0.0	0.02015	0.02244	0.0	0.00207	0.00516	0.0	0.04378	0.02281	0.0	0.0	0.0	0.38822	0.0	0.80984	1.45611	0.0	0.11849	0.01318	0.08117	0.0	0.0	0.00211	0.99517	0.0	0.34131	0.0	0.4807	0.58781	0.0	0.42632	0.00254	0.00216	0.0	0.0	1.67909	0.0
s__Actinomyces_sp_oral_taxon_897	0	0.0	0.01045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.01031	0.04549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657
s__Veillonella_infantium	0	0.0	0.00894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01912	0.07257	0.0	0.0	0.01767	0.0	0.00148	0.0	0.0	0.03776	0.00807	0.0	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02744	0.01569	0.0	0.00969	0.06967	0.0	0.00642	0.0	0.0029	0.01374	0.17445	0.0	0.00162	0.0	0.00462	0.00583	0.00889	0.02311	0.02172	0.04705	0.00768	0.0	0.0	0.05323	0.21992	0.0
s__Roseburia_hominis	0	0.0	0.00862	0.01446	0.13377	0.15867	0.20842	0.0	0.0	3.33002	0.84061	0.011	0.0	0.0	0.1863	0.43557	0.00602	0.66179	0.05776	0.59926	0.05985	0.6094	0.16501	0.55302	2.81846	0.01844	0.16726	0.0	0.34585	0.0	0.09567	0.0762	0.40192	1.47233	1.2012	0.54351	0.46626	0.06972	0.0	0.35616	0.01774	0.05607	0.07035	0.00805	0.0	0.10121	0.24697	0.0	0.06752	0.45695	0.00416	0.20118	0.07376	0.01718	2.29081	0.00816	0.31797	0.0
s__Bacteroides_uniformis	0	0.0	0.00851	0.08619	0.05058	0.00662	0.0	0.0	0.0	0.0	0.0	0.0317	0.0	0.0	0.335	0.0	0.70138	0.0	0.0	0.0	0.0	1.14357	0.02848	0.04826	0.0	0.00301	0.0	0.62204	0.09094	0.18346	0.05081	0.0	0.01516	0.0	0.09381	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.1731	0.0	0.00371	0.0	0.05663	0.0	0.0	0.09373	0.0	0.0	0.06612	0.01389	0.0	0.0	0.0	0.41397
s__Rothia_mucilaginosa	0	0.0	0.00742	0.0	0.00103	0.0	0.0	0.0	0.09998	0.0	0.0	0.27341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.00448	0.0	0.0	0.0	0.0	0.0	0.0	0.02553	0.0125	0.0	0.14458	0.04558	0.0	0.0	0.0	0.00142	0.0	0.00453	0.0	0.0	0.0	0.0	0.0	0.00811	0.05003	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0	0.0	0.00709	0.0	0.01014	0.05058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40857	0.0	0.02888	0.0	0.0	0.0	0.01811	0.0	0.0	0.00521	0.0	0.0	0.05275	0.0	0.02244	0.15986	0.00366	0.00904	0.0388	0.0	0.47322	0.0	0.0	0.0	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0
s__Allisonella_histaminiformans	0	0.0	0.00663	0.0142	0.03942	0.00188	0.02192	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01271	0.022	0.0	0.02631	0.0	0.00423	0.00299	0.0	0.0	0.0	0.0	0.01228	0.0	0.00163	0.0	0.0	0.0	0.00369	0.00045	0.0	0.0	0.0	0.02484	0.01147	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.01441	0.0	0.09715	0.39384	0.0
s__Erysipelatoclostridium_ramosum	0	0.0	0.00526	0.0	0.0	0.0	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.02418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_A12	0	0.0	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.0	0.0	0.0192	0.0	0.0	0.0117	0.0	0.0	0.0	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.01984	0.0	0.0	0.00091	0.00156	0.02261	0.0	0.00158	0.0	0.0	0.00039	0.0	0.00781	0.0245	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.06432
s__Bacteroides_ovatus	0	0.0	0.00478	0.0	0.0	0.02579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05892	0.0	0.01967	0.0	0.0	0.0	0.0	0.04185	0.00027	0.01224	0.0	0.0	0.00361	0.0	0.00827	0.71502	0.21579	0.0	0.0	0.0	0.00927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05704	0.0	0.0	0.0	0.14482	0.0	0.00368	0.17289	0.0	0.0	0.04803	0.0	0.0	0.0	0.0	0.0359
s__Veillonella_rogosae	0	0.0	0.00358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.00149	0.0	0.01063	0.0	0.0	0.0	0.0	0.0	0.00401	0.01236	0.00787	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_thetaiotaomicron	0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11774	0.0	0.00534	0.0	0.0	0.0	0.0	0.0189	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.12037	0.00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01821	0.0	0.0	0.23113	0.0	0.0	0.0	0.19393	0.0	0.0	0.49135	0.0	0.0	0.03825	0.0	0.0	0.0	0.0	0.00033
s__Streptococcus_infantis	0	0.0	0.0034	0.0	0.0	0.0	0.0	0.02773	0.0	0.0	0.0	0.01583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.02321	0.06721	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0012	0.0	0.0	0.0	0.0	0.0823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0	0.0	0.00152	0.0	0.0	0.0	0.0	0.12715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00701	0.0	0.0	0.00856	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02821	0.0	0.0101	0.04778	0.0	0.0	0.00325	0.00041	0.00215	0.0	0.00029	0.0	0.0	0.0	0.0	0.00358	0.04877	0.00142	0.00739	0.0	0.0	0.0	0.0	0.0	0.02481
s__Eubacterium_sp_CAG_180	0	0.0	0.0	4.91972	0.01979	0.0799	0.0	0.0	0.0	0.05526	0.0	0.0	0.0	0.0	0.0	0.41271	0.00184	0.27761	3.49953	1.15203	0.0	1.18308	0.4982	0.02746	11.08629	1.07896	0.0	0.22127	0.04111	0.40084	0.09667	3.99911	0.02078	0.09125	0.03349	0.0	0.0	0.09964	0.0	0.00906	0.21015	2.77866	0.0	0.0	0.0	2.04184	0.0	0.0	1.11938	0.07941	0.01136	0.3444	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_873	0	0.0	0.0	1.25298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01548	0.0	0.74227	0.0	0.54329	0.0	0.0	0.0	0.0	0.06794	0.0	0.0	0.02047	0.0	0.08966	4.1345	0.0	0.03201	0.0	0.11866	0.18057	0.0	0.0	0.0	0.20675	0.0	0.0	0.0	0.0	0.0	1.07514	0.0	0.0	0.0	1.48028	0.0	0.0	0.81226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.47664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06939	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.0	0.0	0.33311	0.0	0.4523	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	1.16178	0.0	0.0158	0.0	0.0	0.06518	0.0	0.50337	0.06902	0.00571	0.07864	0.22905	0.0	0.01558	0.0	0.0909	8.49577	0.02934	0.00603	0.37261	0.0	0.05995	0.11796	0.0	0.10991	0.0	0.04805	0.0	0.0865	0.0	0.00345	0.0	0.10374	0.0	0.00763	0.0	0.02146	0.0	0.0	0.0	0.0	0.00157	0.35517	0.0	0.0
s__Ruthenibacterium_lactatiformans	0	0.0	0.0	0.049	0.02737	0.02967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02936	0.0	0.00116	0.00488	0.01094	0.17371	0.0	0.01559	0.0	0.01295	0.0	0.03687	0.0172	0.09134	0.01125	0.0	0.0	0.0	0.00739	0.08873	0.0009	0.04433	0.0	0.04013	0.0	0.03081	0.0	0.0	0.02284	0.01358	0.00445	0.0	0.0	0.27649	0.0	0.0	0.0	0.0	0.0	0.03984	0.0	0.8112
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.02145	0.0	0.01497	0.0	0.0	0.0	0.0	0.0	0.00715	0.0	0.01741	0.0	0.00703	0.0	0.24176	0.00216	0.00089	1.2132	0.01167	0.0	0.01105	0.0	0.0	0.0	0.0	0.01178	0.24578	0.0	0.01835	0.00183	0.0	0.0	0.0038	0.0	0.0	0.00734	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0
s__Bacteroides_pectinophilus	0	0.0	0.0	0.01749	0.0	0.0	0.0	0.0	0.0	0.03132	0.45702	6.54304	0.0	0.0	0.0	0.01833	0.23424	0.0	0.0	0.11118	0.0	0.0	0.0	0.03657	0.0	0.0	0.08866	0.0	0.05255	0.01666	0.0	0.0	0.0	0.0	0.0	0.0	1.2161	0.02161	0.0	0.0	0.0	0.0	0.0	0.02966	0.0	0.0	0.0	0.0	13.11897	0.0	0.0	0.86532	0.0	0.0	0.0	0.0	0.0	0.0
s__Fretibacterium_fastidiosum	0	0.0	0.0	0.00378	0.00158	0.02726	0.00604	0.0	0.04856	0.00743	0.00339	0.0	0.0	0.01641	0.00348	0.0	0.0	0.0	0.0	0.00575	0.00614	0.0	0.0	0.00529	0.00281	0.0	0.0	0.0	0.00771	0.01238	0.00113	0.00884	0.00288	0.0	0.0062	0.0	0.0	0.00383	0.0	0.00104	0.0	0.00215	0.0	0.0	0.0	0.00851	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.00594	0.0334	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	1.44603	0.51182	0.0	0.0	0.0	0.0	0.01347	0.03259	0.0	0.0	2.08093	0.0	0.0	0.0	0.17978	0.0	0.51886	0.0	0.0	0.0	0.0	0.01379	0.27063	0.0	0.0	0.01856	0.0678	0.0	0.0	0.0	0.04057	0.47486	0.00097	0.0	0.0	0.12793	0.0	0.0	0.0	0.0	0.0	0.00288	0.0	0.08684	0.13407	0.0	0.0	0.0	0.0	0.11512	0.06558	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.0	0.0	0.0	0.23287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70403
s__Klebsiella_aerogenes	0	0.0	0.0	0.0	0.15141	0.0	0.0	0.0	0.0	0.0	0.0	0.07818	0.0	0.0	0.0	0.0	0.0117	0.0	0.0	0.05737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04216	0.0	0.0	0.67026	0.20328	0.24119	0.0	0.0902	0.0	0.0	0.0	0.13944	0.44166	0.0	0.0	0.0	1.60219	0.02881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04235	0.0	0.0	0.0	0.0
s__Prevotella_corporis	0	0.0	0.0	0.0	0.05793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05337	0.03462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.00317	0.0	0.0	0.02	0.0	0.0	0.0	0.0707	0.01594	0.0	0.0	0.0	0.0	0.0	0.0	0.0
