clade_name	NCBI_tax_id	S01-01-D	S01-02-D	S01-05-R	S01-06-R	S03-01-D	S03-03-R	S04-01-D	S04-02-D	S04-03-D	S04-04-D	S04-05-R	S04-06-R	S04-07-R	S04-08-R	S07-01-D	S07-03-R	S12-01-D	S12-02-D	S12-03-R	S12-04-R	S13-01-D	S13-02-D	S13-03-R	S13-04-R	S14-01-D	S14-02-D	S14-03-R	S14-04-R	S17-01-D	S17-02-D	S17-03-R	S17-04-R	S20-01-D	S20-02-D	S20-03-R	S20-04-R	S21-01-D	S21-02-D	S21-03-R	S21-04-R	S27-01-D	S27-02-D	S27-03-R	S27-04-R	S31-01-D	S31-02-D	S31-03-R	S31-04-R
s__Neisseria_flavescens	0	12.96829	2.49138	0.0	0.01946	0.1592	0.0	0.0	0.00272	0.0	0.0	0.01086	0.02074	0.03026	0.0	0.0	1.12598	0.52215	0.0	20.25511	2.29636	0.0	0.0	0.03309	0.0	1.10253	0.3196	7.04709	0.42593	0.01367	0.15499	0.83068	0.23484	0.0	0.0	0.0	0.0	0.07627	0.12412	0.00895	0.0	0.89832	1.34066	4.16489	14.97428	0.0	0.0	0.00559	0.0
s__Alloprevotella_tannerae	0	9.56379	2.48602	0.0	0.30172	0.05553	0.04783	1.13978	1.49557	0.60479	0.0	1.50527	0.10689	0.0	0.0	4.65521	2.06569	8.82626	0.98177	0.03497	0.02279	0.0	0.01579	0.0	0.0	0.00926	0.0	0.1422	0.0	7.14862	7.10902	6.37104	0.0	0.14706	0.13744	0.0	0.0	5.90334	6.63939	6.19574	4.56623	8.99132	11.97985	8.85369	0.77884	1.24686	2.51936	0.87258	6.84831
s__Capnocytophaga_granulosa	0	7.36557	11.48681	0.0	0.0	0.03299	0.0	0.30667	0.3997	0.21923	0.00284	3.5516	10.27965	0.04302	0.0	0.5868	0.9895	0.70131	0.20895	1.4692	3.05792	1.43514	0.32888	0.57249	1.45819	0.07591	1.53981	0.0	0.00964	0.24302	0.57657	2.10543	1.06302	0.07704	0.00706	0.00018	0.01242	0.0	0.13874	1.24395	0.47712	0.05893	0.18438	0.30719	0.83597	0.03431	0.01864	1.41592	0.1743
s__Fusobacterium_nucleatum	0	6.46062	7.32295	2.53354	0.53618	8.47214	13.73645	3.8579	2.76144	2.65151	5.95104	9.69016	3.45378	1.59508	43.92647	9.69042	8.76788	13.71019	14.28908	2.03124	9.88589	11.04632	12.84362	12.6248	13.88129	0.07956	0.21024	0.18717	0.0161	10.54109	6.80998	8.00084	0.89476	12.9826	3.46593	0.1967	6.00346	5.35933	4.94878	3.30943	4.12871	4.70731	2.88711	4.23493	3.1899	2.89397	1.81406	1.34917	3.01536
s__Corynebacterium_matruchotii	0	6.33286	7.77621	0.0	2.11935	3.20849	0.0	1.54039	0.40941	1.66181	0.696	17.9269	16.06448	3.34721	0.0	6.00667	7.87395	3.70067	1.43803	4.20324	7.76915	7.07865	0.75649	16.93596	8.41702	8.32998	16.84216	0.81774	0.06897	0.60314	0.85379	2.63286	36.48646	1.25193	0.56619	0.04888	0.23699	0.5007	9.37765	12.38641	14.2005	7.70598	2.29835	16.0322	15.69154	1.91141	0.7673	22.57686	6.04895
s__Porphyromonas_sp_oral_taxon_278	0	6.25776	0.03798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51798	3.30009	2.68874	0.25822	4.90483	2.07624	0.18722	0.76024	0.50453	0.73422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00551	4.71972	0.61534	1.40467	0.07589	0.96282	0.0077	0.01076	0.02802	0.08083	4.6256	0.76498
s__Capnocytophaga_leadbetteri	0	4.03376	3.0323	0.0	0.0	0.19503	0.00325	1.18965	1.34302	0.50914	0.09913	5.97544	3.39592	1.19116	0.01972	0.06426	0.99188	1.70353	1.03697	0.51872	2.65086	1.16036	0.14989	0.29607	0.18026	2.85373	5.59602	0.64367	0.74685	0.19625	0.57966	4.17542	0.37044	0.00205	3.14222	0.0	10.35443	0.24161	2.08318	2.99637	0.17818	0.13786	0.24818	1.3285	1.87867	0.0	0.0	0.26822	0.01256
s__Leptotrichia_buccalis	0	3.05613	3.97852	0.0	0.0	0.00283	0.0	0.1214	0.17005	0.15892	0.0	0.00091	0.0	0.0	0.0	0.92988	1.31726	0.08195	0.01043	0.11458	1.18234	0.0	0.21456	0.0246	1.01251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04237	0.01771	0.0	0.0	0.0	0.04448	0.12784	0.12312	0.01435	0.08001	0.17544	0.70244	0.34105	0.0602	0.49266	0.23073
s__Treponema_denticola	0	2.80772	6.56015	0.0	0.0	6.76793	4.2692	4.8772	3.74797	9.55271	7.83137	0.41423	0.39254	0.0	0.0	2.63205	0.38869	0.72897	1.31114	0.0	0.2602	7.99549	7.91639	0.0044	0.32059	0.00141	0.0	0.03748	0.0	0.0	0.0	0.0	0.0	7.64565	3.51949	0.00577	0.00303	1.87058	0.21003	0.01504	0.23767	3.42837	0.39361	1.85059	0.91487	10.65409	6.27468	0.06772	0.08528
s__Veillonella_parvula	0	2.55151	2.72198	31.44781	17.88937	4.19041	0.67501	1.00029	0.22147	0.14587	0.0	0.66327	3.80929	0.01553	1.00443	2.6377	6.56364	0.70724	0.09572	12.35675	5.28151	13.70447	3.38423	12.51029	3.55202	0.3414	0.67593	0.26652	2.85155	12.87713	5.35844	1.14485	2.19201	0.75159	0.01409	55.34263	0.1055	0.01818	0.54511	2.07618	0.6814	1.28463	0.40023	0.68358	0.66854	0.40884	0.22956	1.68354	3.34564
s__Capnocytophaga_ochracea	0	2.35076	3.19813	0.0	0.50846	0.76026	1.42535	0.67273	0.30066	1.50234	0.1013	3.29746	7.35436	0.45554	0.0	1.85079	2.55351	2.24136	0.88338	0.12599	4.67536	0.17349	0.51694	0.69032	1.56158	0.20341	1.31604	0.04196	0.027	2.1531	1.3257	0.91934	1.59233	1.96984	1.01158	0.05683	0.0	0.77893	1.02342	1.84074	1.74083	1.25356	0.18477	0.40532	0.43627	0.29578	0.0916	2.75722	0.69821
s__Actinomyces_johnsonii	0	2.33599	0.57332	0.05521	0.09651	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.01898	0.0	0.0	0.16193	0.07571	0.27344	0.07228	1.18918	4.45772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30576	0.11516	0.25241	8.72632	0.10913	0.0	0.1561	0.01823	0.16009	2.96617	4.52118	1.47065	0.16847	0.13434	0.57604	0.13802	0.04134	0.1912	1.56369	0.76202
s__Streptococcus_gordonii	0	2.31428	0.54368	0.32869	0.48172	4.57845	0.43978	0.07389	0.00556	0.0	0.0	0.0	0.15518	0.0	0.0	0.03436	0.13401	0.08824	0.0	1.24983	0.3191	2.09095	0.12826	3.87576	0.07366	0.70607	0.12835	1.20514	1.98875	2.38727	1.00708	2.25941	2.39949	0.07944	0.79544	3.60169	0.34429	0.05808	0.01322	0.36164	0.01096	0.0	0.0	0.02776	0.00199	0.02433	0.0	0.42097	0.00846
s__Prevotella_melaninogenica	0	1.75249	4.17403	19.63377	0.14648	0.00601	0.0	0.10357	1.43994	0.00757	0.0	0.0	0.65805	0.0	0.0	1.30899	2.087	0.0	0.0	0.41139	0.09737	10.13496	0.0	1.53262	0.63412	0.19201	0.05107	0.14125	0.00128	1.93679	2.25629	1.01953	0.0	0.0	0.0	1.13893	0.0	0.00713	0.0	0.0	0.0	0.03526	0.01479	0.0133	0.0	0.02463	0.03153	0.04417	0.10847
s__Gemella_morbillorum	0	1.68935	0.39424	1.39398	0.10152	0.948	1.45556	0.45885	0.8549	0.44084	0.02033	0.39472	0.15416	0.11645	0.0	0.93816	2.75957	1.53421	0.47894	4.70415	1.55065	0.31789	1.00966	1.40483	0.38735	0.01564	0.00677	0.14244	0.06863	2.74755	4.835	4.80648	0.3759	0.00078	0.44391	0.00066	0.61834	0.01038	1.68174	1.31517	1.76855	0.16768	0.49201	0.56557	0.88567	0.01238	0.01139	0.29826	0.39161
s__Leptotrichia_sp_oral_taxon_498	0	1.40185	1.39277	0.0	0.0	0.0	0.0	0.03263	0.16386	0.04503	0.0	0.0	0.0	0.0	0.0	0.71789	0.05967	1.86621	0.00997	0.04639	1.24384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.00153	0.00076	0.0	0.00473	0.0	0.00136	0.0	0.0	0.0	2.22468	0.12124	0.06708	0.87124	0.02173	1.67712	0.21328	0.12739	3.10239	0.72882
s__Leptotrichia_wadei	0	1.29857	1.23438	0.16774	3.66279	0.00434	0.0	0.19727	0.18523	0.05271	0.0	0.00357	0.00587	0.0	0.0	2.75201	3.38165	0.1658	0.03447	0.08561	0.69658	6.25909	0.29727	2.18988	5.35173	0.00932	0.00172	0.0	0.0	0.66241	0.34937	0.43465	0.48734	0.36222	0.01352	0.08014	0.0022	0.0	0.0017	1.04764	0.55729	0.25833	0.26536	0.06875	1.60013	0.35545	0.26425	0.40116	0.49527
s__Leptotrichia_hofstadii	0	1.26364	0.70295	0.0	0.12654	0.01563	0.0	0.13421	0.09876	0.14167	0.18728	0.11493	0.01342	0.0	0.0	0.42603	1.59467	0.03895	0.13441	0.13752	0.88047	0.03152	0.01197	0.01804	0.05929	0.05594	0.10555	0.0	0.05925	0.16004	0.1679	0.68802	1.24603	0.03926	0.14762	0.00962	0.14662	0.01263	0.07777	0.50767	0.1871	0.01614	0.08518	0.34985	0.88599	0.29924	0.03675	0.26946	0.06679
s__Treponema_socranskii	0	1.12019	0.46758	0.0	0.0	0.18365	1.07826	1.64616	1.18035	1.4901	1.15986	0.75526	0.0393	0.00427	0.0	1.2881	0.66847	1.55207	2.23693	0.02085	0.56757	0.70371	1.16735	0.16824	0.78249	0.00804	0.09574	0.04805	0.0	1.09714	0.81353	0.48782	0.06807	3.03674	0.30995	0.01211	0.0	2.35916	1.86992	1.44159	1.07426	1.51966	1.23344	0.86844	0.5631	2.34623	2.90399	5.22388	2.00581
s__Campylobacter_concisus	0	1.03077	0.66643	0.19457	0.50429	0.0	0.0	0.02455	0.03239	0.00619	0.0	1.16336	0.43149	0.04003	0.0	0.2217	0.53158	0.38927	0.11064	1.00203	0.44041	0.06347	0.05415	0.03558	0.0229	0.15959	0.14641	0.01134	0.12434	0.27027	0.33911	0.12798	0.00821	0.01584	0.0	1.1643	0.0	0.0	0.30793	0.54237	0.27033	0.04905	0.73964	0.10559	0.27624	0.0	0.00333	0.21396	0.06411
s__Capnocytophaga_gingivalis	0	0.95955	1.03171	2.56916	6.37289	0.87046	0.03224	0.97358	0.35731	0.71434	0.20265	4.72867	7.86257	14.70645	1.45859	0.2687	0.53712	0.12953	0.88061	1.26638	1.01599	0.71919	0.0531	0.20576	0.02786	11.21383	6.05026	2.39878	13.42149	0.30284	0.37973	1.06553	0.2585	0.23487	12.41995	0.09435	26.32751	1.12272	1.47794	0.97577	0.96349	0.26001	0.09021	0.46565	0.40114	0.0236	0.0	0.3041	0.02274
s__Lachnospiraceae_bacterium_oral_taxon_096	0	0.78741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01091	0.05185	0.0	0.0	0.02524	0.0945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21355	0.62879	0.0	0.0	0.01492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0143	0.0	0.42204	0.00767	0.00342	0.0	0.0
s__Prevotella_maculosa	0	0.78136	0.66682	0.0	0.01885	0.0	0.00135	0.05374	0.1287	0.06327	0.0	0.0	0.01	0.0	0.0	0.40246	0.48791	0.27934	0.05046	0.02048	0.88	0.0	0.04006	0.0	0.02147	0.0	0.05379	0.0	0.0	0.28747	0.23943	0.29381	0.0	0.14036	0.0	0.0	0.0	0.06885	0.96199	0.42987	0.37221	0.13749	1.05371	0.16884	0.36036	0.07317	0.09701	0.66996	0.49281
s__Prevotella_saccharolytica	0	0.76885	1.35671	0.0	0.0	0.0	0.00914	0.13233	0.38901	0.42294	0.0	1.37255	0.0	0.00119	0.0	0.53761	1.03309	0.10954	0.02418	0.51877	1.52373	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	0.26061	0.32657	1.7482	0.06452	0.0	0.04867	0.0	0.0	0.01532	0.12008	0.0405	0.28719	0.01277	0.22313	0.31204	0.96184	0.0	0.06171	0.16409	0.2591
s__Aggregatibacter_sp_oral_taxon_458	0	0.76107	0.42545	0.0	0.0	0.0139	0.0	0.00683	0.00835	0.00383	0.0	0.26406	0.02885	0.0	0.0	0.73224	2.76686	0.51048	0.24949	0.02235	0.02572	0.0	0.0	0.0	0.0	0.13651	0.54476	0.03258	0.0	0.00064	0.0	0.00814	0.0	0.0	0.0	0.0	0.00292	0.00177	1.16927	0.58016	0.15559	0.12881	0.08463	0.52731	1.10409	0.12671	0.01165	1.27625	0.05552
s__Peptostreptococcus_stomatis	0	0.7563	0.0	0.0	0.0	0.10017	0.0159	0.44875	0.57825	0.47743	0.0	0.08249	0.00214	0.0	0.0	1.07489	0.57391	0.57057	0.12881	0.03676	0.00246	0.49761	0.45828	0.07445	0.18109	0.0	0.0	0.0	0.0	1.16837	1.58783	0.0	0.0	0.0	0.09913	0.0	0.0	0.37111	0.09388	0.05707	0.00217	0.13129	0.93454	0.3463	0.02341	0.29778	0.17946	0.25383	0.75496
s__Selenomonas_sputigena	0	0.75367	0.07192	0.0	0.0609	0.00385	0.11022	0.32806	0.37707	0.22265	0.0	1.02394	0.01681	0.0	0.00752	0.59532	0.31179	0.28965	0.04392	0.27301	0.48147	0.0	0.07756	0.03513	0.71223	0.00807	0.02227	0.0	0.0	2.47965	2.18277	0.69672	0.0	0.28923	0.0	0.01114	0.0	0.13378	0.08821	3.45379	0.34143	0.36239	3.26599	0.49045	1.07029	0.06493	0.12851	1.30216	0.77751
s__Eubacterium_infirmum	0	0.749	1.07963	0.0054	0.0	0.0	0.0	0.31818	0.12124	0.01676	0.0	0.0	0.01018	0.0	0.0	0.744	0.24524	0.11643	0.00603	0.0	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11289	0.69038	0.0	0.0	0.04525	0.0	0.0	0.0	0.14272	0.00963	0.06764	0.03738	1.33942	1.8894	0.67161	0.02992	0.11673	0.28668	0.49755	1.00384
s__Tannerella_sp_oral_taxon_HOT_286	0	0.73334	0.75611	0.0	0.06569	0.0	0.0	0.46084	0.23243	0.10343	0.0	0.89258	0.16524	0.0	0.0	2.65799	4.35976	0.59972	0.08548	0.29295	2.15291	0.0	0.0	0.0	0.0	0.19882	5.80681	0.0	0.0	0.26086	0.27825	1.55027	2.24314	0.03806	0.01596	0.0	0.0	0.06694	0.87225	4.81565	0.38036	0.48368	1.54509	3.20786	3.91612	0.20698	0.23642	1.83638	2.12392
s__Prevotella_oulorum	0	0.65423	0.11394	0.80364	0.15908	0.0	0.0	0.0	0.0903	0.0	0.0	0.00672	0.81882	0.0	0.0	1.19205	2.12176	0.14576	0.01861	0.02309	0.88262	0.0	0.0	0.0	0.0	0.00071	0.02446	0.0	0.0	0.05106	0.00317	0.11228	0.0	0.06432	0.0	0.14725	0.0	0.0	0.0	2.34068	0.00807	0.30463	1.78268	1.27826	0.33921	0.2574	0.14904	1.01676	3.00955
s__Campylobacter_gracilis	0	0.62861	1.36298	1.52222	0.16574	0.09114	0.26212	0.1963	0.0831	0.07434	0.00361	0.66355	2.517	0.00522	0.65833	0.75505	0.65921	1.10272	0.0683	0.0773	0.99205	0.27183	0.14036	0.66079	0.55788	0.04399	0.18515	0.0	0.0	0.73021	0.42051	0.10365	0.48179	0.87452	0.10211	0.21074	0.07226	0.29074	0.66785	2.05611	0.75746	1.03652	0.45256	0.39197	0.153	0.20097	0.18216	2.11947	1.09497
s__Selenomonas_infelix	0	0.60356	0.02516	0.00437	0.00165	0.0	0.04801	0.04948	0.05328	0.04954	0.0	0.48093	0.01914	0.00147	0.0	0.06165	0.05736	0.03882	0.01498	0.13159	0.49173	0.0	0.0	0.25515	0.93282	0.00083	0.00104	0.0	0.0	0.00046	0.0	0.0	0.0	0.00568	0.0039	0.00036	0.00021	0.0	0.08345	0.16775	0.03552	0.03943	0.07746	0.16786	0.02093	0.00114	0.03784	0.23251	0.15186
s__Leptotrichia_sp_oral_taxon_212	0	0.52556	0.27782	0.0	0.18715	0.07381	0.0	0.041	0.01308	0.20075	0.03317	0.70091	0.12933	0.20134	0.0	0.14591	0.33433	0.07605	0.49222	0.24873	0.69489	0.0	0.0	0.00234	0.00241	0.04949	0.20373	0.0	0.0	0.27547	0.23831	0.46533	0.60535	0.0	0.42809	0.0	0.57944	0.0	0.47928	0.17801	0.46365	0.043	0.06882	0.11639	1.02631	0.0	0.0	0.01505	0.0056
s__Cardiobacterium_valvarum	0	0.52241	1.1261	0.0	0.0113	0.0	0.00857	0.13178	0.04405	0.08948	0.04001	0.13476	0.08086	0.24507	0.0	0.05663	0.12645	0.16316	0.12167	0.22617	1.87383	0.0	0.20163	0.0	0.0	0.58646	0.75541	0.05978	0.00409	0.09757	0.06838	0.75723	2.11469	0.00621	1.00276	0.0	0.34162	0.06468	0.95845	0.12632	0.18886	0.0687	0.37939	1.42484	1.37128	0.12889	0.02286	1.35294	0.07598
s__Streptococcus_oralis	0	0.51218	0.42595	1.31546	2.63866	4.51527	0.15262	0.23635	0.06127	0.08412	0.0	0.16989	0.30492	0.23102	0.20839	0.41787	0.50545	0.77787	0.36932	3.78531	1.53788	1.51394	0.85702	1.04447	0.28259	0.18175	0.13559	1.27254	5.46948	2.86319	2.52391	1.1135	0.54971	0.37417	3.98884	0.48885	3.32017	0.0248	0.97508	2.42196	2.10969	0.16773	0.247	0.17055	0.63927	0.08115	0.06854	0.3596	0.02745
s__Prevotella_oris	0	0.48023	0.40959	0.54816	0.26676	0.22777	1.6141	1.38468	1.3005	0.78262	0.0	0.01363	0.0185	0.0	0.0	1.01587	1.81179	0.93524	0.02502	0.03714	0.33616	0.79232	0.28353	4.16763	10.14883	0.00145	0.0	0.0	0.0	4.46188	3.96287	2.33976	0.0	4.80493	0.0	0.00053	0.0	0.36132	0.03597	0.83036	3.18457	3.73032	2.16813	9.91533	1.33033	0.4841	0.63685	0.60642	7.19974
s__Prevotella_nigrescens	0	0.40914	0.0954	0.0	0.0	0.10095	0.33372	4.57945	2.82007	1.47312	0.0	0.11204	0.00206	0.0	0.0	0.0603	0.58687	8.79075	0.53748	0.54175	0.54204	1.7612	2.62117	9.88766	23.16693	0.01263	0.00171	0.12684	0.0	9.71638	20.44455	9.58645	0.0	0.0	0.0	0.0	0.0	4.68304	1.20261	6.00704	10.13902	6.33344	17.52328	7.99937	2.21021	0.01276	0.38519	3.49009	20.45553
s__Prevotella_pallens	0	0.40873	1.35665	1.19136	0.00549	0.01376	0.0	0.0	0.08134	0.0	0.0	0.0	0.09126	0.0	0.0	0.12105	0.5722	0.0	0.0	0.0141	0.02695	0.0	0.0	0.0	0.0	0.00965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.04466	0.00443	0.03025
s__Selenomonas_sp_oral_taxon_920	0	0.39379	0.03636	0.0	0.00134	0.0	0.0	0.01271	0.03747	0.02712	0.0	0.02505	0.00465	0.0	0.0	0.0464	0.05096	0.13331	0.01055	0.05402	0.13649	0.0	0.00079	0.04481	0.15186	0.0008	0.00742	0.0	0.0	0.55811	0.46573	0.25728	0.00938	0.00344	0.0	0.0	0.0	0.00407	0.13012	0.34623	0.13862	0.03223	0.10447	0.11159	0.32205	0.02808	0.06019	0.31109	0.19002
s__Selenomonas_noxia	0	0.39077	1.34874	0.0	0.23052	0.0	0.08933	0.6251	0.27676	0.57769	0.05336	3.24539	6.56541	0.06045	0.00591	1.23531	1.21853	1.15972	0.11028	0.23098	1.87976	0.18722	0.01628	0.65194	2.83929	0.3099	3.08017	0.01898	0.02434	0.50851	0.49849	1.29963	1.15627	0.43095	0.00377	0.03461	0.0	0.01007	0.76866	3.21488	2.2407	1.59201	1.24765	1.39659	2.49142	0.17211	0.24128	2.81845	3.4712
s__Treponema_sp_OMZ_838	0	0.38311	0.25586	0.0	0.0	0.04585	0.81156	0.29671	0.47888	0.5309	0.06851	1.14685	0.08042	0.17642	0.0	0.47877	0.54455	0.33235	0.09539	0.00242	0.33026	0.00443	0.00512	0.0	0.00217	0.0	0.0	0.0	0.0	0.48718	1.03829	6.51396	0.0	0.25176	0.05291	0.0	0.0	0.31426	0.21492	0.24765	0.35627	0.27611	0.2945	0.14803	0.10379	0.27249	0.38769	0.51076	0.36585
s__Actinomyces_naeslundii	0	0.35526	0.62121	1.16996	0.57299	0.49751	0.0	0.14178	0.0	0.02209	0.0	0.15078	0.18984	0.70401	0.01377	2.29518	1.46231	0.23076	0.15765	0.24562	0.51242	0.01835	0.03519	0.0	0.04579	2.98875	1.13558	0.30989	0.56296	0.44943	0.21764	1.01418	13.29679	0.73551	0.18536	1.64253	0.47351	0.17556	1.59986	0.31263	2.77254	5.05899	3.25957	5.65443	4.20092	1.15832	0.34187	3.31206	1.11901
s__Leptotrichia_sp_oral_taxon_225	0	0.35319	0.11876	0.0	0.02048	0.00496	0.0	0.04836	0.0658	0.038	0.01525	0.07809	0.00194	0.0	0.0	0.20852	0.5238	0.02644	0.06617	0.07044	0.32518	0.0	0.00058	0.00161	0.00398	0.00118	0.00113	0.0	0.0	0.23875	0.18294	0.78524	2.99146	0.00374	0.06713	0.00101	0.00823	0.0	0.0254	0.24142	0.07983	0.01073	0.04459	0.07086	1.05303	0.09052	0.00524	0.08183	0.02169
s__Actinomyces_sp_oral_taxon_414	0	0.34423	0.16806	0.0	0.00139	0.03954	0.11707	0.6686	0.23712	0.27928	0.05234	0.1304	0.5886	0.10871	0.0	0.38916	0.17071	1.82567	0.01053	0.00568	0.1909	0.01229	0.08314	0.00578	0.08267	0.0	0.15298	0.0	0.0	0.24551	0.03089	0.29459	0.41242	0.15191	0.01472	0.0124	0.0	0.41578	0.53794	2.4158	9.26866	0.94968	1.08005	0.57351	0.74462	0.49794	1.55023	2.95463	1.34498
s__Neisseria_elongata	0	0.33636	0.27977	0.0	4.12043	0.4792	0.0	0.85352	0.42285	0.23368	0.11404	2.1127	3.50237	12.02862	0.35464	0.0	0.06324	0.80714	0.18161	1.93562	0.64968	0.0	0.0	0.00229	0.0	8.50676	18.1945	1.01478	0.23965	0.0	0.00938	0.02197	0.02924	0.0	4.19655	0.0	1.992	0.47123	4.28927	4.44229	1.73211	0.52006	0.22681	3.05067	2.9704	0.0	0.0132	0.92994	0.00831
s__Treponema_maltophilum	0	0.33425	0.26991	0.0	0.0	0.1188	0.52416	0.9637	0.92218	1.29471	1.30785	0.62474	0.03063	0.0062	0.0	0.55145	0.14265	1.00414	1.74256	0.0	0.09721	0.05047	0.69711	0.0	0.1381	0.00205	0.08555	0.03156	0.0	0.26433	0.25598	0.30615	0.0	1.09138	0.17766	0.00312	0.0	1.72243	1.08998	0.2577	0.70616	0.75836	0.29597	0.79839	0.37359	1.58237	2.2147	1.33072	0.60468
s__Rothia_aeria	0	0.33152	0.45787	0.80216	3.81838	0.02781	0.02055	0.3261	0.0034	0.00411	0.0	2.53962	5.14369	7.45099	18.21168	0.0	0.00369	0.05939	0.2319	0.07361	0.10452	0.0	0.0	0.0	0.0	24.59344	4.316	4.18763	14.38761	0.00258	0.0	0.05976	0.12225	0.02147	1.61835	0.09175	3.59249	1.28359	0.06868	0.05922	0.02731	0.0	0.01593	0.37972	0.14308	0.00754	0.0	0.0	0.0
s__Oribacterium_sp_oral_taxon_078	0	0.29201	0.10319	0.65722	0.06141	0.10334	0.16278	0.1676	0.35665	0.17876	0.0	0.00088	0.01493	0.0	0.0	0.71516	0.70718	0.04615	0.0	0.01211	0.01875	0.02289	0.01784	1.25466	4.26479	0.0	0.0	0.0	0.0	0.44326	0.2094	0.0	0.0	0.34054	0.0	0.05944	0.0	0.07381	0.0	0.00791	0.0	0.35642	0.42238	0.01929	0.0	0.17131	0.32244	1.72396	2.05386
s__Campylobacter_showae	0	0.27675	1.06284	0.0	0.0	0.2247	0.61821	0.51009	0.68976	0.59832	0.60517	0.85538	0.33193	0.27236	1.94766	0.16338	0.4272	0.14672	0.32218	0.24316	0.43567	0.106	0.4288	0.00456	0.15496	0.24868	1.31912	0.02627	0.00461	0.70915	0.53608	3.16295	0.53791	0.29741	0.33085	0.00171	0.0608	0.44703	0.34828	0.11908	0.80494	0.11074	0.34242	0.3257	1.33642	0.37685	0.45306	0.07533	0.02466
s__Prevotella_loescheii	0	0.26127	0.00274	0.0	0.0	0.0	0.95475	0.3006	0.22853	0.41487	0.00487	4.96319	0.27164	0.0	0.0	0.00649	0.02362	0.00184	0.03385	0.26314	1.23327	0.0	0.0	0.0008	0.01655	0.0	0.0	0.0	0.0	0.03935	0.0	2.20678	0.02601	0.0	0.05504	0.0	0.13678	0.40396	0.0	0.06989	2.30637	0.23786	0.03847	1.44113	1.96058	0.02752	0.00085	0.00635	0.03374
s__Pseudopropionibacterium_propionicum	0	0.25197	0.1899	0.0	0.08643	0.1175	0.22375	0.01932	0.04363	0.02554	0.0	0.13251	0.05613	0.22563	0.0	0.02534	0.14088	0.0378	0.03209	0.05078	1.17189	0.00687	0.03737	0.12664	0.00281	2.42909	5.42638	0.85429	0.37655	0.15304	0.01283	0.14989	0.18988	0.0477	0.62735	0.0	0.16101	0.68492	1.17436	0.43094	1.1597	0.19717	0.14468	0.32762	0.64249	0.26796	0.03522	0.32882	0.20848
s__Anaeroglobus_geminatus	0	0.25106	0.22984	0.0	0.00121	0.01137	0.0	0.07394	0.15855	0.0	0.03687	0.0	0.0	0.0	0.0	1.17958	0.34807	0.06752	0.0	0.01031	0.0	0.0	0.1579	0.0	0.01859	0.0	0.00077	0.0	0.0	0.12313	0.18384	0.0	0.0	0.0	0.0	0.0	0.0	0.02209	0.0	0.0	0.0	0.0	0.09727	0.0	0.0	0.04927	0.35621	0.03691	2.58352
s__Solobacterium_moorei	0	0.24566	0.50407	0.0	0.0	0.0	0.0	0.10184	0.1294	0.00262	0.0	0.0	0.0	0.0	0.0	0.39399	0.99585	0.00905	0.00895	0.0054	0.0	0.00399	0.13037	0.3197	1.62071	0.0	0.0	0.0	0.0	1.49226	1.89332	0.87715	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.00563	0.00031	0.34097	1.8044	0.59677	0.0	0.00304	0.07605	0.07113	1.1984
s__Selenomonas_sp_FOBRC6	0	0.24405	0.01838	0.0	0.0	0.0	0.00998	0.06235	0.18997	0.09476	0.0	0.10798	0.10696	0.0	0.0	0.05022	0.06905	0.08824	0.01938	0.06295	0.22726	0.0	0.00825	0.01351	0.03328	0.00088	0.0057	0.0	0.0	0.16987	0.16733	0.02738	0.0	0.00573	0.0	0.0	0.0	0.00515	0.25226	0.19483	0.22563	0.0289	0.04997	0.00553	0.04084	0.00219	0.01115	0.24039	0.03063
s__Streptococcus_cristatus	0	0.23002	0.04323	0.08407	0.42762	0.61555	0.0	0.09425	0.0476	0.04657	0.00903	0.1783	0.05499	0.0	0.0	0.49984	1.20817	0.10443	0.01471	1.85954	0.36714	1.31913	0.20193	1.85107	1.51023	0.67673	1.19819	0.04809	0.00269	0.04301	0.02933	0.05472	0.02666	0.00412	0.03547	0.00174	0.00734	0.04598	0.11308	0.12185	0.01977	0.35343	0.10092	0.75291	0.5352	0.1851	0.02816	0.85838	0.11203
