clade_name	NCBI_tax_id	S01-01-D	S01-02-D	S01-05-R	S01-06-R	S03-01-D	S03-03-R	S04-01-D	S04-02-D	S04-03-D	S04-04-D	S04-05-R	S04-06-R	S04-07-R	S04-08-R	S07-01-D	S07-03-R	S12-01-D	S12-02-D	S12-03-R	S12-04-R	S13-01-D	S13-02-D	S13-03-R	S13-04-R	S14-01-D	S14-02-D	S14-03-R	S14-04-R	S17-01-D	S17-02-D	S17-03-R	S17-04-R	S20-01-D	S20-02-D	S20-03-R	S20-04-R	S21-01-D	S21-02-D	S21-03-R	S21-04-R	S27-01-D	S27-02-D	S27-03-R	S27-04-R	S31-01-D	S31-02-D	S31-03-R	S31-04-R
s__Prevotella_oralis	0	0.0	0.00278	0.03038	0.13354	0.09923	0.53994	0.43511	0.0982	0.25381	0.0	0.00012	0.23434	0.0	0.0	0.09913	0.00939	0.51564	0.0	0.0	0.0	0.08389	1.50618	0.0225	0.0	0.0	0.06164	0.0	0.0	0.07626	0.0	0.0	0.0	0.06261	0.0	0.0	0.0	0.59305	0.0	0.00149	0.0	0.84558	0.68297	0.0	0.0	0.08588	0.06049	0.0	0.0
s__Actinomyces_sp_oral_taxon_180	0	0.0	0.00265	0.92968	0.00786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.03291	0.01592	0.0	0.0067	0.00469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03553	0.00993	0.00368	0.0	0.0	0.0	0.07475	0.00375	0.0	0.03156	0.36978	0.11951	0.0	0.0	0.0	0.0	0.0	0.00021	0.06401	0.02107
s__Streptococcus_parasanguinis	0	0.0	0.00165	2.16741	2.25197	0.09198	0.0	0.0	0.0	0.0	0.0	0.0	0.01953	0.0	0.0	0.0	0.00546	0.0	0.0	0.10374	0.01371	0.00048	0.0	0.06098	0.0116	0.02148	0.00432	1.09473	0.07359	0.0	0.0	0.0	0.0	0.02578	0.0	0.02662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01809	0.0
s__Lactococcus_lactis	0	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parvimonas_sp_oral_taxon_393	0	0.0	0.00061	0.0	0.0	0.00161	0.00968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384	0.0171	0.01003	0.00861	0.0	0.0	0.01338	0.0	0.01758	0.0	0.0	0.0	0.0	0.0	0.00367	0.0	0.00049	0.0	0.0	0.0	0.0	0.00049	0.01253	0.01279	0.00615	0.0121	0.00413	0.00457	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_veroralis	0	0.0	0.00057	0.0	0.0	0.0	0.0	0.01338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17542	0.15968	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14284	0.0	0.0	0.04164	0.88418	0.0	0.00144	0.11582	0.00141	0.00839	0.09098
s__Eggerthia_catenaformis	0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.03353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.03589	0.0	0.00129	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.0	0.0	0.0	0.36439	0.0	0.0	0.62612	0.33237	0.0	0.00164
s__Prevotella_sp_oral_taxon_473	0	0.0	0.00041	0.05884	0.00467	0.0	0.03862	0.01973	0.0173	0.0	0.0	0.0029	0.0	0.0	0.0	0.00429	0.01101	0.12709	0.09517	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.00124	0.01292	1.0054	0.40132	0.38322	0.0	0.0	0.0	0.0	0.00415	0.0
s__Scardovia_wiggsiae	0	0.0	0.0	0.09983	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_macacae	0	0.0	0.0	0.0065	0.0	0.16281	0.03392	0.09178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01081	0.0	0.15307	0.07764	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08887	0.0	0.00953	0.0	0.00456	0.02945	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.01123	0.0	0.0	0.04032	0.0	0.0	0.0	0.00456	0.0049	0.03525	0.00544	0.03195	0.00703	0.6568	0.84339	0.27185	0.0	0.0	0.0	0.11427	0.0	0.0	0.0	0.0	0.0	0.0	0.45002	0.0	0.0	0.0	0.0	0.00049	0.0
s__Streptococcus_sp_F0442	0	0.0	0.0	0.00272	0.06553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01163	0.0	0.0	0.0	0.00096	0.0	0.00042	0.0	0.06506	0.00841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.0	0.0	0.0628	0.00911	0.0	0.0	0.0	0.0	0.0	0.01982	0.02035	0.0117	0.0	0.0	0.04473	0.0	0.0	0.33154	0.02048	0.0	0.0	0.0855	0.01167	1.68574	0.54213	31.81858	0.5765	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.2156	0.0	0.00028	0.00061	0.00394	0.0	0.0	0.0	0.0	0.0	0.04538	0.00033
s__Prevotella_sp_oral_taxon_306	0	0.0	0.0	0.0	0.01565	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12408	0.14337	0.00083	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03429	0.0	0.0	0.02119	0.29565	0.0	0.00013	0.02606	0.00415	0.00782	0.09284
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.00432	0.0	0.0	0.00437	0.00153	0.0	0.0	0.00245	0.00033	0.0032	0.00057	0.01362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_gonorrhoeae	0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_pleuritidis	0	0.0	0.0	0.0	0.0	12.76309	25.13167	0.96839	0.38276	0.10466	2.79062	0.0	0.0	0.0	0.0	0.0	0.0	10.2009	5.24846	0.0	0.0	0.0	0.0	0.0	0.0	0.0096	0.0	0.18501	0.0	0.0	0.0	0.0	0.0	0.68105	1.338	0.0	0.00681	7.30847	3.7913	0.0	0.0	0.0	0.0	0.0	0.0	1.28981	1.46029	0.05622	4.31492
s__Porphyromonas_gingivalis	0	0.0	0.0	0.0	0.0	12.43807	4.32243	29.97601	38.20729	40.1859	47.25754	0.01582	0.0014	0.0	0.0	0.00282	0.0	1.99624	15.44699	0.0	0.0	5.28021	9.1553	0.02801	0.0	0.00962	0.0	0.15216	0.0	2.281	5.3705	0.0	0.0	0.0	0.0	0.0	0.0	6.77118	0.7137	0.0	0.0	0.11293	3.39385	0.0	0.0	33.32118	31.7668	0.39738	0.47796
s__Eubacterium_nodatum	0	0.0	0.0	0.0	0.0	0.42982	1.92886	0.32504	0.4535	0.59495	0.12776	0.0	0.0	0.0	0.0	0.71461	0.02466	0.1327	0.72595	0.0	0.00059	0.37246	0.66084	0.0	0.0	0.0	0.0	0.00958	0.0	0.05805	0.0	0.0	0.0	0.0	0.3824	0.0	0.0	0.92877	0.13314	0.0	0.0	0.0	0.0	0.0	0.0	1.88232	1.46648	0.02895	0.02063
s__Johnsonella_ignava	0	0.0	0.0	0.0	0.0	0.21431	0.39774	0.0	0.00067	0.01178	0.0	0.0	0.0	0.0	0.0	0.02177	0.02969	0.0482	0.0849	0.02573	0.53806	0.0	0.02294	0.0	0.0	0.0	0.0	0.0	0.0	0.37724	0.00961	0.0	0.0	0.0	0.3886	0.0	0.0	0.04061	0.04454	0.27961	0.0174	0.00354	0.10096	0.0	0.17039	0.15907	0.0	0.0	0.04276
s__Fusobacterium_hwasookii	0	0.0	0.0	0.0	0.0	0.1956	0.0	0.01816	0.01156	0.02061	0.01412	0.01248	0.0	0.02429	0.0	0.12033	0.1218	0.05967	1.8624	0.06359	0.15675	0.0	0.02697	0.00282	0.00346	0.0	0.0	0.0	0.0	0.29415	0.81047	1.382	0.44758	0.0	0.0686	0.0	0.0	0.0	0.09388	0.00705	0.04909	0.0	0.0228	0.01672	0.62887	0.0	0.0	0.0053	0.0
s__Haemophilus_haemolyticus	0	0.0	0.0	0.0	0.0	0.16711	0.00931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16905	0.0	0.0	0.15259	0.0	0.0	0.0	0.00165	0.00403	0.0	0.0	0.0	0.0	0.00599	0.00889	0.00878	0.00494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03867	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_yurii	0	0.0	0.0	0.0	0.0	0.10519	0.329	0.41342	0.66088	0.68595	0.03231	0.92908	0.64966	0.95975	0.05655	0.15612	0.24788	0.33155	0.37927	0.38752	1.9263	0.00173	0.14671	0.0	0.00197	0.0	0.0	0.0	0.0	0.07006	0.44893	1.73029	0.0	0.27011	0.47525	0.0	1.68867	0.21945	0.64365	0.07194	0.59788	0.06597	0.06186	0.13448	0.41579	0.00561	0.0	0.40457	0.04771
s__Capnocytophaga_sp_oral_taxon_338	0	0.0	0.0	0.0	0.0	0.09945	0.32463	0.0	0.0	0.0	0.0	0.0	0.00196	0.0	0.0	0.08934	0.15303	0.03279	0.03398	0.282	2.22781	0.05101	0.26179	1.08531	0.24486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4077	0.10398	0.0	0.0	0.04937	0.03302	0.4676	0.36232	0.146	0.02293	0.0173	0.04293	0.03846	0.0	0.22604	0.1229
s__Actinomyces_viscosus	0	0.0	0.0	0.0	0.0	0.05033	0.0	0.0	0.0	0.0	0.0	0.00414	0.01368	0.0	0.0	0.00209	0.01118	0.0	0.0	0.12591	0.0	0.1791	0.0	0.04049	0.09656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01403	0.0	0.0	0.05909	0.0	0.0	0.0	0.02612	0.05828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_thermophilus	0	0.0	0.0	0.0	0.0	0.04341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leptotrichia_goodfellowii	0	0.0	0.0	0.0	0.0	0.04201	0.08085	0.0	0.0	0.0	0.0	0.15289	0.13545	0.06619	0.1591	0.0	0.0	0.00297	0.0	0.18323	0.84997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65655	0.0	0.63812	0.0	0.0	0.0	0.0	0.0	0.0	0.07481	0.0	0.08169	0.0	0.02515	0.01419
s__Aggregatibacter_actinomycetemcomitans	0	0.0	0.0	0.0	0.0	0.03692	0.12542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52063	0.23834	0.7853	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0	0.0	0.0	0.0	0.02904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01205	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01653	0.0	0.0	0.0	0.0	0.03367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_minutum	0	0.0	0.0	0.0	0.0	0.02557	0.05454	1.14448	0.38319	0.63513	0.44733	0.0	0.0	0.0	0.0	0.08428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88886	0.14927	0.29398	0.0	0.0	0.0	0.0	0.0	1.11143	0.09751	0.11278	0.02105	1.67018	0.65982	0.2572	0.01299
s__Actinomyces_cardiffensis	0	0.0	0.0	0.0	0.0	0.00896	0.0	0.06444	0.131	0.20563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02146	0.0	0.00225	0.0	0.02874	0.42084	0.03235	0.00397
s__Prevotella_histicola	0	0.0	0.0	0.0	0.0	0.00745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0675	0.06287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_scopos	0	0.0	0.0	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.01282	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_sp_oral_taxon_863	0	0.0	0.0	0.0	0.0	0.00452	0.0	0.39738	0.09834	0.11662	0.0	0.00152	0.0071	0.01424	0.0	0.00108	0.03415	0.0	0.00219	0.20799	0.16293	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.15258	0.0	0.0	0.0	0.0	0.0	0.02673	0.29901	4.37104	0.0	0.0	0.0	0.0
s__Haemophilus_quentini	0	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.00712	0.0	0.0	0.02439	0.0073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_fusca	0	0.0	0.0	0.0	0.0	0.00232	0.00977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05396	0.0	0.0
s__Fusobacterium_sp_oral_taxon_370	0	0.0	0.0	0.0	0.0	0.0	0.01692	0.02219	0.39034	0.0115	0.00754	0.0702	0.00989	0.02034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00527	0.0053	0.0	0.02128	0.04763	0.2391	0.0	0.00238
s__Dialister_pneumosintes	0	0.0	0.0	0.0	0.0	0.0	0.01465	0.04427	0.07019	0.0	0.0	0.0	0.0	0.0	0.0	0.22378	0.05989	1.16242	1.73297	0.0	0.0	0.38368	1.96952	0.04027	0.86117	0.0	0.0	0.0	0.0	0.28118	0.51641	0.29934	0.0	0.06021	0.0	0.0	0.0	0.07095	0.04261	0.18925	0.39311	0.71604	0.59137	0.20205	0.0	0.01779	0.00289	0.08552	0.1531
s__Bacteroidetes_bacterium_oral_taxon_272	0	0.0	0.0	0.0	0.0	0.0	0.0	0.80924	0.71472	0.66924	0.10445	0.0	0.0	0.0	0.0	0.01317	0.0	0.0	0.0	0.0	0.0	0.0	0.36109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20647	0.40786	0.0	0.00047	1.70499	1.87506	0.06454	0.11422
s__Alloprevotella_rava	0	0.0	0.0	0.0	0.0	0.0	0.0	0.16333	0.41938	0.03326	0.00637	0.0	0.0	0.0	0.0	0.38569	0.0842	0.07513	0.00259	0.0	0.0	0.0	0.02787	0.01233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08029	0.0	0.0	0.0	0.05111	0.02225	0.01312	0.21663	0.0	0.28576	0.02618	0.0	0.04907	0.1115	0.02182	0.17593
s__Peptoanaerobacter_stomatis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.16189	0.56184	0.50469	0.0	0.0	0.00405	0.0	0.0	0.18952	0.00595	0.0	0.0	0.00335	0.03009	0.0	0.34229	0.0	0.0614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29887	0.03371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01099	0.04243	0.01804	0.0
s__Tannerella_sp_oral_taxon_808	0	0.0	0.0	0.0	0.0	0.0	0.0	0.13529	0.063	0.02722	0.0	0.0	0.0	0.0	0.0	0.32862	0.55412	0.37103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.36188	0.06765	0.0	0.0	0.50748	0.0	0.0	0.0	0.1829	0.01446	0.00439	0.0	0.0	0.19269	0.0	0.0	0.14094	0.44846	0.63552	0.04992
s__Prevotella_baroniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.08912	0.11628	0.0	0.0	0.0	0.0	0.0	0.0	0.31287	0.03994	0.05205	0.00061	0.0	0.0	0.0	0.03913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12025	0.0	0.0	0.0	0.05835	0.0	0.00016	0.17436	0.01871	0.89985	0.0	0.0	0.20792	0.2341	0.05921	0.10011
s__Olsenella_uli	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06005	0.09787	0.08735	0.0	0.0	0.0	0.0	0.0	0.07404	0.0	0.03004	0.0	0.0	0.0	0.0	0.01865	0.0	0.0	0.0	0.0	0.0	0.0	0.03009	0.0	0.0	0.0	0.05903	0.0	0.00965	0.0	0.07838	0.0	0.0	0.0	0.08226	2.06868	0.0354	0.00282	0.1242	0.79262	0.10492	0.03004
s__Neisseria_sp_HMSC064E01	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03334	0.00101	0.0	0.00446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08707	0.0	0.07884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.0	0.0
s__Treponema_putidum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02876	0.03061	0.02741	0.01393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02048	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04727	0.04174	0.0	0.0
s__Catabacter_hongkongensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_shahii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00672	0.00348	0.00127	0.0	0.0	0.00304	0.0	0.0	0.00203	0.00755	0.00192	0.00063	0.00874	0.00539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.00096	0.00195	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0014
s__Prevotella_multiformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23193	0.0	0.0	0.0	0.0	0.0	0.0	0.81065	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_marshii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12679	0.0	0.0	0.0	0.0	0.0	0.0	0.54616	0.9428	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00446	0.61972	0.0	0.0	0.0	0.01091	0.0	0.0
s__Prevotella_sp_oral_taxon_376	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30566	0.0593	0.0	0.0	0.51281	0.7189	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62552	0.0	0.0014	0.08467	0.33165	0.33387	0.0	0.0	0.00038	0.00422	0.0	0.0
s__Aggregatibacter_aphrophilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03257	0.0	0.0092	0.0	0.06744	2.24608	0.0	0.00334	0.00066	0.20496	1.30262	0.25525	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02928	0.01031	2.03343	0.0	1.10658	0.0	0.06798	0.0	0.0	0.0	0.04633	0.06713	0.16579	0.1299	0.0292
s__Prevotella_sp_oral_taxon_820	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_sp_oral_taxon_332	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13582	0.07238	0.02485	0.0	0.01461	0.33957	0.0	0.0	1.23359	1.5321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.08081	0.26676	1.05539	0.0	0.0	0.0	0.0
s__Selenomonas_sp_F0473	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.11169	0.00209	0.0029	0.08738	0.0	0.0	0.0	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.10265	0.4608	0.21091	0.00502	0.0	0.0	0.00125	0.0	0.00801	0.0175	0.37671
s__Actinomyces_sp_oral_taxon_448	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00184	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0	0.03134	0.0	0.0	0.02372	0.0	0.0	0.0	0.0	0.02906	0.0	0.0	0.0	1.51548	0.0	1.99579	0.0	0.0	0.0	0.00218	0.00016	0.95258	0.86094	0.0	0.0	0.0	0.07159	0.00352	0.35221
s__Streptococcus_sp_NLAE_zl_C503	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07895	0.04884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06392	0.13122	0.0	0.0	0.0	0.0
s__Propionibacterium_sp_oral_taxon_192	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02462	0.24374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26037	0.03166	0.0162	0.0	0.0	0.0	0.0
s__Prevotella_sp_F0091	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.03856	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19254	4.71941	1.31745	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00601	0.08086	0.05927	0.11547
s__Streptococcus_sp_HMSC034E03	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.03208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00845	0.0	0.0071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546	0.02387	0.0	0.0	0.0	0.00702	0.0	0.0	0.13284	0.01027	0.00552	0.00665	0.06383	0.01524	0.0	0.0	0.0	0.0	0.0	0.00954	0.04529	0.01858	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00729	0.0
