clade_name	NCBI_tax_id	YSZC12003_35365	YSZC12003_35366	YSZC12003_35387	YSZC12003_35388	YSZC12003_35389R1	YSZC12003_35390	YSZC12003_35391	YSZC12003_35392	YSZC12003_35505	YSZC12003_35506	YSZC12003_35511	YSZC12003_35512	YSZC12003_35515	YSZC12003_35516	YSZC12003_35519	YSZC12003_35520	YSZC12003_35523	YSZC12003_35524	YSZC12003_35541	YSZC12003_35542	YSZC12003_35549	YSZC12003_35550	YSZC12003_35551	YSZC12003_35552	YSZC12003_35561	YSZC12003_35562	YSZC12003_35563	YSZC12003_35564	YSZC12003_35577	YSZC12003_35578	YSZC12003_35583	YSZC12003_35629	YSZC12003_35630	YSZC12003_35635	YSZC12003_35636	YSZC12003_35653	YSZC12003_35654	YSZC12003_35657	YSZC12003_35658	YSZC12003_35665	YSZC12003_35666	YSZC12003_35697	YSZC12003_35698	YSZC12003_35703	YSZC12003_35704	YSZC12003_35705	YSZC12003_35706	YSZC12003_35707	YSZC12003_35708	YSZC12003_35712	YSZC12003_35723	YSZC12003_35724	YSZC12003_35733	YSZC12003_35734	YSZC12003_35739	YSZC12003_35740	YSZC12003_35741	YSZC12003_35742	YSZC12003_35837	YSZC12003_35838	YSZC12003_35979	YSZC12003_35980	YSZC12003_35989	YSZC12003_35990	YSZC12003_35991	YSZC12003_35992	YSZC12003_35999	YSZC12003_36000	YSZC12003_36005	YSZC12003_36006	YSZC12003_36007	YSZC12003_36008	YSZC12003_36011	YSZC12003_36012	YSZC12003_36019	YSZC12003_36020	YSZC12003_36033	YSZC12003_36034	YSZC12003_36049	YSZC12003_36050	YSZC12003_36051	YSZC12003_36052	YSZC12003_36055	YSZC12003_36056	YSZC12003_36057	YSZC12003_36058	YSZC12003_36116	YSZC12003_36117	YSZC12003_36118	YSZC12003_36119	YSZC12003_36157	YSZC12003_36158	YSZC12003_36211	YSZC12003_36212	YSZC12003_36243	YSZC12003_36244	YSZC12003_36389	YSZC12003_36390	YSZC12003_36439	YSZC12003_36440	YSZC12003_36453	YSZC12003_36454	YSZC12003_36473	YSZC12003_36474	YSZC12003_36521	YSZC12003_36522	YSZC12003_36525	YSZC12003_36526	YSZC12003_36533	YSZC12003_36534	YSZC12003_36587	YSZC12003_36588	YSZC12003_36666	YSZC12003_36667	YSZC12003_36674	YSZC12003_36675	YSZC12003_36694	YSZC12003_36695	YSZC12003_36696	YSZC12003_36697	YSZC12003_36698	YSZC12003_36699	YSZC12003_36702	YSZC12003_36703	YSZC12003_36794	YSZC12003_36795	YSZC12003_36981	YSZC12003_36982	YSZC12003_37096	YSZC12003_37097	YSZC12003_37100	YSZC12003_37101	YSZC12003_37102	YSZC12003_37103	YSZC12003_37105	YSZC12003_37126	YSZC12003_37127	YSZC12003_37133	YSZC12003_37134	YSZC12003_37135	YSZC12003_37136	YSZC12003_37137	YSZC12003_37138	YSZC12003_37171	YSZC12003_37172	YSZC12003_37173	YSZC12003_37174	YSZC12003_37175	YSZC12003_37176	YSZC12003_37179	YSZC12003_37181R1	YSZC12003_37182R1	YSZC12003_37189R1	YSZC12003_37190R1	YSZC12003_37191R1	YSZC12003_37192R1	YSZC12003_37193R1	YSZC12003_37194	YSZC12003_37195	YSZC12003_37196	YSZC12003_37197R1	YSZC12003_37198R1	YSZC12003_37199	YSZC12003_37200R1	YSZC12003_37201	YSZC12003_37202R1	YSZC12003_37203	YSZC12003_37204	YSZC12003_37205	YSZC12003_37206	YSZC12003_37207R1	YSZC12003_37208R1	YSZC12003_37209	YSZC12003_37210	YSZC12003_37222	YSZC12003_37223	YSZC12003_37228	YSZC12003_37229	YSZC12003_37232	YSZC12003_37233	YSZC12003_37254	YSZC12003_37255	YSZC12003_37264	YSZC12003_37265R1	YSZC12003_37268R1	YSZC12003_37269	YSZC12003_37270	YSZC12003_37271R1	YSZC12003_37276	YSZC12003_37277	YSZC12003_37282	YSZC12003_37283	YSZC12003_37284	YSZC12003_37285	YSZC12003_37286	YSZC12003_37287	YSZC12003_37292	YSZC12003_37293	YSZC12003_37296R1	YSZC12003_37297R1	YSZC12003_37298R1	YSZC12003_37299R1	YSZC12003_37304R1	YSZC12003_37305R1	YSZC12003_37308R1	YSZC12003_37309R1	YSZC12003_37314	YSZC12003_37315	YSZC12003_37316	YSZC12003_37317	YSZC12003_37322	YSZC12003_37323	YSZC12003_37330	YSZC12003_37331	YSZC12003_37332	YSZC12003_37333	YSZC12003_37336	YSZC12003_37337	YSZC12003_37348	YSZC12003_37349	YSZC12003_37352	YSZC12003_37353	YSZC12003_37393	YSZC12003_37394	YSZC12003_37399	YSZC12003_37400	YSZC12003_37405	YSZC12003_37406	YSZC12003_37461	YSZC12003_37462	YSZC12003_37543	YSZC12003_37544	YSZC12003_37545	YSZC12003_37546	YSZC12003_37583	YSZC12003_37584	YSZC12003_37647	YSZC12003_37648	YSZC12003_37651	YSZC12003_37652	YSZC12003_37753	YSZC12003_37754	YSZC12003_37797	YSZC12003_37798	YSZC12003_37829	YSZC12003_37830	YSZC12003_37877	YSZC12003_37878	YSZC12003_37879	YSZC12003_37880
s__Eubacterium_sp_CAG_180	0	19.61446	14.37897	0.00131	0.00828	0.0	0.0	0.0	0.00017	0.0095	0.0	0.0	0.0	0.0	0.01875	0.0	0.33691	9.62542	0.0	0.00611	0.0	0.0	0.00782	0.0	3.87097	0.68681	8.23769	0.0	0.0	13.79986	0.0	0.0	0.01022	0.00741	0.0	0.00732	0.0	0.01795	12.02327	0.0	0.00406	2.45214	0.3543	0.03623	0.00978	0.0	0.00788	0.00356	8.33255	0.0061	0.00108	0.0	0.00177	0.00551	0.00017	0.0	0.0	0.0	6.02846	23.53565	0.0	0.0	0.0	0.00053	0.00584	0.0	0.01026	0.0	0.0	0.0	2.82697	0.00804	0.42861	23.30451	1.68892	11.71117	0.0	13.22312	13.02955	0.0	5.72547	0.0	0.0	0.0	2.04922	7.58684	1.56854	0.00042	13.21711	6.92699	0.0	0.0	0.0	0.0	0.0	2.37638	9.78143	0.0	0.0	0.0	6.98319	10.81017	2.04445	0.0	0.33732	9.3305	0.11301	0.00037	0.0	11.99336	0.0	0.0	0.00857	22.51787	0.0	0.0	23.27013	0.00283	0.0	0.0	0.0	0.0	1.06136	0.00016	0.0	0.0	0.02103	0.00403	0.0	0.0	10.58019	0.01226	2.73596	14.67732	18.77161	36.01833	0.00576	0.00483	0.00101	0.23817	0.0	0.0	0.0	8.10141	0.00023	0.55078	0.00879	0.01109	0.0009	0.0	0.0	15.35616	1.31043	0.0	0.0	0.00492	0.21847	0.0	0.0	0.00908	0.0	0.00332	6.95874	0.00277	0.0	12.07925	0.00029	0.0	0.0	0.0	0.0	0.0	0.03129	9.62587	19.30722	0.00196	0.0	5.52387	0.0	0.07497	18.7151	0.00057	0.26334	11.9341	3.22167	0.0	0.0	18.81069	0.001	0.00546	0.0011	0.00216	0.0	0.0	0.00045	0.52605	0.01123	0.00138	0.01399	0.0	14.12313	0.00956	1.24822	3.52628	3.69552	0.0	10.44016	0.29566	7.64717	0.0	12.68767	0.00551	0.0	0.0005	0.47033	2.3394	0.0	0.0153	27.9585	0.28976	39.31491	0.0	0.00038	0.0	0.0	0.0	0.0	0.01079	0.0	0.0	0.0	0.0	0.00711	3.72146	0.01258	7.23685	0.00435	0.0	0.0	7.44442	0.0	0.00049	0.0	0.0	0.77129	0.00062	0.01218	0.00019	0.00164	0.0	0.0
s__Roseburia_faecis	0	8.39258	0.0	0.01835	1.14989	0.00109	0.0	0.99326	0.82027	1.14344	0.02947	0.06207	0.63347	1.5635	2.25647	0.10979	0.0	0.0	0.0	0.21425	0.32595	0.72433	3.60215	0.0	1.86415	0.01837	0.04445	0.6865	0.0	0.30391	2.48238	1.22184	1.89298	0.0	1.03759	0.00607	0.24211	0.5556	2.01203	0.0	3.69917	1.39186	0.12772	0.47229	0.0	0.0	5.38478	0.10435	0.2486	1.38047	3.4699	0.20477	1.76762	1.34629	0.76125	0.84181	0.0	2.79305	0.10275	0.71838	0.18385	0.29434	6.04121	2.80737	6.89054	0.01185	0.01221	0.95436	1.88716	0.36887	2.59677	0.00224	0.14883	0.17895	0.08467	0.13148	12.58421	2.70087	7.59076	0.0	0.0	1.01918	0.05204	1.08555	5.50643	0.08539	0.08077	0.02402	0.02437	1.50321	2.05875	0.64949	1.17035	3.02128	7.16644	1.6866	0.01133	0.14172	3.84252	0.1533	0.82468	0.07679	0.0	0.0	1.58452	2.60417	0.09873	0.42036	0.16188	2.1567	0.0	0.28983	0.0	0.0	0.02217	0.02161	0.02318	0.05344	0.00819	2.40828	0.0	0.36485	0.1199	0.60901	2.05004	0.31014	0.00188	0.00065	0.0	3.87111	0.0	2.44243	0.08426	0.0241	0.51913	0.05912	2.37994	0.56774	0.49107	0.67494	2.47016	1.30143	1.41458	0.69289	0.0	0.99207	1.21699	0.0016	4.3798	0.31514	4.34148	0.00449	0.02521	0.01529	2.25512	0.0	0.00688	1.74704	10.7749	5.74647	0.14855	0.05631	0.00056	0.0813	0.28645	0.0	0.54896	0.00183	0.36463	0.40938	0.00979	0.0123	0.24248	0.24647	1.30057	3.90921	0.0468	5.05043	0.52757	0.01726	8.10596	0.00467	0.00584	0.62207	0.0	0.14703	0.28843	0.60983	1.78883	0.36897	3.45645	0.0293	0.0	0.27319	1.16176	2.20392	0.0	0.95835	0.0004	0.02486	0.0	0.02308	0.16089	0.0	1.48625	0.0	1.70435	0.00281	0.08842	2.13295	2.55402	0.00224	0.0	6.03291	1.03762	0.01683	11.0397	0.0	0.19876	0.96684	0.37019	4.16385	0.00901	0.01105	0.00373	0.06745	3.93167	0.00204	7.68587	0.36937	0.04094	2.18246	1.31608	4.90785	0.08732	3.55073	0.0	0.0	0.99673	0.07903	0.0	1.8991	5.32826	0.35801	0.0	0.08589	0.30452	2.07959	0.44142	0.06641	0.24169
s__Ruminococcus_bromii	0	7.89178	6.47709	0.001	3.99061	0.0	0.0	12.52338	0.57442	2.37581	0.13285	0.00696	3.39849	0.37971	3.2929	5.15612	2.63369	0.0	17.55109	5.26132	0.00964	1.00916	10.87199	0.0	0.18182	0.44253	2.96625	27.25374	3.26487	3.81094	3.19628	8.93028	0.75267	2.05607	0.0011	7.00892	0.00067	2.18161	0.65547	1.5964	6.56401	2.64728	26.77498	0.07374	11.45002	0.0	0.0	2.79298	4.2772	3.50687	20.40977	0.00836	1.04594	3.33435	0.1261	0.90275	0.00368	8.74165	6.55111	0.00121	0.0	0.86797	2.49134	7.18202	0.83846	2.62684	1.86926	14.94828	0.0	5.05871	2.05929	20.72183	6.32803	4.06142	4.30421	4.67141	4.91625	0.27	4.6659	0.0	0.03536	2.89365	2.19858	2.66581	8.53521	5.1903	0.00378	24.88148	0.0	2.31467	0.00318	0.00694	0.00229	2.14451	0.00041	5.45814	0.97893	10.82031	0.01068	0.0	0.29899	0.0	0.0	19.06249	0.42946	23.79865	0.0	1.80499	10.03897	0.37035	4.48905	4.21608	14.27894	0.0	0.0	0.0	8.43751	6.87261	4.13153	0.91799	2.65386	0.0	1.33318	1.21224	0.01096	3.52076	0.00998	1.33216	1.39213	10.16466	1.84619	0.04516	0.31112	0.0	4.81126	0.0	0.0	0.03386	4.92679	7.77394	0.01024	0.0	6.13307	3.49119	17.06382	2.65907	5.04864	0.00584	0.0	0.00408	0.0	4.37229	6.83878	0.0	7.36802	2.73535	8.19673	3.26944	0.0	2.3244	0.4481	5.87409	0.00619	13.39663	0.0	1.28896	0.0	1.56129	0.04343	5.20919	1.21548	2.96412	2.01204	3.32847	4.29924	2.3027	2.6041	8.47012	1.34273	0.4113	2.75694	2.14345	3.0679	0.00598	6.62307	0.04802	7.36817	4.6235	3.0057	0.0	0.0	1.38825	0.0	0.00142	0.00179	8.98481	1.74483	0.4985	0.01279	8.98249	0.38353	1.3472	0.00593	0.00274	14.31746	1.44847	1.51433	0.00793	2.78644	8.55492	6.07616	19.26615	0.00354	0.00064	4.08396	21.0579	6.12545	14.38135	10.09312	2.32845	4.4788	0.00201	0.0064	1.78653	3.7558	0.00477	0.0017	12.4256	0.02469	0.00771	2.02716	14.01517	18.70957	1.13097	3.14349	11.84633	17.68811	0.83186	2.98454	2.47632	2.31565	0.01507	19.89348	0.01369	0.0	0.40622	5.39763	0.0002	0.0	5.75922	7.43957
s__Bacteroides_dorei	0	7.37049	2.23896	0.00578	15.27399	0.00423	2.57814	11.48912	4.4723	0.12795	1.67414	13.04978	9.77198	0.0	0.03766	0.17197	0.03206	0.92866	12.84038	0.00489	0.28742	6.17065	0.00249	7.63523	0.0	3.23755	0.00466	0.07625	1.06688	5.03069	14.4374	2.99751	0.08647	0.0	7.91658	0.07095	1.98145	1.13549	0.01305	1.2483	12.18481	0.00115	0.73303	0.00585	8.25088	0.00143	14.62365	14.22498	7.42704	0.00566	0.00248	11.69269	4.2714	2.73287	0.46501	0.00277	0.0	1.70747	0.00473	9.91146	0.0	31.50234	0.00617	1.73652	0.2227	0.01577	0.32688	0.20406	2.69908	0.98234	7.50496	8.6054	0.11872	0.00099	0.12419	0.01201	10.50704	0.02864	0.0	3.93392	0.0	0.00057	2.74002	12.71123	1.39793	0.0025	0.37579	2.8892	7.52048	10.14229	0.00244	0.05645	0.00075	2.68801	0.0	0.18435	0.71854	0.00522	1.384	8.54046	0.07458	1.12976	0.0	0.28747	0.04181	0.01134	1.59624	5.00882	2.45602	0.0	0.02341	0.0	0.00635	1.94106	0.0	0.00109	0.0	0.0	0.16054	2.08522	0.00422	13.81302	3.83059	36.33366	10.29592	16.6526	0.79985	2.41628	0.01584	0.00158	0.00396	0.00334	7.43626	0.008	0.03129	10.05203	15.67635	14.85326	0.02113	0.00996	0.49604	2.10098	0.00919	0.88367	0.13938	1.89648	0.20747	23.93299	0.00371	13.20274	13.40576	6.14125	0.01205	0.0	0.0013	0.00672	0.00488	0.00225	21.36263	0.00466	2.18935	3.2288	11.69436	2.74105	0.01078	0.30725	0.00243	2.8191	12.77691	5.78609	0.01147	0.00139	2.742	1.53007	0.0119	2.63869	0.12286	13.39816	1.99056	2.60936	0.02711	0.00145	14.57691	0.00553	0.0	0.0	0.0134	0.00909	0.29336	24.91675	0.14266	2.54434	0.56301	1.22986	11.49551	2.65633	5.35277	0.03571	0.00125	6.93588	0.0	11.35717	7.57325	0.0	0.00262	0.4606	0.50643	3.54175	7.86695	2.24281	5.27036	0.0	0.00282	7.90482	2.74938	0.46577	0.63835	1.34628	0.00403	10.51657	0.88359	2.0554	4.39984	21.60627	14.17687	1.76361	29.17113	1.69235	1.87826	8.23273	1.41205	0.22747	1.08612	0.00946	0.0	0.00249	0.57521	0.0	1.90646	0.00028	7.37618	0.1783	0.00113	23.42876	24.78163	3.539	1.68846	0.01102	0.0	7.49446	0.00575
s__Bacteroides_uniformis	0	5.18316	12.39338	5.65945	8.75033	21.29341	5.51054	6.58874	14.0728	7.59043	6.76836	14.34684	12.02558	0.55545	5.46437	24.09061	1.53332	5.03012	7.65129	6.70928	3.45745	2.92758	6.6144	17.00153	13.93898	0.10635	28.77602	5.45344	18.19598	17.74205	7.55888	5.62551	9.11541	15.15732	14.1899	0.53697	54.27731	14.69936	23.99939	2.38715	18.92913	9.1733	1.55844	0.07	8.62924	38.86914	21.86868	8.87444	3.57495	1.60374	2.78584	14.72625	18.67845	6.56778	6.43074	2.7369	2.65839	4.50274	1.75278	4.11838	9.67315	22.02549	3.29759	3.05548	1.23252	2.32426	7.48301	0.61793	13.28902	8.28692	2.11858	0.01894	2.88071	1.1407	7.76094	35.03095	0.00139	5.64433	0.00272	2.2519	8.2079	12.09038	0.571	1.10317	0.42869	21.41278	6.01987	1.55696	20.20807	17.37562	0.011	6.83683	12.77934	15.45356	6.38068	6.05607	0.16888	1.64671	6.37969	19.65411	2.62696	5.95901	34.59858	3.07592	13.76703	0.55429	16.50263	2.16804	7.29257	12.31765	3.7129	17.56919	6.89237	17.35374	14.22497	6.12695	0.63647	6.79131	6.06297	5.09163	4.34918	11.28491	0.64839	5.2857	11.96486	19.92034	1.71171	34.59513	19.65471	23.46063	0.881	3.00047	8.90173	11.36497	2.62702	6.13978	10.50013	5.49111	11.09047	9.49293	1.43599	8.27416	10.84723	1.82476	0.37021	7.25426	9.30046	45.71034	23.30389	6.00301	16.50081	1.01929	26.44813	0.36667	14.85081	0.03114	3.27349	0.01268	13.96769	12.88806	2.8678	5.30242	11.52875	1.18878	17.62011	3.35508	31.74963	12.48434	10.90365	28.90373	0.24428	0.06261	6.67596	16.67535	5.81433	14.45309	3.0404	0.45624	16.69609	13.42452	1.03413	2.20804	2.85332	1.6477	2.84168	30.21865	21.11474	4.87172	17.53367	16.4749	6.135	27.72218	20.39423	0.99706	39.53289	8.63675	8.68801	1.13012	4.08906	9.05793	6.77289	29.74349	7.61997	0.48456	0.79559	1.38063	2.37331	17.2721	10.78781	12.41208	4.82647	0.00765	12.22088	2.73458	7.02916	3.45714	5.96234	12.02687	7.00174	6.26344	1.45646	15.91836	6.063	1.93946	21.68805	5.25259	0.0181	5.52921	1.55005	1.20901	9.16155	1.63767	6.08285	15.42378	15.21099	3.0772	12.43382	10.50564	15.04826	4.64349	0.07723	0.54945	7.4462	3.31396	3.25969	16.22904	4.50868	15.14599	20.04599	2.17856	0.00363
s__Bacteroides_vulgatus	0	5.05453	12.89	4.92746	6.76334	4.01234	0.00999	0.01533	2.45887	3.92598	3.77373	0.01778	7.60448	0.72725	4.96181	2.67994	4.17062	5.74227	0.00787	8.28083	0.00625	4.91884	6.28397	19.65019	1.36309	0.07116	4.95099	3.45803	8.79223	1.93752	0.00043	5.07562	10.17034	29.83472	2.80437	12.50048	1.84567	5.07175	13.96713	0.15364	3.56617	8.84736	1.2213	10.73208	25.78801	0.00022	0.00277	0.00443	4.61771	1.56065	1.20822	2.63273	4.29401	3.52553	8.58057	11.56412	8.62548	3.89252	3.37074	0.0163	2.20307	0.00165	13.37489	1.11989	2.0361	7.95964	0.42401	0.29752	6.9128	2.81542	3.09131	0.01344	19.37529	0.4462	6.43165	0.01527	2.1812	3.23288	19.42287	5.87558	16.05655	6.10538	24.50234	0.00426	1.54207	7.08698	12.24278	0.17142	0.00153	0.66758	0.00281	19.50665	19.57802	10.78334	7.97639	5.57393	2.74314	0.99675	1.85321	2.04915	2.11804	5.77452	14.57336	4.12592	1.33553	0.27674	5.38487	4.17848	0.01697	6.92682	8.29199	5.37875	11.9148	10.94617	1.74997	1.71653	1.34132	4.80349	3.05135	4.45005	1.83266	0.03461	0.00532	2.20617	10.12386	0.0	0.00131	4.83481	24.32148	4.00668	3.24742	7.0098	0.01817	8.69734	9.8105	0.00602	5.10532	5.14171	2.1854	2.93743	0.01776	4.86175	1.51616	8.18326	4.28295	2.53689	7.63388	0.01948	13.87101	4.60075	0.00362	4.26392	7.23599	1.72808	16.83694	6.7253	6.90263	14.75408	0.00412	29.11965	1.88066	0.49291	1.37285	2.34268	26.53204	4.9381	20.75672	6.18603	16.99986	0.01007	14.32601	0.04427	12.51986	5.38438	4.56192	4.61092	0.00178	0.01621	10.9347	15.40408	0.30317	10.3549	4.1867	2.25339	1.86606	0.00152	0.00216	3.7927	17.9865	0.00832	24.93086	0.26677	1.87077	0.0051	0.02455	6.95338	4.28704	5.43487	12.03901	7.59376	0.00913	3.11628	12.75529	1.16433	3.25135	4.88285	4.36319	9.08365	0.26537	0.00544	0.01153	0.1319	30.88082	1.02619	6.27011	3.1621	3.89953	13.24795	3.96677	0.21079	2.87288	5.61745	0.00485	0.02458	4.26231	6.61699	0.00463	4.49524	0.54894	1.98371	1.32041	0.98566	2.05646	8.55667	11.02915	2.56316	6.16665	7.43658	7.71469	12.29562	2.75472	0.15491	2.60452	0.47686	1.77138	1.13145	2.76484	12.77107	6.79731	0.00259	24.15479
s__Alistipes_putredinis	0	4.93714	3.87848	3.49791	14.64805	0.00112	2.85372	2.97436	4.17435	18.58535	4.38863	6.10878	8.35631	2.1423	12.2327	1.7926	2.01258	6.69006	0.00211	10.76451	7.4604	8.09344	10.78806	0.12554	2.13888	0.37337	3.4664	6.5365	0.05568	0.0017	5.57473	15.19843	4.81505	2.54032	13.96503	1.43678	0.0	2.40361	0.05756	0.65194	1.15517	6.8886	3.75094	5.01485	3.49472	11.53143	10.38948	0.02171	3.82721	10.20238	0.01182	5.21075	0.00661	9.70506	10.83511	7.16274	2.1808	1.46727	8.59146	15.36633	17.80745	0.02531	3.26028	15.32543	12.26491	6.5966	5.40453	0.01111	6.57775	4.83743	8.24252	0.08616	3.99984	0.01166	3.56827	0.02917	0.0	0.05554	0.02982	18.51221	0.0096	3.45316	15.48661	4.86612	10.95824	0.00134	8.50055	2.76336	10.76533	13.53146	7.42552	6.41266	15.84231	7.98597	0.09204	4.28553	0.0	0.00904	5.86644	20.09742	0.09775	12.33246	0.0	3.61675	11.79074	0.84073	0.22405	0.0	10.2967	0.05967	16.54906	7.34516	5.96838	10.1604	4.33699	3.69513	1.9922	1.96771	0.03488	17.12271	0.00367	7.73234	0.00458	0.01884	3.04217	3.70124	5.71768	0.0177	11.23102	0.04332	0.89724	2.13781	5.84553	0.01108	9.23299	0.80538	15.64789	15.10307	7.06921	0.3286	1.90482	9.04209	4.5282	11.46396	1.16385	8.43004	3.01701	0.05675	0.0	3.98422	0.02943	3.59119	0.89482	0.00329	0.0	0.00835	4.59355	0.0012	6.75482	7.29728	7.85779	6.34224	0.02605	0.75204	6.38641	1.52379	4.78608	17.86787	0.00212	0.02698	0.06678	4.86706	3.26785	0.01294	3.63746	2.19639	0.49508	10.16035	4.3936	5.50406	0.08387	0.38999	1.2506	17.18508	3.4745	0.03187	0.00508	2.96395	7.71626	6.98248	5.15486	5.80984	0.03368	0.00319	4.14711	3.08349	4.10488	0.07235	0.01752	3.63376	1.28543	0.05292	2.93118	0.25118	12.77312	4.71506	4.1447	7.05816	0.0	7.24785	5.36968	2.73253	3.30814	2.15985	5.95878	6.27317	10.61765	6.28047	1.78804	0.12509	3.07207	5.88505	5.7086	4.23228	0.00297	0.0055	0.00343	4.45981	1.89805	9.8779	11.4637	0.02969	5.79967	4.66206	5.63726	0.04269	4.98287	0.38147	0.00196	14.97383	0.08649	0.02624	5.32861	4.24773	1.96408	8.45975	12.75844	13.80125	7.78352	3.07141	10.68072
s__Faecalibacterium_prausnitzii	0	4.36169	1.8905	1.72699	6.4723	0.69605	0.15891	4.40113	2.1116	1.57088	1.46321	1.26147	3.06631	0.4632	5.52458	0.63854	1.00575	6.74305	2.70329	1.94185	2.64344	2.24269	1.96547	0.00156	1.16212	13.14081	1.11726	3.09947	7.07613	0.95745	3.38393	2.96046	8.05996	1.47326	2.08106	1.61977	0.74416	0.62415	3.25374	3.23564	2.99754	2.25021	2.94393	3.5868	2.77232	0.00141	8.18781	0.61261	0.28672	3.18315	1.64235	4.62084	0.06283	5.64884	4.83319	2.64065	8.09044	6.26807	0.84245	2.28808	2.43663	2.50537	10.50386	3.21879	2.51741	0.66059	1.81598	1.56366	4.40044	3.80979	5.18411	2.31533	0.74728	0.34803	0.3447	0.43423	1.74001	5.16415	4.55974	2.34623	3.58551	7.25439	1.57691	13.67674	4.52031	0.97616	3.4436	0.10952	1.90965	3.77307	0.79398	3.67803	5.29101	4.62457	7.06111	5.08043	3.84234	1.3709	2.19609	0.69505	2.65324	9.95897	2.33816	9.2433	7.76593	4.47452	3.57523	7.76867	7.33063	4.88324	1.36178	2.71304	2.78987	1.02845	2.92482	3.13726	3.761	1.30354	0.5212	2.68322	0.28354	3.47362	2.17211	1.60622	3.34243	2.95332	3.87264	1.61787	3.49355	0.50097	0.20267	5.6059	0.92994	2.23453	2.47633	6.58669	1.9399	2.40646	2.53396	0.89593	12.19147	3.39006	2.24897	2.82483	0.09385	1.11813	2.51132	2.45497	5.53799	1.53761	1.1604	1.59878	0.32768	0.01859	1.35214	0.18375	1.82137	2.04894	2.70135	4.11692	1.67007	1.19092	0.56799	0.14051	1.22122	0.20356	0.71492	1.55767	3.9299	3.78064	0.01986	0.20036	1.10209	1.50575	2.98155	1.73064	0.24299	2.50796	1.06013	0.86482	8.08341	0.01348	0.66301	1.195	2.27141	0.2097	2.59746	2.48108	1.21719	3.40042	2.9504	1.95429	0.01413	0.53147	1.82166	4.65496	6.81945	7.25427	0.71346	0.94874	0.01826	1.22853	3.35136	0.08328	4.56527	3.63822	3.75465	0.5265	2.63484	2.51637	8.33072	11.89063	1.92249	5.35409	2.30668	0.07705	2.92846	0.90804	1.90649	2.36247	1.31219	7.45707	5.91004	0.1401	1.49759	0.48891	2.14429	1.06604	4.47777	1.04429	1.08424	1.18929	5.28987	5.20571	3.82589	7.05887	1.09159	1.36345	1.39991	0.54131	6.03319	2.08323	7.1072	2.45504	0.24791	0.80489	3.21757	6.7372	1.567	0.56746	1.7353
s__Lachnospira_pectinoschiza	0	3.02199	0.1974	0.05757	0.0	0.0	0.04179	0.15601	0.0	0.0152	2.20651	0.31281	3.15432	0.6298	0.88495	0.01756	0.0	0.34627	0.0	1.3004	0.02488	2.10349	0.05006	0.0	1.12616	0.11939	0.0	0.0	0.35536	0.0081	0.45597	0.00741	0.0	0.0	0.1107	0.0189	0.11051	0.03887	1.69374	0.0	11.54614	3.11699	0.00308	0.0565	0.0	0.0	0.0	0.00014	0.0	0.67357	0.13949	0.0	0.0	2.20179	3.46895	5.50211	0.15712	0.00237	0.0	0.0001	0.0	0.38396	0.94343	0.70202	1.04897	0.00444	0.59495	0.2109	1.2205	0.02839	1.40081	0.13199	0.00904	0.01547	0.06209	0.0	0.0	0.00161	3.15361	0.11704	0.40595	0.0	3.02976	0.10597	1.23885	0.0	0.20903	0.0	0.73589	0.86999	0.23323	0.01032	0.01665	0.0	0.09758	0.39749	0.0	0.0	0.0	0.04552	0.22206	0.0	0.32578	9.82694	1.47699	0.1886	0.64197	0.0	0.83885	0.07925	0.01953	0.0	0.01435	0.0	0.0	0.0	0.30787	0.0	0.0	0.29494	0.0	0.49962	0.02281	1.6126	0.21033	0.08426	0.0	0.12405	0.0	0.0	0.0	0.31433	0.00209	0.61329	0.9261	0.21662	0.0	0.23117	0.11698	0.11017	0.47927	0.22143	0.11927	0.24832	0.02101	0.0	0.0	0.0	0.34112	0.1379	0.0	1.33832	0.14551	0.0	0.0	0.0	0.0	0.16597	0.0	0.15974	0.03074	0.09449	0.00129	0.01322	0.1091	0.0	0.0	0.34272	0.97534	0.05892	0.0	0.0	0.03241	0.00157	0.01202	0.05349	0.12397	0.53757	0.1226	0.15422	0.47764	0.00038	0.22541	0.13675	0.0027	0.0	0.05357	0.0	0.0	0.24612	0.27542	0.0	0.04308	0.00978	0.00107	0.0	0.0	2.36404	0.01802	0.0	0.0532	0.04296	0.07136	0.0	0.08211	0.59481	0.41399	0.0	0.0	0.37853	0.72203	0.0	0.0	0.09158	1.80415	0.0	0.76789	0.0	0.53351	0.07553	0.0	0.0	0.07783	0.03386	0.0	0.0	0.0	0.25886	0.0	0.37923	0.04913	0.85944	0.38611	0.22617	0.0	0.0	0.34502	0.04301	0.14717	0.0	0.37831	0.0	0.14108	0.0	0.00993	0.22266	0.0	3.65604	1.66364	0.0	0.08618
