clade_name	NCBI_tax_id	SID1_12M	SID1_4M	SID1_B	SID1_M	SID10_12M	SID10_4M	SID10_B	SID10_M	SID103_12M	SID103_4M	SID103_B	SID103_M	SID105_12M	SID105_4M	SID105_B	SID105_M	SID12_12M	SID12_4M	SID12_B	SID12_M	SID128_12M	SID128_4M	SID128_B	SID128_M	SID130_12M	SID130_4M	SID130_B	SID130_M	SID133_12M	SID133_4M	SID133_B	SID133_M	SID137_12M	SID137_4M	SID137_B	SID137_M	SID150_12M	SID150_4M	SID150_B	SID150_M	SID157_12M	SID157_4M	SID157_B	SID157_M	SID172_12M	SID172_4M	SID172_B	SID172_M	SID179_12M	SID179_4M	SID179_B	SID179_M	SID18_12M	SID18_4M	SID18_B	SID18_M	SID180_12M	SID180_4M	SID180_B	SID180_M	SID181_12M	SID181_4M	SID181_B	SID181_M	SID184_12M	SID184_4M	SID184_B	SID184_M	SID195_12M	SID195_4M	SID195_B	SID195_M	SID201_12M	SID201_4M	SID201_B	SID201_M	SID203_12M	SID203_4M	SID203_B	SID203_M	SID224_12M	SID224_4M	SID224_B	SID224_M	SID229_12M	SID229_4M	SID229_B	SID229_M	SID238_12M	SID238_4M	SID238_B	SID238_M	SID240_12M	SID240_4M	SID240_B	SID240_M	SID241_12M	SID241_4M	SID241_B	SID241_M	SID244_12M	SID244_4M	SID244_B	SID244_M	SID256_12M	SID256_4M	SID256_B	SID256_M	SID258_12M	SID258_4M	SID258_B	SID258_M	SID26_12M	SID26_4M	SID26_B	SID26_M	SID263_12M	SID263_4M	SID263_B	SID263_M	SID265_12M	SID265_4M	SID265_B	SID265_M	SID268_12M	SID268_4M	SID268_B	SID268_M	SID272_12M	SID272_4M	SID272_B	SID272_M	SID274_12M	SID274_4M	SID274_B	SID274_M	SID275_12M	SID275_4M	SID275_B	SID275_M	SID276_12M	SID276_4M	SID276_B	SID276_M	SID281_12M	SID281_4M	SID281_B	SID281_M	SID282_12M	SID282_4M	SID282_B	SID282_M	SID326_12M	SID326_4M	SID326_B	SID326_M	SID332_12M	SID332_4M	SID332_B	SID332_M	SID335_12M	SID335_4M	SID335_B	SID335_M	SID338_12M	SID338_4M	SID338_B	SID338_M	SID341_12M	SID341_4M	SID341_B	SID341_M	SID343_12M	SID343_4M	SID343_B	SID343_M	SID345_12M	SID345_4M	SID345_B	SID345_M	SID350_12M	SID350_4M	SID350_B	SID350_M	SID367_12M	SID367_4M	SID367_B	SID367_M	SID377_12M	SID377_4M	SID377_B	SID377_M	SID38_12M	SID38_4M	SID38_B	SID38_M	SID383_12M	SID383_4M	SID383_B	SID383_M	SID385_12M	SID385_4M	SID385_B	SID385_M	SID387_12M	SID387_4M	SID387_B	SID387_M	SID39_12M	SID39_4M	SID39_B	SID39_M	SID397_12M	SID397_4M	SID397_B	SID397_M	SID42_12M	SID42_4M	SID42_B	SID42_M	SID45_12M	SID45_4M	SID45_B	SID45_M	SID503_12M	SID503_4M	SID503_B	SID503_M	SID504_12M	SID504_4M	SID504_B	SID504_M	SID507_12M	SID507_4M	SID507_B	SID507_M	SID51_12M	SID51_4M	SID51_B	SID51_M	SID511_12M	SID511_4M	SID511_B	SID511_M	SID521_12M	SID521_4M	SID521_B	SID521_M	SID526_12M	SID526_4M	SID526_B	SID526_M	SID527_12M	SID527_4M	SID527_B	SID527_M	SID53_12M	SID53_4M	SID53_B	SID53_M	SID532_12M	SID532_4M	SID532_B	SID532_M	SID536_12M	SID536_4M	SID536_B	SID536_M	SID544_12M	SID544_4M	SID544_B	SID544_M	SID546_12M	SID546_4M	SID546_B	SID546_M	SID549_12M	SID549_4M	SID549_B	SID549_M	SID560_12M	SID560_4M	SID560_B	SID560_M	SID565_12M	SID565_4M	SID565_B	SID565_M	SID566_12M	SID566_4M	SID566_B	SID566_M	SID567_12M	SID567_4M	SID567_B	SID567_M	SID570_12M	SID570_4M	SID570_B	SID570_M	SID572_12M	SID572_4M	SID572_B	SID572_M	SID577_12M	SID577_4M	SID577_B	SID577_M	SID582_12M	SID582_4M	SID582_B	SID582_M	SID585_12M	SID585_4M	SID585_B	SID585_M	SID587_12M	SID587_4M	SID587_B	SID587_M	SID589_12M	SID589_4M	SID589_B	SID589_M	SID590_12M	SID590_4M	SID590_B	SID590_M	SID591_12M	SID591_4M	SID591_B	SID591_M	SID598_12M	SID598_4M	SID598_B	SID598_M	SID599_12M	SID599_4M	SID599_B	SID599_M	SID608_12M	SID608_4M	SID608_B	SID608_M	SID615_12M	SID615_4M	SID615_B	SID615_M	SID622_12M	SID622_4M	SID622_B	SID622_M	SID624_12M	SID624_4M	SID624_B	SID624_M	SID626_12M	SID626_4M	SID626_B	SID626_M	SID633_12M	SID633_4M	SID633_B	SID633_M	SID635_12M	SID635_4M	SID635_B	SID635_M	SID637_12M	SID637_4M	SID637_B	SID637_M	SID640_12M	SID640_4M	SID640_B	SID640_M	SID7_12M	SID7_4M	SID7_B	SID7_M	SID70_12M	SID70_4M	SID70_B	SID70_M	SID78_12M	SID78_4M	SID78_B	SID78_M	SID82_12M	SID82_4M	SID82_B	SID82_M	SID87_12M	SID87_4M	SID87_B	SID87_M	SID9_12M	SID9_4M	SID9_B	SID9_M
s__Bacteroides_ovatus	0	41.35377	3.6882	4.37418	2.15191	5.47838	0.00935	0.0049	0.49644	0.0	0.0	0.0	0.55665	17.92168	0.00354	0.0	0.04034	0.0	0.0	0.36441	1.06304	0.93865	0.0	0.0	0.03247	0.0085	0.0	0.00066	2.40348	0.0	0.0	0.0	0.0712	0.0	0.0	0.00091	0.02939	5.94206	0.00119	0.0	0.07636	21.46535	0.00713	0.00434	4.03535	0.0	0.0	0.47366	0.64055	0.0	0.0	0.0	2.36068	9.2306	0.0	0.0	0.41081	0.0	0.0	0.0	0.01349	0.0	0.0	0.0	0.46581	0.07797	0.09862	7.44804	0.39196	0.0	1.32314	0.23218	0.27308	12.46353	0.43911	0.20825	0.38286	55.69356	0.01982	0.01882	7.81049	19.74367	2.72137	1.25842	0.40974	0.0	0.0	0.0	0.52613	19.93811	0.0	0.0	0.44041	5.89637	1.78888	0.0	6.17539	0.68429	2.30667	0.00774	0.1371	2.07979	1.12434	0.0	0.00366	0.0001	0.00028	0.0	4.28059	0.0	0.0	0.0	0.31209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06072	0.0	0.0	0.0	0.02765	15.34457	1.12213	0.01791	0.15814	4.8653	0.70244	1.91688	4.19183	0.0	0.00962	0.0	0.0	0.0	0.0	0.02313	0.89264	0.00826	0.00083	0.00025	0.10543	1.46969	0.00945	0.76372	0.4055	6.40253	1.41596	0.01947	0.52286	0.00885	0.0	0.0	2.00799	0.00119	2.46366	0.00061	9.1776	0.0	0.0	0.0	0.80799	0.0	0.0	0.0	0.0	24.46552	0.63207	0.28672	0.62291	44.64728	1.1456	0.0	10.7524	1.08744	0.0175	0.01183	0.03104	0.0	0.0	0.0	0.0044	9.72636	0.7824	4.18433	9.91117	10.01827	0.0	0.0	0.12283	10.47311	0.31622	0.0	5.67698	29.91034	0.0085	0.01031	0.42812	0.0	0.0	0.0	0.0507	37.74743	0.00553	0.00311	0.02154	0.0	0.00214	0.0	0.00435	0.0	0.00039	0.00048	0.91329	0.0	0.0	0.00288	0.52461	0.0	0.0	0.0	0.0	8.73562	2.03455	0.27884	1.43815	0.0	0.0	0.0	0.12563	0.0	0.0012	0.00212	0.09809	4.21354	4.71734	0.01777	1.09507	0.00072	0.56005	0.1157	0.28771	0.0	0.0	0.0	0.0	0.00154	0.0	0.0	4.47235	0.0	0.0	0.0	1.18943	0.0	0.0	0.0	0.63599	10.42135	0.00086	0.0	0.00493	10.10966	0.00111	0.0	1.46964	0.0	0.0	0.0	0.41908	0.0	0.0	0.0	11.44194	13.34157	0.03554	0.02181	9.05718	0.0	0.00343	0.0004	0.06486	9.65439	0.00984	0.00431	0.58791	0.0	0.0	0.0	0.12257	0.74131	0.00572	2.72437	2.24752	18.39606	3.67551	1.62682	2.45192	1.6378	23.5023	10.89078	2.54191	0.26875	12.83397	0.0	0.1649	0.0	0.0	0.0	0.77128	11.03559	0.00385	0.0	1.38802	0.0	0.0	0.0	0.05238	1.34754	0.0	0.0	0.81201	25.22649	1.13709	0.16673	2.19105	0.0	0.8735	0.08411	1.77643	0.0	0.00091	0.01182	0.49999	2.71655	0.0	0.0	1.62749	0.0	0.0	0.0	0.48982	0.0	0.0	0.0	0.14823	2.94714	0.00064	0.0	0.1544	15.73789	0.0	3.25564	0.3479	14.39897	0.0	0.0	2.12806	0.0	0.0	0.39916	0.43724	0.0	0.00257	0.0013	0.43641	0.98461	0.0	0.01328	0.20009	18.87906	0.00121	0.00247	0.55255	0.0	0.0	0.0	0.00742	1.29906	0.19856	0.30172	0.56619	5.60435	1.4111	0.02336	0.08292	0.31693	0.11139	0.00213	0.02473	0.14567	0.0	0.0	0.13179	0.0	0.0	0.0	0.24426
s__Bacteroides_uniformis	0	21.50632	0.01375	1.28994	16.55842	8.45331	0.01177	0.0103	0.01914	0.01148	0.0	0.0	8.0845	6.64557	0.0025	0.0	4.80743	0.0	0.0	0.15753	13.80052	18.58858	3.18089	0.00031	0.74088	0.04566	0.0151	0.02864	15.78136	7.94925	0.43414	0.0	3.35746	0.00912	0.00114	0.00033	5.18714	0.0	0.0	0.0	2.09662	10.25742	0.01009	0.00286	7.05815	11.60345	16.66504	2.54016	6.58185	31.17456	2.08533	0.00837	3.52675	9.60129	3.12995	0.45031	10.49356	0.0	0.0	0.0	0.90878	0.02009	0.00147	0.0	10.67163	3.12817	1.5309	3.24718	11.19169	0.00178	0.5471	0.116	8.61041	15.27138	0.47891	0.51393	2.70338	0.0	0.0	0.0	2.13127	0.0	0.0	0.0	3.86486	0.0	0.0	0.0	1.40544	13.97308	0.0	0.0	1.29379	0.0	0.0	0.0	0.0	1.5576	0.14276	0.03191	3.75447	3.26646	0.62222	0.0379	0.13119	0.00899	0.00514	0.00858	28.27676	0.0	0.0	0.0	4.57096	10.35704	0.00341	0.0	5.19616	0.0	0.0	0.0	1.24113	14.26724	0.0	0.02786	2.87313	5.16304	2.30142	0.15918	5.65461	0.0	0.0	0.0	4.88259	0.0	0.02971	0.0	0.67715	0.0	0.0	0.09149	6.08307	10.03878	0.35392	0.083	5.41412	45.74679	2.99007	3.66336	18.32202	0.00319	0.00265	0.1502	7.56342	0.03507	0.0	3.80133	18.77837	28.77992	2.11919	4.12055	15.19654	0.0	3.11602	0.0	13.96455	0.01095	0.00996	0.00746	9.72819	0.0	0.70124	0.01225	13.63693	22.06103	2.02858	0.0	27.15396	60.1457	0.01049	0.11959	25.45726	5.53983	0.04818	0.1954	8.95856	4.90934	1.27323	3.92072	1.88829	49.87713	0.0	0.0	1.46958	9.89526	1.12496	0.0	7.4691	17.82402	0.01088	0.01894	9.07909	0.0	0.0	0.0	2.19084	7.74272	0.36484	6.98919	4.66423	35.6378	3.5195	3.70675	0.21922	47.11942	0.01769	0.01162	3.33832	0.00595	16.42559	0.03843	10.30077	0.0	0.0	0.0	0.33714	0.00158	0.76058	0.0606	14.90316	0.0	0.0	0.0	8.3074	0.00361	0.00043	0.0	4.21032	32.39807	2.04705	0.02894	29.14428	24.6094	0.73351	0.05136	5.22511	0.0	0.00173	0.01003	3.41975	0.0248	0.0	0.0	28.6051	45.06244	2.21931	0.01982	10.62291	11.56246	3.04482	0.20926	22.55241	71.10992	0.00555	0.01033	0.08638	16.41016	0.00885	0.0	8.04998	3.6082	0.00225	0.00402	12.46819	23.8874	0.0	0.0	0.00015	24.30341	4.24651	89.22597	4.60726	19.82939	1.0616	0.00222	6.65211	18.7113	0.69594	0.79528	3.29407	0.0	0.00085	0.0	0.29197	0.0	0.03199	0.00011	6.64161	5.13	2.08888	6.99121	13.59248	14.24512	0.0	0.1557	37.73215	0.61443	1.57222	0.00703	1.65935	0.00044	0.0	0.0	3.51499	30.07696	0.01372	0.00973	39.11899	10.77448	3.15994	6.07991	6.46207	12.69933	0.00572	0.00188	7.42324	0.12063	3.32644	1.0934	5.06665	0.02748	0.20504	0.00982	20.29418	0.0	14.12593	0.0417	0.02188	0.3478	0.0	0.0	2.87135	0.01205	0.0	0.0	10.31315	9.11146	0.64642	0.0	2.10778	8.96259	0.09895	0.0	1.47873	0.04721	0.0	21.89741	17.54868	22.51552	1.22133	0.03668	3.03916	13.98143	3.66866	2.66044	2.22753	10.11012	0.12203	0.01075	3.49328	5.46522	5.83258	0.17326	0.32613	0.0	0.0	0.0	11.92631	4.02078	0.06258	0.14668	0.76549	3.00064	0.43166	4.849	9.82992	0.0	0.0	0.00362	8.42195	5.12527	1.77797	0.08141	3.14362	2.23252	0.0	0.0	3.70436	0.00636	0.00035	0.0	3.8002
s__Blautia_wexlerae	0	12.8431	0.00138	0.0	0.03522	1.47363	0.00409	0.0	0.13249	11.34377	0.0	0.0	0.06471	0.05467	0.0	0.0	0.06682	0.0	0.0	0.0	0.36689	1.78218	0.0	0.0	1.0124	20.62249	0.00935	0.00484	0.42346	1.72585	0.0	0.0	1.54759	2.67329	0.0	0.0	0.01354	35.55152	0.00508	0.00091	0.60126	0.0	0.0	0.0	0.0959	1.17017	4.64774	0.0	0.82013	4.31219	0.9309	0.0	0.13747	7.4358	0.0	0.0	0.52664	0.0	0.0	0.0	0.35994	2.94443	0.0	0.0	0.0	0.23363	0.10528	0.0	0.0314	19.11409	0.00645	0.00133	0.65862	0.32439	0.0	0.0	0.34297	5.18828	0.0	0.0	1.27194	0.0	0.0	0.0	0.22735	0.01629	0.0	0.0	0.4307	2.4626	0.0	0.0	0.02944	6.04005	0.0	0.0	0.72979	4.01181	0.0	0.0	0.35125	2.78665	0.0	0.0	0.00248	0.0	0.0	0.0	0.06749	0.0	0.0	0.0	0.36952	3.95141	0.0	0.0	0.61276	1.023	0.0	0.0	0.38435	3.37016	0.0	0.0	0.74771	0.48786	2.2146	0.02883	0.03152	10.44462	0.0	0.0	0.15341	0.39456	0.00153	0.0	3.88841	2.26056	0.0	0.0	0.24419	7.40782	0.1225	0.21501	0.32251	0.0	0.87309	0.0	0.19379	0.0	0.0	0.0	0.48801	7.27572	0.0	0.0	0.05281	0.22839	0.01625	0.98383	2.56641	16.51233	0.0	0.0	2.0508	3.41157	0.0	0.0	0.18738	1.15502	0.0	0.0	0.4634	0.0	0.0	0.0	0.01028	1.23231	0.0	0.0	2.11387	4.05073	0.00065	0.0	0.01316	10.42527	0.0	0.0	0.22775	1.6502	0.00204	0.00089	0.10766	0.0	0.0	0.0	0.30316	2.29797	0.0	0.0	0.77688	15.89133	0.00062	0.0	0.0	0.0	0.0	0.0	0.07425	0.38555	0.0	0.0	0.10711	2.42519	0.0	0.0	0.36813	1.17874	0.0	0.0	0.04418	0.302	0.0	0.0	0.11645	3.51385	0.0	0.0	4.04318	1.88823	0.0	0.0	0.0463	0.99812	0.0	0.0	3.24366	6.44596	0.71623	0.0	0.44807	2.93076	0.0	0.0	0.17176	0.0	1.1779	0.0	0.89059	0.02386	0.0	0.0	0.35091	1.26844	0.0	0.0	0.02249	5.58898	0.00081	0.0	0.1626	0.0	14.4307	0.03267	0.00906	0.58216	0.11529	0.0	0.22162	4.28119	19.87379	0.0	0.2551	19.72204	0.0	0.0	0.09757	2.46091	0.0	0.00089	0.43188	0.00036	0.0	0.0	0.66059	0.0	0.0	0.0	0.88185	7.59471	0.06931	0.0	0.05091	0.0	0.0	0.0	9.05386	0.02165	0.0	0.0	14.61212	14.43497	0.00137	0.0	0.10804	7.03711	1.49716	0.0	0.11949	4.12173	0.0	0.0	1.10863	3.42909	0.0	0.0	0.33272	0.54616	0.0	0.0	0.34038	3.01048	0.0	0.0	0.02611	0.0	1.54887	0.0	0.25998	0.00016	0.0	0.0	0.08892	6.2395	9.74752	0.002	0.0	1.79709	0.0	0.0	0.07549	13.1407	10.32184	0.00846	0.01101	1.03254	0.0	0.0	0.17849	9.69932	0.10405	0.0	0.01638	12.55786	0.0	0.0	0.59801	2.64264	0.0	0.0	0.08656	0.17498	0.0	0.23254	0.46473	1.45052	0.0	0.0	5.45449	11.65939	0.0	0.0	0.05461	4.59417	0.0	0.0	0.72798	3.37156	0.0	0.0	0.12406	3.84729	0.0	0.0	0.18181	5.00008	0.0	0.0	0.08383	10.36332	0.01189	0.00775	4.39696	2.36457	0.0	0.0	0.02742	0.00504	0.0	0.0	1.64608
s__Bacteroides_fragilis	0	5.27635	10.71449	53.87498	0.23855	3.76672	62.18238	88.84262	11.1466	0.0	0.0	0.0	2.10027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11642	26.82701	45.24902	0.1317	1.24898	0.24557	12.14291	0.00092	0.87518	8.92837	18.39402	69.79995	6.10008	22.63008	80.00261	90.24183	9.66756	0.71641	14.00307	0.01039	0.02277	3.55846	0.0	0.0	0.0	0.0	0.0	0.0	0.85115	0.0	3.27713	32.11865	0.40467	80.7592	79.22748	0.23833	0.0	0.70794	0.0	0.0	2.87983	0.05425	0.0	0.0	0.02849	0.0	0.0	0.0	0.0	18.51146	7.1653	9.75204	0.57378	10.14401	0.0	0.0	3.92649	0.0	0.0	0.0	0.0	0.00338	0.0	5.94068	3.97275	26.40516	0.00828	92.27731	0.15851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24864	0.0	0.0	0.0	0.44764	0.0	0.0	0.0	0.02921	17.93574	0.00269	0.00648	1.33029	27.19725	0.00775	0.01355	0.8442	0.0	0.0	0.01618	0.0	5.64419	2.87675	46.21574	0.67565	0.24518	23.83517	0.00023	0.01772	27.91149	0.01959	77.6767	16.49084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48426	0.88131	0.14702	2.26779	0.0	0.0	0.0	0.0	5.36826	0.00036	0.0	0.00557	0.0	0.0157	0.03705	0.02362	1.18318	34.06471	52.7379	0.17402	13.78341	33.33001	3.00905	0.23324	0.0	0.0	0.0	0.0	0.41081	0.0	0.0	0.10614	0.2828	40.01901	4.5082	5.81726	1.46391	0.96165	8.60409	0.2561	0.0	0.0	0.0	0.03622	0.0	0.0	0.01845	0.0	6.86907	0.00494	0.05046	1.87159	7.15765	0.0	0.0	0.05826	1.34367	0.0	0.0	0.00567	0.0	0.0	0.0	0.05515	0.00223	0.0	0.0	0.00098	0.0457	0.0	0.0	0.0	8.69023	27.59795	0.05769	0.14383	4.43392	11.49139	10.77535	0.40525	0.0	0.0	0.0	0.10761	0.09195	0.0	0.0	0.06398	3.94998	46.87861	0.02769	2.45438	0.02028	39.11712	69.09999	2.41682	11.66273	54.80707	0.02452	0.90492	0.0	29.37167	0.00197	0.0	0.0	0.0	0.0	0.01076	6.99821	34.60617	0.0264	0.08611	0.77793	0.0	0.0	0.0	0.0	0.0	0.03514	0.02606	0.0	0.0	0.0	0.14613	12.70969	37.2907	0.0	0.0	0.0	0.0	0.0	0.0	0.01421	0.0	0.0	1.22262	9.87047	16.87088	38.74716	0.15867	41.69191	0.02132	40.46916	0.5221	54.16771	32.36587	0.0	4.70008	3.64342	9.36037	0.01975	0.59951	0.0	0.0	0.0	0.00295	0.15351	0.0	0.0	0.12948	42.04751	54.97709	0.07791	2.76932	0.0	0.0	0.0	0.44252	8.23422	44.54298	78.84673	2.35497	0.0	0.0	0.00037	0.0	0.04231	0.0	0.0	0.03849	14.76038	26.82459	5.79002	0.73343	0.0437	0.0	0.00152	0.0	0.0	0.0	0.0	0.54872	0.0	0.0	0.0	0.24347	9.42228	9.65411	0.0	1.60444	0.04621	0.05288	0.09021	0.2726	3.45516	9.51148	6.35138	0.04073	1.5228	13.72411	0.0081	0.61117	0.0	0.0	0.01252	0.02318	8.59744	0.83359	3.61691	2.56858	0.0	0.0	0.0	0.0	8.6827	0.0	0.00476	0.35165	0.0004	0.0	0.0	11.18974	0.0	0.0	0.0	0.0	0.58419	22.03924	0.11011	0.48805	1.1467	8.16548	0.63858	1.77461	0.39606	0.00473	0.0	0.57613	0.0	0.0	0.0	0.0
s__Anaerostipes_hadrus	0	3.88375	0.0	0.0	0.4387	2.64854	0.00254	0.00042	2.04875	4.71053	0.0	0.0	0.42342	1.24419	0.0	0.0	1.32161	0.0	0.0	0.0	4.20793	3.69947	0.16278	0.0	3.02335	7.14577	0.00818	0.00985	6.46159	1.5389	0.0	0.0	2.66408	2.5348	0.0	0.0	0.17826	0.0	0.0	0.0	5.55301	0.0	0.0	0.0	0.34788	7.08216	0.0	0.0	5.31923	4.94378	0.0	0.0	1.55217	7.42359	0.0	0.0	1.66499	0.0	0.0	0.0	2.10916	0.0	0.0	0.0	1.00536	1.02567	0.0	0.0	1.48759	12.8821	0.00355	0.0	1.19997	0.11607	0.0	0.0	5.30423	0.24045	0.0	0.0	1.60948	0.44858	0.0	0.0	1.75912	0.00086	0.0	0.0	2.22005	0.0	0.0	0.0	1.37849	3.1754	0.0	0.0	1.04994	0.0	0.0	0.0	0.61984	0.55334	0.0	0.0	0.05183	0.0	0.0	0.0	1.16137	1.40311	0.0	0.0	3.15159	2.86435	0.0	0.0	1.64975	4.17885	0.87833	1.09064	1.49517	2.85519	0.0	0.0	0.90045	2.9449	0.0118	0.0	0.17821	1.89953	0.0	0.0	0.79358	0.13746	0.0	0.0	6.17729	6.43167	0.0	0.0	4.30887	1.60967	0.0	0.0	2.73216	0.0	0.0	0.0	0.48344	0.0	0.0	0.0	1.03386	3.24099	0.0	0.0	0.32324	7.09202	0.0	0.0	0.82147	1.4772	0.0	0.0	0.4083	0.28875	0.0	0.0	0.897	0.60686	0.0	0.0	3.90671	0.0	0.0	0.0	3.61421	0.31251	0.0	0.0	1.95527	1.80551	0.0	0.0	0.64941	0.76333	0.0	0.0	0.34262	1.9428	0.0	0.0	0.17391	0.0	0.0	0.0	2.57053	0.0	0.0	0.0	0.9712	2.24174	0.0	0.0	0.91565	0.0	0.0	0.0	0.28189	6.15263	0.0	0.0	0.30488	1.63426	0.0	0.0	0.51146	3.1322	0.0	0.0	0.16367	1.50754	0.0	0.0	3.94805	2.05671	0.0	0.0	2.15881	1.09829	0.0	0.0	0.38976	0.0	0.0	0.0	0.86596	1.47913	0.0	0.0	1.97325	1.57115	0.0	0.0	0.8623	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.02507	1.74763	0.0	0.0	0.70646	0.0	0.0	0.0	0.65573	0.0	0.0	0.0	0.0	2.53149	0.26321	0.0	0.52927	0.0	0.0	0.0	3.0549	0.0	0.0	0.0	0.00603	3.68767	0.00547	0.0	0.86344	1.65011	0.0	0.0	2.27046	0.74711	0.0	0.0	0.77944	7.89265	0.0	0.0	3.33399	0.0	0.0	0.0	0.61647	0.00736	0.0	0.0	11.03214	0.0	0.0	0.0	0.17482	6.40495	0.0	0.0	0.34032	3.92589	0.0	0.0	0.70833	8.06902	0.0	0.0	2.46697	1.51458	0.0	0.0	0.59721	3.99684	0.0	0.0	0.09113	0.0	0.0	0.0	1.82058	0.0	0.13499	0.0	2.52741	0.26226	0.0	0.0	0.0	1.44212	0.02664	0.0	1.25259	0.0	0.0	0.0	0.92218	0.77072	0.0	0.0	4.96069	4.31842	0.0	0.0	0.16221	4.88589	0.0	0.0	0.59013	1.56092	0.0	0.0	0.23652	0.49425	0.0	0.17752	0.99621	1.57997	0.0	0.0	5.97884	0.0	0.0	0.0	0.16786	2.10302	0.0	0.0	0.51309	0.0	0.0	0.0	0.91806	0.49782	0.0	0.0	2.00179	19.44668	0.00954	0.0	0.31956	0.0	0.0	0.0	2.03743	6.39863	0.00562	0.0	0.75019	0.02122	0.00608	0.0024	9.94514
s__Ruminococcus_gnavus	0	3.60526	3.11293	2.135	0.02004	0.16566	0.0	0.0	0.04252	8.81924	0.0	0.0	0.0	11.93631	0.00161	0.0	0.0	14.71051	0.0004	0.0	0.14728	0.25867	0.0	0.0	0.00205	4.7696	0.00118	0.0	1.88224	1.30516	0.0	0.0	0.0	0.02856	1.33551	0.0	0.01749	18.46702	0.00058	0.0	0.00129	10.51182	1.63614	0.0	0.0	1.43351	8.01838	31.84287	0.0123	0.87486	1.64542	0.0	0.0	1.19029	1.76812	0.0	0.0	5.09776	3.392	0.0	0.0	2.14687	12.64272	0.02526	0.34603	0.00849	0.09993	0.0	0.0	7.75468	0.00098	0.0	0.00535	0.13938	0.0	0.0	0.0	1.33411	0.0	0.0	0.24532	4.25652	0.00051	0.0	0.01441	23.02482	0.01649	0.0	0.0	18.90293	0.0	0.0	0.0	3.5154	9.7681	0.0	0.05578	1.26722	19.77965	44.22221	0.1055	1.44127	3.12593	8.54744	0.05941	7.07628	0.00618	0.00517	0.15138	0.61383	42.49434	0.06519	0.0919	1.10982	0.0	0.0	0.0	0.4975	2.42516	0.0	0.00932	3.09269	0.0	0.0	0.0	0.14707	0.0	0.0	0.154	0.80361	0.0	0.0	0.0	1.328	2.74101	0.01621	0.25485	3.64739	0.0	0.3753	0.16112	0.85602	0.00502	0.0	0.02802	7.00695	4.48403	0.7149	0.00439	12.50879	0.00087	0.0	0.0	2.91022	0.0	0.0	0.01784	0.5234	7.56098	0.0	0.07732	3.18326	0.0	0.0	0.00492	0.1396	0.29684	0.0	0.02435	0.69093	0.0	0.0	0.0279	7.87894	0.0	0.0	0.00316	0.00941	0.00095	0.38596	0.01497	2.80108	5.71725	0.01298	0.03907	8.23861	0.0	0.0	0.01599	0.44635	0.91104	0.0	0.02172	7.76856	0.0	0.0	0.22272	0.43544	7.98892	0.00193	0.00034	7.80778	0.0	0.0	0.0	11.9737	0.0	0.0	0.0	0.07718	0.0	0.0	0.0	0.98355	0.0	0.0	0.0	4.75216	0.22546	0.0	0.01095	0.52325	0.0	0.0	0.0	0.98676	0.0	0.0	0.0	3.05633	0.0	0.0	0.07942	1.345	0.0	0.0	0.24772	0.68459	0.0	0.0	0.0	1.00881	0.0	0.0	0.0	3.51792	0.94738	0.0	0.0	3.10754	0.0	0.0	0.01643	0.4116	0.0	0.0	0.38736	0.58022	4.55763	0.0	0.0	2.67753	5.42912	0.01025	0.0	1.04385	2.03583	0.0	0.03293	0.21551	0.0	0.0	0.0	0.64198	0.0	0.0	0.56358	0.90712	1.48513	0.0	0.0	4.52921	5.52057	0.0	0.01424	0.79484	0.23189	2.49432	0.00066	2.94693	0.0	0.0	0.0	4.80714	0.27782	0.0	1.62949	17.98309	4.57252	0.0	0.10128	0.48969	0.0	0.0	0.04247	0.00942	3.62678	0.0	0.0	0.59712	0.0	0.0	0.0	1.98852	0.0	0.0	0.16259	1.61806	0.0	0.0	0.0	0.01325	0.0	0.0	0.00335	12.1123	0.7503	3.90623	0.03495	43.07042	21.75785	12.24493	0.03456	1.71284	0.00059	0.03257	18.38446	0.29215	0.009	0.0	0.0	0.48542	0.06584	0.0	1.44709	0.05756	0.0	0.0	0.0	2.01697	0.0	0.0	0.0	4.42284	0.0	0.0	0.0	0.04775	0.0	0.0	0.06997	0.14149	0.0	0.0	0.0	0.30033	1.17229	1.4519	0.86533	0.031	10.65292	0.01332	0.0	1.94943	10.39461	0.0	0.09636	1.60695	0.0	0.0	0.11065	0.57307	26.64103	0.0	0.03949	2.74797	9.6351	0.03228	0.01061	0.033	7.02625	2.88308	0.01491	0.99362	0.00165	0.0	0.0	54.39891	30.43255	0.04459	1.27788
