clade_name	NCBI_tax_id	frank_P10	frank_P14	frank_P16	frank_P17	frank_P22	frank_P23	frank_P24	frank_P25	frank_P28	frank_P30	frank_P32	frank_P33	frank_P34	frank_P35	frank_P39	frank_P42	frank_P44	frank_P45	frank_P46	frank_P48	frank_P49	frank_P52	frank_P53	frank_P54	frank_P55	frank_P56	frank_P57	frank_P58	frank_P59	frank_P61	frank_P63	frank_P64	frank_P65	frank_P66	frank_P67	frank_P68	frank_P69	frank_P7	frank_P8
s__Bilophila_wadsworthia	0	0.0718	0.0	0.02719	0.0	0.00822	0.08125	0.06077	0.1475	0.08971	0.19713	0.01076	0.0	0.06	0.03164	0.0033	0.07288	0.0	0.01242	0.28224	0.003	0.0	0.00385	0.22111	0.01149	0.3003	0.00172	0.02007	0.01996	0.0	0.0	0.03783	0.0	0.23652	0.0	0.14027	0.08409	0.10403	0.04952	0.04014
s__Ruminococcaceae_bacterium_D5	0	0.07179	0.09278	0.07732	0.0	0.03448	0.03758	0.0	0.12083	0.0	0.0	0.06591	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.08346	0.00797	0.0	0.03272	0.0	0.0	0.01133	0.03829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00366
s__Eisenbergiella_tayi	0	0.071	0.12262	0.00396	0.0	0.0	0.0303	0.00144	0.01452	0.03574	0.0	1.09865	0.00803	0.07643	0.08815	0.09553	0.1743	0.0	0.0	0.00476	0.16646	0.82197	0.00191	0.07286	0.40842	0.05012	0.01721	0.00458	0.00861	4.96399	0.00123	0.01404	0.00112	0.0	0.33927	0.02959	0.07645	0.13961	0.0	0.03161
s__Bacteroides_intestinalis	0	0.06791	0.0	0.33587	0.0	0.0	2.25002	0.00026	0.0036	0.00564	0.00355	0.94463	0.0	0.0	0.0	0.0	7.9628	0.00304	0.00315	0.00042	0.01611	0.0	0.00376	0.00295	0.00922	0.00073	0.00104	5.72162	0.00187	0.0025	1.67196	0.00856	0.69365	0.00295	0.00267	0.00508	3.75697	5.64068	0.0	0.0
s__Anaerotruncus_colihominis	0	0.06506	0.09308	0.0	0.06756	0.09432	0.007	0.0002	0.04658	0.29199	0.07778	0.00253	0.0	0.11847	0.00248	0.02303	0.00163	0.00731	0.0	0.26199	0.0	0.33155	0.00019	0.03725	0.01596	0.08873	0.00142	0.0	0.00068	0.28267	0.00976	0.04418	0.00195	0.0	0.02899	0.01578	0.08389	0.01339	0.1098	0.00016
s__Lactobacillus_paragasseri	0	0.06314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08535	0.0	0.0	0.07487	0.0	0.00384	0.0	0.0	0.0	0.0	0.00887	0.00146	0.27886	0.0	0.0	0.0	0.0	0.0	0.0
s__Parasutterella_excrementihominis	0	0.0626	0.04424	0.0	0.0	0.0166	0.0	0.0	0.00144	0.00435	1.82837	0.0	0.10625	0.00773	0.0	0.0	0.16493	0.0	0.08463	0.0	0.0	0.0	0.07504	0.0	0.04118	0.19731	0.02064	0.02058	0.01052	0.09094	0.0	0.09458	1.59421	0.01971	0.0	0.00106	0.49645	0.0	0.54941	0.0
s__Christensenella_minuta	0	0.06072	0.0	0.0	0.0	0.0	0.03349	0.0	0.0	0.0	0.0	0.06228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08247	0.0	0.00198	0.0	0.00958	0.0	0.0	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.0	0.0
s__Blautia_hydrogenotrophica	0	0.0578	0.43431	0.0	0.0	0.0	0.06828	0.0	0.01137	0.11377	0.02666	3.44072	0.00601	0.0023	0.19896	0.69259	0.0	0.0	0.07626	0.0	0.0	0.0	0.0	1.47554	0.06306	0.0	0.0	0.00112	0.0	2.34422	0.31411	0.04398	0.29808	0.0	0.03241	0.0	0.37156	0.65888	0.21253	0.0
s__Eggerthella_lenta	0	0.05646	1.08773	0.00338	0.34882	0.15954	0.91497	0.47628	0.41923	2.32497	0.10091	9.81549	0.00366	0.28856	0.44516	0.58017	0.348	0.98894	1.01746	1.73469	0.05209	0.85917	0.00076	1.64283	0.09483	0.7245	0.00593	0.0206	0.1586	1.05376	0.92078	0.00522	0.16979	0.01337	0.23763	1.03883	0.32746	1.02128	1.50632	0.03831
s__Lactobacillus_salivarius	0	0.05268	0.04894	0.25405	0.0	0.0	0.0	0.00755	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01476	0.0	0.0	0.0	0.0	0.04682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0
s__Erysipelatoclostridium_ramosum	0	0.05146	1.30503	0.18137	0.69145	0.01513	4.94267	1.74178	0.03349	2.21174	0.01314	5.95601	0.00352	0.02824	0.00221	0.07324	0.0	0.26718	0.0	0.44184	0.09824	1.2308	0.00408	0.02523	0.26473	1.22675	0.0	0.01529	0.00739	0.35659	0.06002	0.01528	0.0	0.47605	0.10354	0.0	0.0	0.6669	3.72691	0.00793
s__Intestinimonas_butyriciproducens	0	0.04952	0.0493	0.09437	0.0	0.0	0.01094	0.00476	0.64918	0.20992	0.01728	0.31598	0.11595	0.0	0.01141	0.00109	0.03301	1.0051	0.0	0.0	0.0	0.0	0.00731	0.38609	0.03342	0.0	0.00379	0.02669	0.00079	0.0	0.19768	0.00641	0.01354	0.0	1.16103	0.72738	0.00748	0.19675	0.03068	0.00145
s__Anaerofustis_stercorihominis	0	0.04951	0.07201	0.00217	0.0	0.0	0.0111	0.0177	0.0	0.0	0.0	0.03445	0.0	0.06059	0.0154	0.05233	0.07616	0.0	0.0	0.0	0.04996	0.12019	0.0	0.001	0.0	0.0	0.0	0.00515	0.0	0.1106	0.02353	0.0	0.0	0.0	0.00725	0.0	0.0076	0.04489	0.0	0.0
s__Alistipes_shahii	0	0.04869	0.06938	0.34359	0.0	0.17098	0.00217	0.07488	0.00125	0.19328	0.00137	0.01764	0.66139	0.07428	0.36308	0.00459	0.12102	0.0	0.00129	0.0	1.4455	0.10145	0.05435	0.00095	0.07553	0.03192	0.0	0.57675	0.0	2.6601	0.00073	0.06521	0.30015	0.0	0.0	0.83835	0.10479	0.48415	0.05067	0.19194
s__Firmicutes_bacterium_CAG_145	0	0.04763	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	2.12776	0.00038	2.43194	0.0	0.00082	0.18158	0.35219	0.0	0.0	0.0	0.0	0.0	0.26091	0.00106	0.0	0.02223	0.0	0.00155	0.01358	0.02262	1.18209	0.0	0.04588	0.0	0.0	0.0	0.0	0.48265	0.0	0.2721	0.01143
s__Eubacterium_sp_CAG_38	0	0.04144	0.0	0.03715	0.00516	0.00243	0.19037	0.00269	0.04956	0.0	0.0	0.00035	0.00062	0.16166	1.29852	0.19803	0.0	0.51943	0.0	0.0	0.0	0.0	0.0	0.0	0.06905	0.0	0.53709	0.0	0.0	0.0	0.0	0.42043	0.0	0.0	0.48151	0.0	0.01446	1.48537	0.0	0.0
s__Turicibacter_sanguinis	0	0.03981	0.20612	0.0	0.0	0.01145	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.00485	0.00416	0.0	0.64879	0.17444	0.0	0.0	0.0	0.01583	0.04897	0.0	0.0	0.0	0.0	0.0	0.00252	0.00224
s__Bacteroides_xylanisolvens	0	0.03971	0.00831	0.10963	0.00025	0.00093	2.72654	0.00701	0.07921	0.00308	0.8017	0.01279	0.0	0.00782	0.4574	0.04119	0.0	0.0	0.0	0.17934	0.06848	0.28446	0.10923	0.00105	0.00883	0.00026	1.23165	1.72998	0.00765	0.25478	0.14244	0.19811	0.00022	0.94754	0.0	0.05582	0.00043	0.0	0.00399	0.91846
s__Weissella_cibaria	0	0.03703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_pasteurianus	0	0.03342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.03233	0.26788	0.0	0.09646	0.0	1.08485	0.22219	0.0053	0.1831	0.04938	2.06186	0.00475	0.081	0.01442	0.14971	0.02697	0.10855	0.01802	0.65006	0.08233	0.1312	0.04721	2.41388	0.08172	0.04467	0.0835	0.00423	0.00231	0.05791	0.01296	0.02027	0.03419	0.11828	0.02546	0.19717	0.04578	0.26673	1.16471	0.08232
s__Eubacterium_ramulus	0	0.0316	0.0	0.02665	0.0	0.006	0.0	1.29129	0.0	0.0	0.0	0.0	0.0	0.0	0.46855	0.03071	0.35027	0.58221	0.99321	0.0	0.0	0.0	0.05707	0.00188	0.07798	0.00107	0.03085	0.24409	0.2025	1.01793	0.00119	0.00149	0.0	0.69214	0.0	0.0	0.0	0.7576	0.00027	0.80618
s__Ruminococcus_gnavus	0	0.03146	0.46479	0.02337	4.38997	0.02847	16.02843	0.4943	0.00336	0.67181	0.1513	1.03779	0.66344	0.24997	0.50994	0.0076	0.15897	0.42828	5.43165	5.74033	0.31137	0.17727	0.01057	0.01766	15.83923	0.99845	0.0157	0.01485	0.04508	0.19915	0.67146	0.03297	0.90742	0.12132	0.01983	0.02249	0.02635	0.02599	0.33082	0.1549
s__Firmicutes_bacterium_CAG_94	0	0.02941	0.06485	0.00214	0.0832	0.0	2.54018	0.0	1.33138	0.36345	0.03329	0.05376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00934	0.97601	0.29653	0.0	0.0	0.07469	0.0	0.0	0.0	0.0	0.0	0.02666	0.0	0.0479	0.0	0.91311	0.36048	0.01481	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.02821	0.03935	0.0029	0.05826	0.11546	0.03467	0.00834	0.00255	0.0114	0.00253	0.03288	0.00479	0.03969	0.01019	0.01735	0.019	0.02135	0.0	0.18078	0.00302	0.92288	0.00102	0.00455	0.00155	0.01781	0.03764	0.00144	0.0	0.27945	0.01551	0.00034	0.00977	0.06622	0.00317	0.05037	0.01079	0.08679	0.0	0.00308
s__Butyricimonas_virosa	0	0.02746	0.02069	0.40351	0.0	0.0	0.0	0.01288	0.0	0.0	1.53894	0.04533	0.0	0.0	0.0	0.06256	0.0	0.0	0.0	0.0	0.54519	0.06915	0.02447	0.0	0.0	0.0	0.0	0.05126	0.00416	0.0	0.0	0.01466	0.0	0.0	0.0	0.51216	0.0	0.0	0.47047	0.19388
s__Lactobacillus_curvatus	0	0.02583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_lactis	0	0.0252	0.12467	0.0	0.00348	0.0	0.0	0.00124	0.00379	0.0	0.0	0.08442	0.0	0.0	0.02998	0.1051	0.02494	0.01694	0.00879	0.0	0.0	0.0	0.00333	0.22202	0.00849	0.03379	0.05899	0.0	0.0	0.08304	0.0	0.0	0.00551	0.0	0.0	0.02381	0.0045	0.003	0.01008	0.0
s__Coprobacillus_cateniformis	0	0.02264	0.42074	0.0	0.0	1.18651	0.00926	0.0	0.0	0.0	0.0	1.03832	0.0	0.10649	0.0	0.00521	0.01172	0.0	0.0	0.0	0.0	0.0	0.00495	0.0	0.0084	0.00163	0.26359	0.0	0.0	0.5417	0.0	0.0	0.0	0.0	0.03503	0.06062	0.0	0.00164	0.0	0.04884
s__Klebsiella_variicola	0	0.02123	0.00653	0.0	0.0	1.56809	0.00378	0.0	0.0	0.0	0.0	0.12444	0.01546	9.36285	0.02332	0.01489	0.32639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09115	0.0	0.01296	0.0	0.0	0.0	0.0	0.0	0.0	0.02339	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0209	0.09711	0.0	0.00346	0.0	0.0	0.0	0.0	0.01401	0.06248	0.46346	0.0	0.0032	0.00272	0.04898	0.0	0.02688	0.0	0.0	0.0	0.11086	0.0	0.02021	0.03307	0.0	0.00975	0.0	0.0	0.0568	0.00742	0.00203	0.0	0.07728	0.00577	0.0	0.02432	0.04082	0.0	0.00091
s__Bifidobacterium_longum	0	0.02087	0.00111	0.01913	0.00139	0.00062	0.7451	0.01289	0.0	0.0	0.6839	0.08448	0.0	0.0904	0.09001	0.0	0.71529	0.0	0.0	0.0	0.0	0.0	6.82887	0.01475	1.07339	0.19788	1.08334	0.01762	0.00839	0.01754	0.01053	0.10171	0.82023	0.0	0.61001	0.0	0.0	0.00446	6.20275	0.59783
s__Rothia_mucilaginosa	0	0.02026	0.00064	0.06339	9e-05	0.0	0.0	0.0	0.0	0.00039	0.00117	0.00119	0.0	0.0	0.00013	0.0	0.0	0.0	0.02639	0.0	0.0	0.00023	0.0	0.0	0.0	0.00166	0.00199	0.00471	0.00079	0.0	0.0	0.0	0.02002	0.0	0.0	0.0083	0.00818	0.0	0.0	0.00592
s__Klebsiella_pneumoniae	0	0.02012	0.00585	0.0	0.0	10.82543	0.0	0.00318	0.0	0.0	0.00312	0.34799	0.02607	6.4302	0.10021	0.00951	1.19723	0.0	0.0	0.0	0.1209	0.0	0.0	0.0	0.30412	0.0	0.0608	0.0	0.0	0.0	0.0	0.0	0.01417	0.11645	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_animalis	0	0.01994	0.00567	0.00555	0.0	0.0	0.02196	0.0	0.0	0.0	0.0	0.1417	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07284	0.0	0.0
s__Intestinibacter_bartlettii	0	0.01973	0.05809	0.00102	0.03278	0.01232	0.02159	9.75505	0.2036	0.00431	0.06778	0.85372	0.0	0.95604	0.06683	0.00108	0.0	0.0	0.0	0.21839	0.00914	0.0	0.05972	0.02013	1.33411	0.02246	0.74585	0.14727	0.04879	0.00311	0.00103	0.39561	0.8243	0.0	0.00079	0.00082	0.007	0.00111	0.02464	0.00297
s__Streptococcus_gordonii	0	0.01878	0.00904	0.0	0.0	0.0	0.0	0.00422	0.0	0.00856	0.05398	0.0	0.0	0.0	0.05093	0.00438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01911	0.0	0.0	0.09007	0.0	0.0	0.41752	0.0	0.00739	0.00306	0.02259	0.0	0.0	0.00106
s__Ruminococcaceae_bacterium_D16	0	0.01872	0.0	0.0	0.0	0.0	0.0	0.04802	0.03687	0.0	0.0	0.0	0.0	0.00012	0.0	0.14432	0.0	0.0	0.0	0.0	0.0	0.04178	0.0	0.0	9e-05	0.03176	0.0	0.0	0.0	0.0	0.0	0.0	0.08943	0.0	0.0	0.10269	0.08284	0.0	0.0	0.0
s__Enterococcus_faecalis	0	0.01528	0.00196	0.0	0.0	0.0	0.00134	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_symbiosum	0	0.01517	0.46244	0.0	0.64959	0.0	0.0	0.12206	0.06454	0.11565	0.05414	0.23585	0.0	0.03915	0.02927	0.01787	0.03461	0.10643	0.00807	0.0	0.0	0.15526	0.00123	0.01996	0.02908	0.06387	0.0	0.0	0.0	0.19567	0.16941	0.03692	0.08669	0.06136	0.11277	0.08055	0.00267	0.38052	0.29196	0.00957
s__Agathobaculum_butyriciproducens	0	0.01399	0.05425	0.13199	0.0	0.00462	0.05272	1.02968	0.0	0.0	0.00093	0.01354	0.53207	0.31599	0.0	0.00935	0.0	0.73799	0.75521	0.0	0.0	0.00362	0.05929	0.0	0.27557	0.0	0.19316	0.87914	0.53861	0.00066	0.84826	0.40983	0.30414	0.0	0.0	0.46712	0.06712	0.73723	0.0	0.0
s__Actinomyces_sp_ICM47	0	0.01322	0.00607	0.05778	0.03908	0.0	0.01342	0.0	0.00373	0.0	0.01066	0.03152	0.0	0.00024	0.00243	0.0	0.00549	0.0	0.0	0.0	0.0	0.0	0.0	0.04835	0.0	0.00134	0.00441	0.0	0.00336	0.03199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04774
s__Enterorhabdus_caecimuris	0	0.01309	0.00377	0.0	0.0025	0.00493	0.01736	0.0027	0.00152	0.03804	0.00158	0.06085	0.0	0.00519	0.00845	0.00904	0.0018	0.0	0.00395	0.00801	0.00045	0.0001	0.00169	0.008	0.00307	0.00216	0.00589	0.00509	0.01328	0.07762	0.00335	0.0022	0.00267	0.0	0.00715	0.00281	0.00578	0.02746	0.02303	0.01014
s__Bacteroides_ovatus	0	0.01278	1.44303	0.0301	19.01666	0.24768	0.00407	0.60118	0.32545	1.9034	0.0	0.07483	2.90315	1.24553	0.47353	0.1541	0.88835	8.49649	0.25899	6.95562	0.25485	0.05781	0.00629	0.92669	0.1227	5.46286	0.10533	0.09334	0.10482	0.3495	2.73658	0.0781	10.80802	0.01471	6.56361	0.24573	0.76857	0.00657	0.001	0.00139
s__Clostridium_citroniae	0	0.01249	0.07585	0.00274	0.13488	0.0	0.0	0.00941	0.07364	0.04439	0.00771	0.0	0.0	0.01968	0.01085	0.0	0.02387	0.12082	0.00892	0.26764	0.0	0.0358	0.00093	0.00123	0.01059	0.05091	0.0	0.0128	0.00209	0.34407	0.02162	0.02169	0.01165	0.10253	0.02245	0.06039	0.00407	0.04805	0.0	0.00617
s__Clostridium_clostridioforme	0	0.01122	0.59066	0.02121	1.78518	0.0	0.00177	0.00195	0.01609	0.0	0.00574	0.00537	0.0	0.00053	0.00381	0.0	0.00064	0.21297	0.00125	0.00576	0.0	0.25843	0.00068	0.01218	0.0	0.08237	0.0	0.0	0.0	0.16211	0.33589	0.0	0.00653	1.82559	0.02478	0.74069	0.0	0.24148	0.01572	0.00897
s__Roseburia_sp_CAG_471	0	0.01102	0.0	0.30907	0.0	0.00588	0.0	0.00288	0.0	0.0	0.0	0.0028	0.01586	0.0	0.00042	0.00086	0.0	0.0032	0.02096	0.00118	0.0	0.0	0.00992	0.00066	0.00568	0.00786	0.00219	0.00118	0.00126	0.0	0.01182	0.0054	0.01482	0.0	0.0	0.0	0.71719	0.01936	0.0	0.00697
s__Alistipes_timonensis	0	0.01089	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.31047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_asparagiforme	0	0.01086	0.07778	0.0	0.0	0.0	0.0	0.0	0.05594	0.05189	0.02102	0.01616	0.0	0.0	0.00665	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00975	0.01051	0.0	0.0	0.0	0.05133	0.0	0.01332	0.00817	0.0	0.00049	0.02141	0.00436	0.0	0.0	0.00267
s__Lawsonibacter_asaccharolyticus	0	0.01074	0.09247	0.03808	0.0	0.01595	0.27921	0.01198	0.09847	0.80097	0.01035	0.20459	0.30907	0.06522	0.00448	0.00258	0.01572	0.09663	0.00313	0.20376	0.00451	0.38458	0.03839	0.01606	0.23884	0.2336	0.03062	0.05318	0.03129	0.07309	0.0	0.02233	0.08637	0.06524	0.15488	0.58349	0.42551	0.02649	0.15337	0.11079
s__Flavonifractor_plautii	0	0.00942	0.58594	0.01471	1.85867	0.03757	0.27237	0.15396	0.09769	1.99246	0.59561	0.23163	0.19794	0.3733	0.08874	0.13443	0.13177	0.32082	0.02879	4.98088	0.00891	1.16885	0.18836	0.03839	0.34064	1.09984	0.01725	0.02386	0.05621	1.39611	2.12371	0.09491	1.52132	1.07882	0.09294	1.14069	0.33845	0.34697	0.70915	0.209
s__Clostridiales_bacterium_1_7_47FAA	0	0.0093	0.22335	0.0	0.0	0.0	0.0	0.01991	0.01917	0.00516	0.01611	0.0	0.0	0.0	0.0	0.0	0.00086	0.00289	0.0	0.0	0.0	0.03758	0.0	0.0	0.003	0.00183	0.00079	0.0	0.0	0.0	0.0	0.00228	0.00486	0.03716	0.00259	0.06676	0.0	0.02045	0.0	0.0
s__Clostridium_scindens	0	0.00929	0.34231	0.0	0.11296	0.0	0.00145	0.0	0.00559	0.36775	0.0	0.09349	0.0	0.01515	0.0	0.0	0.02677	0.0	0.0	0.0	0.0	0.06267	0.0	0.00517	0.00187	0.0769	0.0	0.0	0.00049	0.54522	0.04717	0.0	0.01731	0.0356	0.02836	0.42691	0.0	0.01635	0.08206	0.00081
s__Weissella_confusa	0	0.00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30345	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_180	0	0.00786	0.00488	0.00915	0.01121	0.01653	0.01796	0.01059	0.00186	0.00251	0.00067	0.00775	0.01546	0.00632	9.56581	0.00407	0.0	0.0	0.0	0.00067	15.8837	0.00053	6.31272	0.01561	0.00875	0.01105	0.00949	0.01397	0.00772	0.01255	0.00853	0.00904	0.0	0.0	0.0	0.0	0.00134	0.0	0.00748	0.00644
s__Collinsella_intestinalis	0	0.0071	3.76827	0.00791	0.0	0.00323	0.00411	0.00181	0.0	0.0	0.00691	0.00291	0.0	0.07189	0.00137	0.01778	0.01824	0.0	0.0	0.00198	0.01254	0.00191	0.00345	0.0	0.04095	0.00347	0.00332	0.0019	0.00288	0.0	0.0	0.0017	0.00456	4.9843	0.00958	0.00225	0.00252	0.00152	0.0	0.00068
s__Harryflintia_acetispora	0	0.00709	0.02689	0.00076	0.0	0.0	0.04276	0.0	0.27711	0.02283	0.0	0.00383	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.00443	0.0	0.01356	0.01375	0.00984	0.0	0.00403	0.0	0.0	0.01658	0.01467	0.0	0.0	0.01605	0.01066	0.00098	0.00053	0.0	0.0
s__Catabacter_hongkongensis	0	0.00684	0.01329	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05767	0.00099	0.02264	0.04505	0.02264	0.00496	0.0	0.0	0.0	0.02157	0.01292	0.0	0.15521	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0	0.00667	0.0	0.06095	0.00112	0.0	0.00058	0.19097	0.0	1.08093	0.0	0.0	0.0	0.31762	0.09132	0.0	0.0	0.0	0.05129	0.0	0.0	0.0	0.01999	0.0	0.18773	0.0	0.84109	0.00015	0.0	0.0	0.0	0.48476	0.0	0.0	0.0	0.58199	0.0	0.0	0.0	0.0
s__Blautia_sp_CAG_257	0	0.0066	0.26851	0.0	2.06134	0.00057	2.552	0.22541	0.0123	7.68282	0.03642	0.00828	0.0	0.07985	0.33566	1.09958	0.11093	0.01382	0.00649	0.00517	0.00622	0.07867	0.00101	0.00209	0.19991	2.88224	0.0013	0.00588	0.00711	0.99293	0.30749	0.02175	0.27835	3.24061	0.26348	0.00372	0.01689	1.10016	0.3599	0.02678
s__Rothia_dentocariosa	0	0.00646	0.00959	0.0	0.0	0.0	0.0	0.00727	0.0	0.0	0.00011	0.02726	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.00095	0.0	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0
s__Klebsiella_quasipneumoniae	0	0.00643	0.0	0.0	0.0	0.90439	0.0	0.0	0.0	0.0	0.0	0.05546	0.0	1.35253	0.00646	0.0	0.08896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02635	0.0	0.01467	0.0	0.0	0.0	0.0	0.0	0.01412	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_anginosus_group	0	0.00623	0.03964	0.0	0.0	0.0	0.0	0.04225	0.0	0.0	0.0	0.48244	0.0	0.00558	0.0	0.0	0.00227	0.0	0.00586	0.0	0.00125	0.0	0.00178	0.0	0.0316	0.0	0.01593	0.0	0.0	0.00378	0.0	0.0	0.00455	0.0	0.00415	0.00787	0.0	0.0	0.0	0.0
s__Lactobacillus_oris	0	0.00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_lavalense	0	0.00567	0.00755	0.01064	0.29951	0.01963	0.04817	0.01603	0.02844	0.35402	0.00621	0.00683	0.0	0.03274	0.00287	0.0	0.03189	0.12933	0.03612	0.22222	0.0042	0.77073	0.0	0.00247	0.01768	0.10858	0.00313	0.01224	0.0	0.0282	0.04098	0.01479	0.00952	0.0	0.0834	0.24767	0.00458	0.19098	0.0	0.00256
s__Pseudoramibacter_alactolyticus	0	0.00551	0.00567	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00588	0.00658
s__Turicimonas_muris	0	0.00482	0.00704	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.08144	0.0	0.02464	0.0	0.0	0.0	0.00264	0.0	0.00453	0.0	0.0	0.0	0.01197	0.0	0.03442	0.00132	0.00082	0.0	0.0	0.0064	0.0	0.05012	0.09196	0.0	0.0	0.0	0.02555	0.0	0.01379	0.0
s__Collinsella_massiliensis	0	0.00453	0.0024	0.00399	0.00035	0.00818	0.0117	0.00191	0.0	0.00157	0.00586	0.0191	0.0	0.0126	0.0011	0.014	0.00272	0.0	0.0	0.0	0.00503	0.00266	0.02162	0.00163	0.01008	0.00447	0.00548	0.00204	0.0038	0.00084	0.0	0.00451	0.00252	0.00364	0.00112	0.0	0.0019	0.0	0.0	0.00623
