clade_name	NCBI_tax_id	SID01.BA.V_metag	SID01.BA.VG.2	SID02.BA.V_metag	SID02.BA.VG_metag	SID03.BA.O_metag	SID04.BA.O_metag	SID04.BA.VG.2	SID04.BO.VG.2	SID04.TO.VG	SID05.PR.VG.1	SID06.BA.VG_metag	SID06.PR.VG_metag	SID06.TO.VG	SID07.BA.VG.2	SID07.PR.V.2	SID08.BA.V_metag	SID08.BA.VG_metag	SID08.TO.VG	SID09.PR.V_metag	SID09.TO.O.new	SID10.BO.V	SID10.TO.V.1	SID11.BA.V_metag	SID11.TO.V.2	SID12.PR.V.2	SID12.TO.O.new	SID13.PR.VG.0	SID14.PR.VG.0	SID16.PR.VG.1	SID17.PR.V_metag	SID18.PR.V_metag	SID19.BA.V.2	SID19.TO.V	SID20.TO.O.0	SID21.TO.V.new	SID22.TO.O.new	SID23.BA.V.2	SID26.BA.V.2	SID26.PR.V_metag	SID29.PR.O.2	SID30.BO.O.2	SID31.PR.O.0	SID32.PR.V.1	SID33.PR.V_metag	SID37.PR.O.new	SID38.BA.O.2	SID38.PR.O.1	SID38.TO.VG	SID39.TO.VG	SID42.TO.VG.2	SID44.TO.V	SID45.BO.V.new	SIDVOV03_metag	SIDVOV08_metag	SIDVOV104_metag	SIDVOV108_metag	SIDVOV109_metag	SIDVOV112_metag	SIDVOV113_metag	SIDVOV114_metag	SIDVOV16_metag	SIDVOV20_metag	SIDVOV24_metag	SIDVOV25_metag	SIDVOV26_metag	SIDVOV28_metag	SIDVOV29_metag	SIDVOV32_metag	SIDVOV34_metag	SIDVOV35_metag	SIDVOV36_metag	SIDVOV38_metag	SIDVOV39_metag	SIDVOV46_metag	SIDVOV48_metag	SIDVOV49_metag	SIDVOV52_metag	SIDVOV53_metag	SIDVOV54_metag	SIDVOV56_metag	SIDVOV58_metag	SIDVOV59_metag	SIDVOV60_metag	SIDVOV66_metag	SIDVOV70_metag	SIDVOV72_metag	SIDVOV75_metag	SIDVOV76_metag	SIDVOV77_metag	SIDVOV78_metag	SIDVOV79_metag	SIDVOV81_metag	SIDVOV82_metag	SIDVOV96_metag	SIDVOV97_metag	SIDVOV98_metag	SIDVOV99_metag
s__Clostridium_celatum	0	0.0	0.0	0.0	0.0	0.01505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_coprophilus	0	0.0	0.0	0.0	0.0	0.01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13947	0.0	0.0	0.0	0.0	0.48301	0.0	0.0	0.0	0.0	0.0	0.0	0.01382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22431	0.0	0.0	0.13445	1.68618	0.22327	0.0	0.20468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13519
s__Enterococcus_gallinarum	0	0.0	0.0	0.0	0.0	0.01109	0.35153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Catabacter_hongkongensis	0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.00172	0.0	0.0014	0.0	0.00713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.01085	0.0	0.0	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactonifactor_longoviformis	0	0.0	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_capillosus	0	0.0	0.0	0.0	0.0	0.00346	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01846	0.0	0.0	0.0	0.0	0.0	0.0	0.11178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01543	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04083	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sulci	0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.00091	0.0	0.01697	0.0	0.00198	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_durans	0	0.0	0.0	0.0	0.0	0.0	1.71766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03808	0.0	0.0	0.0	0.00663	0.0	0.0	0.0	0.0	0.0	0.00992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_1031	0	0.0	0.0	0.0	0.0	0.0	0.75979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0324	0.0	0.0	0.0	1.36957	3.31546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_167	0	0.0	0.0	0.0	0.0	0.0	0.47894	0.0506	0.13597	0.0	0.33072	0.16353	0.0	0.0	0.0	0.0	0.12437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05539	0.00605	0.0	0.0	0.54249	0.0	0.0	0.0	0.0	0.0	0.0	0.57885	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.9102	0.11375	0.0	0.0	0.0	0.15417	0.65727	0.20156	0.02215	0.0	0.37068	0.0	0.0	0.0	0.0	0.0	0.0	0.02138	0.02052	0.0	0.08861	0.0	0.0	0.0	0.0	0.01322	0.0	0.01503	0.04605	0.0	0.0	0.05111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1507	0.0	0.0	0.0	0.4467	0.0	0.00522	0.02967	0.32446	0.0	0.0078	0.0
s__Phascolarctobacterium_sp_CAG_266	0	0.0	0.0	0.0	0.0	0.0	0.34612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16844	0.0	0.0	0.0	0.0	0.07065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49577	0.0	1.14165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21417	0.0	0.87496	0.21149	0.0	0.0	0.0	1.73632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49083	0.0	0.0	0.0	0.0	0.0	9.36832	0.0	0.0	0.0	0.0	0.0	1.25272	0.61902	0.0	0.0	0.0	0.0
s__Citrobacter_youngae	0	0.0	0.0	0.0	0.0	0.0	0.2011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.3606	0.0	0.05382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00526	0.0	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mitsuokella_jalaludinii	0	0.0	0.0	0.0	0.0	0.0	0.18813	0.0	0.0	0.0	0.0	0.0	0.19509	0.0	0.0	0.0	0.14116	0.0	0.0	0.0	0.04602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30196	0.11352	0.0	0.0	0.0	0.0	0.00696	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0614	0.0	0.23535	0.0	0.0	0.06035	0.13811	0.0	0.52078	0.0	0.0	0.0	0.0	0.04153	0.10214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02075	0.0	0.0	0.0	0.0	0.0	0.0503	0.0	0.0	0.0	0.0	0.0	0.0	0.09879	0.02982	0.0	0.0	0.0	0.0	0.0	0.03609	0.01843	0.0	0.0
s__Enterococcus_faecalis	0	0.0	0.0	0.0	0.0	0.0	0.10192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_macedonicus	0	0.0	0.0	0.0	0.0	0.0	0.09716	0.00716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	0.0	0.0	0.0	0.09463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05303	0.0	1.73515	0.0	0.0	0.0	0.0	0.0	0.0	0.03386	0.12726	0.0	0.0	0.0	0.0	0.12781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09251	0.24366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62372	0.0	0.0	0.0	0.0	0.0	0.3326	0.0	0.0	0.0	5.01765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4617	0.37063	0.0	0.0	0.0	0.0	6.42576	0.62949	0.0	0.0721	2.66432	0.0	1.95926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37105	0.34645
s__Enterococcus_gilvus	0	0.0	0.0	0.0	0.0	0.0	0.08987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_garvieae	0	0.0	0.0	0.0	0.0	0.0	0.04891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_petauri	0	0.0	0.0	0.0	0.0	0.0	0.0487	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_casseliflavus	0	0.0	0.0	0.0	0.0	0.0	0.04775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_amalonaticus	0	0.0	0.0	0.0	0.0	0.0	0.04035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_mori	0	0.0	0.0	0.0	0.0	0.0	0.03728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18913	0.0	0.12248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.0	0.0	0.0	0.03009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.548	0.0	0.0	0.0	0.0	0.0	0.00416	0.00992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03933	2.82238	0.0	0.0	0.06354	0.0	0.0	0.12659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21665	0.00612
s__Klebsiella_michiganensis	0	0.0	0.0	0.0	0.0	0.0	0.02553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02319	0.0	0.0	0.0	0.01992	0.0	0.0	0.0	0.0	0.0	0.0	0.01479	0.05766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.0	0.07173	0.0	0.0	0.0	0.0	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0	0.0	0.0	0.0	0.0	0.0	0.0229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalicoccus_pleomorphus	0	0.0	0.0	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01034	0.0	0.0	0.01751	0.0	0.01096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_goldsteinii	0	0.0	0.0	0.0	0.0	0.0	0.02124	0.0	0.0	0.0	0.00606	0.0	0.0	0.0	0.0	0.05293	0.05702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28805	0.0	0.00719	0.0	0.0	0.0	0.0	0.0	0.06155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31042	0.0	0.0	0.0	0.06225	0.0	0.0	0.0227	0.0	0.0	0.02858	0.01524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23208	0.0	0.05616	0.0	0.0	0.0	0.01263	0.0617	0.0	0.0	0.01241	0.0	0.0	0.0	0.20708	0.0	0.0	0.0	0.0	0.02125	0.0	0.11136	0.0	0.0	0.0	0.0	0.0118	0.0	0.0	0.0
s__Klebsiella_variicola	0	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78243	0.0	0.0	0.00533	0.0	0.0	0.0	0.00578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00728	0.06585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01059	1.1008	0.0	0.0	0.09182	0.0	0.0	0.17763	0.0	0.0	0.01079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82226	0.0
s__Enorma_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.01336	0.0	0.0	0.00078	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.01725	0.0008	0.0	0.00571	0.0	0.00099	0.0	0.0	7.47065	0.0	0.0	0.01378	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.00365	0.0	0.0	0.00415	0.0	0.04677	0.0	0.78083	0.0	0.00223	0.0	0.0	0.0	0.02961	0.0	0.0	0.0	0.00523	0.0	0.0	0.0	0.0	0.0045	0.0	0.24993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879	0.0	0.0	0.00042	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicimonas_muris	0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03029	0.0	0.0	0.01702	0.0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02307	0.04312	0.0	0.0	0.0	0.0	0.0	0.0	0.00791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.00155	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.03568	0.07338	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0
s__Raoultella_ornithinolytica	0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04666	0.01326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
