clade_name	NCBI_tax_id	SID01.BA.V_metag	SID01.BA.VG.2	SID02.BA.V_metag	SID02.BA.VG_metag	SID03.BA.O_metag	SID04.BA.O_metag	SID04.BA.VG.2	SID04.BO.VG.2	SID04.TO.VG	SID05.PR.VG.1	SID06.BA.VG_metag	SID06.PR.VG_metag	SID06.TO.VG	SID07.BA.VG.2	SID07.PR.V.2	SID08.BA.V_metag	SID08.BA.VG_metag	SID08.TO.VG	SID09.PR.V_metag	SID09.TO.O.new	SID10.BO.V	SID10.TO.V.1	SID11.BA.V_metag	SID11.TO.V.2	SID12.PR.V.2	SID12.TO.O.new	SID13.PR.VG.0	SID14.PR.VG.0	SID16.PR.VG.1	SID17.PR.V_metag	SID18.PR.V_metag	SID19.BA.V.2	SID19.TO.V	SID20.TO.O.0	SID21.TO.V.new	SID22.TO.O.new	SID23.BA.V.2	SID26.BA.V.2	SID26.PR.V_metag	SID29.PR.O.2	SID30.BO.O.2	SID31.PR.O.0	SID32.PR.V.1	SID33.PR.V_metag	SID37.PR.O.new	SID38.BA.O.2	SID38.PR.O.1	SID38.TO.VG	SID39.TO.VG	SID42.TO.VG.2	SID44.TO.V	SID45.BO.V.new	SIDVOV03_metag	SIDVOV08_metag	SIDVOV104_metag	SIDVOV108_metag	SIDVOV109_metag	SIDVOV112_metag	SIDVOV113_metag	SIDVOV114_metag	SIDVOV16_metag	SIDVOV20_metag	SIDVOV24_metag	SIDVOV25_metag	SIDVOV26_metag	SIDVOV28_metag	SIDVOV29_metag	SIDVOV32_metag	SIDVOV34_metag	SIDVOV35_metag	SIDVOV36_metag	SIDVOV38_metag	SIDVOV39_metag	SIDVOV46_metag	SIDVOV48_metag	SIDVOV49_metag	SIDVOV52_metag	SIDVOV53_metag	SIDVOV54_metag	SIDVOV56_metag	SIDVOV58_metag	SIDVOV59_metag	SIDVOV60_metag	SIDVOV66_metag	SIDVOV70_metag	SIDVOV72_metag	SIDVOV75_metag	SIDVOV76_metag	SIDVOV77_metag	SIDVOV78_metag	SIDVOV79_metag	SIDVOV81_metag	SIDVOV82_metag	SIDVOV96_metag	SIDVOV97_metag	SIDVOV98_metag	SIDVOV99_metag
s__Bilophila_wadsworthia	0	0.02057	0.00688	0.01745	0.01856	0.08348	0.05734	0.0	0.04325	0.0085	0.02835	0.05808	0.0	0.0	0.02627	0.0126	0.0	0.0	0.0117	0.00234	0.0	0.0	0.0	0.00649	0.0	0.00062	0.01996	0.01597	0.01259	0.0	0.01732	0.0	0.01782	0.0	0.01138	0.04577	0.0	0.31331	0.0	0.08954	0.05029	0.04513	0.0	0.01226	0.0	0.06051	0.0	0.0034	0.0	0.0138	0.0	0.0	0.0	0.13296	0.01622	0.0	0.34537	0.05495	0.1849	0.28382	0.18153	0.01692	0.05484	0.34473	0.00291	0.03307	0.0	0.41693	0.56945	0.03265	0.03431	0.53983	0.078	0.85378	0.0704	0.45282	0.00825	0.0	0.22552	0.02086	0.18766	0.34293	0.00435	0.01461	0.16085	0.1972	0.41684	0.03942	0.0	0.0	0.01252	0.00428	0.06656	0.0	0.03751	0.0	0.18756	0.04839
s__Firmicutes_bacterium_CAG_83	0	0.02042	0.2553	0.0	0.1688	0.05065	0.03792	11.2216	6.33952	0.02859	2.45531	0.01823	0.21499	0.01003	0.08467	0.71884	0.10065	0.0	0.1721	0.00557	0.40418	0.68034	0.0	0.47437	0.15009	0.02067	0.03465	1.47523	0.41138	0.0	0.89474	0.01349	1.65827	0.01437	0.51692	0.19939	0.6504	0.0	0.0	0.07535	0.0	1.79921	1.60326	0.02109	0.48069	0.01093	0.44163	0.91009	1.1599	0.05337	0.24217	0.51837	0.96363	0.01973	0.0	0.0	0.32957	0.08382	0.0	0.21678	0.41886	0.08389	0.01265	3.25791	0.08564	0.00179	2.14404	0.975	0.64189	0.76498	0.19073	8.49241	0.7695	0.35537	0.05179	4.24837	0.14998	0.42869	0.55488	0.25679	3.38954	0.0	0.0234	0.23284	0.02042	0.95063	0.93009	0.07885	0.0143	0.0	0.02202	0.05748	0.07175	0.06792	1.58875	0.00613	0.0	0.03763
s__Asaccharobacter_celatus	0	0.01946	0.22065	0.07081	0.12719	0.09496	0.13479	0.22924	0.04795	0.00429	0.02872	0.28998	0.0	0.00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03931	0.0	0.0	0.0027	0.0	0.92395	0.05207	0.01272	0.02604	0.13905	0.09693	0.04867	0.0	0.05814	0.00209	0.0	0.0	0.26644	0.0019	0.05723	0.01839	0.0	0.01448	0.0	0.00386	0.12942	0.00373	0.00108	0.14424	0.02546	0.04776	0.0082	0.0	0.19794	0.0	0.05274	0.01757	0.01146	0.30648	0.03759	0.0	0.0	0.23287	0.0	0.0	0.0	0.0	0.00947	0.0	0.0	0.07548	0.0	0.20247	0.0	0.01706	0.0	0.00701	0.0	0.00502	0.06515	0.0	0.0	0.0	0.0	0.3114	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02325	0.00173
s__Firmicutes_bacterium_CAG_110	0	0.01703	0.33026	0.0	0.8831	0.0	0.17468	0.0	0.0	0.15973	0.97362	0.52896	0.0	0.1485	0.03114	0.0	0.06764	0.0	0.0	0.0	0.01416	0.0137	0.0	0.0	0.03872	0.1292	0.0	0.34901	0.16544	0.07928	0.0	0.0018	0.35621	0.0	1.40026	0.15108	0.00194	0.0	0.0	0.30941	0.0	0.32787	0.41099	1.98206	0.7215	0.04953	0.0	0.0	0.0	0.26773	0.0	0.15457	0.69958	0.61629	0.04111	0.0	0.27485	1.92605	0.0	0.25122	0.50325	0.52291	0.0	0.0	1.63829	3.84558	0.0	0.0	0.00712	0.43821	1.53201	1.24619	4.03264	0.29527	0.38165	0.01271	0.00519	3.43378	0.05614	0.0	0.002	0.0	1.39127	0.06464	5.62049	0.01404	0.77665	0.76696	0.11641	0.0	0.0	0.11811	6.54748	0.0	0.02968	1.39243	0.3539	0.03543
s__Ruminococcus_bromii	0	0.01568	7.45879	0.03755	0.65427	15.23967	19.29308	0.0	3.13536	5.47472	0.19511	26.29081	0.98929	0.13576	10.66098	5.21316	0.01921	9.27907	0.16345	0.0016	0.02044	0.0	7.34791	27.76888	0.71951	0.0	3.07169	0.0	0.00318	0.82905	8.92554	4.85364	0.0	0.4024	0.0	2.12801	0.0	0.0	4.15291	0.00599	6.00223	0.0	6.05095	0.0	0.01912	1.09062	17.91573	6.9746	0.52985	0.75266	0.00776	0.0	2.59467	1.18685	0.0	0.0	0.05068	0.07259	0.00073	0.39002	0.27518	0.50181	0.0	0.50045	0.45727	2.19484	0.0	0.0	0.20569	0.03646	0.68339	0.0	0.03186	0.0	0.15066	0.25441	0.0	0.0	0.0	0.01341	0.57186	0.03176	0.08996	0.0	0.02917	0.2268	0.1291	0.0026	0.0	0.20591	0.38422	0.05052	1.56764	0.0	0.0	0.19688	0.39527	0.01421
s__Eubacterium_ventriosum	0	0.01271	0.0	0.0	0.05448	0.80472	0.25388	0.39129	0.14646	0.33898	0.3245	0.62481	0.01281	0.00286	0.25107	0.23661	1.01035	0.28852	0.12969	0.0	0.09983	0.0	0.0	0.02728	1.24507	0.06447	0.0	0.17002	0.18972	0.04582	0.03084	0.01983	0.16083	0.0	0.28354	0.00656	0.0	0.0	0.68258	0.0	0.10494	0.26493	0.33975	0.40802	0.452	0.0	0.3012	0.09664	0.00041	0.01751	0.03898	0.02222	1.0384	0.01021	0.00182	0.00629	0.0	0.0	0.01614	0.0	0.0005	0.00197	0.00197	0.0	0.00045	0.0	0.0	0.1215	0.0	0.0	0.0	0.0	0.00272	0.00208	0.0	0.00703	0.00395	0.0	0.00224	0.0	0.48468	0.0036	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.02662	0.0	0.0	0.00597	0.0	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0	0.0112	0.32333	0.04916	0.08332	0.03485	0.32942	0.52074	0.17719	0.00158	0.04198	0.02506	0.01672	0.0	0.31447	0.00645	0.01575	0.0	0.0	0.09734	0.00966	0.0	0.37327	0.0	0.04556	0.0	0.0	0.08791	0.10115	0.0	0.04452	0.08712	0.09047	0.0	0.17295	0.00924	0.01172	0.07787	0.2851	0.04109	0.00737	0.2785	0.06613	0.0	0.05893	0.0	0.64703	0.06731	0.00191	0.0	0.02305	0.00421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.01088	0.0	0.0	0.0	0.03771	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.03951	0.00064	0.00297	0.0	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.01333	0.00355	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00717	0.0	0.0	0.0	2.49331	0.00038	0.0	0.23284	0.13321	0.0	0.38721	0.0	0.02121	0.06337	0.0	0.0991	0.0	0.01198	0.28104	0.0	0.0	0.0	0.0	0.26577	0.0	0.05008	0.0	0.0	0.20436	0.0	0.0	2.89611	0.08068	0.0	0.25499	0.14857	0.0	0.0	0.0	0.70833	0.0	0.59165	0.0	0.0	0.17275
s__Lawsonibacter_asaccharolyticus	0	0.01042	0.00077	0.01036	0.0145	0.0205	0.01882	0.01897	0.09187	0.0139	0.00466	0.0	0.0021	0.0	0.01844	0.00242	0.0	0.0	0.0677	0.0002	0.0691	0.0091	0.0	0.0007	0.0	0.02543	0.04978	0.00398	0.00661	0.0464	0.03031	0.00023	0.00501	0.0	0.00592	0.05549	0.21203	0.04327	0.01314	0.00309	0.11451	0.07123	0.04602	0.01192	0.06581	0.07114	0.16832	0.00729	0.00744	0.19952	0.00239	0.0	0.01229	0.0793	0.72064	0.01097	0.12349	0.11769	0.04299	0.04084	0.42957	0.10958	0.0	0.57765	0.05854	0.5234	0.14117	0.27356	0.07484	0.06479	0.04012	0.19507	0.03028	0.19155	0.0	0.51949	0.32618	0.06127	0.12072	0.0	0.83245	0.18287	0.01353	0.07359	0.01989	0.26806	0.04596	0.0765	0.00866	0.43527	0.2349	0.04514	0.0	0.0	0.01754	0.00314	0.15114	0.01887
s__Alistipes_shahii	0	0.00935	0.24443	0.08741	0.49891	0.10304	0.0	0.04128	0.0	0.0566	0.18689	0.08062	0.00811	0.0	0.02889	0.00525	0.14367	0.0	0.02113	0.00182	0.0	0.00904	0.0	0.07382	0.01656	0.0035	0.02364	0.0	0.11857	0.10554	0.24509	0.11863	0.0	0.0	0.06535	0.09855	0.0	0.05388	0.0	0.16356	0.11516	0.13127	0.27973	0.4372	0.1209	0.02525	0.01261	0.59985	0.0	0.17349	0.26787	0.0075	0.0	0.15538	0.09037	0.13393	0.0	1.07707	0.28851	0.82852	2.81773	0.22603	0.55759	1.75346	0.30572	0.59163	0.15938	1.18741	6.13793	2.73522	0.18096	0.80605	0.09288	1.12535	0.53752	0.5078	1.19603	0.90327	0.42217	0.0028	0.9182	0.00204	0.84376	0.0	0.75085	1.27432	1.80585	0.47243	0.3277	2.36641	0.93093	0.9639	3.62929	0.43697	0.60583	0.05064	0.64575	0.50866
s__Clostridium_citroniae	0	0.00917	0.0	0.0	0.00412	0.0	0.00015	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.01926	0.00207	0.0	0.0	0.00033	0.0	0.0	0.02362	0.0	0.0	0.0	0.0	0.0	0.0	0.01022	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.01862	0.0	0.01127	0.0	0.0	0.0	0.0	0.0	0.0	0.01112	0.01461	0.0	0.0	0.0	0.0	0.0	0.0	0.01357	0.01327	0.0	0.0	0.0	0.0	0.0	0.0	0.00719	0.03265	0.0	0.0	0.0	0.0	0.0329	0.0	0.00517	0.0	0.0	0.0	0.0202	0.0038	0.00511	0.00262	0.0	0.0	0.0	0.005	0.0	0.0	0.00056	0.0	0.01341	0.00726	0.0	0.14105	0.0	0.0	0.0	0.00336	0.0	0.0	0.00767	0.00023
s__Ruthenibacterium_lactatiformans	0	0.00858	0.02897	0.38343	0.01583	0.02836	0.03575	1.14509	0.10786	0.17366	0.03523	0.13737	0.00957	0.4418	0.04377	0.01192	0.08789	0.00244	1.38303	0.01289	0.06299	0.8746	0.0	0.13141	0.02274	0.00303	2.80581	0.77717	0.02859	0.04075	0.04264	0.02187	0.82362	0.00769	0.16587	0.09135	0.12395	0.36617	0.0	0.04585	0.08564	0.08422	0.08036	0.041	0.04924	0.10439	4.62058	0.20191	0.14041	0.27203	0.19213	0.30324	0.51392	0.04185	0.42467	0.01428	0.3474	0.21148	0.00421	0.94459	1.10833	0.14526	0.16856	0.85849	0.0785	0.2756	0.09475	0.02308	0.82634	0.10977	0.01834	0.47579	0.41884	0.63166	0.05897	2.29275	0.21501	0.0613	0.2833	0.02262	2.07876	0.10166	0.09071	0.07786	5.08946	0.06788	0.5182	0.13916	0.0121	0.28786	0.13502	0.0171	0.04277	0.00473	0.2521	0.00563	0.12253	0.02816
s__Streptococcus_parasanguinis	0	0.00808	0.13815	0.32162	0.11076	0.0907	0.01672	0.0095	0.0	0.01156	0.0	0.34288	0.02119	0.0	0.13218	0.00222	0.02678	0.08937	0.15826	0.00372	0.0004	0.0	0.01607	0.01206	0.19241	0.0015	0.05739	0.00991	0.0	0.0	0.00648	0.0497	0.00617	0.02852	0.00416	0.0	0.02451	0.00934	0.06244	0.0	0.00696	0.0	0.02875	0.07922	0.01041	0.0	0.82061	0.0	0.10531	0.13151	0.0	0.0	0.0	0.0	0.00266	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05424	0.0	0.0	0.0	0.00943	0.0	0.0	0.0	0.0	0.02291	0.0	0.00061	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.01383	0.0	0.00619	0.0	0.0	0.00158	0.0	0.0	0.16451	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.00723	0.13442	0.01045	0.0	0.0	0.02157	0.0	0.0	0.00419	0.00342	0.0055	0.0	0.0	0.00814	0.0	0.0	0.0	0.00416	0.0	0.0	0.0	0.00303	0.0	0.04315	0.0	0.0	0.03207	0.0	0.0	0.0	0.00556	0.01863	0.0	0.00795	0.0	0.0	0.02331	0.0	0.0	0.0	0.00686	0.0	0.07592	0.0	0.0	0.0	0.0	0.00349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01797	0.0	0.0	0.0	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02026	0.00844	0.0	0.0	0.00211	0.01465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.0	0.0	0.0	0.0	0.0	0.07689	0.0	0.0	0.0
s__Actinobaculum_sp_oral_taxon_183	0	0.00622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_colihominis	0	0.00593	0.00043	0.0	0.02341	0.00287	0.0	0.02421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01239	0.0	0.01916	0.00752	0.0	0.01427	0.0	0.0	0.0	0.0	0.00741	0.01151	0.0	0.01152	0.01352	0.0	0.0	0.0	0.0	0.00862	0.07926	0.0	0.0	0.01823	0.0	0.0087	0.0	0.14944	0.0	0.0	0.00025	0.01487	0.0	0.0	0.0195	0.07731	0.17827	0.0	0.0	0.00831	0.0	0.05482	0.01748	0.0	0.08122	0.06258	0.02838	0.0	0.11526	0.07829	0.04637	0.00941	0.00545	0.04977	0.01447	0.0	0.0	0.0	0.00704	0.0	0.00364	0.0	0.07535	0.0	0.00353	0.0	0.0	0.0	0.0	0.18031	0.0009
s__Adlercreutzia_equolifaciens	0	0.0048	0.12022	0.08146	0.08704	0.24747	0.11246	0.09697	0.03279	0.00399	0.00834	0.1187	0.0	0.00732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02199	0.0	0.0	0.00163	0.0	0.76152	0.03673	0.01505	0.00805	0.02986	0.02735	0.0351	0.0	0.04878	0.0	0.0	0.0	0.29929	0.0	0.03884	0.01263	0.0	0.0018	0.0	0.01112	0.12584	0.00085	0.00343	0.08047	0.01864	0.03571	0.01074	0.0	0.13575	0.0	0.02292	0.01558	0.00525	0.10388	0.00571	0.0	0.0	0.07091	0.0	0.0	0.0	0.0	0.01236	0.0	0.0	0.02133	0.0	0.20197	0.0	0.01137	0.0	0.00016	0.0	0.00872	0.15971	0.0	0.0	0.0	0.0	0.06696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00713	0.0
s__Bacteroides_galacturonicus	0	0.00477	0.19031	0.0	0.0	0.01452	0.0	0.0	0.01503	0.0	0.00153	0.0	0.20021	0.0	0.0	0.0	0.0365	0.0	0.06737	1.19826	0.0	0.0	0.01228	0.0	0.0	0.0	0.0	0.18531	0.0	0.0	0.01081	0.0	0.1537	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01148	0.0	0.00262	0.0186	0.0	0.0	0.20316	0.0	0.0	0.00463	0.0	0.0	0.0	0.0	0.02408	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00418	0.0	0.0	0.0	0.03509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00796
s__Butyricimonas_synergistica	0	0.00421	0.00556	0.0	0.03342	0.04321	0.0	0.0	0.0	0.02196	0.03391	0.00788	0.0	0.0	0.0	0.0	0.02786	0.00313	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.03746	0.00899	0.0	0.0	0.0	0.03664	0.0	0.07476	0.0	0.0	0.02048	0.0	0.17112	0.08626	0.23769	0.01372	0.00771	0.0	0.0	0.0	0.16754	0.0	0.00869	0.12987	0.0	0.0	0.06864	0.01437	0.0	0.10339	0.02177	0.0203	0.00476	0.00864	0.00829	0.0	0.0	0.14749	0.07618	0.0	0.20682	0.22048	0.0	0.0	0.01741	0.00266	0.0	0.0	0.0	0.00461	0.0	0.01784	0.0	0.0	0.00537	0.03715	0.01194	0.00379	0.1051	0.06904	0.19187	0.0	0.39209	0.0	0.02995	0.0	0.10948	0.0	0.0	0.04385	0.02235
s__Clostridium_lavalense	0	0.00415	0.0	0.0	0.00631	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.00195	0.01847	0.0	0.0	0.0	0.0	0.0	0.06632	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.02599	0.0	0.02091	0.0	0.0	0.02322	0.0	0.0	0.0	0.0	0.00318	0.0	0.00061	0.00963	0.01213	0.0	0.0	0.01054	0.0061	0.0	0.0	0.01051	0.0	0.0	0.00885	0.0	0.03239	0.00493	0.0	0.0	0.0	0.00212	0.0	0.0	0.0
s__Coprococcus_eutactus	0	0.00343	0.0	0.00248	12.52856	0.00108	2.70021	2.90308	0.0	13.54788	1.04181	1.58754	4.30532	0.0	3.41818	0.00098	2.3265	0.00078	2.77694	0.0	1.72311	0.004	0.0	0.00264	0.18619	0.32279	0.0	1.15041	5.38905	0.0	0.0	0.00155	1.15386	0.13938	0.0	0.03781	0.16442	0.0	1.95908	0.53839	0.0	5.52336	0.0	0.0	2.18291	0.04418	0.0	0.0	0.0	0.01853	0.02277	1.11277	5.99246	0.14816	0.17681	0.0	0.06954	0.00216	0.34232	0.12062	0.0	0.0	0.0	0.0	0.01049	0.0	0.19309	0.0	0.04374	0.03228	0.00401	0.25968	0.0132	0.60653	0.27648	0.03219	0.01098	0.0	0.00421	0.55588	0.0	0.06352	0.0985	0.0182	0.0	0.18571	1.57754	0.01835	0.0	0.0	0.63724	0.0	0.98723	0.12962	0.2276	0.0	0.0	0.0
s__Bacteroides_plebeius	0	0.00312	0.0	0.00548	0.00338	1.51345	3.76811	0.0	0.0	0.58331	0.74926	0.0	0.0	0.0	0.0	0.0	10.28357	0.04979	0.0	0.0	0.0	0.0	0.0	0.364	0.0	0.0	0.074	0.0	0.0	21.83045	0.07709	0.0	0.0	0.0	0.49977	0.0	0.0	3.52783	0.0	0.0	0.0	0.0	0.27412	0.0	3.96873	0.42655	0.0	0.0	0.0	2.50122	0.02247	0.0	0.00704	9.73154	0.00104	0.01035	0.0	0.44682	0.0	0.64946	0.94883	2.79952	0.0	0.0	0.0	0.0	0.0	0.0	6.28958	4.34571	0.65434	2.6474	0.64004	0.00477	0.00899	0.03297	0.07544	0.0	1.9451	0.0	0.0	0.0	0.0	1.31004	0.0	0.0	0.0	0.0	0.00369	34.2061	2.62271	0.00307	3.43927	0.00041	0.00356	0.02827	0.0044	0.0034
s__Clostridium_leptum	0	0.00309	0.00331	0.00175	0.01147	0.03022	0.00483	0.02197	0.00792	0.01672	0.00638	0.0	0.0	0.00056	0.00501	0.0	0.03074	0.0	0.0405	0.0	0.00715	0.00231	0.0	0.00931	0.0	0.00111	0.01658	0.01241	0.0018	0.00617	0.02024	0.012	0.01097	0.0	0.06333	0.00491	0.0003	0.0	0.0	0.0	0.009	0.03104	0.01337	0.9685	0.01923	0.0	0.27688	0.32613	0.0	0.00191	0.00512	0.01103	0.03408	0.00979	0.00434	0.0	0.03254	0.00109	0.00431	0.0055	0.02194	0.0	0.0	0.00643	0.0	0.01124	0.02146	0.01012	0.00777	0.0	0.0	0.03701	0.0	0.0	0.0	0.00327	0.01773	0.00186	0.0212	0.0	0.0	0.00078	0.06466	0.0	0.0	0.00483	0.00364	0.00105	0.0	0.0	0.02638	0.00078	0.0	0.0	0.0036	0.0	0.0018	0.0
s__Gemella_sanguinis	0	0.00256	0.0	0.01927	0.0	0.0	0.01548	0.0	0.0	0.0	0.0	0.00874	0.0	0.0	0.03489	0.0	0.0	0.0621	0.0	0.00649	0.0	0.0	0.00187	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavonifractor_plautii	0	0.00229	0.00885	0.01479	0.00056	0.0	0.00813	0.06523	0.05322	0.00343	0.0066	0.0	0.05716	0.0	0.00949	0.03433	0.00108	0.0072	0.02887	0.03015	0.02092	0.00266	0.39227	0.0	0.0	0.00049	0.22594	0.00259	0.0	0.04623	0.00819	0.0062	0.00278	0.0	0.0	0.0	0.18391	0.26174	0.23347	0.0	0.36324	0.05879	0.00384	0.00581	0.02502	0.0	0.09336	0.04138	0.06776	0.0	0.0	0.0	0.00277	0.0034	0.85678	0.36232	0.04133	0.03716	0.01851	0.02909	0.54444	0.10487	0.01163	0.85644	0.21013	0.18955	0.13383	1.16127	0.2074	0.0	0.0	0.34965	0.01539	0.12458	0.0	2.09645	0.31176	0.27299	0.27816	0.01963	0.6181	0.21418	0.01572	0.02061	0.07159	0.16732	0.21888	0.09553	0.00405	0.65627	0.00557	0.04942	0.0	0.00178	0.07137	0.0	0.24127	0.0046
s__Enterococcus_faecium	0	0.00227	0.0	0.0046	0.00499	0.0578	0.54555	0.00407	0.0	0.0	0.0	0.01092	0.00768	0.0	0.0	0.0	0.00163	16.87185	0.0	0.0	0.0	0.0	0.03483	0.0	0.0	0.0	0.0	0.02694	0.1029	0.0	0.0	0.0	0.02765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.05074	0.0	0.0	0.0	0.02718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Olsenella_scatoligenes	0	0.00153	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.00062	0.00127	0.0	0.00469	0.0	0.18095	0.0	0.0	0.0482	0.00185	0.0	0.01478	0.10094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21604	0.0	0.00734	0.0	1.37847	0.03631	0.0	0.0	0.0	0.0	0.06537	0.0	0.0	0.0	0.04035	0.0	0.0	1.71942	0.15749	0.0	0.03231	0.04341	0.98817	0.0	0.0	0.19157	0.00203	0.00637	0.0	0.02115	0.10192	0.0	0.0	0.0	0.00125	0.0012	0.0	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.18999	0.0	0.0	0.00461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09626	0.0	0.68343	0.0	0.00911	0.0	0.0	0.0
s__Eisenbergiella_tayi	0	0.0015	0.0	0.01996	0.01245	0.0048	0.0	0.0	0.00757	0.00677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.02513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04161	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173	0.02393	0.0	0.0	0.01707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02842	0.0	0.0	0.0	0.0	0.05106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
