clade_name	NCBI_tax_id	DHAK_C10_M	DHAK_C13_M	DHAK_C14_M	DHAK_C15_M	DHAK_C16_M	DHAK_C18_M	DHAK_C19_M	DHAK_C2_M	DHAK_C22_M	DHAK_C23_M	DHAK_C24_M	DHAK_C25_M	DHAK_C3_M	DHAK_C4_M	DHAK_C5_M	DHAK_C6_M	DHAK_C7_M	DHAK_C9_M	DHAK_HA	DHAK_HAA	DHAK_HAB	DHAK_HAC	DHAK_HAD	DHAK_HAE	DHAK_HAF	DHAK_HAG	DHAK_HAH	DHAK_HAI	DHAK_HAJ	DHAK_HAK	DHAK_HAL	DHAK_HAM	DHAK_HAN	DHAK_HAO	DHAK_HAP	DHAK_HAR	DHAK_HAT	DHAK_HAU	DHAK_HAV	DHAK_HAX	DHAK_HAZ	DHAK_HB	DHAK_HBA	DHAK_HBB	DHAK_HBC	DHAK_HBD	DHAK_HBE	DHAK_HBF	DHAK_HBG	DHAK_HBH	DHAK_HBI	DHAK_HBJ	DHAK_HBK	DHAK_HBL	DHAK_HBM	DHAK_HBR	DHAK_HBV	DHAK_HBW	DHAK_HBY	DHAK_HBZ	DHAK_HC	DHAK_HCA	DHAK_HCB	DHAK_HCD	DHAK_HCF	DHAK_HCH	DHAK_HCI	DHAK_HCJ	DHAK_HCK	DHAK_HCL	DHAK_HCM	DHAK_HCN	DHAK_HCO	DHAK_HCP	DHAK_HCQ	DHAK_HCR	DHAK_HCS	DHAK_HCT	DHAK_HCU	DHAK_HCV	DHAK_HCW	DHAK_HCY	DHAK_HCZ	DHAK_HD	DHAK_HDA	DHAK_HDB	DHAK_HDC	DHAK_HDD	DHAK_HDE	DHAK_HDF	DHAK_HE	DHAK_HF	DHAK_HG	DHAK_HI	DHAK_HJ	DHAK_HK	DHAK_HL	DHAK_HM	DHAK_HN	DHAK_HO	DHAK_HP	DHAK_HQ	DHAK_HR	DHAK_HS	DHAK_HT	DHAK_HU	DHAK_HV	DHAK_HW	DHAK_HY	DHAK_HZ
s__Bacteroides_stercoris	0	0.02271	4.06435	0.00964	0.0	0.0	3.82714	0.0	0.38116	0.0	0.0	0.0	0.0	0.06856	0.0	0.0	1.7529	0.0	0.0	0.0	0.0	0.0	8.42506	0.0	0.0	0.0	0.1845	0.0	0.0	20.33553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.08155	0.13109	0.0	4.07364	0.0	0.0	0.38158	0.0	0.0	0.0	0.0	0.0	0.0	0.10432	0.0	0.85421	0.17848	0.0	0.89502	0.0	0.0	0.00882	1.10921	0.0	0.0	0.0	0.02855	0.0	0.0	0.0	5.67145	0.0	0.0	0.0	0.00892	0.0	1.21898	0.28923	0.0	0.0172	0.0	0.0	0.0	0.0	0.0	0.0	0.80152	0.0	3.20217	0.0	0.0	2.13698	1.3609	0.0	0.0	0.0	0.0	0.65745	0.00798	0.0	0.04717	0.02058	0.0	0.0	0.0	0.0
s__Ruminococcus_bromii	0	0.0	16.42276	0.35172	0.17887	0.0	0.0	0.15388	0.0	0.0	3.22627	0.71534	4.68331	0.27382	0.96073	1.92015	2.22559	13.21404	0.3262	0.0	0.14074	0.0	0.26274	0.98964	1.02291	0.26422	0.48022	0.0	0.12528	2.09178	0.22259	0.01013	9.2527	0.03898	0.0	0.0	0.0	0.0	4.54156	1.62636	14.39008	0.0	2.03966	0.0	0.16265	0.4688	0.0	0.00261	0.0	2.89422	0.0	0.48937	15.04042	24.79707	0.0	0.0	0.00746	4.01568	0.22022	0.53325	0.37788	0.0	0.0	0.32886	0.0	2.31112	0.31107	4.13917	0.0	0.0	0.0	0.0	2.69534	0.14918	0.0	0.0	0.0	0.0	0.12619	0.0	0.19897	3.55951	0.0	29.40024	0.0	1.49062	0.05752	1.30172	2.98725	2.60149	0.5764	0.0	0.0	0.0	0.19395	0.0	0.05143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75432	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_eutactus	0	0.0	5.39551	0.35146	0.0	0.12263	0.0	0.0	0.01879	0.0	0.0	0.0	0.0	0.50114	1.3727	0.0	0.0	0.0	0.00568	0.0231	0.0	0.0	0.0	0.0	0.0	0.32054	0.40224	0.20437	0.0	0.0	0.0	0.11506	0.0	0.0	0.0	0.2237	0.0	0.40881	2.2034	0.0	0.17775	0.0	0.02744	0.0	0.01721	2.07653	0.0	0.0	0.00991	0.0	0.0	0.0	0.0	5.2466	0.0	0.0	0.35923	0.0	2.11562	0.0	0.0	0.0	0.0	0.0	0.0	0.7977	0.0	0.0	0.0	0.00601	0.01848	0.0	0.95734	0.0	0.0	0.00587	0.0	0.0	0.0	0.0	0.0	0.06925	0.88458	0.0	0.0246	0.0	0.51277	0.6128	0.0	0.0	0.0	0.0047	0.0	0.0	0.41368	0.0	0.0	0.24415	0.0	0.0	0.0	0.06954	0.0	0.34239	0.0	0.00576	0.28639	0.0	0.0	0.0	0.0
s__Bacteroides_plebeius	0	0.0	5.12126	0.0	7.47176	0.0	4.3495	5.47516	0.15308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08157	0.0	3.41698	0.0	38.76112	0.0	10.31437	3.78658	0.0	0.0	0.00466	0.0	0.0	0.0	3.19209	0.0	0.0	1.5315	0.0	0.0	0.0	0.0	0.0	0.0	0.30152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.04419	0.0	0.21437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39983	0.74412	0.0	7.69871	0.0	0.0	27.0822	0.0	4.22057	0.0	1.29493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06575	0.0	0.17337	1.51939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19756	0.0	13.56551	2.00397	1.94075	44.93697	4.18336	0.0	0.79678	0.0	0.0	4.32889	6.02787	0.0	5.41849	0.86553	0.0	0.0	0.0	0.0
s__Roseburia_hominis	0	0.0	2.15709	0.31547	0.65229	0.0	0.0	0.0	0.13237	0.0	0.21378	0.59804	0.28241	0.06149	0.06672	0.07111	2.61512	0.7708	0.31596	0.0	0.0	4.22292	0.0	1.29435	0.0	0.24228	0.0	0.0	0.04632	0.0	0.0	0.0	0.0	0.0763	0.0	0.0	0.0	0.0	0.67548	0.0	0.17344	0.0	0.06672	0.0	0.22034	0.0	0.0	0.0	0.0	6.72996	0.0	0.0	0.0	0.0	0.0	0.0	0.08257	0.0965	7.85696	0.01354	0.51277	0.0	0.0	0.64814	0.0	0.02829	0.0	5.17266	1.92976	0.95195	0.0	0.21297	0.0263	0.0	0.19454	0.57117	2.06063	0.37349	0.0	0.0	0.0	1.14052	0.0	0.0	0.0	0.0	0.10589	0.0	0.0	0.01133	0.01788	0.02053	0.0	0.12852	0.0	0.0	0.0	0.07137	0.0	0.26746	0.0	0.13245	0.0	0.0	0.0	0.40293	0.10392	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	1.39849	0.0788	0.53962	0.45487	0.0	0.0	0.0	0.0	0.5145	0.0	0.3578	0.52104	2.36943	0.0	0.02663	0.0	0.45443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.02423	0.02387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13573	0.0	0.0	0.0	0.0	0.0	0.0	0.18177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17737	0.0	0.0	0.01055	0.0	0.0	0.0	0.0	0.0	0.44485	0.0	0.0	0.0	0.0
s__Roseburia_inulinivorans	0	0.0	1.34719	2.52385	0.26455	0.33184	3.92803	3.95073	0.17332	3.31255	0.93361	3.26307	1.31366	0.92961	1.71989	15.1606	2.27253	2.08699	4.58452	0.07587	0.01063	0.68056	0.35613	1.07516	0.18867	0.07392	0.0	0.00684	2.03174	8.03141	1.35459	2.67238	0.0	2.03955	0.31744	0.0	0.46468	0.51622	28.02472	0.04521	0.21167	0.06657	0.51277	0.28661	0.09811	1.1779	5.81469	0.0	6.66222	1.44506	11.2141	0.21539	6.49264	2.12558	0.14453	0.0	0.02983	0.16963	2.0273	0.0	0.33076	2.3443	4.89947	0.36753	0.93631	0.38087	0.10087	0.0	4.33569	0.1597	0.17187	0.48645	0.48269	0.10762	2.70339	0.94826	4.1838	0.05779	0.0	0.0	0.13595	0.72034	0.18776	1.67978	0.2124	0.54961	0.02729	0.0	0.21184	2.95897	0.0166	0.38971	0.12625	0.48604	0.0	1.06859	0.0	3.29617	0.0	0.02292	0.08814	0.0	0.14881	0.27981	0.54365	0.61316	0.51811	0.0	0.0	0.0	0.0
s__Bacteroides_salyersiae	0	0.0	1.34634	0.0	0.0	0.0	0.0	0.0	1.60017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07243	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0	0.0	1.1938	0.0	0.36488	0.00628	5.73893	0.0	2.13855	7.4436	3.17995	2.47243	5.12607	0.44709	1.93404	0.0	3.41408	0.08782	1.82707	0.0	0.02605	0.0	2.85244	0.0	16.40242	0.0	0.13353	0.11618	0.0	1.4021	0.0	0.0	0.16611	3.8565	0.1301	0.0	0.0	0.0	0.0	0.0	1.35231	0.19387	0.0	0.0	0.0	2.4665	4.18941	1.99776	0.0	0.0	0.0	1.92279	0.0	0.03979	0.0	1.63676	0.36338	3.01937	0.07157	3.32037	0.50396	0.54214	0.17989	0.49667	0.85211	2.10898	0.0	0.34832	0.17467	0.06159	0.0	0.0	1.80236	0.01481	4.93052	1.12275	0.18762	0.0	0.0	0.0	0.0297	0.02713	1.43209	1.51259	0.13854	0.04307	0.43266	0.27107	0.0	14.30709	3.30893	0.43542	0.0	1.07186	0.0	0.0	1.25586	4.27607	0.0	0.06913	0.0	0.0	0.5493	3.43255	0.00508	0.0	3.40298	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	1.04205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04452	0.0	0.21303	0.74751	0.0	0.0	0.03231	0.02324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0249	0.0	0.0	0.0	0.0	0.0	0.38436	0.0	0.02641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03187	0.0	0.0	0.0864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27811	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.58193	0.16025	0.14719	0.02216	0.0	0.0	3.65417	0.0	0.25528	0.12616	0.5712	0.0	0.0	0.0	3.75006	0.0	0.0	0.0	0.0	0.0	1.79389	0.0	0.36947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10955	0.0	0.0	0.0	0.0	0.0	5.94222	0.0	0.10122	0.0	0.0	0.0	0.0	0.0	0.05236	0.0	1.00299	0.37945	0.0	7.39729	0.04639	0.0	0.0	0.0	0.0	0.0	12.57656	0.05914	1.25113	0.0	47.7246	1.37827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02395	3.32789	2.68112	0.0	0.0	0.0	0.0	0.03351	0.0	0.0	0.0	0.0	0.02734	0.0	0.0	0.0	0.31446	0.05841	0.05871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0	0.21301	0.0	0.0	0.0	0.14742	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.0	0.32474	0.19684	0.0	0.02791	0.0	0.08999	0.01056	0.0	0.02093	0.0	0.02777	0.05261	0.0	0.58169	0.04083	0.0	0.02743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01251	0.0	0.0	0.0	0.0	0.0	0.02832	0.01587	0.12748	0.0	0.0	0.03284	1.30049	1.39722	0.0	0.0	0.0	0.0	0.07133	0.1841	0.0	0.0	0.00548	0.00806	0.02261	0.6662	0.0	0.085	0.00482	0.0	0.04953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05665	0.13891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11239	0.0	0.0	0.0	0.0	0.11496	0.14978	0.35215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09792	0.0139	0.0	0.0	0.00469	0.0	0.0	0.0	0.04605	0.0	1.63335	0.0	0.06312	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0	0.26372	0.0	0.0	0.00964	0.0	0.0	2.63455	0.0	0.0	0.01164	0.0	0.0	0.0	0.0	1.06789	0.0	0.10269	0.0	0.01837	0.18906	0.55266	0.20515	0.0	0.17017	0.05704	0.0	0.0	0.0	0.02167	0.0	0.0	0.3546	0.0	0.04307	0.0	0.0	0.0	0.70817	0.0	0.0	0.0	0.0	0.04399	0.0	0.0567	0.0	0.0	0.05924	0.0	0.0	0.0	0.02951	0.0	0.0	0.03318	0.18499	0.0	0.0	0.17143	0.10683	2.22073	0.18397	0.00707	1.33665	0.0	0.04741	0.29012	1.30649	0.0	0.0	1.236	0.09352	0.88217	1.02316	0.24079	0.21584	0.0	0.00442	0.07781	0.0	0.0341	5.91156	0.0	1.43459	0.0	0.12997	0.0	0.94256	0.0	0.67197	0.06551	0.56757	0.00195	0.0	0.18398	0.89435	0.0	0.0	0.0	0.01134	0.0	0.39665	0.01215	0.0	1.78384	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_110	0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58766	0.0	0.0	0.0	0.0	0.05806	0.0	0.01697	0.0	0.0	0.0	0.0	0.0	0.0	0.20402	0.00595	0.09372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09442	0.0	0.0	0.0	0.0	0.0	0.45404	0.11441	0.03332	0.0	0.0	0.0	0.11814	0.0	0.0	0.03038	0.003	0.0	0.0	0.0	0.01958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04154	0.0	0.02857	0.0	0.00428	0.0	0.0	0.0	0.0
s__Megamonas_funiformis	0	0.0	0.16286	0.0	0.0	0.24838	1.48587	0.0	0.49374	0.0	0.0	0.1887	0.0	0.0	0.0	0.25234	0.0	0.0	0.20015	0.0	0.06631	0.0	0.11621	0.0	0.0	0.05384	0.0	0.20414	0.48931	0.0	0.0	0.0	0.0	0.0	0.15466	0.07869	0.26655	0.0	0.0	0.72628	0.0	0.08916	0.06757	0.0	0.0	0.0	0.08844	0.10714	0.0	0.0	0.0	0.0	0.03006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29038	0.0	0.0	0.0	0.0	0.0	0.15816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03666	0.0	0.0	0.0	0.0953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17491	0.0383	0.4155	0.63009	0.70542	0.0	0.25667	0.0	0.0	0.07917	0.0	0.05203	1.63396	0.0	0.0	0.0	0.0	0.0	0.0	0.10621
s__Alistipes_onderdonkii	0	0.0	0.07842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.06498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09812	0.0	0.08791	0.0	0.0	0.04261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03674	0.0	0.0	0.0	0.0	0.0	0.01788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13261	0.0	0.0	0.0	0.2184	0.16989	0.0	0.13176	0.0	0.05878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23685	0.58633	0.0	0.0
s__Coprococcus_comes	0	0.0	0.05636	0.0	0.0	0.03228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16828	0.22999	0.0	0.03181	0.01281	0.08092	0.0	0.0	0.0	0.0	1.319	0.0	0.00317	0.0	0.0	0.04781	0.02376	0.34473	0.52624	0.0	0.14775	0.27083	0.04671	0.0	0.11828	0.69494	1.19337	0.22042	0.0	1.41639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13732	0.0	0.0	0.0	0.0	0.0	0.0	0.03709	0.0	0.0	0.01322	0.2804	0.1391	0.81747	0.25943	0.05556	0.0	0.08027	0.37445	0.01209	0.0	0.0	0.15743	0.0	0.00892	0.0	0.04259	0.12906	0.13603	0.12298	0.12988	0.0	0.0	0.0	0.0	0.0	0.0	0.09236	0.01352	0.0	0.0	0.21152	0.0	0.13572	0.0	0.0	0.04102	0.07106	0.0339	0.0	0.0	0.02912	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.05095	0.0	0.0	0.0	0.0	0.02097	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0	0.0	0.0	0.75195	0.15077	0.0	0.0	0.0	0.0	0.0	0.02669	0.0	0.0	0.06599	0.0	0.0	0.1823	0.0	0.0	0.0	0.0	0.36426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07712	0.01891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07391	0.0	0.0	0.0
s__Ruminococcus_bicirculans	0	0.0	0.02597	0.0	0.0	0.0	0.0	0.0	0.7977	0.0	0.0	0.0	0.0	0.0	0.0	0.44636	0.57096	0.0	0.0	0.0	0.04754	0.0	0.0	0.0	0.17238	0.0	0.0	0.01765	0.0	0.0	0.00342	0.90413	0.0	0.17207	0.0	0.0	0.0	0.0	0.15211	0.0	0.0	0.0	0.0	0.0	0.0	0.206	0.01413	0.0	9.81901	0.0	0.0	0.79893	0.03496	0.75648	0.0	0.0	0.13797	2.97032	0.0	0.0	0.0	0.0	0.0	0.0	0.03272	0.0	0.0	0.03296	0.08076	0.0	0.0	0.0	0.0	0.0	0.0	2.0714	0.06955	0.0	0.0	0.0	0.0	0.0	0.0	1.39611	0.0	0.0	0.14991	0.22819	0.0	0.0	0.0	0.29051	0.0	0.0	0.1223	0.0	0.11567	0.0	0.0	0.0	0.0	0.0	0.02336	0.0	0.0	0.04376	0.08021	0.0	0.0	0.0	0.0
s__Prevotella_stercorea	0	0.0	0.0	8.48694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30061	0.0	0.34639	0.0	12.9566	0.0	0.13378	0.0	0.0	0.0	0.0	6.47252	4.18493	4.47672	0.0	11.69464	0.0	6.7354	0.0	0.0	0.0	0.0	0.0	0.0	4.51157	0.0324	7.76021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10986	0.31618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	2.93964	0.0	0.0	0.63187	0.29119	0.0	0.12858	0.0	0.0	0.0	0.0	5.10471	0.0	20.52979	0.0	16.69793	0.0	0.0	18.10819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69593	0.0	0.0	0.0	0.0	0.48	0.0	9.28069	0.2144	2.0953	0.0	6.04599	0.98348	0.0	0.0	0.01172	0.0	0.0	2.97039
s__Lachnospira_pectinoschiza	0	0.0	0.0	0.55011	0.0	0.0	2.44509	13.6763	0.0	0.0	0.74222	2.97592	1.19301	0.0	0.0	0.0	0.0	0.49977	0.71003	0.0	0.21908	0.0	0.64728	0.90975	0.0	0.07828	0.04542	0.0	0.0	0.0	0.0	1.04583	0.0	0.0	0.39185	0.03337	0.5934	1.85656	0.01538	0.0	0.04398	0.41252	0.0	0.00376	0.0	0.00219	0.06507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24224	0.0	0.0	0.0	0.01282	0.0	0.0	0.0	0.0	0.0	1.33946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01599	0.0	0.8614	0.0	0.0	0.0	0.0	0.0	0.0	0.08341	0.24714	0.0	0.0	3.6598	0.0	2.00894	43.36252	0.00175	0.0	0.0	0.01371	0.0	0.08756	0.0	0.76062	0.0	0.0	1.66146	0.0
s__Bifidobacterium_ruminantium	0	0.0	0.0	0.27216	0.0	0.0	0.0	0.0	0.64899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67875	0.0	0.0885	0.48209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69241	0.75075	0.0	0.0	0.0	0.119	0.0	0.36568	0.0	0.0	0.0	0.0	0.0	0.0	0.44776	0.0	0.0	0.0	0.0	0.51783	2.03959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11884	0.0	0.01148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.0	0.19295	0.0	0.0	0.0	0.03337	0.0	0.11297	0.00398	0.0	0.07132	0.03648	0.0	0.00447	0.0	0.0	0.14758	0.0	0.0	0.0	0.0	0.0	0.01285	0.0	0.0	0.00526	0.0	0.0	0.0	0.0	0.22452	0.08391	0.1152	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04544	0.0	0.13466	0.0	0.07708	0.0	0.0	0.0923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78772	0.0	0.0	0.0	0.01373	0.65492	0.0	0.08333	0.0	0.03475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37381	0.85311	0.0	0.0
s__Anaerobiospirillum_thomasii	0	0.0	0.0	0.14899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05109	0.33673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05292	0.0	0.04058	0.0	0.0	0.0	0.0
s__Ruminococcus_torques	0	0.0	0.0	0.08191	0.20075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01768	0.13064	0.0	0.0	0.01858	0.14703	0.0	0.16722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.4691	0.14718	0.00707	0.23904	0.13794	0.0125	0.0	0.01201	0.43472	0.15542	0.0	0.23092	0.0	0.0	0.0	0.15325	0.0	0.0	0.0	0.0	0.0	0.0	0.06095	0.06221	0.08459	0.0	0.69589	0.0	0.0	0.0	0.01072	0.0	0.0	0.02993	0.3759	0.0	0.0	0.0	0.0	0.0	0.0	0.28434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24998	0.0	0.90156	0.0	0.0	0.0	0.08052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03262	0.0	0.0	0.0	0.09187	0.0	0.0	0.0	0.0	0.00713	0.0	0.20587	0.0	0.0	0.0	0.0
