clade_name	NCBI_tax_id	DHAK_C10_M	DHAK_C13_M	DHAK_C14_M	DHAK_C15_M	DHAK_C16_M	DHAK_C18_M	DHAK_C19_M	DHAK_C2_M	DHAK_C22_M	DHAK_C23_M	DHAK_C24_M	DHAK_C25_M	DHAK_C3_M	DHAK_C4_M	DHAK_C5_M	DHAK_C6_M	DHAK_C7_M	DHAK_C9_M	DHAK_HA	DHAK_HAA	DHAK_HAB	DHAK_HAC	DHAK_HAD	DHAK_HAE	DHAK_HAF	DHAK_HAG	DHAK_HAH	DHAK_HAI	DHAK_HAJ	DHAK_HAK	DHAK_HAL	DHAK_HAM	DHAK_HAN	DHAK_HAO	DHAK_HAP	DHAK_HAR	DHAK_HAT	DHAK_HAU	DHAK_HAV	DHAK_HAX	DHAK_HAZ	DHAK_HB	DHAK_HBA	DHAK_HBB	DHAK_HBC	DHAK_HBD	DHAK_HBE	DHAK_HBF	DHAK_HBG	DHAK_HBH	DHAK_HBI	DHAK_HBJ	DHAK_HBK	DHAK_HBL	DHAK_HBM	DHAK_HBR	DHAK_HBV	DHAK_HBW	DHAK_HBY	DHAK_HBZ	DHAK_HC	DHAK_HCA	DHAK_HCB	DHAK_HCD	DHAK_HCF	DHAK_HCH	DHAK_HCI	DHAK_HCJ	DHAK_HCK	DHAK_HCL	DHAK_HCM	DHAK_HCN	DHAK_HCO	DHAK_HCP	DHAK_HCQ	DHAK_HCR	DHAK_HCS	DHAK_HCT	DHAK_HCU	DHAK_HCV	DHAK_HCW	DHAK_HCY	DHAK_HCZ	DHAK_HD	DHAK_HDA	DHAK_HDB	DHAK_HDC	DHAK_HDD	DHAK_HDE	DHAK_HDF	DHAK_HE	DHAK_HF	DHAK_HG	DHAK_HI	DHAK_HJ	DHAK_HK	DHAK_HL	DHAK_HM	DHAK_HN	DHAK_HO	DHAK_HP	DHAK_HQ	DHAK_HR	DHAK_HS	DHAK_HT	DHAK_HU	DHAK_HV	DHAK_HW	DHAK_HY	DHAK_HZ
s__Clostridium_sp_CAG_411	0	0.52544	0.0	0.18232	1.42963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_merdae	0	0.49528	0.0	0.0	0.41228	0.0	1.64011	0.04514	1.27197	0.0	0.85166	0.0	1.09125	0.01096	0.0	0.0	0.15085	0.0	1.0937	0.1019	0.49525	0.27048	1.27714	0.0	0.0	0.0	0.09896	0.00598	0.01066	1.25389	0.11957	0.0466	0.0	3.68476	0.41398	0.07358	0.0	0.1764	0.09436	0.0	0.02029	0.0	0.45563	0.0	0.0	0.88116	0.0	0.0	0.0	0.0	0.0	0.0	1.00493	0.15606	0.00535	0.0	0.1664	0.0	1.17992	0.0	0.88525	0.03252	0.14485	0.87373	0.0	0.0	0.0	3.0755	0.0	0.0	0.0	0.0	0.0	0.0	1.0255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05434	0.76779	0.0175	0.0	0.18783	0.0	0.0	0.0	0.0	0.57902	0.42749	0.70613	1.81137	0.0	1.09476	1.82915	0.0	0.0	0.0	0.0	0.07962	0.26888	0.01534	0.13493	0.2816	0.23571	0.0	0.0	0.0
s__Roseburia_faecis	0	0.4859	3.84112	0.29583	0.0786	0.23269	0.89565	2.08404	0.48612	0.0	2.07396	11.45632	1.72986	5.03613	18.80712	1.22427	2.27195	0.21598	0.69759	1.11362	1.22569	3.49411	0.53809	0.86099	0.38666	0.16993	0.32567	0.22592	0.17828	1.44676	1.35301	3.88767	0.676	10.84295	0.0	0.53122	0.26693	0.39952	3.66099	0.42425	3.13846	0.47349	4.18911	0.04604	0.56387	2.19726	3.52008	0.0	3.98166	3.45639	0.0	1.43455	0.46662	1.51552	1.31824	2.26756	2.21518	12.3577	0.32238	0.00839	0.25614	1.32534	0.00903	0.18827	0.13587	3.57952	0.48214	2.48732	0.87657	1.22086	2.51703	3.21093	3.66468	0.14384	0.0	2.88268	0.89691	0.0	0.9567	0.0	0.1409	2.70095	0.0	0.22177	0.32585	3.09845	2.04118	1.30538	1.36539	2.72463	0.03205	0.49424	0.0346	1.235	0.0	0.0	1.48878	0.19646	0.0	0.07943	0.18287	14.32672	0.06775	0.20676	0.30681	2.97066	0.18889	0.0	0.0	0.0	0.94882
s__Parabacteroides_distasonis	0	0.44647	0.69091	0.02069	0.0	0.01379	0.0	0.0	1.54623	3.23167	0.37271	0.72108	0.47752	0.08865	0.4393	0.0	0.42466	0.28635	0.60708	0.01113	0.0449	0.0	0.51011	0.0	3.68463	0.25098	0.08971	0.03029	0.0	3.02973	0.06625	0.0	0.69217	0.54544	0.4466	0.0	0.0	0.0	0.0	0.0	0.07431	0.0	0.05408	0.0	0.0	0.01913	0.02424	0.3382	0.73277	0.40651	1.86066	1.63732	0.10468	0.0236	0.0	1.53244	0.01159	0.17444	0.0	0.37398	0.7781	0.17127	0.04903	0.73024	0.29074	0.40161	0.0	0.60262	0.0	2.02492	0.0	0.13059	0.42186	0.0	1.30711	0.65002	0.0	0.0	0.0	0.04645	0.0	0.26406	0.21305	0.12846	0.01913	0.0	0.06723	0.0	0.05652	0.48829	0.50981	0.4841	0.0	0.1925	2.84866	0.0	0.24404	0.6042	0.0	0.0	0.0	0.0	0.15372	0.06153	0.0	0.12173	0.50864	0.39061	0.0	0.62168	0.0
s__Bacteroides_thetaiotaomicron	0	0.27706	0.34351	0.0	0.27632	0.0	0.445	0.0206	0.28972	1.35408	0.13765	1.20808	0.24038	0.00673	0.10826	0.0	0.26493	0.0	1.60368	0.0	0.09076	0.0	0.44862	0.0	4.54886	0.0791	0.0	0.02548	0.00221	0.09126	0.0	0.0	0.24314	0.49879	0.0	0.0	0.0	0.0	0.03812	0.0	0.57641	0.0	0.0	0.0	0.0	0.25257	0.05302	0.84496	1.60606	1.04065	4.44734	3.86039	0.18458	0.00818	0.0	2.9154	0.04547	1.12303	0.0	0.35594	0.31767	0.07098	0.09487	0.23669	0.43221	0.16237	0.0	0.30151	0.0	0.18209	0.0	0.0	0.11338	0.0	0.12344	0.05011	0.0	0.0	0.0	0.00955	0.0	0.02437	0.2845	0.06257	0.0	0.0	0.02439	0.16843	0.0	0.70328	0.39615	0.55898	0.0	0.11229	4.54848	0.0	0.11604	1.32808	0.0	0.0	0.0	0.0	0.06047	0.00926	0.0	0.02565	0.40249	0.0	0.0	2.00961	0.0
s__Bacteroides_vulgatus	0	0.26365	3.90302	0.0685	0.38403	0.00974	5.03512	2.13101	2.34688	45.11819	0.0	7.82696	0.0	0.03132	0.0	0.0	0.51415	0.10736	4.4023	0.01922	1.70867	0.0	8.04231	0.0	15.10943	1.97057	1.46858	0.17954	0.88048	20.99067	0.0	0.0	1.50875	34.2484	0.04376	0.1086	0.0	0.0	0.35039	0.2102	0.56743	0.12883	0.15259	0.0	0.0	0.63587	6.44555	0.0	0.0	0.00837	21.14545	7.32963	4.05083	2.75948	0.0	13.60116	5.109	0.0	0.0	0.0	8.92123	0.56221	0.02283	8.94689	10.60006	3.51075	0.1683	3.41735	4.36324	0.02762	0.0	0.06808	3.54074	0.0	33.26705	1.63707	5.20296	0.0	0.0	0.0	0.0	0.3502	6.20418	5.69339	0.11371	0.0	4.91874	0.0	48.86796	3.65831	0.0	1.28675	0.7088	2.30342	6.20302	0.05959	5.34705	10.03138	0.0	0.0	0.0	0.0	0.10896	1.81346	0.69346	1.55567	1.27674	0.0	0.0	10.40279	0.0
s__Dorea_longicatena	0	0.25145	0.61898	0.0918	0.00535	0.13553	0.0	0.0	0.085	0.0	0.0	0.07816	0.0	0.03646	0.27332	0.0	0.1282	1.50944	0.17696	0.0	0.0	1.29019	0.0	0.47639	0.0	0.0	0.0	0.30262	0.15386	0.02311	0.23074	1.67577	0.07492	7.18985	0.0	0.27141	0.0	0.16492	0.00734	2.42243	2.72444	0.12337	0.14289	0.0	0.0	0.0	0.05963	0.0	0.0	0.0	0.52833	0.0	0.05938	0.22849	0.37258	0.0	0.08277	0.03979	0.27229	0.02969	0.17856	0.13644	0.0	0.17715	0.10304	0.7019	0.37225	0.0	0.84071	0.0	0.03186	0.0	0.94156	0.0	0.0	0.0	0.86743	0.0	0.0	0.0	0.0	0.29243	0.0	1.81251	0.0	0.0	0.13705	0.16387	0.0	0.2995	0.03341	0.0	0.0	0.0	0.0	0.0	0.05136	0.15317	0.5869	0.23187	0.13623	0.64551	0.02375	0.0	0.04243	0.20154	0.339	0.0	0.0	0.10523	0.27697
s__Bacteroides_eggerthii	0	0.24622	0.0	0.0	0.08265	0.0	0.0	0.0	0.0	0.0	0.0	1.61345	0.0	0.0	0.0	0.0	0.0	0.0	0.03941	0.0	0.23699	0.0	0.02335	0.0	0.0	0.0	0.01183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80877	0.0	0.0	0.0	0.199	0.04324	0.0	1.54523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43835	0.07372	0.0	0.0	0.0	0.0	0.0278	0.0	0.0	0.0	0.02725	0.0	0.0	0.0	0.0
s__Bacteroides_xylanisolvens	0	0.21174	1.42234	0.0	0.05298	0.0	0.39681	0.0	0.0	9.1407	0.80619	0.0	0.83004	0.04349	0.18358	0.04484	0.0	0.0	0.00675	0.00236	0.0	0.0	0.03311	0.0	0.0	0.04312	0.08281	0.0	0.10203	0.0	0.12372	0.0	0.8751	5.5745	1.77658	0.0	0.0	0.05816	0.0239	0.0	0.00683	0.0	0.00669	0.0	0.0	0.37332	0.0	1.97709	1.09912	0.1374	1.56028	0.26667	0.05739	0.02286	0.03352	1.36554	0.0	22.29128	0.0	0.0	0.0	0.03185	0.06127	0.00736	2.72021	0.22334	0.0	0.0	0.0	0.01921	0.0	0.0	0.29147	0.01165	0.11085	0.05692	0.0	0.0	0.0	0.0	0.01367	0.0	0.21686	0.0	0.01163	0.0	0.0	0.0	0.0	1.80881	0.0	0.02768	0.04612	0.3285	0.00408	0.0	0.14223	1.58766	0.0	0.0	0.0	0.0	0.04386	0.0	0.00112	0.08795	0.58819	10.16864	0.0	0.0	0.0
s__Oscillibacter_sp_57_20	0	0.20691	1.85663	0.12077	0.10709	0.04161	0.00709	0.0	0.37086	0.0	0.0	2.58104	0.0	0.36778	0.97817	0.0	1.16559	0.35506	0.79809	0.0	0.04664	2.26175	0.0	0.82621	0.70785	0.0	0.17439	0.07925	0.0	0.0	0.40715	0.0	0.07293	0.0	0.0	0.15953	0.0	0.1066	0.0	0.0	0.08436	0.0	0.01259	0.0	0.42444	0.19797	0.01997	0.0	0.59011	0.25614	0.0	0.25254	0.0	0.0	0.0	1.22615	0.04797	0.03938	1.88352	0.03309	0.12027	0.09288	0.0	0.13051	0.0	0.2155	0.0	0.0	0.36263	0.60804	0.0	0.16981	0.11724	0.01435	2.04254	1.22863	0.26893	1.69933	0.0	0.03648	0.03687	0.26437	0.0	0.06845	0.02125	0.07893	0.06798	0.22747	0.0	0.01155	0.05297	0.50142	0.0	0.0	0.0	0.0	0.03783	0.29369	0.0	0.0	0.0	0.18018	0.09407	0.10187	0.31511	0.54981	1.11588	0.0	0.0	0.02064	0.0
s__Anaerostipes_hadrus	0	0.17821	0.06131	0.0	0.0	0.0	0.0	0.02161	0.0	0.17154	0.0	0.0	0.0	0.0	0.0	0.31177	0.0124	0.2214	0.15924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20703	0.0	0.0	0.0	0.0	0.0	0.00249	0.09853	0.0	0.0	0.0	0.0	0.0	0.0	1.35329	0.0	0.0	0.0	0.0	0.12122	0.0	0.0	0.0	0.0	0.0	0.24562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.17821	0.91382	0.36394	0.15475	0.0	0.0	0.17226	0.0	0.91237	0.0	0.0	0.0	0.11269	0.21367	0.0	0.07475	0.0	0.10428	0.02817	1.60971	4.02613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14409	0.0	0.09047	0.0	0.0	0.04495	0.0	0.14081	0.80144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07413	0.0	0.0	0.0	0.0	0.32196	0.0	0.13069	0.0	0.0	0.0	0.0	0.0	0.0	0.13254	0.11378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04189	0.0	0.0	1.7783	0.0	6.1038	0.0	0.40496	0.0	0.0	0.0	0.11419	0.12391	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_510	0	0.16682	0.0	0.0647	0.0392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.58686	0.0	0.0	0.0	0.0	0.0	0.0	0.1296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12993	0.0	0.0	0.0	3.09928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.83252	0.0	0.0	0.0	0.0	0.0	0.0	16.59821	0.0	0.0	0.0	0.0	5.60659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.15768	0.0	0.0	0.0	0.26294	0.0	0.0	0.03205	0.05886	0.0	0.0	0.0	0.02747	0.0	0.12762	0.0	0.10579	0.0	0.0	0.0	0.0	0.0	0.05916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01204	0.0	0.06407	0.0	0.03108	0.0	0.0	0.09106	0.0	0.0	0.38595	0.0	0.0	0.0	0.0	0.10527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24513	0.0	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33613	0.0	0.00876	0.0	1.14923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0524	0.0	0.28657	0.0	0.0	0.0	0.0	0.02568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_aerofaciens	0	0.15211	0.0	0.0	0.02371	0.05676	0.0	0.03875	0.40881	0.0	0.02181	0.12423	0.0073	0.04671	0.05051	0.0418	0.43437	0.0	0.203	0.48225	0.0	0.18647	0.01069	0.04089	0.0	0.0178	0.26627	0.11599	1.09343	1.24698	0.24263	0.88503	4.05073	0.03629	4.15219	0.09914	0.01735	0.0	0.0	8.05843	1.6677	0.0	0.23836	0.28525	0.23998	0.037	3.65402	0.0	0.3846	2.4221	0.0	2.79053	0.0	2.99985	1.00557	0.0	0.84958	0.01434	5.71153	0.0	0.0517	0.08517	0.17826	0.05463	0.67861	5.43948	1.20329	4.7397	0.03727	6.10076	0.75729	0.09636	4.91979	0.12082	1.43513	0.0	0.08496	0.0	0.53074	0.73658	0.12546	0.53878	0.22519	0.51978	0.08938	0.49748	1.02358	13.73538	0.0	3.59771	0.0	0.27202	0.40936	0.01086	0.0	0.0	0.06272	0.16774	0.06306	0.02001	0.03629	0.01378	0.08634	0.0	0.28125	0.24317	0.43232	0.0	0.0	1.9383	0.04201
s__Fusicatenibacter_saccharivorans	0	0.12702	0.0	0.0	0.0	0.0	0.0	0.05821	0.0	0.00296	0.0	0.0	0.0	0.03232	0.06178	0.03716	0.11866	0.01039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01048	0.0	0.0	0.01831	0.0	0.0	0.0	0.0	0.0	0.05649	0.36926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02884	0.0	0.0	0.28684	0.0	0.0	0.0	0.77753	0.06378	0.17826	0.13502	0.0	0.0	0.0	0.01847	0.0	0.04892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.04804	0.24683	0.0	0.0	0.10829	0.0	0.0	0.108	0.0	0.07757	0.03209	0.0	0.08525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0	0.12629	0.63978	0.0	0.0	0.0	0.0	0.0	0.45194	0.0	0.0787	0.41396	0.08529	0.08838	0.26042	0.0	0.0	0.0	0.0	0.0	0.15916	0.0	0.60243	0.0	0.0	0.09671	0.0	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06354	0.0	0.0	0.0	0.0	0.0	1.52308	0.0	1.22009	0.0	0.0	0.0	0.0	0.0	0.13713	0.0	0.0	0.06674	0.0	0.18279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31043	0.0	0.0	0.0	0.0	0.0	0.0	0.17436	0.11827	0.0	0.0	0.0	0.05407	0.22518	0.1244	0.0	0.0	0.0	0.0	0.15782	0.05619	0.0	0.0	0.08258	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_CAG_241	0	0.11991	0.32858	0.03764	0.0284	0.01678	0.0	0.0	0.0	0.0	0.0	4.75016	0.0	0.09554	0.25317	0.0	1.65367	0.03015	1.02734	0.77924	0.12854	5.8038	0.03301	0.0373	0.0	0.0	0.65973	0.0	0.0	0.0	0.00677	0.14711	0.04105	0.0	0.0	0.20659	0.0	0.01211	0.0	0.0	0.09597	0.0	0.28253	0.0	0.41613	0.04567	0.0	0.0	0.0	0.26782	0.0	0.5343	0.0	2.31117	0.0	0.0	0.0	0.0	5.48734	0.0	0.16143	0.25197	0.01567	0.16334	0.0	0.49625	0.0	0.0	0.03705	0.0	0.0	0.01521	0.40815	0.0	0.43975	0.0	0.04085	0.92747	0.0	0.01529	0.0	0.0	0.0	1.42065	0.0	0.57135	0.0	2.76926	0.0	0.0	0.0	0.0	0.0	0.0	0.36084	0.0	0.0	0.0	0.0	0.0	0.0	0.01366	0.12448	0.00308	0.501	0.64873	0.0202	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.10821	3.22639	0.29094	0.41924	0.0	0.0	0.0	12.16657	0.0	0.0	3.68721	0.0	0.0	0.13435	0.0	4.75232	0.0	3.35552	0.01902	4.90828	0.0	12.56524	0.0	0.0	3.37573	0.0	0.0	0.0	4.49796	0.0	0.0	7.38114	3.47545	0.0	0.0	0.0	0.0	0.02002	0.0	0.0	0.0	0.40485	0.0	0.0	2.61567	3.01731	0.0	11.29426	0.97421	0.0	0.0	0.0	0.02682	0.0	5.91009	0.18425	0.0	12.82722	10.56139	16.13965	0.85428	0.62052	17.30945	3.30142	0.0	0.0	0.0	0.0	0.0	0.0	0.15424	0.0	0.00389	0.0	11.70117	0.0	0.0	0.0	0.0	0.07969	0.86993	4.80851	16.45329	0.04031	0.0	0.10892	0.0	0.0	4.24129	10.54514	0.1289	0.0	6.62072	0.27862	0.0	0.0	9.08004	0.0	0.0	0.0	0.0	0.86078	0.92685	0.0	0.70014	7.62572	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0	0.09821	0.0	0.0	0.0	0.0	0.0	0.0	0.66015	0.0	0.0	0.09586	0.0	0.0	0.0	0.0	0.43212	0.0	0.09496	0.0	0.1278	0.3782	0.16127	0.00689	0.0	0.44768	0.0	0.0	0.0	0.09616	0.0	0.0	0.21594	0.3038	0.0	0.01704	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.17934	0.0	0.0	0.11569	0.0314	0.0	0.46089	0.0	0.14755	0.0	0.0	0.0024	0.0	0.0	0.0	0.07335	0.01801	0.0	0.07764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.01767	0.0	2.04451	0.0	0.0	0.0	0.0	0.0	0.0	0.16907	0.0	1.09324	0.0	0.0	0.0	0.00734	0.0	0.3519	0.0	0.15695	0.0	0.14961	0.27838	0.0	0.38206	0.05014	0.0	0.0	0.0	0.0	0.02287	0.0	0.0	0.14859	0.18493	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0	0.09396	0.01863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04436	0.04665	0.0	0.0	0.0	0.0288	0.0208	0.0	0.0	0.27412	0.01769	0.03266	0.06071	0.0	0.0	0.0	0.02767	0.0	0.0	0.0	0.0	0.0	0.0	0.02286	0.10531	0.0	0.09599	0.0	0.03494	0.0	0.0	0.17277	0.00956	0.0	0.0	0.10787	0.0	0.0	0.0	0.28168	0.0	0.06906	0.0	0.0	0.0	0.0	0.09197	0.0	0.0	0.01491	0.0	0.0	0.0	0.0	0.06592	0.03737	0.00943	0.0	0.0	0.0	0.04559	0.02703	0.0	0.0	0.20939	0.07602	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0442	0.0	0.12502	0.0
s__Haemophilus_parainfluenzae	0	0.07293	0.2936	0.06512	0.0	0.22711	0.0	0.25522	0.01318	0.14509	0.0	0.0	0.0	0.0	0.0	0.36001	0.0	0.0	0.19891	0.0	0.13198	0.0	0.0	0.04167	0.0	0.0	0.0	0.07661	0.0	0.0	0.0	0.03676	0.26852	0.01977	0.36969	0.20398	0.0	0.0	0.12957	0.0	0.27644	0.15167	0.0	0.0	0.0	0.0	0.01586	0.05291	0.0	0.0	0.0	0.0	0.05187	0.0	0.0	0.00996	0.0	0.33948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05276	0.0	0.0	0.03629	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.05366	0.0	0.0425	0.0	0.62387	0.0	0.0	0.0	0.0	0.0	0.01819	0.31779	0.0	0.0	0.0	0.0	0.26866	0.00904	0.82698	0.0	0.044	0.0	0.0	0.06256	0.0185	0.0	0.0	0.02596	0.0	0.0	0.30272	0.18438	0.0
s__Paraprevotella_clara	0	0.06433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.0	0.11428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_wexlerae	0	0.03509	0.56712	0.0	0.0	0.0	0.0	0.0	0.0	0.0198	0.11784	0.0	0.22406	0.0	0.0	0.08071	0.14192	0.0	0.01285	0.0	0.0	0.0	0.0	0.2105	0.0	0.03311	0.0	0.0	0.02705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26508	0.0	0.1791	0.01176	0.0	0.0	0.0	0.05346	0.0	0.02807	0.10183	6.25305	0.24103	0.02596	0.0	0.0	0.18827	0.04282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68846	0.18492	0.0	0.06985	0.0	0.0	0.0	0.0	0.39361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02703	0.0	0.04047	0.19716	0.0	0.03394	0.00702	0.14495	0.0	0.0	0.0	0.0	0.0	0.39308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmiger_formicilis	0	0.03378	0.38827	0.02526	0.03664	0.32585	0.05626	0.0	0.0	0.0	0.04294	0.04168	0.10058	0.04728	0.14004	0.20814	0.04183	0.07907	0.17523	0.0	0.0313	0.0	0.12003	0.02761	0.21864	0.0	0.0	0.0	0.01271	0.0	0.0	0.00633	0.15339	0.0	0.00813	0.0	0.0	0.0	0.06568	0.49573	0.11493	0.0	0.0	0.0	0.0	0.0	0.18622	0.0	0.0	0.73967	0.14752	0.16073	0.12947	0.189	0.18251	0.0	0.0256	0.78088	1.59192	0.0	0.0	0.00701	0.0	0.0	0.48384	0.22414	0.0	0.0	0.0	0.0	0.0	0.0	0.24602	0.04871	0.08185	0.10177	0.0	0.0	0.0	0.0	0.05102	0.0	0.0	0.5086	0.0	0.0	0.03705	0.08391	0.0	0.06708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08311	0.0	0.0	0.0	0.0
