clade_name	NCBI_tax_id	Travel001	Travel002	Travel003	Travel004	Travel005	Travel006	Travel007	Travel008	Travel009	Travel010	Travel011	Travel012	Travel014	Travel015	Travel016	Travel017	Travel018	Travel019	Travel020	Travel021	Travel022	Travel023	Travel024	Travel025	Travel026	Travel027	Travel028	Travel030	Travel031	Travel033	Travel036	Travel037	Travel038	Travel039	Travel040	Travel041	Travel042	Travel043	Travel045	Travel046	Travel047	Travel048	Travel049	Travel050	Travel051	Travel052	Travel053	Travel054	Travel057	Travel058	Travel059	Travel060	Travel061	Travel062	Travel063	Travel064	Travel065	Travel066	Travel067	Travel068	Travel070	Travel071	Travel072	Travel073	Travel075	Travel076	Travel077	Travel078	Travel079	Travel080	Travel081	Travel082	Travel083	Travel084	Travel085	Travel086	Travel087	Travel088	Travel089	Travel090	Travel091	Travel092	Travel093	Travel095	Travel096	Travel097	Travel098	Travel099	Travel100	Travel101	Travel102	Travel103	Travel104	Travel105	Travel106	Travel107	Travel108	Travel109	Travel110	Travel111	Travel112	Travel113	Travel114	Travel115	Travel117	Travel118	Travel119	Travel120	Travel121	Travel122	Travel123	Travel124	Travel125	Travel126	Travel128	Travel129	Travel130
s__Adlercreutzia_equolifaciens	0	0.0	0.06952	0.0	0.07336	0.10369	0.01761	0.12584	0.0	0.0	0.0	0.0	0.0	0.02205	0.01556	0.40461	0.04807	0.12399	0.07951	0.0	0.21527	0.0	0.0	0.0	0.03951	0.12894	0.0	0.2211	0.09674	0.0	0.0555	0.01749	0.15327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0926	0.00734	0.0	0.0	0.11701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03803	0.0	0.01504	0.08108	0.0	0.0	0.0	0.0	0.0	0.0	0.19821	0.0	0.06424	0.0	0.03923	0.0	0.094	0.06271	0.0	0.0	0.0	0.02697	0.0	0.04884	0.23244	0.0	0.00306	0.0	0.0	0.0	0.00365	0.00732	0.0	0.0	0.0	0.22136	0.0	0.0	0.11698	0.0	0.06353	0.10984	0.0	0.0	0.0	0.0	0.36058	0.0	0.0	0.0	0.0	0.00378	0.01224
s__Eubacterium_siraeum	0	0.0	0.0651	0.05076	0.15666	0.29513	0.07743	0.07165	0.07012	0.08398	0.03201	0.03201	0.04658	7.47395	0.05987	0.0	2.25257	0.49631	0.11978	0.09933	0.91171	3.52356	0.0	0.0	0.09509	0.0	0.26546	1.6005	1.16739	0.0	0.05171	0.07145	0.80197	0.07824	0.0	0.13664	0.14312	0.60869	0.0	0.03957	0.03761	0.95045	0.00476	0.08034	0.0	0.01924	0.0	0.00128	1.74287	0.0819	0.13629	0.0	1.13104	0.38836	2.31496	0.20011	4.95225	0.37012	0.52064	0.01531	0.08011	1.74355	0.0	0.51828	0.84499	0.0	0.0	8.79689	0.00728	0.11994	0.0	0.61883	3.41297	0.0	0.0	0.02866	0.84792	4.18178	0.0453	1.13388	0.15531	0.20562	0.01676	0.52291	0.56808	0.19514	0.01675	0.0	0.01273	0.09455	0.0	2.20054	1.13338	0.0	0.0	0.0	0.0	0.0	0.0	2.49949	0.0	6.87076	0.0	0.0	0.0	0.0	0.04021	0.0839	9.505	0.0	0.02057	0.0347	0.12298	0.82872	0.12239	0.00962	0.05437	0.30659
s__Bacteroides_salyersiae	0	0.0	0.06407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1753	0.0	0.01921	0.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.03846	1.87524	0.05889	0.0	0.03645	0.12047	0.0	0.0	0.04957	0.04957	0.0	0.02864	0.0172	0.16144	0.0	0.02615	0.61425	0.0	0.02278	0.47009	1.46483	0.81509	0.0	0.04292	0.00083	0.00104	0.01016	0.01027	0.21486	0.17506	0.10388	4.11392	0.67465	0.13496	0.07726	0.0	4.73483	0.04373	0.0	1.38691	0.08298	0.0	0.0	0.0	0.01515	0.03472	0.0	0.0	0.0	0.0	0.04987	0.0	0.27464	0.03051	0.0	0.06621	0.0	0.0	0.09463	0.00907	0.00825	0.10611	0.50734	0.0	0.11854	0.0	0.47925	0.0	0.0507	0.0	0.14405	0.07229	0.0	0.0	0.01047	0.0	0.00924	0.01676	1.34428	0.0856	0.09437	0.03141	0.0	0.0	0.01635	0.0	0.04416	0.1076	0.31715	0.0	0.0	0.01873	0.0	0.02885	1.14718	2.63896	0.72052	0.0	0.01501	0.0	0.0	0.0	1.0068	0.0	0.0	0.0	0.0	0.0466	0.0	0.0	0.05637	0.03638	0.0	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0	0.0	0.03298	0.00647	0.0	0.07437	0.03323	0.18306	0.0	0.0	0.01848	0.01848	0.0	0.05871	0.00102	0.19907	0.01235	0.0	0.7778	0.0	0.08849	0.03468	0.05824	0.0	0.01427	0.0	1.27596	0.17107	0.59483	1.45461	0.07519	0.0	0.27961	1.49867	0.0565	0.0	0.14381	0.33381	0.0	0.10799	0.0	0.10293	0.07078	0.16656	0.0	0.0	0.35208	0.04929	0.102	0.06724	0.01023	0.06973	0.03621	0.0	0.0	0.02402	0.06328	0.20987	0.05696	0.03958	0.0	0.03169	0.1319	0.27354	0.30594	0.12877	0.45851	0.0	0.00971	0.0	0.0	0.0	0.0	0.0389	0.0	0.14256	0.0	0.23643	0.0	0.08217	0.0	0.02145	0.38111	0.0	0.09396	0.09279	0.06238	0.0	0.01769	0.0	0.00989	0.00656	0.58374	0.04012	0.0	0.0	0.16574	0.00139	0.0	0.0	0.02662	0.28674	0.0	0.03984	0.10185	0.00294	0.0	0.0	0.0	0.0	0.14642	0.14532	0.40318	0.30783	0.09314	0.05605	0.06679	0.00402
s__Lactobacillus_rogosae	0	0.0	0.02219	0.0	0.01221	0.07742	0.02691	0.0	0.0	0.0	0.01293	0.01293	0.0	0.2084	0.0	0.0	0.2542	0.18385	0.0	0.02137	0.00325	0.0	0.01183	0.30227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20011	0.0172	0.0	0.00284	0.00294	0.02693	0.01988	0.0	0.0223	0.0	0.0	0.02353	0.05861	0.0289	0.0	0.0	0.00571	0.0	0.0	0.0	0.02091	0.07703	0.00681	0.0	0.0	0.0	0.0	0.0	0.0098	0.02339	0.0	0.0	0.0	0.34797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.09572	0.0	0.08537	0.0	0.0	0.0	0.01389	0.01186	0.0	0.0016	0.13637	0.0	0.02631	0.0	0.0	0.0	0.00588	0.00315	0.0	0.07753	0.0	0.0	0.0	0.0	0.00155	0.00183	0.00227	0.0	0.0	0.0	0.0	0.00826	0.0	0.0	0.03622	0.0	0.0	0.00956	0.01088
s__Streptococcus_salivarius	0	0.0	0.01171	7.09975	0.21745	0.00719	0.04455	0.33101	0.07089	0.0	0.11876	0.11877	0.0	0.08273	0.16729	0.13332	0.0055	0.05365	0.88908	0.0	0.0749	0.72088	0.1615	0.70187	0.01555	0.06756	0.0084	0.09243	0.0293	0.03128	0.15084	0.18228	0.0	1.72076	1.83443	0.25802	0.02644	0.0	11.68132	0.12915	0.0	2.50401	0.00362	0.01789	0.0	0.0	0.00839	0.17022	0.0	0.00129	0.0	0.00154	0.061	0.0	0.04985	0.106	0.00389	0.06421	0.00391	0.0	0.57605	0.15366	0.0	0.15828	0.0	0.0	0.07498	0.0	0.5597	0.0	0.0572	0.0	0.00644	2.81127	0.0	0.0	0.01226	0.0	0.01218	0.05384	0.02752	0.04042	0.05561	0.03076	0.0	0.00764	0.06171	0.0	0.08086	1.13415	1.59112	0.14152	0.0	0.17493	0.0	0.02417	6.50445	15.12149	3.35006	0.0	0.06062	0.0	0.02877	0.02005	5.81731	0.0	0.00286	0.0	0.0	1.29836	0.0	0.0	0.13993	0.19939	0.03862	0.0	0.0	0.0
s__Clostridium_leptum	0	0.0	0.00863	0.0	0.0	0.0	0.0017	0.01294	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.00371	0.08848	0.04133	0.0	0.0	0.03581	0.0146	0.0	0.0	0.05952	0.0	0.0112	0.03279	0.20806	0.02304	0.03063	0.00771	0.57738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01376	0.0	0.0	0.0093	0.0	0.0	0.0	0.0	0.17056	0.0	0.00468	0.0	0.00252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01788	0.00699	0.01295	0.00196	0.03095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.18942	0.0	0.0	0.0	0.0	0.02996	0.0	0.0	0.05255	0.0	0.00642	0.0	0.00088	0.0	0.0	0.0	0.0
s__Enterorhabdus_caecimuris	0	0.0	0.00122	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.01105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00422	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_791	0	0.0	0.0	7.07327	0.0	0.0	0.0	0.0	0.33976	0.0	0.0	0.0	0.0	0.23707	0.0	0.0	0.0	0.0	0.0	0.9127	0.0	0.0	0.03378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88409	0.28087	0.48697	0.0	1.28977	0.0	0.0	0.0	0.0	0.0	1.50484	0.02072	0.0	0.23567	0.0	0.02506	3.75508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62792	0.54684	0.0507	0.01541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58601	0.0	1.52407	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_elsdenii	0	0.0	0.0	6.92223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0	0.0	0.0	3.34672	0.0	0.0585	0.0	0.0	0.03765	0.0	0.19012	0.19013	0.00257	3.36067	0.02713	0.0	2.21409	0.54314	0.0	0.41182	0.16465	0.52084	0.0	0.0	0.12897	0.0	0.0	0.0	0.0	0.0	0.89614	0.44359	0.0	0.32588	0.0	1.99906	0.19404	3.20983	0.0	0.0	0.42148	0.0	0.26014	1.911	0.0	0.03086	0.11259	0.0	0.0	0.0	0.3713	0.48881	0.72483	0.0	0.14191	0.51227	3.23071	1.22256	0.47233	0.72278	0.0	0.0	0.25017	0.49506	0.01331	0.0	0.281	0.0	0.02036	25.62421	0.0	0.38816	1.66474	13.6203	0.0	0.0	0.0	4.39291	0.5995	0.23869	0.0	0.03309	0.0	0.0	0.49098	0.0	0.0	0.0	0.0	3.33268	0.0	3.66327	7.20994	0.18684	0.0	0.01094	0.0	0.0	0.10185	0.0	0.0	3.61564	0.0	0.15833	0.0	0.0	0.0	0.23928	0.27352	0.0	0.03831	0.0	0.24716	0.95908	0.83553	0.0	0.04323	0.00176
s__Butyrivibrio_sp_CAG_318	0	0.0	0.0	2.30822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31451	0.0	0.0	0.0	0.0	0.0	0.0	1.67571	0.0	0.0	0.0	0.0	0.0	1.46848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24975	0.0	0.00228	0.0	0.0	0.0	0.50975	0.0	10.23203	0.0	0.0	0.0	0.0	0.0	0.0	1.17905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41396	0.0	3.99349	0.61362	1.47123	2.75981	0.0	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.0	1.77469	2.34814	1.75643	11.1684	0.45097	4.11141	0.53625	0.84705	0.84708	1.79331	3.4529	0.0	3.31446	8.53235	3.94758	0.0	2.20063	21.65372	1.47075	1.33086	0.0	9.56572	0.0	6.75417	0.92775	26.3296	0.0	11.30253	0.0	9.42804	7.01424	0.0	3.00173	3.52081	7.0191	0.84946	4.68721	4.19295	6.16842	0.73321	1.31727	0.09346	1.17768	1.42542	0.0	0.0	0.32555	0.03363	0.0	0.0	0.0	2.45928	0.28276	0.0	1.12647	0.76729	1.77801	0.0	0.0	5.92545	6.53065	3.41221	0.0	0.01003	7.23585	0.0	0.0	0.84676	5.8141	7.10028	0.02956	1.0226	0.05457	0.95471	2.06065	0.2127	0.0	0.0	0.46501	2.40463	0.0	9.8965	0.53481	0.0	0.0	0.0	0.74769	0.0	2.11232	1.32159	14.48972	1.53154	0.41492	6.4414	1.75275	2.49027	0.01569	6.68421	2.79177	0.39639	2.17569	0.0	0.0	2.79644	0.11334	0.0	0.0	5.31304	1.54915	0.10505	4.28509	0.45948	3.80392	7.76477	0.25714
s__Prevotella_sp_CAG_279	0	0.0	0.0	1.1739	0.0	3.95292	0.0	0.0	0.46347	0.37406	0.0	0.0	1.08027	2.85171	0.0	0.0	0.0	0.0	0.0	0.20124	0.0	0.0	1.67625	0.0	0.93686	0.0	0.0	0.0	0.17582	0.0	0.0	1.49925	0.0	2.92231	2.28808	1.09188	0.62508	1.20555	0.0	0.0	0.25688	0.0	0.0	3.33871	0.04259	0.18571	0.0	0.0	8.67865	0.17617	1.47139	2.355	0.0	0.0	0.58537	0.12292	0.0	3.16255	0.21829	0.40844	0.0	0.0	0.99584	1.04482	2.0595	0.0	0.0	1.33092	0.0	0.0	0.0	0.20641	0.0	0.0	0.0	0.0	0.50574	0.0	0.0	0.0	0.0	0.0	0.0	0.35072	0.0	0.0	1.03096	0.0	0.0	0.3723	0.0	0.02196	0.92041	0.0587	0.0	0.0	0.0	0.0	0.41654	0.2011	0.0	0.06267	0.12427	0.0	0.0	0.0	0.35363	0.58478	0.78168	0.0	0.0	0.2212	1.57265	0.18189	1.29967	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.9449	0.0	0.0	0.0245	0.10676	0.64392	0.053	0.0	0.0	0.0	0.55571	0.04733	0.0	0.0	0.46598	0.0	1.66414	0.0	0.0	0.01072	0.0	0.13699	0.0	0.0	0.96404	0.0	0.0	0.02507	0.4575	0.0	0.01428	0.0	0.92027	0.13403	0.17653	0.0	0.0	0.01674	0.01335	0.00644	0.06587	0.0	0.16635	0.09998	0.0	0.23295	0.20664	0.0	0.08752	0.0021	0.0	0.0	0.14764	0.1668	0.02044	0.06481	0.32686	0.59734	0.0	0.12283	0.39229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0579	0.32552	0.0	0.0	0.0	0.0	0.0	0.89892	0.0	0.0	0.0	0.05747	0.0	0.00768	0.0	0.48133	0.0	0.0	0.05188	0.0	4.29066	0.36721	0.0	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.18652	0.0	0.0	0.0	0.0	0.0	0.02996	0.0	0.0	0.0	2.03393	0.072	2.2014	0.49762	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_110	0	0.0	0.0	0.88379	0.03677	0.04663	0.32774	0.10431	0.30633	0.204	0.17922	0.17923	0.0	0.4111	0.04168	0.0	0.14784	0.46482	0.0	0.15977	0.0	0.0	0.01709	0.0	0.68092	0.0	0.0	0.3287	0.0	0.0	0.0896	0.13711	0.07738	0.08465	0.0	0.54682	0.12953	2.63017	0.0	0.0	0.10717	0.26074	0.10188	0.89051	0.03738	0.1018	0.16425	0.00973	0.94928	0.21699	0.12983	0.74899	0.3476	0.0	0.0	0.17326	0.24992	0.43512	0.09948	0.40926	0.00189	0.0	0.06895	0.4123	0.79924	0.0	0.0	0.01282	0.00729	0.0	0.03723	0.34678	0.06107	0.0	0.0	0.0	0.0	0.42487	0.4084	0.0	0.0	0.0	0.31378	0.0	0.87961	0.03499	0.12423	0.0	0.08182	0.31525	0.0	0.25858	0.37922	0.05376	0.0	0.06649	0.0	0.0	0.01789	0.0	0.0	0.38595	0.0	0.04575	0.02016	0.0	0.0	0.01407	0.0	0.0	0.00352	1.45427	0.45968	0.62957	0.27106	0.004	0.03175	0.0
s__Prevotella_sp_AM42_24	0	0.0	0.0	0.8666	0.0	0.0	0.0	0.0	0.98604	0.41859	0.0	0.0	0.34701	0.0	0.0	0.0	0.0	0.0	0.0	1.0634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31545	0.0	0.00966	0.18635	0.78978	0.0	0.0	0.0	0.0	0.0	0.03573	0.02605	0.81395	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.05711	0.1789	0.0	2.87196	1.3559	1.86617	0.0	0.0	0.31346	0.22118	0.85056	0.0	3.50383	0.0	0.0	0.0	0.39469	0.20573	0.23344	0.0	0.2217	0.0	3.12852	0.07754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.26515	0.0	0.19648	0.0	0.0	0.00229	0.09754	0.19547	0.0	0.0	0.0	0.0	0.11399	0.0	0.01518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11719	0.0	0.0	0.0	0.0	0.2645	0.0	0.0
s__Clostridium_sp_CAG_510	0	0.0	0.0	0.73713	0.0	0.0	0.0	0.0	0.0	0.0	0.02272	0.02272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64721	0.0	0.0	0.1533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35104	0.0	0.0	0.0	0.0	5.84751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00604	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_5226	0	0.0	0.0	0.71698	0.0	0.0	0.0	0.0	1.37417	3.626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6726	3.01712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61167	0.0	0.0	3.13551	2.61855	0.0	0.0	0.0	0.0	0.0	0.06936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2641	0.1294	0.0	2.78598	0.0	0.0	0.0	0.0416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52929	0.0	0.0	0.0	0.0	0.0	0.58482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5956	1.26765	0.0	0.0	1.06461	0.0	0.0	0.0	0.0	2.04096	0.0	0.0
s__Bifidobacterium_dentium	0	0.0	0.0	0.6353	0.0	0.0	0.0	0.31668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063	0.42864	0.0	0.0	0.0	0.0	0.0	0.05531	0.01202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27136	0.0	0.0	0.01354	0.0	0.0	0.0	0.00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06564	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0	0.0	0.56213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17248	0.00585	0.08001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03776	0.0	0.0	0.63436	0.0	0.0	0.0	0.0	0.0	0.0	0.26568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95561	0.0	0.01329	0.00897	0.0	0.0	0.0	0.0	0.0	0.05704	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.01314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.0	0.0	0.42166	0.28928	0.0	0.45336	0.0	0.33589	0.58688	0.0	0.0	0.36971	2.60178	0.21258	0.0	0.0	0.0	0.0	0.57898	0.0	0.0	0.2704	0.0	0.36727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04698	0.0	0.03721	0.46255	0.0	0.0	0.0	0.02131	0.0	0.0	0.07148	0.0	0.27547	0.0	0.25838	0.02806	0.0	0.63417	0.66429	0.0	0.0	0.0	0.0	1.1927	0.0	0.0	0.43045	0.0	0.0	0.0	0.0	0.0	0.0	0.02503	0.65503	0.0773	0.0	0.0	0.0	0.48898	0.0	0.439	0.0	0.0	0.0	0.14234	0.00069	0.0	0.0	0.55852	0.0	0.0	0.0	0.0	0.72345	1.13009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40426	0.0	0.14619	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_520	0	0.0	0.0	0.39045	0.0	0.0	0.0	0.0	0.0	2.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.83427	0.0	3.25617	1.7142	0.0	0.0	0.38308	0.0	11.86237	1.05118	0.21579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48355	0.0	1.08446	0.0	0.0	0.0	0.0	0.0	0.01905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43122	0.0	0.0	0.0	0.0	0.0	0.26289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31933	0.0	37.50906
s__Eubacterium_eligens	0	0.0	0.0	0.35586	0.0	0.50319	0.0	0.57682	0.50307	0.0	1.0947	1.09474	0.00974	0.22063	0.15275	0.77564	1.43821	0.48561	0.0	0.91243	0.0	1.16543	0.90027	0.0	0.09793	1.70018	0.0	0.15596	0.01662	0.07724	1.46889	0.0	0.0	1.02655	0.05977	1.56902	1.09293	0.9045	4.7793	0.59039	0.32602	0.30409	1.97325	1.13725	0.09199	0.32377	0.29675	2.14533	0.73818	0.47451	0.05445	0.19392	0.56214	0.0	0.24229	0.36325	0.39596	2.70661	0.86209	0.40241	1.55136	0.04655	0.19304	0.83781	0.79311	6.9529	1.5934	0.04421	0.35533	0.0	0.0	0.28285	0.03714	0.05698	0.09145	1.28324	0.35021	0.02832	4.81069	3.83196	0.02399	0.39029	0.1584	1.0734	0.16179	0.0	0.14665	0.06769	0.87886	0.25875	0.0	4.33532	0.08749	0.0	0.0	0.08942	0.01951	0.03263	2.28965	0.0	0.02365	0.0	0.0	0.7092	0.44558	0.03814	0.0	0.01721	0.0	0.2336	0.21077	0.04174	5.1968	0.15757	0.19515	1.362	0.40326	0.00602
