clade_name	NCBI_tax_id	H1	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H2	H20	H21	H22	H23	H24	H25	H26	H27	H3	H4	H5	H6	H7	H8	H9	IT1	IT11	IT13	IT14	IT2	IT3	IT4	IT5	IT6	IT7	IT8
s__Prevotella_sp_CAG_873	0	0.0	3.25567	5.13602	3.49846	0.56598	0.73304	2.84579	0.0	0.12277	0.0	0.19997	5.22009	0.0	0.0	10.18434	0.09994	2.19287	12.23002	8.81948	0.0	0.10597	0.62664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_intestinalis	0	0.0	1.66596	0.97241	1.53485	0.04697	0.04375	0.03244	0.0	0.02148	0.0	0.72265	0.0	0.0	0.04327	0.0	1.35008	0.53959	0.0	0.0	0.0	0.0	0.37641	0.28427	0.06198	0.0	0.0	0.0	0.0	0.57831	1.19421	2.62521	0.03444	0.0	0.13297	0.0	1.73482	1.10929	6.94561
s__Roseburia_hominis	0	0.0	0.99826	1.38769	1.11605	0.04094	0.07206	0.82837	0.02721	0.00109	0.07823	0.32152	0.23719	0.0	0.07077	0.0	0.0	0.03731	0.0	0.0	0.0	0.02015	0.0	0.0	0.17272	0.18121	0.0	0.16484	0.6437	0.05181	0.0	0.005	0.4419	0.0726	0.13015	0.25351	0.31669	0.08115	0.0
s__Anaerostipes_hadrus	0	0.0	0.98819	2.49921	1.57729	2.698	2.23287	0.0	0.26905	0.35089	0.57678	0.31596	0.0	0.0	0.22783	0.43332	0.16995	0.16298	0.23792	0.73921	0.09479	0.0	0.05972	0.05559	0.06511	0.0	0.0	0.00217	0.99454	0.14557	1.92245	0.76104	0.34235	0.8028	0.05028	2.12167	0.27905	2.81623	9.17116
s__Ruminococcus_sp_CAG_624	0	0.0	0.95921	0.27033	0.53217	0.0	0.0	0.0	0.0	0.0	0.0	0.01038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.36884	0.50381	0.30203	0.0	0.0	0.0	0.0	0.25365	0.0	0.55203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25669	0.05274	0.71064	0.0	0.0	0.0	0.0	0.0	0.0	1.89767	0.0	0.0	0.0	0.0	0.06599	0.0	0.0	0.9673	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.33727	0.5112	0.39556	0.0	0.0	0.0	0.0	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61508	0.0	0.20224	0.0	2.84798	0.05564	0.0	0.0	3.10199	0.0	0.0	0.48119	0.0	5.46507	0.0	0.0	0.0	0.0
s__Eubacterium_eligens	0	0.0	0.26286	0.15954	0.18021	0.0	0.00876	0.0	0.0	0.24273	0.20179	0.00568	0.07506	0.0	0.05467	0.05913	0.34199	0.21148	0.0	0.08052	0.0	0.98857	0.0	0.0	0.01724	0.0	0.0	0.07979	0.0	0.37171	0.54338	0.03819	0.0965	0.34676	6.01079	0.0	0.27478	0.82024	0.0
s__Eubacterium_ramulus	0	0.0	0.17397	0.19773	0.08294	0.15302	0.13792	0.00442	0.20344	0.65566	0.10974	0.02087	0.326	0.02047	0.67367	0.31323	0.05615	0.07796	0.31542	0.63575	0.0	0.12015	0.1607	0.0	0.24598	0.0	0.18969	0.01332	0.81892	0.03143	0.25911	0.09155	0.00251	0.31255	0.31066	1.06333	0.88455	0.34412	0.0
s__Rothia_mucilaginosa	0	0.0	0.16315	0.03606	0.10594	0.0	0.02146	0.0	0.0	0.02071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.01025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0
s__Lactobacillus_ruminis	0	0.0	0.11545	0.0	0.31291	0.0	0.0	0.0	0.34394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07504	0.46601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_563	0	0.0	0.06861	0.11375	0.05301	7.9797	5.07862	0.0	0.0512	1.03064	0.0	0.0	0.0	0.0	0.0565	0.27646	0.0	0.0103	0.22634	0.6205	0.21917	0.7156	0.24137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0592	0.04148	0.06328	0.0	0.0	0.0	0.0	0.02101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05023	0.0	0.0	0.0	0.0	0.0	0.0	0.87967	0.01298	0.0	0.59691	0.04784	1.56151	1.87673	2.16229	0.09131	1.43258	0.0
s__Desulfovibrio_piger	0	0.0	0.04148	0.06069	0.0	0.02569	0.19937	0.0	0.10679	0.0	0.01812	0.0	0.39231	0.00454	0.25702	0.1006	0.0	0.0	0.4092	0.0	0.38106	0.04201	0.12595	0.06851	0.0	0.0	0.0	0.17474	0.0	0.03457	0.0	0.0	0.21895	0.0	0.0	0.0	0.47529	0.0	0.17962
s__Eubacterium_ventriosum	0	0.0	0.03975	0.0362	0.00808	0.0	0.0	0.0	0.0	0.03176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00364	0.00596	0.0371	0.05188	0.0427	0.21834	0.0	0.11677	0.02251	0.4133	0.02701
s__Blautia_obeum	0	0.0	0.03326	0.02534	0.0	0.22426	0.18575	0.1624	0.32568	0.4525	0.06675	0.00149	0.01286	0.0	0.0564	0.02087	0.0	0.01104	0.05064	0.09355	0.0	0.01663	0.1047	0.47231	0.03377	0.02565	0.0	0.25872	0.21084	0.09405	1.02228	0.0658	0.46168	0.41593	0.44964	0.25978	0.40297	0.97945	1.6208
s__Ruminococcus_bicirculans	0	0.0	0.03247	0.01756	0.0	0.01242	0.00934	0.0	0.00695	0.0	0.0	0.0	0.32493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.00856	0.9865	0.73524	0.53579	2.37177	0.04901	0.50348	1.86926	0.0	5.12294	0.0	0.10948
s__Streptococcus_parasanguinis	0	0.0	0.01904	0.04499	0.03123	0.0	0.00069	0.0	0.0	0.02598	0.01295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04079	0.37863	0.19181	0.0	0.0	0.03318	0.25474	0.0	0.0	0.0	0.0	0.0	0.06555	0.07879	0.048	0.00363	0.0
s__Ruminococcus_callidus	0	0.0	0.01531	0.01782	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.00752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22212	0.0	0.25272	0.0	0.0	0.0	0.0	0.0	0.02835	0.0
s__Lactococcus_lactis	0	0.0	0.01394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_subflava	0	0.0	0.01354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.0	0.00901	0.0	0.0	0.0	0.0004	0.0	0.0	0.00523	0.0	0.0	0.0	0.0	0.09585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407	0.0	0.0	0.09067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Olsenella_scatoligenes	0	0.0	0.00687	0.00567	0.0	0.02285	0.04043	0.0	0.02076	0.01763	0.0	0.0	0.0	0.0	0.00682	0.0	0.0	0.01189	0.03304	0.00367	0.00787	0.0	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_flavescens	0	0.0	0.00623	0.0	0.0	0.0	0.0	0.0	0.03458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.0	0.00545	0.01719	0.0	0.02695	0.06761	0.0	0.01518	0.01427	0.00434	0.0	0.01733	0.00684	0.01899	0.0	0.0	0.01604	0.0	0.00917	0.0	0.0	0.02696	0.0	0.0	0.0	0.0	0.0	0.0	0.02463	0.0	0.00663	0.00507	0.0	0.0	0.0	0.00176	0.00587	0.0123
s__Enorma_massiliensis	0	0.0	0.00529	0.0	0.0	0.01092	0.02785	0.0	0.00111	0.00935	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.00279	0.01407	0.0	0.01587	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.02238	0.0	0.01108	0.00215	0.2996	0.0	0.0	0.00498	0.03276	0.02591
s__Streptococcus_sp_A12	0	0.0	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Atopobium_deltae	0	0.0	0.00435	0.00403	0.0	0.0	0.00912	0.0	0.0	0.01161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01929	0.01856	0.0	0.0	0.01351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.57574	0.0	0.0	0.0	0.00509	0.0	0.0	0.04883	0.0	0.00782	0.01627	0.0	0.0	0.0	0.0	0.0	0.02104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyrivibrio_sp_CAG_318	0	0.0	0.0	0.0	0.0	0.12047	0.08649	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.00849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	0.07718	0.10487	0.02036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.0	0.0	0.06567	0.03	0.01379	0.06767	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00399	0.0	0.0	0.0	0.02967	0.0	0.0	0.05237	0.0	0.0	0.15682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694	0.0	0.0
s__Prevotella_buccalis	0	0.0	0.0	0.0	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	0.00552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_cloacae_complex	0	0.0	0.0	0.0	0.0	0.01033	0.01811	0.0	0.0	0.02971	0.0	0.0	0.00723	0.0	0.0	0.0	0.21282	0.04287	0.0	0.0	0.0	0.0	0.0	0.0	0.08479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Frischella_perrara	0	0.0	0.0	0.0	0.0	0.00571	0.00943	0.0	0.0	0.02221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04375	0.0	0.36415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanosphaera_stadtmanae	0	0.0	0.0	0.0	0.0	0.00228	0.00133	0.0	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00655	0.0	0.0	0.0	0.06305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.0	0.0	0.0	0.0	0.0	0.03782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1966	0.0	0.0	0.38016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55048	0.85921	3.19149	0.99088	0.0	6.8346	2.66648	3.72509	1.96779	0.32348
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.0	0.00614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00854	0.0	0.0
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.03106	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01317	0.0	0.0	0.0	0.00603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_ventriculi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03424	0.0	0.0	0.0	0.0	0.0	0.0	0.09607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_animalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_delbrueckii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13096	0.11016	0.08809	0.0	0.00592	0.0	0.0	0.0	0.14974	0.03425	0.0	0.0	0.0	0.12902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09073	0.0	0.0	0.0	0.0	1.6444	0.0	0.0	0.0	1.88018
s__Streptococcus_lutetiensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_infantarius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04029	0.0	0.01669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.01033	0.04037	0.04893	0.0	0.0	0.12111	0.05438	0.0	0.0	0.15131	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51977	0.0	0.0	0.0	0.0	4.4861	0.15652	0.00749	1.22342	0.29683	0.19092	0.0	0.04045	0.09613	0.02592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_303	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_aerogenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01379	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00713	0.00684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gilliamella_apicola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Entamoeba_dispar	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_181	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.00589	0.0	0.0
s__Enterobacter_bugandensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_corporis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_964	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_merdae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26547	0.0	0.61862	0.0928	0.22324	0.0	1.08589	0.63504	0.12476	0.06305	0.11069
s__Butyricimonas_virosa	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07137	0.07062	0.00826	0.2243	0.0086	0.11383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01871	0.0	0.0	0.0
s__Brachyspira_pilosicoli	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02342	0.84081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_vulgatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03104	0.0	0.0	0.08493	0.0	0.0	0.0	0.0	0.0	0.0	0.04687	0.0	0.0	0.34739	8.51054	0.0382	4.03068	7.57425	0.12406	8.41635	2.08143	20.46399	3.40914	0.72335	0.0
s__Aeromonas_caviae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_uniformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02667	10.67324	0.29078	3.94384	2.16257	1.32519	3.20724	7.03746	3.95066	3.44351	1.52699	0.0
s__Helicobacter_pylori	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_apis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sharpea_azabuensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Edwardsiella_hoshinae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0
s__Streptococcus_equinus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_europaeus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Campylobacter_jejuni	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Providencia_alcalifaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sneathia_amnii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_timonensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
