clade_name	NCBI_tax_id	WBE003	WBE004	WBE005	WBE006	WBE007	WBE008	WBE009	WBE010	WBE011	WBE012	WBE013	WBE014	WBE015	WBE016	WBE017	WBE018	WBE019	WBE020	WBE021	WBE022	WBE023	WBE024	WBE026	WBE027	WBE028	WBE029	WBE030	WBE031	WBE032	WBE033	WBE034	WBE035	WBE036	WBE037	WBE038	WBE039	WBE040	WBE041	WBE042	WBE043	WBE044	WBE045	WBE046	WBE047	WBE048	WBE049	WBS012	WBS013	WBS014	WBS015	WBS016	WBS017	WBS018	WBS019	WBS020	WBS021	WBS022	WBS023	WBU001	WBU002	WBU003	WBU004	WBU005	WBU006	WBU007	WBU008	WBU009	WBU010	WBU011	WBU012	WBU013	WBU014	WBU015	WBU016	WBU017	WBU018	WBU019	WBU020
s__Kocuria_palustris	0	0.00309	0.0	0.12128	0.29711	0.04494	0.02165	0.14583	0.03803	0.17032	0.06458	0.0	0.01017	0.42958	0.42066	0.02606	0.05404	0.0	0.0	0.0	0.0	0.01821	0.0	0.0	0.0	0.0361	0.0	1.19242	1.2799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05138	0.01966	0.0	0.0	0.0	0.0	0.0	0.11048	31.98507	35.36992	0.0	0.0	0.14278	0.00353	0.2158	0.20692	0.05672	0.02227	0.21931	0.00792	0.0	0.0	0.0	0.0118	0.0	0.0	0.07348	0.08774
s__Porphyromonas_somerae	0	0.00297	0.00154	0.0	0.0	0.0	0.0	0.0	0.08654	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1729	0.0	0.10185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.01152	0.17514	0.0	0.0	0.0	0.03126	0.05934	0.0	0.0	0.0	0.0	0.01506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02811	0.0	0.0	0.0	0.00372	0.97561	0.0	0.0	0.0	0.0	0.0	0.24122	0.00833	0.0	0.0	0.01127	0.0	0.0	0.0	0.0
s__Calidifontibacter_indicus	0	0.0	1.10296	0.0	0.12837	0.75623	0.23636	0.30247	0.31026	0.0	0.03635	0.43727	1.28014	0.0	0.0	0.0	0.0	2.33371	5.63706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51616	2.12619	0.3153	0.9555	0.0	0.0	0.0	0.0	0.0	0.05204	0.0	0.0	0.20193	0.24143	1.87441	1.00942	0.0	0.0	0.0	0.0	0.498	0.29619	0.0	0.0	0.0	0.0	0.0	0.19573	0.16756	0.50539	0.0	0.0	0.0	0.01982	0.0	0.0	0.0	0.0	0.0	0.0	0.75823	0.87958	0.0	0.0
s__Prevotella_melaninogenica	0	0.0	0.17088	0.0	0.0	0.0	0.0	0.24968	0.75212	0.03765	0.04266	0.01679	0.05003	0.0	0.00351	0.0	0.03254	0.0	0.0	0.0	0.0	0.09992	0.0305	0.04643	0.0	0.32269	0.0	0.0	0.00353	0.06433	0.02775	0.00298	0.0596	0.0	0.0	0.0	0.0	0.05518	1.29114	0.03983	0.41083	0.14426	0.0	0.03103	0.0	0.0	0.0	0.0	0.53218	0.09876	0.0	0.31343	0.002	0.0	0.0	0.08381	0.02779	0.28548	0.1999	0.0	0.0	0.0	0.0	0.0	0.2469	0.44354	0.00528	0.0	0.0	0.0752	0.11188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14422
s__Lactobacillus_iners	0	0.0	0.15818	0.0	0.0	0.0	0.0	1.89214	4.73041	0.0	0.0	0.0	0.0	0.0	0.02507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_auricularis	0	0.0	0.15094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94555	0.37578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56397	0.0	0.0	0.0	0.0	0.04655	0.56274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Delftia_acidovorans	0	0.0	0.09828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	0.0932	0.0	0.0	0.0	0.0	0.0	0.06087	0.01854	0.0	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04594	0.0	0.0	0.0	0.0	0.0	0.02363	0.0	0.0	0.0	0.0	0.0	0.0	0.06736	0.00565	0.25086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08328	0.0	0.0	0.03291	0.0	0.0	0.0	0.19307	0.10546	0.00329	0.0	0.03405	0.0	0.0	0.0	0.0	0.24766	0.05425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02363
s__Prevotella_veroralis	0	0.0	0.03299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_HMSC035G02	0	0.0	0.02876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1941	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Janibacter_hoylei	0	0.0	0.02808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00948	0.08584	0.2645	0.0	0.0	0.0	0.0	0.01565	0.00386	0.0	0.0	0.0	0.0	0.06815	0.0	1.08422	0.58653	0.0	0.0	0.27303	0.0	0.0	0.0	0.0	0.0	0.23268	0.21287	0.0	0.02338	0.0	0.0	0.0	0.0	0.0	0.0	0.04825	0.05222	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0347	0.08422	0.0	0.0	0.0	0.0	0.0	0.0	1.65089	1.52695	0.0	0.0
s__Microbacterium_aurum	0	0.0	0.02656	0.0	0.0	0.19894	0.091	0.0191	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.54665	0.14575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08294	0.0	0.0	0.0	0.0	0.05677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01476	0.0	0.0	0.0
s__Actinomyces_naeslundii	0	0.0	0.01549	0.14245	0.0	0.0	0.0	0.2173	0.40887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01511	0.04203	0.02499	0.0	0.0	0.13068	0.0	0.0	0.02916	0.17973	0.04551	0.02675	0.04711	0.0	0.0	0.03439	0.0	0.0	0.32274	0.0	0.3925	0.80714	0.0	0.0	0.0	0.0	0.05348	0.0	0.11974	0.8461	0.61773	0.07652	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08848	0.0	1.11844	0.0	0.0	0.0	0.0	0.0	0.84678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077
s__Janibacter_indicus	0	0.0	0.014	0.01148	0.01326	0.0	0.0	0.2683	0.37015	0.0	0.0	0.0	0.00544	0.20031	0.08183	1.34257	1.62199	0.7114	0.45131	0.0	0.07036	0.0	0.0	0.0	0.0	0.01258	0.0	0.22911	0.27942	0.02291	0.0	0.0	0.0	0.89498	0.4448	0.04197	0.06008	0.6719	0.98675	0.0	0.0	0.0	0.0	0.0	0.0	0.05172	0.08444	0.07119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32876	0.35855	0.0	0.0
s__Dietzia_maris	0	0.0	0.01328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00899	0.0	0.0	0.0	0.07598	0.0	0.0	0.0	0.20346	0.0	0.0	0.0	4.12419	4.48717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04647	0.02581	0.0	0.0	0.09787	0.11761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_baumannii	0	0.0	0.01299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15074	0.04818	0.03073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_merdae	0	0.0	0.00769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_macacae	0	0.0	0.0076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cutibacterium_avidum	0	0.0	0.00309	0.0	0.0	0.0211	0.0095	0.25647	0.28262	0.0409	0.04796	0.11481	0.97923	0.0	0.0	0.0	0.0	0.02626	0.16323	0.00758	0.0	0.00768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01787	0.18591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07039	0.04154	0.0	0.0	0.13191	0.02446	0.00297	0.00619	0.01007	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06155	0.04288	0.0	0.0	0.13032	0.39356	0.0	0.03412	0.18694	0.02117	0.0	0.0
s__Bacteroides_thetaiotaomicron	0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseomonas_mucosa	0	0.0	0.0	0.54181	0.6505	0.04713	0.07227	0.0	0.0814	0.33859	0.10605	0.0	0.06264	1.65606	3.41023	0.0	0.0	0.1426	0.35792	0.10596	0.04787	0.0	0.0	0.0	0.0	0.05503	0.0	0.0	0.00773	0.0	0.0	0.0	0.0	0.0	0.0	0.15373	0.32314	0.0	0.04927	0.0	0.09368	0.0	0.0	0.01267	0.25143	0.0	0.0	0.65705	0.48179	0.29105	0.0	0.0	0.00205	0.21031	0.09923	0.87324	0.32658	0.47805	0.11316	0.01289	0.18394	1.62672	1.13008	0.0	0.0	2.26959	0.7692	0.01426	0.04603	0.06845	0.0	1.01801	1.45861	0.0	0.0	0.27859	0.08449	0.0	0.05776
s__Acinetobacter_guillouiae	0	0.0	0.0	0.23956	0.22095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1865	0.14938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05184	0.06046	0.0	0.0	0.0	0.0	0.0	0.02157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rothia_sp	0	0.0	0.0	0.09385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chroococcidiopsis_thermalis	0	0.0	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_massiliensis	0	0.0	0.0	0.02592	0.0	0.0	0.0	0.0	0.04258	0.21445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02353	0.11111	0.12527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05324	0.10846	0.0	0.0	0.0	0.0	0.0	0.67821	0.0	0.06073	0.01852	0.0	0.19353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0557	0.05516	0.0	0.0	0.05558	0.03548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72556	0.0	0.0	0.0	0.0	0.11637	1.3395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05448
s__Rubrobacter_radiotolerans	0	0.0	0.0	0.01386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micrococcus_lylae	0	0.0	0.0	0.00456	0.00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_arlettae	0	0.0	0.0	0.0	0.08749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.0	0.02399	0.0	0.0	0.0	0.2605	0.0	0.0	0.0	0.04462	0.0	0.0	0.0	0.07363	0.0	0.0	0.0	0.0	0.1015	0.09747	0.20312	0.0	0.12006	0.0	0.0	0.0	0.0	0.0	0.10161	0.08214	0.0	0.0	0.0	0.0	0.07678	0.10445	0.0	0.37905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04815	0.0	0.02848	0.0	0.0	0.0	0.00915	0.0	0.29297	0.0	0.14948	0.0	0.0	0.04804	0.02186	0.33373	0.0927	0.0	0.0	0.0	0.01675	0.06907	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.02761
s__Dermacoccus_sp_PE3	0	0.0	0.0	0.0	0.02	3.02617	1.31782	0.21888	0.11981	0.0	0.0	0.0	0.05422	0.0	0.0	0.0	0.0	0.43799	0.35494	0.0	0.0	0.04484	0.00681	0.0	0.0	3.43204	1.81303	0.0	0.0	0.89186	0.74642	0.0	0.0	0.0	0.0	0.27995	0.21216	0.0	0.0	0.2468	0.75457	0.0	0.0	0.0	0.0	0.0	0.0	0.5192	0.57205	0.18429	0.03449	0.0	0.0	0.01238	0.00531	0.04345	0.0	0.33159	0.04904	0.0	0.0	0.0	0.0	1.35404	1.62046	0.14328	0.07361	0.81796	0.85704	0.01746	0.0	0.0	0.0	0.0	0.16928	1.88768	1.17897	0.0	0.01556
s__Paracoccus_chinensis	0	0.0	0.0	0.0	0.01143	0.17814	0.11979	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.03159	0.0	0.0	0.0169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04225	0.00572	0.00684	0.04113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sanguinis	0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.96504	0.12029	0.07214	0.08291	0.0969	0.06462	0.16175	0.0	0.174	0.0	0.0	0.14789	0.15211	0.01444	0.0144	0.04277	0.04229	0.6312	0.17232	0.0	0.01258	0.0	0.0	1.43729	0.66073	0.07403	0.0	0.15804	0.068	0.34367	0.50062	0.53272	1.56561	1.47859	0.0	0.59222	0.0	0.18488	0.25598	0.0	0.0	0.64605	0.16166	0.21185	0.09392	0.0	0.0	0.3355	0.096	0.42724	0.78274	0.0	0.00833	0.0	0.0	0.00942	0.73253	4.0032	2.40773	0.0	0.0	0.28539	2.46349	0.03364	0.0	0.01509	0.2179	0.06426	0.0	0.0	0.19752
s__Corynebacterium_ureicelerivorans	0	0.0	0.0	0.0	0.00639	0.0	0.0	0.23794	0.08108	0.0	0.0	0.0	0.0	0.04216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08083	0.0	0.0	0.0	0.0	0.0	0.03607	0.02581	0.0	0.0517	0.41325	0.1109	0.0	0.04524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.0	0.0	8.22727	1.80233
s__Proteobacteria_bacterium_SG_bin4	0	0.0	0.0	0.0	0.0019	0.0	0.0	0.0	0.00308	0.0	0.0	0.09809	0.15951	0.0	0.0	0.13965	0.18608	0.08404	0.0	0.0	0.0	0.0	0.0	0.2219	0.0046	0.0	0.0	0.0	0.05668	0.0	0.0	0.0	0.1537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00862	0.11419	0.0	0.0	0.05007	0.0	0.0	0.01234	0.0	0.0	0.00475	0.0	0.22401	0.08953	0.0	0.0	0.0	0.13152	0.0	0.0	0.15696	0.0794	0.45708	0.2774	0.22166	0.19043	0.28017	0.12434	0.0	0.00459	0.64269	0.52086	0.0	0.02305
s__Acinetobacter_schindleri	0	0.0	0.0	0.0	0.0	2.71237	2.40325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25563	1.06128	0.0	0.0	0.0	0.0	0.0	0.0	0.46435	0.31296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0155	0.01593
s__Gordonia_terrae	0	0.0	0.0	0.0	0.0	1.58695	1.75066	0.0	0.0	0.0	0.0	0.0	0.03402	0.0	0.0	0.0	0.0	0.10023	0.10086	0.0	0.0	0.0	0.0	0.0	0.0	0.02246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.55982	0.90763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04089	0.04254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mycolicibacterium_rufum	0	0.0	0.0	0.0	0.0	0.75095	1.18903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07797	0.10089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01654	0.01799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_sp_SZ1	0	0.0	0.0	0.0	0.0	0.66799	0.55993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingomonas_sp_OV641	0	0.0	0.0	0.0	0.0	0.34559	0.04107	0.0	0.0	0.0	0.0	0.0	0.01472	0.0	0.0	0.0	0.0	0.1086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21816	0.0	0.0	0.11478	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0
