clade_name	NCBI_tax_id	WBE003	WBE004	WBE005	WBE006	WBE007	WBE008	WBE009	WBE010	WBE011	WBE012	WBE013	WBE014	WBE015	WBE016	WBE017	WBE018	WBE019	WBE020	WBE021	WBE022	WBE023	WBE024	WBE026	WBE027	WBE028	WBE029	WBE030	WBE031	WBE032	WBE033	WBE034	WBE035	WBE036	WBE037	WBE038	WBE039	WBE040	WBE041	WBE042	WBE043	WBE044	WBE045	WBE046	WBE047	WBE048	WBE049	WBS012	WBS013	WBS014	WBS015	WBS016	WBS017	WBS018	WBS019	WBS020	WBS021	WBS022	WBS023	WBU001	WBU002	WBU003	WBU004	WBU005	WBU006	WBU007	WBU008	WBU009	WBU010	WBU011	WBU012	WBU013	WBU014	WBU015	WBU016	WBU017	WBU018	WBU019	WBU020
s__Streptococcus_gordonii	0	0.20127	0.12549	0.0	0.0	0.0	0.0	0.25051	0.61254	0.0	0.0	0.0	0.0195	0.09209	0.06242	0.0	0.0	0.13961	0.0	0.0	0.07814	0.41238	0.56755	0.01903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41886	0.45364	0.0	0.0	0.0	0.0	0.0	0.46053	0.39933	1.45767	0.05137	0.0	0.0	0.0	0.06621	0.19361	0.0	0.32588	0.02243	0.0	0.11178	0.12707	0.0	0.0	0.23995	0.05062	4.24064	3.07818	0.0	0.0	0.0	0.01692	0.0	0.7745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15148
s__Corynebacterium_simulans	0	0.19857	0.09137	0.0	0.01542	0.0	0.0	0.0	0.0	0.78789	2.21411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45575	1.25791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78982	0.44071	0.0	0.0	0.0	0.0	0.0	0.0	0.32164	0.2632	0.0	0.0	0.02939	0.0	0.0	0.17139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11418	0.0	0.0	0.0
s__Neisseria_flavescens	0	0.15708	0.05486	0.0	0.0	0.0	0.0	0.0	0.2441	0.13684	0.00809	0.08222	0.12339	0.0	0.0	0.0	0.01552	0.0	0.0	0.14885	0.0	0.0	0.0	0.28845	0.02142	0.57988	0.0	0.87307	0.44082	0.0	0.0	0.31343	0.1505	0.0	0.0	0.0	0.0	0.42509	1.96662	0.06171	0.47402	0.31549	0.0	0.71311	0.11154	0.2657	0.32285	0.0	0.81038	0.08441	0.11251	0.19202	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.53177	0.1285	0.0	0.05256	0.36806	3.83753	0.06961	0.14403	0.0	0.0	0.46357	2.21023	0.21536	0.32763	0.00618	0.02405	0.01093	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.15237	0.06526	0.0	0.03147	0.0	0.0	1.15219	0.61417	0.31915	0.18638	0.69828	0.38741	0.02891	0.20308	0.44821	0.08768	0.4895	0.15873	1.20069	0.81049	0.72559	0.38364	0.25261	0.07249	0.10705	0.0	0.0	0.3847	0.65505	1.86745	2.43245	1.2544	0.00886	0.0	0.31177	0.50878	0.0	0.5407	2.63421	3.3834	4.80318	0.6276	0.77761	0.0	0.18479	0.40045	0.11796	1.0387	0.31373	0.41245	0.41127	0.39085	0.0	0.0	0.69012	0.08216	2.85187	2.65515	0.1222	0.0	0.0	0.03993	0.30542	3.36904	1.06676	0.10799	0.00745	0.02126	0.40346	2.74601	0.0	0.00301	0.04085	0.18933	0.21268	0.0	0.0	0.27353
s__Staphylococcus_warneri	0	0.13139	0.0	0.08594	0.0	0.23811	0.06221	0.1235	0.6545	0.0	0.0	0.07626	0.06068	0.67599	0.23865	0.0	0.0	0.0	0.0	0.06233	0.34508	0.09145	0.12095	0.0	0.0	1.20434	0.26382	0.0	0.0	0.15167	0.0	0.06875	0.13181	0.0	7.22977	0.08988	0.05996	0.0	0.13952	0.52575	0.44018	0.0	0.0	0.0	0.0	0.02951	0.0	0.0	0.74974	0.27581	0.10992	0.05618	0.00999	0.02665	0.0	0.11363	0.0	0.0	0.0	0.0	0.0	0.0	0.03964	0.0	0.0	1.5283	0.87127	0.0	0.0	0.0	0.04929	0.0	0.0	0.0	0.0	0.0	0.0	0.51479	0.18385
s__Rothia_mucilaginosa	0	0.13138	0.37823	0.0	0.0	0.0	0.0	0.07926	0.35658	0.10608	0.0111	0.11539	0.16295	0.0	0.00767	0.0	0.01735	0.01078	0.0	0.0	0.0	0.00322	0.0	0.36236	0.01983	0.28169	0.09453	0.45386	0.14161	0.0	0.0	0.07312	0.06248	0.0	0.0	0.0	0.0	0.25578	0.38502	0.0	0.0	0.0	0.0	0.45244	0.0	0.00888	0.00531	0.0	0.0	0.14635	0.00984	0.18543	0.0177	0.0	0.0	0.08343	0.04984	1.02344	0.19045	0.94107	0.00661	0.0	0.00245	0.0	0.26484	1.07527	0.75096	0.0	0.0	0.10841	0.32416	0.06391	0.01904	0.0	0.01375	0.16099	0.03697	0.01122	0.08333
s__Staphylococcus_cohnii	0	0.12824	0.0	0.0	0.08804	0.0	0.05608	0.0	0.06705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13513	0.06253	0.0	0.0	0.02891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273	0.0	0.0	0.0	0.01444	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	1.29098	0.23592	0.0	0.0	0.11656	0.0	0.0	0.0	0.0	0.0	0.0922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80188	0.50197
s__Rothia_dentocariosa	0	0.11367	0.5452	0.0	0.0	0.0	0.0	0.02779	0.17096	0.02572	0.00121	0.14867	0.07925	0.01404	0.06144	0.0	0.00974	0.00557	0.0	0.14207	0.05359	0.13373	0.19961	0.25207	0.0	0.00878	0.0	0.15512	0.0	0.03894	0.03546	1.27346	0.94612	0.0	0.0	0.05534	0.0	0.02221	0.32789	0.99651	0.19777	2.48963	0.01935	1.28839	0.5645	0.40859	0.44285	0.0	0.01258	0.6181	0.15047	0.32584	0.21541	0.0	0.0	0.16634	0.07996	0.90697	0.70795	0.11245	0.07951	0.0	0.12883	0.0	1.0257	13.94865	9.42816	0.0	0.0	0.16956	1.74803	0.0	0.0	0.0041	0.05955	0.04504	0.0	0.03061	0.38635
s__Acinetobacter_parvus	0	0.10793	0.0	0.0	0.0	0.04417	0.02476	0.04135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17396	0.31437	0.0	0.0	0.0	0.0	0.03653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06285	0.0171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.00477	0.04277	0.0	0.0	0.0	0.01768	0.0	0.01069	0.01092	0.0822	0.11356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77708	0.48053	1.5245	2.00897	0.67266	0.09075	0.0	0.0	0.00925	0.35513	0.01199	0.02545	0.0	0.0
s__Gemella_haemolysans	0	0.10642	0.0	0.08521	0.25128	0.0	0.0	0.65768	1.2139	0.30231	0.10202	0.20788	0.22784	0.16344	0.17428	0.0	0.45844	0.0	0.0	0.0	0.0	0.12055	0.09474	1.00376	0.07305	0.0	0.0	0.25041	0.08496	0.37608	0.62029	4.81818	0.41325	0.08108	0.0	0.0	0.0	0.05783	0.48377	1.4109	1.63312	1.46866	0.0	2.05403	0.0	0.0448	0.20896	0.0	0.10819	0.07924	0.11071	0.09754	0.08297	0.0	0.0	0.12924	0.1098	0.3418	0.38259	0.02023	0.03814	0.0	0.0	0.01778	0.64329	1.02372	0.44776	0.0	0.01807	0.12546	1.52099	0.0	0.0	0.0154	0.0	0.2268	0.0	0.04009	0.0
s__Streptococcus_infantis	0	0.10203	0.06137	0.0	0.0	0.0	0.0	0.0	0.38865	0.03559	0.0	0.13949	0.0	0.0	0.0	0.0	0.06349	0.0	0.0	0.0	0.0	0.0256	0.09426	0.36678	0.0	0.26473	0.0	0.05624	0.10099	0.0	0.0	0.44463	0.22745	0.02062	0.0	0.0	0.0	0.02811	0.69917	0.0	0.02723	0.36514	0.0	0.0	0.12035	0.03174	0.06118	0.0	0.08547	0.01977	0.0	0.07687	0.02963	0.0	0.0	0.0	0.0	0.05068	0.0	0.11751	0.0	0.0	0.0	0.05169	0.68188	0.04478	0.0	0.0	0.0	0.01451	0.24443	0.0	0.0	0.00248	0.02963	0.04626	0.0	0.0	0.05233
s__Staphylococcus_aureus	0	0.0942	0.03682	0.0	1.45867	0.0	0.0	2.46836	0.3847	0.0	0.0	1.12329	0.57646	0.0	0.0	0.0	0.0	0.0	0.05136	0.65276	0.87281	0.0	0.0	0.0	0.0	0.0	0.0	0.5719	0.04542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44146	0.95555	1.12766	0.87007	0.83788	2.00109	4.87786	5.23693	0.0	0.00487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00425	0.0	0.24402	0.15148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88615	7.33934
s__Sphingomonas_adhaesiva	0	0.08658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.07858	0.0	0.0	0.0	0.0	0.0	0.25269	0.96231	0.01057	0.0	0.00587	0.01713	0.08771	0.14754	0.0	0.02564	0.12905	0.0	0.2512	0.13383	0.4847	0.38646	0.03872	0.0	0.06696	0.0	0.0	0.08248	0.03532	0.0	0.38427	0.55642	0.0	0.0	0.02094	0.0	0.28052	0.5426	0.29452	1.42982	1.11027	0.0	0.0	0.0	0.06329	0.23608	0.0	1.52343	0.67027	0.25776	0.29314	0.075	0.0	0.0	0.24305	0.05682	1.1429	0.54323	0.0	0.0	0.0	0.024	0.0	1.30739	2.54281	2.79177	0.0	0.0	0.0	0.48788	0.0	0.0	0.0	0.0	0.0172	0.0	0.0	0.17367
s__Actinomyces_oris	0	0.06079	0.04683	0.36691	0.0	0.0	0.0	0.10367	1.55125	0.06911	0.07702	0.06597	0.05937	0.08683	0.30173	0.0	0.0262	0.0	0.0	0.13761	0.0808	0.19079	0.24581	0.05347	0.0	0.0	0.0	0.14576	0.11585	0.05108	0.0	1.51293	1.08093	0.0	0.0	0.05971	0.02051	0.47829	0.60354	0.78836	1.01732	1.52247	0.2525	0.16604	0.0184	0.05703	0.03295	0.0	0.42784	0.26612	0.12937	0.0896	0.11195	0.0	0.0	0.35881	0.46462	2.04656	1.05921	0.0	0.0	0.0	0.06828	0.06327	1.67492	8.27054	13.75508	0.0	0.00158	0.13763	1.25237	0.0	0.0	0.00632	0.11271	0.13283	0.02447	0.0	0.0716
s__Paracoccus_sp_WN007	0	0.05878	0.00254	1.48141	1.07884	8.19388	5.15876	0.74362	1.08498	0.01385	0.0	0.06846	0.32117	0.09735	0.45321	0.0	0.0	0.79553	0.44569	0.10544	0.08358	0.0	0.0	0.00124	0.0	1.31303	0.7911	0.0	0.08838	0.11771	0.01241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12288	0.0	0.02301	0.0	0.0	0.0	0.0	0.20059	0.22406	0.0	0.23927	0.01583	0.0	0.00249	0.08036	0.07146	0.03377	0.03932	0.02272	0.31877	0.0	0.04391	0.07757	0.0	0.13434	0.0	0.0	0.82317	1.37874	0.4809	0.78898	0.02215	0.0	0.0	0.0	0.0	0.0	0.1075	0.1259	0.0	0.0
s__Corynebacterium_glucuronolyticum	0	0.05461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28448	0.12853	0.0	0.0	0.0	0.0	0.0	0.0	0.07006	0.07527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12694	0.21031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22305	0.25522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04204	0.0	0.0	0.30467	0.24373	0.0	0.0	0.00683	0.00118	0.0	0.0
s__Enterococcus_faecalis	0	0.05006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chryseobacterium_hominis	0	0.04848	0.10691	0.0	0.0	0.04583	0.25184	0.0	0.0135	0.01817	0.0	0.0	0.0	0.06961	0.1863	0.0	0.0	0.18107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16359	0.0	0.0178	0.03793	0.11234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_durum	0	0.04532	0.0	0.0	0.0	0.0	0.0	0.02196	0.18055	0.0	0.0	0.0	0.01862	0.0	0.0	0.0	0.0	0.02247	0.0	0.01226	0.01094	0.0	0.0	0.03247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54022	0.40182	0.0	0.0	0.096	0.0	0.1063	0.26612	0.08511	0.16492	1.40185	0.0	0.07311	0.0	0.0	0.0	0.0	0.0	0.03999	0.18826	0.04341	0.00907	0.0	0.0	0.29134	0.20697	0.03946	0.0	0.0	0.0	0.0	0.07341	0.0	0.26532	1.34972	0.88354	0.0	0.0	0.06901	0.8564	0.0	0.0	0.0	0.03699	0.01326	0.0	0.0	0.06423
s__Corynebacterium_tuberculostearicum	0	0.03786	0.0	0.0	0.03985	0.0	0.0	0.0	0.0	0.09933	0.03993	0.01086	0.15275	0.0	0.0	0.0	0.00849	0.0	0.0	0.0	0.0	0.03332	0.0461	0.20386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04617	0.0	0.0	0.0	0.0	0.0	0.0	0.06107	0.0	0.0	0.0	0.0	0.0	0.05271	0.08977	0.0	0.0	0.0142	0.0	0.05065	0.10374	0.02075	0.0	0.04372	0.04184	0.08608	0.0	0.37895	0.44716	0.0	0.0	0.0	0.0	0.0	0.0	0.06212	0.07505	0.0	0.0	0.46794	0.16152	0.0877	0.12847	0.02965	0.02529	0.0	0.0
s__Lactobacillus_crispatus	0	0.03725	0.0	0.0	0.18618	1.40875	0.04729	0.0	0.79053	0.21637	0.35298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71046	0.73111	0.0	0.0	0.0	0.0	0.29845	0.09485	0.01696	0.10449	0.0	0.0	0.0	0.0	0.37055	0.95845	0.0	0.0	0.0	0.0	0.0	0.0	0.10144	0.0	1.63637	0.07327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	0.03717	0.21208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_HMSC070B10	0	0.03325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11895	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07837	0.0	0.21556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cloacibacterium_normanense	0	0.03196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.0	0.0	0.0	0.02908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04161	0.03306	0.01778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_venetianus	0	0.02824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_coyleae	0	0.02764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1846	0.28212	0.00871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04121	0.08483
s__Acinetobacter_johnsonii	0	0.02726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04372	0.0	0.0	0.0	0.0	0.10278	0.0	0.0	0.0	0.11943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07796
s__Kocuria_rhizophila	0	0.02622	0.0009	5.74332	1.43735	0.26835	0.15486	0.0	0.06113	0.0	0.0	0.0	0.0	0.78003	0.61761	0.0	0.01173	0.0	0.0	0.06701	0.16509	0.00225	0.0	0.04243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04452	0.11849	0.0	0.0	0.0	0.0	0.0	0.0	1.20636	0.0	0.62081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06228	0.0	0.0	0.0	0.09734	0.01939	0.18471	0.3555	0.0	0.0	1.30233	2.46178	0.0	0.0	0.0	0.01605	2.09225	0.09228	0.0	0.01282	0.70641	0.82867	0.0	0.0	0.0	0.0	0.07363	0.03443	0.0	0.0
s__Paracoccus_yeei	0	0.02511	0.30425	4.53381	1.54835	1.15886	0.575	0.00382	0.11528	0.0	0.0	0.0	0.0	0.01831	0.0	0.0	0.0	0.16219	0.11421	0.0	0.0	0.0	0.0	0.0	0.0	0.05379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.0	0.0017	0.0	0.6366	0.66079	0.0	0.0	0.0	0.0	0.0	0.0	0.14289	0.08695	0.0	0.0	0.09343	0.1349	0.0166	0.00433	0.02926	0.00841	0.0	0.0	0.0	0.0	0.0	0.29296	0.0	0.0	0.0	0.0	0.1118	0.01362	0.21024	0.03442	0.0	0.0	0.0	0.0	0.0	0.0	0.12932	0.01622	0.0	0.0
s__Corynebacterium_pseudogenitalium	0	0.02275	0.17029	0.1576	0.69629	0.0	0.0	0.0	0.01329	0.08647	0.18434	0.15106	0.13525	0.0	0.0	0.04483	0.12748	0.00541	0.03932	0.0	0.0	0.16498	0.1065	0.02232	0.0	0.20733	0.225	0.0	0.0	0.2149	0.02966	0.01487	0.05611	0.0	0.0	0.11212	0.0211	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.09364	0.13127	0.12796	0.0	0.0	0.0	0.07084	0.0792	0.01365	0.01451	0.03885	0.02847	0.96437	0.75993	0.58609	0.45854	0.36814	1.2006	0.0	0.0	0.0	0.04305	0.0	0.0	0.04937	0.01659	0.29247	0.97426	0.10346	0.39868	1.48101	0.68783	0.04202	0.07132
s__Variovorax_paradoxus	0	0.02185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dermacoccus_nishinomiyaensis	0	0.01927	0.0	0.32846	0.46493	0.39841	0.27772	0.0	0.0	0.0	0.0	0.0	0.04717	3.11323	4.32765	0.0	0.17377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07879	2.8564	4.51593	0.0	0.0	0.0	0.0	0.0	0.00954	0.0	0.0	0.21884	0.09974	0.10405	0.0	0.0	0.0	0.0	0.0	0.499	0.12262	0.32659	0.53025	0.0	0.04744	1.85753	1.4083	0.21455	0.16413	1.51401	0.58342	0.0	0.0	1.72238	1.91582	0.14528	0.01929	0.0	0.0	0.2632	0.41959	0.48916	0.1413	3.67839	2.4222	0.0	0.00727	7.25461	5.36055	0.01395	0.17204
s__Corynebacterium_kefirresidentii	0	0.01446	0.0	0.0	0.02398	0.0	0.0	0.0	0.0	0.05075	0.01272	0.01511	0.01019	0.0	0.0	0.07957	0.0	0.0	0.0	0.0	0.0	0.0	0.1222	0.04477	0.0	0.0	0.0	0.0	0.0	0.2355	0.0	0.03323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2716	0.27906	0.04258	0.0	0.0	0.0	0.0	0.0	0.01871	0.00332	0.03943	0.0	0.0	0.0	0.21517	0.13911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34941	9.12705	0.09989	0.53223	0.10325	0.01233	0.0	0.0
s__Streptococcus_cristatus	0	0.01445	0.24847	0.0	0.0	0.0	0.0	0.04846	0.02731	0.26465	0.35044	0.0	0.00724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11163	0.02709	0.0	0.0	0.0	0.0	0.0	0.01014	0.07855	0.0	0.0	0.0	0.0	0.0	0.01741	0.0	0.03399	0.15296	0.0	0.20367	1.76165	0.0	0.0	0.0	0.10483	0.15054	0.0	0.0	0.01158	0.0	0.07597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04004	0.0	1.22856	0.0	0.0	0.0	0.0	0.0	0.04695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_dorei	0	0.00447	0.12179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.00368	0.0	0.0	0.0	0.0	0.0	0.10264	0.04127	0.06831	0.0	0.0	0.02424	0.00625	0.0	0.0	0.0	0.0432	0.0	0.0	0.0	0.06604	0.03902	0.05128	0.0	1.79099	0.0	0.0	0.0	0.00686	0.0	0.0	0.34846	0.08606	0.43653	0.0	0.0	0.15436	0.68297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20019	0.26229	0.15662	0.05993	0.0	0.0	0.0	0.0	0.403	0.36935	0.0	0.0	0.0	0.0	0.0	0.0	0.91177	1.47242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07864
s__Brevibacterium_casei	0	0.00328	0.0	0.0	0.0	0.26217	0.17049	0.36062	0.0	0.0	0.01308	0.0	0.00677	0.0	0.0	0.07035	0.40191	0.0	0.0	0.0	0.0	0.01026	0.0	0.0	0.0	0.0	0.0	0.0	0.13509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22721	0.28857	0.0	0.0	0.0	0.0	0.1468	0.74413	0.00431	0.0	0.04443	0.01173	0.00317	0.0	0.00879	0.0	0.0	0.0	19.39003	21.95405	0.0	0.0	0.0	0.0	0.02928	0.0	0.00108	0.01794	0.23074	0.00591	0.0	0.0	0.04196	0.27718	0.25879	0.40636	0.0	0.0
