clade_name	NCBI_tax_id	SID010101	SID010102	SID010104	SID010201	SID010202	SID010204	SID010301	SID010302	SID010304	SID010401	SID010402	SID010404	SID01A_000	SID01A_006	SID01A_220	SID01B_000	SID01B_007	SID01B_221	SID01C_235	SID01C_566	SID01D_013	SID01D_190	SID01D_570	SID01E_000	SID01E_015	SID01E_191	SID01F_239	SID01F_573	SID01G_000	SID01G_005	SID01G_234	SID01H_011	SID01H_202	SID01H_568	SID01I_012	SID01I_569	SID01J_010	SID01J_173	SID020101	SID020102	SID020104	SID020201	SID020202	SID020204	SID020301	SID020302	SID020304	SID02A_561	SID02B_552	SID02C_553	SID030101	SID030102	SID030104	SID030201	SID030202	SID030204	SID030301	SID030502	SID030504	SID030601	SID030602	SID030604	SID030701	SID030702	SID030704	SID03A_000	SID03B_000	SID03C_000	SID03D_000	SID03E_000	SID03F_000	SID03G_000	SID040101	SID040104	SID040201	SID040202	SID040203	SID040204	SID040301	SID040303	SID040304	SID04B_564	SID04C_565	SID04D_562	SID04E_563	SID05A_000	SID05B_000	SID05C_000	SID05D_000	SID060101	SID060102	SID060201	SID060202	SID060301	SID060302	SID060401	SID060402	SID060502	SID060601	SID060602	SID07A_558	SID07C_541	SID07D_542	SID07E_559	SID080101	SID080102	SID080104	SID080301	SID080302	SID080304	SID08A_000	SID08A_022	SID08A_236	SID08B_044	SID08C_021	SID08D_079	SID08D_257	SID08D_572	SID08E_000	SID08E_041	SID08E_160	SID08F_000	SID08F_040	SID08G_000	SID08G_023	SID08H_000	SID08H_008	SID08I_009	SID08I_170	SID08I_545	SID08J_078	SID08K_032	SID08K_237	SID08K_560	SID090101	SID090102	SID090201	SID09A_515	SID09B_516	SID09C_517	SID09D_518	SID09E_519	SID100201	SID100202	SID100204	SID100301	SID100302	SID100304	SID100401	SID100402	SID100404	SID140101	SID140102	SID140104	SID140201	SID140202	SID140301	SID140302	SID140304	SID190101	SID190104	SID210101	SID210102	SID210104	SID210201	SID210204	SID210301	SID210302	SID210304	SID210401	SID210402	SID210404	SID240101	SID240102	SID240104	SID240201	SID240202	SID240301	SID240302	SID240304	SID240401	SID240402	SID250101	SID250102	SID250104	SID250301	SID250501	SID250502	SID250701	SID250702	SID250704
s__Veillonella_parvula	0	0.16733	0.02928	0.03405	0.0	0.0	0.0	0.0	0.0	0.0	0.13713	0.10548	0.07254	0.0	0.0	0.0	0.04801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02103	0.0	0.07005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12136	0.04148	0.1579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18168	0.09953	0.0	0.03891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00677	0.0	0.02508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02514	0.0	0.0	0.0	0.05632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09066	0.0	0.0	0.0	0.0	0.0	0.01845	0.0	0.0	0.06918	0.0	0.01861	0.0	0.0	0.12739	0.0	0.0	0.0	0.14828	0.0	0.0	0.0	0.07215	0.04202	0.0099	0.0068	0.0	0.09179	0.01518	0.69595	0.0	4.71243	0.09549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69207	0.0	6.79492	0.06713	0.0
s__Prevotella_sp_CAG_279	0	0.16199	0.33889	0.4001	0.5833	1.18234	2.99451	0.0	0.0	0.0	0.03525	0.36967	0.11323	0.0	0.0	0.0	1.44132	0.0	0.0	0.0	0.0	0.0	0.2092	0.03273	0.15246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042	0.0	0.84891	0.0	0.0	0.13389	0.29276	0.44636	0.82138	1.32473	2.65798	0.0	0.0	0.0	0.0	0.04156	0.0	0.04239	0.01866	0.33688	1.42863	0.05883	0.0	0.0	0.0	0.0	0.0	0.46897	0.26834	0.11981	0.24783	0.32023	0.69328	1.33868	0.01959	0.0	5.71455	0.0	0.0	0.03664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22056	0.0	0.08824	0.01838	2.62509	0.05267	0.0	0.01191	0.0	0.0	0.6552	0.00241	0.0	1.53497	0.0	0.0	0.0	0.0	0.0	0.01168	0.0	0.0	0.0	0.276	0.41336	0.05833	0.0	0.0	0.33844	0.66269	0.0	0.0	0.0	0.0	0.0	0.0	0.63971	0.12372	0.0	0.01633	0.0	0.0	2.23034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31726	0.25843	0.3136	0.0	0.50098	0.01126	0.0	0.0	0.72299	0.0	0.02369	0.43278	0.46956	0.0239	0.02816	0.0	0.0	0.0	0.0	0.0	1.91053	0.09261	0.0	0.12536	0.0	0.02686	0.16774	0.0	0.0	0.0	0.0	0.02525	0.02347	0.88549	0.04203	0.0	0.20118	0.0	0.01757	0.0	0.53701	0.54289	0.1522	0.012	0.06892	0.01462	0.0	0.28203	0.0	0.0	0.0	0.0	0.62577	0.53488	0.04023	0.05073	0.0809
s__Firmicutes_bacterium_CAG_238	0	0.15048	0.19641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01065	0.0	0.0	0.24424	0.24936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14779	0.01746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03373	0.00352	0.18663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0142	0.0	0.0044	0.0	0.0	0.0	0.1311	0.0	0.0	0.0	0.2424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.15021	0.39594	0.04773	0.21979	0.2253	0.07642	0.06585	0.35453	0.27404	0.06004	0.27132	0.25728	0.0	0.0	0.0	0.08506	0.0	0.2994	0.29561	0.04862	0.0	0.50198	0.17352	0.0279	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.23863	0.0	0.00811	0.0	0.0	0.12332	0.47495	0.03685	0.33062	0.22728	0.0581	0.09254	0.32644	0.23361	0.00691	0.34201	0.30412	0.0	0.04842	0.27559	0.0	0.38647	0.00489	0.0	0.0	0.0	0.0	0.25739	0.23972	0.0	0.16877	0.03857	0.0	0.03256	0.0	0.0	0.0	0.01045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05186	0.0	0.021	0.0358	0.42323	0.1639	0.0441	0.0	0.0	0.0	0.0	0.0	0.11466	0.17761	0.0	0.0	0.0	0.0	0.0	0.03935	0.0	0.05244	0.0	0.0	0.17079	0.04662	0.01454	0.77667	0.00132	0.0	0.29179	0.01555	0.0	0.4492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44847	0.0	0.0	0.0	1.72628	0.00997	0.33264	0.16216	0.05015	0.4044	0.00696	0.00452	0.03586	0.04377	0.11637	0.0	0.02927	0.06629	0.01211	0.6906	0.12151	0.1003	0.22853	0.03563	0.01908	0.11692	0.92517	2.65286	0.27423	0.0	0.0	0.14165	0.13409	0.08543	0.2052	0.10954	0.02841	0.04784	0.19657	0.62933	1.83572	0.11683	0.01457	0.0	0.12747	0.0149	0.07588	0.09721	0.00955	0.0	0.0	0.07912	0.0	0.0	0.26711	0.09608	0.0	0.01956	0.07406	0.08082	0.0	0.0	0.04313
s__Firmicutes_bacterium_CAG_534	0	0.15005	0.14593	0.2034	0.13848	0.0	0.08076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.21216	0.17908	0.16424	0.19637	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00768	0.0	0.0	0.04802	0.0	0.00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02968	0.0	0.0	0.0	0.0	0.0	0.06154	0.0	0.0	0.0	0.0	0.0	0.05946	0.0	0.0	0.0	0.0	0.0	0.0	0.34014	0.0	0.0	0.0	0.0	0.0	0.0	1.46071	0.96083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05217	0.4453	0.0	0.0
s__Klebsiella_variicola	0	0.14627	0.53372	0.02423	0.0	0.05168	0.0	0.0	0.06451	0.03379	0.00998	0.02753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02615	0.0	0.0	0.02272	0.2133	0.0	0.0	0.04707	0.0	0.028	0.05143	0.0	0.0	3.79	0.07479	6.09525	0.01015	0.0516	0.0	0.0	0.0	0.0	0.0	0.0	0.17727	0.07501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05828	0.03152	0.0	4.37235	1.44955	1.84857	0.0	0.0	2.8228	0.0	0.0	0.0	0.0	0.0	0.12277	0.02529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26853	0.0	0.0	0.0	0.0	0.02351	0.0	0.0	0.567	0.0	0.0	0.06503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17809	0.0	0.0	0.0	0.0	0.00626	0.0	0.0	0.0	0.0	3.44492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17676	0.0	0.0	0.64921	0.0	0.03457	0.13203	0.0	0.0	0.0	0.0	0.04536	0.0	0.03301	0.0	0.0	0.0	0.01391	0.25631	0.0	0.0	0.0	0.03497	0.0	0.02493	0.0	0.02303	0.01907	0.0148	0.17758	0.0	0.0	1.35233	0.0	0.0	0.05296	0.0	0.16902	0.0	0.0	0.03572	0.14161	0.0	0.0	2.2185	0.0	0.0
s__Eubacterium_rectale	0	0.14075	0.18562	1.15795	3.8451	7.80038	3.93196	2.79693	3.66055	0.35432	9.07094	12.91456	7.08025	0.0	0.0	0.87676	4.42324	0.33766	7.32925	6.24256	0.20576	0.0	12.81866	3.27663	0.39899	0.07936	0.24274	0.07296	0.0	0.00047	0.0	0.0	0.13218	0.0671	0.0178	0.0	0.23071	0.0	0.0	0.13374	0.1672	1.35195	3.12423	8.45285	4.33571	2.57296	3.2225	0.22526	0.22444	0.10142	0.02412	1.17943	9.04808	13.47543	1.54579	6.07058	4.40632	0.89797	1.55101	5.34559	3.51858	5.62535	3.90137	0.71299	2.72605	12.23034	0.0	0.50785	0.96108	0.27587	0.07294	0.0	0.0	2.57557	3.45413	5.38329	3.72026	0.86171	6.49722	6.90854	2.34918	3.91937	0.12774	1.25967	0.12469	0.0957	1.22315	0.5196	0.00538	0.0395	0.39212	5.19854	4.74815	4.27833	3.69096	1.85292	0.71741	3.2175	2.02266	8.55321	1.63275	1.22002	0.07748	0.0	0.00714	0.84376	2.60513	0.84028	3.94569	5.5047	5.40951	0.65248	0.10943	9.88575	0.10501	13.09496	0.0	0.43559	0.09361	0.14262	0.0	3.89181	0.04028	0.0	0.08156	0.0	0.0	0.0	0.07409	0.26724	0.23174	1.61232	0.0	2.93128	0.07838	3.99978	2.97698	11.5221	0.0219	0.00835	0.06678	0.0	0.00991	4.46057	2.91334	7.64483	0.81116	2.62088	0.89444	0.85593	3.14723	5.02517	0.45169	0.16084	2.79619	0.69554	0.35454	0.07517	0.04209	1.54697	7.45515	3.01425	3.17907	4.54734	1.03343	0.13916	5.15424	2.15243	1.04881	0.49866	0.04465	0.06905	0.93849	7.93731	6.59454	4.75636	1.35072	0.13172	0.28387	4.37007	4.95292	0.0	0.50859	0.21464	11.44504	10.99982	5.81089	5.46267	1.55541	0.09108	0.37569	4.38668
s__Bacteroides_pectinophilus	0	0.13959	0.01931	0.0	0.0	0.0	0.0	0.0439	0.0	0.62936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05528	0.0	0.0	0.20227	0.0399	0.0	0.0	0.0	0.0	0.04925	0.0	0.702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16789	0.0	3.19032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38228	3.45314	0.01129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03446	0.04917	0.0	0.03336	0.0	0.07415	0.0	0.0	0.0	0.0	0.0	0.0	0.01851	0.25848	0.0	0.06981	0.0	0.14485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00856	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.13186	0.2585	0.10408	0.15411	0.28199	0.12062	0.01734	0.04754	0.12435	0.0	0.0	0.0	0.0	0.0	0.0	0.07896	0.0	0.0	0.0	0.78703	0.0	0.0	0.50098	1.3637	0.0	0.22204	0.0	0.24085	0.09237	0.0	0.0	0.0	0.33076	0.19189	0.0	1.09616	0.0	0.0	0.20228	0.24572	0.10688	0.22929	0.24019	0.16651	0.01472	0.04602	0.13407	0.0	0.35142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10644	0.0	0.0	0.0	0.0	0.0	0.23284	0.01071	0.53754	0.40108	0.08593	0.26545	0.44987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35766	0.55872	1.30836	1.3595	0.01265	1.19244	0.43105	0.0	0.0	0.0	0.09365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12257	0.64043	1.01313	0.31989	0.07878	0.0	0.0	0.0	0.0	0.0	0.0	0.44368	0.20392	0.27513	0.10281	0.04936	0.0	0.0	0.82365	0.55238	0.0	0.86237	0.32849	0.0	0.72269	0.0	0.0	0.0	0.0	0.14852	0.0	0.0	0.0	0.0	0.41636	0.06018	0.17998	0.04157	0.0	0.71527	0.851	2.05036	1.28222	0.11352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824	0.0	0.0	0.02893	0.10773	0.26929	0.0	0.0	0.0	0.03425	0.0	0.0	0.00771	0.0	0.00448	0.0	0.04271	0.08005	0.2799	0.0	0.00755	0.0	0.01281	0.0	0.0	0.04774	0.00152	0.0	0.0	0.0191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02996	0.0	0.00659	0.0
s__Streptococcus_australis	0	0.10554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.0	0.0	0.01565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.10323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.05121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.03966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05578	0.0	0.0	0.0	0.04528	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15206	0.0	0.07488	0.01907	0.03451	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17127	0.0	0.09798	0.0026	0.0	0.0	0.00508	0.02347	0.0	0.0	0.0	0.0	0.0	0.0	0.11393	0.01978	0.0	0.0	0.0	0.06165	0.0	0.0	0.0	0.00808	0.0	0.0	0.0	0.25927	0.13852	0.9379	0.00782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02297	0.12448	0.57245	0.02237	0.11603	0.0	0.0
s__Eubacterium_hallii	0	0.10082	0.23691	0.21119	0.58018	0.51918	1.2719	0.16373	0.43828	0.64654	0.09428	0.12702	1.00915	0.0	0.0	0.83792	0.01834	0.0	1.88341	0.10237	0.00729	0.00198	1.50931	0.03116	0.06854	0.0	1.15667	1.27334	0.01021	0.0	0.0	0.0	0.02165	0.30259	0.0	0.0	0.01841	0.0	0.0	0.16187	0.23578	0.16766	0.55614	0.54998	1.25527	0.16389	0.42365	0.59207	0.0	0.0	0.11082	0.0	0.06677	0.13194	0.0	1.04539	0.43124	0.00197	0.00933	0.62649	0.15809	0.76824	0.72076	0.0	0.49657	0.48017	0.0	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02119	0.0	0.0	0.18824	0.0	0.0	0.0	0.0	0.04351	0.00772	0.02925	0.0	0.0	0.0	0.0	0.83437	0.35321	0.26814	0.0	0.0	0.10408	0.1061	0.32212	0.02568	0.00864	0.00126	0.0	0.0	0.24509	0.40158	0.29714	0.42012	0.62669	0.67348	0.0	0.0	0.9486	0.0	0.0768	0.0	1.76201	0.0	0.0	0.0	0.65891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13822	0.0	0.0	0.0	0.18871	0.0	0.66951	0.48945	0.46738	0.20568	0.0121	0.0	0.0	0.01945	0.74802	0.26193	0.26581	0.27778	0.40794	0.29876	0.55055	0.32855	0.29199	0.67895	1.0316	0.53076	0.21486	0.37006	0.08435	0.06073	0.65403	0.19674	0.56654	0.33882	0.3419	0.59254	0.82938	0.33268	0.49795	0.35838	0.48364	0.04851	0.05307	0.81613	0.17431	0.1371	0.26263	0.28848	0.05543	0.13373	0.41293	0.31606	0.0	0.34966	0.19461	0.11757	0.17554	0.15439	0.23643	0.3377	0.01067	0.17717	0.39981
s__Clostridium_sp_CAG_167	0	0.08631	0.06041	0.0954	0.01721	0.06778	0.0	0.17645	0.06196	0.15134	0.0	0.05526	0.04562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15382	0.08838	0.18771	0.05268	0.05463	0.01372	0.2299	0.09655	0.12447	0.0	0.0	0.0	0.0	0.0	0.04604	0.0	0.03418	0.05993	0.0	0.0	0.00762	0.0	0.14609	0.20765	0.0	0.02824	0.01541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11488	0.0	0.0	0.0	0.0	0.0	0.0	0.01279	0.0	0.0	0.0	0.0	0.0	0.18849	0.01402	0.03725	0.09039	0.01277	0.14962	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05662	0.0	0.0	0.0	0.0	0.0	0.29453	0.02725	0.04198	0.0	0.0	0.0	0.0	0.0	0.11889	0.0	0.0	0.23121	0.11777	0.06006	0.04573	0.05474	0.0	0.0	0.0	0.11846	0.0	0.0	0.0	0.0	0.05153	0.0	0.0595	0.07311	0.00163	0.0	0.0	0.0	0.16272	0.05638	0.05013	0.0	0.00479	0.00137	0.0	0.0	0.09788	0.0668	0.0	0.02536	0.058	0.0	0.0	0.16385	0.0	0.0	0.01863	0.03394	0.09658	0.05975	0.0	0.04534	0.04526
s__Gemmiger_formicilis	0	0.08447	0.26566	0.16105	0.54911	0.83896	0.59275	0.11368	0.2175	0.32185	0.20348	0.48154	0.63209	0.04135	0.01741	0.0	0.41741	0.05585	0.00444	0.0029	0.10055	0.0	0.47998	0.37577	0.22095	0.0	0.06254	0.0	0.01161	0.0	0.0	0.0	0.00052	0.00389	0.09291	0.0	0.33285	0.0	0.0	0.07899	0.27318	0.16977	0.50548	0.77835	0.63784	0.18986	0.25876	0.27648	0.41961	0.30519	0.01208	0.05286	0.19267	0.47635	0.62786	0.62276	0.56168	0.68573	0.09653	0.43086	0.29357	1.05685	1.14461	0.0	0.45447	0.20012	0.03609	0.36762	1.02639	0.3276	0.47603	0.272	0.20703	0.15289	0.62797	0.59258	0.0	1.49825	0.50729	0.0103	0.38934	0.0	0.04499	0.06236	0.06841	0.06192	0.25763	0.23996	0.0	0.35025	2.23438	0.06055	0.27015	0.21899	0.40037	1.20814	0.4574	0.31239	0.61753	0.28105	0.0	0.31948	0.10057	0.0	0.12327	0.5554	0.68533	2.57627	0.50866	0.45946	1.1053	0.28093	0.00258	0.04476	0.0	0.0	0.0	0.05496	0.25088	0.59141	0.0	0.13311	0.15949	0.0	0.28612	0.0	0.05869	0.0	0.25941	0.33773	0.31095	0.0	0.22695	1.08003	0.30915	0.97112	0.52164	0.24576	0.00448	0.04199	0.05072	0.04603	0.02338	0.40354	0.39598	0.18084	0.52248	0.68552	2.30495	0.30513	0.33554	0.39025	0.09002	0.14337	0.29285	0.39285	0.37457	0.15405	0.01387	0.56059	0.24897	0.50252	0.27209	0.33629	0.1907	0.0926	0.26617	0.33953	0.46524	0.44861	0.05498	0.02826	0.43673	0.22589	0.12339	0.07923	0.09646	0.03729	0.02933	0.3072	0.23534	0.0	0.27678	0.45109	0.38894	0.16521	0.13539	0.0789	0.08426	0.00623	0.0618	0.34501
s__Streptococcus_infantarius	0	0.08425	0.25928	0.0	0.0	0.05201	0.0	0.4069	0.13677	0.0	0.39335	1.50572	0.03289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09067	0.34999	0.0	0.0	0.04795	0.0	0.58002	0.10592	0.0	0.0	0.0	0.0	0.0	0.4414	1.1411	0.0	0.06573	0.0	0.0	0.0	0.15988	1.16946	0.28132	0.0	0.03559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62331	0.0	1.01565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91841	0.0	0.12781	0.2137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12805	0.0	0.0	4.75711	5.00976	0.0	0.83489	0.0	0.0	0.0	0.0	0.06618	0.60407	0.0	0.0	0.0516	3.38679	0.0	0.81732	0.0	0.0	0.0	0.0	0.0	0.05449	0.23613	0.0	0.0	0.00643	0.53655	0.0	0.0	0.06362	0.0	0.0526	0.0	0.0	0.0	0.59256	0.04743	0.0	0.35555	0.0	0.0	0.06113	0.0	0.04005
