clade_name	NCBI_tax_id	C16-20002-TZ	C16-20003-TZ	C16-20005-TZ	C16-20070-TZ	C16-20071-TZ	C16-20072-TZ	C16-20073-TZ	C16-20117-TZ	C16-20118-TZ	C16-20119-TZ	C16-20123-TZ	C16-20135-TZ	C16-20152-TZ	C16-20153-TZ	C16-20197-TZ	C16-20198-TZ	C16-20211-TZ	C16-20212-TZ	C16-20215-TZ	C16-20237-TZ	C16-20238-TZ	C16-20246-TZ	C16-20247-TZ	C16-20248-TZ	C16-20340-TZ	C16-20341-TZ	C16-20345-TZ	C16-20346-TZ	C16-20347-TZ	C16-20371-TZ	C16-20372-TZ	C16-20373-TZ	C16-20374-TZ	C16-20415-TZ	C16-20416-TZ	C16-20417-TZ	C16-20437-TZ	C16-20438-TZ	C16-20439-TZ	C16-20440-TZ	C16-20441-TZ	C16-20470-TZ	C16-20471-TZ	C16-20473-TZ	C16-20474-TZ	C16-20475-TZ	C16-20491-TZ	C16-20492-TZ	C16-20493-TZ	C16-20494-TZ	C16-20548-TZ	C16-20549-TZ	C16-20550-TZ	C16-20551-TZ	C16-20554-TZ	C16-20557-TZ	C16-20558-TZ	C16-20625-TZ	C16-20626-TZ	C16-20627-TZ	C16-20645-TZ	C16-20646-TZ	C16-20647-TZ	C16-20648-TZ	C16-20649-TZ	C16-20650-TZ	C16-20651-TZ	C16-20652-TZ
s__Veillonella_parvula	0	0.18139	0.04871	0.0	0.30895	0.0	0.0	0.00301	0.00365	0.0	0.0	0.0	0.0	0.0	0.05319	0.0	0.0	0.0013	0.01709	0.0	0.06409	0.09746	0.26895	0.03852	0.01074	0.0	0.00297	0.01238	0.0	0.08145	0.03178	0.06021	0.0	0.24737	0.0	0.0	0.0	0.0	0.09833	0.0	0.15209	0.09647	0.02132	0.01983	0.0	0.0	0.01011	0.17502	0.0	0.0461	0.0	0.02518	0.05977	0.15242	0.05143	0.0	0.13988	0.0	0.09726	0.14678	0.0	0.0	0.0	0.0	0.0	0.0255	0.0	0.0	0.0
s__Blautia_obeum	0	0.15126	0.12815	0.07485	0.2131	3.52971	0.0	0.0	0.00078	0.0	0.01319	0.01277	0.08677	0.0004	0.09174	0.00886	0.04995	0.06897	0.01372	0.02981	0.02093	0.00781	0.04768	0.04675	0.0598	0.01568	0.01374	0.8754	0.00745	0.12144	0.02891	0.23606	0.0817	0.11317	0.0	0.00327	0.0	0.04332	0.11287	0.03066	0.09192	0.19681	0.15101	0.07653	0.01695	0.02853	0.05503	0.0	0.0	0.00601	0.00253	0.11002	0.00979	0.02038	0.0557	0.02595	0.64702	0.19437	0.03685	0.0	0.0688	0.0205	0.15597	0.11866	0.26694	0.05268	0.17571	0.10135	0.03174
s__Dorea_formicigenerans	0	0.14579	0.11056	0.16724	0.0361	1.20986	0.00255	0.35258	0.06277	0.00471	0.03583	0.04562	0.08019	0.07131	0.17132	0.11699	0.3931	0.35857	0.01127	0.09636	0.18699	0.07348	0.00941	0.01952	0.24846	0.06652	0.0737	0.47472	0.11809	0.12403	0.09594	0.92567	0.12439	0.16025	0.0	0.13224	0.00893	0.20949	0.14537	0.11073	0.05612	0.1275	0.03006	0.07228	0.09118	0.23173	0.01592	0.0	0.0	0.07265	0.02255	0.47103	0.0425	0.28459	0.44591	0.23113	1.27424	0.18221	0.05484	0.31626	0.37575	0.12595	0.08137	0.37143	0.73768	0.16127	0.67406	0.80447	0.04946
s__Clostridium_sp_CAG_964	0	0.13913	0.0	0.02213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04254	0.0	0.0	0.0
s__Phascolarctobacterium_faecium	0	0.13338	0.0	0.0	0.0	0.0	0.0	0.0	0.59331	0.00263	0.21698	0.10457	0.01951	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01971	0.43188	0.0	0.0	0.16277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75645	0.18347	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_ovatus	0	0.1145	1.1901	0.00578	0.03173	0.0	0.55591	0.0	4.08425	0.07615	2.81027	5.40665	0.31428	1.60777	0.67201	0.30502	1.87609	0.25562	0.0	0.0	0.0	0.0	1.97991	0.5488	2.75502	0.3318	0.2935	0.55589	0.19242	0.01785	0.0	0.02521	0.01436	0.28588	0.0	0.31343	0.01654	0.34438	0.00799	0.04523	0.02078	0.01174	0.00859	0.76134	0.81847	0.33274	0.16281	0.0	21.79923	0.034	0.11484	0.0	0.0	0.0	0.0523	0.31333	0.03929	0.49941	0.0	0.00239	0.60133	0.0	0.0	0.0	0.0	0.0	0.0	0.12149	0.00019
s__Megamonas_funiformis	0	0.11348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01484	0.00223	4.13786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4372	0.0
s__Blautia_wexlerae	0	0.10936	0.01775	0.0	0.0	0.4547	0.02733	0.49979	0.29735	0.018	0.02833	0.00533	0.23375	0.06066	0.0	0.01846	0.00514	0.01247	0.05071	0.01847	0.073	0.17689	0.02293	0.02279	0.07544	0.26931	0.00377	0.14672	0.16972	0.31904	0.01021	0.03805	0.03268	0.08607	0.0	0.25602	0.02517	0.0	0.03383	0.01237	0.0336	0.03613	0.0	0.10567	0.0411	0.1485	0.00104	0.0	0.0	0.03984	0.07121	0.15834	0.0	0.05881	0.06829	0.94272	1.16025	0.02145	0.01911	0.0568	0.0	0.00358	0.01091	0.0	0.03397	0.04252	0.07858	0.20795	0.0181
s__Veillonella_sp_T11011_6	0	0.08328	0.02543	0.0	0.0	0.0	0.02	0.0	0.00735	0.0	0.0	0.0	0.0	0.0096	0.06986	0.0	0.0	0.0	0.0	0.0	0.02871	0.0	0.08319	0.00485	0.00753	0.0	0.0	0.00227	0.0	0.17935	0.00144	0.01504	0.0	0.16044	0.0	0.0	0.00218	0.0	0.0	0.00148	0.29548	0.29302	0.011	0.0	0.0	0.0	0.02913	0.0	0.0	0.53833	0.00604	0.0	0.02391	0.01507	0.00401	0.0	0.13923	0.0	0.04657	0.00969	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.00431
s__Streptococcus_salivarius	0	0.07243	0.12874	0.0	0.28565	0.0	0.03597	0.0	0.0	0.12098	0.00253	0.02323	0.02529	0.0	0.35632	0.03848	0.02483	0.02038	0.01661	0.0	0.14941	0.03183	0.29325	0.18644	0.18977	0.00609	0.18207	0.05919	0.0	0.39579	0.04206	0.72156	0.05157	0.18665	0.01197	0.01444	0.40059	0.00096	0.0	0.03618	1.21927	1.22003	0.05838	0.00807	0.0	0.01474	0.22688	0.2574	0.03713	1.88355	0.14834	0.01514	0.42755	0.02708	0.3422	0.0	2.33274	0.01596	0.28951	0.31891	0.04459	0.0	0.22058	0.02247	0.0	0.0	0.01347	0.00224	0.053
s__Firmicutes_bacterium_CAG_110	0	0.0565	0.02817	0.139	0.0	1.48698	0.0	0.0172	0.03844	0.0	0.0	0.0	0.0	0.14394	0.00824	0.14404	3.01414	0.07607	0.30917	0.02116	0.3756	0.06719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.26381	0.37664	0.0	0.1037	0.0	0.30429	0.19454	0.17293	0.03163	0.02881	0.00091	0.02248	0.05426	0.0	0.0	0.0	0.0	0.0	0.0	0.00995	0.08295	0.03736	0.0	0.21478	0.0	0.02891	0.00608	0.00374	0.03472	0.0918	0.94739	0.06349	0.31706	0.22575	0.18914	0.0	0.01445
s__Ruminococcus_lactaris	0	0.05533	0.0	0.0	0.0	0.0	0.0	0.0	0.07757	0.0	0.0	0.0	0.07172	0.0	0.22559	0.34976	0.0	0.23076	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.1664	0.01324	1.09689	0.0	0.23606	0.0	0.00729	0.0	0.02306	0.0	0.0	0.0	0.20405	0.0	0.00689	0.07274	0.00804	0.0	0.05742	0.0	0.0138	0.0	0.0	0.0	0.02788	0.22926	0.01529	0.0	0.0	0.0	0.0	0.0	0.0495	0.0	0.0	0.97507	0.0	0.03535	0.00057	0.0	0.0	0.01255	0.0	0.02406
s__Veillonella_dispar	0	0.0498	0.00691	0.0	0.0	0.0	0.01204	0.0	0.00371	0.0	0.0	0.0	0.00196	0.0	0.23524	0.0	0.0	0.0	0.0	0.0	0.02066	0.0	0.09155	0.01942	0.0	0.0	0.0	0.0	0.0	0.09557	0.0	0.01508	0.01691	0.18257	0.0	0.00555	0.0	0.0	0.0	0.0	0.27448	0.20739	0.00604	0.0	0.0	0.0	0.05023	0.0	0.0	0.28916	0.0	0.00752	0.02864	0.0	0.02295	0.0	0.1082	0.0	0.03984	0.0123	0.0	0.0	0.0	0.0	0.0	0.03488	0.0	0.0	0.00571
s__Roseburia_inulinivorans	0	0.04866	0.27922	2.00344	0.00239	0.01804	1.15467	0.01157	0.00853	0.0	0.21433	0.56708	0.03417	0.03046	2.43708	0.04238	0.17487	1.52558	0.0	0.06609	0.00626	1.73399	0.0763	1.56062	5.42933	0.06927	0.12364	0.10683	0.00329	0.0	0.15412	0.02788	0.34701	0.50551	0.0	0.21489	0.02185	4.93172	0.84156	6.25064	1.50059	3.76006	0.19189	0.01822	0.59598	0.05083	0.1085	0.0	0.0	1.75284	0.21593	1.56237	2.8407	3.62997	1.09142	0.10369	0.28939	0.04613	0.95918	0.03743	1.79585	0.25454	0.99081	1.12862	0.07129	0.16478	2.04594	3.08195	0.21129
s__Erysipelothrix_larvae	0	0.04084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0356	0.89794	0.16021	0.0	1.58299	0.05492	0.30309	0.0028	0.0	0.0	0.02178	0.0	0.0	0.0	0.02223	0.0	3.39028	0.15271	0.23865	0.29003	0.58442	0.02066	0.00112	0.09207	23.13932	0.08639	0.5414	4.05066	0.0	0.0	0.02497	0.33359	0.06071	0.0	0.0697	0.0	0.28792	0.77582	0.07471	0.01648	0.11809	0.04495	0.10044	1.33869	0.58468	0.0	0.0	0.0	0.0	0.07096	0.06655	0.01479	0.00166	0.0	0.69346	0.0	0.07712	0.0	0.0	0.05812	0.01249	0.07657	0.29808	0.05418	0.04088	0.24752	3.76645	0.23848
s__Ruminococcus_sp_CAG_330	0	0.0344	0.0	0.0	0.0	0.81376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01487	0.0	0.02847	0.22242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01582	0.03359	0.0	0.0	0.00294	0.0	0.11223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13185	0.0	0.0	0.0	0.0	0.05663	0.0	0.0	0.0	0.0	0.0	0.0	0.01304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01616	0.0	0.02674
s__Aggregatibacter_segnis	0	0.0342	0.01359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmiger_formicilis	0	0.03385	0.08286	0.01598	0.00565	0.56061	0.04138	0.0	0.2663	0.0	0.06693	0.0	0.15376	0.00471	0.06648	0.03504	0.22825	0.12164	0.09826	0.05256	0.53826	0.23775	0.23395	0.00601	0.05932	0.11242	1.03134	0.15793	0.0	0.01712	0.11224	0.28718	0.14186	0.11303	0.0	0.01071	0.01155	0.06467	0.13317	0.00959	0.00636	0.04997	0.02151	0.00229	0.02361	0.12335	0.01926	0.0	0.0	0.02427	0.01354	0.09867	0.04805	0.15978	0.05657	0.32209	0.0	0.11761	0.06388	0.0691	0.17469	0.0512	0.42933	0.24103	0.12365	0.14171	0.06071	0.14887	0.12455
s__Veillonella_atypica	0	0.03092	0.00127	0.0	0.0	0.0	0.01803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01292	0.0	0.0	0.00983	0.0	0.0	0.01334	0.0	0.31199	0.19958	0.0	0.0	0.0	0.01443	0.0	0.04624	0.00086	0.01545	0.0	0.39948	0.0	0.0	0.09365	0.0	0.01542	0.00419	0.19778	0.15385	0.02973	0.0	0.0	0.0	0.01656	0.0	0.03507	0.35737	0.02162	0.0	0.03387	0.08647	0.01356	0.0	0.92665	0.0	0.09571	0.00738	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.0	0.00213
s__Megamonas_hypermegale	0	0.02924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01019	0.29791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0289	0.0
s__Methanosphaera_stadtmanae	0	0.02905	0.0	0.02382	0.0	0.07352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00696	0.0	0.0	0.0	0.06536	0.0	0.03951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0133	0.11701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03899	0.0	0.18077	0.3552	0.03384	0.0	0.0	0.0
s__Veillonella_infantium	0	0.02751	0.01473	0.0	0.0	0.0	0.00794	0.0	0.01197	0.0	0.0	0.0	0.0	0.0	0.08485	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.01748	0.00095	0.00125	0.0	0.00148	0.00065	0.0	0.09468	0.0	0.00477	0.0	0.01567	0.0	0.0	0.0	0.0	0.0	0.0	0.15911	0.13165	0.00867	0.0	0.0	0.0	0.03406	0.0	0.0	0.12419	0.0	0.00153	0.00783	0.00546	0.00607	0.0	0.09124	0.0	0.0078	0.00526	0.0	0.0	0.0	0.0	0.0	0.0	0.02008	0.0	0.0016
s__Coprococcus_comes	0	0.0257	4.42329	0.34759	1.129	0.45292	0.04299	0.08619	0.02588	1.64073	0.06204	0.03402	0.00405	0.95149	0.24936	0.14572	0.23785	0.24751	0.42996	0.0788	0.16813	0.11927	0.19226	0.00477	0.66189	0.03584	0.14429	0.2175	0.0333	0.12355	0.14478	0.63469	0.26327	0.4889	0.0	0.4504	0.00797	0.19773	0.12778	0.03348	0.04264	0.12782	0.05665	0.25544	0.07426	0.86773	0.02408	0.0	0.0	0.04214	0.04962	0.3528	0.26764	0.11076	0.0	0.12673	0.0	0.38658	0.15213	0.11633	0.23892	0.09516	0.20946	0.28533	0.02028	0.34863	0.92547	0.0	0.05532
s__Oscillibacter_sp_CAG_241	0	0.02467	0.23516	0.1982	0.06845	3.43798	0.00909	1.21822	0.30026	0.0	0.46396	0.0	0.0	0.04341	0.14512	0.16844	0.58138	0.41608	0.14863	1.06187	0.19424	0.12433	0.00414	0.01927	0.37394	0.01272	0.02824	0.0	0.00656	0.0	0.18135	0.07198	0.63691	0.38545	0.0	0.20034	0.03416	0.49161	0.54742	0.32839	0.1727	1.73425	0.03562	0.26795	8.14126	1.20934	0.29729	0.0	0.0	0.0079	0.0	0.03492	0.0224	0.04571	0.0	0.43917	0.0	0.72794	0.12144	0.05594	0.30499	0.2133	0.15855	0.20146	0.5647	0.43891	0.77529	0.0	0.00594
s__Fusicatenibacter_saccharivorans	0	0.02454	0.94327	0.00084	0.0	0.0	0.05798	0.0	0.04652	0.04066	0.07067	0.57485	0.17503	0.0168	0.01898	0.35627	0.02585	0.10403	0.03385	0.0	0.08004	0.11625	0.06914	0.02762	0.1656	0.35068	0.11405	0.49949	0.16465	0.12374	0.0	0.09769	0.09287	0.16522	0.0	0.04425	0.06027	0.12846	0.06884	0.0	0.00781	0.03409	0.00856	0.00187	0.18484	0.90888	0.00445	0.0	0.0	0.00659	0.0	0.03533	0.0	0.0	0.01405	1.87752	3.13986	0.0348	0.02877	0.0	0.22745	0.00902	0.01589	0.12112	0.01986	0.03873	0.22614	0.0	0.18319
s__Parabacteroides_merdae	0	0.024	0.00048	0.0	0.15413	0.0	0.05041	0.0	0.22158	0.0	0.00298	0.0	0.0	2.04714	5.38351	0.0	0.05755	0.03144	0.0	0.0	0.0	0.0	1.98656	0.91758	0.22393	0.18493	0.34154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86077	0.06372	0.82829	0.0	0.0	0.0	0.0	0.0	2.59277	0.0	3.16343	0.0	0.0	0.02875	0.0	0.00845	0.0	0.0	0.0	0.0	0.72588	1.73203	0.24498	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	4.62382	0.0
s__Clostridium_sp_CAG_167	0	0.02089	0.09791	0.02201	0.0	0.0	0.0	0.0	0.0	0.0	0.2165	2.32099	5.1038	0.01795	0.0	0.11654	0.0	0.04463	0.03533	0.0	0.33677	0.19531	0.40376	0.0	0.6387	0.0	0.0	0.0	0.0	0.0	0.0	0.02804	0.29976	0.19739	0.0	0.00148	0.0	0.1361	0.07807	0.0193	0.33028	0.04018	0.00927	0.0	0.0	0.0	0.0	0.0	0.0	0.02963	0.00842	0.00322	0.01784	0.0292	0.0	0.0	0.0	0.03892	0.11249	0.00751	0.02005	0.25414	0.10428	0.5948	0.05467	0.0447	0.74355	0.0	0.04686
s__Odoribacter_splanchnicus	0	0.01952	0.18206	0.0	0.00492	0.40734	0.21334	0.0	0.21564	0.0	0.97698	0.68632	0.13314	2.89186	2.17005	0.56188	0.23791	1.16562	0.37799	0.0	0.00896	0.0	0.74101	0.96102	0.87845	0.07395	0.68762	1.58449	0.6282	0.6476	0.06096	0.00248	0.0	0.65351	0.0	0.19518	0.00148	1.82656	0.06059	0.09771	0.29054	0.3604	0.2891	2.49599	0.0	1.17925	0.0	0.0	0.0	0.06402	0.07044	0.0	0.0	0.0	0.03385	0.34759	0.09752	0.18899	0.0	0.0	1.68189	0.0	0.02117	0.0	0.0	0.13917	0.0	0.0	0.0
s__Eubacterium_hallii	0	0.01777	0.10079	0.00594	0.00623	2.14151	0.0	0.0	0.00405	0.0	0.00943	0.00347	0.02127	0.08772	0.0	0.27956	0.06168	0.13189	0.0023	0.15425	0.02963	0.0862	0.00384	0.00782	0.19071	0.01094	0.1198	1.21361	0.16879	0.2493	0.13308	0.50154	0.03521	0.08328	0.0	0.14188	0.0	0.26251	0.06157	0.0	0.23043	0.1174	0.02338	0.12402	0.02637	0.4166	0.01179	0.0	0.0	0.00189	0.01151	0.18288	0.02954	0.04612	0.00468	0.12511	0.0	0.00787	0.00548	0.01267	0.16313	0.05039	0.05905	0.06468	0.16155	0.05673	0.12946	0.0	0.0
s__Eubacterium_sp_CAG_180	0	0.01728	0.04859	2.47424	0.0	0.0	0.0	20.53569	0.0	0.0	0.0	0.0	0.0	6.0697	6.07556	0.013	3.55388	0.77299	0.0185	12.22779	0.0	0.0	0.0	0.0	0.0	29.62847	0.0	0.0	0.0	2.78302	6.31713	0.95962	0.08535	0.0	0.0	3.84718	0.2917	0.0	0.0397	0.0	0.0	1.40975	0.0	5.03846	7.67886	0.0	0.0	0.0	0.0	0.03119	0.0	7.38835	0.01826	0.0	0.0	3.06227	0.28692	4.54436	0.0	0.0	0.0	0.3784	4.37133	0.08088	0.10248	0.00079	0.02937	0.0	0.0
s__Comamonas_kerstersii	0	0.01484	0.0	0.0	0.0	0.0	0.0	0.0	0.01868	0.0	0.024	0.0	0.0	0.0	0.47736	0.0	1.57342	0.19874	0.0	0.0	0.0	0.0	0.0	0.0	0.41064	0.0	0.0	0.0	0.01223	0.15781	0.0	0.11912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26083	0.0	0.0	0.42181	0.16806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_catus	0	0.01434	0.64694	0.0	0.0	0.81231	0.0	0.02719	0.00873	0.0	0.02378	0.00127	0.02727	0.00673	0.0	0.01233	0.04717	0.12663	0.0	0.00079	0.0698	0.00667	0.01261	0.04971	0.02425	0.01149	0.10138	0.26217	0.02176	0.02012	0.02738	0.01876	0.17722	0.0	0.0	0.0245	0.00362	0.03123	0.07853	0.04944	0.01207	0.02773	0.00555	0.00123	0.07947	0.03245	0.0	0.0	0.0	0.00114	0.0	0.0607	0.00774	0.10539	0.03357	0.18826	0.0	0.0165	0.02007	0.0	0.01982	0.03842	0.04079	0.08437	0.09521	0.05514	0.07317	0.0	0.02594
s__Eubacterium_ramulus	0	0.01399	0.13089	0.0	0.0	0.0	0.0	1.92147	0.01044	0.05766	0.0	0.00697	0.0	0.00198	0.00363	0.00079	0.0	0.09518	0.0	0.01127	0.06287	0.09728	0.0	0.13193	0.01672	0.00242	0.00343	0.00517	0.0	0.0	0.0	0.11738	0.05475	0.00505	0.0	0.0	0.0	0.05101	0.10056	0.02147	0.00775	0.00229	0.0	0.03012	0.00602	0.18071	0.00025	0.0	0.0	0.03072	0.00139	0.01771	0.0	0.02433	0.0	0.12851	0.0	0.01006	0.0	0.0	0.00143	0.01683	0.04005	0.01773	0.34466	0.09008	0.04947	0.0	0.0
s__Intestinibacter_bartlettii	0	0.01193	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.02351	0.0	0.0	0.03508	0.0	0.0	0.0	0.0	0.05012	0.11769	0.02766	0.01103	0.12545	0.0	0.0	0.0689	0.00412	0.0	0.05101	0.0	0.01635	0.0	0.20112	0.0	0.20655	0.0	0.02932	0.0	0.0	0.00256	0.00067	0.09034	0.0	0.0	0.01153	0.01999	0.07421	0.0	0.38804	0.0	0.22832	0.0	0.02755	0.0	0.00198	0.0444	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117
s__Alistipes_shahii	0	0.00837	0.12828	0.0	0.0	0.0	0.19871	0.0	0.40647	0.0	0.50028	0.32505	0.33077	0.02061	0.13669	0.03017	0.25874	0.0334	0.0	0.0	0.0	0.02589	0.28972	0.01061	0.30646	0.1504	0.04836	0.09646	0.0	0.13011	0.0	0.00652	0.0	0.1642	0.0	0.54319	0.0	0.63332	0.01318	0.0	0.0064	0.04564	0.21015	0.45855	0.40315	2.01394	0.11099	0.0	0.0	0.01143	0.02135	0.0	0.0	0.0	0.01282	0.48009	0.0	0.04117	0.0	0.0	0.19375	0.0	0.01219	0.0	0.0	0.0	0.0007	0.00025	0.00092
s__Klebsiella_pneumoniae	0	0.00831	0.34217	5.18051	0.61342	0.0	0.0	0.0	0.0256	0.16411	0.12755	0.52778	0.18281	0.24324	0.64974	0.0	0.0	0.0	0.61528	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.15107	0.27271	0.12757	0.22623	0.05985	0.44257	0.24614	0.0	36.31286	0.0	0.0	0.0	0.00941	0.01726	0.01983	0.05314	0.0	0.4374	0.0	0.03472	0.00968	0.95375	0.0	0.05603	0.0	0.05016	0.0	0.0	0.00516	0.0	0.01151	0.0	0.05225	0.52575	0.08298	0.01542	0.0	0.05043	0.0	0.0	0.0	0.00641	0.0
s__Megamonas_funiformis_CAG_377	0	0.00797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_thetaiotaomicron	0	0.00711	0.00617	0.0	0.06181	0.0	0.0844	0.0	1.45009	0.02704	1.24724	4.17685	0.62393	0.75485	0.61711	0.0	0.03879	0.04553	0.0	0.00574	0.0	0.0	0.12996	1.00619	0.05928	0.3059	0.96904	1.92008	0.05093	0.27008	0.0	0.0	0.0	0.40207	0.0	0.08226	0.02142	0.57587	0.0	0.00572	0.0	0.0	0.00884	0.4907	1.08031	0.11537	0.09299	0.0	0.0	0.00065	0.13101	0.0	0.0	0.0	0.017	0.46593	1.64229	0.01721	0.0	0.0	0.17975	0.0	0.0	0.0	0.0	0.0	0.0	1.77857	0.0
s__Eubacterium_coprostanoligenes	0	0.00624	0.00033	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.2411	0.00898	0.01734	0.0	0.0	0.01731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01252	0.0	0.0	0.68643	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.00317	0.12198	0.01525	0.0	0.57081	0.00137	0.0	0.0
s__Veillonella_tobetsuensis	0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967	0.0	0.00394	0.0	0.0	0.02436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
