clade_name	NCBI_tax_id	C16-20002-TZ	C16-20003-TZ	C16-20005-TZ	C16-20070-TZ	C16-20071-TZ	C16-20072-TZ	C16-20073-TZ	C16-20117-TZ	C16-20118-TZ	C16-20119-TZ	C16-20123-TZ	C16-20135-TZ	C16-20152-TZ	C16-20153-TZ	C16-20197-TZ	C16-20198-TZ	C16-20211-TZ	C16-20212-TZ	C16-20215-TZ	C16-20237-TZ	C16-20238-TZ	C16-20246-TZ	C16-20247-TZ	C16-20248-TZ	C16-20340-TZ	C16-20341-TZ	C16-20345-TZ	C16-20346-TZ	C16-20347-TZ	C16-20371-TZ	C16-20372-TZ	C16-20373-TZ	C16-20374-TZ	C16-20415-TZ	C16-20416-TZ	C16-20417-TZ	C16-20437-TZ	C16-20438-TZ	C16-20439-TZ	C16-20440-TZ	C16-20441-TZ	C16-20470-TZ	C16-20471-TZ	C16-20473-TZ	C16-20474-TZ	C16-20475-TZ	C16-20491-TZ	C16-20492-TZ	C16-20493-TZ	C16-20494-TZ	C16-20548-TZ	C16-20549-TZ	C16-20550-TZ	C16-20551-TZ	C16-20554-TZ	C16-20557-TZ	C16-20558-TZ	C16-20625-TZ	C16-20626-TZ	C16-20627-TZ	C16-20645-TZ	C16-20646-TZ	C16-20647-TZ	C16-20648-TZ	C16-20649-TZ	C16-20650-TZ	C16-20651-TZ	C16-20652-TZ
s__Streptococcus_gordonii	0	0.0	0.01332	0.0	0.02263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_pectinophilus	0	0.0	0.01073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08854	0.01031	0.0	0.02586	0.26756	0.0	0.02969	0.0	0.0	0.0	0.0	0.0	0.0	7.64496	0.87781	0.28252	0.09486	0.0	0.03764	0.0	0.0	0.0	0.0	0.0	0.0073	0.0	0.0	0.35845	0.00799	0.0	0.0	0.0	1.01951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19462	0.17758	0.0	0.02705	0.0	2.66453	0.0	0.5265	0.32616	0.0	0.46547
s__Parasutterella_excrementihominis	0	0.0	0.01027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01628	0.02656	0.00738	0.0	0.06029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13602	0.0161	0.00416	0.0	0.0	0.19843	0.0	0.33175	0.0	0.0	0.06502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48164	0.02817	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03819	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0
s__Streptococcus_infantis	0	0.0	0.00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.00421	0.00659	0.00427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0	0.0	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00504	0.01531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.04254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	0.0	0.0073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34598	0.0	0.64465	0.12407	0.0	0.0657	0.0	0.0	0.0	0.0	0.0	0.0	0.26061	0.0	0.02522	0.0	0.0	0.08375	0.0	0.0	0.0	0.0	0.0	0.0	0.11459	0.0283	0.0032	0.0	0.0	0.0	0.04893	0.13032	0.0	0.03798	0.31185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342	0.0	0.0	0.0	0.3672	0.0	0.0	0.02607	0.0	0.0	0.0	0.01598	0.0
s__Ruminococcus_sp_CAG_488	0	0.0	0.00697	0.00472	0.0	0.0	0.26163	0.0	0.0	0.0	0.0	0.0	0.0	1.35081	0.0	0.30039	0.12549	2.73429	0.0	1.8829	0.02175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72379	0.36807	0.0	0.01381	0.0	0.58247	1.97811	0.0	0.10509	1.12343	0.0114	0.0	0.0092	0.03716	0.0	0.0	0.0	0.0	0.0	0.02413	0.04268	0.0	0.0	2.66478	0.0	0.0	0.0	0.10334	0.0	1.84873	0.0	0.03634	0.16462	0.02169	0.07458	0.0	0.0
s__Ruminococcus_sp_CAG_563	0	0.0	0.00587	0.31614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01239	0.0	0.04524	0.0	0.07493	0.0	1.87046	1.4741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03903	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.00053	0.0	0.0	0.54829	0.3056	0.0	0.0	0.0	0.0	0.0	0.03592	0.08195	0.0	0.0	0.02137	0.0	0.0	0.0	0.0	0.0065	0.00544	0.0	1.89416	0.26321	0.13232	0.03226	0.0	0.01591
s__Streptococcus_sp_F0442	0	0.0	0.00382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemania_filiformis	0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02729	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_mutans	0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00629	0.00502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_intestinalis	0	0.0	0.00168	0.75927	0.0	0.0	0.09038	0.00086	0.12561	0.00044	0.19555	1.71875	9.25351	0.0	0.0	0.0	0.0	0.0119	0.00361	0.0	0.0	0.0	0.0	0.00373	0.30053	0.00792	0.03059	0.13123	0.3581	1.13995	0.0	0.0	0.06844	0.248	0.0	0.07754	0.0	0.27778	0.0	0.01263	0.02324	0.00241	0.0	0.00028	0.0	0.0	0.00081	0.0	0.0	0.00521	0.0	0.8023	0.00402	0.00459	0.0	0.0	0.29613	1.23265	0.14828	0.69373	0.00243	0.01826	0.00592	0.0006	0.0	0.00461	0.29536	0.0	0.03706
s__Lactobacillus_salivarius	0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_95	0	0.0	0.00032	0.32222	0.04715	0.14507	0.0684	0.0	0.02351	0.0	0.0	0.0	0.0	1.64432	0.03771	0.39451	0.8218	0.29929	0.32646	0.30273	1.77683	0.41695	0.0259	0.03303	0.06061	0.0	0.00021	0.0	0.0	0.0	0.06962	0.05943	0.63379	1.21259	0.0	0.56243	0.0	0.1079	0.61868	0.07209	0.06186	0.16341	0.06107	0.03014	0.02825	0.71744	0.0	0.0	0.0	0.02543	0.26675	0.06872	0.11076	0.07427	0.26924	3.41528	0.0	0.0	0.03749	0.34035	0.31216	2.59675	0.46303	4.24441	2.22573	2.10856	1.62271	0.0	0.70086
s__Streptococcus_lutetiensis	0	0.0	0.0	6.49757	0.0	0.0	0.0	0.0	0.0	0.00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02427	0.0	0.0	0.02898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01615	0.01105	0.0	0.00292	1.26519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01164	0.0
s__Mitsuokella_multacida	0	0.0	0.0	3.83863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36094	0.0	0.0	0.0	0.0	0.10471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06015	0.0	0.0	0.0	0.75165	0.0	0.0	0.0	0.0	2.14356	0.94603	0.00654	0.0	1.60318	0.0	0.0	3.00064	0.74065	0.0	0.0	0.0	0.0	0.0	0.34995	0.0	0.0	0.0	0.0	0.0	0.0	0.36365	0.0	0.00529	0.65819	0.5437	0.34732	0.28596	0.25305	0.0	0.0	0.0
s__Prevotella_sp_AM42_24	0	0.0	0.0	1.96982	0.07301	0.0	0.0	1.18673	0.0	0.0	0.0	0.0	0.0	0.1845	0.25283	0.0	0.05696	0.25419	4.66396	0.48586	5.28002	2.50148	2.7912	0.0	11.36091	0.0	0.0	0.0002	9.11254	0.0	0.70193	2.17793	6.10159	6.57892	0.0	0.58948	0.0	0.0	6.76622	1.04181	0.42193	15.01572	5.60531	0.0	0.23418	0.0	0.0	0.0	0.0	5.9011	7.43326	3.004	9.9555	2.77925	1.50603	0.0	0.0	0.0	5.91551	7.37867	0.0	2.92316	1.92769	3.18586	1.1221	3.97155	3.35448	0.31505	0.23867
s__Firmicutes_bacterium_CAG_791	0	0.0	0.0	1.49174	0.0	6.86354	0.0689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13683	0.0	0.0	0.47532	0.15092	0.00922	0.16879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00217	0.03393	0.16732	0.0	0.0	0.0	0.10926	0.26143	0.0	0.13588	0.67223	0.0	0.0	7.10798	0.09569	0.0	0.0	0.0
s__Clostridium_sp_CAG_413	0	0.0	0.0	1.25024	0.0	5.59604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1201	0.0	0.09694	0.2343	22.32806	0.0	0.71671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55874	0.0	0.0	0.60328	0.0	0.00321	0.0	0.0	0.0	0.23838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04836	0.36076	0.04084	0.0	0.52297	0.0	0.0	0.01264	0.0	0.0	2.53558	0.46451	0.0	0.0	0.02179	0.73243	0.0	0.0
s__Catenibacterium_mitsuokai	0	0.0	0.0	1.05456	0.1786	0.03535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08052	0.0	0.18911	0.31563	0.40543	0.0208	0.75273	0.22602	0.02828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42846	2.03226	0.0	0.7365	0.0	0.02041	0.0	0.0	1.19233	0.17881	0.11735	0.04462	0.0	0.0	0.37755	3.56955	0.0	0.0	0.0	0.07055	0.02074	0.69023	0.01022	0.01329	0.0	0.0	0.0	0.08789	0.03713	0.32083	0.01544	0.31766	0.42153	1.00664	1.09747	0.41395	2.95137	0.00331	0.06747
s__Eubacterium_sp_CAG_786	0	0.0	0.0	1.0072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00861	0.0	0.0661	0.49586	0.0	0.64669	0.15932	0.04022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21291	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_579	0	0.0	0.0	0.69565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.96744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06205	0.0	0.50661	0.01048	0.03157	0.22268	0.0	0.0
s__Bacteroides_sp_CAG_530	0	0.0	0.0	0.60247	0.0	5.43163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5412	0.58393	2.02004	2.08354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13781	0.43284	0.7639	0.0	0.0	0.0	0.0	0.0	0.0	0.19813	0.0	0.11059	0.0	0.0	0.20132	0.0	0.0	0.0	0.0	0.95195	0.0	0.22769	0.54329	1.34531	1.18013	0.0	0.0	0.0	0.14797	0.484	0.65965	0.55107	0.0	1.29116	0.75114	3.56561	2.21018	0.0	5.67075
s__Firmicutes_bacterium_CAG_534	0	0.0	0.0	0.43298	0.0	0.0	0.0	0.0	1.23511	0.0	0.0	0.0	0.0	0.14531	0.0	3.37813	12.28508	1.15712	0.8922	0.33001	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33607	0.0	0.13129	0.0	0.0	0.1436	0.0	11.6565	0.7929	0.0	0.38424	1.23824	0.0	0.0	0.0	0.32345	0.0	0.0	0.0	0.01487	0.0	0.0	0.56529	0.00821	0.0	0.0	0.0	0.0	0.0	0.04146	0.0	2.47861	1.79856	0.52597	4.52937	0.21188	0.11805	0.0	0.0
s__Clostridium_sp_CAG_510	0	0.0	0.0	0.39204	0.0	0.0	5.50601	0.0	0.16633	0.0	0.0	0.0	0.0	0.0	0.12315	0.65717	0.0	0.03168	0.11438	1.45945	0.0688	0.0562	1.46012	0.0	0.06684	0.0	0.0	0.0	0.0	0.0	1.5964	0.12987	0.38993	0.78249	0.0	4.40766	0.0	0.0	0.65077	0.0	4.97562	0.24119	0.05209	0.0	0.0	0.0	0.0	0.0	0.0	0.2961	0.01439	0.49325	0.20927	0.0444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65078	0.17404	3.92179	0.35245	2.8192	0.42914	0.0	3.5215
s__Prevotella_stercorea	0	0.0	0.0	0.36598	4.08451	0.46329	23.16809	0.0	0.0	0.0	0.0	0.0	0.0	0.34022	0.0	7.50647	3.2564	2.80044	10.80436	0.84741	6.11693	1.55284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13729	9.21129	0.86925	15.26571	0.0	2.11511	0.0	0.0	9.34269	17.34861	1.16652	0.0	20.89273	0.0	5.13778	7.87034	0.0	0.0	0.0	2.53904	8.05547	1.66468	4.52465	34.51649	0.04016	0.0	0.0	0.04515	0.48875	15.22077	0.0	2.02477	17.25945	1.29205	0.58593	3.95057	1.23531	0.0	38.68051
s__Prevotella_sp_CAG_520	0	0.0	0.0	0.04865	54.76254	0.18595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93934	0.0	0.00128	0.00377	0.00275	6.53206	0.42678	10.72283	5.17044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.71418	1.7307	3.44177	0.00715	0.0	0.0	0.0	0.0	0.01651	0.01206	15.51554	0.0	0.00211	0.0	0.14038	0.00101	0.0	0.0	0.0	0.01157	0.39961	1.87936	1.74624	1.50996	0.56093	0.0	0.0	0.68405	7.68177	0.14221	0.0	0.67013	0.02273	1.87825	7.20445	4.1774	0.04467	0.0	0.12782
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.0416	0.0	0.11987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.17466	0.03547	0.00307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01339	0.0	0.0	0.0	0.0	0.04533	0.0	0.0	0.04781	0.01516	0.0	0.01213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01066	0.0	0.03367	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.00763	0.01044	0.0	0.0	0.0	0.34584
s__Streptococcus_infantarius	0	0.0	0.0	0.03714	0.0	0.0	0.0	0.0	0.0	0.55079	0.0	0.0	0.0	0.0	0.06898	0.0	0.0	0.0	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01523	0.0	0.08469	0.00603	0.03089	0.13806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07433	0.57253	0.0	0.0	0.0	0.0	0.0145	0.0	0.02513	0.0	0.0299	0.0	0.0	0.06476	0.06836	0.00546	0.04084	0.06429	0.05901	0.0	0.01851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.02849	0.0	0.0	0.20112	0.03761	0.0	0.0	0.49028	0.0	0.0	0.0	0.0	0.56297	0.36905	0.00743	0.0	0.0	0.0	0.0	0.03353	0.0	0.0	0.0	0.0	0.07613	0.0	0.0	0.22326	0.0	0.04873	0.47875	0.0	0.0	0.0	0.0	0.0	0.0	0.14749	0.01109	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19675	0.0	0.0	0.26817	0.0	0.28557	0.0	0.05356	0.16514	0.01896	0.00819	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_624	0	0.0	0.0	0.01669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09194	0.0	0.0	0.0	0.0	0.0	0.0	0.38556	3.24616	0.03119	0.0	0.18028	0.0	0.0	0.0	0.32421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.01252	0.0	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0802	0.05243	0.42817	0.2133	0.2368	0.008	0.0493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01545	0.14188	0.0	0.0	0.16108	0.0	0.0	0.0	0.57572	2.19164	0.58972	0.0	0.0	0.04069	0.0	0.0	0.0	0.0	0.00313	0.0	0.0	0.01691	0.01315	0.0	0.00681	0.0	0.0	0.00616	0.0	0.00339	0.20915	0.01747	0.32546	0.04881	0.04654	3.46844	0.0	0.0
s__Olsenella_scatoligenes	0	0.0	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14409	0.0	0.0	0.01039	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.00991	0.01204	0.0	0.0	0.0	0.02092	0.0
s__Ruminococcus_bicirculans	0	0.0	0.0	0.0	0.07501	0.70638	0.09236	0.0	0.01799	0.0	0.05163	0.0	0.55834	0.0	0.09092	0.0063	0.0	0.0	0.51022	0.0	0.53711	0.17595	0.00239	0.01638	0.58068	2.55605	0.0	0.0	1.73202	8.2235	0.02543	0.0	0.00336	0.15161	0.0	0.00495	0.0	0.04572	0.16353	0.12716	0.15928	0.0	0.29638	0.37523	0.0	0.0	0.0066	0.0	0.0	0.07913	0.22218	0.02123	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	2.15216	0.00938	0.01513	0.0	0.57435	0.0	0.0	0.0	0.0	0.00382
s__Bacteroides_cellulosilyticus	0	0.0	0.0	0.0	0.05546	0.0	0.0	0.0	2.2338	0.0	0.0	1.42388	0.0	0.00859	0.01065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.02914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03113	0.0	0.0	0.0	0.0	0.0
s__Cetobacterium_somerae	0	0.0	0.0	0.0	0.05534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.8058	0.0	0.0	0.0	0.02223	0.0	0.0	0.0	0.0	0.0	0.59678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0
s__Bifidobacterium_dentium	0	0.0	0.0	0.0	0.01945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.0	0.0	2.47007	0.22147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08449	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.0	0.0	0.0	0.0	0.86552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0.02793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06887	0.0	0.01641	0.0	0.62682	0.34919	0.0	0.0	0.0	0.0	0.0	0.15072	0.53297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01407	0.0	0.04748	0.0	0.03109	0.0	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.0	0.0	0.0	0.0	0.68136	0.0	0.16972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30799	0.07291	0.0	0.02622	0.01756	0.49313	0.0	0.0	0.0	0.0	0.0	0.0	0.1547	0.0	0.0	0.0	0.07309	0.32357	0.0	0.0	0.0	0.0	0.0	0.0	0.14099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.07981	0.0	0.0	0.10188	0.35473	0.0	0.23642	0.00105	0.01098	0.87313	0.0895	0.38961	0.0	0.16697
s__Treponema_succinifaciens	0	0.0	0.0	0.0	0.0	0.38623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16759	0.15128	0.30179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19072	0.15487	0.34281	0.16214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00359	0.51695	0.15175	4.72023	0.0	0.0	0.0	0.0	0.0	0.0	0.10876	0.08938	3.46817	0.82366	0.80671	0.40253	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.0	0.0	0.07144	1.39716	0.0	0.44608	0.0	0.36147	1.32464	0.0	0.0	1.9466	0.0	0.14468	0.08878	0.08855	0.00054	0.0	0.00538	0.22394	0.04826	0.66558	0.0	0.0	0.02006	0.0	0.0	0.6018	0.55058	0.0	0.06204	0.0	0.0	0.05721	0.0	0.01214	0.0	0.02325	0.06576	0.0	0.0	0.0	0.01	0.47938	0.0	0.0	0.32784	0.0	0.01754	0.01928	0.00737	0.0	0.0	0.0	0.0	0.49001	0.05708	0.14601	0.08998	0.0	0.37014	0.03712	0.0	0.50417	0.01966	0.03569
s__Atopobium_deltae	0	0.0	0.0	0.0	0.0	0.03488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00762	0.0	0.01101	0.02675	0.0	0.0	0.00084
