clade_name	NCBI_tax_id	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
s__Aggregatibacter_segnis	0	0.0	0.23895	0.0	0.0	0.0	0.13085	0.0	0.0	0.0	0.0	0.0	0.64644	0.0	0.00851	0.2202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09904	0.0	0.0	0.0	0.0	0.09644	0.0	0.0	0.0	0.00113	0.25963	0.0	0.0	0.0	0.02398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.0	0.07597	0.01833	0.0	0.0	0.0	0.00645	0.0	0.0	0.0	0.02084	0.0	0.0	0.0111	0.0	0.0	0.03892	0.0	0.0	0.01228	0.0	0.0	0.0	0.0	0.0	0.03773	0.0	0.0	0.0	0.02485	0.09291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_885	0	0.0	0.23439	1.24873	1.1747	3.76717	1.07654	0.0	0.0	0.06758	0.0	0.07897	0.0	0.0	0.39578	1.45428	1.50175	0.21488	0.0	0.54227	0.0	0.92994	0.0	0.0	0.0	0.49725	3.13909	0.57628	0.28403	0.7599	0.0	0.88409	0.0	0.39874	6.5292	0.289	0.94932	1.04037	0.15885	0.13553	0.40727	4.97557	0.25503	0.0	0.09569	0.86797	0.0	0.03059	0.18531	0.0249	0.0	0.0	2.82621	0.5427	2.59566	0.0	0.0	0.0	0.0	0.0	1.17966	0.27057	0.25108	0.11762	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	1.15254	0.0	0.14765	0.0	0.30533	0.43249	0.0	0.47057	0.07285	0.63637	0.02911	0.0	0.83927	0.0	0.31434	0.0	0.0	1.05854	0.45832	1.00581	0.0	0.0	0.0	0.0	0.0	2.73579	0.0	0.0	0.40464	0.0	0.1615	2.92058	0.0	0.0	0.65136	0.12901	0.0	0.0	0.0	0.33301	0.0	0.0
s__Streptococcus_mutans	0	0.0	0.21778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.05725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23031	0.0	0.0	0.0	0.03294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03395	0.0
s__Clostridium_disporicum	0	0.0	0.21676	0.0	0.06897	0.0	0.10152	0.0	0.0	0.0	0.0	0.14946	0.0	0.0	0.0	1.37405	0.0	0.00085	0.0	0.0	0.0	0.02126	0.0	0.0	1.55163	0.04908	0.0	0.0	0.0	0.08077	0.0	0.02144	0.0	0.04359	0.0	0.004	0.00756	0.0	0.0	0.16206	0.0	0.0	0.12724	0.0	0.44361	0.0	0.11556	0.0091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09638	0.0	0.0	0.0	0.0	0.0	0.05546	0.0	0.0	0.05661	0.02998	0.01952	0.0	0.0	0.0	0.03436	0.0	0.0	0.01903	0.06394	0.0	0.0	0.0447	0.00101	0.0	0.01307	0.00521	0.04031	0.02194	0.00179	0.0	0.0	0.05149	1.70062	0.00636	0.0	0.00578	0.12217	0.41262	0.0	0.03239	0.0	0.0	0.17153	0.05616	0.0	0.01235	0.02107	0.0	0.02621	0.30942	0.44126	0.0	0.0	0.00494	0.04224	0.09228
s__Bifidobacterium_dentium	0	0.0	0.18839	0.0	0.11503	0.0	0.0	0.0	0.005	0.0	0.00108	1.0053	0.0	0.0	0.03461	0.46836	0.0	0.01509	0.0	0.0	0.0	0.00859	0.0	0.02462	0.01411	0.38724	0.0	0.0	0.0	0.0	0.01013	0.0	0.00319	0.0	0.0	0.22406	0.01738	0.0	0.01131	0.0	0.0	0.0	0.0	0.0	0.60604	0.0	0.13611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03877	0.02244	0.0	0.0	0.0	0.0	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16355	0.01004	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.02595	0.0	0.0	0.0	0.00795	0.08264	0.0506	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.45493	0.0	0.0	0.01501	0.0	0.0	0.0	0.0	0.03752	0.0
s__Romboutsia_ilealis	0	0.0	0.17644	0.0	0.06773	0.0	0.02815	0.0	0.0254	0.0	0.05407	0.02878	0.0	0.0	0.02088	0.14439	0.0	0.02455	0.0	0.28036	0.0	0.0	0.0	0.0	0.33841	0.00288	0.09855	0.0	0.01092	0.05011	0.05534	0.0	0.0	0.02706	0.0	0.0	0.00626	0.09459	0.0	0.00723	0.0	0.01291	0.04184	0.0	0.12729	0.01195	0.36674	0.0	0.02127	0.0	0.01013	0.0	0.0	0.0	0.0233	0.0	0.08381	0.0	0.0	0.04397	0.00189	0.01935	0.03469	0.00045	0.0	0.00473	0.0233	0.0	0.0	0.01764	0.0	0.0	0.0	0.0	0.00344	0.09576	0.01329	0.0	0.0	0.0	0.0	0.02465	0.0	0.0	0.11076	0.0	0.0	0.0	0.1896	0.23104	0.0	0.0	0.0	0.19274	0.06783	0.0	0.0	0.0	0.0	0.32488	0.00745	0.0	0.02183	0.00814	0.0	0.0	0.1106	0.09032	0.0	0.0	0.0	0.00174	0.0
s__Streptococcus_parasanguinis	0	0.0	0.16137	0.0	0.0	0.01323	0.0	0.0	0.0	0.0	0.00199	0.0166	0.0	0.02684	0.70218	0.06492	0.0026	0.05561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01869	0.01011	0.00964	0.0	0.0	0.0	0.0	0.01286	0.0	0.0	0.0	0.02018	0.00581	0.0	0.0	0.0	0.01642	0.0	0.03161	0.0	0.0	0.0	0.0	0.0	0.00457	0.04879	0.00219	0.01003	0.05216	0.0	0.0	0.0	0.0	0.00192	0.02665	0.0	0.0	0.0	0.39538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05054	0.0013	0.0	0.0	0.0	0.00739	0.0	0.0	0.0	0.35825	0.01638	0.0	0.0	0.0	0.03069	0.0	0.01879	0.0	0.0181	0.006	0.0	0.0	0.01236	0.0	0.0	0.0	0.0	0.00348	0.02277
s__Desulfovibrio_piger	0	0.0	0.12829	0.0	0.05416	0.0216	0.31027	0.0	0.8686	0.03552	0.14089	0.0	0.0	1.0569	0.0	0.0	0.00127	0.0	0.0	0.24492	0.8484	0.0	0.0	0.0	0.21961	0.15074	0.0	0.0	0.14457	0.04558	0.0	0.0	0.0	7.73857	0.0	0.08824	0.0	0.0	0.0	0.0	0.7448	0.0	0.0	0.0	0.0	0.04552	0.34609	0.10057	0.38565	0.0	0.0	0.06353	0.0	0.0	0.0	0.0	0.07881	0.06191	0.0	0.0	0.26438	0.27204	0.0	0.0	0.0	0.0	0.2136	0.0	0.00224	0.0	0.04006	0.07692	0.0	0.0065	0.61324	2.00326	0.50287	0.03463	12.06066	0.0	0.0	0.48792	0.15412	0.0833	0.0	0.0	0.0	0.0	0.0	0.32988	0.0	0.53304	0.03694	0.03194	0.12902	0.02658	0.0	0.24248	0.0	0.0	0.4719	0.21554	0.0	0.0	0.08738	0.04002	0.00573	0.0	0.0	0.0	0.0	0.00083	0.0211
s__Veillonella_denticariosi	0	0.0	0.10355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Propionibacterium_acidifaciens	0	0.0	0.10065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_1092	0	0.0	0.09945	0.0	0.50855	0.0	0.0	0.0	0.0	0.13704	0.0	0.00694	0.0	19.72697	0.0	0.07518	0.01615	0.02002	0.0	1.07514	1.6024	0.21506	0.0	0.0	0.11806	0.15822	0.0	0.0	1.70548	0.0	0.0	0.91035	0.0	0.01786	0.0	0.0	0.05111	0.0	0.17374	0.0	0.77676	3.98938	0.0616	0.0	0.17135	1.97131	4.05805	0.0	0.0	0.0	1.80797	0.03233	0.0	2.78994	0.5935	0.0	0.0	0.53479	0.0	0.0	0.10273	0.4595	0.00563	0.03522	0.0	0.00353	0.0	0.0	0.0	0.0	0.0	1.08876	0.0	0.03263	6.10182	0.04208	1.60533	0.98226	0.0	0.00229	0.01248	0.0	0.0	1.93392	0.0	0.97245	0.0	0.0	0.25682	0.24579	0.0	0.0	0.2487	0.0	0.0	2.41845	1.88193	0.0	0.62808	0.0	0.0	0.0	1.21591	0.0	0.0	0.65727	0.0	3.18554	1.24867	0.41609	0.0	0.0	0.0
s__Veillonella_rodentium	0	0.0	0.09787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0
s__Streptococcus_thermophilus	0	0.0	0.09699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00496	0.00162	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.03923	0.0
s__Streptococcus_milleri	0	0.0	0.07967	0.0	0.0729	0.0	0.0	0.0	0.0	0.0	0.0	0.00196	0.0	0.0	0.00913	0.01101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0255	0.0	0.0	0.0	0.0	0.0	0.16362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brachyspira_pilosicoli	0	0.0	0.06834	0.0	0.0	0.06366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08059	0.0	0.0	0.0	0.0	0.08712	0.0	0.0	0.0	0.22132	0.0	0.0	0.0	0.0	0.0	0.16412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09712	0.0	0.0	0.03885	0.07426	0.0	0.0
s__Eubacterium_ramulus	0	0.0	0.05391	0.0	0.0	0.21156	0.0	0.0	0.04163	0.25173	0.04458	0.00025	0.0073	0.05247	0.03207	0.0	0.0	0.03179	1.05105	0.0	0.0	0.0	0.08744	0.17299	0.0	0.0	0.02435	0.13346	0.47363	0.01106	0.32801	0.06276	0.0	0.0	0.10627	0.0	0.0	0.0	0.058	0.0	0.00321	0.13504	0.0	0.0	0.0	0.09244	0.21277	1.11895	0.09923	0.00841	0.19103	0.04953	0.01489	0.23531	0.01743	0.06726	0.007	0.24033	0.0174	0.0	0.0	0.04558	0.0	0.0	0.0	0.0	0.05018	0.04396	0.04244	0.1679	0.30379	0.01732	0.19496	0.0	0.09896	0.0	0.07069	0.16805	0.0	0.00308	0.00072	0.0	0.05918	0.39927	0.73729	0.06226	0.54034	0.20284	0.00595	0.0	0.01876	0.45454	0.00661	0.01787	0.00124	0.6466	0.04804	0.0	0.00054	0.0	0.05833	0.60852	0.07605	0.04296	0.0	0.22333	0.06545	0.0	0.0	0.03053	0.10412	0.08929	0.00449
s__Haemophilus_paraphrohaemolyticus	0	0.0	0.05383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03209	0.0	1.26127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sp_CAG_530	0	0.0	0.05331	0.0	0.11154	1.06859	0.0	0.0	0.0	0.49536	0.0	0.00829	0.17658	0.51594	0.0	0.02941	0.01076	0.01847	0.0	0.05697	0.0	0.0	0.0	0.0	0.0	0.02395	2.18319	0.08747	0.0	0.0	0.0	0.14396	0.0	0.0	0.58289	0.0	0.02449	0.0	0.11559	0.00116	0.0	1.63669	0.03864	0.0	0.0	0.13379	0.0	0.09628	0.47136	0.0	0.0	0.0	0.0	0.02006	0.06696	0.0	0.0	0.11941	0.0	0.0	0.40495	0.08253	0.00058	0.0	0.0	0.0	0.0	0.0	1.11118	3.0274	0.0	0.42568	0.47034	0.02839	0.0	0.0	1.27386	0.0	0.0	0.0	0.00923	0.0	0.0	0.09808	3.82166	0.01033	0.0	0.0	0.0	0.08404	0.0	0.0	0.15394	0.0	0.0	0.0	0.0	0.41428	0.0	0.0	0.0	0.03271	0.0	0.0	0.0	0.0	0.10218	0.0	2.46121	0.13569	0.19588	0.0	0.0
s__Campylobacter_concisus	0	0.0	0.04779	0.0	0.00389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04453	0.0	0.01245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01299	0.0	0.0	0.0	0.02634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.00395	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyrivibrio_crossotus	0	0.0	0.04536	0.0	0.23363	0.65123	0.0	0.0	1.39802	15.69089	0.11243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0214	0.0	0.01417	0.28653	0.02723	0.99185	0.08728	0.40819	6.79114	1.13318	0.0	0.0	0.0	0.57867	0.0	0.37344	0.0	0.0	1.45405	0.41387	0.0	4.34956	0.08965	0.85523	1.2116	0.02616	0.15711	0.49215	0.0	0.13098	0.01954	1.19578	0.0	0.0	0.0	0.0	30.45655	0.0	0.0	0.01994	0.0	0.0	0.0	0.02186	0.8667	0.14802	0.054	5.67644	5.58262	0.0646	0.0	0.14977	5.61979	0.0	8.56053	0.0	0.0	0.00384	0.0	0.65555	1.41039	1.04405	0.12702	0.09565	3.25587	0.0717	0.0	0.17145	0.0	0.0	0.60941	14.93559	0.0	0.0	1.51257	2.91556	0.0	6.60959	0.0	0.2883	0.0	0.0	0.0	1.11464	0.05888	0.0	0.0	0.0	2.0483	0.02851	0.0
s__Firmicutes_bacterium_CAG_95	0	0.0	0.04283	0.0	0.00989	0.14032	0.0	0.0	0.34523	0.023	0.21518	0.0	0.01538	0.75932	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.00521	0.0724	0.0	0.0	0.32343	0.01333	0.03011	1.14577	0.0	1.87559	0.0	0.026	0.0	0.08463	0.04009	0.0	0.07145	0.0112	0.0	0.0	0.0	0.00882	0.0	0.06606	0.0	0.25501	0.0	0.32162	0.0	0.0296	0.0122	0.0	0.01723	0.02265	0.0	0.08787	0.01414	0.01088	0.0	0.0	0.22702	0.0	0.0	0.0	0.0362	0.00839	0.04924	0.02704	1.19217	0.01278	1.05873	0.15675	2.84657	0.5901	0.07142	0.19815	0.0	0.05069	0.08847	0.56906	0.0206	0.0029	0.81375	0.0	0.06793	0.0	0.0	0.00465	0.01042	0.00066	0.0	0.03139	3.29229	0.14526	0.02118	0.30412	0.0	0.94013	0.19543	0.0	0.2695	0.00133	0.08772	0.0	0.0	0.0	0.12896	0.0	0.0
s__Veillonella_tobetsuensis	0	0.0	0.04023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02314	0.0	0.0	0.0	0.00334	0.10128	0.0	0.0	0.0	0.03049	0.0	0.0	0.0	0.0	0.0	0.03644	0.0	0.00413	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28159	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.01034	0.0	0.08532	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.02489	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00545	0.0	0.0	0.0	0.0	0.0	0.0	0.00151
s__Neisseria_flavescens	0	0.0	0.03213	0.0	0.0	0.01662	0.0	0.0	0.0	0.0	0.0	0.0	0.24814	0.0	0.0	0.11862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07869	0.0	0.0	0.0	0.0	0.01694	0.0	0.0	0.0	0.0	0.14407	0.0	0.0	0.0	0.0	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025
s__Streptococcus_vestibularis	0	0.0	0.03157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03208	0.00047	0.0	0.0	0.12846	2.63107	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70863	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00987	0.0	0.0	0.0	0.0	0.0	0.0515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01595	0.00215	0.0	0.0	0.0	0.01152	0.0	0.0	0.01333	0.0	0.0
s__Neisseria_subflava	0	0.0	0.02166	0.0	0.0	0.01241	0.0	0.0	0.0	0.0	0.0	0.0	0.0639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02268	0.0	0.0	0.0	0.0	0.0	0.01144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00648	0.00164	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sinensis	0	0.0	0.02106	0.0	0.00702	0.0	0.0	0.0	0.00228	0.0	0.0	0.00523	0.0	0.0	0.01261	0.01747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03255	0.0	0.0	0.0	0.0	0.0	0.01452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.03265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219
